Breakfast Delivery Model from State Agency Tracking-Original,School ID,School Name,District ID,District Name,State-Physical,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,NCES ID
,12314,Dome School,1704002,Dome School,OR,Josephine,Cave Junciton,97523,9367 Takilma Rd.,,,Private - Non-Profit-Regular School,N,,Y,,,,,,43,5,36,2,38,3507,491,505,3998,1852,496,29,2348,,148,148,,,,,,,,OR,3998,27.013513514,2348,15.864864865,OR@12314@1704002,SY16-17,,38,0.883720930,,Nonpublic,,,,,,,
,12763,Juvenile Detention,1004002,Douglas Co. Juvenile Detention & Shelter Care Facility,OR,Douglas,Roseburg,97470,215 SE Jackson,,,Public-Residential Child Care Institution,N,,N,,,,,,86,0,86,0,86,17321,0,0,17321,17393,0,0,17393,,365,365,,,,,,,,OR,17321,47.454794521,17393,47.652054795,OR@12763@1004002,SY16-17,,86,1,,Other,,,,,,,
,11180,Dufur School,3304001,Dufur SD 29,OR,Wasco,Dufur,97021,802 NE 5th Street,,,Public-Regular School,N,,N,,,,,,307,126,141,40,181,15665,3810,12777,19475,14025,3726,11361,17751,,156,160,,,,,,,,OR,19475,121.71875,17751,113.788461538,OR@11180@3304001,SY16-17,,181,0.589576547,,Public,,,,,,,410441001162
,15210,Eagle Charter School,2405002,Eagle Charter School,OR,Marion,Salem,97301,999A Locust St NE,,,Public-Charter School,N,,N,,,,,,140,72,60,8,68,6746,897,2302,7643,0,0,0,0,,0,158,,,,,,,,OR,7643,48.373417722,0,,OR@15210@2405002,SY16-17,,68,0.485714286,,Charter,,,,,,,
,15672,Academia Aguilitas Preschool,1505001,Eagle Point SD,OR,Jackson,White City,97503,3275 Ave. G,,,Public-Regular School,N,,N,,,,,,31,19,8,4,12,608,299,441,907,510,24,318,534,,165,166,,,,,,,,OR,907,5.463855422,534,3.236363636,OR@15672@1505001,SY16-17,,12,0.387096774,,Public,,,,,,,
,15508,Crater Lake Charter Academy K-12,1505001,Eagle Point SD,OR,Jackson,Eagle Point,97524,140 East Main Street,,,Public-Charter School,N,,N,,,,,,251,153,84,14,98,2754,405,240,3159,931,111,106,1042,,137,137,,,,,,,,OR,3159,23.058394161,1042,7.605839416,OR@15508@1505001,SY16-17,,98,0.390438247,,Charter,,,,,,,
,11613,Eagle Point High School,1505001,Eagle Point SD,OR,Jackson,Eagle Point,97524,203 N Platt,,,Public-Regular School,N,,N,,,,,,1035,500,449,86,535,32146,6035,10227,38181,25286,4561,3222,29847,,166,166,,,,,,,,OR,38181,230.006024096,29847,179.801204819,OR@11613@1505001,SY16-17,,535,0.516908213,,Public,,,,,,,
,11614,Eagle Point Middle School,1505001,Eagle Point SD,OR,Jackson,Eagle Point,97524,477 Reese Creek Rd,,,Public-Regular School,N,,N,,,,,,417,218,161,38,199,20874,5414,18217,26288,4954,1212,1894,6166,,166,166,,,,,,,,OR,26288,158.361445783,6166,37.144578313,OR@11614@1505001,SY16-17,,199,0.477218225,,Public,,,,,,,
,13134,Eagle Rock Elem,1505001,Eagle Point SD,OR,Jackson,Eagle Point,97524,1280 Barton Rd,,,Public-Regular School,N,,N,,,,,,339,178,132,29,161,17874,3806,12635,21680,8767,1932,2558,10699,,166,166,,,,,,,,OR,21680,130.602409639,10699,64.451807229,OR@13134@1505001,SY16-17,,161,0.474926254,,Public,,,,,,,
,11615,Hillside Elementary,1505001,Eagle Point SD,OR,Jackson,Eagle Point,97524,185 East Main,,,Public-Regular School,N,,N,,,,,,504,240,237,27,264,33216,3401,17751,36617,13302,1242,5093,14544,,166,166,,,,,,,,OR,36617,220.584337349,14544,87.614457831,OR@11615@1505001,SY16-17,,264,0.523809524,,Public,,,,,,,
,11622,Lake Creek Learning Center,1505001,Eagle Point SD,OR,Jackson,Eagle Point,97524,391 Lake Creek Loop,,,Public-Regular School,N,,N,,,,,,58,39,17,2,19,2089,345,2481,2434,1551,272,2190,1823,,166,166,,,,,,,,OR,2434,14.662650602,1823,10.981927711,OR@11622@1505001,SY16-17,,19,0.327586207,,Public,,,,,,,
,11617,Lower Table Rock Elementary,1505001,Eagle Point SD,OR,Jackson,White City,97503,2830 Maple Court,,,Public-Regular School,Y,,N,,,,,,408,33,375,0,375,53480,0,4662,53480,23769,0,2073,23769,,166,166,,,,,,,,OR,53480,322.168674699,23769,143.186746988,OR@11617@1505001,SY16-17,,375,0.919817000,,Public,,,,,,,
,11618,Shady Cove Elem,1505001,Eagle Point SD,OR,Jackson,Shady Cove,97539,37 School House Lane,,,Public-Regular School,Y,,N,,,,,,276,22,254,0,254,39935,0,3480,39935,14568,0,1269,14568,,167,167,,,,,,,,OR,39935,239.131736527,14568,87.233532934,OR@11618@1505001,SY16-17,,254,0.919843372,,Public,,,,,,,
,11620,Upper Table Rock Elementary,1505001,Eagle Point SD,OR,Jackson,White City,97503,7837 Hale Way,,,Public-Regular School,Y,,N,,,,,,362,29,333,0,333,51188,0,4460,51188,18165,0,1584,18165,,166,166,,,,,,,,OR,51188,308.361445783,18165,109.427710843,OR@11620@1505001,SY16-17,,333,0.919853364,,Public,,,,,,,
,15285,URCEO - At-Risk,1505001,Eagle Point SD,OR,Jackson,Eagle Point,97524,129 South Platt Street,,,Public-Regular School,N,,N,,,,,,67,30,35,2,37,846,53,138,899,256,0,32,256,,123,121,,,,,,,,OR,899,7.429752066,256,2.081300813,OR@15285@1505001,SY16-17,,37,0.552238806,,Public,,,,,,,
,13133,White Mountain Middle Sch,1505001,Eagle Point SD,OR,Jackson,White City,97503,550 Wilson Way,,,Public-Regular School,Y,,N,,,,,,388,31,357,0,357,45494,0,3967,45494,11468,0,1001,11468,,167,167,,,,,,,,OR,45494,272.419161677,11468,68.670658683,OR@13133@1505001,SY16-17,,357,0.919795394,,Public,,,,,,,
BIC,11120,Echo School,3005001,Echo SD 5,OR,Umatilla,ECHO,97826,600 Gerone Street,,,Public-Regular School,N,,N,,,,,,332,164,148,20,168,15956,2189,10188,18145,13687,2093,16017,15780,,164,164,,,,,,,,OR,18145,110.640243902,15780,96.219512195,OR@11120@3005001,SY16-17,,168,0.506024096,,Public,,,,BIC,,,410453001089
,11153,Elgin High,3105002,Elgin SD 23,OR,Union,Elgin,97827,1111 division street,,,Public-Regular School,N,,Y,,,,,,111,40,57,14,71,4100,1065,871,5165,2793,785,5549,3578,,144,144,,,,,,,,OR,5165,35.868055556,3578,24.847222222,OR@11153@3105002,SY16-17,,71,0.639639640,,Public,,,,,,,
,11154,Stella Mayfield Elem,3105002,Elgin SD 23,OR,Union,Elgin,97827,1111 division street,,,Public-Regular School,N,,Y,,,,,,321,105,168,48,216,19454,5104,6987,24558,12338,4077,10230,16415,,144,144,,,,,,,,OR,24558,170.541666667,16415,113.993055556,OR@11154@3105002,SY16-17,,216,0.672897196,,Public,,,,,,,
,10411,Elkton Elem,1005001,Elkton SD 34,OR,Douglas,ELKTON,97436,739 RIVER RD,,,Public-Charter School,N,,N,,,,,,167,55,78,34,112,8681,3521,4824,12202,6811,2346,2016,9157,,150,151,,,,,,,,OR,12202,80.807947020,9157,61.046666667,OR@10411@1005001,SY16-17,,112,0.670658683,,Charter,,,,,,,
,10410,Elkton High,1005001,Elkton SD 34,OR,Douglas,ELKTON,97436,739 RIVER RD,,,Public-Regular School,N,,N,,,,,,92,43,32,17,49,2381,930,1320,3311,3163,1627,2026,4790,,149,149,,,,,,,,OR,3311,22.221476510,4790,32.147651007,OR@10410@1005001,SY16-17,,49,0.532608696,,Public,,,,,,,
,14097,"Emerson School, The",2605005,"Emerson School, The",OR,Multnomah,Portland,97209,105 NW Park Ave.,,,Public-Charter School,N,,N,,,,,,143,131,9,3,12,729,356,2219,1085,0,0,0,0,,0,167,,,,,,,,OR,1085,6.497005988,0,,OR@14097@2605005,SY16-17,,12,0.083916084,,Charter,,,,,,,
,14191,Enterprise Elementary,3205001,Enterprise SD 21,OR,Wallowa,Enterprise,97828,201 S.E. 4th,,,Public-Regular School,N,,N,,,,,,204,112,63,29,92,7324,2576,8956,9900,4028,661,808,4689,,149,146,,,,,,,,OR,9900,67.808219178,4689,31.469798658,OR@14191@3205001,SY16-17,,92,0.450980392,,Public,,,,,,,
,11168,Enterprise High,3205001,Enterprise SD 21,OR,Wallowa,Enterprise,97828,201 S.E. 4th,,,Public-Regular School,N,,N,,,,,,211,135,47,29,76,2748,2353,7341,5101,1297,309,320,1606,,149,146,,,,,,,,OR,5101,34.938356164,1606,10.778523490,OR@11168@3205001,SY16-17,,76,0.360189573,,Public,,,,,,,
,13260,Clackamas River,0305002,Estacada SD,OR,Clackamas,Estacada,97023,301 NE 2nd Avenue,,,Public-Regular School,N,,N,,,,,,443,223,188,32,220,19522,3519,11638,23041,6693,917,1481,7610,,175,175,,,,,,,,OR,23041,131.662857143,7610,43.485714286,OR@13260@0305002,SY16-17,,220,0.496613995,,Public,,,,,,,
,10211,Estacada High,0305002,Estacada SD,OR,Clackamas,Estacada,97023,355 NE 6th Avenue,,,Public-Regular School,N,,N,,,,,,541,273,225,43,268,16013,3382,9559,19395,7176,1394,1703,8570,,175,175,,,,,,,,OR,19395,110.828571429,8570,48.971428571,OR@10211@0305002,SY16-17,,268,0.495378928,,Public,,,,,,,
,10212,Estacada Middle School,0305002,Estacada SD,OR,Clackamas,Estacada,97023,500 NE Main,,,Public-Regular School,N,,N,,,,,,370,180,156,34,190,16451,3452,9484,19903,5627,1125,1362,6752,,175,175,,,,,,,,OR,19903,113.731428571,6752,38.582857143,OR@10212@0305002,SY16-17,,190,0.513513514,,Public,,,,,,,
,10215,River Mill Elem,0305002,Estacada SD,OR,Clackamas,Estacada,97023,850 N Broadway Street,,,Public-Regular School,N,,N,,,,,,347,141,169,37,206,18451,4669,6337,23120,9988,1843,1620,11831,,175,175,,,,,,,,OR,23120,132.114285714,11831,67.605714286,OR@10215@0305002,SY16-17,,206,0.593659942,,Public,,,,,,,
,10614,Adams Elem,2005005,Eugene SD 4J,OR,Lane,Eugene,97405,950 W 22nd Ave,,,Public-Regular School,N,,N,,,,,,460,273,153,34,187,20812,3373,9412,24185,8125,1257,1051,9382,,172,173,,,,,,,,OR,24185,139.797687861,9382,54.546511628,OR@10614@2005005,SY16-17,,187,0.406521739,,Public,,,,,,,
,10613,Arts and Technology Academy,2005005,Eugene SD 4J,OR,Lane,Eugene,97405,1605 W 22nd Ave,,,Public-Regular School,Y,,N,,,,,,351,67,284,0,284,31770,0,7566,31770,17518,0,4171,17518,,164,164,,,,,,,,OR,31770,193.719512195,17518,106.817073171,OR@10613@2005005,SY16-17,,284,0.807657108,,Public,,,,,,,
,10615,Awbrey Park Elem,2005005,Eugene SD 4J,OR,Lane,Eugene,97404,158 Spring Creek Dr,,,Public-Regular School,N,,N,,,,,,447,223,209,15,224,28209,1894,9172,30103,19256,1285,3188,20541,,181,181,,,,,,,,OR,30103,166.314917127,20541,113.486187845,OR@10615@2005005,SY16-17,,224,0.501118568,,Public,,,,,,,
,13649,Bertha Holt Elementary,2005005,Eugene SD 4J,OR,Lane,Eugene,97401,770 Calvin St,,,Public-Regular School,N,,N,,,,,,601,269,285,47,332,39791,6172,14130,45963,25401,3688,6538,29089,,203,203,,,,,,,,OR,45963,226.418719212,29089,143.295566502,OR@13649@2005005,SY16-17,,332,0.552412646,,Public,,,,,,,
,14956,Buena Vista Elementary,2005005,Eugene SD 4J,OR,Lane,Eugene,,1500 Queens Way,,,Public-Regular School,N,,N,,,,,,431,296,122,13,135,14690,1681,13774,16371,8315,682,2078,8997,,171,172,,,,,,,,OR,16371,95.180232558,8997,52.614035088,OR@14956@2005005,SY16-17,,135,0.313225058,,Public,,,,,,,
,10605,Cal Young Middle,2005005,Eugene SD 4J,OR,Lane,Eugene,97408,2555 Gilham Rd,,,Public-Regular School,N,,N,,,,,,516,378,118,20,138,13309,1879,9868,15188,7482,1156,2530,8638,,169,204,,,,,,,,OR,15188,74.450980392,8638,51.112426036,OR@10605@2005005,SY16-17,,138,0.267441860,,Public,,,,,,,
,10626,Camas Ridge Community School,2005005,Eugene SD 4J,OR,Lane,Eugene,97403,1150 E 29th Avenue,,,Public-Regular School,N,,N,,,,,,411,233,156,22,178,18035,2633,9064,20668,8937,1246,932,10183,,169,169,,,,,,,,OR,20668,122.295857988,10183,60.254437870,OR@10626@2005005,SY16-17,,178,0.433090024,,Public,,,,,,,
,15473,Center Point,2005005,Eugene SD 4J,OR,Lane,Eugene,97402,1790 W. 11th,,,Public-Regular School,N,,N,,,,,,14,3,10,1,11,1317,156,411,1473,993,151,299,1144,,169,169,,,,,,,,OR,1473,8.715976331,1144,6.769230769,OR@15473@2005005,SY16-17,,11,0.785714286,,Public,,,,,,,
,10646,Charlemagne French Immersion School,2005005,Eugene SD 4J,OR,Lane,Eugene,97405,3875 Kincaid Street,,,Public-Regular School,N,,N,,,,,,329,286,32,11,43,2890,1309,5135,4199,704,452,312,1156,,168,169,,,,,,,,OR,4199,24.846153846,1156,6.880952381,OR@10646@2005005,SY16-17,,43,0.130699088,,Public,,,,,,,
BIC,13502,Chavez,2005005,Eugene SD 4J,OR,Lane,Eugene,97402,1510 West 14th Avenue,,,Public-Regular School,Y,,N,,,,,,425,7,418,0,418,58579,0,902,58579,61669,0,960,61669,,185,185,,,,,,,,OR,58579,316.643243243,61669,333.345945946,OR@13502@2005005,SY16-17,,418,0.984835494,,Public,,,,BIC,,,
,10606,Colin Kelly Middle,2005005,Eugene SD 4J,OR,Lane,Eugene,97404,850 Howard Ave,,,Public-Regular School,N,,N,,,,,,402,176,190,36,226,19302,3724,5722,23026,13055,3234,7668,16289,,168,169,,,,,,,,OR,23026,136.248520710,16289,96.958333333,OR@10606@2005005,SY16-17,,226,0.562189055,,Public,,,,,,,
,10641,Corridor Alternative,2005005,Eugene SD 4J,OR,Lane,Eugene,97404,250 Silver Lane,,,Public-Regular School,N,,N,,,,,,556,371,156,29,185,18281,3826,15753,22107,6084,1222,2963,7306,,174,174,,,,,,,,OR,22107,127.051724138,7306,41.988505747,OR@10641@2005005,SY16-17,,185,0.332733813,,Public,,,,,,,
,10620,Edgewood Elem,2005005,Eugene SD 4J,OR,Lane,Eugene,97405,577 E 46th Ave,,,Public-Regular School,N,,N,,,,,,411,295,101,15,116,12684,2476,16588,15160,6631,892,3268,7523,,172,172,,,,,,,,OR,15160,88.139534884,7523,43.738372093,OR@10620@2005005,SY16-17,,116,0.282238443,,Public,,,,,,,
,10622,Edison Elem,2005005,Eugene SD 4J,OR,Lane,Eugene,97403,1328 E 22nd Avenue,,,Public-Regular School,N,,N,,,,,,389,250,111,28,139,14162,3241,12211,17403,6681,1744,1158,8425,,172,172,,,,,,,,OR,17403,101.180232558,8425,48.982558140,OR@10622@2005005,SY16-17,,139,0.357326478,,Public,,,,,,,
,10650,Education Options East,2005005,Eugene SD 4J,OR,Lane,Eugene,97405,4000 E 30th Ave Bldg 10,,,Public-Regular School,N,,N,,,,,,214,113,93,8,101,8410,827,1219,9237,5860,670,162,6530,,157,158,,,,,,,,OR,9237,58.462025316,6530,41.592356688,OR@10650@2005005,SY16-17,,101,0.471962617,,Public,,,,,,,
,10645,Family School,2005005,Eugene SD 4J,OR,Lane,Eugene,97405,1155 Crest Drive,,,Public-Regular School,N,,N,,,,,,131,61,59,11,70,7256,1487,2409,8743,4651,893,1117,5544,,172,172,,,,,,,,OR,8743,50.831395349,5544,32.232558140,OR@10645@2005005,SY16-17,,70,0.534351145,,Public,,,,,,,410474000690
,15826,Fox Hollow School,2005005,Eugene SD 4J,OR,Lane,Eugene,97405,5055 Mahalo Drive,,,Public-Regular School,N,,N,,,,,,44,31,13,0,13,868,114,2954,982,747,120,2332,867,,173,173,,,,,,,,OR,982,5.676300578,867,5.011560694,OR@15826@2005005,SY16-17,,13,0.295454545,,Public,,,,,,,
,10625,Gilham Elem,2005005,Eugene SD 4J,OR,Lane,Eugene,97408,3307 Honeywood St,,,Public-Regular School,N,,N,,,,,,550,356,167,27,194,21528,2894,13459,24422,9459,1062,1382,10521,,172,172,,,,,,,,OR,24422,141.988372093,10521,61.168604651,OR@10625@2005005,SY16-17,,194,0.352727273,,Public,,,,,,,
,10599,Henry D Sheldon High,2005005,Eugene SD 4J,OR,Lane,Eugene,97401,2455 Willakenzie Rd,,,Public-Regular School,N,,N,,,,,,1478,1123,279,76,355,11268,3104,3587,14372,6767,1438,689,8205,,179,179,,,,,,,,OR,14372,80.290502793,8205,45.837988827,OR@10599@2005005,SY16-17,,355,0.240189445,,Public,,,,,,,
,10627,Howard Elem,2005005,Eugene SD 4J,OR,Lane,Eugene,97404,700 Howard Ave,,,Public-Regular School,Y,,N,,,,,,466,41,425,0,425,63266,0,6185,63266,38638,0,3778,38638,,169,169,,,,,,,,OR,63266,374.355029586,38638,228.627218935,OR@10627@2005005,SY16-17,,425,0.910944407,,Public,,,,,,,
,10607,James Madison Middle,2005005,Eugene SD 4J,OR,Lane,Eugene,97404,875 Wilkes Dr,,,Public-Regular School,N,,N,,,,,,425,236,151,38,189,21306,4925,9925,26231,11274,2732,8624,14006,,188,189,,,,,,,,OR,26231,138.788359788,14006,74.5,OR@10607@2005005,SY16-17,,189,0.444705882,,Public,,,,,,,
,10608,James Monroe Middle,2005005,Eugene SD 4J,OR,Lane,Eugene,97401,2800 Bailey Ln,,,Public-Regular School,N,,N,,,,,,533,316,174,43,217,21959,5753,14973,27712,8422,1396,1128,9818,,174,174,,,,,,,,OR,27712,159.264367816,9818,56.425287356,OR@10608@2005005,SY16-17,,217,0.407129456,,Public,,,,,,,
,10609,John F Kennedy Middle,2005005,Eugene SD 4J,OR,Lane,Eugene,97405,2200 Bailey Hill Rd,,,Public-Regular School,N,,N,,,,,,396,206,157,33,190,14631,2942,6845,17573,6358,1055,2155,7413,,170,170,,,,,,,,OR,17573,103.370588235,7413,43.605882353,OR@10609@2005005,SY16-17,,190,0.479797980,,Public,,,,,,,
,10629,McCornack Elem,2005005,Eugene SD 4J,OR,Lane,Eugene,97405,1968 Brittany St,,,Public-Regular School,Y,,N,,,,,,356,54,302,0,302,38777,0,6969,38777,25540,0,4589,25540,,172,172,,,,,,,,OR,38777,225.447674419,25540,148.488372093,OR@10629@2005005,SY16-17,,302,0.847658812,,Public,,,,,,,
,10602,North Eugene High,2005005,Eugene SD 4J,OR,Lane,Eugene,97404,200 Silver Ln,,,Public-Regular School,N,,N,,,,,,890,425,387,78,465,25276,5866,3826,31142,20225,4490,2025,24715,,210,210,,,,,,,,OR,31142,148.295238095,24715,117.690476190,OR@10602@2005005,SY16-17,,465,0.522471910,,Public,,,,,,,
,10631,River Road Elem,2005005,Eugene SD 4J,OR,Lane,Eugene,97404,120 W Hilliard Ln,,,Public-Regular School,Y,,N,,,,,,330,44,286,0,286,36644,0,5623,36644,28115,0,4315,28115,,167,167,,,,,,,,OR,36644,219.425149701,28115,168.353293413,OR@10631@2005005,SY16-17,,286,0.866964772,,Public,,,,,,,
,10603,South Eugene High,2005005,Eugene SD 4J,OR,Lane,Eugene,97401,400 E 19th Ave,,,Public-Regular School,N,,N,,,,,,1475,1141,277,57,334,21914,3503,10622,25417,14689,2190,1993,16879,,213,213,,,,,,,,OR,25417,119.328638498,16879,79.244131455,OR@10603@2005005,SY16-17,,334,0.226440678,,Public,,,,,,,
,10611,Spencer Butte Middle,2005005,Eugene SD 4J,OR,Lane,Eugene,97405,500 E 43rd Ave,,,Public-Regular School,N,,N,,,,,,448,329,94,25,119,9026,2594,10540,11620,10016,2796,9778,12812,,170,170,,,,,,,,OR,11620,68.352941176,12812,75.364705882,OR@10611@2005005,SY16-17,,119,0.265625,,Public,,,,,,,
,10633,Spring Creek Elem,2005005,Eugene SD 4J,OR,Lane,Eugene,97404,560 Irvington Dr,,,Public-Regular School,N,,N,,,,,,312,128,150,34,184,19613,3436,4952,23049,9635,1815,1815,11450,,169,169,,,,,,,,OR,23049,136.384615385,11450,67.751479290,OR@10633@2005005,SY16-17,,184,0.589743590,,Public,,,,,,,
,10612,Theodore Roosevelt Middle,2005005,Eugene SD 4J,OR,Lane,Eugene,97405,500 E 24th Ave,,,Public-Regular School,N,,N,,,,,,615,451,145,19,164,13664,2058,10383,15722,8577,1232,3519,9809,,171,171,,,,,,,,OR,15722,91.941520468,9809,57.362573099,OR@10612@2005005,SY16-17,,164,0.266666667,,Public,,,,,,,
,10634,Twin Oaks Elem,2005005,Eugene SD 4J,OR,Lane,Eugene,97405,85916 Bailey Hill Rd,,,Public-Regular School,N,,N,,,,,,239,141,88,10,98,12222,1669,8136,13891,6854,636,2536,7490,,172,172,,,,,,,,OR,13891,80.761627907,7490,43.546511628,OR@10634@2005005,SY16-17,,98,0.410041841,,Public,,,,,,,
,10638,Willagillespie Elem,2005005,Eugene SD 4J,OR,Lane,Eugene,97401,1125 Willagillespie Rd,,,Public-Regular School,N,,N,,,,,,539,309,195,35,230,23717,4470,12273,28187,15420,2187,3446,17607,,172,172,,,,,,,,OR,28187,163.877906977,17607,102.366279070,OR@10638@2005005,SY16-17,,230,0.426716141,,Public,,,,,,,
,10604,Winston Churchill High,2005005,Eugene SD 4J,OR,Lane,Eugene,97405,1850 Bailey Hill Rd,,,Public-Regular School,N,,N,,,,,,1164,667,395,102,497,28540,6875,8049,35415,21840,4996,2856,26836,,213,213,,,,,,,,OR,35415,166.267605634,26836,125.990610329,OR@10604@2005005,SY16-17,,497,0.426975945,,Public,,,,,,,
,11097,Fall City Elem,2706001,Falls City SD 57,OR,Polk,Falls City,97344,111 N Main Street,,,Public-Regular School,Y,,N,,,,,,126,0,126,0,126,14175,0,0,14175,11976,0,0,11976,,148,148,,,,,,,,OR,14175,95.777027027,11976,80.918918919,OR@11097@2706001,SY16-17,,126,1,,Public,,,,,,,
,11096,Fall City High,2706001,Falls City SD 57,OR,Polk,Falls City,97344,111 N Main Street,,,Public-Regular School,Y,,N,,,,,,61,0,61,0,61,4661,0,0,4661,4345,0,0,4345,,148,148,,,,,,,,OR,4661,31.493243243,4345,29.358108108,OR@11096@2706001,SY16-17,,61,1,,Public,,,,,,,
,13204,Milestones,0206001,"Family Recovery Nonprofit, Inc.",OR,Benton,Corvallis,97333,306 SW 8th,,,Private - Non-Profit-Residential Child Care Institution,N,,N,,,,,,6,0,6,0,6,958,0,0,958,946,0,0,946,,365,365,,,,,,,,OR,958,2.624657534,946,2.591780822,OR@13204@0206001,SY16-17,,6,1,,Other,,,,,,,
,13203,YES House,0206001,"Family Recovery Nonprofit, Inc.",OR,Benton,Corvallis,97330,404 NW 23rd,,,Private - Non-Profit-Residential Child Care Institution,N,,N,,,,,,15,0,15,0,15,7078,0,0,7078,7178,0,0,7178,,365,365,,,,,,,,OR,7078,19.391780822,7178,19.665753425,OR@13203@0206001,SY16-17,,15,1,,Other,,,,,,,
,10654,Elmira Elem,2006003,Fern Ridge SD 28J,OR,Lane,Elmira,97437,88960 Territorial Rd,,,Public-Regular School,N,,N,,,,,,258,117,114,27,141,16453,3600,6377,20053,7918,1171,1067,9089,,170,170,,,,,,,,OR,20053,117.958823529,9089,53.464705882,OR@10654@2006003,SY16-17,,141,0.546511628,,Public,,,,,,,
,10651,Elmira High,2006003,Fern Ridge SD 28J,OR,Lane,Elmira,97437,24936 Fir Grove Lane,,,Public-Regular School,N,,N,,,,,,516,308,167,41,208,11729,3818,7507,15547,5380,1688,1578,7068,,171,171,,,,,,,,OR,15547,90.918128655,7068,41.333333333,OR@10651@2006003,SY16-17,,208,0.403100775,,Public,,,,,,,
,10652,Fern Ridge Middle,2006003,Fern Ridge SD 28J,OR,Lane,Elmira,97437,88831 Territorial Rd,,,Public-Regular School,N,,N,,,,,,310,173,110,27,137,13330,3445,8053,16775,5044,868,1013,5912,,171,171,,,,,,,,OR,16775,98.099415205,5912,34.573099415,OR@10652@2006003,SY16-17,,137,0.441935484,,Public,,,,,,,
,10656,Veneta Elem,2006003,Fern Ridge SD 28J,OR,Lane,Veneta,97487,88131 Territorial Rd,,,Public-Regular School,N,,N,,,,,,347,192,135,20,155,18705,3368,9505,22073,7873,1256,1666,9129,,170,170,,,,,,,,OR,22073,129.841176471,9129,53.7,OR@10656@2006003,SY16-17,,155,0.446685879,,Public,,,,,,,
,15128,Forest Grove Community School,3406003,Forest Grove Community School,OR,Washington,Forest Grove,97116,1914 Pacific Ave.,,,Public-Charter School,N,,N,,,,,,204,149,42,13,55,3501,1147,3867,4648,0,0,0,0,,0,138,,,,,,,,OR,4648,33.681159420,0,,OR@15128@3406003,SY16-17,,55,0.269607843,,Charter,,,,,,,
BIC,15529,CALC-Community Alternative Learning Center,3406001,Forest Grove SD 15,OR,Washington,Forest Grove,97116,2701 Taylor Way,,,Public-Regular School,N,,N,,,,,,71,14,51,6,57,5219,652,25,5871,2794,668,0,3462,,167,167,,,,,,,,OR,5871,35.155688623,3462,20.730538922,OR@15529@3406001,SY16-17,,57,0.802816901,,Public,,,,BIC,,,
,11233,Cornelius Elem,3406001,Forest Grove SD 15,OR,Washington,Cornelius,97113,200 N 14th Ave,,,Public-Regular School,Y,,N,,,,,,294,0,294,0,294,43425,0,0,43425,18744,0,0,18744,,164,164,,,,,,,,OR,43425,264.786585366,18744,114.292682927,OR@11233@3406001,SY16-17,,294,1,,Public,,,,,,,
,15854,Cornelius Elementary Pre-K Program,3406001,Forest Grove SD 15,OR,Washington,Cornelius,97113,200 N 14th Avenue,,,Public-Regular School,N,,N,,,,,,21,2,14,5,19,1719,631,285,2350,1293,240,245,1533,,161,161,,,,,,,,OR,2350,14.596273292,1533,9.521739130,OR@15854@3406001,SY16-17,,19,0.904761905,,Public,,,,,,,
,15530,CREATE,3406001,Forest Grove SD 15,OR,Washington,"Forest Grove, OR",97116,"2701 Taylor Way, Suite #11",,,Public-Regular School,N,,N,,,,,,27,0,25,2,27,1501,59,3,1560,0,0,0,0,,163,163,,,,,,,,OR,1560,9.570552147,0,0,OR@15530@3406001,SY16-17,,27,1,,Public,,,,,,,
,11234,Dilley Elem,3406001,Forest Grove SD 15,OR,Washington,Forest Grove,97116,4115 SW Dilley Rd,,,Public-Regular School,N,,N,,,,,,267,191,64,12,76,7402,1339,7319,8741,2843,473,905,3316,,165,165,,,,,,,,OR,8741,52.975757576,3316,20.096969697,OR@11234@3406001,SY16-17,,76,0.284644195,,Public,,,,,,,
