Breakfast Delivery Model from State Agency Tracking-Original,School ID,School Name,District ID,District Name,State-Physical,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,NCES ID
,11661,White Shield Parenting,2619011,Salvation Army White Shield Center,OR,Multnomah,Portland,97210,2640 NW Alexandra Avenue,,,Private - Non-Profit-Residential Child Care Institution,N,,N,,,,,,25,0,25,0,25,7572,0,0,7572,6967,0,0,6967,,365,365,,,,,,,,OR,7572,20.745205479,6967,19.087671233,OR@11661@2619011,SY16-17,,25,1,,Other,,,,,,,
,15293,Sand Ridge Charter School S. Main Campus,2219006,Sand Ridge Charter School,OR,Linn,Lebanon,97355,100 Sand Ridge Ct.,,,Public-Charter School,N,,N,,,,,,149,74,62,13,75,5820,810,2953,6630,3046,366,857,3412,,161,161,,,,,,,,OR,6630,41.180124224,3412,21.192546584,OR@15293@2219006,SY16-17,,75,0.503355705,,Charter,,,,,,,
,15292,Sand Ridge Charter School Sodaville Campus,2219006,Sand Ridge Charter School,OR,Linn,Labanon,97355,30581 Sodaville Mtn. Home Rd,,,Public-Charter School,N,,N,,,,,,216,118,82,16,98,7563,1151,3640,8714,5359,718,2215,6077,,161,161,,,,,,,,OR,8714,54.124223602,6077,37.745341615,OR@15292@2219006,SY16-17,,98,0.453703704,,Charter,,,,,,,
,15294,Sweet Home Charter School,2219006,Sand Ridge Charter School,OR,Linn,Sweet Home,97386,28721 Liberty Rd,,,Public-Charter School,Y,,N,,,,,,149,41,108,0,108,11336,0,4296,11336,7089,0,2684,7089,,162,162,,,,,,,,OR,11336,69.975308642,7089,43.759259259,OR@15294@2219006,SY16-17,,108,0.725179120,,Charter,,,,,,,
BIC,10775,Santiam Elementary School,2219001,Santiam Canyon SD 129,OR,Linn,Mill City,97360,450 SW Evergreen St.,,,Public-Regular School,N,,N,,,,,,315,155,141,19,160,16018,2211,9949,18229,15780,2050,14442,17830,,147,149,,,,,,,,OR,18229,122.342281879,17830,121.292517007,OR@10775@2219001,SY16-17,,160,0.507936508,,Public,,,,BIC,,,
,10774,Santiam Junior/Senior High School,2219001,Santiam Canyon SD 129,OR,Linn,Mill City,97360,265 SW Evergreen St,,,Public-Regular School,N,,N,,,,,,252,128,107,17,124,9639,1534,4724,11173,5790,1081,1942,6871,,147,149,,,,,,,,OR,11173,74.986577181,6871,46.741496599,OR@10774@2219001,SY16-17,,124,0.492063492,,Public,,,,,,,
,15021,Sauvie Island Academy,2619020,Sauvie Island Academy,OR,Multnomah,Portland,97231,14445 NW Charlton Rd,,,Public-Charter School,N,,N,,,,,,223,176,35,12,47,3661,1286,11876,4947,0,0,0,0,,0,153,,,,,,,,OR,4947,32.333333333,0,,OR@15021@2619020,SY16-17,,47,0.210762332,,Charter,,,,,,,
,10337,Grant Watts Elem,0519001,Scappoose SD,OR,Columbia,Scappoose,97056,52000 SE 3rd Place,,,Public-Regular School,N,,N,,,,,,403,262,118,23,141,13061,2936,12500,15997,6019,1208,1717,7227,,170,170,,,,,,,,OR,15997,94.1,7227,42.511764706,OR@10337@0519001,SY16-17,,141,0.349875931,,Public,,,,,,,
,10338,Petersen Elem,0519001,Scappoose SD,OR,Columbia,Scappoose,97056,52050 SE 3rd Street,,,Public-Regular School,N,,N,,,,,,459,316,125,18,143,15689,1709,16735,17398,7330,656,1859,7986,,170,170,,,,,,,,OR,17398,102.341176471,7986,46.976470588,OR@10338@0519001,SY16-17,,143,0.311546841,,Public,,,,,,,
,10335,Scappoose High,0519001,Scappoose SD,OR,Columbia,Scappoose,97056,33700 SE High School Way,,,Public-Regular School,N,,N,,,,,,799,596,166,37,203,13222,2914,14600,16136,6399,1605,1930,8004,,171,171,,,,,,,,OR,16136,94.362573099,8004,46.807017544,OR@10335@0519001,SY16-17,,203,0.254067584,,Public,,,,,,,
,10336,Scappoose Middle,0519001,Scappoose SD,OR,Columbia,Scappoose,97056,52265 S. Columbia River Highway,,,Public-Regular School,N,,N,,,,,,300,211,80,9,89,7486,879,6802,8365,1424,33,260,1457,,171,171,,,,,,,,OR,8365,48.918128655,1457,8.520467836,OR@10336@0519001,SY16-17,,89,0.296666667,,Public,,,,,,,
,10340,Warren Elem,0519001,Scappoose SD,OR,Columbia,Warren,97053,34555 Berg Road,,,Public-Regular School,N,,N,,,,,,195,140,47,8,55,6633,805,7692,7438,3370,439,2103,3809,,170,170,,,,,,,,OR,7438,43.752941176,3809,22.405882353,OR@10340@0519001,SY16-17,,55,0.282051282,,Public,,,,,,,
,10780,Centennial Elem,2219002,Scio SD 95,OR,Linn,Scio,97374,38875 N.W. 1st Ave.,,,Public-Regular School,N,,N,,,,,,288,167,102,19,121,13116,2271,11137,15387,8730,1258,4860,9988,,166,166,,,,,,,,OR,15387,92.692771084,9988,60.168674699,OR@10780@2219002,SY16-17,,121,0.420138889,,Public,,,,,,,
,10778,Scio High,2219002,Scio SD 95,OR,Linn,Scio,97374,38875 N.W. 1st Ave.,,,Public-Regular School,N,,N,,,,,,263,178,74,11,85,4906,803,2534,5709,3163,791,2111,3954,,166,166,,,,,,,,OR,5709,34.391566265,3954,23.819277108,OR@10778@2219002,SY16-17,,85,0.323193916,,Public,,,,,,,
,10779,Scio Middle,2219002,Scio SD 95,OR,Linn,Scio,97374,38875 N.W. 1st Ave.,,,Public-Regular School,N,,N,,,,,,147,99,44,4,48,5605,768,7929,6373,2704,327,2454,3031,,166,166,,,,,,,,OR,6373,38.391566265,3031,18.259036145,OR@10779@2219002,SY16-17,,48,0.326530612,,Public,,,,,,,
,10319,Broadway Middle,0419001,Seaside SD 10,OR,Clatsop,Seaside,97138,1120 Broadway,,,Public-Regular School,N,,N,,,,,,357,168,152,37,189,14772,2975,4780,17747,6309,1383,1493,7692,,172,172,,,,,,,,OR,17747,103.180232558,7692,44.720930233,OR@10319@0419001,SY16-17,,189,0.529411765,,Public,,,,,,,
,10321,Gearhart Elem,0419001,Seaside SD 10,OR,Clatsop,Gearhart,97138,1002 Pacific Way,,,Public-Regular School,N,,Y,,,,,,323,144,150,29,179,19758,3011,13556,22769,11657,1602,6301,13259,,173,173,,,,,,,,OR,22769,131.612716763,13259,76.641618497,OR@10321@0419001,SY16-17,,179,0.554179567,,Public,,,,,,,
,10322,Seaside Heights Elem,0419001,Seaside SD 10,OR,Clatsop,Seaside,97138,2000 Spruce Street,,,Public-Regular School,N,,Y,,,,,,440,132,257,51,308,31252,5318,10423,36570,15139,3026,5973,18165,,172,173,,,,,,,,OR,36570,211.387283237,18165,105.610465116,OR@10322@0419001,SY16-17,,308,0.7,,Public,,,,,,,
,10318,Seaside High,0419001,Seaside SD 10,OR,Clatsop,Seaside,97138,1901 S. Holladay Drive,,,Public-Regular School,N,,N,,,,,,455,212,205,38,243,12216,2301,2525,14517,6811,1426,824,8237,,170,172,,,,,,,,OR,14517,84.401162791,8237,48.452941176,OR@10318@0419001,SY16-17,,243,0.534065934,,Public,,,,,,,
,13261,"Self Enhancement, Inc.",2619015,"Self Enhancement, Inc.",OR,Multnomah,Portland,97227,3920 N Kerby Ave,,,Private - Non-Profit-Charter School,Y,,N,,,,,,64,0,64,0,64,9480,0,211,9480,8108,0,190,8108,,169,169,,,,,,,,OR,9480,56.094674556,8108,47.976331361,OR@13261@2619015,SY16-17,,64,0.978227221,,Nonpublic,,,,,,,
,11442,Serendipity Center,2619004,Serendipity Center,OR,Multnomah,Portland,97236,14815 S.E. Division,,,Private - Non-Profit-Regular School,Y,,N,,,,,,110,3,107,0,107,14186,0,374,14186,10978,0,289,10978,,178,178,,,,,,,,OR,14186,79.696629213,10978,61.674157303,OR@11442@2619004,SY16-17,,107,0.974313187,,Nonpublic,,,,,,,
BIC,13460,Faulconer -Chapman School,3619001,Sheridan SD 48J,OR,Yamhill,Sheridan,97378,332 SW Cornwall Street,,,Public-Regular School,Y,,N,,,,,,579,89,490,0,490,62563,0,11322,62563,53330,0,9652,53330,,167,171,,,,,,,,OR,62563,365.865497076,53330,319.341317365,OR@13460@3619001,SY16-17,,490,0.846761860,,Public,,,,BIC,,,
BIC,11318,Sheridan High,3619001,Sheridan SD 48J,OR,Yamhill,Sheridan,97378,433 S Bridge Street,,,Public-Regular School,Y,,N,,,,,,283,43,240,0,240,11533,0,2086,11533,8222,0,1488,8222,,167,171,,,,,,,,OR,11533,67.444444444,8222,49.233532934,OR@11318@3619001,SY16-17,,240,0.846831632,,Public,,,,BIC,,,
BIC,14738,Sheridan Japanese School,3619001,Sheridan SD 48J,OR,Yamhill,Sheridan,97378,430 SW Monroe,,,Public-Charter School,N,,N,,,,,,91,55,23,13,36,2628,1412,1438,4040,2236,1034,2440,3270,,163,167,,,,,,,,OR,4040,24.191616766,3270,20.061349693,OR@14738@3619001,SY16-17,,36,0.395604396,,Charter,,,,BIC,,,411122001450
,14602,Sherman County School,2819001,Sherman Co SD,OR,Sherman,Moro,97039,65912 High School Loop,,,Public-Regular School,N,,N,,,,,,280,138,106,36,142,12141,3363,9599,15504,6858,1926,2657,8784,,159,167,,,,,,,,OR,15504,92.838323353,8784,55.245283019,OR@14602@2819001,SY16-17,,142,0.507142857,,Public,,,,,,,
,11273,Archer Glen Elem,3419001,Sherwood SD 88J,OR,Washington,sherwood,97140,16155 sw sunset blvd,,,Public-Regular School,N,,N,,,,,,538,464,56,18,74,6800,1408,16861,8208,1560,153,390,1713,,164,164,,,,,,,,OR,8208,50.048780488,1713,10.445121951,OR@11273@3419001,SY16-17,,74,0.137546468,,Public,,,,,,,
,14579,Edy Ridge Elementary,3419001,Sherwood SD 88J,OR,Washington,Sherwood,97140,Edy Ridge Elementary,21472 SW Coopper Terrace,,Public-Regular School,N,,N,,,,,,551,470,54,27,81,7667,2222,19538,9889,2424,426,738,2850,,162,162,,,,,,,,OR,9889,61.043209877,2850,17.592592593,OR@14579@3419001,SY16-17,,81,0.147005445,,Public,,,,,,,
,11274,J Clyde Hopkins Elem,3419001,Sherwood SD 88J,OR,Washington,sherwood,97140,21290 sw sherwood blvd,,,Public-Regular School,N,,N,,,,,,508,330,140,38,178,16115,4116,18173,20231,6198,1281,2332,7479,,162,162,,,,,,,,OR,20231,124.882716049,7479,46.166666667,OR@11274@3419001,SY16-17,,178,0.350393701,,Public,,,,,,,
,14580,Laurel Ridge Middle School,3419001,Sherwood SD 88J,OR,Washington,Sherwood,97140,Laurel Ridge Middle School,Laurel Ridge Middle School,,Public-Regular School,N,,N,,,,,,473,421,35,17,52,3657,1299,19439,4956,285,117,118,402,,163,163,,,,,,,,OR,4956,30.404907975,402,2.466257669,OR@14580@3419001,SY16-17,,52,0.109936575,,Public,,,,,,,411129001788
,12509,Middleton Elem,3419001,Sherwood SD 88J,OR,Washington,sherwood,97140,23505 sw old hwy 99W,,,Public-Regular School,N,,N,,,,,,599,568,21,10,31,3797,1175,26008,4972,908,267,392,1175,,162,162,,,,,,,,OR,4972,30.691358025,1175,7.253086420,OR@12509@3419001,SY16-17,,31,0.051752922,,Public,,,,,,,
,13807,Sherwood High,3419001,Sherwood SD 88J,OR,Washington,sherwood,97140,16956 sw meinecke rd,,,Public-Regular School,N,,N,,,,,,1685,1426,189,70,259,13546,4682,31178,18228,4342,1422,1741,5764,,166,166,,,,,,,,OR,18228,109.807228916,5764,34.722891566,OR@13807@3419001,SY16-17,,259,0.153709199,,Public,,,,,,,
,11272,Sherwood Middle,3419001,Sherwood SD 88J,OR,Washington,sherwood,97140,21970 sw sherwood blvd,,,Public-Regular School,N,,N,,,,,,716,555,123,38,161,11909,3590,24349,15499,3062,1415,730,4477,,166,166,,,,,,,,OR,15499,93.367469880,4477,26.969879518,OR@11272@3419001,SY16-17,,161,0.224860335,,Public,,,,,,,
,10894,Butte Creek Elem,2419006,Silver Falls SD 4,OR,Marion,Mt. Angel,97362,37569 S. Hwy 213,,,Public-Regular School,N,,N,,,,,,321,168,116,37,153,11285,2086,5617,13371,5384,873,1264,6257,,169,171,,,,,,,,OR,13371,78.192982456,6257,37.023668639,OR@10894@2419006,SY16-17,,153,0.476635514,,Public,,,,,,,
,10898,Mark Twain Elementary,2419006,Silver Falls SD 4,OR,Marion,Silverton,97381,425 N. Church Street,,,Public-Regular School,N,,N,,,,,,314,152,130,32,162,15824,3660,5889,19484,6509,1322,1553,7831,,168,170,,,,,,,,OR,19484,114.611764706,7831,46.613095238,OR@10898@2419006,SY16-17,,162,0.515923567,,Public,,,,,,,
,10901,Robert Frost Elem,2419006,Silver Falls SD 4,OR,Marion,Silverton,97381,201 Westfield Street,,,Public-Regular School,N,,N,,,,,,413,206,167,40,207,21301,5039,9815,26340,7379,2148,1062,9527,,169,170,,,,,,,,OR,26340,154.941176471,9527,56.372781065,OR@10901@2419006,SY16-17,,207,0.501210654,,Public,,,,,,,
,10902,Scotts Mills Elem,2419006,Silver Falls SD 4,OR,Marion,Scotts Mills,97375,805 first street,,,Public-Regular School,N,,N,,,,,,162,83,65,14,79,7431,1191,4360,8622,3563,274,777,3837,,169,171,,,,,,,,OR,8622,50.421052632,3837,22.704142012,OR@10902@2419006,SY16-17,,79,0.487654321,,Public,,,,,,,
,10903,Silver Crest Elem,2419006,Silver Falls SD 4,OR,Marion,Silverton,97381,365 Loar Rd. SE,,,Public-Regular School,N,,N,,,,,,138,73,45,20,65,4116,1178,3196,5294,2188,1113,1081,3301,,165,169,,,,,,,,OR,5294,31.325443787,3301,20.006060606,OR@10903@2419006,SY16-17,,65,0.471014493,,Public,,,,,,,
,10891,Silverton High -  Pine Street,2419006,Silver Falls SD 4,OR,Marion,Silverton,97381,1456 Pine Street,,,Public-Regular School,N,,N,,,,,,1380,886,356,138,494,23474,7335,12091,30809,7652,2070,1360,9722,,171,171,,,,,,,,OR,30809,180.169590643,9722,56.853801170,OR@10891@2419006,SY16-17,,494,0.357971014,,Public,,,,,,,
,15825,Silverton Middle School,2419006,Silver Falls SD 4,OR,Marion,Silverton,97381,714 Schlador Street,,,Public-Regular School,N,,N,,,,,,452,259,148,45,193,16086,4350,8099,20436,3938,836,533,4774,,171,171,,,,,,,,OR,20436,119.508771930,4774,27.918128655,OR@15825@2419006,SY16-17,,193,0.426991150,,Public,,,,,,,
,10904,Victor Point Elem,2419006,Silver Falls SD 4,OR,Marion,Silverton,97381,1175 Victor Point Rd. SE,,,Public-Regular School,N,,N,,,,,,219,174,29,16,45,2861,2126,8746,4987,853,282,766,1135,,169,171,,,,,,,,OR,4987,29.163742690,1135,6.715976331,OR@10904@2419006,SY16-17,,45,0.205479452,,Public,,,,,,,
,10404,Sisters Elem,0919001,Sisters SD 6,OR,Deschutes,Sisters,97759,611 E Cascade,,,Public-Regular School,N,,N,,,,,,355,232,89,34,123,8799,3269,6619,12068,3619,1384,655,5003,,169,169,,,,,,,,OR,12068,71.408284024,5003,29.603550296,OR@10404@0919001,SY16-17,,123,0.346478873,,Public,,,,,,,
,10402,Sisters High,0919001,Sisters SD 6,OR,Deschutes,Sisters,97759,1700 W McKinney Butte,,,Public-Regular School,N,,N,,,,,,456,358,84,14,98,2901,564,1876,3465,1227,188,277,1415,,169,170,,,,,,,,OR,3465,20.382352941,1415,8.372781065,OR@10402@0919001,SY16-17,,98,0.214912281,,Public,,,,,,,
,10403,Sisters Middle,0919001,Sisters SD 6,OR,Deschutes,Sisters,97759,15200 McKenzie Hwy,,,Public-Regular School,N,,N,,,,,,357,266,63,28,91,4675,2447,2593,7122,931,622,88,1553,,167,169,,,,,,,,OR,7122,42.142011834,1553,9.299401198,OR@10403@0919001,SY16-17,,91,0.254901961,,Public,,,,,,,
,10680,Siuslaw Elem,2019002,Siuslaw SD 97J,OR,Lane,Florence,97439,2221 Oak Street,,,Public-Regular School,N,,N,,,,,,693,253,389,51,440,43851,6504,13224,50355,14898,2065,1720,16963,,173,173,,,,,,,,OR,50355,291.069364162,16963,98.052023121,OR@10680@2019002,SY16-17,,440,0.634920635,,Public,,,,,,,
,10678,Siuslaw High,2019002,Siuslaw SD 97J,OR,Lane,Florence,97439,2975 Oak Street,,,Public-Regular School,N,,N,,,,,,495,233,216,46,262,14018,3429,5228,17447,6581,1544,1460,8125,,174,174,,,,,,,,OR,17447,100.270114943,8125,46.695402299,OR@10678@2019002,SY16-17,,262,0.529292929,,Public,,,,,,,
,10679,Siuslaw Middle,2019002,Siuslaw SD 97J,OR,Lane,Florence,97439,2525 Oak Street,,,Public-Regular School,N,,N,,,,,,349,128,191,30,221,19532,3124,6855,22656,5727,806,875,6533,,173,173,,,,,,,,OR,22656,130.959537572,6533,37.763005780,OR@10679@2019002,SY16-17,,221,0.633237822,,Public,,,,,,,
BIC,10684,Al Kennedy Alternative High School,2019006,South Lane SD 45J,OR,Lane,Cottage Grove,97424,1310 S. 8th Street,,,Public-Regular School,Y,,N,,,,,,97,0,97,0,97,4159,0,0,4159,4066,0,0,4066,,160,164,,,,,,,,OR,4159,25.359756098,4066,25.4125,OR@10684@2019006,SY16-17,,97,1,,Public,,,,BIC,,,
,10686,Bohemia Elem,2019006,South Lane SD 45J,OR,Lane,Cottage Grove,97424,721 South R street,,,Public-Regular School,N,,N,,,,,,513,166,288,59,347,38500,5788,9169,44288,20783,2665,1654,23448,,167,167,,,,,,,,OR,44288,265.197604790,23448,140.407185629,OR@10686@2019006,SY16-17,,347,0.676413255,,Public,,,,,,,
,10683,Cottage Grove High,2019006,South Lane SD 45J,OR,Lane,Cottage Grove,97424,1375 South River Road,,,Public-Regular School,N,,N,,,,,,785,344,378,63,441,31227,4860,12835,36087,20877,2899,4857,23776,,167,167,,,,,,,,OR,36087,216.089820359,23776,142.371257485,OR@10683@2019006,SY16-17,,441,0.561783439,,Public,,,,,,,
,10688,Dorena Elem,2019006,South Lane SD 45J,OR,Lane,Dorena,97434,37141 Row River Rd,,,Public-Regular School,Y,,N,,,,,,93,9,84,0,84,11214,0,1196,11214,10304,0,1101,10304,,163,165,,,,,,,,OR,11214,67.963636364,10304,63.214723926,OR@10688@2019006,SY16-17,,84,0.903626108,,Public,,,,,,,
,10689,Harrison Elem,2019006,South Lane SD 45J,OR,Lane,Cottage Grove,97424,1000 Harrison,,,Public-Regular School,N,,N,,,,,,407,138,206,63,269,26341,7581,9164,33922,14221,3743,2116,17964,,167,167,,,,,,,,OR,33922,203.125748503,17964,107.568862275,OR@10689@2019006,SY16-17,,269,0.660933661,,Public,,,,,,,
,10690,Latham Elem,2019006,South Lane SD 45J,OR,Lane,Cottage Grove,97424,32112 Latham Rd,,,Public-Regular School,N,,N,,,,,,113,51,53,9,62,6863,1701,2377,8564,4032,1113,1076,5145,,163,167,,,,,,,,OR,8564,51.281437126,5145,31.564417178,OR@10690@2019006,SY16-17,,62,0.548672566,,Public,,,,,,,
,10685,Lincoln Middle School Pride Program,2019006,South Lane SD 45J,OR,Lane,Cottage Grove,97424,1565 South 4th street,,,Public-Regular School,N,,N,,,,,,556,184,305,67,372,33833,9018,11903,42851,24702,6102,7642,30804,,166,166,,,,,,,,OR,42851,258.138554217,30804,185.566265060,OR@10685@2019006,SY16-17,,372,0.669064748,,Public,,,,,,,
,10691,London Elem,2019006,South Lane SD 45J,OR,Lane,Cottage Grove,97424,73288 London Rd,,,Public-Regular School,N,,N,,,,,,87,23,55,9,64,7053,833,1664,7886,5205,308,799,5513,,166,166,,,,,,,,OR,7886,47.506024096,5513,33.210843373,OR@10691@2019006,SY16-17,,64,0.735632184,,Public,,,,,,,
,10445,Canyonville School,1019001,South Umpqua SD 19,OR,Douglas,Canyonville,97417,124 N. Main,PO Box 745,,Public-Regular School,N,,N,,,,,,214,44,136,34,170,20214,3769,4677,23983,12718,2379,3147,15097,,172,172,,,,,,,,OR,23983,139.436046512,15097,87.773255814,OR@10445@1019001,SY16-17,,170,0.794392523,,Public,,,,,,,411161000309
,10442,Coffenberry Middle,1019001,South Umpqua SD 19,OR,Douglas,Myrtle Creek,97457,591 NE Rice,,,Public-Regular School,N,,N,,,,,,293,113,148,32,180,16959,3541,6723,20500,10851,2195,6111,13046,,171,171,,,,,,,,OR,20500,119.883040936,13046,76.292397661,OR@10442@1019001,SY16-17,,180,0.614334471,,Public,,,,,,,
,10443,Myrtle Creek Elem,1019001,South Umpqua SD 19,OR,Douglas,Myrtle Creek,97457,651 NE Division Street,,,Public-Regular School,N,,N,,,,,,369,136,210,23,233,26545,3072,10777,29617,15678,1530,8620,17208,,172,172,,,,,,,,OR,29617,172.191860465,17208,100.046511628,OR@10443@1019001,SY16-17,,233,0.631436314,,Public,,,,,,,
,10441,South Umpqua High,1019001,South Umpqua SD 19,OR,Douglas,Myrtle Creek,97457,501 NW Chadwick Lane,,,Public-Regular School,N,,N,,,,,,400,152,192,56,248,15816,4050,4707,19866,10999,2916,5084,13915,,171,171,,,,,,,,OR,19866,116.175438596,13915,81.374269006,OR@10441@1019001,SY16-17,,248,0.62,,Public,,,,,,,
,10444,Tri City Elem,1019001,South Umpqua SD 19,OR,Douglas,Myrtle Creek,97457,546 SW Chadwick Lane,,,Public-Regular School,N,,N,,,,,,285,103,153,29,182,20631,2908,5038,23539,18003,2756,10244,20759,,172,172,,,,,,,,OR,23539,136.854651163,20759,120.691860465,OR@10444@1019001,SY16-17,,182,0.638596491,,Public,,,,,,,
BIC,11184,Maupin Elem,3319001,South Wasco Co SD,OR,Wasco,Maupin,97037,699 4th Street,,,Public-Regular School,Y,,N,,,,,,130,30,100,0,100,12023,0,3569,12023,11025,0,3276,11025,,160,159,,,,,,,,OR,12023,75.616352201,11025,68.90625,OR@11184@3319001,SY16-17,,100,0.771100564,,Public,,,,BIC,,,
BIC,11183,South Wasco County High School,3319001,South Wasco Co SD,OR,Wasco,Maupin,97037,P.O. Box 346,,,Public-Regular School,Y,,N,,,,,,118,27,91,0,91,8287,0,2461,8287,7637,0,2268,7637,,160,159,,,,,,,,OR,8287,52.119496855,7637,47.73125,OR@11183@3319001,SY16-17,,91,0.771027168,,Public,,,,BIC,,,
BIC,13826,Spray School,3519001,Spray SD,OR,Wheeler,Spray,97874,303 Park Ave,,,Public-Regular School,N,,Y,,,,,,72,16,49,7,56,4786,512,1276,5298,4133,503,1278,4636,,144,145,,,,,,,,OR,5298,36.537931034,4636,32.194444444,OR@13826@3519001,SY16-17,,56,0.777777778,,Public,,,,BIC,,,
,14376,Academy of Arts & Academics (A3),2019007,Springfield SD 19,OR,Lane,Springfield,97477,615 Main Street,,,Public-Charter School,N,,N,,,,,,354,177,151,26,177,3936,409,312,4345,560,1,2,561,,144,152,,,,,,,,OR,4345,28.585526316,561,3.895833333,OR@14376@2019007,SY16-17,,177,0.5,,Charter,,,,,,,
,10694,Agnes Stewart Middle,2019007,Springfield SD 19,OR,Lane,Springfield,97478,900 South 32nd Street,,,Public-Regular School,N,,N,,,,,,594,186,340,68,408,40646,7877,11015,48523,10711,1700,984,12411,,173,173,,,,,,,,OR,48523,280.479768786,12411,71.739884393,OR@10694@2019007,SY16-17,,408,0.686868687,,Public,,,,,,,
,10695,Briggs Middle,2019007,Springfield SD 19,OR,Lane,Springfield,97477,2355 Yolanda Street,,,Public-Regular School,N,,N,,,,,,514,221,250,43,293,24605,4856,9769,29461,8317,1306,1027,9623,,173,173,,,,,,,,OR,29461,170.294797688,9623,55.624277457,OR@10695@2019007,SY16-17,,293,0.570038911,,Public,,,,,,,
,10701,Centennial Elem,2019007,Springfield SD 19,OR,Lane,Springfield,97477,1315 Aspen Street,,,Public-Regular School,N,,N,,,,,,436,118,290,28,318,35678,3620,6450,39298,16792,1511,2050,18303,,173,173,,,,,,,,OR,39298,227.156069364,18303,105.797687861,OR@10701@2019007,SY16-17,,318,0.729357798,,Public,,,,,,,
,14375,Community Transitions Program (CTP),2019007,Springfield SD 19,OR,Lane,Springfield,97477,812 G Street,,,Public-Regular School,N,,N,,,,,,34,1,33,0,33,1921,2,4,1923,1151,0,4,1151,,168,162,,,,,,,,OR,1923,11.870370370,1151,6.851190476,OR@14375@2019007,SY16-17,,33,0.970588235,,Public,,,,,,,
,10702,Douglas Gardens Elem,2019007,Springfield SD 19,OR,Lane,Springfield,97478,3680 Jasper Road,,,Public-Regular School,Y,,N,,,,,,368,0,368,0,368,47399,0,0,47399,20575,0,0,20575,,172,173,,,,,,,,OR,47399,273.982658960,20575,119.622093023,OR@10702@2019007,SY16-17,,368,1,,Public,,,,,,,
,10703,Elizabeth Page Elem,2019007,Springfield SD 19,OR,Lane,Springfield,97477,1300 Hayden Bridge Road,,,Public-Regular School,Y,,N,,,,,,404,0,404,0,404,51943,0,0,51943,30967,0,0,30967,,172,173,,,,,,,,OR,51943,300.248554913,30967,180.040697674,OR@10703@2019007,SY16-17,,404,1,,Public,,,,,,,
,14377,Gateways High School,2019007,Springfield SD 19,OR,Lane,Springfield,97477,665 Main Street,,,Public-Regular School,N,,N,,,,,,150,42,97,11,108,2834,491,114,3325,546,46,9,592,,157,169,,,,,,,,OR,3325,19.674556213,592,3.770700637,OR@14377@2019007,SY16-17,,108,0.72,,Public,,,,,,,411167000978
,10705,Guy Lee Elem,2019007,Springfield SD 19,OR,Lane,Springfield,97477,755 W. Harlow Road,,,Public-Regular School,Y,,N,,,,,,378,0,378,0,378,49849,0,0,49849,27978,0,0,27978,,173,173,,,,,,,,OR,49849,288.144508671,27978,161.722543353,OR@10705@2019007,SY16-17,,378,1,,Public,,,,,,,
,10696,Hamlin Middle,2019007,Springfield SD 19,OR,Lane,Springfield,97477,326 Centennial Boulevard,,,Public-Regular School,Y,,N,,,,,,641,0,641,0,641,77328,0,0,77328,15671,0,0,15671,,172,173,,,,,,,,OR,77328,446.982658960,15671,91.110465116,OR@10696@2019007,SY16-17,,641,1,,Public,,,,,,,
,10706,Maple Elem,2019007,Springfield SD 19,OR,Lane,Springfield,97477,2109  J Street,,,Public-Regular School,Y,,N,,,,,,373,0,373,0,373,48158,0,0,48158,22693,0,0,22693,,172,173,,,,,,,,OR,48158,278.369942197,22693,131.936046512,OR@10706@2019007,SY16-17,,373,1,,Public,,,,,,,
,10709,Mt Vernon Elem,2019007,Springfield SD 19,OR,Lane,Springfield,97478,935 Filbert Lane,,,Public-Regular School,N,,N,,,,,,536,177,299,60,359,39070,6420,10431,45490,18787,2824,3752,21611,,172,173,,,,,,,,OR,45490,262.947976879,21611,125.645348837,OR@10709@2019007,SY16-17,,359,0.669776119,,Public,,,,,,,
