Operating Days-Breakfast Only,Provision 1 (Y/N),State-Physical,School ID,School Name,District ID,District Name,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,NCES ID
168.907348243,,,10869,Keizer Elem,2419004,Salem/Keizer SD 24J,Marion,,,,,,,Y,N,,,,,,747,,,,681,94447,0,9112,,,,4652,48216,,169,,,,,,,,,OR,94447,558.857988166,48216,285.458273436,OR@10869@2419004,SY17-18,,681,0.912011510,,,,,,,,,
168.942708333,,,10870,Kennedy Elem,2419004,Salem/Keizer SD 24J,Marion,,,,,,,Y,N,,,,,,438,,,,399,62366,0,6017,,,,2854,29583,,169,,,,,,,,,OR,62366,369.029585799,29583,175.106699140,OR@10870@2419004,SY17-18,,399,0.912010295,,,,,,,,,
168.281437126,,,12787,Lamb Elementary,2419004,Salem/Keizer SD 24J,Marion,,,,,,,Y,N,,,,,,502,,,,458,68212,0,6582,,,,2473,25630,,169,,,,,,,,,OR,68212,403.621301775,25630,152.304380315,OR@12787@2419004,SY17-18,,458,0.911998289,,,,,,,,,
168.425531915,,,12997,Lee Elementary,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,334,,,,174,19412,3521,6309,,,,2532,13300,,169,,,,,,,,,OR,22933,135.698224852,13300,78.966649823,OR@12997@2419004,SY17-18,,174,0.520958084,,,,,,,,,
170.260162602,,,10844,Leslie Middle,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,880,,,,470,40974,6307,18690,,,,5731,15211,,171,,,,,,,,,OR,47281,276.497076023,15211,89.339747875,OR@10844@2419004,SY17-18,,470,0.534090909,,,,,,,,,
170.241379310,,,10872,Liberty Elem,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,428,,,,215,21062,2965,11578,,,,2214,7660,,169,,,,,,,,,OR,24027,142.171597633,7660,44.994936196,OR@10872@2419004,SY17-18,,215,0.502336449,,,,,,,,,
170.875,,,10837,McKay High,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,Y,,,,,,2040,,,,1684,157438,21746,47344,,,,13451,52165,,171,,,,,,,,,OR,179184,1047.859649123,52165,305.281638625,OR@10837@2419004,SY17-18,,1684,0.825490196,,,,,,,,,
172.375,,,10874,McKinley Elem,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,353,,,,149,14988,1392,7317,,,,2931,5343,,169,,,,,,,,,OR,16380,96.923076923,5343,30.996374184,OR@10874@2419004,SY17-18,,149,0.422096317,,,,,,,,,
172.081481481,,,10836,McNary High,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,2282,,,,1052,62022,12762,34365,,,,4323,18908,,171,,,,,,,,,OR,74784,437.333333333,18908,109.878180018,OR@10836@2419004,SY17-18,,1052,0.460999124,,,,,,,,,
175,,,15050,Micah Community Transition Program,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,18,,,,9,536,13,248,,,,185,340,,170,,,,,,,,,OR,549,3.229411765,340,1.942857143,OR@15050@2419004,SY17-18,,9,0.5,,,,,,,,,
169.572463768,,,12515,Miller Elem,2419004,Salem/Keizer SD 24J,Marion,,,,,,,Y,N,,,,,,422,,,,385,51183,0,4938,,,,2059,21342,,169,,,,,,,,,OR,51183,302.857988166,21342,125.857698389,OR@12515@2419004,SY17-18,,385,0.912011546,,,,,,,,,
169.135135135,,,10876,Morningside Elem,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,403,,,,200,21530,3817,12104,,,,2820,15954,,169,,,,,,,,,OR,25347,149.982248521,15954,94.326941515,OR@10876@2419004,SY17-18,,200,0.496277916,,,,,,,,,
168.093457944,,,10878,Myers Elem,2419004,Salem/Keizer SD 24J,Polk,,,,,,,N,N,,,,,,577,,,,231,23306,3666,18551,,,,6876,11110,,169,,,,,,,,,OR,26972,159.597633136,11110,66.094184366,OR@10878@2419004,SY17-18,,231,0.400346620,,,,,,,,,
170.872781065,,,10838,North Salem High,2419004,Salem/Keizer SD 24J,Marion,,,,,,,Y,N,,,,,,1814,,,,1654,132006,0,12735,,,,5083,52672,,171,,,,,,,,,OR,132006,771.964912281,52672,308.252722708,OR@10838@2419004,SY17-18,,1654,0.912015255,,,,,,,,,
173.25,,,14283,Optimum Learning Environmental School,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,137,,,,28,1561,722,4228,,,,1546,533,,169,,,,,,,,,OR,2283,13.508875740,533,3.076479076,OR@14283@2419004,SY17-18,,28,0.204379562,,,,,,,,,
171.006369427,,,10845,Parrish Middle,2419004,Salem/Keizer SD 24J,Marion,,,,,,,Y,N,,,,,,723,,,,659,80879,0,7805,,,,2362,24486,,171,,,,,,,,,OR,80879,472.976608187,24486,143.187648987,OR@10845@2419004,SY17-18,,659,0.911990889,,,,,,,,,
169.028571429,,,10879,Pringle Elem,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,659,,,,273,24781,3354,16101,,,,1963,9869,,169,,,,,,,,,OR,28135,166.479289941,9869,58.386578769,OR@10879@2419004,SY17-18,,273,0.414264036,,,,,,,,,
168.983606557,,,10880,Richmond Elem,2419004,Salem/Keizer SD 24J,Marion,,,,,,,Y,N,,,,,,363,,,,331,46025,0,4442,,,,2721,28203,,169,,,,,,,,,OR,46025,272.337278107,28203,166.897846333,OR@10880@2419004,SY17-18,,331,0.911982087,,,,,,,,,
166.970588235,,,14834,Riverfront Learning Center CTP,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,74,,,,42,4484,680,2022,,,,1049,4628,,171,,,,,,,,,OR,5164,30.198830409,4628,27.717456403,OR@14834@2419004,SY17-18,,42,0.567567568,,,,,,,,,
162.888888889,,,13626,Roberts High School,2419004,Salem/Keizer SD 24J,Marion,,,,,,,Y,N,,,,,,71,,,,65,6777,0,653,,,,258,2674,,171,,,,,,,,,OR,6777,39.631578947,2674,16.416098226,OR@13626@2419004,SY17-18,,65,0.912113055,,,,,,,,,
148,,,16015,Roberts HS Lit Center,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,28,,,,14,730,66,154,,,,20,128,,171,,,,,,,,,OR,796,4.654970760,128,0.864864865,OR@16015@2419004,SY17-18,,14,0.5,,,,,,,,,
167.707317073,,,10882,Salem Heights Elem,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,355,,,,187,18210,3730,9759,,,,3551,10201,,169,,,,,,,,,OR,21940,129.822485207,10201,60.826207097,OR@10882@2419004,SY17-18,,187,0.526760563,,,,,,,,,
170.390804598,,,10883,Schirle Elem,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,484,,,,168,16167,4318,16462,,,,3704,11120,,169,,,,,,,,,OR,20485,121.213017751,11120,65.261737723,OR@10883@2419004,SY17-18,,168,0.347107438,,,,,,,,,
168.714912281,,,10884,Scott Elem,2419004,Salem/Keizer SD 24J,Marion,,,,,,,Y,N,,,,,,612,,,,558,78784,0,7602,,,,3385,35082,,169,,,,,,,,,OR,78784,466.177514793,35082,207.936569007,OR@10884@2419004,SY17-18,,558,0.911999630,,,,,,,,,
134,,,15737,SK Online,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,166,,,,58,573,507,382,,,,91,177,,170,,,,,,,,,OR,1080,6.352941176,177,1.320895522,OR@15737@2419004,SY17-18,,58,0.349397590,,,,,,,,,
175.230769231,,,15007,Sophomore Connections,2419004,Salem/Keizer SD 24J,Marion,,,,,,,Y,N,,,,,,54,,,,49,4570,0,443,,,,201,2077,,170,,,,,,,,,OR,4570,26.882352941,2077,11.852941176,OR@15007@2419004,SY17-18,,49,0.911629763,,,,,,,,,
170.765765766,,,10839,South Salem High,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,2145,,,,910,49868,9282,29772,,,,3740,15215,,171,,,,,,,,,OR,59150,345.906432749,15215,89.098654709,OR@10839@2419004,SY17-18,,910,0.424242424,,,,,,,,,
170.876106195,,,10840,Sprague High,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,1863,,,,571,33984,6300,30182,,,,3931,15378,,171,,,,,,,,,OR,40284,235.578947368,15378,89.995028225,OR@10840@2419004,SY17-18,,571,0.306494901,,,,,,,,,
18.5,,,15208,St. Vincent de Paul Catholic School,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,102,,,,65,4992,557,3641,,,,0,0,,152,,,,,,,,,OR,5549,36.506578947,0,0,OR@15208@2419004,SY17-18,,65,0.637254902,,,,,,,,,
171.046242775,,,10846,Stephens Middle,2419004,Salem/Keizer SD 24J,Marion,,,,,,,Y,N,,,,,,1115,,,,1017,119374,0,11518,,,,2604,26987,,171,,,,,,,,,OR,119374,698.093567251,26987,157.776046771,OR@10846@2419004,SY17-18,,1017,0.912003789,,,,,,,,,
175.175,,,14996,Straub Middle School,2419004,Salem/Keizer SD 24J,Polk,,,,,,,N,N,,,,,,665,,,,183,14054,4930,27358,,,,2253,4754,,171,,,,,,,,,OR,18984,111.017543860,4754,27.138575710,OR@14996@2419004,SY17-18,,183,0.275187970,,,,,,,,,
169.490384615,,,10885,Sumpter Elem,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,584,,,,148,13174,2469,24603,,,,9677,7950,,169,,,,,,,,,OR,15643,92.562130178,7950,46.905315709,OR@10885@2419004,SY17-18,,148,0.253424658,,,,,,,,,
168.222929936,,,10886,Swegle Elem,2419004,Salem/Keizer SD 24J,Marion,,,,,,,Y,N,,,,,,535,,,,488,70102,0,6764,,,,2324,24087,,169,,,,,,,,,OR,70102,414.804733728,24087,143.184998675,OR@10886@2419004,SY17-18,,488,0.912002706,,,,,,,,,
132.909090909,,,16029,Teen Parent,2419004,Salem/Keizer SD 24J,Marion,,,,,,,Y,N,,,,,,60,,,,55,3010,0,290,,,,256,2668,,132,,,,,,,,,OR,3010,22.803030303,2668,20.073871409,OR@16029@2419004,SY17-18,,55,0.912121212,,,,,,,,,
173.36,,,13830,Valley Inquiry Charter,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,183,,,,69,6076,1355,7408,,,,1392,2942,,169,,,,,,,,,OR,7431,43.970414201,2942,16.970466082,OR@13830@2419004,SY17-18,,69,0.377049180,,,,,,,,,
171.196506550,,,10847,Waldo Middle,2419004,Salem/Keizer SD 24J,Marion,,,,,,,Y,N,,,,,,1041,,,,949,105152,0,10147,,,,3448,35756,,171,,,,,,,,,OR,105152,614.923976608,35756,208.859402102,OR@10847@2419004,SY17-18,,949,0.911994033,,,,,,,,,
168.282608696,,,10848,Walker Middle,2419004,Salem/Keizer SD 24J,Polk,,,,,,,N,N,,,,,,731,,,,306,23777,4387,20598,,,,1652,6089,,171,,,,,,,,,OR,28164,164.701754386,6089,36.183180468,OR@10848@2419004,SY17-18,,306,0.418604651,,,,,,,,,
169.0875,,,10887,Washington Elem,2419004,Salem/Keizer SD 24J,Marion,,,,,,,Y,N,,,,,,419,,,,382,61519,0,5937,,,,2383,24671,,169,,,,,,,,,OR,61519,364.017751479,24671,145.906705108,OR@10887@2419004,SY17-18,,382,0.911987073,,,,,,,,,
168.426315789,,,12790,Weddle Elementary,2419004,Salem/Keizer SD 24J,Marion,,,,,,,Y,N,,,,,,441,,,,402,59142,0,5708,,,,2817,29184,,169,,,,,,,,,OR,59142,349.952662722,29184,173.274585169,OR@12790@2419004,SY17-18,,402,0.911981496,,,,,,,,,
170.660714286,,,12998,West High,2419004,Salem/Keizer SD 24J,Polk,,,,,,,N,N,,,,,,1959,,,,624,37656,10530,40038,,,,3360,15754,,171,,,,,,,,,OR,48186,281.789473684,15754,92.311813331,OR@12998@2419004,SY17-18,,624,0.318529862,,,,,,,,,
171.524390244,,,10849,Whiteaker Middle,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,854,,,,325,23753,4874,22671,,,,4265,9800,,171,,,,,,,,,OR,28627,167.409356725,9800,57.134731603,OR@10849@2419004,SY17-18,,325,0.380562061,,,,,,,,,
18.5,,,16030,Winema,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,51,,,,12,201,0,45,,,,23,36,,132,,,,,,,,,OR,201,1.522727273,36,1.945945946,OR@16030@2419004,SY17-18,,12,0.235294118,,,,,,,,,
169.359550562,,,10860,Wright Elementary,2419004,Salem/Keizer SD 24J,Marion,,,,,,,N,N,,,,,,446,,,,206,20401,1342,9616,,,,2619,12454,,169,,,,,,,,,OR,21743,128.656804734,12454,73.535858820,OR@10860@2419004,SY17-18,,206,0.461883408,,,,,,,,,
168.668141593,,,10888,Yoshikai Elem,2419004,Salem/Keizer SD 24J,Marion,,,,,,,Y,N,,,,,,572,,,,522,76171,0,7348,,,,3353,34766,,169,,,,,,,,,OR,76171,450.715976331,34766,206.120727196,OR@10888@2419004,SY17-18,,522,0.912020019,,,,,,,,,
313.416666667,,,11661,White Shield Parenting,2619011,Salvation Army White Shield Center,Multnomah,,,,,,,N,N,,,,,,21,,,,21,5424,0,0,,,,0,3761,,306,,,,,,,,,OR,5424,17.725490196,3761,12,OR@11661@2619011,SY17-18,,21,1,,,,,,,,,
164.75,,,15293,Sand Ridge Charter School S. Main Campus,2219006,Sand Ridge Charter School,Linn,,,,,,,N,N,,,,,,155,,,,65,3755,1767,3932,,,,1206,2748,,162,,,,,,,,,OR,5522,34.086419753,2748,16.679817906,OR@15293@2219006,SY17-18,,65,0.419354839,,,,,,,,,
163.872340426,,,15292,Sand Ridge Charter School Sodaville Campus,2219006,Sand Ridge Charter School,Linn,,,,,,,N,N,,,,,,209,,,,96,8609,1314,3783,,,,2319,5383,,162,,,,,,,,,OR,9923,61.253086420,5383,32.848740587,OR@15292@2219006,SY17-18,,96,0.459330144,,,,,,,,,
160.137931034,,,15294,Sweet Home Charter School,2219006,Sand Ridge Charter School,Linn,,,,,,,Y,N,,,,,,167,,,,121,9805,0,3714,,,,2550,6738,,162,,,,,,,,,OR,9805,60.524691358,6738,42.076227390,OR@15294@2219006,SY17-18,,121,0.725275538,,,,,,,,,
148.413793103,,,10775,Santiam Elementary School,2219001,Santiam Canyon SD 129,Linn,,,,,,,N,N,,,,,,304,,,,160,16306,1836,10980,,,,14273,15855,,148,,BAB,,,,,,,OR,18142,122.581081081,15855,106.829693309,OR@10775@2219001,SY17-18,,160,0.526315789,,,,,,BAB,,,
147.2,,,10774,Santiam Junior/Senior High School,2219001,Santiam Canyon SD 129,Linn,,,,,,,N,N,,,,,,277,,,,135,9704,1097,6525,,,,2508,6324,,148,,,,,,,,,OR,10801,72.979729730,6324,42.961956522,OR@10774@2219001,SY17-18,,135,0.487364621,,,,,,,,,
18.5,,,15021,Sauvie Island Academy,2619020,Sauvie Island Academy,Multnomah,,,,,,,N,N,,,,,,213,,,,41,3901,585,11511,,,,0,0,,170,,,,,,,,,OR,4486,26.388235294,0,0,OR@15021@2619020,SY17-18,,41,0.192488263,,,,,,,,,
172.387096774,,,10337,Grant Watts Elem,0519001,Scappoose SD,Columbia,,,,,,,N,N,,,,,,383,,,,125,11208,4089,12770,,,,2080,8608,,173,,,,,,,,,OR,15297,88.421965318,8608,49.934131737,OR@10337@0519001,SY17-18,,125,0.326370757,,,,,,,,,
173.796610169,,,10338,Petersen Elem,0519001,Scappoose SD,Columbia,,,,,,,N,N,,,,,,470,,,,137,13321,2907,17911,,,,2127,8127,,173,,,,,,,,,OR,16228,93.803468208,8127,46.761556466,OR@10338@0519001,SY17-18,,137,0.291489362,,,,,,,,,
173.144927536,,,10335,Scappoose High,0519001,Scappoose SD,Columbia,,,,,,,N,N,,,,,,763,,,,196,11072,3074,14881,,,,2907,9040,,174,,,,,,,,,OR,14146,81.298850575,9040,52.210596803,OR@10335@0519001,SY17-18,,196,0.256880734,,,,,,,,,
177.047619048,,,10336,Scappoose Middle,0519001,Scappoose SD,Columbia,,,,,,,N,N,,,,,,325,,,,92,8775,1823,8070,,,,538,3180,,174,,,,,,,,,OR,10598,60.908045977,3180,17.961269500,OR@10336@0519001,SY17-18,,92,0.283076923,,,,,,,,,
168.25,,,10340,Warren Elem,0519001,Scappoose SD,Columbia,,,,,,,N,N,,,,,,186,,,,67,7272,578,7905,,,,1992,4065,,173,,,,,,,,,OR,7850,45.375722543,4065,24.160475483,OR@10340@0519001,SY17-18,,67,0.360215054,,,,,,,,,
160.298850575,,,10780,Centennial Elem,2219002,Scio SD 95,Linn,,,,,,,N,N,,,,,,290,,,,118,12529,1697,10908,,,,4203,9743,,161,,,,,,,,,OR,14226,88.360248447,9743,60.780223720,OR@10780@2219002,SY17-18,,118,0.406896552,,,,,,,,,
161.057142857,,,10778,Scio High,2219002,Scio SD 95,Linn,,,,,,,N,N,,,,,,242,,,,72,4723,606,2393,,,,1819,3818,,161,,,,,,,,,OR,5329,33.099378882,3818,23.705871918,OR@10778@2219002,SY17-18,,72,0.297520661,,,,,,,,,
160.766666667,,,10779,Scio Middle,2219002,Scio SD 95,Linn,,,,,,,N,N,,,,,,153,,,,56,5325,1102,6632,,,,1972,2851,,161,,,,,,,,,OR,6427,39.919254658,2851,17.733775658,OR@10779@2219002,SY17-18,,56,0.366013072,,,,,,,,,
170.0625,,,10319,Broadway Middle,0419001,Seaside SD 10,Clatsop,,,,,,,N,N,,,,,,358,,,,190,16057,3605,5627,,,,1956,6207,,172,,,,,,,,,OR,19662,114.313953488,6207,36.498346196,OR@10319@0419001,SY17-18,,190,0.530726257,,,,,,,,,
173.139705882,,,10321,Gearhart Elem,0419001,Seaside SD 10,Clatsop,,,,,,,N,Y,,,,,,323,,,,179,19611,2993,13449,,,,7583,15964,,173,,,,,,,,,OR,22604,130.658959538,15964,92.202998259,OR@10321@0419001,SY17-18,,179,0.554179567,,,,,,,,,
173.402298851,,,10322,Seaside Heights Elem,0419001,Seaside SD 10,Clatsop,,,,,,,N,Y,,,,,,440,,,,308,33886,5758,11314,,,,7484,22688,,173,,,,,,,,,OR,39644,229.156069364,22688,130.840249238,OR@10322@0419001,SY17-18,,308,0.7,,,,,,,,,
171.095238095,,,10318,Seaside High,0419001,Seaside SD 10,Clatsop,,,,,,,N,N,,,,,,455,,,,229,10646,2216,2995,,,,833,6353,,172,,,,,,,,,OR,12862,74.779069767,6353,37.131366546,OR@10318@0419001,SY17-18,,229,0.503296703,,,,,,,,,
185.657142857,,,11442,Serendipity Center,2619004,Serendipity Center,Multnomah,,,,,,,Y,N,,,,,,101,,,,98,10594,0,278,,,,165,6333,,188,,,,,,,,,OR,10594,56.351063830,6333,34.111265005,OR@11442@2619004,SY17-18,,98,0.974429728,,,,,,,,,
171.994252874,,,13460,Faulconer -Chapman School,3619001,Sheridan SD 48J,Yamhill,,,,,,,Y,N,,,,,,522,,,,442,57790,0,10471,,,,9182,50672,,173,,BAB,,,,,,,OR,57790,334.046242775,50672,294.614495272,OR@13460@3619001,SY17-18,,442,0.846603478,,,,,,BAB,,,
169.26,,,11318,Sheridan High,3619001,Sheridan SD 48J,Yamhill,,,,,,,Y,N,,,,,,300,,,,254,10945,0,1984,,,,1299,7164,,173,,BAB,,,,,,,OR,10945,63.265895954,7164,42.325416519,OR@11318@3619001,SY17-18,,254,0.846546523,,,,,,BAB,,,
169.085714286,,,14738,Sheridan Japanese School,3619001,Sheridan SD 48J,Yamhill,,,,,,,N,N,,,,,,88,,,,28,2176,1470,1346,,,,3109,2809,,169,,BAB,,,,,,,OR,3646,21.573964497,2809,16.612875972,OR@14738@3619001,SY17-18,,28,0.318181818,,,,,,BAB,,,411122001450
171.580246914,,,14602,Sherman County School,2819001,Sherman Co SD,Sherman,,,,,,,N,N,,,,,,280,,,,134,12024,2690,11123,,,,4382,9516,,173,,,,,,,,,OR,14714,85.052023121,9516,55.460929630,OR@14602@2819001,SY17-18,,134,0.478571429,,,,,,,,,
164.954545455,,,11273,Archer Glen Elem,3419001,Sherwood SD 88J,Washington,,,,,,,N,N,,,,,,551,,,,82,7414,2961,18112,,,,989,2640,,169,,,,,,,,,OR,10375,61.390532544,2640,16.004408928,OR@11273@3419001,SY17-18,,82,0.148820327,,,,,,,,,
166.428571429,,,14579,Edy Ridge Elementary,3419001,Sherwood SD 88J,Washington,,,,,,,N,N,,,,,,578,,,,86,10061,1762,20651,,,,687,2808,,169,,,,,,,,,OR,11823,69.958579882,2808,16.872103004,OR@14579@3419001,SY17-18,,86,0.148788927,,,,,,,,,
169.72,,,11274,J Clyde Hopkins Elem,3419001,Sherwood SD 88J,Washington,,,,,,,N,N,,,,,,489,,,,165,13345,5401,16804,,,,1980,6506,,169,,,,,,,,,OR,18746,110.923076923,6506,38.333726137,OR@11274@3419001,SY17-18,,165,0.337423313,,,,,,,,,
192.8,,,14580,Laurel Ridge Middle School,3419001,Sherwood SD 88J,Washington,,,,,,,N,N,,,,,,489,,,,42,3072,1026,21701,,,,196,768,,172,,,,,,,,,OR,4098,23.825581395,768,3.983402490,OR@14580@3419001,SY17-18,,42,0.085889571,,,,,,,,,411129001788
157.857142857,,,12509,Middleton Elem,3419001,Sherwood SD 88J,Washington,,,,,,,N,N,,,,,,575,,,,45,2651,1270,26565,,,,612,493,,169,,,,,,,,,OR,3921,23.201183432,493,3.123076923,OR@12509@3419001,SY17-18,,45,0.078260870,,,,,,,,,
169.692307692,,,13807,Sherwood High,3419001,Sherwood SD 88J,Washington,,,,,,,N,N,,,,,,1710,,,,243,13305,5782,36883,,,,1532,5086,,172,,,,,,,,,OR,19087,110.970930233,5086,29.971894832,OR@13807@3419001,SY17-18,,243,0.142105263,,,,,,,,,
176.774193548,,,11272,Sherwood Middle,3419001,Sherwood SD 88J,Washington,,,,,,,N,N,,,,,,692,,,,138,11289,4537,26214,,,,933,4547,,172,,,,,,,,,OR,15826,92.011627907,4547,25.722080292,OR@11272@3419001,SY17-18,,138,0.199421965,,,,,,,,,
168.108108108,,,10894,Butte Creek Elem,2419006,Silver Falls SD 4,Marion,,,,,,,N,N,,,,,,340,,,,144,11047,1571,5261,,,,1086,5134,,171,,,,,,,,,OR,12618,73.789473684,5134,30.539871383,OR@10894@2419006,SY17-18,,144,0.423529412,,,,,,,,,
169.307692308,,,10898,Mark Twain Elementary,2419006,Silver Falls SD 4,Marion,,,,,,,N,N,,,,,,378,,,,185,16985,3444,7288,,,,1495,7309,,172,,,,,,,,,OR,20429,118.773255814,7309,43.169922762,OR@10898@2419006,SY17-18,,185,0.489417989,,,,,,,,,
171.316455696,,,10901,Robert Frost Elem,2419006,Silver Falls SD 4,Marion,,,,,,,N,N,,,,,,442,,,,235,21109,5652,10860,,,,2592,10942,,172,,,,,,,,,OR,26761,155.587209302,10942,63.870104921,OR@10901@2419006,SY17-18,,235,0.531674208,,,,,,,,,
170.76,,,10902,Scotts Mills Elem,2419006,Silver Falls SD 4,Marion,,,,,,,N,N,,,,,,177,,,,81,5736,986,3257,,,,1300,2969,,172,,,,,,,,,OR,6722,39.081395349,2969,17.386975873,OR@10902@2419006,SY17-18,,81,0.457627119,,,,,,,,,
176.764705882,,,10903,Silver Crest Elem,2419006,Silver Falls SD 4,Marion,,,,,,,N,N,,,,,,157,,,,64,2725,1409,3686,,,,754,2251,,171,,,,,,,,,OR,4134,24.175438596,2251,12.734442596,OR@10903@2419006,SY17-18,,64,0.407643312,,,,,,,,,
173.169230769,,,10891,Silverton High -  Pine Street,2419006,Silver Falls SD 4,Marion,,,,,,,N,N,,,,,,1837,,,,622,20785,7533,10986,,,,1271,9985,,173,,,,,,,,,OR,28318,163.687861272,9985,57.660358920,OR@10891@2419006,SY17-18,,622,0.338595536,,,,,,,,,
171.259259259,,,15825,Silverton Middle School,2419006,Silver Falls SD 4,Marion,,,,,,,N,N,,,,,,488,,,,212,15190,3411,8331,,,,656,3968,,173,,,,,,,,,OR,18601,107.520231214,3968,23.169550173,OR@15825@2419006,SY17-18,,212,0.434426230,,,,,,,,,
171.833333333,,,10904,Victor Point Elem,2419006,Silver Falls SD 4,Marion,,,,,,,N,N,,,,,,233,,,,45,3538,1328,8534,,,,1170,892,,171,,,,,,,,,OR,4866,28.456140351,892,5.191076625,OR@10904@2419006,SY17-18,,45,0.193133047,,,,,,,,,
172.710526316,,,10404,Sisters Elem,0919001,Sisters SD 6,Deschutes,,,,,,,N,N,,,,,,366,,,,135,10167,2444,8114,,,,1074,5489,,172,,,,,,,,,OR,12611,73.319767442,5489,31.781502362,OR@10404@0919001,SY17-18,,135,0.368852459,,,,,,,,,
159.6,,,10402,Sisters High,0919001,Sisters SD 6,Deschutes,,,,,,,N,N,,,,,,476,,,,113,3483,872,2052,,,,139,1457,,173,,,,,,,,,OR,4355,25.173410405,1457,9.129072682,OR@10402@0919001,SY17-18,,113,0.237394958,,,,,,,,,
164.357142857,,,10403,Sisters Middle,0919001,Sisters SD 6,Deschutes,,,,,,,N,N,,,,,,342,,,,95,5645,1897,3011,,,,349,1952,,172,,,,,,,,,OR,7542,43.848837209,1952,11.876575402,OR@10403@0919001,SY17-18,,95,0.277777778,,,,,,,,,
173.110169492,,,10680,Siuslaw Elem,2019002,Siuslaw SD 97J,Lane,,,,,,,N,N,,,,,,638,,,,395,41636,6605,14223,,,,2147,18280,,173,,,,,,,,,OR,48241,278.849710983,18280,105.597493513,OR@10680@2019002,SY17-18,,395,0.619122257,,,,,,,,,
176.370370370,,,10678,Siuslaw High,2019002,Siuslaw SD 97J,Lane,,,,,,,N,N,,,,,,481,,,,256,14302,3387,5502,,,,1297,8227,,175,,,,,,,,,OR,17689,101.08,8227,46.646157077,OR@10678@2019002,SY17-18,,256,0.532224532,,,,,,,,,
177.538461538,,,10679,Siuslaw Middle,2019002,Siuslaw SD 97J,Lane,,,,,,,N,N,,,,,,350,,,,206,18648,4138,8309,,,,906,6018,,174,,,,,,,,,OR,22786,130.954022989,6018,33.896880416,OR@10679@2019002,SY17-18,,206,0.588571429,,,,,,,,,
168.529411765,,,10684,Al Kennedy Alternative High School,2019006,South Lane SD 45J,Lane,,,,,,,Y,N,,,,,,85,,,,85,5661,0,0,,,,0,5730,,170,,,,,,,,,OR,5661,33.3,5730,34,OR@10684@2019006,SY17-18,,85,1,,,,,,,,,
172.371794872,,,10686,Bohemia Elem,2019006,South Lane SD 45J,Lane,,,,,,,N,N,,,,,,505,,,,358,38789,7625,8069,,,,2260,24630,,172,,,,,,,,,OR,46414,269.848837209,24630,142.888806248,OR@10686@2019006,SY17-18,,358,0.708910891,,,,,,,,,
