Operating Days-Breakfast Only,Provision 1 (Y/N),State-Physical,School ID,School Name,District ID,District Name,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,NCES ID
173.673913043,,,11220,Nancy Ryles Elem,3402002,Beaverton SD 48J,Washington,,,,,,,N,N,,,,,,580,,,,110,10223,2519,24150,,,,2978,5011,,175,,,,,,,,,OR,12742,72.811428571,5011,28.852922769,OR@11220@3402002,SY17-18,,110,0.189655172,,,,,,,,,
173.703703704,,,11221,Oak Hills Elem,3402002,Beaverton SD 48J,Washington,,,,,,,N,N,,,,,,568,,,,92,9591,1818,21782,,,,1699,2991,,175,,,,,,,,,OR,11409,65.194285714,2991,17.218976546,OR@11221@3402002,SY17-18,,92,0.161971831,,,,,,,,,
174.595238095,,,11222,Raleigh Hills Elem,3402002,Beaverton SD 48J,Washington,,,,,,,N,N,,,,,,574,,,,249,26716,4651,14818,,,,2232,12434,,175,,,,,,,,,OR,31367,179.24,12434,71.216146188,OR@11222@3402002,SY17-18,,249,0.433797909,,,,,,,,,
175.288461538,,,11223,Raleigh Park Elem,3402002,Beaverton SD 48J,Washington,,,,,,,N,N,,,,,,378,,,,145,17591,2453,11009,,,,2084,7031,,175,,,,,,,,,OR,20044,114.537142857,7031,40.111025782,OR@11223@3402002,SY17-18,,145,0.383597884,,,,,,,,,
176.294117647,,,11224,Ridgewood Elem,3402002,Beaverton SD 48J,Washington,,,,,,,N,N,,,,,,434,,,,86,7935,1488,13177,,,,2814,3180,,175,,,,,,,,,OR,9423,53.845714286,3180,18.038038038,OR@11224@3402002,SY17-18,,86,0.198156682,,,,,,,,,
177,,,11225,Rock Creek Elem,3402002,Beaverton SD 48J,Washington,,,,,,,N,N,,,,,,568,,,,123,11896,3877,25399,,,,2839,4418,,175,,,,,,,,,OR,15773,90.131428571,4418,24.960451977,OR@11225@3402002,SY17-18,,123,0.216549296,,,,,,,,,
174.535714286,,,15965,Sato Elementary,3402002,Beaverton SD 48J,Washington,,,,,,,N,N,,,,,,519,,,,67,6375,1787,24564,,,,2005,2882,,175,,,,,,,,,OR,8162,46.64,2882,16.512379783,OR@15965@3402002,SY17-18,,67,0.129094412,,,,,,,,,
176.761904762,,,11533,Scholls Heights,3402002,Beaverton SD 48J,Washington,,,,,,,N,N,,,,,,533,,,,90,8107,1533,20951,,,,1371,2341,,175,,,,,,,,,OR,9640,55.085714286,2341,13.243803879,OR@11533@3402002,SY17-18,,90,0.168855535,,,,,,,,,
168.523809524,,,11226,Sexton Mountain Elem,3402002,Beaverton SD 48J,Washington,,,,,,,N,N,,,,,,516,,,,91,7680,2412,22573,,,,1679,1860,,175,,,,,,,,,OR,10092,57.668571429,1860,11.037016106,OR@11226@3402002,SY17-18,,91,0.176356589,,,,,,,,,
181.154639175,,,11536,Southridge,3402002,Beaverton SD 48J,Washington,,,,,,,N,N,,,,,,1469,,,,536,35388,11767,22763,,,,1759,15813,,179,,,,,,,,,OR,47155,263.435754190,15813,87.290063738,OR@11536@3402002,SY17-18,,536,0.364874064,,,,,,,,,
176.057971014,,,14521,Springville K-8,3402002,Beaverton SD 48J,Washington,,,,,,,N,N,,,,,,791,,,,126,14438,3038,34590,,,,3527,8621,,175,,,,,,,,,OR,17476,99.862857143,8621,48.966825815,OR@14521@3402002,SY17-18,,126,0.159292035,,,,,,,,,
195.84,,,11534,Stoller Middle School,3402002,Beaverton SD 48J,Washington,,,,,,,N,N,,,,,,1511,,,,169,11709,2726,49759,,,,1597,3299,,192,,,,,,,,,OR,14435,75.182291667,3299,16.845383987,OR@11534@3402002,SY17-18,,169,0.111846459,,,,,,,,,410192001431
177.447058824,,,11193,Sunset High,3402002,Beaverton SD 48J,Washington,,,,,,,N,N,,,,,,2132,,,,439,28598,7482,16440,,,,1542,13541,,180,,,,,,,,,OR,36080,200.444444444,13541,76.310084201,OR@11193@3402002,SY17-18,,439,0.205909944,,,,,,,,,
169.846153846,,,11227,Terra Linda Elem,3402002,Beaverton SD 48J,Washington,,,,,,,N,N,,,,,,388,,,,133,13320,3774,14787,,,,1322,5302,,175,,,,,,,,,OR,17094,97.68,5302,31.216485507,OR@11227@3402002,SY17-18,,133,0.342783505,,,,,,,,,
174.864705882,,,11228,Vose Elem,3402002,Beaverton SD 48J,Washington,,,,,,,N,N,,,,,,647,,,,501,57304,13500,9530,,,,1925,27802,,175,,,,,,,,,OR,70804,404.594285714,27802,158.991489219,OR@11228@3402002,SY17-18,,501,0.774343122,,,,,,,,,
176.736842105,,,11229,West Tualatin View Elem,3402002,Beaverton SD 48J,Washington,,,,,,,N,N,,,,,,374,,,,40,4437,626,18888,,,,2368,990,,175,,,,,,,,,OR,5063,28.931428571,990,5.601548541,OR@11229@3402002,SY17-18,,40,0.106951872,,,,,,,,,
179.470588235,,,11194,Westview High,3402002,Beaverton SD 48J,Washington,,,,,,,N,N,,,,,,2538,,,,691,39796,9737,23157,,,,2182,19175,,179,,,,,,,,,OR,49533,276.720670391,19175,106.842019010,OR@11194@3402002,SY17-18,,691,0.272261623,,,,,,,,,
175.811764706,,,11201,Whitford Middle,3402002,Beaverton SD 48J,Washington,,,,,,,N,N,,,,,,707,,,,404,37481,7227,13431,,,,870,14074,,175,,,,,,,,,OR,44708,255.474285714,14074,80.051525696,OR@11201@3402002,SY17-18,,404,0.571428571,,,,,,,,,
174.736842105,,,11230,William Walker Elem,3402002,Beaverton SD 48J,Washington,,,,,,,Y,N,,,,,,477,,,,472,67234,0,665,,,,325,32875,,176,,,,,,,,,OR,67234,382.011363636,32875,188.140060241,OR@11230@3402002,SY17-18,,472,0.990206041,,,,,,,,,
18.5,,,15681,Bend International School,0902004,Bend International School,Deschutes,,,,,,,N,N,,,,,,190,,,,60,5726,1421,5872,,,,0,0,,179,,,,,,,,,OR,7147,39.927374302,0,0,OR@15681@0902004,SY17-18,,60,0.315789474,,,,,,,,,
182.363636364,,,10045,Amity Creek Elementary,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,170,,,,33,1835,1173,5890,,,,895,1111,,171,,,,,,,,,OR,3008,17.590643275,1111,6.092223330,OR@10045@0902001,SY17-18,,33,0.194117647,,,,,,,,,
170.911823647,,,10036,Bear Creek Elementary,0902001,Bend/LaPine SD,Deschutes,,,,,,,Y,N,,,,,,570,,,,551,76493,0,2700,,,,2909,82376,,171,,BAB,,,,,,,OR,76493,447.327485380,82376,481.979527467,OR@10036@0902001,SY17-18,,551,0.965906078,,,,,,BAB,,,
175.014440433,,,10027,Bend High School,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,2292,,,,795,35345,11439,26408,,,,11344,37135,,176,,,,,,,,,OR,46784,265.818181818,37135,212.182491388,OR@10027@0902001,SY17-18,,795,0.346858639,,,,,,,,,
169.786407767,,,10037,Buckingham Elementary,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,610,,,,211,19632,6922,19296,,,,5981,11507,,171,,,,,,,,,OR,26554,155.286549708,11507,67.773387466,OR@10037@0902001,SY17-18,,211,0.345901639,,,,,,,,,
173.657894737,,,10031,Cascade Middle School,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,716,,,,185,13664,4578,21260,,,,2546,10652,,173,,,,,,,,,OR,18242,105.445086705,10652,61.338990756,OR@10031@0902001,SY17-18,,185,0.258379888,,,,,,,,,
171.707547170,,,10038,Elk Meadow Elementary,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,637,,,,293,29256,7518,21906,,,,4046,14155,,171,,,,,,,,,OR,36774,215.052631579,14155,82.436679303,OR@10038@0902001,SY17-18,,293,0.459968603,,,,,,,,,
170.824242424,,,13454,Ensworth Elementary,0902001,Bend/LaPine SD,Deschutes,,,,,,,Y,N,,,,,,211,,,,204,28697,0,1013,,,,962,27224,,171,,BAB,,,,,,,OR,28697,167.818713450,27224,159.368480806,OR@13454@0902001,SY17-18,,204,0.965903736,,,,,,BAB,,,
173.514285714,,,10032,High Desert Middle School,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,904,,,,356,28564,7862,25541,,,,2532,9614,,173,,,,,,,,,OR,36426,210.554913295,9614,55.407541577,OR@10032@0902001,SY17-18,,356,0.393805310,,,,,,,,,
172.052631579,,,12304,High Lakes Elementary,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,636,,,,56,3971,1049,30903,,,,4997,1541,,171,,,,,,,,,OR,5020,29.356725146,1541,8.956561640,OR@12304@0902001,SY17-18,,56,0.088050314,,,,,,,,,
170.733333333,,,10040,Highland Elementary,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,399,,,,33,3283,975,19736,,,,3533,1589,,171,,,,,,,,,OR,4258,24.900584795,1589,9.306911363,OR@10040@0902001,SY17-18,,33,0.082706767,,,,,,,,,
171.591397849,,,12318,Jewell Elementary,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,562,,,,234,25974,4908,16696,,,,4830,11128,,171,,,,,,,,,OR,30882,180.596491228,11128,64.851735806,OR@12318@0902001,SY17-18,,234,0.416370107,,,,,,,,,
170.548611111,,,10039,Juniper Elementary,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,Y,,,,,,567,,,,276,26962,7154,17752,,,,18420,55257,,171,,BAB,,,,,,,OR,34116,199.508771930,55257,323.995602427,OR@10039@0902001,SY17-18,,276,0.486772487,,,,,,BAB,,,
170.623880597,,,10042,LaPine Elementary,0902001,Bend/LaPine SD,Deschutes,,,,,,,Y,N,,,,,,401,,,,383,53343,0,2442,,,,2504,54655,,171,,BAB,,,,,,,OR,53343,311.947368421,54655,320.324445844,OR@10042@0902001,SY17-18,,383,0.956224792,,,,,,BAB,,,
175.609589041,,,10028,LaPine High School,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,Y,,,,,,472,,,,278,18832,6036,5925,,,,5724,19915,,175,,,,,,,,,OR,24868,142.102857143,19915,113.404968993,OR@10028@0902001,SY17-18,,278,0.588983051,,,,,,,,,
173.794007491,,,10033,LaPine Middle School,0902001,Bend/LaPine SD,Deschutes,,,,,,,Y,N,,,,,,314,,,,300,41931,0,1922,,,,2033,44370,,174,,BAB,,,,,,,OR,41931,240.982758621,44370,255.302243389,OR@10033@0902001,SY17-18,,300,0.956171756,,,,,,BAB,,,
170.61,,,10043,Lava Ridge Elementary,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,621,,,,171,17424,4796,28096,,,,5617,11444,,171,,,,,,,,,OR,22220,129.941520468,11444,67.076959147,OR@10043@0902001,SY17-18,,171,0.275362319,,,,,,,,,
173.387096774,,,10029,Marshall High School,0902001,Bend/LaPine SD,Deschutes,,,,,,,Y,N,,,,,,166,,,,160,11154,0,394,,,,183,5192,,176,,,,,,,,,OR,11154,63.375,5192,29.944558140,OR@10029@0902001,SY17-18,,160,0.965881538,,,,,,,,,
177.470967742,,,10030,Mountain View High School,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,1629,,,,555,24544,6465,21442,,,,6947,20561,,176,,,,,,,,,OR,31009,176.1875,20561,115.855569289,OR@10030@0902001,SY17-18,,555,0.340699816,,,,,,,,,
167.055555556,,,15662,Pacific Crest Middle School,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,789,,,,79,5054,565,29988,,,,4082,1932,,173,,,,,,,,,OR,5619,32.479768786,1932,11.565014965,OR@15662@0902001,SY17-18,,79,0.100126743,,,,,,,,,
172.443609023,,,10034,Pilot Butte Middle School,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,729,,,,391,36973,9056,18154,,,,2342,20593,,173,,,,,,,,,OR,46029,266.063583815,20593,119.418748637,OR@10034@0902001,SY17-18,,391,0.536351166,,,,,,,,,
169.576271186,,,13175,Pine Ridge Elem,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,551,,,,152,12860,4623,16975,,,,2535,7470,,171,,,,,,,,,OR,17483,102.239766082,7470,44.050974513,OR@13175@0902001,SY17-18,,152,0.275862069,,,,,,,,,
171.125,,,14227,Ponderosa Elementary,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,636,,,,238,21279,6672,22889,,,,4770,10289,,171,,,,,,,,,OR,27951,163.456140351,10289,60.125639153,OR@14227@0902001,SY17-18,,238,0.374213836,,,,,,,,,
159.2,,,15664,Realms Middle School,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,163,,,,39,1359,1229,5287,,,,633,959,,167,,,,,,,,,OR,2588,15.497005988,959,6.023869347,OR@15664@0902001,SY17-18,,39,0.239263804,,,,,,,,,
171.46875,,,14788,Rosland Elementary,0902001,Bend/LaPine SD,Deschutes,,,,,,,Y,N,,,,,,198,,,,189,25042,0,1146,,,,1203,26232,,171,,BAB,,,,,,,OR,25042,146.444444444,26232,152.984144341,OR@14788@0902001,SY17-18,,189,0.956239499,,,,,,BAB,,,
171.507575758,,,15661,Silver Rail Elementary,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,515,,,,224,20875,4778,16210,,,,5556,17083,,171,,,,,,,,,OR,25653,150.017543860,17083,99.604929546,OR@15661@0902001,SY17-18,,224,0.434951456,,,,,,,,,
173.047619048,,,12303,Sky View Middle School,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,741,,,,230,19516,6593,26036,,,,1615,12921,,173,,,,,,,,,OR,26109,150.919075145,12921,74.667308751,OR@12303@0902001,SY17-18,,230,0.310391363,,,,,,,,,
167.473684211,,,12278,STRIVE,0902001,Bend/LaPine SD,Deschutes,,,,,,,Y,N,,,,,,41,,,,40,6089,0,215,,,,108,3074,,175,,,,,,,,,OR,6089,34.794285714,3074,18.355122564,OR@12278@0902001,SY17-18,,40,0.965894670,,,,,,,,,
177.114285714,,,12774,Summit High School,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,1701,,,,261,8172,4229,26160,,,,4966,7432,,176,,,,,,,,,OR,12401,70.460227273,7432,41.961606711,OR@12774@0902001,SY17-18,,261,0.153439153,,,,,,,,,
174.1,,,13658,Tamarack,0902001,Bend/LaPine SD,Deschutes,,,,,,,Y,N,,,,,,72,,,,70,3053,0,106,,,,60,1681,,174,,,,,,,,,OR,3053,17.545977011,1681,9.655370477,OR@13658@0902001,SY17-18,,70,0.966445078,,,,,,,,,
170.859116022,,,10046,Three Rivers Elementary,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,Y,,,,,,507,,,,220,18471,5932,16273,,,,21834,40017,,171,,BAB,,,,,,,OR,24403,142.707602339,40017,234.210505893,OR@10046@0902001,SY17-18,,220,0.433925049,,,,,,BAB,,,
170.25,,,14475,W.E. Miller Elementary,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,692,,,,79,5403,1685,29755,,,,5255,2917,,171,,,,,,,,,OR,7088,41.450292398,2917,17.133627019,OR@14475@0902001,SY17-18,,79,0.114161850,,,,,,,,,
171.055555556,,,10041,Westside Village School,0902001,Bend/LaPine SD,Deschutes,,,,,,,N,N,,,,,,295,,,,123,10707,3336,7691,,,,2473,9843,,171,,,,,,,,,OR,14043,82.122807018,9843,57.542708672,OR@10041@0902001,SY17-18,,123,0.416949153,,,,,,,,,
173.774774775,,,10581,Cascade Middle,2002002,Bethel SD 52,Lane,,,,,,,Y,N,,,,,,341,,,,292,39634,0,6653,,,,2771,16518,,172,,,,,,,,,OR,39634,230.430232558,16518,95.054072269,OR@10581@2002002,SY17-18,,292,0.856266338,,,,,,,,,
174.053846154,,,10583,Clear Lake Elem,2002002,Bethel SD 52,Lane,,,,,,,Y,N,,,,,,267,,,,264,36186,0,450,,,,278,22349,,173,,,,,,,,,OR,36186,209.167630058,22349,128.402793123,OR@10583@2002002,SY17-18,,264,0.987717000,,,,,,,,,
174.520958084,,,10584,Danebo Elem,2002002,Bethel SD 52,Lane,,,,,,,Y,N,,,,,,301,,,,297,43652,0,544,,,,358,28787,,173,,,,,,,,,OR,43652,252.323699422,28787,164.948670441,OR@10584@2002002,SY17-18,,297,0.987691194,,,,,,,,,
174.131868132,,,10585,Fairfield Elem,2002002,Bethel SD 52,Lane,,,,,,,Y,N,,,,,,357,,,,353,53216,0,664,,,,390,31302,,173,,,,,,,,,OR,53216,307.606936416,31302,179.760318061,OR@10585@2002002,SY17-18,,353,0.987676318,,,,,,,,,
173.543307087,,,10586,Irving Elem,2002002,Bethel SD 52,Lane,,,,,,,N,N,,,,,,376,,,,147,13759,3879,18413,,,,12207,9833,,173,,,,,,,,,OR,17638,101.953757225,9833,56.660208711,OR@10586@2002002,SY17-18,,147,0.390957447,,,,,,,,,
163.971428571,,,12985,Kalapuya High School,2002002,Bethel SD 52,Lane,,,,,,,Y,N,,,,,,106,,,,94,8709,0,1136,,,,662,5077,,163,,,,,,,,,OR,8709,53.429447853,5077,30.962711274,OR@12985@2002002,SY17-18,,94,0.884611478,,,,,,,,,410204004178
174.412903226,,,10587,Malabon Elem,2002002,Bethel SD 52,Lane,,,,,,,Y,N,,,,,,440,,,,348,48211,0,12676,,,,5628,21406,,173,,,,,,,,,OR,48211,278.676300578,21406,122.731745210,OR@10587@2002002,SY17-18,,348,0.791811060,,,,,,,,,
174.419847328,,,10588,Meadow View School,2002002,Bethel SD 52,Lane,,,,,,,N,N,,,,,,790,,,,316,27249,6591,19774,,,,9585,13264,,172,,,,,,,,,OR,33840,196.744186047,13264,76.046391527,OR@10588@2002002,SY17-18,,316,0.4,,,,,,,,,410204001391
173.891213389,,,12984,Prairie Mountain School,2002002,Bethel SD 52,Lane,,,,,,,N,N,,,,,,708,,,,438,44961,12311,20963,,,,15231,26329,,172,,,,,,,,,OR,57272,332.976744186,26329,151.410755534,OR@12984@2002002,SY17-18,,438,0.618644068,,,,,,,,,410204004179
174.577586207,,,10582,Shasta Middle,2002002,Bethel SD 52,Lane,,,,,,,N,N,,,,,,423,,,,221,18494,4145,17067,,,,9226,11025,,172,,,,,,,,,OR,22639,131.622093023,11025,63.152436917,OR@10582@2002002,SY17-18,,221,0.522458629,,,,,,,,,
172.891348089,,,10580,Willamette High,2002002,Bethel SD 52,Lane,,,,,,,N,N,,,,,,1540,,,,744,35122,9874,25981,,,,43135,42792,,176,,,,,,,,,OR,44996,255.659090909,42792,247.508047529,OR@10580@2002002,SY17-18,,744,0.483116883,,,,,,,,,
149.266331658,,,10590,Triangle Lake School,2002003,Blachly SD 90,Lane,,,,,,,N,N,,,,,,246,,,,128,10806,1660,4030,,,,13697,16007,,149,,BAB,,,,,,,OR,12466,83.664429530,16007,107.237846755,OR@10590@2002003,SY17-18,,128,0.520325203,,,,,,BAB,,,
371.8,,,11346,Belloni Boys Ranch,0602002,Bob Belloni Ranch,Coos,,,,,,,N,N,,,,,,29,,,,29,6079,0,0,,,,0,5577,,364,,,,,,,,,OR,6079,16.700549451,5577,15,OR@11346@0602002,SY17-18,,29,1,,,,,,,,,
343.857142857,,,11347,Belloni Girls Ranch,0602002,Bob Belloni Ranch,Coos,,,,,,,N,N,,,,,,9,,,,9,1256,0,0,,,,0,2407,,364,,,,,,,,,OR,1256,3.450549451,2407,7,OR@11347@0602002,SY17-18,,9,1,,,,,,,,,
347.875,,,11348,Belloni Shelter,0602002,Bob Belloni Ranch,Coos,,,,,,,N,N,,,,,,16,,,,16,2670,0,0,,,,0,2783,,364,,,,,,,,,OR,2670,7.335164835,2783,8,OR@11348@0602002,SY17-18,,16,1,,,,,,,,,
171.5,,,10389,Azalea Middle,0802001,Brookings-Harbor SD 17,Curry,,,,,,,N,N,,,,,,412,,,,180,22141,1547,4838,,,,1421,10584,,170,,,,,,,,,OR,23688,139.341176471,10584,61.714285714,OR@10389@0802001,SY17-18,,180,0.436893204,,,,,,,,,
170.374100719,,,10388,Brooking-Harbor High,0802001,Brookings-Harbor SD 17,Curry,,,,,,,N,N,,,,,,590,,,,255,20874,4617,2493,,,,2050,21632,,170,,,,,,,,,OR,25491,149.947058824,21632,126.967654759,OR@10388@0802001,SY17-18,,255,0.432203390,,,,,,,,,
169.846449136,,,10390,Kalmiopsis Elem,0802001,Brookings-Harbor SD 17,Curry,,,,,,,N,N,,,,,,819,,,,412,44793,4880,8403,,,,41470,47020,,170,,BAB,,,,,,,OR,49673,292.194117647,47020,276.838286812,OR@10390@0802001,SY17-18,,412,0.503052503,,,,,,BAB,,,
141.5,,,10048,Burnt River Public School,0102002,Burnt River SD,Baker,,,,,,,N,N,,,,,,42,,,,22,875,600,1819,,,,1251,1579,,145,,,,,,,,,OR,1475,10.172413793,1579,11.159010601,OR@10048@0102002,SY17-18,,22,0.523809524,,,,,,,,,
139.627906977,,,14200,Butte Falls Elementary Charter School,1502001,Butte Falls SD 91,Jackson,,,,,,,Y,N,,,,,,140,,,,119,10383,0,1824,,,,1794,10214,,142,,BAB,,,,,,,OR,10383,73.119718310,10214,73.151565623,OR@14200@1502001,SY17-18,,119,0.850577537,,,,,,BAB,,,
139,,,10476,Butte Falls High Charter School,1502001,Butte Falls SD 91,Jackson,,,,,,,Y,N,,,,,,146,,,,121,5944,0,1256,,,,1381,6542,,142,,BAB,,,,,,,OR,5944,41.859154930,6542,47.064748201,OR@10476@1502001,SY17-18,,121,0.825555556,,,,,,BAB,,,
147.232758621,,,10406,Camas Valley School,1003001,Camas Valley SD 21J,Douglas,,,,,,,N,N,,,,,,227,,,,147,11851,2267,4892,,,,5898,11181,,148,,,,,,,,,OR,14118,95.391891892,11181,75.940980151,OR@10406@1003001,SY17-18,,147,0.647577093,,,,,,,,,410261000315
169.641025641,,,13754,Baker Prairie Middle School,0303003,Canby SD 86,Clackamas,,,,,,,N,N,,,,,,610,,,,273,31117,4374,14545,,,,795,5821,,171,,,,,,,,,OR,35491,207.549707602,5821,34.313633615,OR@13754@0303003,SY17-18,,273,0.447540984,,,,,,,,,410264001651
169.054263566,,,10199,Canby High,0303003,Canby SD 86,Clackamas,,,,,,,N,N,,,,,,1401,,,,455,16250,2617,5241,,,,2373,19435,,169,,,,,,,,,OR,18867,111.639053254,19435,114.963086941,OR@10199@0303003,SY17-18,,455,0.324768023,,,,,,,,,
168.090909091,,,10200,Canby SD 86,0303003,Canby SD 86,Clackamas,,,,,,,N,N,,,,,,49,,,,25,2243,375,332,,,,155,1694,,172,,,,,,,,,OR,2618,15.220930233,1694,10.077879935,OR@10200@0303003,SY17-18,,25,0.510204082,,,,,,,,,
171.369863014,,,10201,Carus School,0303003,Canby SD 86,Clackamas,,,,,,,N,N,,,,,,475,,,,176,20582,1459,13022,,,,2513,9997,,170,,,,,,,,,OR,22041,129.652941176,9997,58.335811351,OR@10201@0303003,SY17-18,,176,0.370526316,,,,,,,,,410264000100
166.407407407,,,10202,Eccles Elem,0303003,Canby SD 86,Clackamas,,,,,,,N,N,,,,,,443,,,,139,13585,2156,11783,,,,889,3604,,170,,,,,,,,,OR,15741,92.594117647,3604,21.657689740,OR@10202@0303003,SY17-18,,139,0.313769752,,,,,,,,,
169.303571429,,,10203,Knight Elem,0303003,Canby SD 86,Clackamas,,,,,,,N,N,,,,,,362,,,,169,19250,2380,9303,,,,1315,8166,,170,,,,,,,,,OR,21630,127.235294118,8166,48.232886826,OR@10203@0303003,SY17-18,,169,0.466850829,,,,,,,,,
167.724137931,,,13753,Lee Elementary,0303003,Canby SD 86,Clackamas,,,,,,,N,N,,,,,,439,,,,196,23403,2592,15002,,,,1822,7906,,170,,,,,,,,,OR,25995,152.911764706,7906,47.136924342,OR@13753@0303003,SY17-18,,196,0.446469248,,,,,,,,,
169.522727273,,,10205,Ninety-One School,0303003,Canby SD 86,Clackamas,,,,,,,N,N,,,,,,490,,,,159,17653,2150,14544,,,,3962,10956,,170,,,,,,,,,OR,19803,116.488235294,10956,64.628502480,OR@10205@0303003,SY17-18,,159,0.324489796,,,,,,,,,410264000135
169.532467532,,,10204,Trost Elem,0303003,Canby SD 86,Clackamas,,,,,,,N,N,,,,,,429,,,,282,36300,4220,10402,,,,7350,18758,,170,,,,,,,,,OR,40520,238.352941176,18758,110.645472652,OR@10204@0303003,SY17-18,,282,0.657342657,,,,,,,,,
175.045918367,,,10814,Aumsville Elem,2403005,Cascade SD 005,Marion,,,,,,,N,N,,,,,,562,,,,309,39798,3918,15433,,,,27859,40759,,175,,BAB,,,,,,,OR,43716,249.805714286,40759,232.847474424,OR@10814@2403005,SY17-18,,309,0.549822064,,,,,,BAB,,,
174.020100503,,,10813,Cascade Jr High,2403005,Cascade SD 005,Marion,,,,,,,N,N,,,,,,564,,,,243,26024,5082,16043,,,,16031,18599,,175,,BAB,,,,,,,OR,31106,177.748571429,18599,106.878457984,OR@10813@2403005,SY17-18,,243,0.430851064,,,,,,BAB,,,
155.428571429,,,16024,Cascade Opportunity Center,2403005,Cascade SD 005,Marion,,,,,,,N,N,,,,,,50,,,,33,1781,136,332,,,,88,1000,,155,,BAB,,,,,,,OR,1917,12.367741935,1000,6.433823529,OR@16024@2403005,SY17-18,,33,0.66,,,,,,BAB,,,
175.238410596,,,10812,Cascade Sr High,2403005,Cascade SD 005,Marion,,,,,,,N,N,,,,,,695,,,,261,21562,4760,13252,,,,11549,14912,,175,,BAB,,,,,,,OR,26322,150.411428571,14912,85.095499036,OR@10812@2403005,SY17-18,,261,0.375539568,,,,,,BAB,,,
173.734042553,,,10815,Cloverdale Elem,2403005,Cascade SD 005,Marion,,,,,,,N,N,,,,,,149,,,,44,4598,1279,6879,,,,11354,4977,,175,,BAB,,,,,,,OR,5877,33.582857143,4977,28.647235319,OR@10815@2403005,SY17-18,,44,0.295302013,,,,,,BAB,,,
174.989795918,,,10817,Turner Elem,2403005,Cascade SD 005,Marion,,,,,,,N,N,,,,,,311,,,,101,11988,2408,14058,,,,21061,13237,,175,,BAB,,,,,,,OR,14396,82.262857143,13237,75.644410753,OR@10817@2403005,SY17-18,,101,0.324758842,,,,,,BAB,,,
171.504504505,,,13132,Butler Creek Elem,2603006,Centennial SD 28J,Multnomah,,,,,,,N,N,,,,,,572,,,,279,27705,4862,18386,,,,4414,14623,,170,,,,,,,,,OR,32567,191.570588235,14623,85.263066660,OR@13132@2603006,SY17-18,,279,0.487762238,,,,,,,,,
