Claim Date,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,School Year,State-Reporting,Unique ID,Zip Code,BAB Implementation Date from Grants Data,Breakfast Delivery Model from Other Source-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Grants Data-Standardized,School Type-Standardized,School Level-Standardized,FR Enrollment Percentage,FR Enrollment,Target Area,NCES ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,"BAB Implementation Date Other Source, Note Source Here",BAB Implementation Date from Other Source,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Campaign Tracking Data,"Breakfast Delivery Model from Other Source, Note Source Here",Breakfast Delivery Model from Other Source-Original,Breakfast Delivery Model from Campaign Tracking Data-Original,Operating Days-Lunch Only,Operating Days-Breakfast Only,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,Enrollment-Free and Reduced,Claim Year,Claim Month,Universal Free (Y/N),Provision 3 (Y/N),Provision 2 (Y/N),Provision 1 (Y/N),School Level-Original,Street Address-Line 2,Street Address-Line 1,State-Physical,County,School Type-Original,District ID,School ID,Operating Days,Enrollment-Free,Enrollment-Reduced,Enrollment-Paid,Enrollment-Total,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,District Name,School Name,City,CEP (Y/N),Breakfast Delivery Model from State Agency Tracking-Original
7/1/2017,377,50,230,SY17-18,RI,RI@7126@7190,,,,,,,,Public,,,28,,,21.35,427,0,0,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,7190,7126,20,22,6,19,47,0,0,0,,,,,
7/1/2017,496,70,262,SY17-18,RI,RI@7130@7190,,,,,,,,Public,,,53,,,28.3,566,0,0,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,7190,7130,20,45,8,20,73,0,0,0,,,,,
7/1/2017,127,0,0,SY17-18,RI,RI@28103@28190,,,,,,,,Public,,,264,,,6.35,127,6.1,122,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28103,20,236,28,16,280,122,0,0,,,,,
7/1/2017,0,0,0,SY17-18,RI,RI@28106@28190,,,,,,,,Public,,,184,,,0,0,1,2,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28106,2,184,0,0,184,2,0,0,,,,,
7/1/2017,273,2,31,SY17-18,RI,RI@28113@28190,,,,,,,,Public,,,481,,,14.473684211,275,16.736842105,318,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28113,19,447,34,104,585,318,0,31,,,,,
7/1/2017,223,0,0,SY17-18,RI,RI@28115@28190,,,,,,,,Public,,,566,,,11.15,223,10.1,202,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28115,20,545,21,137,703,202,0,0,,,,,
7/1/2017,47,0,0,SY17-18,RI,RI@28116@28190,,,,,,,,Public,,,525,,,2.611111111,47,2.666666667,48,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28116,18,496,29,84,609,48,0,0,,,,,
7/1/2017,22,0,0,SY17-18,RI,RI@28121@28190,,,,,,,,Public,,,588,,,1.157894737,22,0.947368421,18,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28121,19,588,0,0,588,18,0,0,,,,,
7/1/2017,80,0,0,SY17-18,RI,RI@28122@28190,,,,,,,,Public,,,370,,,4,80,4.05,81,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28122,20,370,0,0,370,81,0,0,,,,,
7/1/2017,64,1,19,SY17-18,RI,RI@28127@28190,,,,,,,,Public,,,325,,,3.25,65,3.2,64,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28127,20,298,27,71,396,64,0,17,,,,,
7/1/2017,7,0,0,SY17-18,RI,RI@28130@28190,,,,,,,,Public,,,600,,,0.777777778,7,0.222222222,2,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28130,9,600,0,0,600,2,0,0,,,,,
7/1/2017,3,0,0,SY17-18,RI,RI@28134@28190,,,,,,,,Public,,,439,,,0.75,3,0.25,1,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28134,4,439,0,0,439,1,0,0,,,,,
7/1/2017,1,0,2,SY17-18,RI,RI@28135@28190,,,,,,,,Public,,,747,,,0.166666667,1,0.333333333,2,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28135,6,694,53,75,822,2,0,1,,,,,
7/1/2017,408,31,88,SY17-18,RI,RI@28137@28190,,,,,,,,Public,,,474,,,21.95,439,22.25,445,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28137,20,443,31,75,549,414,31,90,,,,,
7/1/2017,2,1,0,SY17-18,RI,RI@28138@28190,,,,,,,,Public,,,356,,,0.5,3,0.333333333,2,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28138,6,318,38,130,486,2,0,1,,,,,
7/1/2017,160,4,24,SY17-18,RI,RI@28139@28190,,,,,,,,Public,,,986,,,8.631578947,164,13.894736842,264,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28139,19,896,90,126,1112,241,23,26,,,,,
7/1/2017,38,0,0,SY17-18,RI,RI@28140@28190,,,,,,,,Public,,,841,,,1.9,38,2,40,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28140,20,841,0,0,841,40,0,0,,,,,
7/1/2017,13,0,3,SY17-18,RI,RI@28142@28190,,,,,,,,Public,,,261,,,0.722222222,13,0.888888889,16,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28142,18,242,19,38,299,16,0,15,,,,,
7/1/2017,761,81,256,SY17-18,RI,RI@28143@28190,,,,,,,,Public,,,508,,,42.1,842,43.25,865,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28143,20,459,49,198,706,778,87,259,,,,,
7/1/2017,434,50,14,SY17-18,RI,RI@28144@28190,,,,,,,,Public,,,792,,,25.473684211,484,26.157894737,497,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28144,19,743,49,81,873,448,49,15,,,,,
7/1/2017,662,150,152,SY17-18,RI,RI@28145@28190,,,,,,,,Public,,,794,,,40.6,812,40.1,802,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28145,20,733,61,201,995,654,148,155,,,,,
7/1/2017,582,95,118,SY17-18,RI,RI@28147@28190,,,,,,,,Public,,,686,,,33.85,677,35.2,704,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28147,20,645,41,86,772,609,95,112,,,,,
7/1/2017,377,60,107,SY17-18,RI,RI@28149@28190,,,,,,,,Public,,,884,,,21.85,437,22.9,458,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28149,20,821,63,163,1047,395,63,106,,,,,
7/1/2017,571,79,102,SY17-18,RI,RI@28150@28190,,,,,,,,Public,,,909,,,32.5,650,31.15,623,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28150,20,839,70,105,1014,545,78,97,,,,,
7/1/2017,339,37,116,SY17-18,RI,RI@28151@28190,,,,,,,,Public,,,185,,,19.789473684,376,17.842105263,339,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28151,19,170,15,203,388,305,34,103,,,,,
7/1/2017,3,0,0,SY17-18,RI,RI@28153@28190,,,,,,,,Public,,,409,,,0.75,3,0.25,1,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28153,4,409,0,0,409,1,0,0,,,,,
7/1/2017,20,0,0,SY17-18,RI,RI@28156@28190,,,,,,,,Public,,,428,,,1.052631579,20,1.052631579,20,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28156,19,428,0,0,428,20,0,0,,,,,
7/1/2017,171,0,0,SY17-18,RI,RI@28157@28190,,,,,,,,Public,,,483,,,8.55,171,8,160,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28157,20,458,25,94,577,160,0,0,,,,,
7/1/2017,62,0,0,SY17-18,RI,RI@28160@28190,,,,,,,,Public,,,468,,,3.1,62,2.8,56,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28160,20,468,0,0,468,56,0,0,,,,,
7/1/2017,57,0,0,SY17-18,RI,RI@28161@28190,,,,,,,,Public,,,604,,,3.166666667,57,2.888888889,52,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28161,18,604,0,0,604,52,0,0,,,,,
7/1/2017,245,0,0,SY17-18,RI,RI@28162@28190,,,,,,,,Public,,,715,,,12.25,245,13.5,270,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28162,20,715,0,0,715,270,0,0,,,,,
7/1/2017,169,0,19,SY17-18,RI,RI@28163@28190,,,,,,,,Public,,,455,,,8.45,169,7.35,147,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28163,20,428,27,88,543,147,0,17,,,,,
7/1/2017,58,15,38,SY17-18,RI,RI@28164@28190,,,,,,,,Public,,,701,,,3.842105263,73,4.842105263,92,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28164,19,557,144,410,1111,74,18,43,,,,,
7/1/2017,342,19,75,SY17-18,RI,RI@28165@28190,,,,,,,,Public,,,388,,,19,361,17,323,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28165,19,353,35,126,514,306,17,67,,,,,
7/1/2017,432,28,263,SY17-18,RI,RI@28167@28190,,,,,,,,Public,,,169,,,27.058823529,460,31.411764706,534,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28167,17,155,14,69,238,481,53,299,,,,,
7/1/2017,23,0,7,SY17-18,RI,RI@28170@28190,,,,,,,,Public,,,230,,,1.210526316,23,1.631578947,31,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28170,19,195,35,99,329,30,1,3,,,,,
7/1/2017,1187,12,5,SY17-18,RI,RI@28178@28190,,,,,,,,Public,,,162,,,79.933333333,1199,79.333333333,1190,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28178,15,142,20,34,196,1188,2,0,,,,,
7/1/2017,509,76,54,SY17-18,RI,RI@28181@28190,,,,,,,,Public,,,494,,,29.25,585,25.9,518,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28181,20,453,41,67,561,451,67,49,,,,,
7/1/2017,1022,76,126,SY17-18,RI,RI@28182@28190,,,,,,,,Public,,,803,,,54.9,1098,57.5,1150,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28182,20,756,47,86,889,1070,80,119,,,,,
7/1/2017,74,2,20,SY17-18,RI,RI@28187@28190,,,,,,,,Public,,,326,,,4.222222222,76,7.611111111,137,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28187,18,299,27,46,372,137,0,4,,,,,
7/1/2017,347,2,52,SY17-18,RI,RI@28188@28190,,,,,,,,Public,,,484,,,17.45,349,16.45,329,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28188,20,458,26,95,579,328,1,54,,,,,
7/1/2017,318,25,308,SY17-18,RI,RI@28193@28190,,,,,,,,Public,,,558,,,18.052631579,343,26.894736842,511,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28193,19,499,59,105,663,475,36,316,,,,,
7/1/2017,253,32,55,SY17-18,RI,RI@28194@28190,,,,,,,,Public,,,436,,,15,285,15.473684211,294,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28194,19,401,35,83,519,260,34,57,,,,,
7/1/2017,11,0,2,SY17-18,RI,RI@28601@28190,,,,,,,,Public,,,263,,,1.1,11,0.7,7,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28601,10,238,25,95,358,7,0,1,,,,,
7/1/2017,383,0,0,SY17-18,RI,RI@28610@28190,,,,,,,,Public,,,157,,,23.9375,383,23.9375,383,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28610,16,153,4,19,176,383,0,0,,,,,
7/1/2017,7,15,11,SY17-18,RI,RI@28831@28190,,,,,,,,Public,,,318,,,1.157894737,22,1.105263158,21,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,28190,28831,19,271,47,81,399,7,14,13,,,,,
7/1/2017,168,0,107,SY17-18,RI,RI@32108@32190,,,,,,,,Public,,,35,,,10.5,168,0,0,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,32190,32108,16,33,2,37,72,0,0,0,,,,,
7/1/2017,32,9,230,SY17-18,RI,RI@96107@96190,,,,,,,,Public,,,19,,,2.733333333,41,0,0,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,96190,96107,15,15,4,45,64,0,0,135,,,,,
7/1/2017,202,40,115,SY17-18,RI,RI@96113@96190,,,,,,,,Public,,,21,,,16.133333333,242,16.133333333,242,,,,,,,,,,,,,2017,7,,,,,,,,,,LEA,96190,96113,15,18,3,10,31,202,40,115,,,,,
9/1/2017,132,0,159,SY17-18,RI,RI@1103@1190,2806,,,GNG,,,,Public,,0.086419753,28,,,7.333333333,132,16.166666667,291,,,,,,,,,,,,,2017,9,,,,,,,,,Bristol County,LEA,1190,1103,18,27,1,296,324,285,6,1069,Barrignton,Primrose Hill School,Barrignton,N,"Cart with Grab n' Go, Mid morning nutrition break"
9/1/2017,15,0,123,SY17-18,RI,RI@1104@1190,2806,,,Other,,,,Public,,0.039393939,13,,,0.833333333,15,5.722222222,103,,,,,,,,,,,,,2017,9,,,,,,,,,Bristol County,LEA,1190,1104,18,10,3,317,330,98,5,1255,Barrignton,Nayatt School,Barrignton,N,"Mobile meals, Mid morning nutrition break"
9/1/2017,47,0,64,SY17-18,RI,RI@1105@1190,2806,,,GNG,,,,Public,,0.059047619,31,,,2.611111111,47,14.555555556,262,,,,,,,,,,,,,2017,9,,,,,,,,,Bristol County,LEA,1190,1105,18,26,5,494,525,212,50,1789,Barrignton,Hampden Meadows School,Barrignton,N,"Cart with Grab n' Go, Mid morning nutrition break"
9/1/2017,57,6,136,SY17-18,RI,RI@1106@1190,2806,,,Cafeteria,,,,Public,,0.047495682,55,,,3.5,63,33.5,603,,,,,,,,,,,,,2017,9,,,,,,,,,Bristol County,LEA,1190,1106,18,44,11,1103,1158,466,137,6385,Barrignton,Barrington High School,Barrignton,N,Breakfast in Cafeteria
9/1/2017,7,1,26,SY17-18,RI,RI@1108@1190,2806,,,Cafeteria,,,,Public,,0.059343434,47,,,0.444444444,8,31.222222222,562,,,,,,,,,,,,,2017,9,,,,,,,,,Bristol County,LEA,1190,1108,18,39,8,745,792,447,115,4948,Barrignton,Barrington Middle School,Barrignton,N,Breakfast in Cafeteria
9/1/2017,0,0,6,SY17-18,RI,RI@1109@1190,2806,,,GNG,,,,Public,,0.027777778,7,,,0,0,4.722222222,85,,,,,,,,,,,,,2017,9,,,,,,,,,Bristol County,LEA,1190,1109,18,6,1,245,252,72,13,731,Barrignton,Sowams Elementary School,Barrignton,N,Cart with Grab n' Go
9/1/2017,359,15,42,SY17-18,RI,RI@3104@3190,2830,,,Cafeteria,,,,Public,,0.329136691,183,,,19.684210526,374,128.526315789,2442,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,3190,3104,19,149,34,373,556,2045,397,2879,BURRILLVILLE PUBLIC SCHOOLS,Burrillville Middle School,Harrisville,N,*Cafeteria
9/1/2017,124,5,57,SY17-18,RI,RI@3105@3190,2830,,,Cafeteria,,,,Public,,0.325,117,,,6.789473684,129,65.894736842,1252,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,3190,3105,19,97,20,243,360,1038,214,1513,BURRILLVILLE PUBLIC SCHOOLS,Steere Farm Elementary School,Pascoag,N,*Cafeteria
9/1/2017,267,49,217,SY17-18,RI,RI@3107@3190,2830,,,Cafeteria,,,,Public,,0.423676012,136,,,16.631578947,316,80.684210526,1533,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,3190,3107,19,104,32,185,321,1229,304,1342,BURRILLVILLE PUBLIC SCHOOLS,William L. Callahan School,Harrisville,N,*Cafeteria
9/1/2017,181,37,33,SY17-18,RI,RI@3108@3190,2830,,,Cafeteria,,,,Public,,0.311926606,102,,,11.473684211,218,49,931,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,3190,3108,19,80,22,225,327,751,180,822,BURRILLVILLE PUBLIC SCHOOLS,Austin T. Levy School,Harrisville,N,*Cafeteria
9/1/2017,317,34,105,SY17-18,RI,RI@3109@3190,2830,,,Cafeteria,,,,Public,,0.308176101,245,,,18.473684211,351,162.578947368,3089,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,3190,3109,19,189,56,550,795,2473,616,3548,BURRILLVILLE PUBLIC SCHOOLS,Burrillville High School,Harrisville,N,*Cafeteria
9/1/2017,7936,0,0,SY17-18,RI,RI@4101@4190,2863,,,Cafeteria,,,,Public,,1,445,,,396.8,7936,382.4,7648,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,4190,4101,20,445,0,0,445,7648,0,0,CENTRAL FALLS SCHOOLS,Ella Risk School,CENTRAL FALLS SCHOOLS,Y,Breakfast in Cafeteria
9/1/2017,1622,0,0,SY17-18,RI,RI@4104@4190,2863,,,BIC,,,,Public,,1,174,,,90.111111111,1622,102.388888889,1843,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,4190,4104,18,174,0,0,174,1843,0,0,CENTRAL FALLS SCHOOLS,Capt. G. Harold Hunt School,CENTRAL FALLS SCHOOLS,Y,Breakfast in the Classroom
9/1/2017,3458,0,0,SY17-18,RI,RI@4105@4190,2863,,,BIC,,,,Public,,1,226,,,182,3458,188.736842105,3586,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,4190,4105,19,226,0,0,226,3586,0,0,CENTRAL FALLS SCHOOLS,Margaret I. Robertson School,CENTRAL FALLS SCHOOLS,Y,Breakfast in the Classroom
9/1/2017,8752,0,0,SY17-18,RI,RI@4106@4190,2863,,,BIC,,,,Public,,1,507,,,437.6,8752,442.15,8843,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,4190,4106,20,507,0,0,507,8843,0,0,CENTRAL FALLS SCHOOLS,Veterans Memorial Elementary,CENTRAL FALLS SCHOOLS,Y,Breakfast in the Classroom
9/1/2017,1460,0,0,SY17-18,RI,RI@4108@4190,2863,,,Cafeteria,,,,Public,,1,684,,,76.842105263,1460,510.789473684,9705,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,4190,4108,19,684,0,0,684,9705,0,0,CENTRAL FALLS SCHOOLS,Central Falls Senior High School,CENTRAL FALLS SCHOOLS,Y,Breakfast in Cafeteria
9/1/2017,2747,0,0,SY17-18,RI,RI@4115@4190,2863,,,Cafeteria,,,,Public,,1,691,,,137.35,2747,646.25,12925,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,4190,4115,20,691,0,0,691,12925,0,0,CENTRAL FALLS SCHOOLS,Dr. Earl F. Calcutt Middle School,CENTRAL FALLS SCHOOLS,Y,Breakfast in Cafeteria
9/1/2017,2018,398,366,SY17-18,RI,RI@4601@4190,2863,,,Other,,,,Public,,0.781609195,476,,,120.8,2416,405.6,8112,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,4190,4601,20,382,94,133,609,6717,1395,1716,CENTRAL FALLS SCHOOLS,The Learning Community Charter School,CENTRAL FALLS SCHOOLS,N,"Breakfast in Cafeteria, Cart with Grab n' Go"
9/1/2017,1919,319,1333,SY17-18,RI,RI@4602@4190,2863,,,Other,,,,Public,,0.646666667,194,,,111.9,2238,131.9,2638,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,4190,4602,20,161,33,106,300,2258,380,1725,CENTRAL FALLS SCHOOLS,Segue Institute for Learning,CENTRAL FALLS SCHOOLS,N,"Breakfast in Cafeteria, Breakfast in the Classroom"
9/1/2017,1001,73,188,SY17-18,RI,RI@6104@6190,2816,,,Cafeteria,,,,Public,,0.301950806,356,,,53.7,1074,220.4,4408,,,,,,,,,,,,,2017,9,,,,,,,,,Kent County,LEA,6190,6104,20,300,56,823,1179,3843,565,4105,COVENTRY PUBLIC SCHOOLS,Alan Shawn Feinstein Middle School Of Coventry,Coventry,N,*Cafeteria
9/1/2017,228,70,250,SY17-18,RI,RI@6109@6190,2816,,,Cafeteria,,,,Public,,0.193877551,76,,,14.9,298,36.55,731,,,,,,,,,,,,,2017,9,,,,,,,,,Kent County,LEA,6190,6109,20,53,23,316,392,543,188,1844,COVENTRY PUBLIC SCHOOLS,Western Coventry School,Coventry,N,Breakfast in Cafeteria
9/1/2017,582,56,187,SY17-18,RI,RI@6112@6190,2816,,,Cafeteria,,,,Public,,0.372413793,162,,,31.9,638,95.95,1919,,,,,,,,,,,,,2017,9,,,,,,,,,Kent County,LEA,6190,6112,20,142,20,273,435,1754,165,1502,COVENTRY PUBLIC SCHOOLS,Hopkins Hill School,Coventry,N,*Cafeteria
9/1/2017,398,78,61,SY17-18,RI,RI@6116@6190,2816,,,Cafeteria,,,,Public,,0.382892057,188,,,23.8,476,98.35,1967,,,,,,,,,,,,,2017,9,,,,,,,,,Kent County,LEA,6190,6116,20,153,35,303,491,1653,314,1347,COVENTRY PUBLIC SCHOOLS,Tiogue School,Coventry,N,*Cafeteria
9/1/2017,976,40,146,SY17-18,RI,RI@6117@6190,2816,,,Cafeteria,,,,Public,,0.384074941,164,,,50.8,1016,95.25,1905,,,,,,,,,,,,,2017,9,,,,,,,,,Kent County,LEA,6190,6117,20,145,19,263,427,1754,151,1407,COVENTRY PUBLIC SCHOOLS,Blackrock School,Coventry,N,*Cafeteria
9/1/2017,1605,150,427,SY17-18,RI,RI@6119@6190,2816,,,Cafeteria,,,,Public,,0.285897436,446,,,87.75,1755,270.25,5405,,,,,,,,,,,,,2017,9,,,,,,,,,Kent County,LEA,6190,6119,20,372,74,1114,1560,4603,802,6655,COVENTRY PUBLIC SCHOOLS,Coventry High School,Coventry,N,*Cafeteria
9/1/2017,265,23,129,SY17-18,RI,RI@6121@6190,2816,,,Cafeteria,,,,Public,,0.220657277,141,,,14.4,288,72.85,1457,,,,,,,,,,,,,2017,9,,,,,,,,,Kent County,LEA,6190,6121,20,124,17,498,639,1340,117,2334,COVENTRY PUBLIC SCHOOLS,Washington Oak School,Coventry,N,*Cafeteria
9/1/2017,46,11,486,SY17-18,RI,RI@7103@7190,2920,,,Cafeteria,,,,Public,,0.138755981,29,,,3.166666667,57,10,180,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,7190,7103,18,24,5,180,209,162,18,734,CRANSTON PUBLIC SCHOOLS,Oak Lawn School,Cranston,N,*Cafeteria
9/1/2017,702,48,1283,SY17-18,RI,RI@7110@7190,2920,,,Cafeteria,,,,Public,,0.328185328,85,,,41.666666667,750,45.055555556,811,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,7190,7110,18,78,7,174,259,757,54,711,CRANSTON PUBLIC SCHOOLS,Daniel D. Waterman School,Cranston,N,*Cafeteria
9/1/2017,784,146,1023,SY17-18,RI,RI@7112@7190,2920,,,Cafeteria,,,,Public,,0.477832512,97,,,51.666666667,930,69.555555556,1252,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,7190,7112,18,82,15,106,203,1061,191,408,CRANSTON PUBLIC SCHOOLS,Chester W. Barrows School,Cranston,N,*Cafeteria
9/1/2017,3220,537,1346,SY17-18,RI,RI@7113@7190,2920,,,Cafeteria,,,,Public,,0.564836449,967,,,208.722222222,3757,617.055555556,11107,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,7190,7113,18,809,158,745,1712,9511,1596,3431,CRANSTON PUBLIC SCHOOLS,Cranston High School East,Cranston,N,*Cafeteria
9/1/2017,1332,144,163,SY17-18,RI,RI@7115@7190,2920,,,Cafeteria,,,,Public,,0.795275591,505,,,82,1476,397.111111111,7148,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,7190,7115,18,441,64,130,635,6362,786,947,CRANSTON PUBLIC SCHOOLS,Hugh B. Bain Middle School,Cranston,N,*Cafeteria
9/1/2017,1851,250,1984,SY17-18,RI,RI@7116@7190,2920,,,Cafeteria,,,,Public,,0.507552870,168,,,116.722222222,2101,107.888888889,1942,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,7190,7116,18,145,23,163,331,1703,239,881,CRANSTON PUBLIC SCHOOLS,William R. Dutemple School,Cranston,N,*Cafeteria
9/1/2017,226,5,104,SY17-18,RI,RI@7117@7190,2920,,,Cafeteria,,,,Public,,0.306010929,56,,,12.833333333,231,32.333333333,582,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,7190,7117,18,52,4,127,183,543,39,573,CRANSTON PUBLIC SCHOOLS,Edward S. Rhodes School,Cranston,N,*Cafeteria
9/1/2017,1237,304,1891,SY17-18,RI,RI@7118@7190,2920,,,Cafeteria,,,,Public,,0.468013468,139,,,85.611111111,1541,85.222222222,1534,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,7190,7118,18,110,29,158,297,1312,222,760,CRANSTON PUBLIC SCHOOLS,Eden Park School,Cranston,N,*Cafeteria
9/1/2017,3371,500,933,SY17-18,RI,RI@7119@7190,2920,,,Cafeteria,,,,Public,,0.777580071,437,,,215.055555556,3871,323.722222222,5827,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,7190,7119,18,379,58,125,562,5056,771,964,CRANSTON PUBLIC SCHOOLS,Gladstone Street School,Cranston,N,*Cafeteria
9/1/2017,1829,155,1358,SY17-18,RI,RI@7120@7190,2920,,,Cafeteria,,,,Public,,0.566978193,182,,,110.222222222,1984,108.333333333,1950,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,7190,7120,18,161,21,139,321,1812,138,818,CRANSTON PUBLIC SCHOOLS,Stadium School,Cranston,N,*Cafeteria
9/1/2017,317,39,241,SY17-18,RI,RI@7121@7190,2920,,,Cafeteria,,,,Public,,0.313664596,101,,,19.777777778,356,56.722222222,1021,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,7190,7121,18,94,7,221,322,974,47,846,CRANSTON PUBLIC SCHOOLS,Woodridge School,Cranston,N,*Cafeteria
9/1/2017,164,23,217,SY17-18,RI,RI@7122@7190,2920,,,Cafeteria,,,,Public,,0.28,91,,,10.388888889,187,58.277777778,1049,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,7190,7122,18,74,17,234,325,874,175,883,CRANSTON PUBLIC SCHOOLS,Garden City School,Cranston,N,*Cafeteria
9/1/2017,1396,204,1356,SY17-18,RI,RI@7123@7190,2920,,,Cafeteria,,,,Public,,0.446043165,310,,,88.888888889,1600,236.166666667,4251,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,7190,7123,18,255,55,385,695,3558,693,2336,CRANSTON PUBLIC SCHOOLS,Park View Middle School,Cranston,N,*Cafeteria
9/1/2017,1468,186,1688,SY17-18,RI,RI@7124@7190,2920,,,Cafeteria,,,,Public,,0.473846154,154,,,91.888888889,1654,90,1620,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,7190,7124,18,136,18,171,325,1445,175,616,CRANSTON PUBLIC SCHOOLS,George J. Peters School,Cranston,N,*Cafeteria
9/1/2017,1824,207,672,SY17-18,RI,RI@7125@7190,2920,,,Cafeteria,,,,Public,,0.737327189,160,,,112.833333333,2031,101.277777778,1823,,,,,,,,,,,,,2017,9,,,,,,,,,Providence County,LEA,7190,7125,18,144,16,57,217,1696,127,379,CRANSTON PUBLIC SCHOOLS,Arlington School,Cranston,N,*Cafeteria
