State-Reporting,Street Address-Line 1,City,State-Physical,Zip Code,School Name,District ID,School ID,District Name,County,Street Address-Line 2,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,School Level-Original,School Type-Original
OH,1950 Morse Rd, Columbus, Ohio, 43229,Tooba Academy,013835,00013835,Tooba Academy,Franklin,,Y,,N,,,9/1/2016,9,2016,61,,41,,,2068,0,0,,1997,0,0,,,18.5,18.5,,,,,,,,,2068,111.783783784,1997,107.945945946,OH@00013835@013835,,SY16-17,,41,1,Primary,Nonpublic,,,,,,,Elementary School,Nonpublic School
OH,1728 Dayton Xenia Rd, Xenia, Ohio, 45385,Trebein Elementary School,047241,00013929,Beavercreek City Sd,Greene,,N,,N,,,9/1/2016,9,2016,689,,15,10,,212,146,4509,,0,0,0,,,18.5,18.5,,,,,,,,,358,19.351351351,0,0,OH@00013929@047241,390472405774,SY16-17,,25,0.036284470,Primary,Public,,,,,,,Elementary School,Public School
OH,4420 N Union Rd, Trotwood, Ohio, 45426,Trotwood-Madison Middle School,048694,00013957,Trotwood-Madison City Schools,Montgomery,,Y,,N,,,9/1/2016,9,2016,575,,361,,,7324,0,180,,2946,0,72,,,18.5,18.5,,,,,,,,,7324,395.891891892,2946,159.243243243,OH@00013957@048694,390486905769,SY16-17,,361,0.976012793,Middle,Public,,,,,,,Middle School,Public School
OH,3625 Little York Rd, Dayton, Ohio, 45414,Smith Middle School,044958,00014054,Vandalia-Butler City Sd,Montgomery,,N,,N,,,9/1/2016,9,2016,445,,120,38,,1865,507,2492,,990,269,396,,,18.5,18.5,,,,,,,,,2372,128.216216216,1259,68.054054054,OH@00014054@044958,390449505791,SY16-17,,158,0.355056180,Middle,Public,,,,,,,Middle School,Public School
OH,2379 Wilson Ave, Mingo Junction, Ohio, 43938,Indian Creek Middle School Grades 5 & 6,047803,00014089,Indian Creek Local,Jefferson,,N,,N,,,9/1/2016,9,2016,348,,184,12,,2506,61,582,,1364,63,518,,,18.5,18.5,,,,,,,,,2567,138.756756757,1427,77.135135135,OH@00014089@047803,390478005768,SY16-17,,196,0.563218391,Middle,Public,,,,,,,Middle School,Public School
OH,2800 13th St SW, Canton, Ohio, 44710,Early College Academy/Souers,043711,00014285,Canton City Sd,Stark,,Y,,N,,,9/1/2016,9,2016,396,,246,,,8847,0,0,,4396,0,0,,,18.5,18.5,,,,,,,,,8847,478.216216216,4396,237.621621622,OH@00014285@043711,390437105805,SY16-17,,246,1,Middle,Public,,,,,,,Middle School,Public School
OH,3705 Lori Sue Ave, Dayton, Ohio, 45406,Rosa Parks Early Learning Center,043844,00015038,Dayton City Sd,Montgomery,,Y,,N,,,9/1/2016,9,2016,236,,107,,,4165,0,0,,3549,0,0,,,18.5,18.5,,,,,,,,,4165,225.135135135,3549,191.837837838,OH@00015038@043844,390438405825,SY16-17,,107,1,Primary,Public,,,,,,,Elementary School,Public School
OH,177 N High St, New, Ohio, 43054,2-8 Learning Facility,046995,00015142,New Albany-Plain Local,Franklin,,N,,N,,,9/1/2016,9,2016,754,,35,16,,520,215,6332,,0,0,0,,,18.5,18.5,,,,,,,,,735,39.729729730,0,0,OH@00015142@046995,390469905847,SY16-17,,51,0.067639257,Primary,Public,,,,,,,Elementary School,Public School
OH,124 Ohio Ave, Tiffin, Ohio, 44883,Lincoln Pre-K School,044891,00015221,Tiffin City Sd,Seneca,,N,,N,,,9/1/2016,9,2016,89,,61,6,,180,13,75,,0,0,0,,,18.5,18.5,,,,,,,,,193,10.432432432,0,0,OH@00015221@044891,390448905860,SY16-17,,67,0.752808989,Primary,Public,,,,,,,Elementary School,Public School
OH,1100 Broad Ave, Findlay, Ohio, 45840,Findlay Learning Center,043984,00015437,Findlay City Sd,Hancock,,N,,N,,,9/1/2016,9,2016,37,,19,2,,166,2,23,,65,0,10,,,18.5,18.5,,,,,,,,,168,9.081081081,65,3.513513514,OH@00015437@043984,391000005863,SY16-17,,21,0.567567568,High,Public,,,,,,,High School,Public School
OH,6655 Sharon Woods Blvd, Columbus, Ohio, 43229,Northgate,043802,00015723,Columbus Public Schools,Franklin,,Y,,N,,,9/1/2016,9,2016,373,,141,,,5018,0,0,,3391,0,0,,,18.5,18.5,,,,,,,,,5018,271.243243243,3391,183.297297297,OH@00015723@043802,,SY16-17,,141,1,Primary,Public,,,,,,,Elementary School,Public School
OH,2321 Fairless Dr, Lorain, Ohio, 44055,Southview Middle School,044263,00015734,Lorain City Sd,Lorain,,Y,,N,,,9/1/2016,9,2016,472,,292,,,7538,0,0,,5173,0,0,,,18.5,18.5,,,,,,,,,7538,407.459459459,5173,279.621621622,OH@00015734@044263,,SY16-17,,292,1,Middle,Public,,,,,,,Middle School,Public School
OH,2695 Holt Rd, Grove, Ohio, 43123,Bolton Crossing,044800,00015759,South-Western City Sd,Franklin,,N,,N,,,9/1/2016,9,2016,506,,283,31,,4553,397,1378,,2775,139,604,,,18.5,18.5,,,,,,,,,4950,267.567567568,2914,157.513513514,OH@00015759@044800,,SY16-17,,314,0.620553360,Primary,Public,,,,,,,Elementary School,Public School
OH,1400 Myrtle Ave, Columbus, Ohio, 43211,Linden Pre-K,043802,00016038,Columbus Public Schools,Franklin,,Y,,N,,,9/1/2016,9,2016,32,,32,,,541,0,0,,510,0,0,,,18.5,18.5,,,,,,,,,541,29.243243243,510,27.567567568,OH@00016038@043802,,SY16-17,,32,1,Primary,Public,,,,,,,Elementary School,Public School
OH,2120 Vine St, Cincinnati, Ohio, 45202,Rising Stars Academy On Vine,043752,00016106,Cincinnati Public Schools,Hamilton,,N,,N,,,9/1/2016,9,2016,188,,54,4,,906,38,2200,,904,39,2217,,,18.5,18.5,,,,,,,,,944,51.027027027,943,50.972972973,OH@00016106@043752,,SY16-17,,58,0.308510638,Primary,Public,,,,,,,Elementary School,Public School
OH,700 Black Ln, Fairborn, Ohio, 45324,Fairborn Digital Academy,043968,00149088,Fairborn City Schools,Greene,,N,,N,,,9/1/2016,9,2016,187,,106,32,,416,111,36,,0,0,0,,,18.5,18.5,,,,,,,,,527,28.486486486,0,0,OH@00149088@043968,,SY16-17,,138,0.737967914,High,Charter,,,,,,,High School,Community School
OH,2222 Marion Mount Gilead Rd, Marion, Ohio, 43302,Rushmore Academy,044339,00011444,Marion City Sd,Marion,,Y,,N,,,9/1/2016,9,2016,321,,155,,,4339,0,531,,2734,0,335,,,18.5,18.5,,,,,,,,,4339,234.540540541,2734,147.783783784,OH@00011444@044339,,SY16-17,,155,0.890965092,High,Charter,,,,,,,High School,Community School
OH,,,,,Wood Co Juv Det Ctr,097402,00097410,Wood Co Juv Det Ctr,Wood,,N,,N,,,9/1/2016,9,2016,17,,17,,,509,0,0,,509,0,0,,,18.5,18.5,,,,,,,,,509,27.513513514,509,27.513513514,OH@00097410@097402,,SY16-17,,17,1,,,,,,,,,,
OH,,,,,Phoenix Community Learning Ctr,133504,00133504,Phoenix Community Learning Ctr,Hamilton,,N,,N,,,9/1/2016,9,2016,539,,470,9,,7514,115,755,,7648,117,783,,,18.5,18.5,,,,,,,,,7629,412.378378378,7765,419.729729730,OH@00133504@133504,390011303911,SY16-17,,479,0.888682746,,,,,,,,,,
OH,,,,,Our Lady Of Victory,054577,00054577,Our Lady Of Victory,Hamilton,,N,,N,,,9/1/2016,9,2016,422,,13,2,,174,10,2889,,0,0,0,,,18.5,18.5,,,,,,,,,184,9.945945946,0,0,OH@00054577@054577,,SY16-17,,15,0.035545024,,,,,,,,,,
OH,,,,,Dayton Technology Design High School,043844,00008283,Dayton City Sd,Montgomery,,N,,N,,,9/1/2016,9,2016,153,,116,7,,624,62,188,,463,37,127,,,18.5,18.5,,,,,,,,,686,37.081081081,500,27.027027027,OH@00008283@043844,,SY16-17,,123,0.803921569,,,,,,,,,,
OH,,,,,Linda Martin Attention Center,066332,00068825,Multi County Juvenile Attn Sys,Wayne,,N,,N,,,9/1/2016,9,2016,16,,16,,,412,0,0,,403,0,0,,,18.5,18.5,,,,,,,,,412,22.270270270,403,21.783783784,OH@00068825@066332,,SY16-17,,16,1,,,,,,,,,,
OH,,,,,St Peter,059717,00059717,St. Peter,Stark,,Y,,N,,,9/1/2016,9,2016,100,,45,,,1604,0,662,,810,0,334,,,18.5,18.5,,,,,,,,,1604,86.702702703,810,43.783783784,OH@00059717@059717,,SY16-17,,45,0.707855252,,,,,,,,,,
OH,,,,,David L Brown Youth Center,069310,00069328,David L Brown Youth Center,Miami,,N,,N,,,9/1/2016,9,2016,6,,6,0,,149,0,0,,153,0,0,,,18.5,18.5,,,,,,,,,149,8.054054054,153,8.270270270,OH@00069328@069310,,SY16-17,,6,1,,,,,,,,,,
OH,,,,,Life Skills High School Of Middletown,014062,00014062,Life Skills High School Of Middletown,Butler,,Y,,N,,,9/1/2016,9,2016,56,,24,,,0,0,0,,0,0,0,,,18.5,18.5,,,,,,,,,0,0,0,0,OH@00014062@014062,390154605767,SY16-17,,24,,,,,,,,,,,
OH,,,,,Starling Middle School,043802,00035824,Columbus Public Schools,Franklin,,Y,,N,,,9/1/2016,9,2016,584,,518,,,10445,0,0,,7102,0,0,,,18.5,18.5,,,,,,,,,10445,564.594594595,7102,383.891891892,OH@00035824@043802,,SY16-17,,518,1,,,,,,,,,,
OH,,,,,St Mary Magdalene,058057,00058057,St Mary Magdalene,Franklin,,N,,N,,,9/1/2016,9,2016,266,,211,13,,3807,234,477,,2678,189,252,,,18.5,18.5,,,,,,,,,4041,218.432432432,2867,154.972972973,OH@00058057@058057,,SY16-17,,224,0.842105263,,,,,,,,,,
OH,,,,,St Mary,058024,00058024,St Mary,Fairfield,,N,,N,,,9/1/2016,9,2016,229,,14,4,,211,66,1995,,0,0,0,,,18.5,18.5,,,,,,,,,277,14.972972973,0,0,OH@00058024@058024,,SY16-17,,18,0.078602620,,,,,,,,,,
OH,,,,,College Hill Residential Program,081943,00087825,Childrens Hospital-Cincinnati,Hamilton,,N,,N,,,9/1/2016,9,2016,30,,30,,,579,0,0,,657,0,0,,,18.5,18.5,,,,,,,,,579,31.297297297,657,35.513513514,OH@00087825@081943,,SY16-17,,30,1,,,,,,,,,,
OH,,,,,St Mary,058008,00058008,St Mary,Franklin,,N,,N,,,9/1/2016,9,2016,287,,103,24,,1660,372,1061,,1140,235,479,,,18.5,18.5,,,,,,,,,2032,109.837837838,1375,74.324324324,OH@00058008@058008,,SY16-17,,127,0.442508711,,,,,,,,,,
OH,,,,,Genesis And Alternative School,046292,00138388,Clermont County Educational Service Center,Clermont,,N,,N,,,9/1/2016,9,2016,79,,45,7,,639,118,178,,692,119,379,,,18.5,18.5,,,,,,,,,757,40.918918919,811,43.837837838,OH@00138388@046292,,SY16-17,,52,0.658227848,,,,,,,,,,
OH,,,,,C.Ray Williams Childhood Center,045070,00114066,Whitehall City Sd,Franklin,,N,,N,,,9/1/2016,9,2016,322,,187,8,,2237,87,1209,,2089,77,1065,,,18.5,18.5,,,,,,,,,2324,125.621621622,2166,117.081081081,OH@00114066@045070,390450705118,SY16-17,,195,0.605590062,,,,,,,,,,
OH,,,,,Muskingum Co Juv Ct Cn,075267,00066340,Muskingum County Juvenile Court,Muskingum,,N,,N,,,9/1/2016,9,2016,29,,29,,,700,0,0,,708,0,0,,,18.5,18.5,,,,,,,,,700,37.837837838,708,38.270270270,OH@00066340@075267,,SY16-17,,29,1,,,,,,,,,,
OH,,,,,St Joseph,059089,00059089,St Joseph,Lucas,,N,,N,,,9/1/2016,9,2016,234,,20,8,,225,85,1035,,0,0,0,,,18.5,18.5,,,,,,,,,310,16.756756757,0,0,OH@00059089@059089,,SY16-17,,28,0.119658120,,,,,,,,,,
OH,,,,,Butler Tech & Career Dev School,050880,00050880,Butler Technology & Career Development Schools,Butler,,N,,N,,,9/1/2016,9,2016,744,,165,29,,1941,348,2289,,884,136,368,,,18.5,18.5,,,,,,,,,2289,123.729729730,1020,55.135135135,OH@00050880@050880,,SY16-17,,194,0.260752688,,,,,,,,,,
OH,,,,,Safe Landing Youth Shelter,083576,00083576,Shelter Care/Safe Landing,Summit,,N,,N,,,9/1/2016,9,2016,12,,12,,,50,0,0,,76,0,0,,,18.5,18.5,,,,,,,,,50,2.702702703,76,4.108108108,OH@00083576@083576,,SY16-17,,12,1,,,,,,,,,,
OH,,,,,Bishop Flaget,057992,00057992,Bishop Flaget,Ross,,N,,N,,,9/1/2016,9,2016,136,,45,13,,727,143,843,,0,0,0,,,18.5,18.5,,,,,,,,,870,47.027027027,0,0,OH@00057992@057992,,SY16-17,,58,0.426470588,,,,,,,,,,
OH,,,,,Bridges Community Academy,000311,00000311,Bridges Community Academy,Seneca,,N,,N,,,9/1/2016,9,2016,154,,100,17,,1120,101,44,,1078,105,37,,,18.5,18.5,,,,,,,,,1221,66,1183,63.945945946,OH@00000311@000311,390050205212,SY16-17,,117,0.759740260,,,,,,,,,,
OH,,,,,Ashtabula Co Youth Detention Ctr,000822,00000822,Ashtabula Co Youth Detention Ctr,Ashtabula,,N,,N,,,9/1/2016,9,2016,16,,16,,,395,0,0,,395,0,0,,,18.5,18.5,,,,,,,,,395,21.351351351,395,21.351351351,OH@00000822@000822,,SY16-17,,16,1,,,,,,,,,,
OH,,,,,Nw Oh Juv Det-Defiance Attn,090084,00090092,Northwest Oh Juvenile Det Ctr,Williams,,N,,N,,,9/1/2016,9,2016,33,,33,,,801,0,0,,795,0,0,,,18.5,18.5,,,,,,,,,801,43.297297297,795,42.972972973,OH@00090092@090084,,SY16-17,,33,1,,,,,,,,,,
OH,,,,,Reach Academy,014858,00014858,Reach Academy,Lucas,,Y,,N,,,9/1/2016,9,2016,246,,161,,,3959,0,0,,3008,0,0,,,18.5,18.5,,,,,,,,,3959,214,3008,162.594594595,OH@00014858@014858,390156005830,SY16-17,,161,1,,,,,,,,,,
OH,,,,,One Way Farm,135715,00135715,One Way Farm,Butler,,N,,N,,,9/1/2016,9,2016,20,,20,,,168,0,0,,482,0,0,,,18.5,18.5,,,,,,,,,168,9.081081081,482,26.054054054,OH@00135715@135715,,SY16-17,,20,1,,,,,,,,,,
OH,,,,,Providence House Inc,000154,00000154,Providence House Inc,Cuyahoga,,N,,N,,,9/1/2016,9,2016,14,,14,,,265,0,0,,340,0,0,,,18.5,18.5,,,,,,,,,265,14.324324324,340,18.378378378,OH@00000154@000154,,SY16-17,,14,1,,,,,,,,,,
OH,,,,,Mckinley Elementary School,043786,00023689,Cleveland City School District,Cuyahoga,,Y,,N,,,9/1/2016,9,2016,249,,215,,,2857,0,0,,1927,0,0,,,18.5,18.5,,,,,,,,,2857,154.432432432,1927,104.162162162,OH@00023689@043786,390437800510,SY16-17,,215,1,,,,,,,,,,
OH,,,,,Mount Auburn International Academy,010180,00010180,Mount Auburn International Academy,Hamilton,,Y,,N,,,9/1/2016,9,2016,473,,358,,,7887,0,0,,6866,0,0,,,18.5,18.5,,,,,,,,,7887,426.324324324,6866,371.135135135,OH@00010180@010180,390133605454,SY16-17,,358,1,,,,,,,,,,
OH,,,,,Trumbull County Board Of Dd,066266,00066266,Trumbull County Board Of Dd,Trumbull,,N,,N,,,9/1/2016,9,2016,236,,84,30,,1173,416,548,,0,0,0,,,18.5,18.5,,,,,,,,,1589,85.891891892,0,0,OH@00066266@066266,,SY16-17,,114,0.483050847,,,,,,,,,,
OH,,,,,Hope Academy For Autism,013170,00013170,Hope Academy For Autism,Trumbull,,Y,,N,,,9/1/2016,9,2016,35,,17,,,446,0,209,,441,0,207,,,18.5,18.5,,,,,,,,,446,24.108108108,441,23.837837838,OH@00013170@013170,390147305721,SY16-17,,17,0.680916031,,,,,,,,,,
OH,,,,,St Francis Desales,054999,00054999,St Francis Desales,Hamilton,,Y,,N,,,9/1/2016,9,2016,215,,114,,,2373,0,425,,2896,0,519,,,18.5,18.5,,,,,,,,,2373,128.270270270,2896,156.540540541,OH@00054999@054999,,SY16-17,,114,0.848105790,,,,,,,,,,
OH,,,,,Old Brooklyn Community Elementary School,134098,00134098,Constellation Schools: Old Brooklyn Community Elementary,Cuyahoga,,N,,N,,,9/1/2016,9,2016,336,,131,20,,1334,204,402,,663,93,189,,,18.5,18.5,,,,,,,,,1538,83.135135135,756,40.864864865,OH@00134098@134098,390001901514,SY16-17,,151,0.449404762,,,,,,,,,,
OH,,,,,St Joseph Inf & Mater Home,083048,00083048,St Joseph Inf & Mater Home,Hamilton,,N,,N,,,9/1/2016,9,2016,16,,16,,,421,0,0,,475,0,0,,,18.5,18.5,,,,,,,,,421,22.756756757,475,25.675675676,OH@00083048@083048,,SY16-17,,16,1,,,,,,,,,,
OH,,,,,Foxfire Center For Student Success,149328,00149328,Foxfire Center For Student Success,Muskingum,,Y,,N,,,9/1/2016,9,2016,381,,261,,,5495,0,0,,3759,0,0,,,18.5,18.5,,,,,,,,,5495,297.027027027,3759,203.189189189,OH@00149328@149328,390023304789,SY16-17,,261,1,,,,,,,,,,
OH,,,,,Ashtabula County,050815,00050823,Ashtabula County Joint,Ashtabula,,N,,N,,,9/1/2016,9,2016,562,,290,62,,4013,811,1667,,0,0,0,,,18.5,18.5,,,,,,,,,4824,260.756756757,0,0,OH@00050823@050815,390508104053,SY16-17,,352,0.626334520,,,,,,,,,,
OH,,,,,Juvenile Justice Center,070383,00070391,Lake Co Juv Justice Ctr,Lake,,N,,N,,,9/1/2016,9,2016,40,,40,,,897,0,0,,883,0,0,,,18.5,18.5,,,,,,,,,897,48.486486486,883,47.729729730,OH@00070391@070383,,SY16-17,,40,1,,,,,,,,,,
OH,,,,,Life Skills Center Of Canton,142901,00142901,Life Skills Center Of Canton,Stark,,Y,,N,,,9/1/2016,9,2016,95,,50,,,446,0,84,,368,0,69,,,18.5,18.5,,,,,,,,,446,24.108108108,368,19.891891892,OH@00142901@142901,390017504699,SY16-17,,50,0.841509434,,,,,,,,,,
OH,,,,,Chapelside Cleveland Academy,014061,00014061,Chapelside Cleveland Academy,Cuyahoga,,Y,,N,,,9/1/2016,9,2016,480,,330,,,4220,0,0,,2090,0,0,,,18.5,18.5,,,,,,,,,4220,228.108108108,2090,112.972972973,OH@00014061@014061,390152705773,SY16-17,,330,1,,,,,,,,,,
OH,,,,,St Louis,046326,00055244,Clermont Northeastern,Clermont,,N,,N,,,9/1/2016,9,2016,139,,13,1,,201,19,776,,0,0,0,,,18.5,18.5,,,,,,,,,220,11.891891892,0,0,OH@00055244@046326,,SY16-17,,14,0.100719424,,,,,,,,,,
OH,,,,,J D Willets,043661,00068973,Brunswick City Sd,Medina,,N,,N,,,9/1/2016,9,2016,633,,104,24,,1485,290,2352,,593,80,212,,,18.5,18.5,,,,,,,,,1775,95.945945946,673,36.378378378,OH@00068973@043661,,SY16-17,,128,0.202211690,,,,,,,,,,
OH,,,,,Alfred A Benesch Elementary School,043786,00000331,Cleveland City School District,Cuyahoga,,Y,,N,,,9/1/2016,9,2016,367,,299,,,5901,0,0,,3511,0,0,,,18.5,18.5,,,,,,,,,5901,318.972972973,3511,189.783783784,OH@00000331@043786,,SY16-17,,299,1,,,,,,,,,,
OH,,,,,Holy Family,054361,00054361,Holy Family,Hamilton,,Y,,N,,,9/1/2016,9,2016,213,,113,,,2892,0,514,,3025,0,538,,,18.5,18.5,,,,,,,,,2892,156.324324324,3025,163.513513514,OH@00054361@054361,,SY16-17,,113,0.849089841,,,,,,,,,,
OH,,,,,St John Lutheran,060392,00060392,St John Lutheran,Defiance,,N,,N,,,9/1/2016,9,2016,75,,22,9,,305,138,433,,139,41,82,,,18.5,18.5,,,,,,,,,443,23.945945946,180,9.729729730,OH@00060392@060392,,SY16-17,,31,0.413333333,,,,,,,,,,
OH,,,,,Indianola Alt K-8 @ Crestview Mid Sch,043802,00007682,Columbus Public Schools,Franklin,,Y,,N,,,9/1/2016,9,2016,590,,114,,,6768,0,0,,4399,0,0,,,18.5,18.5,,,,,,,,,6768,365.837837838,4399,237.783783784,OH@00007682@043802,,SY16-17,,114,1,,,,,,,,,,
OH,,,,,Kent Middle School,043489,00018804,Akron City Schools,Summit,,Y,,N,,,9/1/2016,9,2016,464,,311,,,7429,0,753,,3134,0,318,,,18.5,18.5,,,,,,,,,7429,401.567567568,3134,169.405405405,OH@00018804@043489,390434800036,SY16-17,,311,0.907968712,,,,,,,,,,
OH,,,,,Perry-Multi Co Juvenile,122325,00147090,Perry-Multi Co Juv Facility,Perry,,N,,N,,,9/1/2016,9,2016,20,,20,,,537,0,0,,516,0,0,,,18.5,18.5,,,,,,,,,537,29.027027027,516,27.891891892,OH@00147090@122325,,SY16-17,,20,1,,,,,,,,,,
OH,,,,,Columbiana County Esc,046417,00046417,Columbiana County Esc,Columbiana,,N,,N,,,9/1/2016,9,2016,23,,17,5,,275,40,11,,166,28,6,,,18.5,18.5,,,,,,,,,315,17.027027027,194,10.486486486,OH@00046417@046417,,SY16-17,,22,0.956521739,,,,,,,,,,
OH,,,,,St Clement,054957,00054957,St Clement,Hamilton,,N,,N,,,9/1/2016,9,2016,266,,145,23,,2434,284,787,,768,38,86,,,18.5,18.5,,,,,,,,,2718,146.918918919,806,43.567567568,OH@00054957@054957,,SY16-17,,168,0.631578947,,,,,,,,,,
OH,,,,,Noble Academy-Columbus,008280,00008280,Noble Academy-Columbus,Franklin,,N,,N,,,9/1/2016,9,2016,334,,258,37,,4512,600,688,,3660,512,429,,,18.5,18.5,,,,,,,,,5112,276.324324324,4172,225.513513514,OH@00008280@008280,390064505319,SY16-17,,295,0.883233533,,,,,,,,,,
OH,,,,,T2 Honors Academy,014904,00014904,T2 Honors Academy,Cuyahoga,,Y,,N,,,9/1/2016,9,2016,55,,32,,,1804,0,134,,1197,0,89,,,18.5,18.5,,,,,,,,,1804,97.513513514,1197,64.702702703,OH@00014904@014904,390156805832,SY16-17,,32,0.930856553,,,,,,,,,,
OH,,,,,Lutheran West,052589,00053207,Cleveland Lutheran Hs Assoc,Cuyahoga,,N,,N,,,9/1/2016,9,2016,437,,48,17,,725,239,2582,,0,0,0,,,18.5,18.5,,,,,,,,,964,52.108108108,0,0,OH@00053207@052589,,SY16-17,,65,0.148741419,,,,,,,,,,
OH,,,,,St Francis Xavier,044388,00060954,Medina City Sd,Medina,,N,,N,,,9/1/2016,9,2016,395,,9,3,,105,38,2010,,0,0,0,,,18.5,18.5,,,,,,,,,143,7.729729730,0,0,OH@00060954@044388,,SY16-17,,12,0.030379747,,,,,,,,,,
OH,,,,,St John The Baptist,055137,00055137,St John The Baptist,Hamilton,,N,,N,,,9/1/2016,9,2016,407,,11,11,,108,135,2983,,0,0,0,,,18.5,18.5,,,,,,,,,243,13.135135135,0,0,OH@00055137@055137,,SY16-17,,22,0.054054054,,,,,,,,,,
OH,,,,,Hopewell-Coshocton Mr,065227,00121111,Coshocton County Joint,Coshocton,,N,,N,,,9/1/2016,9,2016,66,,24,9,,300,98,66,,0,0,0,,,18.5,18.5,,,,,,,,,398,21.513513514,0,0,OH@00121111@065227,,SY16-17,,33,0.5,,,,,,,,,,
OH,,,,,St Helen,057448,00057448,St Helen,Geauga,,N,,N,,,9/1/2016,9,2016,164,,20,6,,321,99,849,,0,0,0,,,18.5,18.5,,,,,,,,,420,22.702702703,0,0,OH@00057448@057448,,SY16-17,,26,0.158536585,,,,,,,,,,
OH,,,,,Windfall School,066134,00068718,Medina County Board Of Dd,Medina,,N,,N,,,9/1/2016,9,2016,56,,18,2,,234,27,83,,280,31,37,,,18.5,18.5,,,,,,,,,261,14.108108108,311,16.810810811,OH@00068718@066134,,SY16-17,,20,0.357142857,,,,,,,,,,
OH,,,,,"Graham School, The",133421,00133421,"Graham School, The",Franklin,,N,,N,,,9/1/2016,9,2016,258,,119,21,,1302,148,197,,823,103,237,,,18.5,18.5,,,,,,,,,1450,78.378378378,926,50.054054054,OH@00133421@133421,390008003428,SY16-17,,140,0.542635659,,,,,,,,,,
OH,,,,,St Francis Seraph,055012,00055012,St Francis Seraph,Hamilton,,Y,,N,,,9/1/2016,9,2016,154,,106,,,3157,0,0,,2597,0,0,,,18.5,18.5,,,,,,,,,3157,170.648648649,2597,140.378378378,OH@00055012@055012,,SY16-17,,106,1,,,,,,,,,,
OH,,,,,R G Drage Career Technical Ctr,062026,00062034,Stark County Area,Stark,,N,,N,,,9/1/2016,9,2016,628,,224,68,,3239,935,3146,,1060,153,305,,,18.5,18.5,,,,,,,,,4174,225.621621622,1213,65.567567568,OH@00062034@062026,390620204116,SY16-17,,292,0.464968153,,,,,,,,,,
OH,,,,,St Paul Lutheran,060509,00060509,St Paul Lutheran,Cuyahoga,,N,,N,,,9/1/2016,9,2016,146,,14,3,,158,19,1100,,0,0,0,,,18.5,18.5,,,,,,,,,177,9.567567568,0,0,OH@00060509@060509,,SY16-17,,17,0.116438356,,,,,,,,,,
OH,,,,,Pep Prentiss,046532,00136002,Educational Service Center-Cuyahoga,Cuyahoga,,Y,,N,,,9/1/2016,9,2016,83,,37,,,1164,0,74,,1099,0,70,,,18.5,18.5,,,,,,,,,1164,62.918918919,1099,59.405405405,OH@00136002@046532,,SY16-17,,37,0.940226171,,,,,,,,,,
OH,,,,,Wildwood Environmental High School,000222,20000222,Wildwood Environmental Academy,Lucas,,N,,N,,,9/1/2016,9,2016,220,,126,18,,1504,144,363,,564,63,91,,,18.5,18.5,,,,,,,,,1648,89.081081081,627,33.891891892,OH@20000222@000222,,SY16-17,,144,0.654545455,,,,,,,,,,
OH,,,,,Middlebury Academy,134213,00134213,Middlebury Academy,Summit,,Y,,N,,,9/1/2016,9,2016,252,,192,,,4028,0,0,,3196,0,0,,,18.5,18.5,,,,,,,,,4028,217.729729730,3196,172.756756757,OH@00134213@134213,390002701572,SY16-17,,192,1,,,,,,,,,,
OH,,,,,Ohio Hi-Point,051334,00051342,Ohio Hi-Point Career Center,Logan,,N,,N,,,9/1/2016,9,2016,491,,232,40,,2166,471,2491,,827,137,188,,,18.5,18.5,,,,,,,,,2637,142.540540541,964,52.108108108,OH@00051342@051334,390513304079,SY16-17,,272,0.553971487,,,,,,,,,,
OH,,,,,L. Hollingworth School For Talented And Gifted,010205,00010205,L. Hollingworth School For Talented And Gifted,Lucas,,Y,,N,,,9/1/2016,9,2016,224,,134,,,5593,0,251,,3659,0,164,,,18.5,18.5,,,,,,,,,5593,302.324324324,3659,197.783783784,OH@00010205@010205,390133905468,SY16-17,,134,0.957049966,,,,,,,,,,
