State-Reporting,Street Address-Line 1,City,State-Physical,Zip Code,School Name,District ID,School ID,District Name,County,Street Address-Line 2,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,School Level-Original,School Type-Original
OH,1500 W Jefferson St, Springfield, Ohio, 45506,Clark Center,044818,00011711,Springfield City Sd,Clark,,Y,,N,,,9/1/2016,9,2016,402,,235,,,3163,0,0,,3406,0,0,,,18.5,18.5,,,,,,,,,3163,170.972972973,3406,184.108108108,OH@00011711@044818,390448105635,SY16-17,,235,1,Primary,Public,,,,,,,Elementary School,Public School
OH,1100 Broad Ave, Findlay, Ohio, 45840,Washington Preschool,043984,00014260,Findlay City Sd,Hancock,,N,,N,,,9/1/2016,9,2016,221,,67,11,,571,97,32,,0,0,0,,,18.5,18.5,,,,,,,,,668,36.108108108,0,0,OH@00014260@043984,391000005803,SY16-17,,78,0.352941176,Other,Public,,,,,,,Ungraded,Public School
OH,16200 Burrows Rd, Thompson, Ohio, 44086,Ledgemont Elementary,047167,00015327,Berkshire Local Sd,Geauga,,N,,N,,,9/1/2016,9,2016,212,,53,19,,822,218,778,,392,63,133,,,18.5,18.5,,,,,,,,,1040,56.216216216,455,24.594594595,OH@00015327@047167,390471605861,SY16-17,,72,0.339622642,Primary,Public,,,,,,,Elementary School,Public School
OH,4447 Hoover Ave, Dayton, Ohio, 45417,Thurgood Marshall High School,043844,00006841,Dayton City Sd,Montgomery,,Y,,N,,,9/1/2016,9,2016,563,,407,,,8178,0,0,,5118,0,0,,,18.5,18.5,,,,,,,,,8178,442.054054054,5118,276.648648649,OH@00006841@043844,390438400782,SY16-17,,407,1,High,Public,,,,,,,High School,Public School
OH,7569 N Elyria Rd, West Salem, Ohio, 44287,Northwestern Middle School,050575,00007195,Northwestern Local Sd,Wayne,,N,,N,,,9/1/2016,9,2016,348,,110,38,,1543,474,1793,,618,138,143,,,18.5,18.5,,,,,,,,,2017,109.027027027,756,40.864864865,OH@00007195@050575,391003303992,SY16-17,,148,0.425287356,Middle,Public,,,,,,,Middle School,Public School
OH,1320 Duxberry Ave, Columbus, Ohio, 43211,Linden-Mckinley On Arcadia,043802,00021030,Columbus Public Schools,Franklin,,Y,,N,,,9/1/2016,9,2016,619,,505,,,8830,0,0,,5309,0,0,,,18.5,18.5,,,,,,,,,8830,477.297297297,5309,286.972972973,OH@00021030@043802,390438000672,SY16-17,,505,1,High,Public,,,,,,,High School,Public School
OH,6826 Retton Rd, Reynoldsburg, Ohio, 43068,Herbert Mills Elementary School,047001,00024893,Reynoldsburg City Sd,Franklin,,N,,N,,,9/1/2016,9,2016,343,,187,46,,3397,796,1327,,3132,611,829,,,18.5,18.5,,,,,,,,,4193,226.648648649,3743,202.324324324,OH@00024893@047001,390470002738,SY16-17,,233,0.679300292,Primary,Public,,,,,,,Elementary School,Public School
OH,7473 N Elyria Rd, West Salem, Ohio, 44287,Northwestern High School,050575,00027888,Northwestern Local Sd,Wayne,,N,,N,,,9/1/2016,9,2016,401,,124,50,,1362,556,2268,,404,66,71,,,18.5,18.5,,,,,,,,,1918,103.675675676,470,25.405405405,OH@00027888@050575,391003303993,SY16-17,,174,0.433915212,High,Public,,,,,,,High School,Public School
OH,701 E Home Rd, Springfield, Ohio, 45503,Springfield High School,044818,00035527,Springfield City Sd,Clark,,Y,,N,,,9/1/2016,9,2016,1744,,895,,,26223,0,0,,10069,0,0,,,18.5,18.5,,,,,,,,,26223,1417.459459459,10069,544.270270270,OH@00035527@044818,390448101701,SY16-17,,895,1,High,Public,,,,,,,High School,Public School
OH,1900 Harshman Rd, Dayton, Ohio, 45424,Stebbins High School,048702,00035956,Mad River,Montgomery,,N,,N,,,9/1/2016,9,2016,1225,,559,149,,8306,2291,5195,,1785,519,660,,,18.5,18.5,,,,,,,,,10597,572.810810811,2304,124.540540541,OH@00035956@048702,390487003364,SY16-17,,708,0.577959184,High,Public,,,,,,,High School,Public School
OH,11751 State Route 503, West Elkton, Ohio, 45070,West Elkton Elementary School,049288,00038620,Preble Shawnee Board Of Education Offices,Preble,,N,,N,,,9/1/2016,9,2016,325,,144,27,,2042,347,896,,1811,332,1385,,,18.5,18.5,,,,,,,,,2389,129.135135135,2143,115.837837838,OH@00038620@049288,390492803551,SY16-17,,171,0.526153846,Primary,Public,,,,,,,Elementary School,Public School
OH,179 S Powell Ave, Columbus, Ohio, 43204,West High School,043802,00040527,Columbus Public Schools,Franklin,,Y,,N,,,9/1/2016,9,2016,779,,569,,,7500,0,0,,4298,0,0,,,18.5,18.5,,,,,,,,,7500,405.405405405,4298,232.324324324,OH@00040527@043802,390438000733,SY16-17,,569,1,High,Public,,,,,,,High School,Public School
OH,1801 Harshman Rd, Dayton, Ohio, 45424,Mad River Middle School,048702,00043398,Mad River,Montgomery,,N,,N,,,9/1/2016,9,2016,580,,296,69,,4225,932,1935,,877,290,912,,,18.5,18.5,,,,,,,,,5157,278.756756757,1167,63.081081081,OH@00043398@048702,390487003363,SY16-17,,365,0.629310345,Middle,Public,,,,,,,Middle School,Public School
OH,2680 Stoney Ridge Rd, Avon, Ohio, 44011,St Mary Immaculate Conception,052522,00057141,Cleveland Catholic Diocese,Lorain,,N,,N,,,9/1/2016,9,2016,206,,6,,,90,0,687,,0,0,0,,,18.5,18.5,,,,,,,,,90,4.864864865,0,0,OH@00057141@052522,,SY16-17,,6,0.029126214,Primary,Nonpublic,,,,,,,Elementary School,Nonpublic School
OH,923 Pearl Rd, Brunswick, Ohio, 44212,St Ambrose,052522,00057208,Cleveland Catholic Diocese,Medina,,N,,N,,,9/1/2016,9,2016,488,,9,11,,146,163,1777,,0,0,0,,,18.5,18.5,,,,,,,,,309,16.702702703,0,0,OH@00057208@052522,,SY16-17,,20,0.040983607,Primary,Nonpublic,,,,,,,Elementary School,Nonpublic School
OH,401 North St, Chardon, Ohio, 44024,St Mary,052522,00057224,Cleveland Catholic Diocese,Geauga,,N,,N,,,9/1/2016,9,2016,173,,5,,,64,0,894,,0,0,0,,,18.5,18.5,,,,,,,,,64,3.459459459,0,0,OH@00057224@052522,,SY16-17,,5,0.028901734,Primary,Nonpublic,,,,,,,Elementary School,Nonpublic School
OH,9935 Johnnycake Ridge Rd, Mentor, Ohio, 44060,St Gabriel,052522,00057422,Cleveland Catholic Diocese,Lake,,N,,N,,,9/1/2016,9,2016,653,,22,9,,215,84,3323,,0,0,0,,,18.5,18.5,,,,,,,,,299,16.162162162,0,0,OH@00057422@052522,,SY16-17,,31,0.047473201,Primary,Nonpublic,,,,,,,Elementary School,Nonpublic School
OH,29840 Euclid Ave, Wickliffe, Ohio, 44092,Mater Dei Academy,052522,00057539,Cleveland Catholic Diocese,Lake,,N,,N,,,9/1/2016,9,2016,477,,39,18,,477,257,1270,,0,0,0,,,18.5,18.5,,,,,,,,,734,39.675675676,0,0,OH@00057539@052522,,SY16-17,,57,0.119496855,Primary,Nonpublic,,,,,,,Elementary School,Nonpublic School
OH,352 Elmdale Ave, Akron, Ohio, 44320,St Sebastian,052522,00060962,Cleveland Catholic Diocese,Summit,,N,,N,,,9/1/2016,9,2016,367,,18,8,,228,117,1573,,0,0,0,,,18.5,18.5,,,,,,,,,345,18.648648649,0,0,OH@00060962@052522,,SY16-17,,26,0.070844687,Primary,Nonpublic,,,,,,,Elementary School,Nonpublic School
OH,2300 Baldwin Pl, Reynoldsburg, Ohio, 43068,Reynoldsburg Junior High School,047001,00066738,Reynoldsburg City Sd,Franklin,,N,,N,,,9/1/2016,9,2016,620,,218,49,,3929,789,4405,,1543,323,587,,,18.5,18.5,,,,,,,,,4718,255.027027027,1866,100.864864865,OH@00066738@047001,390470002740,SY16-17,,267,0.430645161,Middle,Public,,,,,,,Junior High School,Public School
OH,1106 E High St, Springfield, Ohio, 45505,Nightingale Montessori Inc,112490,00112490,Nightingale Montessori Inc,Clark,,N,,N,,,9/1/2016,9,2016,143,,59,10,,563,103,395,,457,144,389,,,18.5,18.5,,,,,,,,,666,36,601,32.486486486,OH@00112490@112490,,SY16-17,,69,0.482517483,Primary,Nonpublic,,,,,,,Elementary School,Nonpublic School
OH,130 Hill Rd S, Pickerington, Ohio, 43147,Pickerington Ridgeview Junior High School,046896,00112581,Pickerington Local Sd,Fairfield,,N,,N,,,9/1/2016,9,2016,911,,185,41,,3115,602,8799,,1489,192,748,,,18.5,18.5,,,,,,,,,3717,200.918918919,1681,90.864864865,OH@00112581@046896,390468900171,SY16-17,,226,0.248079034,Middle,Public,,,,,,,Junior High School,Public School
OH,7155 Parkview Dr, Canal Winchester, Ohio, 43110,Canal Winchester Middle School,046946,00118158,Canal Winchester,Franklin,,N,,N,,,9/1/2016,9,2016,953,,244,42,,3944,627,6158,,2021,183,482,,,18.5,18.5,,,,,,,,,4571,247.081081081,2204,119.135135135,OH@00118158@046946,390469400307,SY16-17,,286,0.300104932,Middle,Public,,,,,,,Middle School,Public School
OH,319 W Market St, Lima, Ohio, 45801,Golden Bridge Academy,132399,00132399,Golden Bridge Academy,Allen,,N,,N,,,9/1/2016,9,2016,135,,93,10,,1417,125,93,,0,0,0,,,18.5,18.5,,,,,,,,,1542,83.351351351,0,0,OH@00132399@132399,,SY16-17,,103,0.762962963,Primary,Nonpublic,,,,,,,Elementary School,Nonpublic School
OH,246 Bonham Rd, Cincinnati, Ohio, 45215,Hillcrest Training School,132506,00132506,Hillcrest Training School,Hamilton,,N,,N,,,9/1/2016,9,2016,80,,80,,,1206,0,0,,1211,0,0,,,18.5,18.5,,,,,,,,,1206,65.189189189,1211,65.459459459,OH@00132506@132506,,SY16-17,,80,1,High,Nonpublic,,,,,,,High School,Nonpublic School
OH,2264 Walnut Creek Pike, Circleville, Ohio, 43113,New Hope Christian School,134528,00134528,New Hope Christian School,Pickaway,,N,,N,,,9/1/2016,9,2016,238,,38,,,496,0,1361,,0,0,0,,,18.5,18.5,,,,,,,,,496,26.810810811,0,0,OH@00134528@134528,,SY16-17,,38,0.159663866,High,Nonpublic,,,,,,,High School,Nonpublic School
OH,7334 N Elyria Rd, West Salem, Ohio, 44287,Northwestern Elementary School,050575,00152116,Northwestern Local Sd,Wayne,,N,,N,,,9/1/2016,9,2016,638,,226,53,,3447,696,3253,,1862,309,465,,,18.5,18.5,,,,,,,,,4143,223.945945946,2171,117.351351351,OH@00152116@050575,391003304665,SY16-17,,279,0.437304075,Primary,Public,,,,,,,Elementary School,Public School
OH,601 Erieside Ave, Cleveland, Ohio, 44114,Mc2 Stem @ Nela Park,043786,00010200,Cleveland City School District,Cuyahoga,,Y,,N,,,9/1/2016,9,2016,106,,55,,,698,0,0,,398,0,0,,,18.5,18.5,,,,,,,,,698,37.729729730,398,21.513513514,OH@00010200@043786,390437805476,SY16-17,,55,1,High,Public,,,,,,,High School,Public School
OH,1724 Woodman Dr, Kettering, Ohio, 45420,Dayton Regional Stem School,011506,00011506,Dayton Regional Stem School,Montgomery,,N,,N,,,9/1/2016,9,2016,643,,84,47,,1071,604,2635,,0,0,0,,,18.5,18.5,,,,,,,,,1675,90.540540541,0,0,OH@00011506@011506,390137405564,SY16-17,,131,0.203732504,High,Other,,,,,,,High School,STEM
OH,199 S Broadway St, Akron, Ohio, 44308,"National Inventors Hall Of Fame Sch, Center For Stem",043489,00011532,Akron City Schools,Summit,,Y,,N,,,9/1/2016,9,2016,377,,83,,,5236,0,531,,2500,0,253,,,18.5,18.5,,,,,,,,,5236,283.027027027,2500,135.135135135,OH@00011532@043489,390434805555,SY16-17,,83,0.907924397,Middle,Public,,,,,,,Middle School,Public School
OH,928 W Market St Ste B, Tiffin, Ohio, 44883,North Central Academy,123257,00012054,North Central Ohio,Seneca,,N,,N,,,9/1/2016,9,2016,124,,66,11,,584,77,101,,0,0,0,,,18.5,18.5,,,,,,,,,661,35.729729730,0,0,OH@00012054@123257,,SY16-17,,77,0.620967742,High,Charter,,,,,,,High School,Community School
OH,8579 Summit Rd, Reynoldsburg, Ohio, 43068,Summit Campus,047001,00012094,Reynoldsburg City Sd,Franklin,,N,,N,,,9/1/2016,9,2016,1215,,438,92,,6775,1393,5944,,2637,265,762,,,18.5,18.5,,,,,,,,,8168,441.513513514,2902,156.864864865,OH@00012094@047001,390470005566,SY16-17,,530,0.436213992,High,Public,,,,,,,High School,Public School
OH,1929 Kenny Rd, Columbus, Ohio, 43210,Metro Early College High School,012391,00012391,Metro Early College High School,Franklin,,N,,N,,,9/1/2016,9,2016,685,,159,34,,1388,58,558,,695,38,158,,,18.5,18.5,,,,,,,,,1446,78.162162162,733,39.621621622,OH@00012391@012391,390149005710,SY16-17,,193,0.281751825,High,Other,,,,,,,High School,STEM
OH,8591 Summit Rd, Reynoldsburg, Ohio, 43068,Summit Elementary,047001,00012560,Reynoldsburg City Sd,Franklin,,N,,N,,,9/1/2016,9,2016,400,,109,31,,1865,529,2852,,1617,382,1639,,,18.5,18.5,,,,,,,,,2394,129.405405405,1999,108.054054054,OH@00012560@047001,390470005654,SY16-17,,140,0.35,Primary,Public,,,,,,,Elementary School,Public School
OH,123 S Forge St, Akron, Ohio, 44308,Akron Stem High School,043489,00013231,Akron City Schools,Summit,,Y,,N,,,9/1/2016,9,2016,312,,62,,,3341,0,338,,2157,0,218,,,18.5,18.5,,,,,,,,,3341,180.594594595,2157,116.594594595,OH@00013231@043489,390434805731,SY16-17,,62,0.908127208,High,Public,,,,,,,High School,Public School
OH,300 Broadway, Lorain, Ohio, 44052,Spectrum Resource Center And School,014110,00014110,Spectrum Resource Center And School,Lorain,,N,,N,,,9/1/2016,9,2016,160,,84,21,,1312,166,284,,0,0,0,,,18.5,18.5,,,,,,,,,1478,79.891891892,0,0,OH@00014110@014110,,SY16-17,,105,0.65625,Primary,Nonpublic,,,,,,,Elementary School,Nonpublic School
OH,4211 State Route 44, Rootstown, Ohio, 44272,Bio-Med Science Academy Stem School,014231,00014231,Bio-Med Science Academy Stem School,Portage,,N,,N,,,9/1/2016,9,2016,346,,31,14,,299,145,2025,,0,0,0,,,18.5,18.5,,,,,,,,,444,24,0,0,OH@00014231@014231,390151205794,SY16-17,,45,0.130057803,High,Other,,,,,,,High School,STEM
OH,833 N Maple St, Marysville, Ohio, 43040,Marysville Stem Early College High School,045476,00014691,Marysville Exempted Village School District,Union,,N,,N,,,9/1/2016,9,2016,397,,22,14,,311,192,2787,,188,67,157,,,18.5,18.5,,,,,,,,,503,27.189189189,255,13.783783784,OH@00014691@045476,390454705841,SY16-17,,36,0.090680101,High,Public,,,,,,,High School,Public School
OH,32500 Chardon Rd, Willoughby, Ohio, 44094,School Of Innovation,045104,00015137,Willoughby-Eastlake City Sd,Lake,,N,,N,,,9/1/2016,9,2016,300,,29,14,,375,170,1106,,147,37,264,,,18.5,18.5,,,,,,,,,545,29.459459459,184,9.945945946,OH@00015137@045104,390451005822,SY16-17,,43,0.143333333,Primary,Public,,,,,,,Elementary School,Public School
OH,1200 Nestor Dr, Mansfield, Ohio, 44906,Springmill Stem Elementary,044297,00015745,Mansfield City Sd,Richland,,N,,N,,,9/1/2016,9,2016,26,,21,1,,353,18,33,,359,6,72,,,18.5,18.5,,,,,,,,,371,20.054054054,365,19.729729730,OH@00015745@044297,,SY16-17,,22,0.846153846,Primary,Public,,,,,,,Elementary School,Public School
OH,435 Grand Ave, Ada, Ohio, 45810,Ada High School,045187,00000067,Ada Ex Vill Sd,Hardin,,N,,N,,,9/1/2016,9,2016,865,,243,61,,3764,977,4948,,1027,162,160,,,18.5,18.5,,,,,,,,,4741,256.270270270,1189,64.270270270,OH@00000067@045187,390451802113,SY16-17,,304,0.351445087,High,Public,,,,,,,High School,Public School
OH,318 Columbus Ave, Sandusky, Ohio, 44870,Sandusky Middle School,044743,00000083,Sandusky City Sd,Erie,,Y,,N,,,9/1/2016,9,2016,422,,301,,,7835,0,0,,4223,0,0,,,18.5,18.5,,,,,,,,,7835,423.513513514,4223,228.270270270,OH@00000083@044743,390447401595,SY16-17,,301,1,Middle,Public,,,,,,,Middle School,Public School
OH,7950 East St, Adamsville, Ohio, 43802,Adamsville Elementary School,048876,00000117,Tri-Valley Local Schools,Muskingum,,N,,N,,,9/1/2016,9,2016,308,,162,19,,2389,247,1390,,1563,141,389,,,18.5,18.5,,,,,,,,,2636,142.486486486,1704,92.108108108,OH@00000117@048876,390488703434,SY16-17,,181,0.587662338,Primary,Public,,,,,,,Elementary School,Public School
OH,1333 Brick School Rd, Gallipolis, Ohio, 45631,Addaville Elementary School,065680,00000141,Gallia County,Gallia,,Y,,N,,,9/1/2016,9,2016,361,,158,,,5102,0,414,,3905,0,317,,,18.5,18.5,,,,,,,,,5102,275.783783784,3905,211.081081081,OH@00000141@065680,390656804128,SY16-17,,158,0.924945613,Primary,Public,,,,,,,Elementary School,Public School
OH,243 N Mill St, Adena, Ohio, 43901,Buckeye West Elementary School,047787,00000190,Buckeye Local Schools,Jefferson,,N,,N,,,9/1/2016,9,2016,321,,174,17,,2407,143,558,,2106,186,991,,,18.5,18.5,,,,,,,,,2550,137.837837838,2292,123.891891892,OH@00000190@047787,390477802969,SY16-17,,191,0.595015576,Primary,Public,,,,,,,Elementary School,Public School
OH,18300 Woda, Cleveland, Ohio, 44122,Adlai Stevenson Elementary School,043786,00000224,Cleveland City School District,Cuyahoga,,Y,,N,,,9/1/2016,9,2016,431,,219,,,6946,0,0,,4715,0,0,,,18.5,18.5,,,,,,,,,6946,375.459459459,4715,254.864864865,OH@00000224@043786,390437800413,SY16-17,,219,1,Primary,Public,,,,,,,Elementary School,Public School
OH,1071 Homestead Rd, South Euclid, Ohio, 44121,Adrian Elementary School,044792,00000232,South Euclid-Lyndhurst,Cuyahoga,,N,,N,,,9/1/2016,9,2016,290,,158,23,,2295,304,837,,1751,189,451,,,18.5,18.5,,,,,,,,,2599,140.486486486,1940,104.864864865,OH@00000232@044792,390447901642,SY16-17,,181,0.624137931,Primary,Public,,,,,,,Elementary School,Public School
OH,9360 Albion Rd, North Royalton, Ohio, 44133,Albion Elementary School,044545,00000265,North Royalton,Cuyahoga,,N,,N,,,9/1/2016,9,2016,503,,55,19,,625,259,2525,,235,93,567,,,18.5,18.5,,,,,,,,,884,47.783783784,328,17.729729730,OH@00000265@044545,390445401442,SY16-17,,74,0.147117296,Primary,Public,,,,,,,Elementary School,Public School
OH,6125 School Rd, Albany, Ohio, 45710,Alexander High School,045906,00000315,Alexander Local Sd,Athens,,N,,N,,,9/1/2016,9,2016,1970,,717,127,,7823,1248,3912,,4284,543,1815,,,18.5,18.5,,,,,,,,,9071,490.324324324,4827,260.918918919,OH@00000315@045906,390459002378,SY16-17,,844,0.428426396,High,Public,,,,,,,High School,Public School
OH,2820 N Genoa Clay Center Rd, Genoa, Ohio, 43430,Genoa Elementary,048942,00000356,Genoa Area,Ottawa,,N,,N,,,9/1/2016,9,2016,648,,167,36,,2136,481,3306,,910,107,444,,,18.5,18.5,,,,,,,,,2617,141.459459459,1017,54.972972973,OH@00000356@048942,390489403458,SY16-17,,203,0.313271605,Primary,Public,,,,,,,Elementary School,Public School
OH,9105 Harding Hwy, Harrod, Ohio, 45850,Allen East High School,045757,00000364,Allen East Local Schools,Allen,,N,,N,,,9/1/2016,9,2016,1130,,383,155,,3830,1613,6658,,934,180,229,,,18.5,18.5,,,,,,,,,5443,294.216216216,1114,60.216216216,OH@00000364@045757,390457502331,SY16-17,,538,0.476106195,High,Public,,,,,,,High School,Public School
OH,174 Plyleys Ln, Chillicothe, Ohio, 45601,Allen Elementary School,043745,00000398,Chillicothe City Sd,Ross,,Y,,N,,,9/1/2016,9,2016,397,,168,,,5394,0,619,,3891,0,447,,,18.5,18.5,,,,,,,,,5394,291.567567568,3891,210.324324324,OH@00000398@043745,390437400279,SY16-17,,168,0.897056378,Primary,Public,,,,,,,Elementary School,Public School
OH,1326 Sherrick Rd SE, Canton, Ohio, 44707,Allen Elementary School,043711,00000406,Canton City Sd,Stark,,Y,,N,,,9/1/2016,9,2016,311,,280,,,5767,0,0,,5676,0,0,,,18.5,18.5,,,,,,,,,5767,311.729729730,5676,306.810810811,OH@00000406@043711,390437100236,SY16-17,,280,1,Primary,Public,,,,,,,Elementary School,Public School
OH,57710 US Highway 50, Mc Arthur, Ohio, 45651,West Elementary School,050393,00000455,Vinton County Local,Vinton,,Y,,N,,,9/1/2016,9,2016,338,,176,,,4547,0,494,,5368,0,583,,,18.5,18.5,,,,,,,,,4547,245.783783784,5368,290.162162162,OH@00000455@050393,390503903929,SY16-17,,176,0.902003571,Primary,Public,,,,,,,Elementary School,Public School
OH,400 Glamorgan St, Alliance, Ohio, 44601,Alliance High School,043497,00000463,Alliance City Sd,Stark,,Y,,N,,,9/1/2016,9,2016,841,,406,,,12600,0,1170,,3957,0,368,,,18.5,18.5,,,,,,,,,12600,681.081081081,3957,213.891891892,OH@00000463@043497,390434900064,SY16-17,,406,0.915032680,High,Public,,,,,,,High School,Public School
OH,3375 W 99th St, Cleveland, Ohio, 44102,Almira Elementary School,043786,00000489,Cleveland City School District,Cuyahoga,,Y,,N,,,9/1/2016,9,2016,500,,400,,,7877,0,0,,5435,0,0,,,18.5,18.5,,,,,,,,,7877,425.783783784,5435,293.783783784,OH@00000489@043786,390437800417,SY16-17,,400,1,Primary,Public,,,,,,,Elementary School,Public School
OH,1590 Alpine Dr, Columbus, Ohio, 43229,Alpine Elementary School,043802,00000497,Columbus Public Schools,Franklin,,Y,,N,,,9/1/2016,9,2016,524,,273,,,4743,0,0,,3195,0,0,,,18.5,18.5,,,,,,,,,4743,256.378378378,3195,172.702702703,OH@00000497@043802,390438000582,SY16-17,,273,1,Primary,Public,,,,,,,Elementary School,Public School
OH,982 Alton Rd, Galloway, Ohio, 43119,Alton Hall Elementary School,044800,00000505,South-Western City Sd,Franklin,,N,,N,,,9/1/2016,9,2016,544,,284,58,,4539,815,1552,,2477,253,480,,,18.5,18.5,,,,,,,,,5354,289.405405405,2730,147.567567568,OH@00000505@044800,390448001654,SY16-17,,342,0.628676471,Primary,Public,,,,,,,Elementary School,Public School
OH,2951 S High St, Columbus, Ohio, 43207,Columbus Scioto 6-12,043802,00000513,Columbus Public Schools,Franklin,,Y,,N,,,9/1/2016,9,2016,137,,93,,,1448,0,0,,1168,0,0,,,18.5,18.5,,,,,,,,,1448,78.270270270,1168,63.135135135,OH@00000513@043802,390438004430,SY16-17,,93,1,High,Public,,,,,,,High School,Public School
OH,1300 Oxford State Rd, Middletown, Ohio, 45044,Amanda Elementary School,044404,00000547,Middletown City Sd,Butler,,Y,,N,,,9/1/2016,9,2016,492,,376,,,7273,0,0,,7025,0,0,,,18.5,18.5,,,,,,,,,7273,393.135135135,7025,379.729729730,OH@00000547@044404,390444001317,SY16-17,,376,1,Primary,Public,,,,,,,Elementary School,Public School
OH,328 E Main St, Amanda, Ohio, 43102,Amanda-Clearcreek High School,046847,00000562,Amanda-Clearcreek Local Sd,Fairfield,,N,,N,,,9/1/2016,9,2016,1308,,358,62,,4063,682,3431,,2029,351,1922,,,18.5,18.5,,,,,,,,,4745,256.486486486,2380,128.648648649,OH@00000562@046847,390468402672,SY16-17,,420,0.321100917,High,Public,,,,,,,High School,Public School
OH,5 E Main St, Amelia, Ohio, 45102,Amelia Elementary School,046359,00000596,West Clermont,Clermont,,N,,N,,,9/1/2016,9,2016,773,,231,52,,3081,653,2752,,1798,234,543,,,18.5,18.5,,,,,,,,,3734,201.837837838,2032,109.837837838,OH@00000596@046359,390463502520,SY16-17,,283,0.366106080,Primary,Public,,,,,,,Elementary School,Public School
OH,1351 Clough Pike, Batavia, Ohio, 45103,Amelia Middle School,046359,00000612,West Clermont,Clermont,,N,,N,,,9/1/2016,9,2016,1048,,353,57,,4088,670,2458,,610,33,89,,,18.5,18.5,,,,,,,,,4758,257.189189189,643,34.756756757,OH@00000612@046359,390463502522,SY16-17,,410,0.391221374,Middle,Public,,,,,,,Middle School,Public School
OH,St. Rte. 329, Amesville, Ohio, 45711,Amesville Elementary School,045914,00000620,Federal Hocking,Athens,,Y,,N,,,9/1/2016,9,2016,353,,219,,,4310,0,555,,5574,0,717,,,18.5,18.5,,,,,,,,,4310,232.972972973,5574,301.297297297,OH@00000620@045914,390459102381,SY16-17,,219,0.885919836,Primary,Public,,,,,,,Elementary School,Public School
OH,8750 Jane St NW, Massillon, Ohio, 44646,Amherst Elementary School,049858,00000638,Jackson Local Sd,Stark,,N,,N,,,9/1/2016,9,2016,586,,145,31,,2044,478,2363,,972,118,316,,,18.5,18.5,,,,,,,,,2522,136.324324324,1090,58.918918919,OH@00000638@049858,390498503714,SY16-17,,176,0.300341297,Primary,Public,,,,,,,Elementary School,Public School
OH,4320 E Galbraith Rd, Cincinnati, Ohio, 45236,Amity Elementary School,043851,00000653,Deer Park Community,Hamilton,,N,,N,,,9/1/2016,9,2016,440,,164,32,,2112,345,1569,,1059,169,183,,,18.5,18.5,,,,,,,,,2457,132.810810811,1228,66.378378378,OH@00000653@043851,390438500833,SY16-17,,196,0.445454545,Primary,Public,,,,,,,Elementary School,Public School
OH,7560 Forest Rd, Cincinnati, Ohio, 45255,Anderson High School,047340,00000687,Forest Hills,Harrison,,N,,N,,,9/1/2016,9,2016,1218,,122,19,,1863,310,7709,,433,79,103,,,18.5,18.5,,,,,,,,,2173,117.459459459,512,27.675675676,OH@00000687@047340,390473402843,SY16-17,,141,0.115763547,High,Public,,,,,,,High School,Public School
OH,5571 State Route 6, Andover, Ohio, 44003,Pymatuning Valley Primary Elementary School,045880,00000711,Pymatuning Valley,Ashtabula,,N,,N,,,9/1/2016,9,2016,550,,311,50,,4064,473,1290,,3514,429,1121,,,18.5,18.5,,,,,,,,,4537,245.243243243,3943,213.135135135,OH@00000711@045880,390458802376,SY16-17,,361,0.656363636,Primary,Public,,,,,,,Elementary School,Public School
OH,3500 E 147th St, Cleveland, Ohio, 44120,Andrew J Rickoff Elementary School,043786,00000729,Cleveland City School District,Cuyahoga,,Y,,N,,,9/1/2016,9,2016,477,,305,,,6897,0,0,,4347,0,0,,,18.5,18.5,,,,,,,,,6897,372.810810811,4347,234.972972973,OH@00000729@043786,390437800418,SY16-17,,305,1,Primary,Public,,,,,,,Elementary School,Public School
OH,250 29th St NW, Massillon, Ohio, 44647,Massillon Junior High School,044354,00000737,Massillon City Sd,Stark,,Y,,N,,,9/1/2016,9,2016,1496,,689,,,17900,0,6688,,6724,0,2512,,,18.5,18.5,,,,,,,,,17900,967.567567568,6724,363.459459459,OH@00000737@044354,390443501276,SY16-17,,689,0.727997397,Middle,Public,,,,,,,Junior High School,Public School
