Enrollment-Reduced,Enrollment-Free,Enrollment-Total,CEP (Y/N),Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,School Type-Standardized,School Level-Standardized,FR Enrollment Percentage,FR Enrollment,Target Area,School Year,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,Enrollment-Free and Reduced,Enrollment-Paid,Claim Year,Claim Month,Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),School Level-Original,Street Address-Line 2,Street Address-Line 1,Zip Code,City,State-Physical,School Name,School ID,District Name,District ID,Claim Date,State-Reporting,County,School Type-Original,Operating Days-Lunch Only,Lunch Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,Operating Days-Breakfast Only,Breakfast Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,NCES ID,ISP
43,92,419,N,,,,,,,Public,,0.322195704,135,,SY17-18,SC@034@0801,12,36,28,84,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Marrington Middle,034,Berkeley County,0801,6/1/2018,SC,Berkeley County,Public,3,106,71,13,3,20,29,7,450117001158,0.0771
78,322,812,N,,,,,,,Public,,0.492610837,400,,SY17-18,SC@053@0801,131.9,1319,269,2690,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Nexton Elementary School,053,Berkeley County,0801,8/1/2017,SC,Berkeley County,Public,10,1680,2230,460,10,572,1139,180,450117001658,0.2452
88,316,818,N,,,,,,,Public,,0.493887531,404,,SY17-18,SC@053@0801,167.470588235,2847,300.588235294,5110,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Nexton Elementary School,053,Berkeley County,0801,9/1/2017,SC,Berkeley County,Public,17,3087,4084,1026,17,999,2405,442,450117001658,0.2452
65,281,817,N,,,,,,,Public,,0.423500612,346,,SY17-18,SC@053@0801,166.272727273,3658,278.409090909,6125,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Nexton Elementary School,053,Berkeley County,0801,10/1/2017,SC,Berkeley County,Public,22,4981,5058,1067,22,1614,3165,493,450117001658,0.2452
66,301,828,N,,,,,,,Public,,0.443236715,367,,SY17-18,SC@053@0801,180.894736842,3437,296.315789474,5630,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Nexton Elementary School,053,Berkeley County,0801,11/1/2017,SC,Berkeley County,Public,19,4269,4661,969,19,1288,2973,464,450117001658,0.2452
68,306,829,N,,,,,,,Public,,0.451145959,374,,SY17-18,SC@053@0801,179.466666667,2692,305.066666667,4576,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Nexton Elementary School,053,Berkeley County,0801,12/1/2017,SC,Berkeley County,Public,15,3325,3780,796,15,956,2326,366,450117001658,0.2452
70,304,836,N,,,,,,,Public,,0.447368421,374,,SY17-18,SC@053@0801,180.466666667,2707,305.6,4584,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Nexton Elementary School,053,Berkeley County,0801,1/1/2018,SC,Berkeley County,Public,15,3346,3796,788,15,900,2356,351,450117001658,0.2452
69,313,836,N,,,,,,,Public,,0.456937799,382,,SY17-18,SC@053@0801,168.5,3033,312.111111111,5618,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Nexton Elementary School,053,Berkeley County,0801,2/1/2018,SC,Berkeley County,Public,18,4081,4658,960,18,1121,2670,363,450117001658,0.2452
71,316,837,N,,,,,,,Public,,0.462365591,387,,SY17-18,SC@053@0801,174.090909091,3830,313.272727273,6892,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Nexton Elementary School,053,Berkeley County,0801,3/1/2018,SC,Berkeley County,Public,22,5112,5727,1165,22,1551,3308,522,450117001658,0.2452
70,342,842,N,,,,,,,Public,,0.489311164,412,,SY17-18,SC@053@0801,186.1875,2979,330.75,5292,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Nexton Elementary School,053,Berkeley County,0801,4/1/2018,SC,Berkeley County,Public,16,3536,4443,849,16,1056,2609,370,450117001658,0.2452
69,344,841,N,,,,,,,Public,,0.491082045,413,,SY17-18,SC@053@0801,197.772727273,4351,329.227272727,7243,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Nexton Elementary School,053,Berkeley County,0801,5/1/2018,SC,Berkeley County,Public,22,4813,6067,1176,22,1706,3839,512,450117001658,0.2452
69,339,841,N,,,,,,,Public,,0.485136742,408,,SY17-18,SC@053@0801,140,420,262.666666667,788,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Nexton Elementary School,053,Berkeley County,0801,6/1/2018,SC,Berkeley County,Public,3,593,652,136,3,150,355,65,450117001658,0.2452
23,207,615,N,,,,,,,Public,,0.373983740,230,,SY17-18,SC@054@0801,83.9,839,180.6,1806,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Philip Simmons Elementary,054,Berkeley County,0801,8/1/2017,SC,Berkeley County,Public,10,1618,1672,134,10,535,810,29,450117001671,0.2613
25,220,621,N,,,,,,,Public,,0.394524960,245,,SY17-18,SC@054@0801,116.941176471,1988,200.058823529,3401,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Philip Simmons Elementary,054,Berkeley County,0801,9/1/2017,SC,Berkeley County,Public,17,2836,3072,329,17,845,1865,123,450117001671,0.2613
27,198,621,N,,,,,,,Public,,0.362318841,225,,SY17-18,SC@054@0801,119.636363636,2632,187.227272727,4119,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Philip Simmons Elementary,054,Berkeley County,0801,10/1/2017,SC,Berkeley County,Public,22,4200,3678,441,22,1301,2384,248,450117001671,0.2613
30,190,613,N,,,,,,,Public,,0.358890701,220,,SY17-18,SC@054@0801,124.947368421,2374,188.263157895,3577,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Philip Simmons Elementary,054,Berkeley County,0801,11/1/2017,SC,Berkeley County,Public,19,3694,3154,423,19,1194,2144,230,450117001671,0.2613
29,194,620,N,,,,,,,Public,,0.359677419,223,,SY17-18,SC@054@0801,122.733333333,1841,184.466666667,2767,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Philip Simmons Elementary,054,Berkeley County,0801,12/1/2017,SC,Berkeley County,Public,15,2948,2445,322,15,899,1671,170,450117001671,0.2613
29,196,617,N,,,,,,,Public,,0.364667747,225,,SY17-18,SC@054@0801,126.133333333,1892,191.866666667,2878,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Philip Simmons Elementary,054,Berkeley County,0801,1/1/2018,SC,Berkeley County,Public,15,2900,2566,312,15,943,1711,181,450117001671,0.2613
29,197,615,N,,,,,,,Public,,0.367479675,226,,SY17-18,SC@054@0801,133.722222222,2407,194.166666667,3495,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Philip Simmons Elementary,054,Berkeley County,0801,2/1/2018,SC,Berkeley County,Public,18,3383,3131,364,18,1244,2167,240,450117001671,0.2613
28,203,621,N,,,,,,,Public,,0.371980676,231,,SY17-18,SC@054@0801,133.136363636,2929,195.318181818,4297,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Philip Simmons Elementary,054,Berkeley County,0801,3/1/2018,SC,Berkeley County,Public,22,4339,3831,466,22,1500,2660,269,450117001671,0.2613
27,225,630,N,,,,,,,Public,,0.4,252,,SY17-18,SC@054@0801,141.5625,2265,206.9375,3311,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Philip Simmons Elementary,054,Berkeley County,0801,4/1/2018,SC,Berkeley County,Public,16,3009,3043,268,16,992,2076,189,450117001671,0.2613
22,222,628,N,,,,,,,Public,,0.388535032,244,,SY17-18,SC@054@0801,144.590909091,3181,202.727272727,4460,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Philip Simmons Elementary,054,Berkeley County,0801,5/1/2018,SC,Berkeley County,Public,22,4097,4084,376,22,1507,2936,245,450117001671,0.2613
22,222,628,N,,,,,,,Public,,0.388535032,244,,SY17-18,SC@054@0801,105.333333333,316,156.666666667,470,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Philip Simmons Elementary,054,Berkeley County,0801,6/1/2018,SC,Berkeley County,Public,3,486,428,42,3,171,295,21,450117001671,0.2613
8,89,216,N,,,,,,,Public,,0.449074074,97,,SY17-18,SC@056@0801,35.8,358,71.1,711,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Philip Simmons High School,056,Berkeley County,0801,8/1/2017,SC,Berkeley County,Public,10,589,652,59,10,82,324,34,,
11,89,217,N,,,,,,,Public,,0.460829493,100,,SY17-18,SC@056@0801,48.764705882,829,74.647058824,1269,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Philip Simmons High School,056,Berkeley County,0801,9/1/2017,SC,Berkeley County,Public,17,980,1140,129,17,124,751,78,,
12,77,217,N,,,,,,,Public,,0.410138249,89,,SY17-18,SC@056@0801,50.136363636,1103,71.727272727,1578,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Philip Simmons High School,056,Berkeley County,0801,10/1/2017,SC,Berkeley County,Public,22,1388,1396,182,22,384,1005,98,,
11,80,219,N,,,,,,,Public,,0.415525114,91,,SY17-18,SC@056@0801,51.263157895,974,71.421052632,1357,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Philip Simmons High School,056,Berkeley County,0801,11/1/2017,SC,Berkeley County,Public,19,1228,1207,150,19,355,896,78,,
11,81,218,N,,,,,,,Public,,0.422018349,92,,SY17-18,SC@056@0801,54.133333333,812,71.066666667,1066,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Philip Simmons High School,056,Berkeley County,0801,12/1/2017,SC,Berkeley County,Public,15,917,948,118,15,292,747,65,,
12,80,223,N,,,,,,,Public,,0.412556054,92,,SY17-18,SC@056@0801,54.2,813,75.533333333,1133,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Philip Simmons High School,056,Berkeley County,0801,1/1/2018,SC,Berkeley County,Public,15,835,1002,131,15,256,749,64,,
13,82,226,N,,,,,,,Public,,0.420353982,95,,SY17-18,SC@056@0801,53.722222222,967,76.166666667,1371,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Philip Simmons High School,056,Berkeley County,0801,2/1/2018,SC,Berkeley County,Public,18,1107,1182,189,18,350,894,73,,
14,83,228,N,,,,,,,Public,,0.425438596,97,,SY17-18,SC@056@0801,53.090909091,1168,76.772727273,1689,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Philip Simmons High School,056,Berkeley County,0801,3/1/2018,SC,Berkeley County,Public,22,1304,1450,239,22,450,1051,117,,
14,90,228,N,,,,,,,Public,,0.456140351,104,,SY17-18,SC@056@0801,58.25,932,78.4375,1255,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Philip Simmons High School,056,Berkeley County,0801,4/1/2018,SC,Berkeley County,Public,16,906,1117,138,16,294,857,75,,
11,90,228,N,,,,,,,Public,,0.442982456,101,,SY17-18,SC@056@0801,61,1342,80.272727273,1766,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Philip Simmons High School,056,Berkeley County,0801,5/1/2018,SC,Berkeley County,Public,22,1316,1572,194,22,385,1220,122,,
11,90,228,N,,,,,,,Public,,0.442982456,101,,SY17-18,SC@056@0801,55.333333333,166,67.333333333,202,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Philip Simmons High School,056,Berkeley County,0801,6/1/2018,SC,Berkeley County,Public,3,132,179,23,3,47,149,17,,
136,774,1345,N,,,,,,,Public,,0.676579926,910,,SY17-18,SC@023@0801,310.6,3106,636.9,6369,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Sangaree Elementary & Inter,023,Berkeley County,0801,8/1/2017,SC,Berkeley County,Public,10,1752,5737,632,10,453,2877,229,450117001209,0.3634
155,805,1351,N,,,,,,,Public,,0.710584752,960,,SY17-18,SC@023@0801,362.294117647,6159,709.882352941,12068,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Sangaree Elementary & Inter,023,Berkeley County,0801,9/1/2017,SC,Berkeley County,Public,17,2998,10432,1636,17,777,5485,674,450117001209,0.3634
147,741,1353,N,,,,,,,Public,,0.656319290,888,,SY17-18,SC@023@0801,381,8382,700.909090909,15420,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Sangaree Elementary & Inter,023,Berkeley County,0801,10/1/2017,SC,Berkeley County,Public,22,4801,13126,2294,22,1313,7369,1013,450117001209,0.3634
144,736,1347,N,,,,,,,Public,,0.653303638,880,,SY17-18,SC@023@0801,382.421052632,7266,695.263157895,13210,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Sangaree Elementary & Inter,023,Berkeley County,0801,11/1/2017,SC,Berkeley County,Public,19,4169,11228,1982,19,1234,6433,833,450117001209,0.3634
138,734,1345,N,,,,,,,Public,,0.648327138,872,,SY17-18,SC@023@0801,369.266666667,5539,705.666666667,10585,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Sangaree Elementary & Inter,023,Berkeley County,0801,12/1/2017,SC,Berkeley County,Public,15,3427,9003,1582,15,925,4898,641,450117001209,0.3634
147,729,1346,N,,,,,,,Public,,0.650817236,876,,SY17-18,SC@023@0801,366.8,5502,701.333333333,10520,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Sangaree Elementary & Inter,023,Berkeley County,0801,1/1/2018,SC,Berkeley County,Public,15,3404,8939,1581,15,949,4833,669,450117001209,0.3634
148,736,1352,N,,,,,,,Public,,0.653846154,884,,SY17-18,SC@023@0801,383.666666667,6906,713.222222222,12838,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Sangaree Elementary & Inter,023,Berkeley County,0801,2/1/2018,SC,Berkeley County,Public,18,4050,10872,1966,18,1193,6033,873,450117001209,0.3634
149,736,1356,N,,,,,,,Public,,0.652654867,885,,SY17-18,SC@023@0801,384.590909091,8461,697.772727273,15351,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Sangaree Elementary & Inter,023,Berkeley County,0801,3/1/2018,SC,Berkeley County,Public,22,5130,12973,2378,22,1507,7396,1065,450117001209,0.3634
149,780,1347,N,,,,,,,Public,,0.689680772,929,,SY17-18,SC@023@0801,392.9375,6287,722.375,11558,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Sangaree Elementary & Inter,023,Berkeley County,0801,4/1/2018,SC,Berkeley County,Public,16,3488,9984,1574,16,1041,5566,721,450117001209,0.3634
134,779,1348,N,,,,,,,Public,,0.677299703,913,,SY17-18,SC@023@0801,390.545454545,8592,725.409090909,15959,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Sangaree Elementary & Inter,023,Berkeley County,0801,5/1/2018,SC,Berkeley County,Public,22,4771,13789,2170,22,1430,7637,955,450117001209,0.3634
134,770,1348,N,,,,,,,Public,,0.670623145,904,,SY17-18,SC@023@0801,269.333333333,808,589,1767,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Sangaree Elementary & Inter,023,Berkeley County,0801,6/1/2018,SC,Berkeley County,Public,3,569,1526,241,3,127,723,85,450117001209,0.3634
83,426,743,N,,,,,,,Public,,0.685060565,509,,SY17-18,SC@047@0801,116.1,1161,409.5,4095,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Sangaree Middle,047,Berkeley County,0801,8/1/2017,SC,Berkeley County,Public,10,1551,3478,617,10,109,1045,116,450117001166,0.2763
93,411,747,N,,,,,,,Public,,0.674698795,504,,SY17-18,SC@047@0801,146.647058824,2493,413.941176471,7037,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Sangaree Middle,047,Berkeley County,0801,9/1/2017,SC,Berkeley County,Public,17,2611,5837,1200,17,272,2151,342,450117001166,0.2763
83,370,746,N,,,,,,,Public,,0.607238606,453,,SY17-18,SC@047@0801,141.590909091,3115,385.227272727,8475,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Sangaree Middle,047,Berkeley County,0801,10/1/2017,SC,Berkeley County,Public,22,4276,7007,1468,22,600,2614,501,450117001166,0.2763
83,363,746,N,,,,,,,Public,,0.597855228,446,,SY17-18,SC@047@0801,135.684210526,2578,384.157894737,7299,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Sangaree Middle,047,Berkeley County,0801,11/1/2017,SC,Berkeley County,Public,19,3611,5991,1308,19,447,2218,360,450117001166,0.2763
85,365,747,N,,,,,,,Public,,0.602409639,450,,SY17-18,SC@047@0801,125.466666667,1882,377.733333333,5666,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Sangaree Middle,047,Berkeley County,0801,12/1/2017,SC,Berkeley County,Public,15,2791,4666,1000,15,359,1623,259,450117001166,0.2763
82,370,748,N,,,,,,,Public,,0.604278075,452,,SY17-18,SC@047@0801,118,1770,376.866666667,5653,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Sangaree Middle,047,Berkeley County,0801,1/1/2018,SC,Berkeley County,Public,15,2717,4684,969,15,241,1526,244,450117001166,0.2763
83,373,749,N,,,,,,,Public,,0.608811749,456,,SY17-18,SC@047@0801,120.722222222,2173,376.166666667,6771,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Sangaree Middle,047,Berkeley County,0801,2/1/2018,SC,Berkeley County,Public,18,3249,5546,1225,18,348,1869,304,450117001166,0.2763
83,377,749,N,,,,,,,Public,,0.614152203,460,,SY17-18,SC@047@0801,120.227272727,2645,379.090909091,8340,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Sangaree Middle,047,Berkeley County,0801,3/1/2018,SC,Berkeley County,Public,22,4065,6891,1449,22,453,2281,364,450117001166,0.2763
81,386,740,N,,,,,,,Public,,0.631081081,467,,SY17-18,SC@047@0801,117.125,1874,378.5,6056,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Sangaree Middle,047,Berkeley County,0801,4/1/2018,SC,Berkeley County,Public,16,2833,5053,1003,16,260,1641,233,450117001166,0.2763
77,381,741,N,,,,,,,Public,,0.618083671,458,,SY17-18,SC@047@0801,169.909090909,3738,369.727272727,8134,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Sangaree Middle,047,Berkeley County,0801,5/1/2018,SC,Berkeley County,Public,22,3834,6762,1372,22,1099,3039,699,450117001166,0.2763
76,377,741,N,,,,,,,Public,,0.611336032,453,,SY17-18,SC@047@0801,53.666666667,161,231.333333333,694,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Sangaree Middle,047,Berkeley County,0801,6/1/2018,SC,Berkeley County,Public,3,296,582,112,3,17,140,21,450117001166,0.2763
81,652,837,Y,,,,,,,Public,,0.875746714,733,,SY17-18,SC@040@0801,356.6,3566,548.7,5487,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Sedgefield Inter,040,Berkeley County,0801,8/1/2017,SC,Berkeley County,Public,10,837,4994,493,10,415,3303,263,450117000003,0.4417
96,586,823,Y,,,,,,,Public,,0.828675577,682,,SY17-18,SC@040@0801,398.117647059,6768,579.588235294,9853,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Sedgefield Inter,040,Berkeley County,0801,9/1/2017,SC,Berkeley County,Public,17,1310,8691,1162,17,708,6102,666,450117000003,0.4417
93,557,813,Y,,,,,,,Public,,0.799507995,650,,SY17-18,SC@040@0801,387.909090909,8534,555.409090909,12219,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Sedgefield Inter,040,Berkeley County,0801,10/1/2017,SC,Berkeley County,Public,22,2391,10570,1649,22,1249,7619,915,450117000003,0.4417
93,565,816,Y,,,,,,,Public,,0.806372549,658,,SY17-18,SC@040@0801,394.473684211,7495,572.473684211,10877,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Sedgefield Inter,040,Berkeley County,0801,11/1/2017,SC,Berkeley County,Public,19,1974,9366,1511,19,928,6683,812,450117000003,0.4417
93,567,817,Y,,,,,,,Public,,0.807833537,660,,SY17-18,SC@040@0801,374.466666667,5617,576.066666667,8641,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Sedgefield Inter,040,Berkeley County,0801,12/1/2017,SC,Berkeley County,Public,15,1542,7424,1217,15,688,5001,616,450117000003,0.4417
92,572,819,Y,,,,,,,Public,,0.810744811,664,,SY17-18,SC@040@0801,349.8,5247,558.666666667,8380,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Sedgefield Inter,040,Berkeley County,0801,1/1/2018,SC,Berkeley County,Public,15,1460,7266,1114,15,685,4694,553,450117000003,0.4417
90,576,815,Y,,,,,,,Public,,0.817177914,666,,SY17-18,SC@040@0801,368.166666667,6627,571.222222222,10282,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Sedgefield Inter,040,Berkeley County,0801,2/1/2018,SC,Berkeley County,Public,18,1732,8912,1370,18,743,5913,714,450117000003,0.4417
88,581,815,Y,,,,,,,Public,,0.820858896,669,,SY17-18,SC@040@0801,369.727272727,8134,574.363636364,12636,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Sedgefield Inter,040,Berkeley County,0801,3/1/2018,SC,Berkeley County,Public,22,2131,10970,1666,22,878,7276,858,450117000003,0.4417
85,588,814,Y,,,,,,,Public,,0.826781327,673,,SY17-18,SC@040@0801,385.5625,6169,588.375,9414,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Sedgefield Inter,040,Berkeley County,0801,4/1/2018,SC,Berkeley County,Public,16,1492,8225,1189,16,582,5530,639,450117000003,0.4417
84,592,816,Y,,,,,,,Public,,0.828431373,676,,SY17-18,SC@040@0801,394.181818182,8672,591.545454545,13014,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Sedgefield Inter,040,Berkeley County,0801,5/1/2018,SC,Berkeley County,Public,22,2043,11385,1629,22,888,7766,906,450117000003,0.4417
84,590,816,Y,,,,,,,Public,,0.825980392,674,,SY17-18,SC@040@0801,267,801,460.666666667,1382,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Sedgefield Inter,040,Berkeley County,0801,6/1/2018,SC,Berkeley County,Public,3,226,1204,178,3,72,724,77,450117000003,0.4417
116,708,1016,N,,,,,,,Public,,0.811023622,824,,SY17-18,SC@027@0801,302.5,3025,638.2,6382,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Sedgefield Middle,027,Berkeley County,0801,8/1/2017,SC,Berkeley County,Public,10,1473,5629,753,10,393,2738,287,450117000171,0.3995
126,697,1006,N,,,,,,,Public,,0.818091451,823,,SY17-18,SC@027@0801,315.058823529,5356,668.411764706,11363,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Sedgefield Middle,027,Berkeley County,0801,9/1/2017,SC,Berkeley County,Public,17,2223,9739,1624,17,606,4750,606,450117000171,0.3995
125,616,1003,N,,,,,,,Public,,0.738783649,741,,SY17-18,SC@027@0801,331.590909091,7295,632.954545455,13925,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Sedgefield Middle,027,Berkeley County,0801,10/1/2017,SC,Berkeley County,Public,22,3851,11616,2309,22,1493,6314,981,450117000171,0.3995
128,642,1007,N,,,,,,,Public,,0.764647468,770,,SY17-18,SC@027@0801,359.578947368,6832,636.105263158,12086,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Sedgefield Middle,027,Berkeley County,0801,11/1/2017,SC,Berkeley County,Public,19,2860,10037,2049,19,1081,5895,937,450117000171,0.3995
133,640,1011,N,,,,,,,Public,,0.764589515,773,,SY17-18,SC@027@0801,365.133333333,5477,635.066666667,9526,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Sedgefield Middle,027,Berkeley County,0801,12/1/2017,SC,Berkeley County,Public,15,2089,7900,1626,15,814,4706,771,450117000171,0.3995
131,652,1016,N,,,,,,,Public,,0.770669291,783,,SY17-18,SC@027@0801,391.866666667,5878,643.533333333,9653,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Sedgefield Middle,027,Berkeley County,0801,1/1/2018,SC,Berkeley County,Public,15,1994,8038,1615,15,809,5071,807,450117000171,0.3995
