District Name,District ID,School ID,School Name,Claim Date,School ID-1,School Name-1,Claim Date-1,Operating Days-Lunch Only,Enrollment-Total,Enrollment-Free,Enrollment-Reduced,Lunch Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,State-Reporting,Operating Days-Breakfast Only,Enrollment-Total-1,Enrollment-Free-1,Enrollment-Reduced-1,Breakfast Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,County,School Type-Original
Aiken 01,0201,021,Byrd Elementary,3/1/2017,021,Byrd Elementary,3/1/2017,23,845,477,60,1911,8314,887,SC,23,845,477,60,462,3846,321,Aiken County,Public
Aiken 01,0201,021,Byrd Elementary,4/1/2017,021,Byrd Elementary,4/1/2017,14,849,478,63,1135,5173,556,SC,14,849,478,63,287,2281,196,Aiken County,Public
Aiken 01,0201,021,Byrd Elementary,5/1/2017,021,Byrd Elementary,5/1/2017,20,842,480,59,1591,7314,729,SC,20,842,480,59,395,4006,313,Aiken County,Public
Aiken 01,0201,056,Chukker Creek Elem,8/1/2016,056,Chukker Creek Elem,8/1/2016,13,808,184,30,1112,1271,206,SC,13,808,184,30,103,658,19,Aiken County,Public
Aiken 01,0201,056,Chukker Creek Elem,9/1/2016,056,Chukker Creek Elem,9/1/2016,20,802,188,34,2012,2262,508,SC,20,802,188,34,135,1123,102,Aiken County,Public
Aiken 01,0201,056,Chukker Creek Elem,10/1/2016,056,Chukker Creek Elem,10/1/2016,17,802,179,35,2080,1895,490,SC,17,802,179,35,104,896,100,Aiken County,Public
Aiken 01,0201,056,Chukker Creek Elem,11/1/2016,056,Chukker Creek Elem,11/1/2016,18,802,180,35,2057,2102,514,SC,18,802,180,35,110,1013,98,Aiken County,Public
Aiken 01,0201,056,Chukker Creek Elem,12/1/2016,056,Chukker Creek Elem,12/1/2016,12,800,179,33,1432,1410,333,SC,12,800,179,33,76,659,59,Aiken County,Public
Aiken 01,0201,056,Chukker Creek Elem,1/1/2017,056,Chukker Creek Elem,1/1/2017,19,809,189,33,2082,2391,524,SC,19,809,189,33,79,1130,83,Aiken County,Public
Aiken 01,0201,056,Chukker Creek Elem,2/1/2017,056,Chukker Creek Elem,2/1/2017,20,809,189,32,2171,2593,527,SC,20,809,189,32,101,1204,86,Aiken County,Public
Aiken 01,0201,056,Chukker Creek Elem,3/1/2017,056,Chukker Creek Elem,3/1/2017,23,810,190,32,2647,2995,621,SC,23,810,190,32,161,1277,75,Aiken County,Public
Aiken 01,0201,056,Chukker Creek Elem,4/1/2017,056,Chukker Creek Elem,4/1/2017,14,803,185,31,1522,1799,376,SC,14,803,185,31,75,788,54,Aiken County,Public
Aiken 01,0201,056,Chukker Creek Elem,5/1/2017,056,Chukker Creek Elem,5/1/2017,20,801,183,31,2230,2522,545,SC,20,801,183,31,87,1228,77,Aiken County,Public
Aiken 01,0201,024,Clearwater Elementary,8/1/2016,024,Clearwater Elementary,8/1/2016,13,485,373,16,589,3549,84,SC,13,485,373,16,483,1834,67,Aiken County,Public
Aiken 01,0201,024,Clearwater Elementary,9/1/2016,024,Clearwater Elementary,9/1/2016,20,486,384,20,864,6025,236,SC,20,486,384,20,524,3390,166,Aiken County,Public
Aiken 01,0201,024,Clearwater Elementary,10/1/2016,024,Clearwater Elementary,10/1/2016,17,489,385,22,655,5276,229,SC,17,489,385,22,368,2924,142,Aiken County,Public
Aiken 01,0201,024,Clearwater Elementary,11/1/2016,024,Clearwater Elementary,11/1/2016,18,488,386,22,636,5627,260,SC,18,488,386,22,301,3152,151,Aiken County,Public
Aiken 01,0201,024,Clearwater Elementary,12/1/2016,024,Clearwater Elementary,12/1/2016,12,479,379,21,441,3641,188,SC,12,479,379,21,210,1857,74,Aiken County,Public
Aiken 01,0201,024,Clearwater Elementary,1/1/2017,024,Clearwater Elementary,1/1/2017,19,490,388,22,731,6134,325,SC,19,490,388,22,396,3100,125,Aiken County,Public
Aiken 01,0201,024,Clearwater Elementary,2/1/2017,024,Clearwater Elementary,2/1/2017,20,490,392,22,639,6246,332,SC,20,490,392,22,337,3198,131,Aiken County,Public
Aiken 01,0201,024,Clearwater Elementary,3/1/2017,024,Clearwater Elementary,3/1/2017,23,498,399,22,769,7492,358,SC,23,498,399,22,425,3747,163,Aiken County,Public
Aiken 01,0201,024,Clearwater Elementary,4/1/2017,024,Clearwater Elementary,4/1/2017,14,502,407,22,417,4651,243,SC,14,502,407,22,248,2350,109,Aiken County,Public
Aiken 01,0201,024,Clearwater Elementary,5/1/2017,024,Clearwater Elementary,5/1/2017,20,499,404,22,597,6430,323,SC,20,499,404,22,413,3792,186,Aiken County,Public
Aiken 01,0201,027,East Aiken Elementary,8/1/2016,027,East Aiken Elementary,8/1/2016,13,639,434,41,568,3932,149,SC,13,639,434,41,857,2763,142,Aiken County,Public
Aiken 01,0201,027,East Aiken Elementary,9/1/2016,027,East Aiken Elementary,9/1/2016,20,627,436,43,918,6581,286,SC,20,627,436,43,1104,4782,268,Aiken County,Public
Aiken 01,0201,027,East Aiken Elementary,10/1/2016,027,East Aiken Elementary,10/1/2016,17,630,442,40,768,5662,289,SC,17,630,442,40,826,4113,215,Aiken County,Public
Aiken 01,0201,027,East Aiken Elementary,11/1/2016,027,East Aiken Elementary,11/1/2016,18,630,445,39,833,6096,294,SC,18,630,445,39,916,4506,234,Aiken County,Public
Aiken 01,0201,027,East Aiken Elementary,12/1/2016,027,East Aiken Elementary,12/1/2016,12,627,440,40,635,4131,207,SC,12,627,440,40,600,2889,169,Aiken County,Public
Aiken 01,0201,027,East Aiken Elementary,1/1/2017,027,East Aiken Elementary,1/1/2017,19,630,445,40,824,6525,315,SC,19,630,445,40,978,4602,268,Aiken County,Public
Aiken 01,0201,027,East Aiken Elementary,2/1/2017,027,East Aiken Elementary,2/1/2017,20,629,445,40,894,6726,323,SC,20,629,445,40,993,5041,264,Aiken County,Public
Aiken 01,0201,027,East Aiken Elementary,3/1/2017,027,East Aiken Elementary,3/1/2017,23,627,444,40,1008,7605,392,SC,23,627,444,40,1145,5546,325,Aiken County,Public
Aiken 01,0201,027,East Aiken Elementary,4/1/2017,027,East Aiken Elementary,4/1/2017,14,625,443,41,629,4868,258,SC,14,625,443,41,699,3510,207,Aiken County,Public
Aiken 01,0201,027,East Aiken Elementary,5/1/2017,027,East Aiken Elementary,5/1/2017,20,628,446,41,954,6836,363,SC,20,628,446,41,1062,5690,324,Aiken County,Public
Aiken 01,0201,029,Gloverville Elementary,8/1/2016,029,Gloverville Elementary,8/1/2016,13,326,232,14,242,1755,27,SC,13,326,232,14,163,1090,20,Aiken County,Public
Aiken 01,0201,029,Gloverville Elementary,9/1/2016,029,Gloverville Elementary,9/1/2016,20,324,240,17,298,3350,91,SC,20,324,240,17,93,2078,74,Aiken County,Public
Aiken 01,0201,029,Gloverville Elementary,10/1/2016,029,Gloverville Elementary,10/1/2016,17,323,239,14,265,2959,70,SC,17,323,239,14,30,1709,47,Aiken County,Public
Aiken 01,0201,029,Gloverville Elementary,11/1/2016,029,Gloverville Elementary,11/1/2016,18,318,235,14,251,2997,66,SC,18,318,235,14,39,1753,50,Aiken County,Public
Aiken 01,0201,029,Gloverville Elementary,12/1/2016,029,Gloverville Elementary,12/1/2016,12,313,228,13,190,2024,48,SC,12,313,228,13,25,1100,30,Aiken County,Public
Aiken 01,0201,029,Gloverville Elementary,1/1/2017,029,Gloverville Elementary,1/1/2017,19,317,231,14,305,3185,91,SC,19,317,231,14,60,1841,52,Aiken County,Public
Aiken 01,0201,029,Gloverville Elementary,2/1/2017,029,Gloverville Elementary,2/1/2017,20,313,228,14,359,3337,101,SC,20,313,228,14,92,1990,46,Aiken County,Public
Aiken 01,0201,029,Gloverville Elementary,3/1/2017,029,Gloverville Elementary,3/1/2017,23,310,232,16,393,3772,117,SC,23,310,232,16,82,2261,48,Aiken County,Public
Aiken 01,0201,029,Gloverville Elementary,4/1/2017,029,Gloverville Elementary,4/1/2017,14,314,236,14,234,2464,65,SC,14,314,236,14,51,1456,27,Aiken County,Public
Aiken 01,0201,029,Gloverville Elementary,5/1/2017,029,Gloverville Elementary,5/1/2017,20,315,236,14,313,3457,98,SC,20,315,236,14,63,2290,40,Aiken County,Public
Aiken 01,0201,030,Greendale Elementary,8/1/2016,030,Greendale Elementary,8/1/2016,13,459,330,28,447,2970,130,SC,13,459,330,28,682,2102,105,Aiken County,Public
Aiken 01,0201,030,Greendale Elementary,9/1/2016,030,Greendale Elementary,9/1/2016,20,460,350,33,503,5225,363,SC,20,460,350,33,784,3858,303,Aiken County,Public
Aiken 01,0201,030,Greendale Elementary,10/1/2016,030,Greendale Elementary,10/1/2016,17,460,354,31,366,4682,290,SC,17,460,354,31,593,3254,237,Aiken County,Public
Aiken 01,0201,030,Greendale Elementary,11/1/2016,030,Greendale Elementary,11/1/2016,18,457,353,27,371,4863,283,SC,18,457,353,27,586,3552,213,Aiken County,Public
Aiken 01,0201,030,Greendale Elementary,12/1/2016,030,Greendale Elementary,12/1/2016,12,456,351,27,235,3036,195,SC,12,456,351,27,386,2260,142,Aiken County,Public
Aiken 01,0201,030,Greendale Elementary,1/1/2017,030,Greendale Elementary,1/1/2017,19,450,346,27,430,5023,290,SC,19,450,346,27,682,3532,180,Aiken County,Public
Aiken 01,0201,030,Greendale Elementary,2/1/2017,030,Greendale Elementary,2/1/2017,20,450,348,23,437,5407,261,SC,20,450,348,23,662,4010,205,Aiken County,Public
Aiken 01,0201,030,Greendale Elementary,3/1/2017,030,Greendale Elementary,3/1/2017,23,450,350,23,514,5981,316,SC,23,450,350,23,741,4356,230,Aiken County,Public
Aiken 01,0201,030,Greendale Elementary,4/1/2017,030,Greendale Elementary,4/1/2017,14,454,355,23,344,3842,206,SC,14,454,355,23,431,2730,144,Aiken County,Public
Aiken 01,0201,030,Greendale Elementary,5/1/2017,030,Greendale Elementary,5/1/2017,20,458,357,23,547,5351,274,SC,20,458,357,23,656,4425,236,Aiken County,Public
Aiken 01,0201,031,Hammond Hill Elementary,8/1/2016,031,Hammond Hill Elementary,8/1/2016,13,769,303,54,990,2306,302,SC,13,769,303,54,260,1021,86,Aiken County,Public
Aiken 01,0201,031,Hammond Hill Elementary,9/1/2016,031,Hammond Hill Elementary,9/1/2016,20,765,312,59,1840,4232,651,SC,20,765,312,59,356,1888,192,Aiken County,Public
Aiken 01,0201,031,Hammond Hill Elementary,10/1/2016,031,Hammond Hill Elementary,10/1/2016,17,765,307,49,1732,3565,564,SC,17,765,307,49,297,1489,160,Aiken County,Public
Aiken 01,0201,031,Hammond Hill Elementary,11/1/2016,031,Hammond Hill Elementary,11/1/2016,18,779,324,48,1764,4010,547,SC,18,779,324,48,273,1761,153,Aiken County,Public
Aiken 01,0201,031,Hammond Hill Elementary,12/1/2016,031,Hammond Hill Elementary,12/1/2016,12,774,319,48,1286,2716,387,SC,12,774,319,48,152,1095,92,Aiken County,Public
Aiken 01,0201,031,Hammond Hill Elementary,1/1/2017,031,Hammond Hill Elementary,1/1/2017,19,774,317,48,1863,4292,549,SC,19,774,317,48,239,1549,165,Aiken County,Public
Aiken 01,0201,031,Hammond Hill Elementary,2/1/2017,031,Hammond Hill Elementary,2/1/2017,20,769,319,45,2069,4454,541,SC,20,769,319,45,286,1706,168,Aiken County,Public
Aiken 01,0201,031,Hammond Hill Elementary,3/1/2017,031,Hammond Hill Elementary,3/1/2017,23,766,326,42,2426,5173,563,SC,23,766,326,42,272,2035,169,Aiken County,Public
Aiken 01,0201,031,Hammond Hill Elementary,4/1/2017,031,Hammond Hill Elementary,4/1/2017,14,767,328,39,1532,3238,315,SC,14,767,328,39,149,1284,99,Aiken County,Public
Aiken 01,0201,031,Hammond Hill Elementary,5/1/2017,031,Hammond Hill Elementary,5/1/2017,20,765,326,39,2042,4470,426,SC,20,765,326,39,240,2075,140,Aiken County,Public
Aiken 01,0201,022,J D Lever Elementary,8/1/2016,022,J D Lever Elementary,8/1/2016,13,605,443,41,640,3801,228,SC,13,605,443,41,397,2413,114,Aiken County,Public
Aiken 01,0201,022,J D Lever Elementary,9/1/2016,022,J D Lever Elementary,9/1/2016,20,591,433,46,737,6537,460,SC,20,591,433,46,454,4305,205,Aiken County,Public
Aiken 01,0201,022,J D Lever Elementary,10/1/2016,022,J D Lever Elementary,10/1/2016,17,585,438,38,642,5712,355,SC,17,585,438,38,363,3440,144,Aiken County,Public
Aiken 01,0201,022,J D Lever Elementary,11/1/2016,022,J D Lever Elementary,11/1/2016,18,581,439,34,577,6115,356,SC,18,581,439,34,357,3638,116,Aiken County,Public
Aiken 01,0201,022,J D Lever Elementary,12/1/2016,022,J D Lever Elementary,12/1/2016,12,564,428,33,324,4201,240,SC,12,564,428,33,193,2209,75,Aiken County,Public
Aiken 01,0201,022,J D Lever Elementary,1/1/2017,022,J D Lever Elementary,1/1/2017,19,569,434,34,459,6395,330,SC,19,569,434,34,284,3640,108,Aiken County,Public
Aiken 01,0201,022,J D Lever Elementary,2/1/2017,022,J D Lever Elementary,2/1/2017,20,563,432,32,480,6710,335,SC,20,563,432,32,286,3818,90,Aiken County,Public
Aiken 01,0201,022,J D Lever Elementary,3/1/2017,022,J D Lever Elementary,3/1/2017,23,566,438,32,510,7810,396,SC,23,566,438,32,252,4193,109,Aiken County,Public
Aiken 01,0201,022,J D Lever Elementary,4/1/2017,022,J D Lever Elementary,4/1/2017,14,574,447,34,321,5103,262,SC,14,574,447,34,143,2707,76,Aiken County,Public
Aiken 01,0201,022,J D Lever Elementary,5/1/2017,022,J D Lever Elementary,5/1/2017,20,576,449,34,450,7224,367,SC,20,576,449,34,208,4474,123,Aiken County,Public
Aiken 01,0201,033,Jackson Middle,8/1/2016,033,Jackson Middle,8/1/2016,13,353,217,32,684,2169,241,SC,13,353,217,32,140,733,102,Aiken County,Public
Aiken 01,0201,033,Jackson Middle,9/1/2016,033,Jackson Middle,9/1/2016,20,343,212,33,1049,3288,397,SC,20,343,212,33,287,1291,172,Aiken County,Public
Aiken 01,0201,033,Jackson Middle,10/1/2016,033,Jackson Middle,10/1/2016,17,346,206,26,1043,2684,308,SC,17,346,206,26,231,1049,158,Aiken County,Public
Aiken 01,0201,033,Jackson Middle,11/1/2016,033,Jackson Middle,11/1/2016,18,346,214,27,950,2934,311,SC,18,346,214,27,253,1161,172,Aiken County,Public
Aiken 01,0201,033,Jackson Middle,12/1/2016,033,Jackson Middle,12/1/2016,12,346,215,28,678,2013,236,SC,12,346,215,28,186,859,106,Aiken County,Public
Aiken 01,0201,033,Jackson Middle,1/1/2017,033,Jackson Middle,1/1/2017,19,347,218,28,955,3244,397,SC,19,347,218,28,181,1120,183,Aiken County,Public
Aiken 01,0201,033,Jackson Middle,2/1/2017,033,Jackson Middle,2/1/2017,20,347,217,28,1034,3390,433,SC,20,347,217,28,212,1291,201,Aiken County,Public
Aiken 01,0201,033,Jackson Middle,3/1/2017,033,Jackson Middle,3/1/2017,23,347,217,28,1209,3887,469,SC,23,347,217,28,225,1420,195,Aiken County,Public
Aiken 01,0201,033,Jackson Middle,4/1/2017,033,Jackson Middle,4/1/2017,14,342,213,27,743,2393,291,SC,14,342,213,27,145,818,104,Aiken County,Public
Aiken 01,0201,033,Jackson Middle,5/1/2017,033,Jackson Middle,5/1/2017,20,341,212,27,1003,3253,388,SC,20,341,212,27,234,1423,208,Aiken County,Public
Aiken 01,0201,005,Jefferson Elementary,8/1/2016,005,Jefferson Elementary,8/1/2016,13,534,364,31,477,2665,180,SC,13,534,364,31,173,1235,71,Aiken County,Public
Aiken 01,0201,005,Jefferson Elementary,9/1/2016,005,Jefferson Elementary,9/1/2016,20,525,370,33,587,4620,312,SC,20,525,370,33,168,2422,146,Aiken County,Public
Aiken 01,0201,005,Jefferson Elementary,10/1/2016,005,Jefferson Elementary,10/1/2016,17,524,370,29,429,4102,254,SC,17,524,370,29,78,2084,93,Aiken County,Public
Aiken 01,0201,005,Jefferson Elementary,11/1/2016,005,Jefferson Elementary,11/1/2016,18,526,379,28,441,4379,233,SC,18,526,379,28,87,2199,89,Aiken County,Public
Aiken 01,0201,005,Jefferson Elementary,12/1/2016,005,Jefferson Elementary,12/1/2016,12,521,371,25,304,2932,142,SC,12,521,371,25,55,1439,46,Aiken County,Public
Aiken 01,0201,005,Jefferson Elementary,1/1/2017,005,Jefferson Elementary,1/1/2017,19,522,372,26,479,4711,254,SC,19,522,372,26,132,2307,96,Aiken County,Public
Aiken 01,0201,005,Jefferson Elementary,2/1/2017,005,Jefferson Elementary,2/1/2017,20,519,367,27,538,4888,263,SC,20,519,367,27,154,2396,96,Aiken County,Public
Aiken 01,0201,005,Jefferson Elementary,3/1/2017,005,Jefferson Elementary,3/1/2017,23,520,370,27,501,5502,252,SC,23,520,370,27,131,2699,102,Aiken County,Public
Aiken 01,0201,005,Jefferson Elementary,4/1/2017,005,Jefferson Elementary,4/1/2017,14,520,372,27,308,3457,178,SC,14,520,372,27,62,1711,55,Aiken County,Public
Aiken 01,0201,005,Jefferson Elementary,5/1/2017,005,Jefferson Elementary,5/1/2017,20,522,374,27,425,4882,235,SC,20,522,374,27,109,2763,87,Aiken County,Public
Aiken 01,0201,017,Kennedy Middle,8/1/2016,017,Kennedy Middle,8/1/2016,13,920,295,39,1022,2251,234,SC,13,920,295,39,103,498,25,Aiken County,Public
Aiken 01,0201,017,Kennedy Middle,9/1/2016,017,Kennedy Middle,9/1/2016,20,887,295,41,1556,3523,410,SC,20,887,295,41,239,1262,70,Aiken County,Public
Aiken 01,0201,017,Kennedy Middle,10/1/2016,017,Kennedy Middle,10/1/2016,17,895,284,35,1490,2842,316,SC,17,895,284,35,254,1042,76,Aiken County,Public
Aiken 01,0201,017,Kennedy Middle,11/1/2016,017,Kennedy Middle,11/1/2016,18,897,287,34,1356,3117,326,SC,18,897,287,34,251,1190,72,Aiken County,Public
Aiken 01,0201,017,Kennedy Middle,12/1/2016,017,Kennedy Middle,12/1/2016,12,897,284,35,965,2129,227,SC,12,897,284,35,133,745,50,Aiken County,Public
Aiken 01,0201,017,Kennedy Middle,1/1/2017,017,Kennedy Middle,1/1/2017,19,899,290,35,1440,3351,325,SC,19,899,290,35,231,1172,76,Aiken County,Public
Aiken 01,0201,017,Kennedy Middle,2/1/2017,017,Kennedy Middle,2/1/2017,20,898,295,37,1523,3594,360,SC,20,898,295,37,246,1252,92,Aiken County,Public
Aiken 01,0201,017,Kennedy Middle,3/1/2017,017,Kennedy Middle,3/1/2017,23,898,300,37,1763,4017,429,SC,23,898,300,37,268,1401,139,Aiken County,Public
Aiken 01,0201,017,Kennedy Middle,4/1/2017,017,Kennedy Middle,4/1/2017,14,896,298,36,1176,2386,253,SC,14,896,298,36,128,731,67,Aiken County,Public
Aiken 01,0201,017,Kennedy Middle,5/1/2017,017,Kennedy Middle,5/1/2017,20,894,294,36,1668,3434,351,SC,20,894,294,36,230,1014,117,Aiken County,Public
Aiken 01,0201,008,Langley-Bath-Clearwater Mid,8/1/2016,008,Langley-Bath-Clearwater Mid,8/1/2016,13,581,364,34,243,2547,166,SC,13,581,364,34,75,514,29,Aiken County,Public
Aiken 01,0201,008,Langley-Bath-Clearwater Mid,9/1/2016,008,Langley-Bath-Clearwater Mid,9/1/2016,20,586,369,41,398,3871,320,SC,20,586,369,41,147,1240,80,Aiken County,Public
Aiken 01,0201,008,Langley-Bath-Clearwater Mid,10/1/2016,008,Langley-Bath-Clearwater Mid,10/1/2016,17,590,358,37,363,3098,258,SC,17,590,358,37,98,1029,87,Aiken County,Public
Aiken 01,0201,008,Langley-Bath-Clearwater Mid,11/1/2016,008,Langley-Bath-Clearwater Mid,11/1/2016,18,586,357,36,370,3225,211,SC,18,586,357,36,110,1145,87,Aiken County,Public
Aiken 01,0201,008,Langley-Bath-Clearwater Mid,12/1/2016,008,Langley-Bath-Clearwater Mid,12/1/2016,12,582,353,31,329,2089,129,SC,12,582,353,31,97,779,25,Aiken County,Public
Aiken 01,0201,008,Langley-Bath-Clearwater Mid,1/1/2017,008,Langley-Bath-Clearwater Mid,1/1/2017,19,580,354,31,416,3172,174,SC,19,580,354,31,146,1274,36,Aiken County,Public
Aiken 01,0201,008,Langley-Bath-Clearwater Mid,2/1/2017,008,Langley-Bath-Clearwater Mid,2/1/2017,20,575,354,31,378,3301,167,SC,20,575,354,31,125,1443,60,Aiken County,Public
Aiken 01,0201,008,Langley-Bath-Clearwater Mid,3/1/2017,008,Langley-Bath-Clearwater Mid,3/1/2017,23,571,352,30,479,3833,208,SC,23,571,352,30,179,1612,54,Aiken County,Public
Aiken 01,0201,008,Langley-Bath-Clearwater Mid,4/1/2017,008,Langley-Bath-Clearwater Mid,4/1/2017,14,570,353,30,301,2424,131,SC,14,570,353,30,63,981,40,Aiken County,Public
Aiken 01,0201,008,Langley-Bath-Clearwater Mid,5/1/2017,008,Langley-Bath-Clearwater Mid,5/1/2017,20,572,355,30,406,3462,167,SC,20,572,355,30,106,1597,87,Aiken County,Public
Aiken 01,0201,009,Leavelle Mccampbell Middle,8/1/2016,009,Leavelle Mccampbell Middle,8/1/2016,13,607,352,42,709,3240,269,SC,13,607,352,42,80,466,22,Aiken County,Public
Aiken 01,0201,009,Leavelle Mccampbell Middle,9/1/2016,009,Leavelle Mccampbell Middle,9/1/2016,20,584,346,45,1163,5133,574,SC,20,584,346,45,145,1136,92,Aiken County,Public
Aiken 01,0201,009,Leavelle Mccampbell Middle,10/1/2016,009,Leavelle Mccampbell Middle,10/1/2016,17,586,337,46,1087,4157,485,SC,17,586,337,46,141,955,77,Aiken County,Public
Aiken 01,0201,009,Leavelle Mccampbell Middle,11/1/2016,009,Leavelle Mccampbell Middle,11/1/2016,18,588,337,41,1066,4418,465,SC,18,588,337,41,173,1234,114,Aiken County,Public
Aiken 01,0201,009,Leavelle Mccampbell Middle,12/1/2016,009,Leavelle Mccampbell Middle,12/1/2016,12,588,339,41,748,3066,327,SC,12,588,339,41,128,901,72,Aiken County,Public
Aiken 01,0201,009,Leavelle Mccampbell Middle,1/1/2017,009,Leavelle Mccampbell Middle,1/1/2017,19,587,342,40,1041,4826,490,SC,19,587,342,40,128,1370,77,Aiken County,Public
Aiken 01,0201,009,Leavelle Mccampbell Middle,2/1/2017,009,Leavelle Mccampbell Middle,2/1/2017,20,583,343,39,1082,4834,501,SC,20,583,343,39,171,1554,103,Aiken County,Public
Aiken 01,0201,009,Leavelle Mccampbell Middle,3/1/2017,009,Leavelle Mccampbell Middle,3/1/2017,23,585,346,39,1344,5725,608,SC,23,585,346,39,213,1796,164,Aiken County,Public
Aiken 01,0201,009,Leavelle Mccampbell Middle,4/1/2017,009,Leavelle Mccampbell Middle,4/1/2017,14,585,348,39,864,3520,360,SC,14,585,348,39,103,995,94,Aiken County,Public
Aiken 01,0201,009,Leavelle Mccampbell Middle,5/1/2017,009,Leavelle Mccampbell Middle,5/1/2017,20,584,347,39,1159,4791,478,SC,20,584,347,39,219,1757,191,Aiken County,Public
Aiken 01,0201,006,Midland Valley High,8/1/2016,006,Midland Valley High,8/1/2016,13,1489,831,68,479,3885,250,SC,13,1489,831,68,40,858,48,Aiken County,Public
Aiken 01,0201,006,Midland Valley High,9/1/2016,006,Midland Valley High,9/1/2016,20,1461,822,72,717,6745,352,SC,20,1461,822,72,112,1576,88,Aiken County,Public
Aiken 01,0201,006,Midland Valley High,10/1/2016,006,Midland Valley High,10/1/2016,17,1456,752,63,836,5782,260,SC,17,1456,752,63,122,1401,56,Aiken County,Public
Aiken 01,0201,006,Midland Valley High,11/1/2016,006,Midland Valley High,11/1/2016,18,1446,753,63,681,6132,296,SC,18,1446,753,63,78,1599,76,Aiken County,Public
Aiken 01,0201,006,Midland Valley High,12/1/2016,006,Midland Valley High,12/1/2016,12,1432,745,64,441,3962,203,SC,12,1432,745,64,79,1313,54,Aiken County,Public
Aiken 01,0201,006,Midland Valley High,1/1/2017,006,Midland Valley High,1/1/2017,19,1422,747,64,604,6100,307,SC,19,1422,747,64,86,1835,78,Aiken County,Public
Aiken 01,0201,006,Midland Valley High,2/1/2017,006,Midland Valley High,2/1/2017,20,11418,750,64,570,6605,318,SC,20,11418,750,64,123,2211,89,Aiken County,Public
