School ID,School Name,State-Physical,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free and Reduced,Operating Days,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District Name,District ID,Operating Days-Lunch Only,Lunch Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,State-Reporting,Operating Days-Breakfast Only,Breakfast Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,County,School Type-Original
001,Abbeville High,,,,,,,,,,,,8/1/2016,8,2016,489,,308,45,,,,,,,,,,,,,3210,267.5,915,76.25,SC@1@160,450069000011,SY16-17,,353,0.721881391,,Public,,,,,,,Abbeville 60,0160,12,1254,2836,374,SC,12,228,875,40,Abbeville County,Public
001,Abbeville High,,,,,,,,,,,,9/1/2016,9,2016,490,,295,50,,,,,,,,,,,,,5290,251.904761905,1776,84.571428571,SC@1@160,450069000011,SY16-17,,345,0.704081633,,Public,,,,,,,Abbeville 60,0160,21,2242,4682,608,SC,21,430,1638,138,Abbeville County,Public
001,Abbeville High,,,,,,,,,,,,10/1/2016,10,2016,489,,259,43,,,,,,,,,,,,,4611,230.55,1712,85.6,SC@1@160,450069000011,SY16-17,,302,0.617586912,,Public,,,,,,,Abbeville 60,0160,20,2440,4033,578,SC,20,566,1551,161,Abbeville County,Public
001,Abbeville High,,,,,,,,,,,,11/1/2016,11,2016,489,,263,44,,,,,,,,,,,,,3937,218.722222222,1501,83.388888889,SC@1@160,450069000011,SY16-17,,307,0.627811861,,Public,,,,,,,Abbeville 60,0160,18,2053,3434,503,SC,18,467,1375,126,Abbeville County,Public
001,Abbeville High,,,,,,,,,,,,12/1/2016,12,2016,5872,,3095,538,,,,,,,,,,,,,2452,204.333333333,894,74.5,SC@1@160,450069000011,SY16-17,,3633,0.618698910,,Public,,,,,,,Abbeville 60,0160,12,1249,2131,321,SC,12,271,814,80,Abbeville County,Public
001,Abbeville High,,,,,,,,,,,,1/1/2017,1,2017,8798,,260,46,,,,,,,,,,,,,3712,218.352941176,1127,66.294117647,SC@1@160,450069000011,SY16-17,,306,0.034780632,,Public,,,,,,,Abbeville 60,0160,17,1810,3256,456,SC,17,351,1025,102,Abbeville County,Public
001,Abbeville High,,,,,,,,,,,,2/1/2017,2,2017,9246,,257,47,,,,,,,,,,,,,4051,213.210526316,1364,71.789473684,SC@1@160,450069000011,SY16-17,,304,0.032879083,,Public,,,,,,,Abbeville 60,0160,19,1932,3522,529,SC,19,427,1234,130,Abbeville County,Public
001,Abbeville High,,,,,,,,,,,,3/1/2017,3,2017,10653,,261,47,,,,,,,,,,,,,4391,199.590909091,1521,69.136363636,SC@1@160,450069000011,SY16-17,,308,0.028912044,,Public,,,,,,,Abbeville 60,0160,22,2030,3857,534,SC,22,434,1384,137,Abbeville County,Public
001,Abbeville High,,,,,,,,,,,,4/1/2017,4,2017,6731,,3654,614,,,,,,,,,,,,,2791,199.357142857,896,64,SC@1@160,450069000011,SY16-17,,4268,0.634081117,,Public,,,,,,,Abbeville 60,0160,14,1316,2459,332,SC,14,258,823,73,Abbeville County,Public
001,Abbeville High,,,,,,,,,,,,5/1/2017,5,2017,11428,,5667,944,,,,,,,,,,,,,4272,178,1416,59,SC@1@160,450069000011,SY16-17,,6611,0.578491425,,Public,,,,,,,Abbeville 60,0160,24,1940,3830,442,SC,24,372,1333,83,Abbeville County,Public
018,Cherokee Trail Elementary,,,,,,,,,,,,8/1/2016,8,2016,437,,215,35,,,,,,,,,,,,,2006,167.166666667,1143,95.25,SC@18@160,450069000065,SY16-17,,250,0.572082380,,Public,,,,,,,Abbeville 60,0160,12,816,1790,216,SC,12,465,1025,118,Abbeville County,Public
018,Cherokee Trail Elementary,,,,,,,,,,,,9/1/2016,9,2016,441,,213,34,,,,,,,,,,,,,3780,180,2514,119.714285714,SC@18@160,450069000065,SY16-17,,247,0.560090703,,Public,,,,,,,Abbeville 60,0160,21,1703,3407,373,SC,21,1074,2269,245,Abbeville County,Public
018,Cherokee Trail Elementary,,,,,,,,,,,,10/1/2016,10,2016,439,,216,35,,,,,,,,,,,,,3650,182.5,2434,121.7,SC@18@160,450069000065,SY16-17,,251,0.571753986,,Public,,,,,,,Abbeville 60,0160,20,1599,3279,371,SC,20,864,2156,278,Abbeville County,Public
018,Cherokee Trail Elementary,,,,,,,,,,,,11/1/2016,11,2016,442,,218,34,,,,,,,,,,,,,3420,190,2246,124.777777778,SC@18@160,450069000065,SY16-17,,252,0.570135747,,Public,,,,,,,Abbeville 60,0160,18,1265,3080,340,SC,18,621,2017,229,Abbeville County,Public
018,Cherokee Trail Elementary,,,,,,,,,,,,12/1/2016,12,2016,5377,,2613,396,,,,,,,,,,,,,2083,173.583333333,1354,112.833333333,SC@18@160,450069000065,SY16-17,,3009,0.559605728,,Public,,,,,,,Abbeville 60,0160,12,809,1882,201,SC,12,339,1224,130,Abbeville County,Public
018,Cherokee Trail Elementary,,,,,,,,,,,,1/1/2017,1,2017,8133,,224,33,,,,,,,,,,,,,3372,198.352941176,2050,120.588235294,SC@18@160,450069000065,SY16-17,,257,0.031599656,,Public,,,,,,,Abbeville 60,0160,17,1230,3068,304,SC,17,512,1861,189,Abbeville County,Public
018,Cherokee Trail Elementary,,,,,,,,,,,,2/1/2017,2,2017,8628,,4349,598,,,,,,,,,,,,,3769,198.368421053,2251,118.473684211,SC@18@160,450069000065,SY16-17,,4947,0.573365786,,Public,,,,,,,Abbeville 60,0160,19,1419,3480,289,SC,19,569,2063,188,Abbeville County,Public
018,Cherokee Trail Elementary,,,,,,,,,,,,3/1/2017,3,2017,9918,,227,33,,,,,,,,,,,,,4342,197.363636364,2824,128.363636364,SC@18@160,450069000065,SY16-17,,260,0.026214963,,Public,,,,,,,Abbeville 60,0160,22,1676,3965,377,SC,22,673,2555,269,Abbeville County,Public
018,Cherokee Trail Elementary,,,,,,,,,,,,4/1/2017,4,2017,6291,,3110,462,,,,,,,,,,,,,2704,193.142857143,1717,122.642857143,SC@18@160,450069000065,SY16-17,,3572,0.567795263,,Public,,,,,,,Abbeville 60,0160,14,1020,2479,225,SC,14,407,1556,161,Abbeville County,Public
018,Cherokee Trail Elementary,,,,,,,,,,,,5/1/2017,5,2017,10800,,4926,726,,,,,,,,,,,,,4030,167.916666667,2809,117.041666667,SC@18@160,450069000065,SY16-17,,5652,0.523333333,,Public,,,,,,,Abbeville 60,0160,24,1442,3710,320,SC,24,782,2560,249,Abbeville County,Public
019,Diamond Hill Elementary,,,,,,,,,,,,8/1/2016,8,2016,306,,172,37,,,,,,,,,,,,,1818,151.5,1184,98.666666667,SC@19@160,450069000066,SY16-17,,209,0.683006536,,Public,,,,,,,Abbeville 60,0160,12,836,1600,218,SC,12,446,1048,136,Abbeville County,Public
019,Diamond Hill Elementary,,,,,,,,,,,,9/1/2016,9,2016,315,,178,33,,,,,,,,,,,,,3471,165.285714286,2464,117.333333333,SC@19@160,450069000066,SY16-17,,211,0.669841270,,Public,,,,,,,Abbeville 60,0160,21,1380,3078,393,SC,21,876,2202,262,Abbeville County,Public
019,Diamond Hill Elementary,,,,,,,,,,,,10/1/2016,10,2016,316,,183,28,,,,,,,,,,,,,3355,167.75,2169,108.45,SC@19@160,450069000066,SY16-17,,211,0.667721519,,Public,,,,,,,Abbeville 60,0160,20,1372,3025,330,SC,20,846,2005,164,Abbeville County,Public
019,Diamond Hill Elementary,,,,,,,,,,,,11/1/2016,11,2016,317,,183,28,,,,,,,,,,,,,3146,174.777777778,2075,115.277777778,SC@19@160,450069000066,SY16-17,,211,0.665615142,,Public,,,,,,,Abbeville 60,0160,18,1198,2823,323,SC,18,721,1904,171,Abbeville County,Public
019,Diamond Hill Elementary,,,,,,,,,,,,12/1/2016,12,2016,3795,,2175,334,,,,,,,,,,,,,1908,159,1208,100.666666667,SC@19@160,450069000066,SY16-17,,2509,0.661133070,,Public,,,,,,,Abbeville 60,0160,12,705,1718,190,SC,12,385,1118,90,Abbeville County,Public
019,Diamond Hill Elementary,,,,,,,,,,,,1/1/2017,1,2017,5723,,186,28,,,,,,,,,,,,,2923,171.941176471,1866,109.764705882,SC@19@160,450069000066,SY16-17,,214,0.037392976,,Public,,,,,,,Abbeville 60,0160,17,1069,2650,273,SC,17,585,1712,154,Abbeville County,Public
019,Diamond Hill Elementary,,,,,,,,,,,,2/1/2017,2,2017,6071,,3571,532,,,,,,,,,,,,,3281,172.684210526,2143,112.789473684,SC@19@160,450069000066,SY16-17,,4103,0.675835941,,Public,,,,,,,Abbeville 60,0160,19,1215,2978,303,SC,19,717,1969,174,Abbeville County,Public
019,Diamond Hill Elementary,,,,,,,,,,,,3/1/2017,3,2017,6815,,182,29,,,,,,,,,,,,,3550,161.363636364,2262,102.818181818,SC@19@160,450069000066,SY16-17,,211,0.030961115,,Public,,,,,,,Abbeville 60,0160,22,1400,3219,331,SC,22,789,2074,188,Abbeville County,Public
019,Diamond Hill Elementary,,,,,,,,,,,,4/1/2017,4,2017,4302,,2520,406,,,,,,,,,,,,,2262,161.571428571,1394,99.571428571,SC@19@160,450069000066,SY16-17,,2926,0.680148768,,Public,,,,,,,Abbeville 60,0160,14,895,2034,228,SC,14,511,1280,114,Abbeville County,Public
019,Diamond Hill Elementary,,,,,,,,,,,,5/1/2017,5,2017,7403,,3935,655,,,,,,,,,,,,,3471,144.625,2359,98.291666667,SC@19@160,450069000066,SY16-17,,4590,0.620018911,,Public,,,,,,,Abbeville 60,0160,24,1330,3140,331,SC,24,832,2154,205,Abbeville County,Public
003,Dixie High,,,,,,,,,,,,8/1/2016,8,2016,430,,247,34,,,,,,,,,,,,,2335,194.583333333,779,64.916666667,SC@3@160,450069000012,SY16-17,,281,0.653488372,,Public,,,,,,,Abbeville 60,0160,12,1025,2092,243,SC,12,219,710,69,Abbeville County,Public
003,Dixie High,,,,,,,,,,,,9/1/2016,9,2016,428,,238,32,,,,,,,,,,,,,4011,191,1885,89.761904762,SC@3@160,450069000012,SY16-17,,270,0.630841121,,Public,,,,,,,Abbeville 60,0160,21,1989,3585,426,SC,21,596,1697,188,Abbeville County,Public
003,Dixie High,,,,,,,,,,,,10/1/2016,10,2016,423,,220,29,,,,,,,,,,,,,3776,188.8,1689,84.45,SC@3@160,450069000012,SY16-17,,249,0.588652482,,Public,,,,,,,Abbeville 60,0160,20,2071,3360,416,SC,20,546,1530,159,Abbeville County,Public
003,Dixie High,,,,,,,,,,,,11/1/2016,11,2016,426,,224,29,,,,,,,,,,,,,3391,188.388888889,1391,77.277777778,SC@3@160,450069000012,SY16-17,,253,0.593896714,,Public,,,,,,,Abbeville 60,0160,18,1784,3036,355,SC,18,366,1283,108,Abbeville County,Public
003,Dixie High,,,,,,,,,,,,12/1/2016,12,2016,5094,,2665,336,,,,,,,,,,,,,2038,169.833333333,871,72.583333333,SC@3@160,450069000012,SY16-17,,3001,0.589124460,,Public,,,,,,,Abbeville 60,0160,12,1026,1849,189,SC,12,211,794,77,Abbeville County,Public
003,Dixie High,,,,,,,,,,,,1/1/2017,1,2017,7692,,227,28,,,,,,,,,,,,,3142,184.823529412,1051,61.823529412,SC@3@160,450069000012,SY16-17,,255,0.033151326,,Public,,,,,,,Abbeville 60,0160,17,1699,2820,322,SC,17,261,970,81,Abbeville County,Public
003,Dixie High,,,,,,,,,,,,2/1/2017,2,2017,8105,,223,28,,,,,,,,,,,,,3258,171.473684211,1294,68.105263158,SC@3@160,450069000012,SY16-17,,251,0.030968538,,Public,,,,,,,Abbeville 60,0160,19,1875,2932,326,SC,19,348,1168,126,Abbeville County,Public
003,Dixie High,,,,,,,,,,,,3/1/2017,3,2017,9314,,222,27,,,,,,,,,,,,,3707,168.5,1499,68.136363636,SC@3@160,450069000012,SY16-17,,249,0.026733949,,Public,,,,,,,Abbeville 60,0160,22,2121,3361,346,SC,22,394,1377,122,Abbeville County,Public
003,Dixie High,,,,,,,,,,,,4/1/2017,4,2017,5906,,3115,365,,,,,,,,,,,,,2326,166.142857143,1013,72.357142857,SC@3@160,450069000012,SY16-17,,3480,0.589231290,,Public,,,,,,,Abbeville 60,0160,14,1301,2107,219,SC,14,239,928,85,Abbeville County,Public
003,Dixie High,,,,,,,,,,,,5/1/2017,5,2017,10142,,4878,572,,,,,,,,,,,,,3655,152.291666667,1581,65.875,SC@3@160,450069000012,SY16-17,,5450,0.537369355,,Public,,,,,,,Abbeville 60,0160,24,1945,3307,348,SC,24,439,1440,141,Abbeville County,Public
007,John C Calhoun Elementary,,,,,,,,,,,,8/1/2016,8,2016,211,,175,7,,,,,,,,,,,,,1840,153.333333333,1431,119.25,SC@7@160,450069000002,SY16-17,,182,0.862559242,,Public,,,,,,,Abbeville 60,0160,12,201,1811,29,SC,12,143,1392,39,Abbeville County,Public
007,John C Calhoun Elementary,,,,,,,,,,,,9/1/2016,9,2016,198,,175,7,,,,,,,,,,,,,3327,158.428571429,2680,127.619047619,SC@7@160,450069000002,SY16-17,,182,0.919191919,,Public,,,,,,,Abbeville 60,0160,21,245,3234,93,SC,21,194,2585,95,Abbeville County,Public
007,John C Calhoun Elementary,,,,,,,,,,,,10/1/2016,10,2016,198,,175,7,,,,,,,,,,,,,3196,159.8,2486,124.3,SC@7@160,450069000002,SY16-17,,182,0.919191919,,Public,,,,,,,Abbeville 60,0160,20,214,3083,113,SC,20,153,2396,90,Abbeville County,Public
007,John C Calhoun Elementary,,,,,,,,,,,,11/1/2016,11,2016,202,,177,8,,,,,,,,,,,,,2917,162.055555556,2280,126.666666667,SC@7@160,450069000002,SY16-17,,185,0.915841584,,Public,,,,,,,Abbeville 60,0160,18,207,2793,124,SC,18,155,2178,102,Abbeville County,Public
007,John C Calhoun Elementary,,,,,,,,,,,,12/1/2016,12,2016,2446,,2113,96,,,,,,,,,,,,,1825,152.083333333,1419,118.25,SC@7@160,450069000002,SY16-17,,2209,0.903107114,,Public,,,,,,,Abbeville 60,0160,12,140,1745,80,SC,12,93,1359,60,Abbeville County,Public
007,John C Calhoun Elementary,,,,,,,,,,,,1/1/2017,1,2017,3769,,182,7,,,,,,,,,,,,,2876,169.176470588,2225,130.882352941,SC@7@160,450069000002,SY16-17,,189,0.050145927,,Public,,,,,,,Abbeville 60,0160,17,244,2775,101,SC,17,182,2139,86,Abbeville County,Public
007,John C Calhoun Elementary,,,,,,,,,,,,2/1/2017,2,2017,3968,,182,7,,,,,,,,,,,,,3195,168.157894737,2525,132.894736842,SC@7@160,450069000002,SY16-17,,189,0.047631048,,Public,,,,,,,Abbeville 60,0160,19,256,3083,112,SC,19,190,2437,88,Abbeville County,Public
007,John C Calhoun Elementary,,,,,,,,,,,,3/1/2017,3,2017,4560,,181,7,,,,,,,,,,,,,3486,158.454545455,2772,126,SC@7@160,450069000002,SY16-17,,188,0.041228070,,Public,,,,,,,Abbeville 60,0160,22,293,3359,127,SC,22,224,2667,105,Abbeville County,Public
007,John C Calhoun Elementary,,,,,,,,,,,,4/1/2017,4,2017,2871,,2506,98,,,,,,,,,,,,,2226,159,1753,125.214285714,SC@7@160,450069000002,SY16-17,,2604,0.907001045,,Public,,,,,,,Abbeville 60,0160,14,164,2145,81,SC,14,117,1680,73,Abbeville County,Public
007,John C Calhoun Elementary,,,,,,,,,,,,5/1/2017,5,2017,4868,,3944,154,,,,,,,,,,,,,3338,139.083333333,2572,107.166666667,SC@7@160,450069000002,SY16-17,,4098,0.841824158,,Public,,,,,,,Abbeville 60,0160,24,220,3231,107,SC,24,171,2490,82,Abbeville County,Public
020,Long Cane Primary,,,,,,,,,,,,8/1/2016,8,2016,412,,314,26,,,,,,,,,,,,,3076,256.333333333,1686,140.5,SC@20@160,450069000071,SY16-17,,340,0.825242718,,Public,,,,,,,Abbeville 60,0160,12,531,2874,202,SC,12,437,1575,111,Abbeville County,Public
020,Long Cane Primary,,,,,,,,,,,,9/1/2016,9,2016,412,,321,34,,,,,,,,,,,,,5817,277,3852,183.428571429,SC@20@160,450069000071,SY16-17,,355,0.861650485,,Public,,,,,,,Abbeville 60,0160,21,813,5371,446,SC,21,925,3549,303,Abbeville County,Public
020,Long Cane Primary,,,,,,,,,,,,10/1/2016,10,2016,409,,310,29,,,,,,,,,,,,,5767,288.35,4569,228.45,SC@20@160,450069000071,SY16-17,,339,0.828850856,,Public,,,,,,,Abbeville 60,0160,20,617,5292,475,SC,20,1064,4173,396,Abbeville County,Public
020,Long Cane Primary,,,,,,,,,,,,11/1/2016,11,2016,489,,309,30,,,,,,,,,,,,,5318,295.444444444,3906,217,SC@20@160,450069000071,SY16-17,,339,0.693251534,,Public,,,,,,,Abbeville 60,0160,18,589,4846,472,SC,18,500,3602,304,Abbeville County,Public
020,Long Cane Primary,,,,,,,,,,,,12/1/2016,12,2016,4874,,3654,354,,,,,,,,,,,,,3249,270.75,2181,181.75,SC@20@160,450069000071,SY16-17,,4008,0.822322528,,Public,,,,,,,Abbeville 60,0160,12,368,2971,278,SC,12,194,2040,141,Abbeville County,Public
020,Long Cane Primary,,,,,,,,,,,,1/1/2017,1,2017,7436,,313,30,,,,,,,,,,,,,4936,290.352941176,3429,201.705882353,SC@20@160,450069000071,SY16-17,,343,0.046126950,,Public,,,,,,,Abbeville 60,0160,17,543,4503,433,SC,17,290,3180,249,Abbeville County,Public
020,Long Cane Primary,,,,,,,,,,,,2/1/2017,2,2017,7839,,5904,551,,,,,,,,,,,,,5478,288.315789474,3600,189.473684211,SC@20@160,450069000071,SY16-17,,6455,0.823446868,,Public,,,,,,,Abbeville 60,0160,19,652,5007,471,SC,19,217,3356,244,Abbeville County,Public
020,Long Cane Primary,,,,,,,,,,,,3/1/2017,3,2017,9035,,311,29,,,,,,,,,,,,,6198,281.727272727,4085,185.681818182,SC@20@160,450069000071,SY16-17,,340,0.037631433,,Public,,,,,,,Abbeville 60,0160,22,752,5665,533,SC,22,259,3811,274,Abbeville County,Public
020,Long Cane Primary,,,,,,,,,,,,4/1/2017,4,2017,5768,,4360,392,,,,,,,,,,,,,3903,278.785714286,2568,183.428571429,SC@20@160,450069000071,SY16-17,,4752,0.823855756,,Public,,,,,,,Abbeville 60,0160,14,466,3572,331,SC,14,195,2391,177,Abbeville County,Public
020,Long Cane Primary,,,,,,,,,,,,5/1/2017,5,2017,9912,,6858,616,,,,,,,,,,,,,5818,242.416666667,3836,159.833333333,SC@20@160,450069000071,SY16-17,,7474,0.754035513,,Public,,,,,,,Abbeville 60,0160,24,663,5317,501,SC,24,247,3593,243,Abbeville County,Public
017,Westwood Elementary,,,,,,,,,,,,8/1/2016,8,2016,372,,280,25,,,,,,,,,,,,,3006,250.5,1976,164.666666667,SC@17@160,450069001379,SY16-17,,305,0.819892473,,Public,,,,,,,Abbeville 60,0160,12,595,2820,186,SC,12,242,1871,105,Abbeville County,Public
017,Westwood Elementary,,,,,,,,,,,,9/1/2016,9,2016,372,,273,32,,,,,,,,,,,,,5283,251.571428571,3667,174.619047619,SC@17@160,450069001379,SY16-17,,305,0.819892473,,Public,,,,,,,Abbeville 60,0160,21,1072,4871,412,SC,21,477,3383,284,Abbeville County,Public
017,Westwood Elementary,,,,,,,,,,,,10/1/2016,10,2016,370,,258,28,,,,,,,,,,,,,4977,248.85,3413,170.65,SC@17@160,450069001379,SY16-17,,286,0.772972973,,Public,,,,,,,Abbeville 60,0160,20,1052,4551,426,SC,20,462,3117,296,Abbeville County,Public
017,Westwood Elementary,,,,,,,,,,,,11/1/2016,11,2016,369,,261,29,,,,,,,,,,,,,4493,249.611111111,3087,171.5,SC@17@160,450069001379,SY16-17,,290,0.785907859,,Public,,,,,,,Abbeville 60,0160,18,995,4099,394,SC,18,417,2830,257,Abbeville County,Public
017,Westwood Elementary,,,,,,,,,,,,12/1/2016,12,2016,4378,,3049,342,,,,,,,,,,,,,2775,231.25,1905,158.75,SC@17@160,450069001379,SY16-17,,3391,0.774554591,,Public,,,,,,,Abbeville 60,0160,12,606,2521,254,SC,12,268,1736,169,Abbeville County,Public
017,Westwood Elementary,,,,,,,,,,,,1/1/2017,1,2017,6528,,254,28,,,,,,,,,,,,,4085,240.294117647,2740,161.176470588,SC@17@160,450069001379,SY16-17,,282,0.043198529,,Public,,,,,,,Abbeville 60,0160,17,933,3733,352,SC,17,384,2507,233,Abbeville County,Public
017,Westwood Elementary,,,,,,,,,,,,2/1/2017,2,2017,6931,,4803,494,,,,,,,,,,,,,4543,239.105263158,3074,161.789473684,SC@17@160,450069001379,SY16-17,,5297,0.764247583,,Public,,,,,,,Abbeville 60,0160,19,1037,4162,381,SC,19,432,2819,255,Abbeville County,Public
017,Westwood Elementary,,,,,,,,,,,,3/1/2017,3,2017,7962,,252,26,,,,,,,,,,,,,5277,239.863636364,3672,166.909090909,SC@17@160,450069001379,SY16-17,,278,0.034915850,,Public,,,,,,,Abbeville 60,0160,22,1167,4816,461,SC,22,690,3342,330,Abbeville County,Public
017,Westwood Elementary,,,,,,,,,,,,4/1/2017,4,2017,5059,,3513,336,,,,,,,,,,,,,3247,231.928571429,2171,155.071428571,SC@17@160,450069001379,SY16-17,,3849,0.760822297,,Public,,,,,,,Abbeville 60,0160,14,746,2959,288,SC,14,332,1982,189,Abbeville County,Public
017,Westwood Elementary,,,,,,,,,,,,5/1/2017,5,2017,8692,,5531,528,,,,,,,,,,,,,5080,211.666666667,3534,147.25,SC@17@160,450069001379,SY16-17,,6059,0.697077773,,Public,,,,,,,Abbeville 60,0160,24,1051,4670,410,SC,24,545,3260,274,Abbeville County,Public
016,Wright Middle,,,,,,,,,,,,8/1/2016,8,2016,419,,277,32,,,,,,,,,,,,,2984,248.666666667,1671,139.25,SC@16@160,450069000010,SY16-17,,309,0.737470167,,Public,,,,,,,Abbeville 60,0160,12,958,2749,235,SC,12,434,1531,140,Abbeville County,Public
016,Wright Middle,,,,,,,,,,,,9/1/2016,9,2016,374,,245,27,,,,,,,,,,,,,5036,239.809523810,2962,141.047619048,SC@16@160,450069000010,SY16-17,,272,0.727272727,,Public,,,,,,,Abbeville 60,0160,21,1810,4575,461,SC,21,854,2634,328,Abbeville County,Public
016,Wright Middle,,,,,,,,,,,,10/1/2016,10,2016,372,,238,21,,,,,,,,,,,,,4657,232.85,2758,137.9,SC@16@160,450069000010,SY16-17,,259,0.696236559,,Public,,,,,,,Abbeville 60,0160,20,1878,4282,375,SC,20,960,2499,259,Abbeville County,Public
016,Wright Middle,,,,,,,,,,,,11/1/2016,11,2016,6726,,238,20,,,,,,,,,,,,,4119,228.833333333,2488,138.222222222,SC@16@160,450069000010,SY16-17,,258,0.038358608,,Public,,,,,,,Abbeville 60,0160,18,1619,3797,322,SC,18,776,2256,232,Abbeville County,Public
016,Wright Middle,,,,,,,,,,,,12/1/2016,12,2016,4475,,2611,225,,,,,,,,,,,,,2531,210.916666667,1590,132.5,SC@16@160,450069000010,SY16-17,,2836,0.633743017,,Public,,,,,,,Abbeville 60,0160,12,914,2331,200,SC,12,472,1448,142,Abbeville County,Public
016,Wright Middle,,,,,,,,,,,,1/1/2017,1,2017,6704,,241,22,,,,,,,,,,,,,3855,226.764705882,2382,140.117647059,SC@16@160,450069000010,SY16-17,,263,0.039230310,,Public,,,,,,,Abbeville 60,0160,17,1393,3547,308,SC,17,717,2161,221,Abbeville County,Public
016,Wright Middle,,,,,,,,,,,,2/1/2017,2,2017,7097,,236,22,,,,,,,,,,,,,4283,225.421052632,2631,138.473684211,SC@16@160,450069000010,SY16-17,,258,0.036353389,,Public,,,,,,,Abbeville 60,0160,19,1544,3924,359,SC,19,768,2389,242,Abbeville County,Public
016,Wright Middle,,,,,,,,,,,,3/1/2017,3,2017,8216,,243,22,,,,,,,,,,,,,5007,227.590909091,3112,141.454545455,SC@16@160,450069000010,SY16-17,,265,0.032254138,,Public,,,,,,,Abbeville 60,0160,22,1751,4611,396,SC,22,892,2863,249,Abbeville County,Public
016,Wright Middle,,,,,,,,,,,,4/1/2017,4,2017,5230,,3414,294,,,,,,,,,,,,,3096,221.142857143,1917,136.928571429,SC@16@160,450069000010,SY16-17,,3708,0.708986616,,Public,,,,,,,Abbeville 60,0160,14,1077,2866,230,SC,14,505,1781,136,Abbeville County,Public
016,Wright Middle,,,,,,,,,,,,5/1/2017,5,2017,8952,,5306,462,,,,,,,,,,,,,4797,199.875,3081,128.375,SC@16@160,450069000010,SY16-17,,5768,0.644325290,,Public,,,,,,,Abbeville 60,0160,24,1541,4446,351,SC,24,729,2870,211,Abbeville County,Public
001,Academy of Hope,,,,,,,,,,,,7/1/2016,7,2016,138,,132,2,,,,,,,,,,,,,325,81.25,272,68,SC@1@6292,,SY16-17,,134,0.971014493,,Charter,,,,,,,"Academy of Hope, Inc.",6292,4,16,317,8,SC,4,8,264,8,Horry County,Charter
001,Academy of Hope,,,,,,,,,,,,8/1/2016,8,2016,152,,138,9,,,,,,,,,,,,,2119,92.130434783,2078,90.347826087,SC@1@6292,,SY16-17,,147,0.967105263,,Charter,,,,,,,"Academy of Hope, Inc.",6292,23,79,2000,119,SC,23,29,1990,88,Horry County,Charter
001,Academy of Hope,,,,,,,,,,,,9/1/2016,9,2016,152,,136,9,,,,,,,,,,,,,1935,113.823529412,1589,93.470588235,SC@1@6292,,SY16-17,,145,0.953947368,,Charter,,,,,,,"Academy of Hope, Inc.",6292,17,94,1826,109,SC,17,0,1499,90,Horry County,Charter
001,Academy of Hope,,,,,,,,,,,,10/1/2016,10,2016,155,,139,10,,,,,,,,,,,,,1363,123.909090909,1064,96.727272727,SC@1@6292,,SY16-17,,149,0.961290323,,Charter,,,,,,,"Academy of Hope, Inc.",6292,11,43,1288,75,SC,11,8,1011,53,Horry County,Charter
001,Academy of Hope,,,,,,,,,,,,11/1/2016,11,2016,160,,143,11,,,,,,,,,,,,,2212,122.888888889,1849,102.722222222,SC@1@6292,,SY16-17,,154,0.9625,,Charter,,,,,,,"Academy of Hope, Inc.",6292,18,48,2063,149,SC,18,31,1730,119,Horry County,Charter
001,Academy of Hope,,,,,,,,,,,,12/1/2016,12,2016,162,,145,11,,,,,,,,,,,,,1506,125.5,1133,94.416666667,SC@1@6292,,SY16-17,,156,0.962962963,,Charter,,,,,,,"Academy of Hope, Inc.",6292,12,38,1410,96,SC,12,17,1045,88,Horry County,Charter
001,Academy of Hope,,,,,,,,,,,,1/1/2017,1,2017,150,,133,11,,,,,,,,,,,,,2535,126.75,1924,96.2,SC@1@6292,,SY16-17,,144,0.96,,Charter,,,,,,,"Academy of Hope, Inc.",6292,20,62,2373,162,SC,20,20,1769,155,Horry County,Charter
