School ID,School Name,State-Physical,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free and Reduced,Operating Days,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District Name,District ID,Operating Days-Lunch Only,Lunch Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,State-Reporting,Operating Days-Breakfast Only,Breakfast Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,County,School Type-Original
011,Cottageville Elementary,,,,,,,,,,,,5/1/2017,5,2017,557,,557,0,,,,,,,,,,,,,9272,421.454545455,8308,377.636363636,SC@11@1501,450183000336,SY16-17,,557,1,,Public,,,,,,,Colleton 01,1501,22,0,9272,0,SC,22,0,8308,0,Colleton County,Public
011,Cottageville Elementary,,,,,,,,,,,,6/1/2017,6,2017,557,,557,0,,,,,,,,,,,,,281,140.5,245,122.5,SC@11@1501,450183000336,SY16-17,,557,1,,Public,,,,,,,Colleton 01,1501,2,0,281,0,SC,2,0,245,0,Colleton County,Public
012,Forest Hill Elementary,,,,,,,,,,,,8/1/2016,8,2016,695,,695,0,,,,,,,,,,,,,7088,545.230769231,5357,412.076923077,SC@12@1501,450183000337,SY16-17,,695,1,,Public,,,,,,,Colleton 01,1501,13,0,7088,0,SC,13,0,5357,0,Colleton County,Public
012,Forest Hill Elementary,,,,,,,,,,,,9/1/2016,9,2016,694,,694,0,,,,,,,,,,,,,11137,530.333333333,8850,421.428571429,SC@12@1501,450183000337,SY16-17,,694,1,,Public,,,,,,,Colleton 01,1501,21,0,11137,0,SC,21,0,8850,0,Colleton County,Public
012,Forest Hill Elementary,,,,,,,,,,,,10/1/2016,10,2016,692,,692,0,,,,,,,,,,,,,7361,566.230769231,5400,415.384615385,SC@12@1501,450183000337,SY16-17,,692,1,,Public,,,,,,,Colleton 01,1501,13,0,7361,0,SC,13,0,5400,0,Colleton County,Public
012,Forest Hill Elementary,,,,,,,,,,,,11/1/2016,11,2016,692,,692,0,,,,,,,,,,,,,10085,560.277777778,7551,419.5,SC@12@1501,450183000337,SY16-17,,692,1,,Public,,,,,,,Colleton 01,1501,18,0,10085,0,SC,18,0,7551,0,Colleton County,Public
012,Forest Hill Elementary,,,,,,,,,,,,12/1/2016,12,2016,688,,688,0,,,,,,,,,,,,,6685,557.083333333,4843,403.583333333,SC@12@1501,450183000337,SY16-17,,688,1,,Public,,,,,,,Colleton 01,1501,12,0,6685,0,SC,12,0,4843,0,Colleton County,Public
012,Forest Hill Elementary,,,,,,,,,,,,1/1/2017,1,2017,696,,696,0,,,,,,,,,,,,,10608,558.315789474,7652,402.736842105,SC@12@1501,450183000337,SY16-17,,696,1,,Public,,,,,,,Colleton 01,1501,19,0,10608,0,SC,19,0,7652,0,Colleton County,Public
012,Forest Hill Elementary,,,,,,,,,,,,2/1/2017,2,2017,695,,695,0,,,,,,,,,,,,,10530,554.210526316,7659,403.105263158,SC@12@1501,450183000337,SY16-17,,695,1,,Public,,,,,,,Colleton 01,1501,19,0,10530,0,SC,19,0,7659,0,Colleton County,Public
012,Forest Hill Elementary,,,,,,,,,,,,3/1/2017,3,2017,687,,687,0,,,,,,,,,,,,,12605,548.043478261,9481,412.217391304,SC@12@1501,450183000337,SY16-17,,687,1,,Public,,,,,,,Colleton 01,1501,23,0,12605,0,SC,23,0,9481,0,Colleton County,Public
012,Forest Hill Elementary,,,,,,,,,,,,4/1/2017,4,2017,697,,697,0,,,,,,,,,,,,,8209,547.266666667,6006,400.4,SC@12@1501,450183000337,SY16-17,,697,1,,Public,,,,,,,Colleton 01,1501,15,0,8209,0,SC,15,0,6006,0,Colleton County,Public
012,Forest Hill Elementary,,,,,,,,,,,,5/1/2017,5,2017,689,,689,0,,,,,,,,,,,,,12146,552.090909091,8922,405.545454545,SC@12@1501,450183000337,SY16-17,,689,1,,Public,,,,,,,Colleton 01,1501,22,0,12146,0,SC,22,0,8922,0,Colleton County,Public
012,Forest Hill Elementary,,,,,,,,,,,,6/1/2017,6,2017,689,,689,0,,,,,,,,,,,,,638,319,351,175.5,SC@12@1501,450183000337,SY16-17,,689,1,,Public,,,,,,,Colleton 01,1501,2,0,638,0,SC,2,0,351,0,Colleton County,Public
021,Hendersonville Elementary,,,,,,,,,,,,8/1/2016,8,2016,383,,383,0,,,,,,,,,,,,,4258,327.538461538,4375,336.538461538,SC@21@1501,450183000713,SY16-17,,383,1,,Public,,,,,,,Colleton 01,1501,13,0,4258,0,SC,13,0,4375,0,Colleton County,Public
021,Hendersonville Elementary,,,,,,,,,,,,9/1/2016,9,2016,397,,397,0,,,,,,,,,,,,,6960,331.428571429,6910,329.047619048,SC@21@1501,450183000713,SY16-17,,397,1,,Public,,,,,,,Colleton 01,1501,21,0,6960,0,SC,21,0,6910,0,Colleton County,Public
021,Hendersonville Elementary,,,,,,,,,,,,10/1/2016,10,2016,393,,393,0,,,,,,,,,,,,,4539,349.153846154,4450,342.307692308,SC@21@1501,450183000713,SY16-17,,393,1,,Public,,,,,,,Colleton 01,1501,13,0,4539,0,SC,13,0,4450,0,Colleton County,Public
021,Hendersonville Elementary,,,,,,,,,,,,11/1/2016,11,2016,399,,399,0,,,,,,,,,,,,,6266,348.111111111,6209,344.944444444,SC@21@1501,450183000713,SY16-17,,399,1,,Public,,,,,,,Colleton 01,1501,18,0,6266,0,SC,18,0,6209,0,Colleton County,Public
021,Hendersonville Elementary,,,,,,,,,,,,12/1/2016,12,2016,396,,396,0,,,,,,,,,,,,,4098,341.5,3948,329,SC@21@1501,450183000713,SY16-17,,396,1,,Public,,,,,,,Colleton 01,1501,12,0,4098,0,SC,12,0,3948,0,Colleton County,Public
021,Hendersonville Elementary,,,,,,,,,,,,1/1/2017,1,2017,392,,392,0,,,,,,,,,,,,,6568,345.684210526,6350,334.210526316,SC@21@1501,450183000713,SY16-17,,392,1,,Public,,,,,,,Colleton 01,1501,19,0,6568,0,SC,19,0,6350,0,Colleton County,Public
021,Hendersonville Elementary,,,,,,,,,,,,2/1/2017,2,2017,390,,390,0,,,,,,,,,,,,,6550,344.736842105,6296,331.368421053,SC@21@1501,450183000713,SY16-17,,390,1,,Public,,,,,,,Colleton 01,1501,19,0,6550,0,SC,19,0,6296,0,Colleton County,Public
021,Hendersonville Elementary,,,,,,,,,,,,3/1/2017,3,2017,390,,390,0,,,,,,,,,,,,,7781,338.304347826,7420,322.608695652,SC@21@1501,450183000713,SY16-17,,390,1,,Public,,,,,,,Colleton 01,1501,23,0,7781,0,SC,23,0,7420,0,Colleton County,Public
021,Hendersonville Elementary,,,,,,,,,,,,4/1/2017,4,2017,395,,395,0,,,,,,,,,,,,,5099,339.933333333,4839,322.6,SC@21@1501,450183000713,SY16-17,,395,1,,Public,,,,,,,Colleton 01,1501,15,0,5099,0,SC,15,0,4839,0,Colleton County,Public
021,Hendersonville Elementary,,,,,,,,,,,,5/1/2017,5,2017,392,,392,0,,,,,,,,,,,,,7332,333.272727273,6884,312.909090909,SC@21@1501,450183000713,SY16-17,,392,1,,Public,,,,,,,Colleton 01,1501,22,0,7332,0,SC,22,0,6884,0,Colleton County,Public
021,Hendersonville Elementary,,,,,,,,,,,,6/1/2017,6,2017,392,,392,0,,,,,,,,,,,,,278,139,242,121,SC@21@1501,450183000713,SY16-17,,392,1,,Public,,,,,,,Colleton 01,1501,2,0,278,0,SC,2,0,242,0,Colleton County,Public
020,Northside Elementary,,,,,,,,,,,,8/1/2016,8,2016,592,,592,0,,,,,,,,,,,,,6237,479.769230769,4517,347.461538462,SC@20@1501,450183000189,SY16-17,,592,1,,Public,,,,,,,Colleton 01,1501,13,0,6237,0,SC,13,0,4517,0,Colleton County,Public
020,Northside Elementary,,,,,,,,,,,,9/1/2016,9,2016,592,,592,0,,,,,,,,,,,,,9757,464.619047619,7571,360.523809524,SC@20@1501,450183000189,SY16-17,,592,1,,Public,,,,,,,Colleton 01,1501,21,0,9757,0,SC,21,0,7571,0,Colleton County,Public
020,Northside Elementary,,,,,,,,,,,,10/1/2016,10,2016,590,,590,0,,,,,,,,,,,,,6353,488.692307692,4618,355.230769231,SC@20@1501,450183000189,SY16-17,,590,1,,Public,,,,,,,Colleton 01,1501,13,0,6353,0,SC,13,0,4618,0,Colleton County,Public
020,Northside Elementary,,,,,,,,,,,,11/1/2016,11,2016,590,,590,0,,,,,,,,,,,,,8848,491.555555556,6719,373.277777778,SC@20@1501,450183000189,SY16-17,,590,1,,Public,,,,,,,Colleton 01,1501,18,0,8848,0,SC,18,0,6719,0,Colleton County,Public
020,Northside Elementary,,,,,,,,,,,,12/1/2016,12,2016,593,,593,0,,,,,,,,,,,,,6012,501,4444,370.333333333,SC@20@1501,450183000189,SY16-17,,593,1,,Public,,,,,,,Colleton 01,1501,12,0,6012,0,SC,12,0,4444,0,Colleton County,Public
020,Northside Elementary,,,,,,,,,,,,1/1/2017,1,2017,596,,596,0,,,,,,,,,,,,,9500,500,7139,375.736842105,SC@20@1501,450183000189,SY16-17,,596,1,,Public,,,,,,,Colleton 01,1501,19,0,9500,0,SC,19,0,7139,0,Colleton County,Public
020,Northside Elementary,,,,,,,,,,,,2/1/2017,2,2017,595,,595,0,,,,,,,,,,,,,9324,490.736842105,7037,370.368421053,SC@20@1501,450183000189,SY16-17,,595,1,,Public,,,,,,,Colleton 01,1501,19,0,9324,0,SC,19,0,7037,0,Colleton County,Public
020,Northside Elementary,,,,,,,,,,,,3/1/2017,3,2017,595,,595,0,,,,,,,,,,,,,11246,488.956521739,8920,387.826086957,SC@20@1501,450183000189,SY16-17,,595,1,,Public,,,,,,,Colleton 01,1501,23,0,11246,0,SC,23,0,8920,0,Colleton County,Public
020,Northside Elementary,,,,,,,,,,,,4/1/2017,4,2017,599,,599,0,,,,,,,,,,,,,7336,489.066666667,5664,377.6,SC@20@1501,450183000189,SY16-17,,599,1,,Public,,,,,,,Colleton 01,1501,15,0,7336,0,SC,15,0,5664,0,Colleton County,Public
020,Northside Elementary,,,,,,,,,,,,5/1/2017,5,2017,598,,598,0,,,,,,,,,,,,,10660,484.545454545,8218,373.545454545,SC@20@1501,450183000189,SY16-17,,598,1,,Public,,,,,,,Colleton 01,1501,22,0,10660,0,SC,22,0,8218,0,Colleton County,Public
020,Northside Elementary,,,,,,,,,,,,6/1/2017,6,2017,598,,598,0,,,,,,,,,,,,,598,299,394,197,SC@20@1501,450183000189,SY16-17,,598,1,,Public,,,,,,,Colleton 01,1501,2,0,598,0,SC,2,0,394,0,Colleton County,Public
013,Columbia East Point Academy - SC Public Charter District,,,,,,,,,,,,8/1/2016,8,2016,519,,163,64,,,,,,,,,,,,,1257,96.692307692,515,39.615384615,SC@13@6239,,SY16-17,,227,0.437379576,,Charter,,,,,,,Columbia East Point Academy,6239,13,504,974,283,SC,13,106,417,98,Richland County,Charter
013,Columbia East Point Academy - SC Public Charter District,,,,,,,,,,,,9/1/2016,9,2016,527,,159,53,,,,,,,,,,,,,2447,116.523809524,1038,49.428571429,SC@13@6239,,SY16-17,,212,0.402277040,,Charter,,,,,,,Columbia East Point Academy,6239,21,873,1883,564,SC,21,194,834,204,Richland County,Charter
013,Columbia East Point Academy - SC Public Charter District,,,,,,,,,,,,10/1/2016,10,2016,529,,161,55,,,,,,,,,,,,,2030,119.411764706,766,45.058823529,SC@13@6239,,SY16-17,,216,0.408317580,,Charter,,,,,,,Columbia East Point Academy,6239,17,761,1587,443,SC,17,168,645,121,Richland County,Charter
013,Columbia East Point Academy - SC Public Charter District,,,,,,,,,,,,11/1/2016,11,2016,531,,163,55,,,,,,,,,,,,,2161,120.055555556,786,43.666666667,SC@13@6239,,SY16-17,,218,0.410546139,,Charter,,,,,,,Columbia East Point Academy,6239,18,867,1699,462,SC,18,171,635,151,Richland County,Charter
013,Columbia East Point Academy - SC Public Charter District,,,,,,,,,,,,12/1/2016,12,2016,529,,165,55,,,,,,,,,,,,,1632,116.571428571,601,42.928571429,SC@13@6239,,SY16-17,,220,0.415879017,,Charter,,,,,,,Columbia East Point Academy,6239,14,623,1292,340,SC,14,145,482,119,Richland County,Charter
013,Columbia East Point Academy - SC Public Charter District,,,,,,,,,,,,1/1/2017,1,2017,523,,162,54,,,,,,,,,,,,,2215,123.055555556,755,41.944444444,SC@13@6239,,SY16-17,,216,0.413001912,,Charter,,,,,,,Columbia East Point Academy,6239,18,861,1778,437,SC,18,174,610,145,Richland County,Charter
013,Columbia East Point Academy - SC Public Charter District,,,,,,,,,,,,2/1/2017,2,2017,522,,163,54,,,,,,,,,,,,,1972,116,714,42,SC@13@6239,,SY16-17,,217,0.415708812,,Charter,,,,,,,Columbia East Point Academy,6239,17,771,1576,396,SC,17,123,584,130,Richland County,Charter
013,Columbia East Point Academy - SC Public Charter District,,,,,,,,,,,,3/1/2017,3,2017,519,,171,51,,,,,,,,,,,,,2733,118.826086957,919,39.956521739,SC@13@6239,,SY16-17,,222,0.427745665,,Charter,,,,,,,Columbia East Point Academy,6239,23,1097,2175,558,SC,23,175,749,170,Richland County,Charter
013,Columbia East Point Academy - SC Public Charter District,,,,,,,,,,,,4/1/2017,4,2017,514,,167,51,,,,,,,,,,,,,1724,114.933333333,594,39.6,SC@13@6239,,SY16-17,,218,0.424124514,,Charter,,,,,,,Columbia East Point Academy,6239,15,668,1373,351,SC,15,128,456,138,Richland County,Charter
013,Columbia East Point Academy - SC Public Charter District,,,,,,,,,,,,5/1/2017,5,2017,513,,167,51,,,,,,,,,,,,,2463,111.954545455,780,35.454545455,SC@13@6239,,SY16-17,,218,0.424951267,,Charter,,,,,,,Columbia East Point Academy,6239,22,1001,1934,529,SC,22,199,597,183,Richland County,Charter
013,Brockington Elementary,,,,,,,,,,,,8/1/2016,8,2016,420,,375,0,,,,,,,,,,,,,3915,301.153846154,2196,168.923076923,SC@13@1601,450186000350,SY16-17,,375,0.892857143,,Public,,,,,,,Darlington 01,1601,13,469,3915,0,SC,13,263,2196,0,Darlington County,Public
013,Brockington Elementary,,,,,,,,,,,,9/1/2016,9,2016,410,,366,0,,,,,,,,,,,,,6149,307.45,3591,179.55,SC@13@1601,450186000350,SY16-17,,366,0.892682927,,Public,,,,,,,Darlington 01,1601,20,737,6149,0,SC,20,430,3591,0,Darlington County,Public
013,Brockington Elementary,,,,,,,,,,,,10/1/2016,10,2016,413,,369,0,,,,,,,,,,,,,4044,311.076923077,2262,174,SC@13@1601,450186000350,SY16-17,,369,0.893462470,,Public,,,,,,,Darlington 01,1601,13,485,4044,0,SC,13,271,2262,0,Darlington County,Public
013,Brockington Elementary,,,,,,,,,,,,11/1/2016,11,2016,370,,330,0,,,,,,,,,,,,,5481,304.5,3103,172.388888889,SC@13@1601,450186000350,SY16-17,,330,0.891891892,,Public,,,,,,,Darlington 01,1601,18,657,5481,0,SC,18,372,3103,0,Darlington County,Public
013,Brockington Elementary,,,,,,,,,,,,12/1/2016,12,2016,417,,372,0,,,,,,,,,,,,,3602,300.166666667,2030,169.166666667,SC@13@1601,450186000350,SY16-17,,372,0.892086331,,Public,,,,,,,Darlington 01,1601,12,432,3602,0,SC,12,243,2030,0,Darlington County,Public
013,Brockington Elementary,,,,,,,,,,,,1/1/2017,1,2017,412,,368,0,,,,,,,,,,,,,6381,303.857142857,3405,162.142857143,SC@13@1601,450186000350,SY16-17,,368,0.893203883,,Public,,,,,,,Darlington 01,1601,21,765,6381,0,SC,21,408,3405,0,Darlington County,Public
013,Brockington Elementary,,,,,,,,,,,,2/1/2017,2,2017,411,,367,0,,,,,,,,,,,,,6141,307.05,3272,163.6,SC@13@1601,450186000350,SY16-17,,367,0.892944039,,Public,,,,,,,Darlington 01,1601,20,736,6141,0,SC,20,392,3272,0,Darlington County,Public
013,Brockington Elementary,,,,,,,,,,,,3/1/2017,3,2017,410,,366,0,,,,,,,,,,,,,6873,298.826086957,3624,157.565217391,SC@13@1601,450186000350,SY16-17,,366,0.892682927,,Public,,,,,,,Darlington 01,1601,23,823,6873,0,SC,23,434,3624,0,Darlington County,Public
013,Brockington Elementary,,,,,,,,,,,,4/1/2017,4,2017,408,,364,0,,,,,,,,,,,,,4522,301.466666667,2266,151.066666667,SC@13@1601,450186000350,SY16-17,,364,0.892156863,,Public,,,,,,,Darlington 01,1601,15,542,4522,0,SC,15,271,2266,0,Darlington County,Public
013,Brockington Elementary,,,,,,,,,,,,5/1/2017,5,2017,412,,368,0,,,,,,,,,,,,,6171,293.857142857,3505,166.904761905,SC@13@1601,450186000350,SY16-17,,368,0.893203883,,Public,,,,,,,Darlington 01,1601,21,739,6171,0,SC,21,420,3505,0,Darlington County,Public
013,Brockington Elementary,,,,,,,,,,,,6/1/2017,6,2017,413,,369,0,,,,,,,,,,,,,,,112,6.054054054,SC@13@1601,450186000350,SY16-17,,369,0.893462470,,Public,,,,,,,Darlington 01,1601,18.5,,,,SC,18.5,13,112,0,Darlington County,Public
024,Brunson-Dargan Elementary,,,,,,,,,,,,8/1/2016,8,2016,249,,222,0,,,,,,,,,,,,,2518,193.692307692,1787,137.461538462,SC@24@1601,450186000360,SY16-17,,222,0.891566265,,Public,,,,,,,Darlington 01,1601,13,302,2518,0,SC,13,214,1787,0,Darlington County,Public
024,Brunson-Dargan Elementary,,,,,,,,,,,,9/1/2016,9,2016,244,,218,0,,,,,,,,,,,,,3872,193.6,2854,142.7,SC@24@1601,450186000360,SY16-17,,218,0.893442623,,Public,,,,,,,Darlington 01,1601,20,464,3872,0,SC,20,342,2854,0,Darlington County,Public
024,Brunson-Dargan Elementary,,,,,,,,,,,,10/1/2016,10,2016,246,,220,0,,,,,,,,,,,,,2540,195.384615385,1818,139.846153846,SC@24@1601,450186000360,SY16-17,,220,0.894308943,,Public,,,,,,,Darlington 01,1601,13,304,2540,0,SC,13,218,1818,0,Darlington County,Public
024,Brunson-Dargan Elementary,,,,,,,,,,,,11/1/2016,11,2016,248,,221,0,,,,,,,,,,,,,3521,195.611111111,2550,141.666666667,SC@24@1601,450186000360,SY16-17,,221,0.891129032,,Public,,,,,,,Darlington 01,1601,18,422,3521,0,SC,18,306,2550,0,Darlington County,Public
024,Brunson-Dargan Elementary,,,,,,,,,,,,12/1/2016,12,2016,251,,224,0,,,,,,,,,,,,,2340,195,1723,143.583333333,SC@24@1601,450186000360,SY16-17,,224,0.892430279,,Public,,,,,,,Darlington 01,1601,12,280,2340,0,SC,12,207,1723,0,Darlington County,Public
024,Brunson-Dargan Elementary,,,,,,,,,,,,1/1/2017,1,2017,254,,227,0,,,,,,,,,,,,,4219,200.904761905,3081,146.714285714,SC@24@1601,450186000360,SY16-17,,227,0.893700787,,Public,,,,,,,Darlington 01,1601,21,506,4219,0,SC,21,369,3081,0,Darlington County,Public
024,Brunson-Dargan Elementary,,,,,,,,,,,,2/1/2017,2,2017,257,,230,0,,,,,,,,,,,,,3950,197.5,3055,152.75,SC@24@1601,450186000360,SY16-17,,230,0.894941634,,Public,,,,,,,Darlington 01,1601,20,473,3950,0,SC,20,366,3055,0,Darlington County,Public
024,Brunson-Dargan Elementary,,,,,,,,,,,,3/1/2017,3,2017,258,,230,0,,,,,,,,,,,,,4489,195.173913043,3334,144.956521739,SC@24@1601,450186000360,SY16-17,,230,0.891472868,,Public,,,,,,,Darlington 01,1601,23,538,4489,0,SC,23,400,3334,0,Darlington County,Public
024,Brunson-Dargan Elementary,,,,,,,,,,,,4/1/2017,4,2017,259,,231,0,,,,,,,,,,,,,2932,195.466666667,2130,142,SC@24@1601,450186000360,SY16-17,,231,0.891891892,,Public,,,,,,,Darlington 01,1601,15,351,2932,0,SC,15,255,2130,0,Darlington County,Public
024,Brunson-Dargan Elementary,,,,,,,,,,,,5/1/2017,5,2017,258,,230,0,,,,,,,,,,,,,4088,194.666666667,3153,150.142857143,SC@24@1601,450186000360,SY16-17,,230,0.891472868,,Public,,,,,,,Darlington 01,1601,21,490,4088,0,SC,21,378,3153,0,Darlington County,Public
024,Brunson-Dargan Elementary,,,,,,,,,,,,6/1/2017,6,2017,258,,230,0,,,,,,,,,,,,,,,70,3.783783784,SC@24@1601,450186000360,SY16-17,,230,0.891472868,,Public,,,,,,,Darlington 01,1601,18.5,,,,SC,18.5,8,70,0,Darlington County,Public
014,Cain Elementary,,,,,,,,,,,,8/1/2016,8,2016,328,,293,0,,,,,,,,,,,,,3033,233.307692308,2274,174.923076923,SC@14@1601,450186000351,SY16-17,,293,0.893292683,,Public,,,,,,,Darlington 01,1601,13,363,3033,0,SC,13,273,2274,0,Darlington County,Public
014,Cain Elementary,,,,,,,,,,,,9/1/2016,9,2016,325,,290,0,,,,,,,,,,,,,4820,241,3583,179.15,SC@14@1601,450186000351,SY16-17,,290,0.892307692,,Public,,,,,,,Darlington 01,1601,20,578,4820,0,SC,20,429,3583,0,Darlington County,Public
014,Cain Elementary,,,,,,,,,,,,10/1/2016,10,2016,322,,288,0,,,,,,,,,,,,,3048,234.461538462,2216,170.461538462,SC@14@1601,450186000351,SY16-17,,288,0.894409938,,Public,,,,,,,Darlington 01,1601,13,365,3048,0,SC,13,266,2216,0,Darlington County,Public
014,Cain Elementary,,,,,,,,,,,,11/1/2016,11,2016,320,,286,0,,,,,,,,,,,,,4184,232.444444444,3084,171.333333333,SC@14@1601,450186000351,SY16-17,,286,0.89375,,Public,,,,,,,Darlington 01,1601,18,501,4184,0,SC,18,370,3084,0,Darlington County,Public
014,Cain Elementary,,,,,,,,,,,,12/1/2016,12,2016,319,,285,0,,,,,,,,,,,,,2825,235.416666667,2016,168,SC@14@1601,450186000351,SY16-17,,285,0.893416928,,Public,,,,,,,Darlington 01,1601,12,338,2825,0,SC,12,241,2016,0,Darlington County,Public
014,Cain Elementary,,,,,,,,,,,,1/1/2017,1,2017,318,,284,0,,,,,,,,,,,,,4896,233.142857143,3490,166.190476190,SC@14@1601,450186000351,SY16-17,,284,0.893081761,,Public,,,,,,,Darlington 01,1601,21,587,4896,0,SC,21,418,3490,0,Darlington County,Public
014,Cain Elementary,,,,,,,,,,,,2/1/2017,2,2017,313,,280,0,,,,,,,,,,,,,4493,224.65,3261,163.05,SC@14@1601,450186000351,SY16-17,,280,0.894568690,,Public,,,,,,,Darlington 01,1601,20,538,4493,0,SC,20,391,3261,0,Darlington County,Public
014,Cain Elementary,,,,,,,,,,,,3/1/2017,3,2017,309,,276,0,,,,,,,,,,,,,5200,226.086956522,3492,151.826086957,SC@14@1601,450186000351,SY16-17,,276,0.893203883,,Public,,,,,,,Darlington 01,1601,23,623,5200,0,SC,23,418,3492,0,Darlington County,Public
014,Cain Elementary,,,,,,,,,,,,4/1/2017,4,2017,309,,276,0,,,,,,,,,,,,,3288,219.2,2293,152.866666667,SC@14@1601,450186000351,SY16-17,,276,0.893203883,,Public,,,,,,,Darlington 01,1601,15,394,3288,0,SC,15,275,2293,0,Darlington County,Public
014,Cain Elementary,,,,,,,,,,,,5/1/2017,5,2017,307,,274,0,,,,,,,,,,,,,4534,215.904761905,3476,165.523809524,SC@14@1601,450186000351,SY16-17,,274,0.892508143,,Public,,,,,,,Darlington 01,1601,21,543,4534,0,SC,21,417,3476,0,Darlington County,Public
014,Cain Elementary,,,,,,,,,,,,6/1/2017,6,2017,306,,273,0,,,,,,,,,,,,,,,88,4.756756757,SC@14@1601,450186000351,SY16-17,,273,0.892156863,,Public,,,,,,,Darlington 01,1601,18.5,,,,SC,18.5,11,88,0,Darlington County,Public
015,Carolina Elementary,,,,,,,,,,,,8/1/2016,8,2016,262,,234,0,,,,,,,,,,,,,1959,150.692307692,969,74.538461538,SC@15@1601,450186000352,SY16-17,,234,0.893129771,,Public,,,,,,,Darlington 01,1601,13,235,1959,0,SC,13,116,969,0,Darlington County,Public
015,Carolina Elementary,,,,,,,,,,,,9/1/2016,9,2016,255,,228,0,,,,,,,,,,,,,3296,164.8,1498,74.9,SC@15@1601,450186000352,SY16-17,,228,0.894117647,,Public,,,,,,,Darlington 01,1601,20,395,3296,0,SC,20,180,1498,0,Darlington County,Public
015,Carolina Elementary,,,,,,,,,,,,10/1/2016,10,2016,254,,227,0,,,,,,,,,,,,,2071,159.307692308,854,65.692307692,SC@15@1601,450186000352,SY16-17,,227,0.893700787,,Public,,,,,,,Darlington 01,1601,13,248,2071,0,SC,13,102,854,0,Darlington County,Public
015,Carolina Elementary,,,,,,,,,,,,11/1/2016,11,2016,252,,225,0,,,,,,,,,,,,,2991,166.166666667,1232,68.444444444,SC@15@1601,450186000352,SY16-17,,225,0.892857143,,Public,,,,,,,Darlington 01,1601,18,358,2991,0,SC,18,148,1232,0,Darlington County,Public
015,Carolina Elementary,,,,,,,,,,,,12/1/2016,12,2016,250,,223,0,,,,,,,,,,,,,2008,167.333333333,772,64.333333333,SC@15@1601,450186000352,SY16-17,,223,0.892,,Public,,,,,,,Darlington 01,1601,12,241,2008,0,SC,12,92,772,0,Darlington County,Public
015,Carolina Elementary,,,,,,,,,,,,1/1/2017,1,2017,249,,222,0,,,,,,,,,,,,,3370,160.476190476,1359,64.714285714,SC@15@1601,450186000352,SY16-17,,222,0.891566265,,Public,,,,,,,Darlington 01,1601,21,404,3370,0,SC,21,163,1359,0,Darlington County,Public
015,Carolina Elementary,,,,,,,,,,,,2/1/2017,2,2017,245,,219,0,,,,,,,,,,,,,3165,158.25,1346,67.3,SC@15@1601,450186000352,SY16-17,,219,0.893877551,,Public,,,,,,,Darlington 01,1601,20,379,3165,0,SC,20,161,1346,0,Darlington County,Public
015,Carolina Elementary,,,,,,,,,,,,3/1/2017,3,2017,242,,216,0,,,,,,,,,,,,,3615,157.173913043,1496,65.043478261,SC@15@1601,450186000352,SY16-17,,216,0.892561983,,Public,,,,,,,Darlington 01,1601,23,433,3615,0,SC,23,179,1496,0,Darlington County,Public
015,Carolina Elementary,,,,,,,,,,,,4/1/2017,4,2017,241,,215,0,,,,,,,,,,,,,2049,136.6,912,60.8,SC@15@1601,450186000352,SY16-17,,215,0.892116183,,Public,,,,,,,Darlington 01,1601,15,245,2049,0,SC,15,109,912,0,Darlington County,Public
015,Carolina Elementary,,,,,,,,,,,,5/1/2017,5,2017,243,,217,0,,,,,,,,,,,,,3079,146.619047619,1377,65.571428571,SC@15@1601,450186000352,SY16-17,,217,0.893004115,,Public,,,,,,,Darlington 01,1601,21,369,3079,0,SC,21,165,1377,0,Darlington County,Public
015,Carolina Elementary,,,,,,,,,,,,6/1/2017,6,2017,243,,217,0,,,,,,,,,,,,,,,38,2.054054054,SC@15@1601,450186000352,SY16-17,,217,0.893004115,,Public,,,,,,,Darlington 01,1601,18.5,,,,SC,18.5,4,38,0,Darlington County,Public
