CEP (Y/N),Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,School Type-Standardized,School Level-Standardized,FR Enrollment Percentage,FR Enrollment,Target Area,School Year,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,Enrollment-Free and Reduced,Enrollment-Paid,Claim Year,Claim Month,Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),School Level-Original,Street Address-Line 2,Street Address-Line 1,Zip Code,City,State-Physical,Enrollment-Total,Enrollment-Reduced,School Name,School ID,District Name,District ID,Claim Date,State-Reporting,NCES ID,Operating Days-Lunch Only,Enrollment-Free,Lunch Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,Operating Days-Breakfast Only,Breakfast Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,County,School Type-Original,ISP
N,,,,,,,Public,,0.652263374,317,,SY18-19,SC@001@0160,52.555555556,473,210.777777778,1897,,,,,,,,,,,,,,2018,8,,,,,,,,,,,486,29,Abbeville High,001,Abbeville County,0160,8/1/2018,SC,450069000011,9,288,585,1778,119,9,95,434,39,Abbeville County,Public,0.3568
N,,,,,,,Public,,0.653444676,313,,SY18-19,SC@001@0160,61.368421053,1166,219.736842105,4175,,,,,,,,,,,,,,2018,9,,,,,,,,,,,479,36,Abbeville High,001,Abbeville County,0160,9/1/2018,SC,450069000011,19,277,1111,3856,319,19,223,1063,103,Abbeville County,Public,0.3568
N,,,,,,,Public,,0.597077244,286,,SY18-19,SC@001@0160,64.476190476,1354,204.761904762,4300,,,,,,,,,,,,,,2018,10,,,,,,,,,,,479,28,Abbeville High,001,Abbeville County,0160,10/1/2018,SC,450069000011,21,258,1376,3988,312,21,323,1257,97,Abbeville County,Public,0.3568
N,,,,,,,Public,,0.613778706,294,,SY18-19,SC@001@0160,68.055555556,1225,209.833333333,3777,,,,,,,,,,,,,,2018,11,,,,,,,,,,,479,31,Abbeville High,001,Abbeville County,0160,11/1/2018,SC,450069000011,18,263,1157,3470,307,18,224,1137,88,Abbeville County,Public,0.3568
N,,,,,,,Public,,0.616666667,296,,SY18-19,SC@001@0160,67.538461538,878,208.923076923,2716,,,,,,,,,,,,,,2018,12,,,,,,,,,,,480,32,Abbeville High,001,Abbeville County,0160,12/1/2018,SC,450069000011,13,264,773,2492,224,13,116,822,56,Abbeville County,Public,0.3568
N,,,,,,,Public,,0.618947368,294,,SY18-19,SC@001@0160,64.736842105,1230,196.842105263,3740,,,,,,,,,,,,,,2019,1,,,,,,,,,,,475,30,Abbeville High,001,Abbeville County,0160,1/1/2019,SC,450069000011,19,264,956,3418,322,19,143,1137,93,Abbeville County,Public,0.3568
N,,,,,,,Public,,0.623931624,292,,SY18-19,SC@001@0160,73.789473684,1402,209.210526316,3975,,,,,,,,,,,,,,2019,2,,,,,,,,,,,468,30,Abbeville High,001,Abbeville County,0160,2/1/2019,SC,450069000011,19,262,1067,3653,322,19,203,1273,129,Abbeville County,Public,0.3568
N,,,,,,,Public,,0.626609442,292,,SY18-19,SC@001@0160,66.15,1323,197.05,3941,,,,,,,,,,,,,,2019,3,,,,,,,,,,,466,30,Abbeville High,001,Abbeville County,0160,3/1/2019,SC,450069000011,20,262,1055,3625,316,20,193,1222,101,Abbeville County,Public,0.3568
N,,,,,,,Public,,0.615546218,293,,SY18-19,SC@001@0160,65.3125,1045,195.8125,3133,,,,,,,,,,,,,,2019,4,,,,,,,,,,,476,31,Abbeville High,001,Abbeville County,0160,4/1/2019,SC,450069000011,16,262,836,2889,244,16,158,963,82,Abbeville County,Public,0.3568
N,,,,,,,Public,,0.627155172,291,,SY18-19,SC@001@0160,64.363636364,1416,187.045454545,4115,,,,,,,,,,,,,,2019,5,,,,,,,,,,,464,32,Abbeville High,001,Abbeville County,0160,5/1/2019,SC,450069000011,22,259,1022,3764,351,22,177,1283,133,Abbeville County,Public,0.3568
N,,,,,,,Public,,0.627155172,291,,SY18-19,SC@001@0160,37.5,75,79,158,,,,,,,,,,,,,,2019,6,,,,,,,,,,,464,32,Abbeville High,001,Abbeville County,0160,6/1/2019,SC,450069000011,2,259,18,139,19,2,4,66,9,Abbeville County,Public,0.3568
N,,,,,,,Public,,0.552036199,244,,SY18-19,SC@018@0160,105.666666667,951,163.222222222,1469,,,,,,,,,,,,,,2018,8,,,,,,,,,,,442,41,Cherokee Trail Elementary,018,Abbeville County,0160,8/1/2018,SC,450069000065,9,203,548,1314,155,9,347,865,86,Abbeville County,Public,0.3465
N,,,,,,,Public,,0.567264574,253,,SY18-19,SC@018@0160,136.052631579,2585,182.842105263,3474,,,,,,,,,,,,,,2018,9,,,,,,,,,,,446,43,Cherokee Trail Elementary,018,Abbeville County,0160,9/1/2018,SC,450069000065,19,210,1113,3081,393,19,830,2272,313,Abbeville County,Public,0.3465
N,,,,,,,Public,,0.525727069,235,,SY18-19,SC@018@0160,127.285714286,2673,179.523809524,3770,,,,,,,,,,,,,,2018,10,,,,,,,,,,,447,39,Cherokee Trail Elementary,018,Abbeville County,0160,10/1/2018,SC,450069000065,21,196,1408,3235,535,21,1127,2388,285,Abbeville County,Public,0.3465
N,,,,,,,Public,,0.533185841,241,,SY18-19,SC@018@0160,125.944444444,2267,185.555555556,3340,,,,,,,,,,,,,,2018,11,,,,,,,,,,,452,41,Cherokee Trail Elementary,018,Abbeville County,0160,11/1/2018,SC,450069000065,18,200,1359,2845,495,18,917,2017,250,Abbeville County,Public,0.3465
N,,,,,,,Public,,0.524774775,233,,SY18-19,SC@018@0160,115.923076923,1507,181.307692308,2357,,,,,,,,,,,,,,2018,12,,,,,,,,,,,444,37,Cherokee Trail Elementary,018,Abbeville County,0160,12/1/2018,SC,450069000065,13,196,1009,2033,324,13,564,1358,149,Abbeville County,Public,0.3465
N,,,,,,,Public,,0.525959368,233,,SY18-19,SC@018@0160,120.684210526,2293,184.368421053,3503,,,,,,,,,,,,,,2019,1,,,,,,,,,,,443,34,Cherokee Trail Elementary,018,Abbeville County,0160,1/1/2019,SC,450069000065,19,199,1520,3037,466,19,930,2102,191,Abbeville County,Public,0.3465
N,,,,,,,Public,,0.532584270,237,,SY18-19,SC@018@0160,118.631578947,2254,185.947368421,3533,,,,,,,,,,,,,,2019,2,,,,,,,,,,,445,32,Cherokee Trail Elementary,018,Abbeville County,0160,2/1/2019,SC,450069000065,19,205,1544,3099,434,19,926,2109,145,Abbeville County,Public,0.3465
N,,,,,,,Public,,0.525959368,233,,SY18-19,SC@018@0160,117,2340,184.75,3695,,,,,,,,,,,,,,2019,3,,,,,,,,,,,443,32,Cherokee Trail Elementary,018,Abbeville County,0160,3/1/2019,SC,450069000065,20,201,1634,3244,451,20,1066,2174,166,Abbeville County,Public,0.3465
N,,,,,,,Public,,0.524886878,232,,SY18-19,SC@018@0160,120.625,1930,188.125,3010,,,,,,,,,,,,,,2019,4,,,,,,,,,,,442,31,Cherokee Trail Elementary,018,Abbeville County,0160,4/1/2019,SC,450069000065,16,201,1361,2629,381,16,804,1801,129,Abbeville County,Public,0.3465
N,,,,,,,Public,,0.527149321,233,,SY18-19,SC@018@0160,119.636363636,2632,180.272727273,3966,,,,,,,,,,,,,,2019,5,,,,,,,,,,,442,32,Cherokee Trail Elementary,018,Abbeville County,0160,5/1/2019,SC,450069000065,22,201,1788,3456,510,22,1236,2441,191,Abbeville County,Public,0.3465
N,,,,,,,Public,,0.527149321,233,,SY18-19,SC@018@0160,83.5,167,101,202,,,,,,,,,,,,,,2019,6,,,,,,,,,,,442,32,Cherokee Trail Elementary,018,Abbeville County,0160,6/1/2019,SC,450069000065,2,201,64,179,23,2,92,153,14,Abbeville County,Public,0.3465
N,,,,,,,Public,,0.638364780,203,,SY18-19,SC@019@0160,97.111111111,874,145.888888889,1313,,,,,,,,,,,,,,2018,8,,,,,,,,,,,318,33,Diamond Hill Elementary,019,Abbeville County,0160,8/1/2018,SC,450069000066,9,170,379,1148,165,9,370,750,124,Abbeville County,Public,0.3808
N,,,,,,,Public,,0.667711599,213,,SY18-19,SC@019@0160,115.421052632,2193,156.157894737,2967,,,,,,,,,,,,,,2018,9,,,,,,,,,,,319,39,Diamond Hill Elementary,019,Abbeville County,0160,9/1/2018,SC,450069000066,19,174,781,2548,419,19,830,1815,378,Abbeville County,Public,0.3808
N,,,,,,,Public,,0.638297872,210,,SY18-19,SC@019@0160,114.095238095,2396,156.047619048,3277,,,,,,,,,,,,,,2018,10,,,,,,,,,,,329,29,Diamond Hill Elementary,019,Abbeville County,0160,10/1/2018,SC,450069000066,21,181,1054,2887,390,21,840,2049,347,Abbeville County,Public,0.3808
N,,,,,,,Public,,0.637724551,213,,SY18-19,SC@019@0160,113.222222222,2038,167.277777778,3011,,,,,,,,,,,,,,2018,11,,,,,,,,,,,334,32,Diamond Hill Elementary,019,Abbeville County,0160,11/1/2018,SC,450069000066,18,181,962,2620,391,18,708,1727,311,Abbeville County,Public,0.3808
N,,,,,,,Public,,0.653731343,219,,SY18-19,SC@019@0160,92.384615385,1201,167.230769231,2174,,,,,,,,,,,,,,2018,12,,,,,,,,,,,335,34,Diamond Hill Elementary,019,Abbeville County,0160,12/1/2018,SC,450069000066,13,185,669,1874,300,13,413,1007,194,Abbeville County,Public,0.3808
N,,,,,,,Public,,0.657142857,230,,SY18-19,SC@019@0160,105.421052632,2003,175.894736842,3342,,,,,,,,,,,,,,2019,1,,,,,,,,,,,350,34,Diamond Hill Elementary,019,Abbeville County,0160,1/1/2019,SC,450069000066,19,196,995,2925,417,19,631,1688,315,Abbeville County,Public,0.3808
N,,,,,,,Public,,0.661891117,231,,SY18-19,SC@019@0160,108.210526316,2056,176.947368421,3362,,,,,,,,,,,,,,2019,2,,,,,,,,,,,349,34,Diamond Hill Elementary,019,Abbeville County,0160,2/1/2019,SC,450069000066,19,197,970,2940,422,19,618,1741,315,Abbeville County,Public,0.3808
N,,,,,,,Public,,0.660919540,230,,SY18-19,SC@019@0160,111.95,2239,178.65,3573,,,,,,,,,,,,,,2019,3,,,,,,,,,,,348,34,Diamond Hill Elementary,019,Abbeville County,0160,3/1/2019,SC,450069000066,20,196,1059,3111,462,20,724,1884,355,Abbeville County,Public,0.3808
N,,,,,,,Public,,0.664756447,232,,SY18-19,SC@019@0160,111.4375,1783,181.25,2900,,,,,,,,,,,,,,2019,4,,,,,,,,,,,349,34,Diamond Hill Elementary,019,Abbeville County,0160,4/1/2019,SC,450069000066,16,198,859,2518,382,16,562,1495,288,Abbeville County,Public,0.3808
N,,,,,,,Public,,0.663793103,231,,SY18-19,SC@019@0160,109.590909091,2411,173.636363636,3820,,,,,,,,,,,,,,2019,5,,,,,,,,,,,348,34,Diamond Hill Elementary,019,Abbeville County,0160,5/1/2019,SC,450069000066,22,197,1133,3332,488,22,655,2064,347,Abbeville County,Public,0.3808
N,,,,,,,Public,,0.663793103,231,,SY18-19,SC@019@0160,28.5,57,32.5,65,,,,,,,,,,,,,,2019,6,,,,,,,,,,,348,34,Diamond Hill Elementary,019,Abbeville County,0160,6/1/2019,SC,450069000066,2,197,16,53,12,2,13,52,5,Abbeville County,Public,0.3808
N,,,,,,,Public,,0.552106430,249,,SY18-19,SC@003@0160,61.666666667,555,173,1557,,,,,,,,,,,,,,2018,8,,,,,,,,,,,451,31,Dixie High,003,Abbeville County,0160,8/1/2018,SC,450069000012,9,218,1009,1402,155,9,293,513,42,Abbeville County,Public,0.2356
N,,,,,,,Public,,0.556541020,251,,SY18-19,SC@003@0160,74.947368421,1424,171.052631579,3250,,,,,,,,,,,,,,2018,9,,,,,,,,,,,451,31,Dixie High,003,Abbeville County,0160,9/1/2018,SC,450069000012,19,220,2112,2940,310,19,963,1249,175,Abbeville County,Public,0.2356
N,,,,,,,Public,,0.540838852,245,,SY18-19,SC@003@0160,78.333333333,1645,159.809523810,3356,,,,,,,,,,,,,,2018,10,,,,,,,,,,,453,26,Dixie High,003,Abbeville County,0160,10/1/2018,SC,450069000012,21,219,2320,3078,278,21,1188,1475,170,Abbeville County,Public,0.2356
N,,,,,,,Public,,0.540838852,245,,SY18-19,SC@003@0160,79.611111111,1433,166,2988,,,,,,,,,,,,,,2018,11,,,,,,,,,,,453,26,Dixie High,003,Abbeville County,0160,11/1/2018,SC,450069000012,18,219,2060,2752,236,18,952,1306,127,Abbeville County,Public,0.2356
N,,,,,,,Public,,0.538802661,243,,SY18-19,SC@003@0160,71.846153846,934,166.076923077,2159,,,,,,,,,,,,,,2018,12,,,,,,,,,,,451,27,Dixie High,003,Abbeville County,0160,12/1/2018,SC,450069000012,13,216,1392,1996,163,13,589,860,74,Abbeville County,Public,0.2356
N,,,,,,,Public,,0.541202673,243,,SY18-19,SC@003@0160,75.473684211,1434,168.526315789,3202,,,,,,,,,,,,,,2019,1,,,,,,,,,,,449,27,Dixie High,003,Abbeville County,0160,1/1/2019,SC,450069000012,19,216,2036,2934,268,19,955,1337,97,Abbeville County,Public,0.2356
N,,,,,,,Public,,0.531034483,231,,SY18-19,SC@003@0160,74.368421053,1413,161.789473684,3074,,,,,,,,,,,,,,2019,2,,,,,,,,,,,435,25,Dixie High,003,Abbeville County,0160,2/1/2019,SC,450069000012,19,206,1966,2838,236,19,934,1295,118,Abbeville County,Public,0.2356
N,,,,,,,Public,,0.533333333,232,,SY18-19,SC@003@0160,76.4,1528,156.35,3127,,,,,,,,,,,,,,2019,3,,,,,,,,,,,435,24,Dixie High,003,Abbeville County,0160,3/1/2019,SC,450069000012,20,208,1916,2885,242,20,1088,1399,129,Abbeville County,Public,0.2356
N,,,,,,,Public,,0.534403670,233,,SY18-19,SC@003@0160,85,1360,160.875,2574,,,,,,,,,,,,,,2019,4,,,,,,,,,,,436,24,Dixie High,003,Abbeville County,0160,4/1/2019,SC,450069000012,16,209,1464,2365,209,16,866,1252,108,Abbeville County,Public,0.2356
N,,,,,,,Public,,0.531177829,230,,SY18-19,SC@003@0160,77.954545455,1715,154.909090909,3408,,,,,,,,,,,,,,2019,5,,,,,,,,,,,433,24,Dixie High,003,Abbeville County,0160,5/1/2019,SC,450069000012,22,206,1854,3152,256,22,1173,1573,142,Abbeville County,Public,0.2356
N,,,,,,,Public,,0.530092593,229,,SY18-19,SC@003@0160,36.5,73,72.5,145,,,,,,,,,,,,,,2019,6,,,,,,,,,,,432,24,Dixie High,003,Abbeville County,0160,6/1/2019,SC,450069000012,2,205,52,139,6,2,42,67,6,Abbeville County,Public,0.2356
N,,,,,,,Public,,0.865497076,148,,SY18-19,SC@007@0160,98.333333333,885,121.111111111,1090,,,,,,,,,,,,,,2018,8,,,,,,,,,,,171,6,John C Calhoun Elementary,007,Abbeville County,0160,8/1/2018,SC,450069000002,9,142,86,1049,41,9,83,847,38,Abbeville County,Public,0.6595
N,,,,,,,Public,,0.875,154,,SY18-19,SC@007@0160,104.105263158,1978,123.368421053,2344,,,,,,,,,,,,,,2018,9,,,,,,,,,,,176,7,John C Calhoun Elementary,007,Abbeville County,0160,9/1/2018,SC,450069000002,19,147,188,2264,80,19,175,1911,67,Abbeville County,Public,0.6595
N,,,,,,,Public,,0.859550562,153,,SY18-19,SC@007@0160,106.142857143,2229,127.428571429,2676,,,,,,,,,,,,,,2018,10,,,,,,,,,,,178,7,John C Calhoun Elementary,007,Abbeville County,0160,10/1/2018,SC,450069000002,21,146,274,2589,87,21,235,2129,100,Abbeville County,Public,0.6595
N,,,,,,,Public,,0.88,154,,SY18-19,SC@007@0160,104.666666667,1884,129.666666667,2334,,,,,,,,,,,,,,2018,11,,,,,,,,,,,175,8,John C Calhoun Elementary,007,Abbeville County,0160,11/1/2018,SC,450069000002,18,146,223,2240,94,18,193,1789,95,Abbeville County,Public,0.6595
N,,,,,,,Public,,0.875,154,,SY18-19,SC@007@0160,100.538461538,1307,127.538461538,1658,,,,,,,,,,,,,,2018,12,,,,,,,,,,,176,8,John C Calhoun Elementary,007,Abbeville County,0160,12/1/2018,SC,450069000002,13,146,149,1596,62,13,115,1239,68,Abbeville County,Public,0.6595
N,,,,,,,Public,,0.875739645,148,,SY18-19,SC@007@0160,97.578947368,1854,127.157894737,2416,,,,,,,,,,,,,,2019,1,,,,,,,,,,,169,7,John C Calhoun Elementary,007,Abbeville County,0160,1/1/2019,SC,450069000002,19,141,220,2303,113,19,177,1760,94,Abbeville County,Public,0.6595
N,,,,,,,Public,,0.872832370,151,,SY18-19,SC@007@0160,100.526315789,1910,128.526315789,2442,,,,,,,,,,,,,,2019,2,,,,,,,,,,,173,7,John C Calhoun Elementary,007,Abbeville County,0160,2/1/2019,SC,450069000002,19,144,235,2338,104,19,188,1817,93,Abbeville County,Public,0.6595
N,,,,,,,Public,,0.872832370,151,,SY18-19,SC@007@0160,107.4,2148,134.15,2683,,,,,,,,,,,,,,2019,3,,,,,,,,,,,173,7,John C Calhoun Elementary,007,Abbeville County,0160,3/1/2019,SC,450069000002,20,144,259,2565,118,20,216,2039,109,Abbeville County,Public,0.6595
N,,,,,,,Public,,0.869318182,153,,SY18-19,SC@007@0160,107.5,1720,136.75,2188,,,,,,,,,,,,,,2019,4,,,,,,,,,,,176,7,John C Calhoun Elementary,007,Abbeville County,0160,4/1/2019,SC,450069000002,16,146,200,2088,100,16,195,1634,86,Abbeville County,Public,0.6595
N,,,,,,,Public,,0.875706215,155,,SY18-19,SC@007@0160,107.5,2365,130.818181818,2878,,,,,,,,,,,,,,2019,5,,,,,,,,,,,177,7,John C Calhoun Elementary,007,Abbeville County,0160,5/1/2019,SC,450069000002,22,148,254,2760,118,22,243,2253,112,Abbeville County,Public,0.6595
N,,,,,,,Public,,0.875706215,155,,SY18-19,SC@007@0160,51.5,103,43.5,87,,,,,,,,,,,,,,2019,6,,,,,,,,,,,177,7,John C Calhoun Elementary,007,Abbeville County,0160,6/1/2019,SC,450069000002,2,148,9,83,4,2,9,97,6,Abbeville County,Public,0.6595
N,,,,,,,Public,,0.765281174,313,,SY18-19,SC@020@0160,172.222222222,1550,236.555555556,2129,,,,,,,,,,,,,,2018,8,,,,,,,,,,,409,28,Long Cane Primary,020,Abbeville County,0160,8/1/2018,SC,450069000071,9,285,307,1972,157,9,216,1444,106,Abbeville County,Public,0.5401
N,,,,,,,Public,,0.796068796,324,,SY18-19,SC@020@0160,191.631578947,3641,257.473684211,4892,,,,,,,,,,,,,,2018,9,,,,,,,,,,,407,30,Long Cane Primary,020,Abbeville County,0160,9/1/2018,SC,450069000071,19,294,502,4481,411,19,340,3382,259,Abbeville County,Public,0.5401
N,,,,,,,Public,,0.786600496,317,,SY18-19,SC@020@0160,182.666666667,3836,259.523809524,5450,,,,,,,,,,,,,,2018,10,,,,,,,,,,,403,28,Long Cane Primary,020,Abbeville County,0160,10/1/2018,SC,450069000071,21,289,702,5003,447,21,431,3570,266,Abbeville County,Public,0.5401
N,,,,,,,Public,,0.798053528,328,,SY18-19,SC@020@0160,182.333333333,3282,265.5,4779,,,,,,,,,,,,,,2018,11,,,,,,,,,,,411,29,Long Cane Primary,020,Abbeville County,0160,11/1/2018,SC,450069000071,18,299,627,4380,399,18,380,3051,231,Abbeville County,Public,0.5401
N,,,,,,,Public,,0.796068796,324,,SY18-19,SC@020@0160,154.461538462,2008,260,3380,,,,,,,,,,,,,,2018,12,,,,,,,,,,,407,29,Long Cane Primary,020,Abbeville County,0160,12/1/2018,SC,450069000071,13,295,477,3094,286,13,220,1853,155,Abbeville County,Public,0.5401
N,,,,,,,Public,,0.805755396,336,,SY18-19,SC@020@0160,177.210526316,3367,265.210526316,5039,,,,,,,,,,,,,,2019,1,,,,,,,,,,,417,29,Long Cane Primary,020,Abbeville County,0160,1/1/2019,SC,450069000071,19,307,693,4655,384,19,351,3100,267,Abbeville County,Public,0.5401
N,,,,,,,Public,,0.810679612,334,,SY18-19,SC@020@0160,180.526315789,3430,266.736842105,5068,,,,,,,,,,,,,,2019,2,,,,,,,,,,,412,29,Long Cane Primary,020,Abbeville County,0160,2/1/2019,SC,450069000071,19,305,664,4679,389,19,371,3154,276,Abbeville County,Public,0.5401
N,,,,,,,Public,,0.811138015,335,,SY18-19,SC@020@0160,186.3,3726,270.45,5409,,,,,,,,,,,,,,2019,3,,,,,,,,,,,413,28,Long Cane Primary,020,Abbeville County,0160,3/1/2019,SC,450069000071,20,307,765,5007,402,20,444,3409,317,Abbeville County,Public,0.5401
N,,,,,,,Public,,0.805352798,331,,SY18-19,SC@020@0160,172.6875,2763,272.125,4354,,,,,,,,,,,,,,2019,4,,,,,,,,,,,411,28,Long Cane Primary,020,Abbeville County,0160,4/1/2019,SC,450069000071,16,303,648,4015,339,16,309,2551,212,Abbeville County,Public,0.5401
N,,,,,,,Public,,0.806295400,333,,SY18-19,SC@020@0160,165.454545455,3640,264.136363636,5811,,,,,,,,,,,,,,2019,5,,,,,,,,,,,413,28,Long Cane Primary,020,Abbeville County,0160,5/1/2019,SC,450069000071,22,305,824,5320,491,22,427,3377,263,Abbeville County,Public,0.5401
N,,,,,,,Public,,0.806295400,333,,SY18-19,SC@020@0160,93.5,187,106.5,213,,,,,,,,,,,,,,2019,6,,,,,,,,,,,413,28,Long Cane Primary,020,Abbeville County,0160,6/1/2019,SC,450069000071,2,305,31,198,15,2,22,170,17,Abbeville County,Public,0.5401
N,,,,,,,Public,,0.800539084,297,,SY18-19,SC@017@0160,152.777777778,1375,229.888888889,2069,,,,,,,,,,,,,,2018,8,,,,,,,,,,,371,26,Westwood Elementary,017,Abbeville County,0160,8/1/2018,SC,450069001379,9,271,281,1881,188,9,145,1296,79,Abbeville County,Public,0.474
N,,,,,,,Public,,0.790190736,290,,SY18-19,SC@017@0160,181.052631579,3440,237,4503,,,,,,,,,,,,,,2018,9,,,,,,,,,,,367,28,Westwood Elementary,017,Abbeville County,0160,9/1/2018,SC,450069001379,19,262,642,4097,406,19,361,3192,248,Abbeville County,Public,0.474
N,,,,,,,Public,,0.755434783,278,,SY18-19,SC@017@0160,169.380952381,3557,230.761904762,4846,,,,,,,,,,,,,,2018,10,,,,,,,,,,,368,26,Westwood Elementary,017,Abbeville County,0160,10/1/2018,SC,450069001379,21,252,956,4404,442,21,604,3283,274,Abbeville County,Public,0.474
N,,,,,,,Public,,0.762942779,280,,SY18-19,SC@017@0160,169.944444444,3059,232.222222222,4180,,,,,,,,,,,,,,2018,11,,,,,,,,,,,367,26,Westwood Elementary,017,Abbeville County,0160,11/1/2018,SC,450069001379,18,254,821,3805,375,18,483,2822,237,Abbeville County,Public,0.474
N,,,,,,,Public,,0.762295082,279,,SY18-19,SC@017@0160,169.230769231,2200,230.692307692,2999,,,,,,,,,,,,,,2018,12,,,,,,,,,,,366,26,Westwood Elementary,017,Abbeville County,0160,12/1/2018,SC,450069001379,13,253,587,2736,263,13,329,2032,168,Abbeville County,Public,0.474
N,,,,,,,Public,,0.765027322,280,,SY18-19,SC@017@0160,167.947368421,3191,233.842105263,4443,,,,,,,,,,,,,,2019,1,,,,,,,,,,,366,26,Westwood Elementary,017,Abbeville County,0160,1/1/2019,SC,450069001379,19,254,847,4079,364,19,487,2957,234,Abbeville County,Public,0.474
N,,,,,,,Public,,0.757660167,272,,SY18-19,SC@017@0160,166.263157895,3159,225.210526316,4279,,,,,,,,,,,,,,2019,2,,,,,,,,,,,359,26,Westwood Elementary,017,Abbeville County,0160,2/1/2019,SC,450069001379,19,246,842,3931,348,19,508,2941,218,Abbeville County,Public,0.474
N,,,,,,,Public,,0.756302521,270,,SY18-19,SC@017@0160,171.1,3422,230.6,4612,,,,,,,,,,,,,,2019,3,,,,,,,,,,,357,25,Westwood Elementary,017,Abbeville County,0160,3/1/2019,SC,450069001379,20,245,908,4235,377,20,547,3153,269,Abbeville County,Public,0.474
N,,,,,,,Public,,0.761904762,272,,SY18-19,SC@017@0160,168.125,2690,229.625,3674,,,,,,,,,,,,,,2019,4,,,,,,,,,,,357,26,Westwood Elementary,017,Abbeville County,0160,4/1/2019,SC,450069001379,16,246,734,3360,314,16,482,2480,210,Abbeville County,Public,0.474
N,,,,,,,Public,,0.762569832,273,,SY18-19,SC@017@0160,168.045454545,3697,217.818181818,4792,,,,,,,,,,,,,,2019,5,,,,,,,,,,,358,26,Westwood Elementary,017,Abbeville County,0160,5/1/2019,SC,450069001379,22,247,939,4352,440,22,626,3400,297,Abbeville County,Public,0.474
N,,,,,,,Public,,0.762569832,273,,SY18-19,SC@017@0160,103.5,207,108.5,217,,,,,,,,,,,,,,2019,6,,,,,,,,,,,358,26,Westwood Elementary,017,Abbeville County,0160,6/1/2019,SC,450069001379,2,247,25,196,21,2,30,192,15,Abbeville County,Public,0.474
N,,,,,,,Public,,0.748704663,289,,SY18-19,SC@016@0160,144,1296,249.666666667,2247,,,,,,,,,,,,,,2018,8,,,,,,,,,,,386,30,Wright Middle,016,Abbeville County,0160,8/1/2018,SC,450069000010,9,259,576,2007,240,9,238,1154,142,Abbeville County,Public,0.4401
N,,,,,,,Public,,0.755968170,285,,SY18-19,SC@016@0160,158.894736842,3019,246.473684211,4683,,,,,,,,,,,,,,2018,9,,,,,,,,,,,377,31,Wright Middle,016,Abbeville County,0160,9/1/2018,SC,450069000010,19,254,1131,4160,523,19,521,2662,357,Abbeville County,Public,0.4401
N,,,,,,,Public,,0.730158730,276,,SY18-19,SC@016@0160,151.761904762,3187,233.523809524,4904,,,,,,,,,,,,,,2018,10,,,,,,,,,,,378,31,Wright Middle,016,Abbeville County,0160,10/1/2018,SC,450069000010,21,245,1482,4349,555,21,684,2813,374,Abbeville County,Public,0.4401
N,,,,,,,Public,,0.732095491,276,,SY18-19,SC@016@0160,147.333333333,2652,232.166666667,4179,,,,,,,,,,,,,,2018,11,,,,,,,,,,,377,32,Wright Middle,016,Abbeville County,0160,11/1/2018,SC,450069000010,18,244,1208,3702,477,18,566,2353,299,Abbeville County,Public,0.4401
N,,,,,,,Public,,0.730666667,274,,SY18-19,SC@016@0160,144.769230769,1882,234.076923077,3043,,,,,,,,,,,,,,2018,12,,,,,,,,,,,375,32,Wright Middle,016,Abbeville County,0160,12/1/2018,SC,450069000010,13,242,874,2704,339,13,387,1686,196,Abbeville County,Public,0.4401
N,,,,,,,Public,,0.732620321,274,,SY18-19,SC@016@0160,141.526315789,2689,235.157894737,4468,,,,,,,,,,,,,,2019,1,,,,,,,,,,,374,31,Wright Middle,016,Abbeville County,0160,1/1/2019,SC,450069000010,19,243,1258,3990,478,19,510,2397,292,Abbeville County,Public,0.4401
N,,,,,,,Public,,0.729946524,273,,SY18-19,SC@016@0160,146.736842105,2788,237.842105263,4519,,,,,,,,,,,,,,2019,2,,,,,,,,,,,374,31,Wright Middle,016,Abbeville County,0160,2/1/2019,SC,450069000010,19,242,1258,4026,493,19,515,2493,295,Abbeville County,Public,0.4401
N,,,,,,,Public,,0.736559140,274,,SY18-19,SC@016@0160,143.6,2872,235.15,4703,,,,,,,,,,,,,,2019,3,,,,,,,,,,,372,31,Wright Middle,016,Abbeville County,0160,3/1/2019,SC,450069000010,20,243,1372,4195,508,20,580,2558,314,Abbeville County,Public,0.4401
