Lunch Meals-Reduced,Lunch Meals-Free,Enrollment-Reduced,Enrollment-Free,Breakfast Meals-Reduced,Breakfast Meals-Free,Enrollment-Paid,Breakfast Meals-Free and Reduced,State-Physical,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Breakfast Meals-Paid,Operating Days,Operating Days-Breakfast Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District ID,District Name,School ID,School Name,Street Address-Line 1,Street Address-Line 2,City,Zip Code,County,School Type-Original,School Level-Original,Claim Date,Enrollment-Total,Enrollment-Free and Reduced,Operating Days-Lunch Only,Lunch Meals-Free and Reduced,Lunch Meals-Paid,ISP
,,,,,,,55,MT,N,,N,,,3,2019,60,,16,,Cafeteria ,,,,,,,MT,141,8.8125,55,3.4375,MT@0990@0754,302196000651,SY18-19,,12,0.244897959,Primary,Public,,,,Cafeteria ,,,0754,Rau Elementary,0990,Rau School,12138 CR 350,,Sidney,59270,Richland,Public,Elementary,3/1/2019,49,12,16,141,367,
,,,,,,,73,MT,N,,N,,,2,2019,70,,19,,Cafeteria ,,,,,,,MT,214,11.263157895,73,3.842105263,MT@0990@0754,302196000651,SY18-19,,12,0.244897959,Primary,Public,,,,Cafeteria ,,,0754,Rau Elementary,0990,Rau School,12138 CR 350,,Sidney,59270,Richland,Public,Elementary,2/1/2019,49,12,19,214,448,
,,,,,,,100,MT,N,,N,,,1,2019,73,,21,,Cafeteria ,,,,,,,MT,220,10.476190476,100,4.761904762,MT@0990@0754,302196000651,SY18-19,,13,0.26,Primary,Public,,,,Cafeteria ,,,0754,Rau Elementary,0990,Rau School,12138 CR 350,,Sidney,59270,Richland,Public,Elementary,1/1/2019,50,13,21,220,532,
,,,,,,,75,MT,N,,N,,,12,2018,61,,15,,Cafeteria ,,,,,,,MT,144,10.285714286,75,5,MT@0990@0754,302196000651,SY18-19,,12,0.24,Primary,Public,,,,Cafeteria ,,,0754,Rau Elementary,0990,Rau School,12138 CR 350,,Sidney,59270,Richland,Public,Elementary,12/1/2018,50,12,14,144,376,
,,,,,,,92,MT,N,,N,,,11,2018,68,,19,,Cafeteria ,,,,,,,MT,165,8.684210526,92,4.842105263,MT@0990@0754,302196000651,SY18-19,,14,0.28,Primary,Public,,,,Cafeteria ,,,0754,Rau Elementary,0990,Rau School,12138 CR 350,,Sidney,59270,Richland,Public,Elementary,11/1/2018,50,14,19,165,457,
,,,,,,,118,MT,N,,N,,,10,2018,69,,21,,Cafeteria ,,,,,,,MT,206,9.809523810,118,5.619047619,MT@0990@0754,302196000651,SY18-19,,13,0.254901961,Primary,Public,,,,Cafeteria ,,,0754,Rau Elementary,0990,Rau School,12138 CR 350,,Sidney,59270,Richland,Public,Elementary,10/1/2018,51,13,21,206,535,
,,,,,,,72,MT,N,,N,,,9,2018,64,,19,,Cafeteria ,,,,,,,MT,146,7.684210526,72,3.789473684,MT@0990@0754,302196000651,SY18-19,,11,0.229166667,Primary,Public,,,,Cafeteria ,,,0754,Rau Elementary,0990,Rau School,12138 CR 350,,Sidney,59270,Richland,Public,Elementary,9/1/2018,48,11,19,146,471,
,,,,,,,,MT,N,,N,,,6,2019,0,,0,,Cafeteria ,,,,,,,MT,,,,,MT@1542@0056,302208000653,SY18-19,,,,Primary,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,1542,Mountain View School,413 South Oakes,,Red Lodge,59068,Carbon,Public,Elementary,6/1/2019,,,0,,,
,,,,,,141,638,MT,N,,N,,,5,2019,228,,22,,Cafeteria ,,,,,,,MT,1146,52.090909091,638,29,MT@1542@0056,302208000653,SY18-19,,69,0.328571429,Primary,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,1542,Mountain View School,413 South Oakes,,Red Lodge,59068,Carbon,Public,Elementary,5/1/2019,210,69,22,1146,1239,
,,,,,,142,488,MT,N,,N,,,4,2019,182,,17,,Cafeteria ,,,,,,,MT,805,47.352941176,488,28.705882353,MT@1542@0056,302208000653,SY18-19,,67,0.320574163,Primary,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,1542,Mountain View School,413 South Oakes,,Red Lodge,59068,Carbon,Public,Elementary,4/1/2019,209,67,17,805,946,
,,,,,,142,613,MT,N,,N,,,3,2019,232,,21,,Cafeteria ,,,,,,,MT,945,45,613,29.190476190,MT@1542@0056,302208000653,SY18-19,,62,0.303921569,Primary,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,1542,Mountain View School,413 South Oakes,,Red Lodge,59068,Carbon,Public,Elementary,3/1/2019,204,62,21,945,1069,
,,,,,,138,524,MT,N,,N,,,2,2019,253,,18,,Cafeteria ,,,,,,,MT,873,48.5,524,29.111111111,MT@1542@0056,302208000653,SY18-19,,62,0.31,Primary,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,1542,Mountain View School,413 South Oakes,,Red Lodge,59068,Carbon,Public,Elementary,2/1/2019,200,62,18,873,961,
,,,,,,138,591,MT,N,,N,,,1,2019,220,,21,,Cafeteria ,,,,,,,MT,1050,50,591,28.142857143,MT@1542@0056,302208000653,SY18-19,,64,0.316831683,Primary,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,1542,Mountain View School,413 South Oakes,,Red Lodge,59068,Carbon,Public,Elementary,1/1/2019,202,64,21,1050,1202,
,,,,,,137,414,MT,N,,N,,,12,2018,173,,14,,Cafeteria ,,,,,,,MT,734,52.428571429,414,29.571428571,MT@1542@0056,302208000653,SY18-19,,65,0.321782178,Primary,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,1542,Mountain View School,413 South Oakes,,Red Lodge,59068,Carbon,Public,Elementary,12/1/2018,202,65,14,734,816,
,,,,,,139,535,MT,N,,N,,,11,2018,231,,19,,Cafeteria ,,,,,,,MT,936,49.263157895,535,28.157894737,MT@1542@0056,302208000653,SY18-19,,66,0.321951220,Primary,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,1542,Mountain View School,413 South Oakes,,Red Lodge,59068,Carbon,Public,Elementary,11/1/2018,205,66,19,936,1062,
,,,,,,126,587,MT,N,,N,,,10,2018,278,,21,,Cafeteria ,,,,,,,MT,1037,49.380952381,587,27.952380952,MT@1542@0056,302208000653,SY18-19,,78,0.382352941,Primary,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,1542,Mountain View School,413 South Oakes,,Red Lodge,59068,Carbon,Public,Elementary,10/1/2018,204,78,21,1037,1217,
,,,,,,123,576,MT,N,,N,,,9,2018,179,,18,,Cafeteria ,,,,,,,MT,1024,56.888888889,576,32,MT@1542@0056,302208000653,SY18-19,,80,0.394088670,Primary,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,1542,Mountain View School,413 South Oakes,,Red Lodge,59068,Carbon,Public,Elementary,9/1/2018,203,80,18,1024,763,
,,,,,,,,MT,N,,N,,,6,2019,0,,0,,Cafeteria ,,,,,,,MT,,,,,MT@0084@0056,,SY18-19,,,,High,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,0084,Red Lodge High School,800 N. Chambers Ave.,,Red Lodge,59068,Carbon,Public,High,6/1/2019,,,0,,,
,,,,,,,333,MT,N,,N,,,5,2019,592,,22,,Cafeteria ,,,,,,,MT,234,10.636363636,333,15.136363636,MT@0084@0056,,SY18-19,,33,0.190751445,High,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,0084,Red Lodge High School,800 N. Chambers Ave.,,Red Lodge,59068,Carbon,Public,High,5/1/2019,173,33,22,234,683,
,,,,,,,248,MT,N,,N,,,4,2019,435,,17,,Cafeteria ,,,,,,,MT,201,11.823529412,248,14.588235294,MT@0084@0056,,SY18-19,,34,0.195402299,High,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,0084,Red Lodge High School,800 N. Chambers Ave.,,Red Lodge,59068,Carbon,Public,High,4/1/2019,174,34,17,201,553,
,,,,,,,318,MT,N,,N,,,3,2019,639,,21,,Cafeteria ,,,,,,,MT,270,12.857142857,318,15.142857143,MT@0084@0056,,SY18-19,,36,0.203389831,High,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,0084,Red Lodge High School,800 N. Chambers Ave.,,Red Lodge,59068,Carbon,Public,High,3/1/2019,177,36,21,270,765,
,,,,,,,283,MT,N,,N,,,2,2019,584,,18,,Cafeteria ,,,,,,,MT,261,14.5,283,15.722222222,MT@0084@0056,,SY18-19,,36,0.202247191,High,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,0084,Red Lodge High School,800 N. Chambers Ave.,,Red Lodge,59068,Carbon,Public,High,2/1/2019,178,36,18,261,756,
,,,,,,,314,MT,N,,N,,,1,2019,658,,21,,Cafeteria ,,,,,,,MT,289,13.761904762,314,14.952380952,MT@0084@0056,,SY18-19,,38,0.208791209,High,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,0084,Red Lodge High School,800 N. Chambers Ave.,,Red Lodge,59068,Carbon,Public,High,1/1/2019,182,38,21,289,793,
,,,,,,,238,MT,N,,N,,,12,2018,420,,14,,Cafeteria ,,,,,,,MT,211,15.071428571,238,17,MT@0084@0056,,SY18-19,,39,0.214285714,High,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,0084,Red Lodge High School,800 N. Chambers Ave.,,Red Lodge,59068,Carbon,Public,High,12/1/2018,182,39,14,211,568,
,,,,,,,324,MT,N,,N,,,11,2018,591,,19,,Cafeteria ,,,,,,,MT,305,16.052631579,324,17.052631579,MT@0084@0056,,SY18-19,,40,0.217391304,High,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,0084,Red Lodge High School,800 N. Chambers Ave.,,Red Lodge,59068,Carbon,Public,High,11/1/2018,184,40,19,305,711,
,,,,,,,313,MT,N,,N,,,10,2018,681,,21,,Cafeteria ,,,,,,,MT,277,13.190476190,313,14.904761905,MT@0084@0056,,SY18-19,,45,0.245901639,High,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,0084,Red Lodge High School,800 N. Chambers Ave.,,Red Lodge,59068,Carbon,Public,High,10/1/2018,183,45,21,277,801,
,,,,,,,414,MT,N,,N,,,9,2018,632,,18,,Cafeteria ,,,,,,,MT,307,17.055555556,414,23,MT@0084@0056,,SY18-19,,44,0.239130435,High,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,0084,Red Lodge High School,800 N. Chambers Ave.,,Red Lodge,59068,Carbon,Public,High,9/1/2018,184,44,18,307,603,
,,,,,,,,MT,N,,N,,,6,2019,0,,0,,Cafeteria ,,,,,,,MT,,,,,MT@1637@0056,302208000913,SY18-19,,,,Middle,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,1637,Roosevelt Junior High,413 South Oakes,,Red Lodge,59068,Carbon,Public,Middle,6/1/2019,,,0,,,
,,,,,,,239,MT,N,,N,,,5,2019,207,,22,,Cafeteria ,,,,,,,MT,557,25.318181818,239,10.863636364,MT@1637@0056,302208000913,SY18-19,,38,0.339285714,Middle,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,1637,Roosevelt Junior High,413 South Oakes,,Red Lodge,59068,Carbon,Public,Middle,5/1/2019,112,38,22,557,698,
,,,,,,,196,MT,N,,N,,,4,2019,198,,17,,Cafeteria ,,,,,,,MT,455,26.764705882,196,11.529411765,MT@1637@0056,302208000913,SY18-19,,37,0.330357143,Middle,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,1637,Roosevelt Junior High,413 South Oakes,,Red Lodge,59068,Carbon,Public,Middle,4/1/2019,112,37,17,455,599,
,,,,,,,233,MT,N,,N,,,3,2019,212,,21,,Cafeteria ,,,,,,,MT,510,24.285714286,233,11.095238095,MT@1637@0056,302208000913,SY18-19,,35,0.315315315,Middle,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,1637,Roosevelt Junior High,413 South Oakes,,Red Lodge,59068,Carbon,Public,Middle,3/1/2019,111,35,21,510,681,
,,,,,,,147,MT,N,,N,,,2,2019,176,,18,,Cafeteria ,,,,,,,MT,419,23.277777778,147,8.166666667,MT@1637@0056,302208000913,SY18-19,,33,0.297297297,Middle,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,1637,Roosevelt Junior High,413 South Oakes,,Red Lodge,59068,Carbon,Public,Middle,2/1/2019,111,33,18,419,600,
,,,,,,,212,MT,N,,N,,,1,2019,188,,21,,Cafeteria ,,,,,,,MT,521,24.809523810,212,10.095238095,MT@1637@0056,302208000913,SY18-19,,34,0.303571429,Middle,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,1637,Roosevelt Junior High,413 South Oakes,,Red Lodge,59068,Carbon,Public,Middle,1/1/2019,112,34,21,521,783,
,,,,,,,153,MT,N,,N,,,12,2018,167,,14,,Cafeteria ,,,,,,,MT,343,24.5,153,10.928571429,MT@1637@0056,302208000913,SY18-19,,34,0.303571429,Middle,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,1637,Roosevelt Junior High,413 South Oakes,,Red Lodge,59068,Carbon,Public,Middle,12/1/2018,112,34,14,343,507,
,,,,,,,155,MT,N,,N,,,11,2018,195,,19,,Cafeteria ,,,,,,,MT,458,24.105263158,155,8.157894737,MT@1637@0056,302208000913,SY18-19,,34,0.298245614,Middle,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,1637,Roosevelt Junior High,413 South Oakes,,Red Lodge,59068,Carbon,Public,Middle,11/1/2018,114,34,19,458,724,
,,,,,,,171,MT,N,,N,,,10,2018,197,,21,,Cafeteria ,,,,,,,MT,482,22.952380952,171,8.142857143,MT@1637@0056,302208000913,SY18-19,,39,0.348214286,Middle,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,1637,Roosevelt Junior High,413 South Oakes,,Red Lodge,59068,Carbon,Public,Middle,10/1/2018,112,39,21,482,843,
,,,,,,,207,MT,N,,N,,,9,2018,144,,20,,Cafeteria ,,,,,,,MT,535,26.75,207,10.35,MT@1637@0056,302208000913,SY18-19,,39,0.348214286,Middle,Public,,,,Cafeteria ,,,0056,Red Lodge Public Schools,1637,Roosevelt Junior High,413 South Oakes,,Red Lodge,59068,Carbon,Public,Middle,9/1/2018,112,39,20,535,529,
,,,,,,,,MT,N,,N,,,5,2019,0,,8,,Grab And Go,,,,,,,MT,6,0.75,,,MT@1773@0850,302223001061,SY18-19,,,,Middle,Public,,,,GNG,,,0850,Reed Point Public Schools,1773,Reed Point 7-8,308 Central,,Reed Point,59069,Stillwater,Public,Middle,5/1/2019,8,,8,6,33,
,,,,,,,10,MT,N,,N,,,4,2019,0,,19,,Grab And Go,,,,,,,MT,15,0.789473684,10,0.526315789,MT@1773@0850,302223001061,SY18-19,,,,Middle,Public,,,,GNG,,,0850,Reed Point Public Schools,1773,Reed Point 7-8,308 Central,,Reed Point,59069,Stillwater,Public,Middle,4/1/2019,8,,19,15,126,
,,,,,,,12,MT,N,,N,,,3,2019,6,,20,,Grab And Go,,,,,,,MT,16,0.8,12,0.6,MT@1773@0850,302223001061,SY18-19,,,,Middle,Public,,,,GNG,,,0850,Reed Point Public Schools,1773,Reed Point 7-8,308 Central,,Reed Point,59069,Stillwater,Public,Middle,3/1/2019,8,,20,16,123,
,,,,,,,,MT,N,,N,,,2,2019,0,,18,,Grab And Go,,,,,,,MT,,0,,,MT@1773@0850,302223001061,SY18-19,,,,Middle,Public,,,,GNG,,,0850,Reed Point Public Schools,1773,Reed Point 7-8,308 Central,,Reed Point,59069,Stillwater,Public,Middle,2/1/2019,8,,18,,18,
,,,,,,,10,MT,N,,N,,,1,2019,9,,20,,Grab And Go,,,,,,,MT,19,0.95,10,0.5,MT@1773@0850,302223001061,SY18-19,,,,Middle,Public,,,,GNG,,,0850,Reed Point Public Schools,1773,Reed Point 7-8,308 Central,,Reed Point,59069,Stillwater,Public,Middle,1/1/2019,8,,20,19,121,
,,,,,,,14,MT,N,,N,,,12,2018,0,,14,,Grab And Go,,,,,,,MT,13,0.928571429,14,1,MT@1773@0850,302223001061,SY18-19,,,,Middle,Public,,,,GNG,,,0850,Reed Point Public Schools,1773,Reed Point 7-8,308 Central,,Reed Point,59069,Stillwater,Public,Middle,12/1/2018,8,,14,13,80,
,,,,,,,2.5,MT,N,,N,,,11,2018,21,,19,,Grab And Go,,,,,,,MT,,0,2.5,0.131578947,MT@1773@0850,302223001061,SY18-19,,,,Middle,Public,,,,GNG,,,0850,Reed Point Public Schools,1773,Reed Point 7-8,308 Central,,Reed Point,59069,Stillwater,Public,Middle,11/1/2018,8,,19,,132,
,,,,,,,2.5,MT,N,,N,,,10,2018,17,,19,,Grab And Go,,,,,,,MT,,0,2.5,0.131578947,MT@1773@0850,302223001061,SY18-19,,,,Middle,Public,,,,GNG,,,0850,Reed Point Public Schools,1773,Reed Point 7-8,308 Central,,Reed Point,59069,Stillwater,Public,Middle,10/1/2018,8,,19,,124,
,,,,,,,17,MT,N,,N,,,9,2018,0,,19,,Grab And Go,,,,,,,MT,18,0.947368421,17,0.894736842,MT@1773@0850,302223001061,SY18-19,,,,Middle,Public,,,,GNG,,,0850,Reed Point Public Schools,1773,Reed Point 7-8,308 Central,,Reed Point,59069,Stillwater,Public,Middle,9/1/2018,8,,19,18,117,
,,,,,,,32,MT,N,,N,,,5,2019,16,,8,,Grab And Go,,,,,,,MT,73,9.125,32,4,MT@1113@0850,302223000656,SY18-19,,15,0.454545455,Primary,Public,,,,GNG,,,0850,Reed Point Public Schools,1113,Reed Point Elementary,308 Central,,Reed Point,59069,Stillwater,Public,Elementary,5/1/2019,33,15,8,73,59,
,,,,,,,79,MT,N,,N,,,4,2019,17,,19,,Grab And Go,,,,,,,MT,259,13.631578947,79,4.157894737,MT@1113@0850,302223000656,SY18-19,,15,0.454545455,Primary,Public,,,,GNG,,,0850,Reed Point Public Schools,1113,Reed Point Elementary,308 Central,,Reed Point,59069,Stillwater,Public,Elementary,4/1/2019,33,15,19,259,272,
,,,,,,,67,MT,N,,N,,,3,2019,15,,20,,Grab And Go,,,,,,,MT,248,12.4,67,3.35,MT@1113@0850,302223000656,SY18-19,,14,0.4375,Primary,Public,,,,GNG,,,0850,Reed Point Public Schools,1113,Reed Point Elementary,308 Central,,Reed Point,59069,Stillwater,Public,Elementary,3/1/2019,32,14,20,248,260,
,,,,,,,65,MT,N,,N,,,2,2019,9,,18,,Grab And Go,,,,,,,MT,219,12.166666667,65,3.611111111,MT@1113@0850,302223000656,SY18-19,,14,0.411764706,Primary,Public,,,,GNG,,,0850,Reed Point Public Schools,1113,Reed Point Elementary,308 Central,,Reed Point,59069,Stillwater,Public,Elementary,2/1/2019,34,14,18,219,239,
,,,,,,,74,MT,N,,N,,,1,2019,19,,20,,Grab And Go,,,,,,,MT,267,13.35,74,3.7,MT@1113@0850,302223000656,SY18-19,,15,0.428571429,Primary,Public,,,,GNG,,,0850,Reed Point Public Schools,1113,Reed Point Elementary,308 Central,,Reed Point,59069,Stillwater,Public,Elementary,1/1/2019,35,15,20,267,299,
,,,,,,,53,MT,N,,N,,,12,2018,16,,14,,Grab And Go,,,,,,,MT,204,14.571428571,53,3.785714286,MT@1113@0850,302223000656,SY18-19,,17,0.459459459,Primary,Public,,,,GNG,,,0850,Reed Point Public Schools,1113,Reed Point Elementary,308 Central,,Reed Point,59069,Stillwater,Public,Elementary,12/1/2018,37,17,14,204,186,
,,,,,,,69,MT,N,,N,,,11,2018,39,,19,,Grab And Go,,,,,,,MT,259,13.631578947,69,3.631578947,MT@1113@0850,302223000656,SY18-19,,17,0.459459459,Primary,Public,,,,GNG,,,0850,Reed Point Public Schools,1113,Reed Point Elementary,308 Central,,Reed Point,59069,Stillwater,Public,Elementary,11/1/2018,37,17,19,259,273,
,,,,,,,35,MT,N,,N,,,10,2018,39,,19,,Grab And Go,,,,,,,MT,201,10.578947368,35,1.842105263,MT@1113@0850,302223000656,SY18-19,,13,0.342105263,Primary,Public,,,,GNG,,,0850,Reed Point Public Schools,1113,Reed Point Elementary,308 Central,,Reed Point,59069,Stillwater,Public,Elementary,10/1/2018,38,13,19,201,286,
,,,,,,,53,MT,N,,N,,,9,2018,35,,19,,Grab And Go,,,,,,,MT,179,9.421052632,53,2.789473684,MT@1113@0850,302223000656,SY18-19,,13,0.342105263,Primary,Public,,,,GNG,,,0850,Reed Point Public Schools,1113,Reed Point Elementary,308 Central,,Reed Point,59069,Stillwater,Public,Elementary,9/1/2018,38,13,19,179,256,
,,,,,,,,MT,N,,N,,,5,2019,0,,8,,Grab And Go,,,,,,,MT,34,4.25,,,MT@1114@0850,,SY18-19,,8,0.444444444,High,Public,,,,GNG,,,0850,Reed Point Public Schools,1114,Reed Point High School,308 Central,,Reed Point,59069,Stillwater,Public,High,5/1/2019,18,8,8,34,45,
,,,,,,,2.5,MT,N,,N,,,4,2019,9,,19,,Grab And Go,,,,,,,MT,105,5.526315789,2.5,0.131578947,MT@1114@0850,,SY18-19,,8,0.444444444,High,Public,,,,GNG,,,0850,Reed Point Public Schools,1114,Reed Point High School,308 Central,,Reed Point,59069,Stillwater,Public,High,4/1/2019,18,8,19,105,170,
,,,,,,,7,MT,N,,N,,,3,2019,10,,20,,Grab And Go,,,,,,,MT,101,5.05,7,0.35,MT@1114@0850,,SY18-19,,8,0.444444444,High,Public,,,,GNG,,,0850,Reed Point Public Schools,1114,Reed Point High School,308 Central,,Reed Point,59069,Stillwater,Public,High,3/1/2019,18,8,20,101,168,
,,,,,,,2.5,MT,N,,N,,,2,2019,11,,18,,Grab And Go,,,,,,,MT,110,6.111111111,2.5,0.138888889,MT@1114@0850,,SY18-19,,8,0.444444444,High,Public,,,,GNG,,,0850,Reed Point Public Schools,1114,Reed Point High School,308 Central,,Reed Point,59069,Stillwater,Public,High,2/1/2019,18,8,18,110,151,
,,,,,,,2.5,MT,N,,N,,,1,2019,14,,20,,Grab And Go,,,,,,,MT,119,5.95,2.5,0.125,MT@1114@0850,,SY18-19,,8,0.444444444,High,Public,,,,GNG,,,0850,Reed Point Public Schools,1114,Reed Point High School,308 Central,,Reed Point,59069,Stillwater,Public,High,1/1/2019,18,8,20,119,176,
,,,,,,,2.5,MT,N,,N,,,12,2018,13,,14,,Grab And Go,,,,,,,MT,66,4.714285714,2.5,0.178571429,MT@1114@0850,,SY18-19,,7,0.388888889,High,Public,,,,GNG,,,0850,Reed Point Public Schools,1114,Reed Point High School,308 Central,,Reed Point,59069,Stillwater,Public,High,12/1/2018,18,7,14,66,116,
,,,,,,,6,MT,N,,N,,,11,2018,10,,19,,Grab And Go,,,,,,,MT,96,5.052631579,6,0.315789474,MT@1114@0850,,SY18-19,,7,0.388888889,High,Public,,,,GNG,,,0850,Reed Point Public Schools,1114,Reed Point High School,308 Central,,Reed Point,59069,Stillwater,Public,High,11/1/2018,18,7,19,96,173,
,,,,,,,2.5,MT,N,,N,,,10,2018,8,,19,,Grab And Go,,,,,,,MT,73,3.842105263,2.5,0.131578947,MT@1114@0850,,SY18-19,,6,0.315789474,High,Public,,,,GNG,,,0850,Reed Point Public Schools,1114,Reed Point High School,308 Central,,Reed Point,59069,Stillwater,Public,High,10/1/2018,19,6,19,73,191,
,,,,,,,2.5,MT,N,,N,,,9,2018,13,,19,,Grab And Go,,,,,,,MT,82,4.315789474,2.5,0.131578947,MT@1114@0850,,SY18-19,,6,0.333333333,High,Public,,,,GNG,,,0850,Reed Point Public Schools,1114,Reed Point High School,308 Central,,Reed Point,59069,Stillwater,Public,High,9/1/2018,18,6,19,82,206,
,,,,,,,2.5,MT,N,,N,,,5,2019,16,,18,,Cafeteria ,,,,,,,MT,39,2.166666667,2.5,0.138888889,MT@1686@0228,,SY18-19,,,,Middle,Public,,,,Cafeteria ,,,0228,Richey Public Schools,1686,Richey 7-8,205 Royal Avenue,,Richey,59259,Dawson,Public,Middle,5/1/2019,8,,18,39,59,
,,,,,,,7,MT,N,,N,,,4,2019,30,,19,,Cafeteria ,,,,,,,MT,50,2.631578947,7,0.368421053,MT@1686@0228,,SY18-19,,,,Middle,Public,,,,Cafeteria ,,,0228,Richey Public Schools,1686,Richey 7-8,205 Royal Avenue,,Richey,59259,Dawson,Public,Middle,4/1/2019,8,,19,50,71,
,,,,,,,2.5,MT,N,,N,,,3,2019,21,,21,,Cafeteria ,,,,,,,MT,56,2.666666667,2.5,0.119047619,MT@1686@0228,,SY18-19,,,,Middle,Public,,,,Cafeteria ,,,0228,Richey Public Schools,1686,Richey 7-8,205 Royal Avenue,,Richey,59259,Dawson,Public,Middle,3/1/2019,8,,21,56,70,
,,,,,,,2.5,MT,N,,N,,,2,2019,16,,19,,Cafeteria ,,,,,,,MT,50,2.631578947,2.5,0.131578947,MT@1686@0228,,SY18-19,,,,Middle,Public,,,,Cafeteria ,,,0228,Richey Public Schools,1686,Richey 7-8,205 Royal Avenue,,Richey,59259,Dawson,Public,Middle,2/1/2019,9,,19,50,50,
,,,,,,,18,MT,N,,N,,,1,2019,18,,19,,Cafeteria ,,,,,,,MT,68,3.578947368,18,0.947368421,MT@1686@0228,,SY18-19,,,,Middle,Public,,,,Cafeteria ,,,0228,Richey Public Schools,1686,Richey 7-8,205 Royal Avenue,,Richey,59259,Dawson,Public,Middle,1/1/2019,9,,19,68,54,
,,,,,,,21,MT,N,,N,,,12,2018,15,,15,,Cafeteria ,,,,,,,MT,55,3.666666667,21,1.4,MT@1686@0228,,SY18-19,,,,Middle,Public,,,,Cafeteria ,,,0228,Richey Public Schools,1686,Richey 7-8,205 Royal Avenue,,Richey,59259,Dawson,Public,Middle,12/1/2018,9,,15,55,35,
,,,,,,,35,MT,N,,N,,,11,2018,22,,20,,Cafeteria ,,,,,,,MT,72,3.6,35,1.75,MT@1686@0228,,SY18-19,,,,Middle,Public,,,,Cafeteria ,,,0228,Richey Public Schools,1686,Richey 7-8,205 Royal Avenue,,Richey,59259,Dawson,Public,Middle,11/1/2018,9,,20,72,55,
,,,,,,,35,MT,N,,N,,,10,2018,27,,21,,Cafeteria ,,,,,,,MT,74,3.523809524,35,1.666666667,MT@1686@0228,,SY18-19,,,,Middle,Public,,,,Cafeteria ,,,0228,Richey Public Schools,1686,Richey 7-8,205 Royal Avenue,,Richey,59259,Dawson,Public,Middle,10/1/2018,10,,21,74,65,
,,,,,,,27,MT,N,,N,,,9,2018,43,,18,,Cafeteria ,,,,,,,MT,67,3.722222222,27,1.5,MT@1686@0228,,SY18-19,,,,Middle,Public,,,,Cafeteria ,,,0228,Richey Public Schools,1686,Richey 7-8,205 Royal Avenue,,Richey,59259,Dawson,Public,Middle,9/1/2018,10,,18,67,66,
,,,,,,,14,MT,N,,N,,,5,2019,108,,18,,Cafeteria ,,,,,,,MT,67,3.722222222,14,0.777777778,MT@0311@0228,302241000660,SY18-19,,,,High,Public,,,,Cafeteria ,,,0228,Richey Public Schools,0311,Richey High School,205 Royal Avenue,,Richey,59259,Dawson,Public,High,5/1/2019,26,,18,67,198,
