Lunch Meals-Reduced,Lunch Meals-Free,Enrollment-Reduced,Enrollment-Free,Breakfast Meals-Reduced,Breakfast Meals-Free,Enrollment-Paid,Breakfast Meals-Free and Reduced,State-Physical,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Breakfast Meals-Paid,Operating Days,Operating Days-Breakfast Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District ID,District Name,School ID,School Name,Street Address-Line 1,Street Address-Line 2,City,Zip Code,County,School Type-Original,School Level-Original,Claim Date,Enrollment-Total,Enrollment-Free and Reduced,Operating Days-Lunch Only,Lunch Meals-Free and Reduced,Lunch Meals-Paid,ISP
,,,,,,,528,MT,N,,N,,,12,2018,407,,15,,"Cafeteria ,Grab And Go",,,,,,,MT,985,65.666666667,528,35.2,MT@0046@0028,300626000181,SY18-19,,81,0.400990099,Primary,Public,,,,GNG,,,0028,Chinook Public Schools,0046,Meadowlark School,623 New York Street,,Chinook,59523,Blaine,Public,Elementary,12/1/2018,202,81,15,985,1441,
,,,,,,,555,MT,N,,N,,,11,2018,529,,18,,"Cafeteria ,Grab And Go",,,,,,,MT,1174,65.222222222,555,30.833333333,MT@0046@0028,300626000181,SY18-19,,76,0.385786802,Primary,Public,,,,GNG,,,0028,Chinook Public Schools,0046,Meadowlark School,623 New York Street,,Chinook,59523,Blaine,Public,Elementary,11/1/2018,197,76,18,1174,1732,
,,,,,,,612,MT,N,,N,,,10,2018,601,,20,,"Cafeteria ,Grab And Go",,,,,,,MT,1295,64.75,612,30.6,MT@0046@0028,300626000181,SY18-19,,83,0.400966184,Primary,Public,,,,GNG,,,0028,Chinook Public Schools,0046,Meadowlark School,623 New York Street,,Chinook,59523,Blaine,Public,Elementary,10/1/2018,207,83,20,1295,1909,
,,,,,,,678,MT,N,,N,,,9,2018,442,,19,,"Cafeteria ,Grab And Go",,,,,,,MT,1283,67.526315789,678,35.684210526,MT@0046@0028,300626000181,SY18-19,,84,0.42,Primary,Public,,,,GNG,,,0028,Chinook Public Schools,0046,Meadowlark School,623 New York Street,,Chinook,59523,Blaine,Public,Elementary,9/1/2018,200,84,19,1283,1589,
,,,,,,30,95,MT,N,,N,,,5,2019,48,,22,,Cafeteria ,,,,,,,MT,245,11.136363636,95,4.318181818,MT@1777@0883,300632001065,SY18-19,,16,0.347826087,Middle,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1777,Choteau 7-8,102 7th Ave NW,,Choteau,59422,Teton,Public,Middle,5/1/2019,46,16,22,245,272,
,,,,,,30,106,MT,N,,N,,,4,2019,64,,20,,Cafeteria ,,,,,,,MT,236,11.8,106,5.3,MT@1777@0883,300632001065,SY18-19,,17,0.361702128,Middle,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1777,Choteau 7-8,102 7th Ave NW,,Choteau,59422,Teton,Public,Middle,4/1/2019,47,17,20,236,270,
,,,,,,30,96,MT,N,,N,,,3,2019,26,,21,,Cafeteria ,,,,,,,MT,243,11.571428571,96,4.571428571,MT@1777@0883,300632001065,SY18-19,,17,0.361702128,Middle,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1777,Choteau 7-8,102 7th Ave NW,,Choteau,59422,Teton,Public,Middle,3/1/2019,47,17,21,243,298,
,,,,,,29,86,MT,N,,N,,,2,2019,26,,19,,Cafeteria ,,,,,,,MT,223,11.736842105,86,4.526315789,MT@1777@0883,300632001065,SY18-19,,17,0.369565217,Middle,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1777,Choteau 7-8,102 7th Ave NW,,Choteau,59422,Teton,Public,Middle,2/1/2019,46,17,19,223,281,
,,,,,,31,71,MT,N,,N,,,1,2019,27,,20,,Cafeteria ,,,,,,,MT,215,10.75,71,3.55,MT@1777@0883,300632001065,SY18-19,,16,0.340425532,Middle,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1777,Choteau 7-8,102 7th Ave NW,,Choteau,59422,Teton,Public,Middle,1/1/2019,47,16,20,215,266,
,,,,,,31,64,MT,N,,N,,,12,2018,29,,15,,Cafeteria ,,,,,,,MT,172,11.466666667,64,4.266666667,MT@1777@0883,300632001065,SY18-19,,16,0.340425532,Middle,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1777,Choteau 7-8,102 7th Ave NW,,Choteau,59422,Teton,Public,Middle,12/1/2018,47,16,15,172,216,
,,,,,,31,70,MT,N,,N,,,11,2018,40,,19,,Cafeteria ,,,,,,,MT,195,10.263157895,70,3.684210526,MT@1777@0883,300632001065,SY18-19,,16,0.340425532,Middle,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1777,Choteau 7-8,102 7th Ave NW,,Choteau,59422,Teton,Public,Middle,11/1/2018,47,16,19,195,281,
,,,,,,28,37,MT,N,,N,,,10,2018,61,,21,,Cafeteria ,,,,,,,MT,184,8.761904762,37,1.761904762,MT@1777@0883,300632001065,SY18-19,,16,0.363636364,Middle,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1777,Choteau 7-8,102 7th Ave NW,,Choteau,59422,Teton,Public,Middle,10/1/2018,44,16,21,184,321,
,,,,,,30,52,MT,N,,N,,,9,2018,31,,19,,Cafeteria ,,,,,,,MT,171,9,52,2.736842105,MT@1777@0883,300632001065,SY18-19,,15,0.333333333,Middle,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1777,Choteau 7-8,102 7th Ave NW,,Choteau,59422,Teton,Public,Middle,9/1/2018,45,15,19,171,243,
,,,,,,,212,MT,N,,N,,,5,2019,70,,22,,Cafeteria ,,,,,,,MT,274,12.454545455,212,9.636363636,MT@1148@0883,,SY18-19,,34,0.283333333,High,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1148,Choteau High School,102 7th Ave NW,,Choteau,59422,Teton,Public,High,5/1/2019,120,34,22,274,122,
,,,,,,,198,MT,N,,N,,,4,2019,112,,20,,Cafeteria ,,,,,,,MT,232,11.6,198,9.9,MT@1148@0883,,SY18-19,,35,0.289256198,High,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1148,Choteau High School,102 7th Ave NW,,Choteau,59422,Teton,Public,High,4/1/2019,121,35,20,232,131,
,,,,,,,231,MT,N,,N,,,3,2019,98,,21,,Cafeteria ,,,,,,,MT,282,13.428571429,231,11,MT@1148@0883,,SY18-19,,34,0.280991736,High,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1148,Choteau High School,102 7th Ave NW,,Choteau,59422,Teton,Public,High,3/1/2019,121,34,21,282,157,
,,,,,,,209,MT,N,,N,,,2,2019,77,,19,,Cafeteria ,,,,,,,MT,202,10.631578947,209,11,MT@1148@0883,,SY18-19,,32,0.262295082,High,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1148,Choteau High School,102 7th Ave NW,,Choteau,59422,Teton,Public,High,2/1/2019,122,32,19,202,148,
,,,,,,,201,MT,N,,N,,,1,2019,102,,20,,Cafeteria ,,,,,,,MT,198,9.9,201,10.05,MT@1148@0883,,SY18-19,,34,0.272,High,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1148,Choteau High School,102 7th Ave NW,,Choteau,59422,Teton,Public,High,1/1/2019,125,34,20,198,148,
,,,,,,,198,MT,N,,N,,,12,2018,72,,15,,Cafeteria ,,,,,,,MT,186,12.4,198,13.2,MT@1148@0883,,SY18-19,,33,0.266129032,High,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1148,Choteau High School,102 7th Ave NW,,Choteau,59422,Teton,Public,High,12/1/2018,124,33,15,186,132,
,,,,,,,215,MT,N,,N,,,11,2018,94,,19,,Cafeteria ,,,,,,,MT,246,12.947368421,215,11.315789474,MT@1148@0883,,SY18-19,,33,0.266129032,High,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1148,Choteau High School,102 7th Ave NW,,Choteau,59422,Teton,Public,High,11/1/2018,124,33,19,246,207,
,,,,,,,237,MT,N,,N,,,10,2018,155,,21,,Cafeteria ,,,,,,,MT,286,13.619047619,237,11.285714286,MT@1148@0883,,SY18-19,,35,0.28,High,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1148,Choteau High School,102 7th Ave NW,,Choteau,59422,Teton,Public,High,10/1/2018,125,35,21,286,263,
,,,,,,,208,MT,N,,N,,,9,2018,107,,19,,Cafeteria ,,,,,,,MT,274,14.421052632,208,10.947368421,MT@1148@0883,,SY18-19,,37,0.291338583,High,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1148,Choteau High School,102 7th Ave NW,,Choteau,59422,Teton,Public,High,9/1/2018,127,37,19,274,264,
,,,,,,102,465,MT,N,,N,,,5,2019,146,,22,,Cafeteria ,,,,,,,MT,1230,55.909090909,465,21.136363636,MT@1147@0883,300632000183,SY18-19,,74,0.420454545,Primary,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1147,Choteau School,102 7th Ave NW,,Choteau,59422,Teton,Public,Elementary,5/1/2019,176,74,22,1230,1314,
,,,,,,102,452,MT,N,,N,,,4,2019,173,,20,,Cafeteria ,,,,,,,MT,1137,56.85,452,22.6,MT@1147@0883,300632000183,SY18-19,,74,0.420454545,Primary,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1147,Choteau School,102 7th Ave NW,,Choteau,59422,Teton,Public,Elementary,4/1/2019,176,74,20,1137,1162,
,,,,,,102,494,MT,N,,N,,,3,2019,220,,21,,Cafeteria ,,,,,,,MT,1122,53.428571429,494,23.523809524,MT@1147@0883,300632000183,SY18-19,,73,0.417142857,Primary,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1147,Choteau School,102 7th Ave NW,,Choteau,59422,Teton,Public,Elementary,3/1/2019,175,73,21,1122,1126,
,,,,,,98,377,MT,N,,N,,,2,2019,147,,19,,Cafeteria ,,,,,,,MT,937,49.315789474,377,19.842105263,MT@1147@0883,300632000183,SY18-19,,73,0.426900585,Primary,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1147,Choteau School,102 7th Ave NW,,Choteau,59422,Teton,Public,Elementary,2/1/2019,171,73,19,937,957,
,,,,,,101,395,MT,N,,N,,,1,2019,157,,20,,Cafeteria ,,,,,,,MT,1109,55.45,395,19.75,MT@1147@0883,300632000183,SY18-19,,72,0.416184971,Primary,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1147,Choteau School,102 7th Ave NW,,Choteau,59422,Teton,Public,Elementary,1/1/2019,173,72,20,1109,1102,
,,,,,,102,298,MT,N,,N,,,12,2018,91,,15,,Cafeteria ,,,,,,,MT,826,55.066666667,298,19.866666667,MT@1147@0883,300632000183,SY18-19,,73,0.417142857,Primary,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1147,Choteau School,102 7th Ave NW,,Choteau,59422,Teton,Public,Elementary,12/1/2018,175,73,15,826,807,
,,,,,,102,358,MT,N,,N,,,11,2018,121,,19,,Cafeteria ,,,,,,,MT,1031,54.263157895,358,18.842105263,MT@1147@0883,300632000183,SY18-19,,75,0.423728814,Primary,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1147,Choteau School,102 7th Ave NW,,Choteau,59422,Teton,Public,Elementary,11/1/2018,177,75,19,1031,1081,
,,,,,,102,436,MT,N,,N,,,10,2018,120,,21,,Cafeteria ,,,,,,,MT,1126,53.619047619,436,20.761904762,MT@1147@0883,300632000183,SY18-19,,84,0.451612903,Primary,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1147,Choteau School,102 7th Ave NW,,Choteau,59422,Teton,Public,Elementary,10/1/2018,186,84,21,1126,1158,
,,,,,,98,418,MT,N,,N,,,9,2018,154,,19,,Cafeteria ,,,,,,,MT,1036,54.526315789,418,22,MT@1147@0883,300632000183,SY18-19,,82,0.455555556,Primary,Public,,,,Cafeteria ,,,0883,Choteau Public Schools,1147,Choteau School,102 7th Ave NW,,Choteau,59422,Teton,Public,Elementary,9/1/2018,180,82,19,1036,940,
,,,,,,,38,MT,N,,N,,,5,2019,22,,14,,Cafeteria ,,,,,,,MT,116,8.285714286,38,2.714285714,MT@1406@0548,,SY18-19,,11,0.275,Primary,Public,,,,Cafeteria ,,,0548,Circle Public Schools,1406,Bo Peep School,1105 F Ave,,Circle,59215,McCone,Public,Elementary,5/1/2019,40,11,14,116,329,
,,,,,,,47,MT,N,,N,,,4,2019,27,,18,,Cafeteria ,,,,,,,MT,170,9.444444444,47,2.611111111,MT@1406@0548,,SY18-19,,11,0.275,Primary,Public,,,,Cafeteria ,,,0548,Circle Public Schools,1406,Bo Peep School,1105 F Ave,,Circle,59215,McCone,Public,Elementary,4/1/2019,40,11,18,170,484,
,,,,,,,25,MT,N,,N,,,3,2019,13,,16,,Cafeteria ,,,,,,,MT,150,9.375,25,1.5625,MT@1406@0548,,SY18-19,,11,0.275,Primary,Public,,,,Cafeteria ,,,0548,Circle Public Schools,1406,Bo Peep School,1105 F Ave,,Circle,59215,McCone,Public,Elementary,3/1/2019,40,11,16,150,423,
,,,,,,,23,MT,N,,N,,,2,2019,0,,15,,Cafeteria ,,,,,,,MT,135,9,23,1.533333333,MT@1406@0548,,SY18-19,,11,0.275,Primary,Public,,,,Cafeteria ,,,0548,Circle Public Schools,1406,Bo Peep School,1105 F Ave,,Circle,59215,McCone,Public,Elementary,2/1/2019,40,11,15,135,386,
,,,,,,,32,MT,N,,N,,,1,2019,0,,19,,Cafeteria ,,,,,,,MT,159,8.368421053,32,1.684210526,MT@1406@0548,,SY18-19,,11,0.275,Primary,Public,,,,Cafeteria ,,,0548,Circle Public Schools,1406,Bo Peep School,1105 F Ave,,Circle,59215,McCone,Public,Elementary,1/1/2019,40,11,19,159,453,
,,,,,,,19,MT,N,,N,,,12,2018,0,,13,,Cafeteria ,,,,,,,MT,121,9.307692308,19,1.461538462,MT@1406@0548,,SY18-19,,11,0.275,Primary,Public,,,,Cafeteria ,,,0548,Circle Public Schools,1406,Bo Peep School,1105 F Ave,,Circle,59215,McCone,Public,Elementary,12/1/2018,40,11,13,121,342,
,,,,,,,23,MT,N,,N,,,11,2018,0,,17,,Cafeteria ,,,,,,,MT,160,9.411764706,23,1.352941176,MT@1406@0548,,SY18-19,,11,0.268292683,Primary,Public,,,,Cafeteria ,,,0548,Circle Public Schools,1406,Bo Peep School,1105 F Ave,,Circle,59215,McCone,Public,Elementary,11/1/2018,41,11,17,160,453,
,,,,,,,29,MT,N,,N,,,10,2018,7,,18,,Cafeteria ,,,,,,,MT,153,8.5,29,1.611111111,MT@1406@0548,,SY18-19,,11,0.268292683,Primary,Public,,,,Cafeteria ,,,0548,Circle Public Schools,1406,Bo Peep School,1105 F Ave,,Circle,59215,McCone,Public,Elementary,10/1/2018,41,11,18,153,493,
,,,,,,,25,MT,N,,N,,,9,2018,0,,16,,Cafeteria ,,,,,,,MT,136,8.5,25,1.5625,MT@1406@0548,,SY18-19,,10,0.25,Primary,Public,,,,Cafeteria ,,,0548,Circle Public Schools,1406,Bo Peep School,1105 F Ave,,Circle,59215,McCone,Public,Elementary,9/1/2018,40,10,16,136,444,
,,,,,,,120,MT,N,,N,,,5,2019,61,,14,,Cafeteria ,,,,,,,MT,164,11.714285714,120,8.571428571,MT@0733@0548,300681000187,SY18-19,,23,0.383333333,High,Public,,,,Cafeteria ,,,0548,Circle Public Schools,0733,Circle High School,1105 F Ave,,Circle,59215,McCone,Public,High,5/1/2019,60,23,14,164,280,
,,,,,,,170,MT,N,,N,,,4,2019,100,,18,,Cafeteria ,,,,,,,MT,240,13.333333333,170,9.444444444,MT@0733@0548,300681000187,SY18-19,,23,0.383333333,High,Public,,,,Cafeteria ,,,0548,Circle Public Schools,0733,Circle High School,1105 F Ave,,Circle,59215,McCone,Public,High,4/1/2019,60,23,18,240,424,
,,,,,,,116,MT,N,,N,,,3,2019,72,,16,,Cafeteria ,,,,,,,MT,224,14,116,7.25,MT@0733@0548,300681000187,SY18-19,,24,0.393442623,High,Public,,,,Cafeteria ,,,0548,Circle Public Schools,0733,Circle High School,1105 F Ave,,Circle,59215,McCone,Public,High,3/1/2019,61,24,16,224,332,
,,,,,,,122,MT,N,,N,,,2,2019,71,,15,,Cafeteria ,,,,,,,MT,232,15.466666667,122,8.133333333,MT@0733@0548,300681000187,SY18-19,,24,0.393442623,High,Public,,,,Cafeteria ,,,0548,Circle Public Schools,0733,Circle High School,1105 F Ave,,Circle,59215,McCone,Public,High,2/1/2019,61,24,15,232,349,
,,,,,,,156,MT,N,,N,,,1,2019,88,,19,,Cafeteria ,,,,,,,MT,288,15.157894737,156,8.210526316,MT@0733@0548,300681000187,SY18-19,,23,0.389830508,High,Public,,,,Cafeteria ,,,0548,Circle Public Schools,0733,Circle High School,1105 F Ave,,Circle,59215,McCone,Public,High,1/1/2019,59,23,19,288,413,
,,,,,,,112,MT,N,,N,,,12,2018,91,,13,,Cafeteria ,,,,,,,MT,204,15.692307692,112,8.615384615,MT@0733@0548,300681000187,SY18-19,,24,0.393442623,High,Public,,,,Cafeteria ,,,0548,Circle Public Schools,0733,Circle High School,1105 F Ave,,Circle,59215,McCone,Public,High,12/1/2018,61,24,13,204,294,
,,,,,,,146,MT,N,,N,,,11,2018,105,,14,,Cafeteria ,,,,,,,MT,250,17.857142857,146,10.428571429,MT@0733@0548,300681000187,SY18-19,,23,0.377049180,High,Public,,,,Cafeteria ,,,0548,Circle Public Schools,0733,Circle High School,1105 F Ave,,Circle,59215,McCone,Public,High,11/1/2018,61,23,14,250,392,
,,,,,,,170,MT,N,,N,,,10,2018,134,,18,,Cafeteria ,,,,,,,MT,282,15.666666667,170,9.444444444,MT@0733@0548,300681000187,SY18-19,,23,0.377049180,High,Public,,,,Cafeteria ,,,0548,Circle Public Schools,0733,Circle High School,1105 F Ave,,Circle,59215,McCone,Public,High,10/1/2018,61,23,18,282,443,
,,,,,,,156,MT,N,,N,,,9,2018,101,,16,,Cafeteria ,,,,,,,MT,278,17.375,156,9.75,MT@0733@0548,300681000187,SY18-19,,25,0.409836066,High,Public,,,,Cafeteria ,,,0548,Circle Public Schools,0733,Circle High School,1105 F Ave,,Circle,59215,McCone,Public,High,9/1/2018,61,25,16,278,397,
,,,,,,21,67,MT,N,,N,,,5,2019,17,,14,,Cafeteria ,,,,,,,MT,131,9.357142857,67,4.785714286,MT@1800@0548,,SY18-19,,12,0.363636364,Middle,Public,,,,Cafeteria ,,,0548,Circle Public Schools,1800,Redwater 7-8,1105 F ave,,Circle,59215,McCone,Public,Middle,5/1/2019,33,12,14,131,201,
,,,,,,21,84,MT,N,,N,,,4,2019,16,,18,,Cafeteria ,,,,,,,MT,179,9.944444444,84,4.666666667,MT@1800@0548,,SY18-19,,12,0.363636364,Middle,Public,,,,Cafeteria ,,,0548,Circle Public Schools,1800,Redwater 7-8,1105 F ave,,Circle,59215,McCone,Public,Middle,4/1/2019,33,12,18,179,270,
,,,,,,21,48,MT,N,,N,,,3,2019,6,,16,,Cafeteria ,,,,,,,MT,155,9.6875,48,3,MT@1800@0548,,SY18-19,,12,0.363636364,Middle,Public,,,,Cafeteria ,,,0548,Circle Public Schools,1800,Redwater 7-8,1105 F ave,,Circle,59215,McCone,Public,Middle,3/1/2019,33,12,16,155,285,
,,,,,,21,48,MT,N,,N,,,2,2019,0,,15,,Cafeteria ,,,,,,,MT,134,8.933333333,48,3.2,MT@1800@0548,,SY18-19,,12,0.363636364,Middle,Public,,,,Cafeteria ,,,0548,Circle Public Schools,1800,Redwater 7-8,1105 F ave,,Circle,59215,McCone,Public,Middle,2/1/2019,33,12,15,134,272,
,,,,,,20,73,MT,N,,N,,,1,2019,24,,19,,Cafeteria ,,,,,,,MT,181,9.526315789,73,3.842105263,MT@1800@0548,,SY18-19,,12,0.375,Middle,Public,,,,Cafeteria ,,,0548,Circle Public Schools,1800,Redwater 7-8,1105 F ave,,Circle,59215,McCone,Public,Middle,1/1/2019,32,12,19,181,314,
,,,,,,21,50,MT,N,,N,,,12,2018,9,,13,,Cafeteria ,,,,,,,MT,129,9.923076923,50,3.846153846,MT@1800@0548,,SY18-19,,12,0.363636364,Middle,Public,,,,Cafeteria ,,,0548,Circle Public Schools,1800,Redwater 7-8,1105 F ave,,Circle,59215,McCone,Public,Middle,12/1/2018,33,12,13,129,227,
,,,,,,23,58,MT,N,,N,,,11,2018,24,,17,,Cafeteria ,,,,,,,MT,140,8.235294118,58,3.411764706,MT@1800@0548,,SY18-19,,10,0.303030303,Middle,Public,,,,Cafeteria ,,,0548,Circle Public Schools,1800,Redwater 7-8,1105 F ave,,Circle,59215,McCone,Public,Middle,11/1/2018,33,10,17,140,337,
,,,,,,23,63,MT,N,,N,,,10,2018,12,,18,,Cafeteria ,,,,,,,MT,171,9.5,63,3.5,MT@1800@0548,,SY18-19,,10,0.303030303,Middle,Public,,,,Cafeteria ,,,0548,Circle Public Schools,1800,Redwater 7-8,1105 F ave,,Circle,59215,McCone,Public,Middle,10/1/2018,33,10,18,171,346,
,,,,,,18,76,MT,N,,N,,,9,2018,0,,16,,Cafeteria ,,,,,,,MT,184,11.5,76,4.75,MT@1800@0548,,SY18-19,,14,0.4375,Middle,Public,,,,Cafeteria ,,,0548,Circle Public Schools,1800,Redwater 7-8,1105 F ave,,Circle,59215,McCone,Public,Middle,9/1/2018,32,14,16,184,240,
,,,,,,,90,MT,N,,N,,,5,2019,58,,14,,Cafeteria ,,,,,,,MT,251,17.928571429,90,6.428571429,MT@0732@0548,,SY18-19,,20,0.392156863,Primary,Public,,,,Cafeteria ,,,0548,Circle Public Schools,0732,Redwater School,1105 F Ave,,Circle,59215,McCone,Public,Elementary,5/1/2019,51,20,14,251,372,
,,,,,,,105,MT,N,,N,,,4,2019,59,,18,,Cafeteria ,,,,,,,MT,336,18.666666667,105,5.833333333,MT@0732@0548,,SY18-19,,20,0.392156863,Primary,Public,,,,Cafeteria ,,,0548,Circle Public Schools,0732,Redwater School,1105 F Ave,,Circle,59215,McCone,Public,Elementary,4/1/2019,51,20,18,336,503,
,,,,,,,87,MT,N,,N,,,3,2019,40,,16,,Cafeteria ,,,,,,,MT,295,18.4375,87,5.4375,MT@0732@0548,,SY18-19,,20,0.392156863,Primary,Public,,,,Cafeteria ,,,0548,Circle Public Schools,0732,Redwater School,1105 F Ave,,Circle,59215,McCone,Public,Elementary,3/1/2019,51,20,16,295,437,
,,,,,,,65,MT,N,,N,,,2,2019,17,,15,,Cafeteria ,,,,,,,MT,264,17.6,65,4.333333333,MT@0732@0548,,SY18-19,,20,0.392156863,Primary,Public,,,,Cafeteria ,,,0548,Circle Public Schools,0732,Redwater School,1105 F Ave,,Circle,59215,McCone,Public,Elementary,2/1/2019,51,20,15,264,401,
,,,,,,,97,MT,N,,N,,,1,2019,36,,19,,Cafeteria ,,,,,,,MT,328,17.263157895,97,5.105263158,MT@0732@0548,,SY18-19,,20,0.392156863,Primary,Public,,,,Cafeteria ,,,0548,Circle Public Schools,0732,Redwater School,1105 F Ave,,Circle,59215,McCone,Public,Elementary,1/1/2019,51,20,19,328,499,
,,,,,,,55,MT,N,,N,,,12,2018,34,,13,,Cafeteria ,,,,,,,MT,233,17.923076923,55,4.230769231,MT@0732@0548,,SY18-19,,20,0.392156863,Primary,Public,,,,Cafeteria ,,,0548,Circle Public Schools,0732,Redwater School,1105 F Ave,,Circle,59215,McCone,Public,Elementary,12/1/2018,51,20,13,233,368,
,,,,,,,77,MT,N,,N,,,11,2018,50,,17,,Cafeteria ,,,,,,,MT,314,18.470588235,77,4.529411765,MT@0732@0548,,SY18-19,,20,0.392156863,Primary,Public,,,,Cafeteria ,,,0548,Circle Public Schools,0732,Redwater School,1105 F Ave,,Circle,59215,McCone,Public,Elementary,11/1/2018,51,20,17,314,469,
,,,,,,,83,MT,N,,N,,,10,2018,57,,18,,Cafeteria ,,,,,,,MT,320,17.777777778,83,4.611111111,MT@0732@0548,,SY18-19,,20,0.392156863,Primary,Public,,,,Cafeteria ,,,0548,Circle Public Schools,0732,Redwater School,1105 F Ave,,Circle,59215,McCone,Public,Elementary,10/1/2018,51,20,18,320,514,
,,,,,,,103,MT,N,,N,,,9,2018,56,,16,,Cafeteria ,,,,,,,MT,316,19.75,103,6.4375,MT@0732@0548,,SY18-19,,20,0.4,Primary,Public,,,,Cafeteria ,,,0548,Circle Public Schools,0732,Redwater School,1105 F Ave,,Circle,59215,McCone,Public,Elementary,9/1/2018,50,20,16,316,421,
,,,,,,,,MT,N,,N,,,5,2019,0,,0,,Cafeteria ,,,,,,,MT,310,14.761904762,,,MT@1713@0452,300684000988,SY18-19,,18,0.253521127,Middle,Public,,,,Cafeteria ,,,0452,Clancy Elementary,1713,Clancy 7-8,18 Clancy Creek Rd,,Clancy,59364,Jefferson,Public,Middle,5/1/2019,71,18,21,310,566,
,,,,,,,,MT,N,,N,,,4,2019,0,,0,,Cafeteria ,,,,,,,MT,288,15.157894737,,,MT@1713@0452,300684000988,SY18-19,,18,0.25,Middle,Public,,,,Cafeteria ,,,0452,Clancy Elementary,1713,Clancy 7-8,18 Clancy Creek Rd,,Clancy,59364,Jefferson,Public,Middle,4/1/2019,72,18,19,288,524,
,,,,,,,,MT,N,,N,,,3,2019,0,,0,,Cafeteria ,,,,,,,MT,327,16.35,,,MT@1713@0452,300684000988,SY18-19,,18,0.25,Middle,Public,,,,Cafeteria ,,,0452,Clancy Elementary,1713,Clancy 7-8,18 Clancy Creek Rd,,Clancy,59364,Jefferson,Public,Middle,3/1/2019,72,18,20,327,496,
,,,,,,,,MT,N,,N,,,2,2019,0,,0,,Cafeteria ,,,,,,,MT,246,13.666666667,,,MT@1713@0452,300684000988,SY18-19,,17,0.239436620,Middle,Public,,,,Cafeteria ,,,0452,Clancy Elementary,1713,Clancy 7-8,18 Clancy Creek Rd,,Clancy,59364,Jefferson,Public,Middle,2/1/2019,71,17,18,246,452,
,,,,,,,,MT,N,,N,,,1,2019,0,,0,,Cafeteria ,,,,,,,MT,293,13.952380952,,,MT@1713@0452,300684000988,SY18-19,,17,0.239436620,Middle,Public,,,,Cafeteria ,,,0452,Clancy Elementary,1713,Clancy 7-8,18 Clancy Creek Rd,,Clancy,59364,Jefferson,Public,Middle,1/1/2019,71,17,21,293,580,
,,,,,,,,MT,N,,N,,,12,2018,0,,0,,Cafeteria ,,,,,,,MT,234,15.6,,,MT@1713@0452,300684000988,SY18-19,,18,0.253521127,Middle,Public,,,,Cafeteria ,,,0452,Clancy Elementary,1713,Clancy 7-8,18 Clancy Creek Rd,,Clancy,59364,Jefferson,Public,Middle,12/1/2018,71,18,15,234,409,
,,,,,,,,MT,N,,N,,,11,2018,0,,0,,Cafeteria ,,,,,,,MT,294,15.473684211,,,MT@1713@0452,300684000988,SY18-19,,18,0.253521127,Middle,Public,,,,Cafeteria ,,,0452,Clancy Elementary,1713,Clancy 7-8,18 Clancy Creek Rd,,Clancy,59364,Jefferson,Public,Middle,11/1/2018,71,18,19,294,533,
