BAB Implementation Date from Grants Data,Breakfast Delivery Model from Other Source-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Grants Data-Standardized,School Type-Standardized,School Level-Standardized,FR Enrollment Percentage,FR Enrollment,Target Area,School Year,Claim Date,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,State-Reporting,"BAB Implementation Date Other Source, Note Source Here",BAB Implementation Date from Other Source,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Campaign Tracking Data,"Breakfast Delivery Model from Other Source, Note Source Here",Breakfast Delivery Model from Other Source-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Campaign Tracking Data-Original,Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,Enrollment-Free and Reduced,Enrollment-Paid,Claim Year,Claim Month,Universal Free (Y/N),Provision 3 (Y/N),Provision 1 (Y/N),School Type-Original,Street Address-Line 2,Street Address-Line 1,Zip Code,City,County,CEP (Y/N),State-Physical,District ID,District Name,School ID,School Name,School Level-Original,Enrollment-Total,Enrollment-Free,Enrollment-Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Operating Days-Lunch Only,Operating Days-Breakfast Only,Provision 2 (Y/N),NCES ID
,,,,,,,Middle,0.3,15,,SY13-14,12/1/2013,MT@1775@48-0861,4.6,69,9.333333333,140,MT,,,,,,,,,,,,,,2013,12,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,50,11,4,67,2,51,124,16,287,15,15,N,
,,,,,,,Middle,0.28,14,,SY13-14,11/1/2013,MT@1775@48-0861,4.111111111,74,8.055555556,145,MT,,,,,,,,,,,,,,2013,11,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,50,11,3,72,2,58,134,11,333,18,18,N,
,,,,,,,Middle,0.224489796,11,,SY13-14,10/1/2013,MT@1775@48-0861,3.714285714,78,7.904761905,166,MT,,,,,,,,,,,,,,2013,10,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,49,9,2,76,2,100,152,14,454,21,21,N,
,,,,,,,Middle,0.255319149,12,,SY13-14,9/1/2013,MT@1775@48-0861,4.357142857,122,10.25,287,MT,,,,,,,,,,,,,,2013,9,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,47,9,3,108,14,106,221,66,530,28,28,N,
,,,,,,,Middle,0.25,9,,SY12-13,5/1/2013,MT@1775@48-0861,3.375,54,5.125,82,MT,,,,,,,,,,,,,,2013,5,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,36,8,1,54,0,47,77,5,240,16,16,N,
,,,,,,,Middle,0.25,9,,SY12-13,4/1/2013,MT@1775@48-0861,3.428571429,72,5.666666667,119,MT,,,,,,,,,,,,,,2013,4,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,36,8,1,72,0,75,107,12,321,21,21,N,
,,,,,,,Middle,0.25,9,,SY12-13,3/1/2013,MT@1775@48-0861,3,54,5.166666667,93,MT,,,,,,,,,,,,,,2013,3,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,36,8,1,54,0,67,81,12,338,18,18,N,
,,,,,,,Middle,0.171428571,6,,SY12-13,2/1/2013,MT@1775@48-0861,3.473684211,66,3.526315789,67,MT,,,,,,,,,,,,,,2013,2,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,35,5,1,66,0,74,61,6,318,19,19,N,
,,,,,,,Middle,0.171428571,6,,SY12-13,1/1/2013,MT@1775@48-0861,3.6,72,4.15,83,MT,,,,,,,,,,,,,,2013,1,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,35,5,1,72,0,90,73,10,370,20,20,N,
,,,,,,,Middle,0.171428571,6,,SY12-13,12/1/2012,MT@1775@48-0861,3.866666667,58,4.2,63,MT,,,,,,,,,,,,,,2012,12,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,35,5,1,58,0,67,54,9,306,15,15,N,
,,,,,,,Middle,0.171428571,6,,SY12-13,11/1/2012,MT@1775@48-0861,4.5,81,4.277777778,77,MT,,,,,,,,,,,,,,2012,11,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,35,5,1,81,0,77,67,10,349,18,18,N,
,,,,,,,Middle,0.171428571,6,,SY12-13,10/1/2012,MT@1775@48-0861,3.047619048,64,4.380952381,92,MT,,,,,,,,,,,,,,2012,10,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,35,5,1,64,0,141,76,16,411,21,21,N,
,,,,,,,Middle,0.189189189,7,,SY12-13,9/1/2012,MT@1775@48-0861,1.555555556,42,4.259259259,115,MT,,,,,,,,,,,,,,2012,9,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,37,6,1,42,0,84,91,24,418,27,27,N,
,,,,,,,Middle,0.4,16,,SY11-12,5/1/2012,MT@1775@48-0861,0.333333333,6,8.722222222,157,MT,,,,,,,,,,,,,,2012,5,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,40,13,3,6,0,8,128,29,187,18,18,N,
,,,,,,,Middle,0.4,16,,SY11-12,4/1/2012,MT@1775@48-0861,0.777777778,14,9.611111111,173,MT,,,,,,,,,,,,,,2012,4,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,40,13,3,14,0,15,134,39,207,18,18,N,
,,,,,,,Middle,0.384615385,15,,SY11-12,3/1/2012,MT@1775@48-0861,1.05,21,8.4,168,MT,,,,,,,,,,,,,,2012,3,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,39,12,3,21,0,16,126,42,219,20,20,N,
,,,,,,,Middle,0.394736842,15,,SY11-12,2/1/2012,MT@1775@48-0861,1.05,21,7.5,150,MT,,,,,,,,,,,,,,2012,2,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,38,12,3,21,0,14,114,36,226,20,20,N,
,,,,,,,Middle,0.368421053,14,,SY11-12,1/1/2012,MT@1775@48-0861,1,20,10.5,210,MT,,,,,,,,,,,,,,2012,1,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,38,11,3,20,0,6,167,43,293,20,20,N,
,,,,,,,Middle,0.394736842,15,,SY11-12,12/1/2011,MT@1775@48-0861,1,15,10.333333333,155,MT,,,,,,,,,,,,,,2011,12,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,38,11,4,15,0,11,124,31,206,15,15,N,
,,,,,,,Middle,0.405405405,15,,SY11-12,11/1/2011,MT@1775@48-0861,0.823529412,14,9.117647059,155,MT,,,,,,,,,,,,,,2011,11,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,37,11,4,14,0,14,123,32,237,17,17,N,
,,,,,,,Middle,0.368421053,14,,SY11-12,10/1/2011,MT@1775@48-0861,0.842105263,16,10.105263158,192,MT,,,,,,,,,,,,,,2011,10,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,38,10,4,16,0,12,146,46,311,19,19,N,
,,,,,,,Middle,0.378378378,14,,SY11-12,9/1/2011,MT@1775@48-0861,1.08,27,9.6,240,MT,,,,,,,,,,,,,,2011,9,,,,,,,,,,N,,0861,Absarokee Elementary,1775,Absarokee 6-8,Middle,37,10,4,27,0,1,198,42,335,25,25,N,
,,,,,,,High,0.223684211,17,,SY13-14,12/1/2013,MT@1126@48-0861,5.133333333,77,7.066666667,106,MT,,,,,,,,,,,,,,2013,12,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,76,12,5,45,32,99,76,30,326,15,15,N,
,,,,,,,High,0.210526316,16,,SY13-14,11/1/2013,MT@1126@48-0861,4.444444444,80,6.444444444,116,MT,,,,,,,,,,,,,,2013,11,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,76,12,4,44,36,128,79,37,413,18,18,N,
,,,,,,,High,0.166666667,13,,SY13-14,10/1/2013,MT@1126@48-0861,3.904761905,82,6.761904762,142,MT,,,,,,,,,,,,,,2013,10,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,78,10,3,50,32,107,88,54,520,21,21,N,
,,,,,,,High,0.181818182,14,,SY13-14,9/1/2013,MT@1126@48-0861,3.214285714,90,9,252,MT,,,,,,,,,,,,,,2013,9,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,77,10,4,60,30,114,164,88,640,28,28,N,
,,,,,,,High,0.265060241,22,,SY12-13,5/1/2013,MT@1126@48-0861,2,32,10.25,164,MT,,,,,,,,,,,,,,2013,5,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,83,18,4,11,21,12,119,45,231,16,16,N,
,,,,,,,High,0.265060241,22,,SY12-13,4/1/2013,MT@1126@48-0861,2.285714286,48,9.095238095,191,MT,,,,,,,,,,,,,,2013,4,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,83,18,4,23,25,27,150,41,315,21,21,N,
,,,,,,,High,0.265060241,22,,SY12-13,3/1/2013,MT@1126@48-0861,2.388888889,43,10.611111111,191,MT,,,,,,,,,,,,,,2013,3,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,83,18,4,23,20,25,151,40,274,18,18,N,
,,,,,,,High,0.277108434,23,,SY12-13,2/1/2013,MT@1126@48-0861,2.684210526,51,9.157894737,174,MT,,,,,,,,,,,,,,2013,2,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,83,19,4,29,22,30,136,38,293,19,19,N,
,,,,,,,High,0.270588235,23,,SY12-13,1/1/2013,MT@1126@48-0861,2,40,10.25,205,MT,,,,,,,,,,,,,,2013,1,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,85,19,4,20,20,48,151,54,348,20,20,N,
,,,,,,,High,0.285714286,24,,SY12-13,12/1/2012,MT@1126@48-0861,2.333333333,35,10.4,156,MT,,,,,,,,,,,,,,2012,12,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,84,20,4,31,4,49,123,33,321,15,15,N,
,,,,,,,High,0.247058824,21,,SY12-13,11/1/2012,MT@1126@48-0861,4.666666667,84,9.111111111,164,MT,,,,,,,,,,,,,,2012,11,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,85,18,3,71,13,60,133,31,412,18,18,N,
,,,,,,,High,0.211764706,18,,SY12-13,10/1/2012,MT@1126@48-0861,3.095238095,65,6.666666667,140,MT,,,,,,,,,,,,,,2012,10,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,85,15,3,55,10,142,92,48,511,21,21,N,
,,,,,,,High,0.241379310,21,,SY12-13,9/1/2012,MT@1126@48-0861,3.074074074,83,9.518518519,257,MT,,,,,,,,,,,,,,2012,9,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,87,14,7,63,20,121,165,92,520,27,27,N,
,,,,,,,High,0.225806452,21,,SY11-12,5/1/2012,MT@1126@48-0861,0,0,8.111111111,146,MT,,,,,,,,,,,,,,2012,5,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,93,18,3,0,0,0,115,31,305,18,18,N,
,,,,,,,High,0.225806452,21,,SY11-12,4/1/2012,MT@1126@48-0861,0,0,9.888888889,178,MT,,,,,,,,,,,,,,2012,4,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,93,18,3,0,0,0,146,32,353,18,18,N,
,,,,,,,High,0.223404255,21,,SY11-12,3/1/2012,MT@1126@48-0861,0,0,8.9,178,MT,,,,,,,,,,,,,,2012,3,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,94,18,3,0,0,0,148,30,406,20,20,N,
,,,,,,,High,0.221052632,21,,SY11-12,2/1/2012,MT@1126@48-0861,0,0,8.5,170,MT,,,,,,,,,,,,,,2012,2,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,95,18,3,0,0,1,143,27,459,20,20,N,
,,,,,,,High,0.21875,21,,SY11-12,1/1/2012,MT@1126@48-0861,0,0,9.5,190,MT,,,,,,,,,,,,,,2012,1,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,96,18,3,0,0,1,164,26,525,20,20,N,
,,,,,,,High,0.202020202,20,,SY11-12,12/1/2011,MT@1126@48-0861,0,0,8.4,126,MT,,,,,,,,,,,,,,2011,12,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,99,17,3,0,0,2,102,24,395,15,15,N,
,,,,,,,High,0.195876289,19,,SY11-12,11/1/2011,MT@1126@48-0861,0,0,8.823529412,150,MT,,,,,,,,,,,,,,2011,11,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,97,16,3,0,0,0,124,26,478,17,17,N,
,,,,,,,High,0.197916667,19,,SY11-12,10/1/2011,MT@1126@48-0861,0.052631579,1,9.105263158,173,MT,,,,,,,,,,,,,,2011,10,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,96,16,3,1,0,3,145,28,601,19,19,N,
,,,,,,,High,0.1875,18,,SY11-12,9/1/2011,MT@1126@48-0861,0.12,3,10.72,268,MT,,,,,,,,,,,,,,2011,9,,,,,,,,,,N,,0861,Absarokee Elementary,1126,Absarokee High School,High,96,15,3,3,0,4,220,48,812,25,25,N,
,,,,,,,Primary,0.203252033,25,,SY13-14,12/1/2013,MT@1125@48-0861,7.2,108,20.466666667,307,MT,,,,,,,,,,,,,,2013,12,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,123,21,4,71,37,154,259,48,1020,15,15,N,
,,,,,,,Primary,0.203252033,25,,SY13-14,11/1/2013,MT@1125@48-0861,8,144,20.388888889,367,MT,,,,,,,,,,,,,,2013,11,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,123,21,4,99,45,177,308,59,1200,18,18,N,
,,,,,,,Primary,0.216,27,,SY13-14,10/1/2013,MT@1125@48-0861,8.380952381,176,20.285714286,426,MT,,,,,,,,,,,,,,2013,10,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,125,23,4,134,42,212,370,56,1310,21,21,N,
,,,,,,,Primary,0.181102362,23,,SY13-14,9/1/2013,MT@1125@48-0861,7.928571429,222,21.428571429,600,MT,,,,,,,,,,,,,,2013,9,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,127,20,3,186,36,283,535,65,1828,28,28,N,
,,,,,,,Primary,0.3046875,39,,SY12-13,5/1/2013,MT@1125@48-0861,10.875,174,28.3125,453,MT,,,,,,,,,,,,,,2013,5,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,128,36,3,130,44,165,422,31,915,16,16,N,
,,,,,,,Primary,0.3046875,39,,SY12-13,4/1/2013,MT@1125@48-0861,10.619047619,223,29.619047619,622,MT,,,,,,,,,,,,,,2013,4,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,128,36,3,172,51,231,583,39,1229,21,21,N,
,,,,,,,Primary,0.328244275,43,,SY12-13,3/1/2013,MT@1125@48-0861,10.388888889,187,31.5,567,MT,,,,,,,,,,,,,,2013,3,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,131,40,3,162,25,221,528,39,1030,18,18,N,
,,,,,,,Primary,0.317829457,41,,SY12-13,2/1/2013,MT@1125@48-0861,10.578947368,201,32.842105263,624,MT,,,,,,,,,,,,,,2013,2,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,129,38,3,167,34,243,575,49,1043,19,19,N,
,,,,,,,Primary,0.3203125,41,,SY12-13,1/1/2013,MT@1125@48-0861,10.55,211,29.65,593,MT,,,,,,,,,,,,,,2013,1,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,128,38,3,187,24,204,541,52,1064,20,20,N,
,,,,,,,Primary,0.299212598,38,,SY12-13,12/1/2012,MT@1125@48-0861,12.466666667,187,28.466666667,427,MT,,,,,,,,,,,,,,2012,12,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,127,35,3,170,17,160,391,36,846,15,15,N,
,,,,,,,Primary,0.288,36,,SY12-13,11/1/2012,MT@1125@48-0861,12.833333333,231,28.555555556,514,MT,,,,,,,,,,,,,,2012,11,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,125,33,3,205,26,225,462,52,1115,18,18,N,
,,,,,,,Primary,0.278688525,34,,SY12-13,10/1/2012,MT@1125@48-0861,11.047619048,232,27.857142857,585,MT,,,,,,,,,,,,,,2012,10,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,122,30,4,205,27,282,523,62,1325,21,21,N,
,,,,,,,Primary,0.264,33,,SY12-13,9/1/2012,MT@1125@48-0861,9.111111111,246,28.296296296,764,MT,,,,,,,,,,,,,,2012,9,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,125,29,4,210,36,343,671,93,1575,27,27,N,
,,,,,,,Primary,0.227941176,31,,SY11-12,5/1/2012,MT@1125@48-0861,8.777777778,158,22,396,MT,,,,,,,,,,,,,,2012,5,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,136,27,4,147,11,291,354,42,1179,18,18,N,
,,,,,,,Primary,0.227941176,31,,SY11-12,4/1/2012,MT@1125@48-0861,9.5,171,23,414,MT,,,,,,,,,,,,,,2012,4,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,136,27,4,162,9,333,363,51,1346,18,18,N,
,,,,,,,Primary,0.225563910,30,,SY11-12,3/1/2012,MT@1125@48-0861,9.05,181,22.35,447,MT,,,,,,,,,,,,,,2012,3,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,133,26,4,173,8,335,391,56,1418,20,20,N,
,,,,,,,Primary,0.227272727,30,,SY11-12,2/1/2012,MT@1125@48-0861,8.9,178,21.05,421,MT,,,,,,,,,,,,,,2012,2,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,132,26,4,173,5,326,375,46,1306,20,20,N,
,,,,,,,Primary,0.238805970,32,,SY11-12,1/1/2012,MT@1125@48-0861,11.85,237,25.3,506,MT,,,,,,,,,,,,,,2012,1,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,134,28,4,232,5,340,454,52,1410,20,20,N,
,,,,,,,Primary,0.244604317,34,,SY11-12,12/1/2011,MT@1125@48-0861,11.933333333,179,26,390,MT,,,,,,,,,,,,,,2011,12,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,139,30,4,171,8,295,346,44,1205,15,15,N,
,,,,,,,Primary,0.242857143,34,,SY11-12,11/1/2011,MT@1125@48-0861,12.470588235,212,24.882352941,423,MT,,,,,,,,,,,,,,2011,11,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,140,30,4,192,20,315,381,42,1246,17,17,N,
,,,,,,,Primary,0.226950355,32,,SY11-12,10/1/2011,MT@1125@48-0861,12.263157895,233,25.789473684,490,MT,,,,,,,,,,,,,,2011,10,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,141,28,4,195,38,381,422,68,1421,19,19,N,
,,,,,,,Primary,0.214285714,30,,SY11-12,9/1/2011,MT@1125@48-0861,10.44,261,25.72,643,MT,,,,,,,,,,,,,,2011,9,,,,,,,,,,N,,0861,Absarokee Elementary,1125,Absarokee School,Elementary,140,26,4,242,19,408,597,46,1840,25,25,N,
,,,,,,,Middle,0.727272727,16,,SY13-14,12/1/2013,MT@1730@31-0577,8.083333333,97,11.666666667,140,MT,,,,,,,,,,,,,,2013,12,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,22,14,2,94,3,17,120,20,49,12,12,N,300186001007
,,,,,,,Middle,0.727272727,16,,SY13-14,11/1/2013,MT@1730@31-0577,7.6,114,11.333333333,170,MT,,,,,,,,,,,,,,2013,11,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,22,14,2,114,0,22,148,22,54,15,15,N,300186001007
,,,,,,,Middle,0.727272727,16,,SY13-14,10/1/2013,MT@1730@31-0577,5.555555556,100,10.944444444,197,MT,,,,,,,,,,,,,,2013,10,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,22,14,2,100,0,24,166,31,54,18,18,N,300186001007
,,,,,,,Middle,0.7,14,,SY13-14,9/1/2013,MT@1730@31-0577,5.043478261,116,7.434782609,171,MT,,,,,,,,,,,,,,2013,9,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,20,11,3,114,2,34,136,35,87,23,23,N,300186001007
,,,,,,,Middle,0.769230769,20,,SY12-13,5/1/2013,MT@1730@31-0577,10.538461538,137,12.692307692,165,MT,,,,,,,,,,,,,,2013,5,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,26,9,11,101,36,38,108,57,78,13,13,N,300186001007
,,,,,,,Middle,0.769230769,20,,SY12-13,4/1/2013,MT@1730@31-0577,9.176470588,156,10.176470588,173,MT,,,,,,,,,,,,,,2013,4,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,26,9,11,112,44,55,118,55,82,17,17,N,300186001007
,,,,,,,Middle,0.769230769,20,,SY12-13,3/1/2013,MT@1730@31-0577,9.125,146,11.3125,181,MT,,,,,,,,,,,,,,2013,3,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,26,9,11,103,43,36,117,64,91,16,16,N,300186001007
,,,,,,,Middle,0.769230769,20,,SY12-13,2/1/2013,MT@1730@31-0577,6.866666667,103,9,135,MT,,,,,,,,,,,,,,2013,2,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,26,9,11,64,39,22,84,51,64,15,15,N,300186001007
,,,,,,,Middle,0.678571429,19,,SY12-13,1/1/2013,MT@1730@31-0577,8.117647059,138,11.941176471,203,MT,,,,,,,,,,,,,,2013,1,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,28,13,6,92,46,23,129,74,80,17,17,N,300186001007
,,,,,,,Middle,0.678571429,19,,SY12-13,12/1/2012,MT@1730@31-0577,8.333333333,100,13,156,MT,,,,,,,,,,,,,,2012,12,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,28,13,6,68,32,12,107,49,61,12,12,N,300186001007
,,,,,,,Middle,0.678571429,19,,SY12-13,11/1/2012,MT@1730@31-0577,10.25,164,12.75,204,MT,,,,,,,,,,,,,,2012,11,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,28,13,6,113,51,29,140,64,72,16,16,N,300186001007
,,,,,,,Middle,0.666666667,18,,SY12-13,10/1/2012,MT@1730@31-0577,9.777777778,176,11.277777778,203,MT,,,,,,,,,,,,,,2012,10,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,27,12,6,119,57,46,131,72,98,18,18,N,300186001007
,,,,,,,Middle,0.653846154,17,,SY12-13,9/1/2012,MT@1730@31-0577,8.409090909,185,10.590909091,233,MT,,,,,,,,,,,,,,2012,9,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,26,11,6,115,70,60,138,95,129,22,22,N,300186001007
,,,,,,,Middle,0.625,15,,SY11-12,5/1/2012,MT@1730@31-0577,8.5,119,12.142857143,170,MT,,,,,,,,,,,,,,2012,5,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,24,10,5,71,48,75,111,59,85,14,14,N,300186001007
,,,,,,,Middle,0.625,15,,SY11-12,4/1/2012,MT@1730@31-0577,6.933333333,104,11.533333333,173,MT,,,,,,,,,,,,,,2012,4,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,24,10,5,59,45,81,110,63,90,15,15,N,300186001007
,,,,,,,Middle,0.625,15,,SY11-12,3/1/2012,MT@1730@31-0577,7.705882353,131,12,204,MT,,,,,,,,,,,,,,2012,3,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,24,10,5,80,51,89,128,76,122,17,17,N,300186001007
,,,,,,,Middle,0.625,15,,SY11-12,2/1/2012,MT@1730@31-0577,7.8,117,12.066666667,181,MT,,,,,,,,,,,,,,2012,2,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,24,10,5,66,51,77,111,70,99,15,15,N,300186001007
,,,,,,,Middle,0.625,15,,SY11-12,1/1/2012,MT@1730@31-0577,6.5625,105,12.3125,197,MT,,,,,,,,,,,,,,2012,1,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,24,10,5,63,42,86,125,72,113,16,16,N,300186001007
,,,,,,,Middle,0.625,15,,SY11-12,12/1/2011,MT@1730@31-0577,7.769230769,101,11.769230769,153,MT,,,,,,,,,,,,,,2011,12,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,24,10,5,66,35,69,104,49,86,13,13,N,300186001007
,,,,,,,Middle,0.625,15,,SY11-12,11/1/2011,MT@1730@31-0577,6.411764706,109,12.176470588,207,MT,,,,,,,,,,,,,,2011,11,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,24,10,5,69,40,82,135,72,105,17,17,N,300186001007
,,,,,,,Middle,0.625,15,,SY11-12,10/1/2011,MT@1730@31-0577,6.8125,109,11.875,190,MT,,,,,,,,,,,,,,2011,10,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,24,10,5,77,32,86,122,68,95,16,16,N,300186001007
,,,,,,,Middle,0.64,16,,SY11-12,9/1/2011,MT@1730@31-0577,6.523809524,137,11.047619048,232,MT,,,,,,,,,,,,,,2011,9,,,,,,,,,,N,,0577,Alberton K-12 Schools,1730,Alberton 7-8,Middle,25,11,5,111,26,76,164,68,131,21,21,N,300186001007
,,,,,,,High,0.478260870,22,,SY13-14,12/1/2013,MT@0766@31-0577,13.75,165,17.416666667,209,MT,,,,,,,,,,,,,,2013,12,,,,,,,,,,N,,0577,Alberton K-12 Schools,0766,Alberton High School,High,46,16,6,127,38,128,141,68,193,12,12,N,300186000004
,,,,,,,High,0.478260870,22,,SY13-14,11/1/2013,MT@0766@31-0577,13.4,201,16,240,MT,,,,,,,,,,,,,,2013,11,,,,,,,,,,N,,0577,Alberton K-12 Schools,0766,Alberton High School,High,46,16,6,153,48,156,164,76,250,15,15,N,300186000004
,,,,,,,High,0.478260870,22,,SY13-14,10/1/2013,MT@0766@31-0577,13.944444444,251,16.611111111,299,MT,,,,,,,,,,,,,,2013,10,,,,,,,,,,N,,0577,Alberton K-12 Schools,0766,Alberton High School,High,46,16,6,171,80,124,204,95,271,18,18,N,300186000004
