School Name,District ID,School ID,District Name,State-Physical,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data
Liberty Elementary School,4266,5294,Liberty Elementary District,,Maricopa,,85326,,,,Regular School,N,,,,,,,,,,,,,42825,7970,14724,,18305,3189,4362,,167,167,167,,Cafeteria,,,,,,,AZ,50795,304.161676647,21494,128.706586826,AZ@5294@4266,040432000343,SY16-17,,,0.63,,Public,,,,Cafeteria,,
Estrella Mountain Elementary School,4266,5295,Liberty Elementary District,,Maricopa,,85338,,,,Regular School,N,,,,,,,,,,,,,9789,2936,18207,,3663,717,2257,,167,167,167,,Cafeteria,,,,,,,AZ,12725,76.197604790,4380,26.227544910,AZ@5295@4266,040432001467,SY16-17,,,0.23,,Public,,,,Cafeteria,,
Rainbow Valley Elementary School,4266,79652,Liberty Elementary District,,Maricopa,,85326,,,,Regular School,N,,,,,,,,,,,,,56207,6223,9636,,15856,1192,792,,167,167,167,,Cafeteria,,,,,,,AZ,62430,373.832335329,17048,102.083832335,AZ@79652@4266,040432002133,SY16-17,,,0.72,,Public,,,,Cafeteria,,
Westar Elementary School,4266,79846,Liberty Elementary District,,Maricopa,,85338,,,,Regular School,N,,,,,,,,,,,,,15665,2661,27157,,5849,952,2493,,167,167,167,,Cafeteria,,,,,,,AZ,18326,109.736526946,6801,40.724550898,AZ@79846@4266,040432002383,SY16-17,,,0.19,,Public,,,,Cafeteria,,
Freedom Elementary School,4266,87475,Liberty Elementary District,,Maricopa,,85326,,,,Regular School,N,,,,,,,,,,,,,61279,12918,15776,,23250,2676,2174,,167,167,167,,Cafeteria,,,,,,,AZ,74197,444.293413174,25926,155.245508982,AZ@87475@4266,040432002489,SY16-17,,,0.68,,Public,,,,Cafeteria,,
Las Brisas Academy,4266,92706,Liberty Elementary District,,Maricopa,,85338,,,,Regular School,N,,,,,,,,,,,,,22441,5901,15444,,8955,1877,4376,,167,167,167,,Cafeteria,,,,,,,AZ,28342,169.712574850,10832,64.862275449,AZ@92706@4266,040432003480,SY16-17,,,0.48,,Public,,,,Cafeteria,,
Litchfield Elementary School,4281,5393,Litchfield Elementary District,,Maricopa,,85340,,,,Regular School,N,,,,,,,,,,,,,23778,3720,39385,,6746,721,7300,,167,167,167,,Cafeteria,,,,,,,AZ,27498,164.658682635,7467,44.712574850,AZ@5393@4281,040438000344,SY16-17,,,0.22,,Public,,,,Cafeteria,,
Scott L Libby Elementary School,4281,5394,Litchfield Elementary District,,Maricopa,,85340,,,,Regular School,N,,,,,,,,,,,,,22839,2859,33579,,7258,743,6448,,167,167,167,,Cafeteria,,,,,,,AZ,25698,153.880239521,8001,47.910179641,AZ@5394@4281,040438000345,SY16-17,,,0.3,,Public,,,,Cafeteria,,
Palm Valley Elementary,4281,5396,Litchfield Elementary District,,Maricopa,,85395,,,,Regular School,N,,,,,,,,,,,,,29209,7834,39142,,10079,2145,5856,,167,167,167,,Cafeteria,,,,,,,AZ,37043,221.814371257,12224,73.197604790,AZ@5396@4281,040438001420,SY16-17,,,0.29,,Public,,,,Cafeteria,,
Western Sky Middle School,4281,5395,Litchfield Elementary District,,Maricopa,,85338,,,,Regular School,N,,,,,,,,,,,,,30546,6210,40261,,10876,1557,6751,,167,167,167,,Cafeteria,,,,,,,AZ,36756,220.095808383,12433,74.449101796,AZ@5395@4281,040438001547,SY16-17,,,0.28,,Public,,,,Cafeteria,,
Rancho Santa Fe Elementary School,4281,78925,Litchfield Elementary District,,Maricopa,,85392,,,,Regular School,N,,,,,,,,,,,,,39533,8801,20456,,12710,2150,4687,,167,167,167,,Cafeteria,,,,,,,AZ,48334,289.425149701,14860,88.982035928,AZ@78925@4281,040438001881,SY16-17,,,0.51,,Public,,,,Cafeteria,,
Wigwam Creek Middle School,4281,79221,Litchfield Elementary District,,Maricopa,,85340,,,,Regular School,N,,,,,,,,,,,,,51047,10466,44699,,14931,2575,4625,,167,167,167,,Cafeteria,,,,,,,AZ,61513,368.341317365,17506,104.826347305,AZ@79221@4281,040438002004,SY16-17,,,0.46,,Public,,,,Cafeteria,,
Corte Sierra Elementary School,4281,80054,Litchfield Elementary District,,Maricopa,,85323,,,,Regular School,N,,,,,,,,,,,,,43830,12102,35633,,14453,2724,9298,,167,167,167,,Cafeteria,,,,,,,AZ,55932,334.922155689,17177,102.856287425,AZ@80054@4281,040438002342,SY16-17,,,0.48,,Public,,,,Cafeteria,,
Dreaming Summit Elementary,4281,85843,Litchfield Elementary District,,Maricopa,,85340,,,,Regular School,N,,,,,,,,,,,,,42937,7062,26216,,15682,2010,4695,,167,167,167,,Cafeteria,,,,,,,AZ,49999,299.395209581,17692,105.940119760,AZ@85843@4281,040438002430,SY16-17,,,0.47,,Public,,,,Cafeteria,,
Verrado Middle School,4281,85844,Litchfield Elementary District,,Maricopa,,85396,,,,Regular School,N,,,,,,,,,,,,,19719,5203,41826,,5868,1315,5785,,167,167,167,,Cafeteria,,,,,,,AZ,24922,149.233532934,7183,43.011976048,AZ@85844@4281,040438002431,SY16-17,,,0.22,,Public,,,,Cafeteria,,
Barbara B. Robey Elementary School,4281,87522,Litchfield Elementary District,,Maricopa,,85340,,,,Regular School,N,,,,,,,,,,,,,53495,11468,24663,,27711,5811,7084,,167,167,167,,Cafeteria,,,,,,,AZ,64963,389,33522,200.730538922,AZ@87522@4281,040438002499,SY16-17,,,0.57,,Public,,,,Cafeteria,,
Verrado Elementary School,4281,89586,Litchfield Elementary District,,Maricopa,,85396,,,,Regular School,N,,,,,,,,,,,,,17100,4305,37183,,6303,1513,5840,,167,167,167,,Cafeteria,,,,,,,AZ,21405,128.173652695,7816,46.802395210,AZ@89586@4281,040438002782,SY16-17,,,0.2,,Public,,,,Cafeteria,,
L. Thomas Heck Middle School,4281,90385,Litchfield Elementary District,,Maricopa,,85340,,,,Regular School,N,,,,,,,,,,,,,43724,9907,32526,,13453,2824,4964,,167,167,167,,Cafeteria,,,,,,,AZ,53631,321.143712575,16277,97.467065868,AZ@90385@4281,040438003036,SY16-17,,,0.51,,Public,,,,Cafeteria,,
Mabel Padgett Elementary School,4281,90550,Litchfield Elementary District,,Maricopa,,85395,,,,Regular School,N,,,,,,,,,,,,,21027,7065,41037,,5993,1810,8429,,167,167,167,,Cafeteria,,,,,,,AZ,28092,168.215568862,7803,46.724550898,AZ@90550@4281,040438003185,SY16-17,,,0.24,,Public,,,,Cafeteria,,
Verrado Heritage Elementary School,4281,92878,Litchfield Elementary District,,Maricopa,,85396,,,,Regular School,N,,,,,,,,,,,,,24683,6866,40356,,8469,1420,7856,,167,167,167,,Cafeteria,,,,,,,AZ,31549,188.916167665,9889,59.215568862,AZ@92878@4281,040438003478,SY16-17,,,0.25,,Public,,,,Cafeteria,,
Beaver Dam Elementary,4374,5579,Littlefield Unified District,,Mohave,,86432,,,,Regular School,N,,,,,,,,,,,,,20672,2498,2556,,13838,1342,1205,,167,167,167,,Cafeteria,,,,,,,AZ,23170,138.742514970,15180,90.898203593,AZ@5579@4374,040441001302,SY16-17,,,0.74,,Public,,,,Cafeteria,,
Beaver Dam High School,4374,85821,Littlefield Unified District,,Mohave,,86432,,,,Regular School,N,,,,,,,,,,,,,14394,2726,2914,,6786,1206,927,,167,167,167,,Cafeteria,,,,,,,AZ,17120,102.514970060,7992,47.856287425,AZ@85821@4374,040441002418,SY16-17,,,0.72,,Public,,,,Cafeteria,,
Littleton Elementary School,4278,5360,Littleton Elementary District,,Maricopa,,85323,,,,Regular School,N,,,,,,,,,,,,,66483,11053,8425,,67927,11502,18249,,167,167,167,,BIC,,,,,,,AZ,77536,464.287425150,79429,475.622754491,AZ@5360@4278,040444000347,SY16-17,,,0.79,,Public,,,,BIC,,
Collier Elementary School,4278,79618,Littleton Elementary District,,Maricopa,,85323,,,,Regular School,N,,,,,,,,,,,,,88606,21225,22337,,75019,17433,29064,,167,167,167,,BIC,,,,,,,AZ,109831,657.670658683,92452,553.604790419,AZ@79618@4278,040444002247,SY16-17,,,0.75,,Public,,,,BIC,,
Quentin Elementary School,4278,85852,Littleton Elementary District,,Maricopa,,85323,,,,Regular School,N,,,,,,,,,,,,,91760,12288,12966,,83485,11840,17938,,167,167,167,,BIC,,,,,,,AZ,104048,623.041916168,95325,570.808383234,AZ@85852@4278,040444002435,SY16-17,,,0.84,,Public,,,,BIC,,
Country Place Elementary,4278,87476,Littleton Elementary District,,Maricopa,,85353,,,,Regular School,N,,,,,,,,,,,,,95229,21944,17285,,91394,21303,24471,,167,167,167,,BIC,,,,,,,AZ,117173,701.634730539,112697,674.832335329,AZ@87476@4278,040444002497,SY16-17,,,0.82,,Public,,,,BIC,,
Estrella Vista Elementary School,4278,89608,Littleton Elementary District,,Maricopa,,85323,,,,Regular School,N,,,,,,,,,,,,,101623,21695,18033,,88986,20700,27388,,167,167,167,,BIC,,,,,,,AZ,123318,738.431137725,109686,656.802395210,AZ@89608@4278,040444002771,SY16-17,,,0.79,,Public,,,,BIC,,
Tres Rios Elementary School,4278,89924,Littleton Elementary District,,Maricopa,,85353,,,,Regular School,N,,,,,,,,,,,,,94109,17516,16795,,80726,15999,19502,,167,167,167,,BIC,,,,,,,AZ,111625,668.413173653,96725,579.191616766,AZ@89924@4278,040444002908,SY16-17,,,0.83,,Public,,,,BIC,,
Madison Heights Elementary School,4270,5330,Madison Elementary District,,Maricopa,,85020,,,,Regular School,N,,,,,,,,,,,,,18647,2265,30522,,6696,432,3145,,167,167,167,,Cafeteria,,,,,,,AZ,20912,125.221556886,7128,42.682634731,AZ@5330@4270,040450000353,SY16-17,,,0.29,,Public,,,,Cafeteria,,
Madison Meadows School,4270,5329,Madison Elementary District,,Maricopa,,85013,,,,Regular School,N,,,,,,,,,,,,,18075,4560,32140,,7840,1700,5480,,167,167,167,,Cafeteria GNG,,,,,,,AZ,22635,135.538922156,9540,57.125748503,AZ@5329@4270,040450000354,SY16-17,,,0.23,,Public,,,,Other,,
Madison #1 Elementary School,4270,5324,Madison Elementary District,,Maricopa,,85016,,,,Regular School,N,,,,,,,,,,,,,52582,7768,36221,,26074,2405,7321,,167,167,167,,Cafeteria GNG,,,,,,,AZ,60350,361.377245509,28479,170.532934132,AZ@5324@4270,040450000355,SY16-17,,,0.46,,Public,,,,Other,,
Madison Park School,4270,5328,Madison Elementary District,,Maricopa,,85014,,,,Regular School,N,,,,,,,,,,,,,44698,3310,9003,,16638,1074,2961,,167,167,167,,Cafeteria GNG,,,,,,,AZ,48008,287.473053892,17712,106.059880240,AZ@5328@4270,040450000357,SY16-17,,,0.7,,Public,,,,Other,,
Madison Richard Simis School,4270,5326,Madison Elementary District,,Maricopa,,85020,,,,Regular School,N,,,,,,,,,,,,,22688,5580,65892,,12656,2614,21206,,167,167,167,,Cafeteria GNG,,,,,,,AZ,28268,169.269461078,15270,91.437125749,AZ@5326@4270,040450000358,SY16-17,,,0.2,,Public,,,,Other,,
Madison Rose Lane School,4270,5327,Madison Elementary District,,Maricopa,,85014,,,,Regular School,N,,,,,,,,,,,,,54631,7962,34334,,23113,2188,6089,,167,167,167,,Cafeteria,,,,,,,AZ,62593,374.808383234,25301,151.502994012,AZ@5327@4270,040450000359,SY16-17,,,0.49,,Public,,,,Cafeteria,,
Madison Camelview Elementary,4270,5325,Madison Elementary District,,Maricopa,,85016,,,,Regular School,N,,,,,,,,,,,,,73575,8718,15988,,31422,3305,3463,,167,167,167,,Cafeteria,,,,,,,AZ,82293,492.772455090,34727,207.946107784,AZ@5325@4270,040450000678,SY16-17,,,0.76,,Public,,,,Cafeteria,,
Madison Traditional Academy,4270,89622,Madison Elementary District,,Maricopa,,85014,,,,Regular School,N,,,,,,,,,,,,,8739,3158,38144,,3460,372,4585,,167,167,167,,Cafeteria GNG,,,,,,,AZ,11897,71.239520958,3832,22.946107784,AZ@89622@4270,040450002874,SY16-17,,,0.12,,Public,,,,Other,,
Maine Consolidated School,4199,4839,Maine Consolidated School District,,Coconino,,86018,,,,Regular School,N,,,,,,,,,,,,,5792,1327,3235,,4005,707,1418,,167,167,167,,Cafeteria,,,,,,,AZ,7119,42.628742515,4712,28.215568862,AZ@4839@4199,040453000361,SY16-17,,,0.47,,Public,,,,Cafeteria,,
First Avenue Elementary School,4439,5902,Mammoth-San Manuel Unified District,,Pinal,,85631,,,,Regular School,N,,,,,,,,,,,,,29634,2084,2627,,15711,616,564,,167,167,167,,Cafeteria,,,,,,,AZ,31718,189.928143713,16327,97.766467066,AZ@5902@4439,040457000363,SY16-17,,,0.84,,Public,,,,Cafeteria,,
Mammoth Elementary School,4439,5901,Mammoth-San Manuel Unified District,,Pinal,,85618,,,,Regular School,N,,,,,,,,,,,,,10040,977,756,,9232,714,853,,167,167,167,,Cafeteria,,,,,,,AZ,11017,65.970059880,9946,59.556886228,AZ@5901@4439,040457000364,SY16-17,,,0.82,,Public,,,,Cafeteria,,
San Manuel High School,4439,5904,Mammoth-San Manuel Unified District,,Pinal,,85631,,,,Regular School,N,,,,,,,,,,,,,27689,4935,5690,,11451,1473,834,,167,167,167,,Cafeteria,,,,,,,AZ,32624,195.353293413,12924,77.389221557,AZ@5904@4439,040457000366,SY16-17,,,0.74,,Public,,,,Cafeteria,,
Quail Run Elementary School,4404,5776,Marana Unified District,,Pima,,85742,,,,Regular School,N,,,,,,,,,,,,,27863,4849,20547,,22101,4374,30032,,167,167,167,,BIC,,,,,,,AZ,32712,195.880239521,26475,158.532934132,AZ@5776@4404,040463000333,SY16-17,,,0.43,,Public,,,,BIC,,
Marjorie W Estes Elementary School,4404,5770,Marana Unified District,,Pima,,85653,,,,Regular School,N,,,,,,,,,,,,,40831,6726,18593,,33842,6332,29369,,167,167,167,,BIC,,,,,,,AZ,47557,284.772455090,40174,240.562874251,AZ@5770@4404,040463000367,SY16-17,,,0.55,,Public,,,,BIC,,
Marana Middle School,4404,5779,Marana Unified District,,Pima,,85653,,,,Regular School,N,,,,,,,,,,,,,42280,7613,33467,,33000,6421,41154,,167,167,167,,BIC,,,,,,,AZ,49893,298.760479042,39421,236.053892216,AZ@5779@4404,040463000368,SY16-17,,,0.45,,Public,,,,BIC,,
Butterfield Elementary School,4404,5772,Marana Unified District,,Pima,,85741,,,,Regular School,N,,,,,,,,,,,,,25589,5713,15084,,23080,5231,27336,,167,167,167,,BIC,,,,,,,AZ,31302,187.437125749,28311,169.526946108,AZ@5772@4404,040463000369,SY16-17,,,0.48,,Public,,,,BIC,,
Marana High School,4404,5781,Marana Unified District,,Pima,,85743,,,,Regular School,N,,,,,,,,,,,,,63755,9082,42350,,23658,2472,8552,,167,167,167,,Cafeteria,,,,,,,AZ,72837,436.149700599,26130,156.467065868,AZ@5781@4404,040463000370,SY16-17,,,0.41,,Public,,,,Cafeteria,,
Coyote Trail Elementary School,4404,5777,Marana Unified District,,Pima,,85743,,,,Regular School,N,,,,,,,,,,,,,16762,5514,26806,,6061,2408,5989,,167,167,167,,Cafeteria,,,,,,,AZ,22276,133.389221557,8469,50.712574850,AZ@5777@4404,040463000984,SY16-17,,,0.32,,Public,,,,Cafeteria,,
Thornydale Elementary School,4404,5771,Marana Unified District,,Pima,,85741,,,,Regular School,N,,,,,,,,,,,,,21297,3994,10553,,19213,3729,17248,,167,167,167,,BIC,,,,,,,AZ,25291,151.443113772,22942,137.377245509,AZ@5771@4404,040463001069,SY16-17,,,0.48,,Public,,,,BIC,,
Tortolita Middle School,4404,5780,Marana Unified District,,Pima,,85742,,,,Regular School,N,,,,,,,,,,,,,25888,4997,37017,,19460,3771,34752,,167,167,167,,BIC,,,,,,,AZ,30885,184.940119760,23231,139.107784431,AZ@5780@4404,040463001131,SY16-17,,,0.36,,Public,,,,BIC,,
Degrazia Elementary School,4404,5769,Marana Unified District,,Pima,,85742,,,,Regular School,N,,,,,,,,,,,,,26104,6679,20025,,23444,6143,28962,,167,167,167,,BIC,,,,,,,AZ,32783,196.305389222,29587,177.167664671,AZ@5769@4404,040463001163,SY16-17,,,0.45,,Public,,,,BIC,,
Picture Rocks Elementary,4404,5774,Marana Unified District,,Pima,,85743,,,,Regular School,N,,,,,,,,,,,,,57141,6100,10411,,46225,5063,16205,,167,167,167,,BIC,,,,,,,AZ,63241,378.688622754,51288,307.113772455,AZ@5774@4404,040463001164,SY16-17,,,0.73,,Public,,,,BIC,,
Roadrunner Elementary School,4404,5773,Marana Unified District,,Pima,,85653,,,,Regular School,N,,,,,,,,,,,,,39527,2796,7307,,31279,2161,10206,,167,167,167,,Cafeteria,,,,,,,AZ,42323,253.431137725,33440,200.239520958,AZ@5773@4404,040463001165,SY16-17,,,0.73,,Public,,,,Cafeteria,,
Mountain View High School,4404,5782,Marana Unified District,,Pima,,85742,,,,Regular School,N,,,,,,,,,,,,,43037,8287,42631,,16724,3356,7877,,167,167,167,,Cafeteria,,,,,,,AZ,51324,307.329341317,20080,120.239520958,AZ@5782@4404,040463001372,SY16-17,,,0.33,,Public,,,,Cafeteria,,
Ironwood Elementary School,4404,5775,Marana Unified District,,Pima,,85742,,,,Regular School,N,,,,,,,,,,,,,29737,4657,27907,,8852,972,4689,,167,167,167,,Cafeteria,,,,,,,AZ,34394,205.952095808,9824,58.826347305,AZ@5775@4404,040463001408,SY16-17,,,0.39,,Public,,,,Cafeteria,,
Twin Peaks Elementary School,4404,79445,Marana Unified District,,Pima,,85743,,,,Regular School,N,,,,,,,,,,,,,19433,3815,24010,,4845,813,4199,,167,167,167,,Cafeteria,,,,,,,AZ,23248,139.209580838,5658,33.880239521,AZ@79445@4404,040463002197,SY16-17,,,0.31,,Public,,,,Cafeteria,,
Rattlesnake Ridge Elementary,4404,89585,Marana Unified District,,Pima,,85743,,,,Regular School,N,,,,,,,,,,,,,12986,3093,28615,,3396,1154,2371,,167,167,167,,Cafeteria,,,,,,,AZ,16079,96.281437126,4550,27.245508982,AZ@89585@4404,040463002784,SY16-17,,,0.23,,Public,,,,Cafeteria,,
Maricopa Elementary School,4441,5908,Maricopa Unified School District,,Pinal,,85139,,,,Regular School,N,,,,,,,,,,,,,61036,8936,16035,,24707,3794,12840,,167,167,167,,Cafeteria,,,,,,,AZ,69972,418.994011976,28501,170.664670659,AZ@5908@4441,040472000371,SY16-17,,,0.63,,Public,,,,Cafeteria,,
Maricopa High School,4441,5910,Maricopa Unified School District,,Pinal,,85139,,,,Regular School,N,,,,,,,,,,,,,93981,18601,40354,,43346,8699,37899,,167,167,167,,Cafeteria,,,,,,,AZ,112582,674.143712575,52045,311.646706587,AZ@5910@4441,040472000372,SY16-17,,,0.45,,Public,,,,Cafeteria,,
Maricopa Wells Middle School,4441,5909,Maricopa Unified School District,,Pinal,,85139,,,,Regular School,N,,,,,,,,,,,,,45342,6615,15388,,24301,4138,9729,,167,167,167,,Cafeteria,,,,,,,AZ,51957,311.119760479,28439,170.293413174,AZ@5909@4441,040472001468,SY16-17,,,0.6,,Public,,,,Cafeteria,,
Pima Butte Elementary School,4441,87479,Maricopa Unified School District,,Pinal,,85139,,,,Regular School,N,,,,,,,,,,,,,27167,6313,19343,,13726,2832,15121,,167,167,167,,Cafeteria,,,,,,,AZ,33480,200.479041916,16558,99.149700599,AZ@87479@4441,040472002560,SY16-17,,,0.41,,Public,,,,Cafeteria,,
Santa Cruz Elementary School,4441,88405,Maricopa Unified School District,,Pinal,,85138,,,,Regular School,N,,,,,,,,,,,,,45565,4265,11628,,17449,1894,6978,,167,167,167,,Cafeteria,,,,,,,AZ,49830,298.383233533,19343,115.826347305,AZ@88405@4441,040472002665,SY16-17,,,0.64,,Public,,,,Cafeteria,,
Desert Wind Middle School,4441,89911,Maricopa Unified School District,,Pinal,,85138,,,,Regular School,N,,,,,,,,,,,,,25446,4842,11550,,12097,2949,11268,,167,167,167,,Cafeteria,,,,,,,AZ,30288,181.365269461,15046,90.095808383,AZ@89911@4441,040472002914,SY16-17,,,0.51,,Public,,,,Cafeteria,,
Butterfield Elementary School,4441,89910,Maricopa Unified School District,,Pinal,,85138,,,,Regular School,N,,,,,,,,,,,,,62560,7286,18412,,29751,3280,11729,,167,167,167,,Cafeteria,,,,,,,AZ,69846,418.239520958,33031,197.790419162,AZ@89910@4441,040472002920,SY16-17,,,0.6,,Public,,,,Cafeteria,,
Saddleback Elementary School,4441,89909,Maricopa Unified School District,,Pinal,,85139,,,,Regular School,N,,,,,,,,,,,,,43299,6305,12624,,17387,2649,8111,,167,167,167,,Cafeteria,,,,,,,AZ,49604,297.029940120,20036,119.976047904,AZ@89909@4441,040472002922,SY16-17,,,0.62,,Public,,,,Cafeteria,,
Santa Rosa Elementary School,4441,81058,Maricopa Unified School District,,Pinal,,85139,,,,Regular School,N,,,,,,,,,,,,,32023,2566,10586,,13886,1495,9190,,167,167,167,,Cafeteria,,,,,,,AZ,34589,207.119760479,15381,92.101796407,AZ@81058@4441,040472003113,SY16-17,,,0.52,,Public,,,,Cafeteria,,
Altar Valley Middle School,4418,5859,Altar Valley Elementary District,,Pima,,85735,,,,Regular School,Y,,N,N,,,,,,,,,,39189,0,6310,,39927,0,6431,,167,167,167,,Cafeteria,,,,,,,AZ,39189,234.664670659,39927,239.083832335,AZ@5859@4418,040477001005,SY16-17,,,0.76,,Public,,,,Cafeteria,,
Robles Elementary School,4418,84336,Altar Valley Elementary District,,Pima,,85736,,,,Regular School,Y,,N,N,,,,,,,,,,49101,0,7907,,50777,0,8178,,167,167,167,,BIC,,,,,,,AZ,49101,294.017964072,50777,304.053892216,AZ@84336@4418,040477002400,SY16-17,,,0.94,,Public,,,,BIC,,
Mayer Elementary School,4473,6107,Mayer Unified School District,,Yavapai,,86333,,,,Regular School,N,,,,,,,,,,,,,33227,3275,2302,,19392,1639,870,,167,167,167,,Cafeteria,,,,,,,AZ,36502,218.574850299,21031,125.934131737,AZ@6107@4473,040482000374,SY16-17,,,0.88,,Public,,,,Cafeteria,,
Mayer High School,4473,6106,Mayer Unified School District,,Yavapai,,86333,,,,Regular School,N,,,,,,,,,,,,,13492,710,1768,,8427,298,925,,167,167,167,,Cafeteria,,,,,,,AZ,14202,85.041916168,8725,52.245508982,AZ@6106@4473,040482000375,SY16-17,,,0.82,,Public,,,,Cafeteria,,
Mcnary Elementary School,4163,4745,Mcnary Elementary District,,Apache,,85930,,,,Regular School,N,,,,,,,,,,,,,20124,524,226,,10087,310,100,,167,167,167,,Cafeteria,,,,,,,AZ,20648,123.640718563,10397,62.257485030,AZ@4745@4163,040486000376,SY16-17,,,0.98,,Public,,,,Cafeteria,,
Mcneal Elementary School,4181,4790,McNeal Elementary District,,Cochise,,85617,,,,Regular School,N,,,,,,,,,,,,,5113,2133,1996,,5019,2319,1934,,167,167,167,,Cafeteria,,,,,,,AZ,7246,43.389221557,7338,43.940119760,AZ@4790@4181,040492000377,SY16-17,,,0.72,,Public,,,,Cafeteria,,
Franklin West Elementary,4235,4926,Mesa Unified District,,Maricopa,,85210,,,,Regular School,N,,,,,,,,,,,,,31878,7895,13701,,6528,1554,1155,,167,167,167,,Cafeteria,,,,,,,AZ,39773,238.161676647,8082,48.395209581,AZ@4926@4235,040497000118,SY16-17,,,0.47,,Public,,,,Cafeteria,,
Kerr Elementary School,4235,4958,Mesa Unified District,,Maricopa,,85201,,,,Regular School,N,,Y,N,,,,,,,,,,84763,7513,8404,,78294,8835,14731,,167,167,167,,BIC,,,,,,,AZ,92276,552.550898204,87129,521.730538922,AZ@4958@4235,040497000229,SY16-17,,,0.85,,Public,,,,BIC,,
Entz Elementary School,4235,4959,Mesa Unified District,,Maricopa,,85205,,,,Regular School,N,,,,,,,,,,,,,43223,10168,18646,,11119,2362,921,,167,167,167,,Cafeteria,,,,,,,AZ,53391,319.706586826,13481,80.724550898,AZ@4959@4235,040497000230,SY16-17,,,0.54,,Public,,,,Cafeteria,,
Adams Elementary School,4235,4913,Mesa Unified District,,Maricopa,,85202,,,,Regular School,N,,Y,N,,,,,,,,,,97564,8600,8160,,92154,10224,12322,,167,167,167,,BIC,,,,,,,AZ,106164,635.712574850,102378,613.041916168,AZ@4913@4235,040497000378,SY16-17,,,0.89,,Public,,,,BIC,,
Carson Junior High School,4235,4969,Mesa Unified District,,Maricopa,,85201,,,,Regular School,N,,,,,,,,,,,,,99770,10913,11101,,37000,3906,6280,,167,167,167,,Cafeteria,,,,,,,AZ,110683,662.772455090,40906,244.946107784,AZ@4969@4235,040497000380,SY16-17,,,0.82,,Public,,,,Cafeteria,,
Edison Elementary School,4235,4915,Mesa Unified District,,Maricopa,,85203,,,,Regular School,N,,,,,,,,,,,,,85624,6126,7897,,29638,2090,1887,,167,167,167,,Cafeteria,,,,,,,AZ,91750,549.401197605,31728,189.988023952,AZ@4915@4235,040497000382,SY16-17,,,0.85,,Public,,,,Cafeteria,,
Eisenhower Center for Innovation,4235,4932,Mesa Unified District,,Maricopa,,85201,,,,Regular School,N,,Y,N,,,,,,,,,,69943,5532,6137,,68232,1765,6055,,167,167,167,,BIC,,,,,,,AZ,75475,451.946107784,69997,419.143712575,AZ@4932@4235,040497000383,SY16-17,,,0.88,,Public,,,,BIC,,
Emerson Elementary School,4235,4916,Mesa Unified District,,Maricopa,,85201,,,,Regular School,N,,Y,N,,,,,,,,,,99272,6561,6044,,91756,4043,17218,,167,167,167,,BIC,,,,,,,AZ,105833,633.730538922,95799,573.646706587,AZ@4916@4235,040497000384,SY16-17,,,0.83,,Public,,,,BIC,,
Field Elementary School,4235,4937,Mesa Unified District,,Maricopa,,85213,,,,Regular School,N,,,,,,,,,,,,,58728,8965,12532,,26655,3966,2675,,167,167,167,,Cafeteria,,,,,,,AZ,67693,405.347305389,30621,183.359281437,AZ@4937@4235,040497000385,SY16-17,,,0.72,,Public,,,,Cafeteria,,
Franklin East Elementary School,4235,4917,Mesa Unified District,,Maricopa,,85204,,,,Regular School,,,,,,,,,,,,,,41573,11944,28200,,,,,,167,167,167,,,,,,,,,AZ,53517,320.461077844,,,AZ@4917@4235,040497000386,SY16-17,,,0.48,,Public,,,,,,
Fremont Junior High School,4235,4971,Mesa Unified District,,Maricopa,,85205,,,,Regular School,N,,,,,,,,,,,,,49875,7473,30425,,16478,2570,2546,,167,167,167,,Cafeteria,,,,,,,AZ,57348,343.401197605,19048,114.059880240,AZ@4971@4235,040497000387,SY16-17,,,0.44,,Public,,,,Cafeteria,,
