School Name,District ID,School ID,District Name,State-Physical,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data
Happy Valley School,79081,79095,"Happy Valley School, Inc.",,Maricopa,,85383,,,,Charter School,,,,,,,,,,,,,,8301,3926,26791,,,,,,167,167,167,,,,,,,,,AZ,12227,73.215568862,,,AZ@79095@79081,040040602036,SY16-17,,,0.14,,Charter,,,,,,
City High School,85448,85451,CITY Center for Collaborative Learning,,Pima,,85701,,,,Charter School,N,,,,,,,,,,,,,4648,1302,2366,,1502,497,524,,167,167,167,,Cafeteria,,,,,,,AZ,5950,35.628742515,1999,11.970059880,AZ@85451@85448,040040702404,SY16-17,,,0.47,,Charter,,,,Cafeteria,,
Satori Charter School,85454,85455,"Satori, Inc.",,Pima,,85719,,,,Charter School,N,,,,,,,,,,,,,4059,826,4159,,972,12,279,,167,167,167,,Cafeteria BIC GNG,,,,,,,AZ,4885,29.251497006,984,5.892215569,AZ@85455@85454,040040902406,SY16-17,,,0.22,,Charter,,,,Other,,
AMCS at Anthem dba Caurus Academy,85749,85750,Arizona Montessori Charter School at Anthem,,Maricopa,,85086,,,,Charter School,,,,,,,,,,,,,,3498,830,5575,,,,,,167,167,167,,,,,,,,,AZ,4328,25.916167665,,,AZ@85750@85749,040041502414,SY16-17,,,0.14,,Charter,,,,,,
StarShine Academy,85807,80475,StarShine Academy,,Maricopa,,85008,,,,Charter School,N,,,,,,,,,,,,,13651,204,3931,,5750,102,1843,,167,167,167,,Cafeteria,,,,,,,AZ,13855,82.964071856,5852,35.041916168,AZ@80475@85807,040041602374,SY16-17,,,0.72,,Charter,,,,Cafeteria,,
Imagine Rosefield,87399,87400,"Rosefield Charter Elementary School, Inc.",,Maricopa,,85379,,,,Charter School,N,,,,,,,,,,,,,17695,3716,21120,,5709,1125,2867,,167,167,167,,Cafeteria,,,,,,,AZ,21411,128.209580838,6834,40.922155689,AZ@87400@87399,040042402526,SY16-17,,,0.23,,Charter,,,,Cafeteria,,
Imagine East Mesa Elementary,87401,87402,"East Mesa Charter Elementary School, Inc.",,Maricopa,,85209,,,,Charter School,N,,,,,,,,,,,,,38683,8760,12621,,15317,3099,2652,,167,167,167,,Cafeteria,,,,,,,AZ,47443,284.089820359,18416,110.275449102,AZ@87402@87401,040042502527,SY16-17,,,0.57,,Charter,,,,Cafeteria,,
Imagine Desert West Elementary,88367,88368,"Imagine Charter Elementary at Desert West, Inc.",,Maricopa,,85035,,,,Charter School,N,,Y,N,,,,,,,,,,106446,7303,10115,,48358,3202,4985,,167,167,167,,Cafeteria,,,,,,,AZ,113749,681.131736527,51560,308.742514970,AZ@88368@88367,040043802653,SY16-17,,,0.92,,Charter,,,,Cafeteria,,
Imagine Surprise Middle,88372,88373,"Imagine Middle at Surprise, Inc.",,Maricopa,,85379,,,,Charter School,N,,,,,,,,,,,,,10877,2449,5698,,5444,1004,751,,167,167,167,,Cafeteria,,,,,,,AZ,13326,79.796407186,6448,38.610778443,AZ@88373@88372,040044102658,SY16-17,,,0.33,,Charter,,,,Cafeteria,,
Imagine East Mesa Middle,88369,88370,"Imagine Middle at East Mesa, Inc.",,Maricopa,,85209,,,,Charter School,N,,,,,,,,,,,,,4607,1434,2238,,1533,439,379,,167,167,167,,Cafeteria,,,,,,,AZ,6041,36.173652695,1972,11.808383234,AZ@88370@88369,040044202683,SY16-17,,,0.52,,Charter,,,,Cafeteria,,
Prescott Valley School,88317,80004,Prescott Valley Charter School,,Yavapai,,86314,,,,Charter School,N,,,,,,,,,,,,,18744,3108,2727,,16500,2421,1998,,167,167,167,,Cafeteria GNG,,,,,,,AZ,21852,130.850299401,18921,113.299401198,AZ@80004@88317,040044402321,SY16-17,,,0.7,,Charter,,,,Other,,
Imagine Camelback Elementary,88365,88366,"Imagine Charter Elementary at Camelback, Inc.",,Maricopa,,85015,,,,Charter School,N,,Y,N,,,,,,,,,,52864,2456,6837,,51173,2395,6759,,167,167,167,,BIC,,,,,,,AZ,55320,331.257485030,53568,320.766467066,AZ@88366@88365,040044502676,SY16-17,,,0.85,,Charter,,,,BIC,,
Imagine Tempe,88374,88375,"Imagine Elementary at Tempe, Inc.",,Maricopa,,85282,,,,Charter School,Y,,N,N,,,,,,,,,,31739,0,11543,,16441,0,5981,,167,167,167,,Cafeteria,,,,,,,AZ,31739,190.053892216,16441,98.449101796,AZ@88375@88374,040044602659,SY16-17,,,0.72,,Charter,,,,Cafeteria,,
South Ridge High School,88334,88335,American Charter Schools Foundation d.b.a. South Ridge High School,,Maricopa,,85043,,,,Charter School,N,,,,,,,,,,,,,34505,3168,6750,,13639,880,2347,,167,167,167,,Cafeteria,,,,,,,AZ,37673,225.586826347,14519,86.940119760,AZ@88335@88334,040044702671,SY16-17,,,0.7,,Charter,,,,Cafeteria,,
Agua Fria High School,4289,5454,Agua Fria Union High School District,,Maricopa,,85323,,,,Regular School,N,,,,,,,,,,,,,107817,17464,30685,,44049,6941,4479,,167,167,167,,Cafeteria,,,,,,,AZ,125281,750.185628743,50990,305.329341317,AZ@5454@4289,040045000001,SY16-17,,,0.62,,Public,,,,Cafeteria,,
Millennium High School,4289,78926,Agua Fria Union High School District,,Maricopa,,85395,,,,Regular School,N,,,,,,,,,,,,,54898,9930,40097,,19583,2034,1698,,167,167,167,,Cafeteria,,,,,,,AZ,64828,388.191616766,21617,129.443113772,AZ@78926@4289,040045001884,SY16-17,,,0.27,,Public,,,,Cafeteria,,
Desert Edge High School,4289,79799,Agua Fria Union High School District,,Maricopa,,85338,,,,Regular School,N,,,,,,,,,,,,,68004,12523,22695,,28524,4116,2994,,167,167,167,,Cafeteria,,,,,,,AZ,80527,482.197604790,32640,195.449101796,AZ@79799@4289,040045002273,SY16-17,,,0.5,,Public,,,,Cafeteria,,
Verrado High School,4289,87903,Agua Fria Union High School District,,Maricopa,,85396,,,,Regular School,N,,,,,,,,,,,,,36755,8923,43437,,11961,2099,2599,,167,167,167,,Cafeteria,,,,,,,AZ,45678,273.520958084,14060,84.191616766,AZ@87903@4289,040045002592,SY16-17,,,0.24,,Public,,,,Cafeteria,,
Aguila Elementary School,4249,5187,Aguila Elementary District,,Maricopa,,85320,,,,Regular School,N,,,,,,,,,,,,,22910,1227,3282,,10655,264,1242,,167,167,167,,Cafeteria,,,,,,,AZ,24137,144.532934132,10919,65.383233533,AZ@5187@4249,040048000002,SY16-17,,,0.87,,Public,,,,Cafeteria,,
Ajo Elementary School,4409,5831,Ajo Unified District,,Pima,,85321,,,,Regular School,N,,,,,,,,,,,,,32152,5167,4178,,15219,714,178,,167,167,167,,Cafeteria,,,,,,,AZ,37319,223.467065868,15933,95.407185629,AZ@5831@4409,040052000003,SY16-17,,,0.84,,Public,,,,Cafeteria,,
Ajo High School,4409,6292,Ajo Unified District,,Pima,,85321,,,,Regular School,N,,,,,,,,,,,,,7692,1136,29,,5799,172,8,,167,167,167,,Cafeteria,,,,,,,AZ,8828,52.862275449,5971,35.754491018,AZ@6292@4409,040052003063,SY16-17,,,0.82,,Public,,,,Cafeteria,,
James W. Rice Primary School,4280,5383,Alhambra Elementary District,,Maricopa,,85031,,,,Regular School,N,,Y,N,,,,,,,,,,133973,6777,6691,,61039,2501,5568,,167,167,167,,Cafeteria,,,,,,,AZ,140750,842.814371257,63540,380.479041916,AZ@5383@4280,040060000007,SY16-17,,,0.94,,Public,,,,Cafeteria,,
Barcelona Middle School,4280,5384,Alhambra Elementary District,,Maricopa,,85301,,,,Regular School,N,,,,,,,,,,,,,107092,3810,3329,,33076,1036,402,,167,167,167,,Cafeteria,,,,,,,AZ,110902,664.083832335,34112,204.263473054,AZ@5384@4280,040060000008,SY16-17,,,0.88,,Public,,,,Cafeteria,,
Catalina Ventura School,4280,5385,Alhambra Elementary District,,Maricopa,,85019,,,,Regular School,N,,,,,,,,,,,,,154807,9855,11128,,33502,937,1467,,167,167,167,,Cafeteria,,,,,,,AZ,164662,986,34439,206.221556886,AZ@5385@4280,040060000009,SY16-17,,,0.88,,Public,,,,Cafeteria,,
Cordova Elementary School,4280,5386,Alhambra Elementary District,,Maricopa,,85017,,,,Regular School,N,,Y,N,,,,,,,,,,145584,6532,5771,,57591,1410,1565,,167,167,167,,Cafeteria,,,,,,,AZ,152116,910.874251497,59001,353.299401198,AZ@5386@4280,040060000010,SY16-17,,,0.92,,Public,,,,Cafeteria,,
Granada East School,4280,5387,Alhambra Elementary District,,Maricopa,,85017,,,,Regular School,N,,Y,N,,,,,,,,,,140830,7502,4357,,36582,1102,913,,167,167,167,,Cafeteria,,,,,,,AZ,148332,888.215568862,37684,225.652694611,AZ@5387@4280,040060000012,SY16-17,,,0.91,,Public,,,,Cafeteria,,
R E Simpson School,4280,5391,Alhambra Elementary District,,Maricopa,,85015,,,,Regular School,N,,Y,N,,,,,,,,,,120920,1793,3714,,50264,1377,1272,,167,167,167,,Cafeteria,,,,,,,AZ,122713,734.808383234,51641,309.227544910,AZ@5391@4280,040060000015,SY16-17,,,0.91,,Public,,,,Cafeteria,,
Sevilla Primary School,4280,5390,Alhambra Elementary District,,Maricopa,,85019,,,,Regular School,N,,,,,,,,,,,,,122208,5181,5056,,41115,1045,836,,167,167,167,,Cafeteria,,,,,,,AZ,127389,762.808383234,42160,252.455089820,AZ@5390@4280,040060000016,SY16-17,,,0.93,,Public,,,,Cafeteria,,
Westwood Primary School,4280,5392,Alhambra Elementary District,,Maricopa,,85015,,,,Regular School,N,,Y,N,,,,,,,,,,133109,3003,6353,,64392,1887,1755,,167,167,167,,Cafeteria,,,,,,,AZ,136112,815.041916168,66279,396.880239521,AZ@5392@4280,040060000018,SY16-17,,,0.94,,Public,,,,Cafeteria,,
Andalucia Middle School,4280,5382,Alhambra Elementary District,,Maricopa,,85031,,,,Regular School,N,,Y,N,,,,,,,,,,134448,5034,3848,,45364,1988,921,,167,167,167,,Cafeteria,,,,,,,AZ,139482,835.221556886,47352,283.544910180,AZ@5382@4280,040060000302,SY16-17,,,0.91,,Public,,,,Cafeteria,,
Alhambra Traditional School,4280,5381,Alhambra Elementary District,,Maricopa,,85019,,,,Regular School,N,,,,,,,,,,,,,43459,7875,21699,,9983,2332,5933,,167,167,167,,Cafeteria,,,,,,,AZ,51334,307.389221557,12315,73.742514970,AZ@5381@4280,040060001283,SY16-17,,,0.56,,Public,,,,Cafeteria,,
Montebello School,4280,5389,Alhambra Elementary District,,Maricopa,,85017,,,,Regular School,N,,Y,N,,,,,,,,,,201128,2819,9367,,73360,1002,2132,,167,167,167,,Cafeteria,,,,,,,AZ,203947,1221.239520958,74362,445.281437126,AZ@5389@4280,040060001418,SY16-17,,,0.89,,Public,,,,Cafeteria,,
Granada Primary School,4280,5388,Alhambra Elementary District,,Maricopa,,85017,,,,Regular School,N,,Y,N,,,,,,,,,,128840,6075,5184,,78169,2117,1242,,167,167,167,,BIC,,,,,,,AZ,134915,807.874251497,80286,480.754491018,AZ@5388@4280,040060001486,SY16-17,,,0.95,,Public,,,,BIC,,
Carol G. Peck Elementary School,4280,6030,Alhambra Elementary District,,Maricopa,,85301,,,,Regular School,N,,,,,,,,,,,,,94115,3421,1501,,40424,900,528,,167,167,167,,Cafeteria,,,,,,,AZ,97536,584.047904192,41324,247.449101796,AZ@6030@4280,040060001707,SY16-17,,,0.97,,Public,,,,Cafeteria,,
Sevilla West School,4280,79203,Alhambra Elementary District,,Maricopa,,85019,,,,Regular School,N,,,,,,,,,,,,,146237,6545,9080,,30999,648,908,,167,167,167,,Cafeteria,,,,,,,AZ,152782,914.862275449,31647,189.502994012,AZ@79203@4280,040060002002,SY16-17,,,0.89,,Public,,,,Cafeteria,,
Bradley Academy of Excellence,81097,81098,"Bradley Academy of Excellence, Inc.",,Maricopa,,85338,,,,Charter School,N,,,,,,,,,,,,,83855,6409,3538,,69992,5157,2078,,167,167,167,,Cafeteria BIC,,,,,,,AZ,90264,540.502994012,75149,449.994011976,AZ@81098@81097,040060903117,SY16-17,,,0.9,,Charter,,,,Other,,
Desert Heights Charter School,81099,78950,Desert Heights Charter Schools,,Maricopa,,85306,,,,Charter School,,,,,,,,,,,,,,15126,2420,8291,,,,,,167,167,167,,,,,,,,,AZ,17546,105.065868263,,,AZ@78950@81099,040061002056,SY16-17,,,0.28,,Charter,,,,,,
Desert Heights Preparatory Academy,81099,92249,Desert Heights Charter Schools,,Maricopa,,85308,,,,Charter School,,,,,,,,,,,,,,9887,2515,4228,,,,,,167,167,167,,,,,,,,,AZ,12402,74.263473054,,,AZ@92249@81099,040061003363,SY16-17,,,0.22,,Charter,,,,,,
Adventure School,81123,87415,"Educational Impact, Inc.",,Pima,,85712,,,,Charter School,,,,,,,,,,,,,,6901,517,1859,,,,,,167,167,167,,,,,,,,,AZ,7418,44.419161677,,,AZ@87415@81123,040061302553,SY16-17,,,0.77,,Charter,,,,,,
Academy Adventures Primary School,81123,81124,"Educational Impact, Inc.",,Pima,,85705,,,,Charter School,,,,,,,,,,,,,,8959,455,466,,,,,,167,167,167,,,,,,,,,AZ,9414,56.371257485,,,AZ@81124@81123,040061303135,SY16-17,,,0.92,,Charter,,,,,,
Phoenix College Preparatory Academy,81174,81175,MCCCD on behalf of Phoenix College Preparatory Academy,,Maricopa,,85013,,,,Charter School,N,,,,,,,,,,,,,15116,0,132,,5641,0,81,,167,167,167,,Cafeteria,,,,,,,AZ,15116,90.514970060,5641,33.778443114,AZ@81175@81174,040061403158,SY16-17,,,0.87,,Charter,,,,Cafeteria,,
South Pointe High School,80989,80990,American Charter Schools Foundation d.b.a. South Pointe High School,,Maricopa,,85042,,,,Charter School,N,,Y,N,,,,,,,,,,29135,1247,1407,,8971,414,311,,167,167,167,,Cafeteria,,,,,,,AZ,30382,181.928143713,9385,56.197604790,AZ@80990@80989,040061803095,SY16-17,,,0.9,,Charter,,,,Cafeteria,,
Alta Vista High School,80995,80996,American Charter Schools Foundation d.b.a. Alta Vista High School,,Pima,,85706,,,,Charter School,N,,Y,N,,,,,,,,,,64164,3862,324,,26857,793,47,,167,167,167,,Cafeteria,,,,,,,AZ,68026,407.341317365,27650,165.568862275,AZ@80996@80995,040061903097,SY16-17,,,0.84,,Charter,,,,Cafeteria,,
Berean Academy,81027,81028,Cochise Community Development Corporation,,Cochise,,85635,,,,Charter School,N,,,,,,,,,,,,,24709,4237,8930,,7862,895,1552,,167,167,167,,Cafeteria,,,,,,,AZ,28946,173.329341317,8757,52.437125749,AZ@81028@81027,040063203105,SY16-17,,,0.6,,Charter,,,,Cafeteria,,
Heritage Elementary - Williams,81076,89624,Heritage Elementary School,,Coconino,,86046,,,,Charter School,N,,,,,,,,,,,,,7088,1222,1154,,7344,1881,2393,,167,167,167,,BIC,,,,,,,AZ,8310,49.760479042,9225,55.239520958,AZ@89624@81076,040064902846,SY16-17,,,0.82,,Charter,,,,BIC,,
Heritage Elementary School,81076,81077,Heritage Elementary School,,Maricopa,,85307,,,,Charter School,N,,,,,,,,,,,,,79218,15135,20085,,93207,19003,40489,,167,167,167,,Cafeteria BIC,,,,,,,AZ,94353,564.988023952,112210,671.916167665,AZ@81077@81076,040064903114,SY16-17,,,0.74,,Charter,,,,Other,,
Integrity Education Centre,5174,10811,Integrity Education Incorporated,,Maricopa,,85281,,,,Charter School,N,,,,,,,,,,,,,3667,185,1023,,1960,0,692,,167,167,167,,Cafeteria GNG,,,,,,,AZ,3852,23.065868263,1960,11.736526946,AZ@10811@5174,040065001846,SY16-17,,,0.72,,Charter,,,,Other,,
Amphitheater Middle School,4406,5805,Amphitheater Unified District,,Pima,,85705,,,,Regular School,N,,,,,,,,,,,,,74677,2253,2483,,94850,3699,6719,,167,167,167,,BIC,,,,,,,AZ,76930,460.658682635,98549,590.113772455,AZ@5805@4406,040068000020,SY16-17,,,0.92,,Public,,,,BIC,,
Coronado K-8 School,4406,5799,Amphitheater Unified District,,Pima,,85737,,,,Regular School,N,,,,,,,,,,,,,44586,6213,20585,,13733,1693,2471,,167,167,167,,GNG,,,,,,,AZ,50799,304.185628743,15426,92.371257485,AZ@5799@4406,040068000021,SY16-17,,,0.45,,Public,,,,GNG,,
Marion Donaldson Elementary School,4406,5792,Amphitheater Unified District,,Pima,,85704,,,,Regular School,N,,,,,,,,,,,,,22481,3653,7837,,7288,619,1395,,167,167,167,,Cafeteria,,,,,,,AZ,26134,156.491017964,7907,47.347305389,AZ@5792@4406,040068000022,SY16-17,,,0.6,,Public,,,,Cafeteria,,
E C Nash School,4406,5796,Amphitheater Unified District,,Pima,,85705,,,,Regular School,N,,,,,,,,,,,,,64620,936,1081,,61816,1034,1931,,167,167,167,,BIC,,,,,,,AZ,65556,392.550898204,62850,376.347305389,AZ@5796@4406,040068000023,SY16-17,,,0.97,,Public,,,,BIC,,
Frances Owen Holaway Elementary School,4406,5794,Amphitheater Unified District,,Pima,,85719,,,,Regular School,N,,,,,,,,,,,,,47177,4630,3115,,49742,5127,6872,,167,167,167,,BIC,,,,,,,AZ,51807,310.221556886,54869,328.556886228,AZ@5794@4406,040068000025,SY16-17,,,0.86,,Public,,,,BIC,,
Helen Keeling Elementary School,4406,5795,Amphitheater Unified District,,Pima,,85705,,,,Regular School,N,,,,,,,,,,,,,67136,2567,1614,,62839,2752,2802,,167,167,167,,BIC,,,,,,,AZ,69703,417.383233533,65591,392.760479042,AZ@5795@4406,040068000026,SY16-17,,,0.95,,Public,,,,BIC,,
L M Prince School,4406,5797,Amphitheater Unified District,,Pima,,85705,,,,Regular School,N,,,,,,,,,,,,,93126,3077,3369,,98365,3800,7294,,167,167,167,,BIC,,,,,,,AZ,96203,576.065868263,102165,611.766467066,AZ@5797@4406,040068000027,SY16-17,,,0.94,,Public,,,,BIC,,
Lawrence W Cross Middle School,4406,5806,Amphitheater Unified District,,Pima,,85704,,,,Regular School,N,,,,,,,,,,,,,16790,2938,15844,,3990,664,1293,,167,167,167,,GNG,,,,,,,AZ,19728,118.131736527,4654,27.868263473,AZ@5806@4406,040068000028,SY16-17,,,0.31,,Public,,,,GNG,,
Lulu Walker School,4406,5798,Amphitheater Unified District,,Pima,,85704,,,,Regular School,N,,,,,,,,,,,,,37612,6403,12633,,11514,1013,1471,,167,167,167,,Cafeteria,,,,,,,AZ,44015,263.562874251,12527,75.011976048,AZ@5798@4406,040068000029,SY16-17,,,0.62,,Public,,,,Cafeteria,,
Rillito Center,4406,5803,Amphitheater Unified District,,Pima,,85705,,,,Regular School,N,,,,,,,,,,,,,4998,846,1931,,5175,827,1832,,167,167,167,,BIC,,,,,,,AZ,5844,34.994011976,6002,35.940119760,AZ@5803@4406,040068000030,SY16-17,,,0.62,,Public,,,,BIC,,
Winifred Harelson Elementary School,4406,5793,Amphitheater Unified District,,Pima,,85704,,,,Regular School,N,,,,,,,,,,,,,10732,1530,20056,,1861,144,1430,,167,167,167,,Cafeteria,,,,,,,AZ,12262,73.425149701,2005,12.005988024,AZ@5793@4406,040068000031,SY16-17,,,0.21,,Public,,,,Cafeteria,,
Amphitheater High School,4406,6055,Amphitheater Unified District,,Pima,,85705,,,,Regular School,N,,,,,,,,,,,,,78943,3956,4198,,91553,7978,21055,,167,167,167,,BIC,,,,,,,AZ,82899,496.401197605,99531,595.994011976,AZ@6055@4406,040068000032,SY16-17,,,0.78,,Public,,,,BIC,,
Canyon Del Oro High School,4406,5808,Amphitheater Unified District,,Pima,,85737,,,,Regular School,N,,,,,,,,,,,,,28803,6785,31444,,9481,1066,2055,,167,167,167,,Cafeteria,,,,,,,AZ,35588,213.101796407,10547,63.155688623,AZ@5808@4406,040068000033,SY16-17,,,0.25,,Public,,,,Cafeteria,,
Richard B Wilson Jr School,4406,5807,Amphitheater Unified District,,Pima,,85742,,,,Regular School,N,,,,,,,,,,,,,21022,4062,49618,,5846,155,2209,,167,167,167,,Cafeteria,,,,,,,AZ,25084,150.203592814,6001,35.934131737,AZ@5807@4406,040068001001,SY16-17,,,0.16,,Public,,,,Cafeteria,,
Mesa Verde Elementary School,4406,5800,Amphitheater Unified District,,Pima,,85704,,,,Regular School,N,,,,,,,,,,,,,17559,5485,16197,,3489,805,1423,,167,167,167,,Cafeteria,,,,,,,AZ,23044,137.988023952,4294,25.712574850,AZ@5800@4406,040068001031,SY16-17,,,0.44,,Public,,,,Cafeteria,,
Rio Vista Elementary School,4406,5801,Amphitheater Unified District,,Pima,,85719,,,,Regular School,N,,,,,,,,,,,,,60125,2476,4354,,63600,3112,8337,,167,167,167,,BIC,,,,,,,AZ,62601,374.856287425,66712,399.473053892,AZ@5801@4406,040068001286,SY16-17,,,0.88,,Public,,,,BIC,,
Copper Creek Elementary School,4406,5802,Amphitheater Unified District,,Pima,,85737,,,,Regular School,N,,,,,,,,,,,,,9772,1389,21819,,2537,60,789,,167,167,167,,Cafeteria,,,,,,,AZ,11161,66.832335329,2597,15.550898204,AZ@5802@4406,040068001394,SY16-17,,,0.19,,Public,,,,Cafeteria,,
La Cima Middle School,4406,5804,Amphitheater Unified District,,Pima,,85704,,,,Regular School,N,,,,,,,,,,,,,45736,4374,4452,,54779,6136,11970,,167,167,167,,BIC,,,,,,,AZ,50110,300.059880240,60915,364.760479042,AZ@5804@4406,040068001525,SY16-17,,,0.83,,Public,,,,BIC,,
Painted Sky Elementary School,4406,79282,Amphitheater Unified District,,Pima,,85737,,,,Regular School,N,,,,,,,,,,,,,8497,2242,29131,,2082,524,2214,,167,167,167,,Cafeteria,,,,,,,AZ,10739,64.305389222,2606,15.604790419,AZ@79282@4406,040068002066,SY16-17,,,0.14,,Public,,,,Cafeteria,,
Ironwood Ridge High School,4406,79378,Amphitheater Unified District,,Pima,,85742,,,,Regular School,N,,,,,,,,,,,,,18825,3142,36283,,2904,155,291,,167,167,167,,Cafeteria,,,,,,,AZ,21967,131.538922156,3059,18.317365269,AZ@79378@4406,040068002198,SY16-17,,,0.15,,Public,,,,Cafeteria,,
Antelope Union High School,4506,6188,Antelope Union High School District,,Yuma,,85356,,,,Regular School,N,,,,,,,,,,,,,22631,4308,3725,,9749,1031,536,,167,167,167,,Cafeteria,,,,,,,AZ,26939,161.311377246,10780,64.550898204,AZ@6188@4506,040072000034,SY16-17,,,0.86,,Public,,,,Cafeteria,,
AUHS Online Acadamy,4506,92739,Antelope Union High School District,,Yuma,,85356,,,,Regular School,,,,,,,,,,,,,,230,9,40,,,,,,167,167,167,,Cafeteria,,,,,,,AZ,239,1.431137725,,,AZ@92739@4506,040072003466,SY16-17,,,0.34,,Public,,,,Cafeteria,,
Sage Academy,89414,89415,"Sage Academy, Inc.",,Maricopa,,85022,,,,Charter School,Y,,N,N,,,,,,,,,,14484,0,8145,,15421,0,8674,,167,167,167,,BIC,,,,,,,AZ,14484,86.730538922,15421,92.341317365,AZ@89415@89414,040074802870,SY16-17,,,0.62,,Charter,,,,BIC,,
Concordia Charter School,89556,89557,"Concordia Charter School, Inc.",,Maricopa,,85201,,,,Charter School,N,,,,,,,,,,,,,17779,936,465,,11408,561,260,,167,167,167,,Cafeteria,,,,,,,AZ,18715,112.065868263,11969,71.670658683,AZ@89557@89556,040075102781,SY16-17,,,0.98,,Charter,,,,Cafeteria,,
Imagine Desert West Middle,89563,89564,"Imagine Desert West Middle, Inc.",,Maricopa,,85035,,,,Charter School,N,,Y,N,,,,,,,,,,37332,3180,3002,,17050,947,1184,,167,167,167,,Cafeteria,,,,,,,AZ,40512,242.586826347,17997,107.766467066,AZ@89564@89563,040075402819,SY16-17,,,0.92,,Charter,,,,Cafeteria,,
Imagine Camelback Middle,89561,89562,"Imagine Camelback Middle, Inc.",,Maricopa,,85015,,,,Charter School,N,,Y,N,,,,,,,,,,22496,570,3094,,20391,553,2822,,167,167,167,,BIC,,,,,,,AZ,23066,138.119760479,20944,125.413173653,AZ@89562@89561,040075602813,SY16-17,,,0.87,,Charter,,,,BIC,,
EAGLE College Prep,89850,89851,"EAGLE South Mountain Charter, Inc.",,Maricopa,,85041,,,,Charter School,N,,,,,,,,,,,,,32062,13483,19594,,11372,3441,2459,,167,167,167,,Cafeteria,,,,,,,AZ,45545,272.724550898,14813,88.700598802,AZ@89851@89850,040076302915,SY16-17,,,0.43,,Charter,,,,Cafeteria,,
ASU Preparatory Academy- Phoenix Elementary,89949,90271,ASU Preparatory Academy,,Maricopa,,85006,,,,Charter School,N,,,,,,,,,,,,,29220,5848,10418,,12211,1731,1868,,167,167,167,,Cafeteria,,,,,,,AZ,35068,209.988023952,13942,83.485029940,AZ@90271@89949,040076403051,SY16-17,,,0.65,,Charter,,,,Cafeteria,,
Imagine Coolidge Elementary,89786,89787,"Imagine Coolidge Elementary, Inc.",,Pinal,,85228,,,,Charter School,N,,,,,,,,,,,,,69961,6560,6754,,30785,1683,1697,,167,167,167,,Cafeteria,,,,,,,AZ,76521,458.209580838,32468,194.419161677,AZ@89787@89786,040076602901,SY16-17,,,0.82,,Charter,,,,Cafeteria,,
Pima Partnership Academy,89864,89865,Pima Prevention Partnership dba Pima Partnership Academy,,Pima,,85705,,,,Charter School,N,,Y,N,,,,,,,,,,9926,1179,1163,,4834,432,585,,167,167,167,,Cafeteria,,,,,,,AZ,11105,66.497005988,5266,31.532934132,AZ@89865@89864,040076802913,SY16-17,,,0.92,,Charter,,,,Cafeteria,,
Imagine Prep Coolidge,90034,90035,"Imagine Prep Coolidge, Inc.",,Pinal,,85228,,,,Charter School,N,,,,,,,,,,,,,37572,3217,8535,,11124,893,1898,,167,167,167,,Cafeteria,,,,,,,AZ,40789,244.245508982,12017,71.958083832,AZ@90035@90034,040076902956,SY16-17,,,0.6,,Charter,,,,Cafeteria,,
Imagine Prep Surprise,89790,89791,"Imagine Prep Surprise, Inc.",,Maricopa,,85379,,,,Charter School,N,,,,,,,,,,,,,11683,2114,3413,,4815,448,560,,167,167,167,,Cafeteria,,,,,,,AZ,13797,82.616766467,5263,31.514970060,AZ@89791@89790,040077002903,SY16-17,,,0.32,,Charter,,,,Cafeteria,,
Sonoran Science Academy - Broadway,89915,89916,Sonoran Science Academy - Broadway,,Pima,,85710,,,,Charter School,,,,,,,,,,,,,,17818,3672,6494,,,,,,167,167,167,,,,,,,,,AZ,21490,128.682634731,,,AZ@89916@89915,040077402934,SY16-17,,,0.52,,Charter,,,,,,
