Unique ID,School Name,District ID,School ID,District Name,State-Physical,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data
KY@1008@10121,Adair County Elementary School,10121,1008,Adair County,,ADAIR COUNTY,COLUMBIA,42728-1813,870 INDIAN DR,,Primary,,Y,,N,,,5/1/2018,5,2018,747,,727,0,,10533,0,297,,6744,0,190,,,18,18,,,,,,,,,KY,10533,585.166666667,6744,374.666666667,210003002021,SY17-18,,727,0.972576177,Primary,,,,,,,
KY@1008@10121,Adair County Elementary School,10121,1008,Adair County,,ADAIR COUNTY,COLUMBIA,42728-1813,870 INDIAN DR,,Primary,,Y,,N,,,4/1/2018,4,2018,748,,728,0,,9519,0,268,,6068,0,171,,,16,16,,,,,,,,,KY,9519,594.9375,6068,379.25,210003002021,SY17-18,,728,0.972616736,Primary,,,,,,,
KY@1008@10121,Adair County Elementary School,10121,1008,Adair County,,ADAIR COUNTY,COLUMBIA,42728-1813,870 INDIAN DR,,Primary,,Y,,N,,,3/1/2018,3,2018,739,,719,0,,11133,0,314,,6943,0,196,,,19,19,,,,,,,,,KY,11133,585.947368421,6943,365.421052632,210003002021,SY17-18,,719,0.972569232,Primary,,,,,,,
KY@1008@10121,Adair County Elementary School,10121,1008,Adair County,,ADAIR COUNTY,COLUMBIA,42728-1813,870 INDIAN DR,,Primary,,Y,,N,,,2/1/2018,2,2018,740,,720,0,,11080,0,312,,7012,0,198,,,19,19,,,,,,,,,KY,11080,583.157894737,7012,369.052631579,210003002021,SY17-18,,720,0.972612360,Primary,,,,,,,
KY@1008@10121,Adair County Elementary School,10121,1008,Adair County,,ADAIR COUNTY,COLUMBIA,42728-1813,870 INDIAN DR,,Primary,,Y,,N,,,1/1/2018,1,2018,738,,718,0,,9377,0,264,,5766,0,162,,,16,16,,,,,,,,,KY,9377,586.0625,5766,360.375,210003002021,SY17-18,,718,0.972616948,Primary,,,,,,,
KY@1008@10121,Adair County Elementary School,10121,1008,Adair County,,ADAIR COUNTY,COLUMBIA,42728-1813,870 INDIAN DR,,Primary,,Y,,N,,,12/1/2017,12,2017,741,,721,0,,6494,0,183,,4060,0,114,,,11,11,,,,,,,,,KY,6494,590.363636364,4060,369.090909091,210003002021,SY17-18,,721,0.972592482,Primary,,,,,,,
KY@1008@10121,Adair County Elementary School,10121,1008,Adair County,,ADAIR COUNTY,COLUMBIA,42728-1813,870 INDIAN DR,,Primary,,Y,,N,,,11/1/2017,11,2017,747,,727,0,,10607,0,299,,7002,0,197,,,18,18,,,,,,,,,KY,10607,589.277777778,7002,389,210003002021,SY17-18,,727,0.972583899,Primary,,,,,,,
KY@1008@10121,Adair County Elementary School,10121,1008,Adair County,,ADAIR COUNTY,COLUMBIA,42728-1813,870 INDIAN DR,,Primary,,Y,,N,,,10/1/2017,10,2017,745,,725,0,,10215,0,288,,6335,0,178,,,17,17,,,,,,,,,KY,10215,600.882352941,6335,372.647058824,210003002021,SY17-18,,725,0.972579263,Primary,,,,,,,
KY@1008@10121,Adair County Elementary School,10121,1008,Adair County,,ADAIR COUNTY,COLUMBIA,42728-1813,870 INDIAN DR,,Primary,,Y,,N,,,9/1/2017,9,2017,736,,716,0,,11757,0,331,,7502,0,211,,,20,20,,,,,,,,,KY,11757,587.85,7502,375.1,210003002021,SY17-18,,716,0.972617472,Primary,,,,,,,
KY@1008@10121,Adair County Elementary School,10121,1008,Adair County,,ADAIR COUNTY,COLUMBIA,42728-1813,870 INDIAN DR,,Primary,,Y,,N,,,8/1/2017,8,2017,668,,650,0,,8747,0,246,,5543,0,156,,,16,16,,,,,,,,,KY,8747,546.6875,5543,346.4375,210003002021,SY17-18,,650,0.972645391,Primary,,,,,,,
KY@1007@10121,Adair County High School,10121,1007,Adair County,,ADAIR COUNTY,COLUMBIA,42728-1879,526 INDIAN DRIVE,,High,,Y,,N,,,5/1/2018,5,2018,809,,787,0,,9463,0,267,,4952,0,140,,,18,18,,,,,,,,,KY,9463,525.722222222,4952,275.111111111,210003000001,SY17-18,,787,0.972559096,High,,,,,,,
KY@1007@10121,Adair County High School,10121,1007,Adair County,,ADAIR COUNTY,COLUMBIA,42728-1879,526 INDIAN DRIVE,,High,,Y,,N,,,4/1/2018,4,2018,810,,788,0,,8589,0,242,,4316,0,122,,,16,16,,,,,,,,,KY,8589,536.8125,4316,269.75,210003000001,SY17-18,,788,0.972596535,High,,,,,,,
KY@1007@10121,Adair County High School,10121,1007,Adair County,,ADAIR COUNTY,COLUMBIA,42728-1879,526 INDIAN DRIVE,,High,,Y,,N,,,3/1/2018,3,2018,814,,792,0,,10063,0,284,,5240,0,148,,,19,19,,,,,,,,,KY,10063,529.631578947,5240,275.789473684,210003000001,SY17-18,,792,0.972552431,High,,,,,,,
KY@1007@10121,Adair County High School,10121,1007,Adair County,,ADAIR COUNTY,COLUMBIA,42728-1879,526 INDIAN DRIVE,,High,,Y,,N,,,2/1/2018,2,2018,814,,792,0,,10173,0,287,,5145,0,145,,,19,19,,,,,,,,,KY,10173,535.421052632,5145,270.789473684,210003000001,SY17-18,,792,0.972562141,High,,,,,,,
KY@1007@10121,Adair County High School,10121,1007,Adair County,,ADAIR COUNTY,COLUMBIA,42728-1879,526 INDIAN DRIVE,,High,,Y,,N,,,1/1/2018,1,2018,813,,791,0,,8722,0,246,,3991,0,112,,,16,16,,,,,,,,,KY,8722,545.125,3991,249.4375,210003000001,SY17-18,,791,0.972569135,High,,,,,,,
KY@1007@10121,Adair County High School,10121,1007,Adair County,,ADAIR COUNTY,COLUMBIA,42728-1879,526 INDIAN DRIVE,,High,,Y,,N,,,12/1/2017,12,2017,811,,789,0,,5928,0,167,,2850,0,80,,,11,11,,,,,,,,,KY,5928,538.909090909,2850,259.090909091,210003000001,SY17-18,,789,0.972600492,High,,,,,,,
KY@1007@10121,Adair County High School,10121,1007,Adair County,,ADAIR COUNTY,COLUMBIA,42728-1879,526 INDIAN DRIVE,,High,,Y,,N,,,11/1/2017,11,2017,812,,790,0,,10219,0,288,,4659,0,131,,,18,18,,,,,,,,,KY,10219,567.722222222,4659,258.833333333,210003000001,SY17-18,,790,0.972589702,High,,,,,,,
KY@1007@10121,Adair County High School,10121,1007,Adair County,,ADAIR COUNTY,COLUMBIA,42728-1879,526 INDIAN DRIVE,,High,,Y,,N,,,10/1/2017,10,2017,810,,788,0,,9787,0,276,,4144,0,117,,,17,17,,,,,,,,,KY,9787,575.705882353,4144,243.764705882,210003000001,SY17-18,,788,0.972572791,High,,,,,,,
KY@1007@10121,Adair County High School,10121,1007,Adair County,,ADAIR COUNTY,COLUMBIA,42728-1879,526 INDIAN DRIVE,,High,,Y,,N,,,9/1/2017,9,2017,815,,793,0,,11886,0,335,,4651,0,131,,,20,20,,,,,,,,,KY,11886,594.3,4651,232.55,210003000001,SY17-18,,793,0.972588168,High,,,,,,,
KY@1007@10121,Adair County High School,10121,1007,Adair County,,ADAIR COUNTY,COLUMBIA,42728-1879,526 INDIAN DRIVE,,High,,Y,,N,,,8/1/2017,8,2017,805,,783,0,,9458,0,266,,3063,0,86,,,16,16,,,,,,,,,KY,9458,591.125,3063,191.4375,210003000001,SY17-18,,783,0.972645002,High,,,,,,,
KY@1002@10121,Adair County Middle School,10121,1002,Adair County,,ADAIR COUNTY,COLUMBIA,42728,322 GENERAL JOHN ADAIR DR,,Middle,,Y,,N,,,5/1/2018,5,2018,577,,561,0,,8086,0,228,,3396,0,96,,,18,18,,,,,,,,,KY,8086,449.222222222,3396,188.666666667,210003001919,SY17-18,,561,0.972576377,Middle,,,,,,,
KY@1002@10121,Adair County Middle School,10121,1002,Adair County,,ADAIR COUNTY,COLUMBIA,42728,322 GENERAL JOHN ADAIR DR,,Middle,,Y,,N,,,4/1/2018,4,2018,578,,562,0,,8004,0,225,,3158,0,89,,,16,16,,,,,,,,,KY,8004,500.25,3158,197.375,210003001919,SY17-18,,562,0.972657674,Middle,,,,,,,
KY@1002@10121,Adair County Middle School,10121,1002,Adair County,,ADAIR COUNTY,COLUMBIA,42728,322 GENERAL JOHN ADAIR DR,,Middle,,Y,,N,,,3/1/2018,3,2018,576,,560,0,,9446,0,266,,3501,0,99,,,19,19,,,,,,,,,KY,9446,497.157894737,3501,184.263157895,210003001919,SY17-18,,560,0.972611203,Middle,,,,,,,
KY@1002@10121,Adair County Middle School,10121,1002,Adair County,,ADAIR COUNTY,COLUMBIA,42728,322 GENERAL JOHN ADAIR DR,,Middle,,Y,,N,,,2/1/2018,2,2018,576,,560,0,,9347,0,263,,3468,0,98,,,19,19,,,,,,,,,KY,9347,491.947368421,3468,182.526315789,210003001919,SY17-18,,560,0.972632674,Middle,,,,,,,
KY@1002@10121,Adair County Middle School,10121,1002,Adair County,,ADAIR COUNTY,COLUMBIA,42728,322 GENERAL JOHN ADAIR DR,,Middle,,Y,,N,,,1/1/2018,1,2018,575,,559,0,,7984,0,225,,2852,0,80,,,16,16,,,,,,,,,KY,7984,499,2852,178.25,210003001919,SY17-18,,559,0.972591059,Middle,,,,,,,
KY@1002@10121,Adair County Middle School,10121,1002,Adair County,,ADAIR COUNTY,COLUMBIA,42728,322 GENERAL JOHN ADAIR DR,,Middle,,Y,,N,,,12/1/2017,12,2017,574,,558,0,,5350,0,151,,2107,0,59,,,11,11,,,,,,,,,KY,5350,486.363636364,2107,191.545454545,210003001919,SY17-18,,558,0.972550445,Middle,,,,,,,
KY@1002@10121,Adair County Middle School,10121,1002,Adair County,,ADAIR COUNTY,COLUMBIA,42728,322 GENERAL JOHN ADAIR DR,,Middle,,Y,,N,,,11/1/2017,11,2017,577,,561,0,,8904,0,251,,3603,0,102,,,18,18,,,,,,,,,KY,8904,494.666666667,3603,200.166666667,210003001919,SY17-18,,561,0.972583288,Middle,,,,,,,
KY@1002@10121,Adair County Middle School,10121,1002,Adair County,,ADAIR COUNTY,COLUMBIA,42728,322 GENERAL JOHN ADAIR DR,,Middle,,Y,,N,,,10/1/2017,10,2017,574,,558,0,,8551,0,241,,3369,0,95,,,17,17,,,,,,,,,KY,8551,503,3369,198.176470588,210003001919,SY17-18,,558,0.972588717,Middle,,,,,,,
KY@1002@10121,Adair County Middle School,10121,1002,Adair County,,ADAIR COUNTY,COLUMBIA,42728,322 GENERAL JOHN ADAIR DR,,Middle,,Y,,N,,,9/1/2017,9,2017,573,,557,0,,10127,0,285,,3910,0,110,,,20,20,,,,,,,,,KY,10127,506.35,3910,195.5,210003001919,SY17-18,,557,0.972627737,Middle,,,,,,,
KY@1002@10121,Adair County Middle School,10121,1002,Adair County,,ADAIR COUNTY,COLUMBIA,42728,322 GENERAL JOHN ADAIR DR,,Middle,,Y,,N,,,8/1/2017,8,2017,571,,555,0,,7886,0,222,,2715,0,76,,,16,16,,,,,,,,,KY,7886,492.875,2715,169.6875,210003001919,SY17-18,,555,0.972619635,Middle,,,,,,,
KY@1009@10121,Adair County Primary Center,10121,1009,Adair County,,ADAIR COUNTY,Columbia,42728,158 Colonel Casey Drive,,Primary,,Y,,N,,,5/1/2018,5,2018,535,,520,0,,8227,0,232,,5131,0,145,,,18,18,,,,,,,,,KY,8227,457.055555556,5131,285.055555556,210003002345,SY17-18,,520,0.972573590,Primary,,,,,,,
KY@1009@10121,Adair County Primary Center,10121,1009,Adair County,,ADAIR COUNTY,Columbia,42728,158 Colonel Casey Drive,,Primary,,Y,,N,,,4/1/2018,4,2018,537,,522,0,,7538,0,212,,4681,0,132,,,16,16,,,,,,,,,KY,7538,471.125,4681,292.5625,210003002345,SY17-18,,522,0.972645161,Primary,,,,,,,
KY@1009@10121,Adair County Primary Center,10121,1009,Adair County,,ADAIR COUNTY,Columbia,42728,158 Colonel Casey Drive,,Primary,,Y,,N,,,3/1/2018,3,2018,537,,522,0,,9008,0,254,,5651,0,159,,,19,19,,,,,,,,,KY,9008,474.105263158,5651,297.421052632,210003002345,SY17-18,,522,0.972576117,Primary,,,,,,,
KY@1009@10121,Adair County Primary Center,10121,1009,Adair County,,ADAIR COUNTY,Columbia,42728,158 Colonel Casey Drive,,Primary,,Y,,N,,,2/1/2018,2,2018,542,,527,0,,8911,0,251,,5396,0,152,,,19,19,,,,,,,,,KY,8911,469,5396,284,210003002345,SY17-18,,527,0.972604235,Primary,,,,,,,
KY@1009@10121,Adair County Primary Center,10121,1009,Adair County,,ADAIR COUNTY,Columbia,42728,158 Colonel Casey Drive,,Primary,,Y,,N,,,1/1/2018,1,2018,538,,523,0,,7412,0,209,,4382,0,123,,,16,16,,,,,,,,,KY,7412,463.25,4382,273.875,210003002345,SY17-18,,523,0.972575777,Primary,,,,,,,
KY@1009@10121,Adair County Primary Center,10121,1009,Adair County,,ADAIR COUNTY,Columbia,42728,158 Colonel Casey Drive,,Primary,,Y,,N,,,12/1/2017,12,2017,530,,515,0,,5096,0,144,,3030,0,85,,,11,11,,,,,,,,,KY,5096,463.272727273,3030,275.454545455,210003002345,SY17-18,,515,0.972519084,Primary,,,,,,,
KY@1009@10121,Adair County Primary Center,10121,1009,Adair County,,ADAIR COUNTY,Columbia,42728,158 Colonel Casey Drive,,Primary,,Y,,N,,,11/1/2017,11,2017,540,,525,0,,8478,0,239,,5363,0,151,,,18,18,,,,,,,,,KY,8478,471,5363,297.944444444,210003002345,SY17-18,,525,0.972582310,Primary,,,,,,,
KY@1009@10121,Adair County Primary Center,10121,1009,Adair County,,ADAIR COUNTY,Columbia,42728,158 Colonel Casey Drive,,Primary,,Y,,N,,,10/1/2017,10,2017,542,,527,0,,8142,0,229,,5012,0,141,,,17,17,,,,,,,,,KY,8142,478.941176471,5012,294.823529412,210003002345,SY17-18,,527,0.972643651,Primary,,,,,,,
KY@1009@10121,Adair County Primary Center,10121,1009,Adair County,,ADAIR COUNTY,Columbia,42728,158 Colonel Casey Drive,,Primary,,Y,,N,,,9/1/2017,9,2017,547,,532,0,,9582,0,270,,6218,0,175,,,20,20,,,,,,,,,KY,9582,479.1,6218,310.9,210003002345,SY17-18,,532,0.972594397,Primary,,,,,,,
KY@1009@10121,Adair County Primary Center,10121,1009,Adair County,,ADAIR COUNTY,Columbia,42728,158 Colonel Casey Drive,,Primary,,Y,,N,,,8/1/2017,8,2017,544,,529,0,,7618,0,215,,4984,0,140,,,16,16,,,,,,,,,KY,7618,476.125,4984,311.5,210003002345,SY17-18,,529,0.972552023,Primary,,,,,,,
KY@1003@10001,Allen County Intermediate Center,10001,1003,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8818,720 OLIVER ST,,Primary,,Y,,N,,,5/1/2018,5,2018,722,,585,0,,9426,0,2203,,5201,0,1215,,,19,19,,,,,,,,,KY,9426,496.105263158,5201,273.736842105,210007000013,SY17-18,,585,0.810559807,Primary,,,,,,,
KY@1003@10001,Allen County Intermediate Center,10001,1003,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8818,720 OLIVER ST,,Primary,,Y,,N,,,4/1/2018,4,2018,724,,587,0,,7075,0,1653,,3451,0,806,,,15,15,,,,,,,,,KY,7075,471.666666667,3451,230.066666667,210007000013,SY17-18,,587,0.810609533,Primary,,,,,,,
KY@1003@10001,Allen County Intermediate Center,10001,1003,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8818,720 OLIVER ST,,Primary,,Y,,N,,,3/1/2018,3,2018,723,,586,0,,9967,0,2329,,4507,0,1053,,,20,20,,,,,,,,,KY,9967,498.35,4507,225.35,210007000013,SY17-18,,586,0.810588809,Primary,,,,,,,
KY@1003@10001,Allen County Intermediate Center,10001,1003,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8818,720 OLIVER ST,,Primary,,Y,,N,,,2/1/2018,2,2018,722,,585,0,,8642,0,2019,,3796,0,887,,,18,18,,,,,,,,,KY,8642,480.111111111,3796,210.888888889,210007000013,SY17-18,,585,0.810618141,Primary,,,,,,,
KY@1003@10001,Allen County Intermediate Center,10001,1003,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8818,720 OLIVER ST,,Primary,,Y,,N,,,1/1/2018,1,2018,728,,590,0,,7458,0,1742,,3139,0,733,,,15,15,,,,,,,,,KY,7458,497.2,3139,209.266666667,210007000013,SY17-18,,590,0.810652174,Primary,,,,,,,
KY@1003@10001,Allen County Intermediate Center,10001,1003,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8818,720 OLIVER ST,,Primary,,Y,,N,,,12/1/2017,12,2017,730,,592,0,,5721,0,1337,,2616,0,611,,,11,11,,,,,,,,,KY,5721,520.090909091,2616,237.818181818,210007000013,SY17-18,,592,0.810569566,Primary,,,,,,,
KY@1003@10001,Allen County Intermediate Center,10001,1003,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8818,720 OLIVER ST,,Primary,,Y,,N,,,11/1/2017,11,2017,729,,591,0,,9260,0,2164,,4360,0,1019,,,18,18,,,,,,,,,KY,9260,514.444444444,4360,242.222222222,210007000013,SY17-18,,591,0.810574230,Primary,,,,,,,
KY@1003@10001,Allen County Intermediate Center,10001,1003,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8818,720 OLIVER ST,,Primary,,Y,,N,,,10/1/2017,10,2017,731,,593,0,,8260,0,1930,,3721,0,870,,,16,16,,,,,,,,,KY,8260,516.25,3721,232.5625,210007000013,SY17-18,,593,0.810598626,Primary,,,,,,,
KY@1003@10001,Allen County Intermediate Center,10001,1003,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8818,720 OLIVER ST,,Primary,,Y,,N,,,9/1/2017,9,2017,730,,592,0,,9281,0,2168,,4260,0,995,,,18,18,,,,,,,,,KY,9281,515.611111111,4260,236.666666667,210007000013,SY17-18,,592,0.810638484,Primary,,,,,,,
KY@1003@10001,Allen County Intermediate Center,10001,1003,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8818,720 OLIVER ST,,Primary,,Y,,N,,,8/1/2017,8,2017,722,,585,0,,7945,0,1856,,3560,0,832,,,16,16,,,,,,,,,KY,7945,496.5625,3560,222.5,210007000013,SY17-18,,585,0.810631568,Primary,,,,,,,
KY@1000@10001,Allen County Primary Center,10001,1000,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8877,721 NEW GALLATIN RD,,Primary,,Y,,N,,,5/1/2018,5,2018,1033,,1024,0,,15922,0,141,,16842,0,150,,,19,19,,,,,,,,,KY,15922,838,16842,886.421052632,210007000008,SY17-18,,1024,0.991222063,Primary,,,,,,,
KY@1000@10001,Allen County Primary Center,10001,1000,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8877,721 NEW GALLATIN RD,,Primary,,Y,,N,,,4/1/2018,4,2018,1030,,1021,0,,12851,0,114,,13661,0,121,,,15,15,,,,,,,,,KY,12851,856.733333333,13661,910.733333333,210007000008,SY17-18,,1021,0.991207096,Primary,,,,,,,
KY@1000@10001,Allen County Primary Center,10001,1000,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8877,721 NEW GALLATIN RD,,Primary,,Y,,N,,,3/1/2018,3,2018,1030,,1021,0,,16877,0,150,,17957,0,159,,,20,20,,,,,,,,,KY,16877,843.85,17957,897.85,210007000008,SY17-18,,1021,0.991190462,Primary,,,,,,,
KY@1000@10001,Allen County Primary Center,10001,1000,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8877,721 NEW GALLATIN RD,,Primary,,Y,,N,,,2/1/2018,2,2018,1027,,1018,0,,14805,0,131,,15787,0,140,,,18,18,,,,,,,,,KY,14805,822.5,15787,877.055555556,210007000008,SY17-18,,1018,0.991229245,Primary,,,,,,,
KY@1000@10001,Allen County Primary Center,10001,1000,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8877,721 NEW GALLATIN RD,,Primary,,Y,,N,,,1/1/2018,1,2018,1032,,1023,0,,12516,0,111,,13349,0,119,,,15,15,,,,,,,,,KY,12516,834.4,13349,889.933333333,210007000008,SY17-18,,1023,0.991209313,Primary,,,,,,,
KY@1000@10001,Allen County Primary Center,10001,1000,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8877,721 NEW GALLATIN RD,,Primary,,Y,,N,,,12/1/2017,12,2017,1044,,1035,0,,9292,0,82,,9966,0,88,,,11,11,,,,,,,,,KY,9292,844.727272727,9966,906,210007000008,SY17-18,,1035,0.991252400,Primary,,,,,,,
KY@1000@10001,Allen County Primary Center,10001,1000,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8877,721 NEW GALLATIN RD,,Primary,,Y,,N,,,11/1/2017,11,2017,1035,,1026,0,,15136,0,134,,16416,0,146,,,18,18,,,,,,,,,KY,15136,840.888888889,16416,912,210007000008,SY17-18,,1026,0.991224623,Primary,,,,,,,
KY@1000@10001,Allen County Primary Center,10001,1000,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8877,721 NEW GALLATIN RD,,Primary,,Y,,N,,,10/1/2017,10,2017,1045,,1036,0,,13653,0,121,,14766,0,131,,,16,16,,,,,,,,,KY,13653,853.3125,14766,922.875,210007000008,SY17-18,,1036,0.991215333,Primary,,,,,,,
KY@1000@10001,Allen County Primary Center,10001,1000,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8877,721 NEW GALLATIN RD,,Primary,,Y,,N,,,9/1/2017,9,2017,1041,,1032,0,,14976,0,133,,16622,0,148,,,18,18,,,,,,,,,KY,14976,832,16622,923.444444444,210007000008,SY17-18,,1032,0.991197300,Primary,,,,,,,
KY@1000@10001,Allen County Primary Center,10001,1000,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8877,721 NEW GALLATIN RD,,Primary,,Y,,N,,,8/1/2017,8,2017,1027,,1018,0,,12288,0,109,,14003,0,124,,,16,16,,,,,,,,,KY,12288,768,14003,875.1875,210007000008,SY17-18,,1018,0.991207550,Primary,,,,,,,
KY@1001@10001,Allen County-Scottsville High School,10001,1001,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-9647,1545 BOWLING GREEN RD,,High,,Y,,N,,,5/1/2018,5,2018,905,,734,0,,9194,0,2148,,4892,0,1143,,,19,19,,,,,,,,,KY,9194,483.894736842,4892,257.473684211,210007000010,SY17-18,,734,0.810615412,High,,,,,,,
KY@1001@10001,Allen County-Scottsville High School,10001,1001,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-9647,1545 BOWLING GREEN RD,,High,,Y,,N,,,4/1/2018,4,2018,909,,737,0,,7624,0,1781,,3657,0,854,,,15,15,,,,,,,,,KY,7624,508.266666667,3657,243.8,210007000010,SY17-18,,737,0.810632642,High,,,,,,,
KY@1001@10001,Allen County-Scottsville High School,10001,1001,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-9647,1545 BOWLING GREEN RD,,High,,Y,,N,,,3/1/2018,3,2018,913,,740,0,,10505,0,2454,,4802,0,1122,,,20,20,,,,,,,,,KY,10505,525.25,4802,240.1,210007000010,SY17-18,,740,0.810633537,High,,,,,,,
KY@1001@10001,Allen County-Scottsville High School,10001,1001,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-9647,1545 BOWLING GREEN RD,,High,,Y,,N,,,2/1/2018,2,2018,918,,744,0,,9506,0,2221,,3780,0,883,,,18,18,,,,,,,,,KY,9506,528.111111111,3780,210,210007000010,SY17-18,,744,0.810607999,High,,,,,,,
KY@1001@10001,Allen County-Scottsville High School,10001,1001,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-9647,1545 BOWLING GREEN RD,,High,,Y,,N,,,1/1/2018,1,2018,919,,745,0,,7910,0,1848,,2948,0,689,,,15,15,,,,,,,,,KY,7910,527.333333333,2948,196.533333333,210007000010,SY17-18,,745,0.810616930,High,,,,,,,
KY@1001@10001,Allen County-Scottsville High School,10001,1001,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-9647,1545 BOWLING GREEN RD,,High,,Y,,N,,,12/1/2017,12,2017,929,,753,0,,6024,0,1407,,2553,0,596,,,11,11,,,,,,,,,KY,6024,547.636363636,2553,232.090909091,210007000010,SY17-18,,753,0.810658054,High,,,,,,,
KY@1001@10001,Allen County-Scottsville High School,10001,1001,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-9647,1545 BOWLING GREEN RD,,High,,Y,,N,,,11/1/2017,11,2017,930,,754,0,,9662,0,2258,,4156,0,971,,,18,18,,,,,,,,,KY,9662,536.777777778,4156,230.888888889,210007000010,SY17-18,,754,0.810570470,High,,,,,,,
KY@1001@10001,Allen County-Scottsville High School,10001,1001,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-9647,1545 BOWLING GREEN RD,,High,,Y,,N,,,10/1/2017,10,2017,928,,752,0,,8814,0,2059,,3622,0,846,,,16,16,,,,,,,,,KY,8814,550.875,3622,226.375,210007000010,SY17-18,,752,0.810631840,High,,,,,,,
KY@1001@10001,Allen County-Scottsville High School,10001,1001,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-9647,1545 BOWLING GREEN RD,,High,,Y,,N,,,9/1/2017,9,2017,927,,751,0,,9783,0,2286,,3943,0,921,,,18,18,,,,,,,,,KY,9783,543.5,3943,219.055555556,210007000010,SY17-18,,751,0.810589113,High,,,,,,,
KY@1001@10001,Allen County-Scottsville High School,10001,1001,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-9647,1545 BOWLING GREEN RD,,High,,Y,,N,,,8/1/2017,8,2017,918,,744,0,,8626,0,2015,,3262,0,762,,,16,16,,,,,,,,,KY,8626,539.125,3262,203.875,210007000010,SY17-18,,744,0.810638098,High,,,,,,,
KY@1002@10001,James E Bazzell Middle School,10001,1002,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8836,201 NEW GALLATIN RD,,Middle,,Y,,N,,,5/1/2018,5,2018,425,,345,0,,5479,0,1280,,3347,0,782,,,19,19,,,,,,,,,KY,5479,288.368421053,3347,176.157894737,210007000009,SY17-18,,345,0.810622873,Middle,,,,,,,
KY@1002@10001,James E Bazzell Middle School,10001,1002,Allen County,,ALLEN COUNTY,SCOTTSVILLE,42164-8836,201 NEW GALLATIN RD,,Middle,,Y,,N,,,4/1/2018,4,2018,425,,345,0,,4259,0,995,,2175,0,508,,,15,15,,,,,,,,,KY,4259,283.933333333,2175,145,210007000009,SY17-18,,345,0.810620480,Middle,,,,,,,
