School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,ISP,NCES ID,State-Physical,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Paid,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,District ID,District Name,School ID,School Name,Claim Date,Enrollment-Free,Enrollment-Reduced,Enrollment-Total,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Street Address-Line 1,Street Address-Line 2,City,Zip Code,County
SY18-19,,530,0.716762033,Primary,,,,,,,,,210309000807,,Primary,,Y,,N,,,8,2018,,,,3123,0,1234,,,13,13,,,,,,,,,KY,4259,327.615384615,3123,240.230769231,KY@1018@10193,10193,Kenton County Board of Education,1018,Beechgrove Elementary School,8/1/2018,530,0,740,4259,0,1683,1029 BRISTOW RD,,INDEPENDENCE,41051-9608,KENTON COUNTY
SY18-19,,585,0.399863295,High,,,,,,,,,210309000811,,High,,N,,N,,,5,2019,,,,1676,139,245,,,19,19,,,,,,,,,KY,6831,359.526315789,1815,95.526315789,KY@1020@10193,10193,Kenton County Board of Education,1020,Dixie Heights High School,5/1/2019,527,58,1463,6132,699,6339,3010 DIXIE HWY,,Crestview Hills,41017-2334,KENTON COUNTY
SY18-19,,587,0.399863760,High,,,,,,,,,210309000811,,High,,N,,N,,,4,2019,,,,1460,101,245,,,16,16,,,,,,,,,KY,5907,369.1875,1561,97.5625,KY@1020@10193,10193,Kenton County Board of Education,1020,Dixie Heights High School,4/1/2019,529,58,1468,5283,624,5352,3010 DIXIE HWY,,Crestview Hills,41017-2334,KENTON COUNTY
SY18-19,,590,0.400543109,High,,,,,,,,,210309000811,,High,,N,,N,,,3,2019,,,,1626,104,241,,,19,19,,,,,,,,,KY,6879,362.052631579,1730,91.052631579,KY@1020@10193,10193,Kenton County Board of Education,1020,Dixie Heights High School,3/1/2019,531,59,1473,6154,725,6233,3010 DIXIE HWY,,Crestview Hills,41017-2334,KENTON COUNTY
SY18-19,,591,0.399594320,High,,,,,,,,,210309000811,,High,,N,,N,,,2,2019,,,,1496,72,218,,,18,18,,,,,,,,,KY,6676,370.888888889,1568,87.111111111,KY@1020@10193,10193,Kenton County Board of Education,1020,Dixie Heights High School,2/1/2019,531,60,1479,5976,700,5896,3010 DIXIE HWY,,Crestview Hills,41017-2334,KENTON COUNTY
SY18-19,,581,0.390719570,High,,,,,,,,,210309000811,,High,,N,,N,,,1,2019,,,,1310,82,194,,,16,16,,,,,,,,,KY,5901,368.8125,1392,87,KY@1020@10193,10193,Kenton County Board of Education,1020,Dixie Heights High School,1/1/2019,523,58,1487,5270,631,5170,3010 DIXIE HWY,,Crestview Hills,41017-2334,KENTON COUNTY
SY18-19,,572,0.385704653,High,,,,,,,,,210309000811,,High,,N,,N,,,12,2018,,,,1012,64,140,,,13,13,,,,,,,,,KY,4712,362.461538462,1076,82.769230769,KY@1020@10193,10193,Kenton County Board of Education,1020,Dixie Heights High School,12/1/2018,514,58,1483,4172,540,4367,3010 DIXIE HWY,,Crestview Hills,41017-2334,KENTON COUNTY
SY18-19,,572,0.383378016,High,,,,,,,,,210309000811,,High,,N,,N,,,11,2018,,,,1327,100,202,,,17,17,,,,,,,,,KY,6295,370.294117647,1427,83.941176471,KY@1020@10193,10193,Kenton County Board of Education,1020,Dixie Heights High School,11/1/2018,514,58,1492,5579,716,6015,3010 DIXIE HWY,,Crestview Hills,41017-2334,KENTON COUNTY
SY18-19,,568,0.377910845,High,,,,,,,,,210309000811,,High,,N,,N,,,10,2018,,,,1554,121,365,,,21,21,,,,,,,,,KY,7977,379.857142857,1675,79.761904762,KY@1020@10193,10193,Kenton County Board of Education,1020,Dixie Heights High School,10/1/2018,510,58,1503,7090,887,7500,3010 DIXIE HWY,,Crestview Hills,41017-2334,KENTON COUNTY
SY18-19,,650,0.409319899,High,,,,,,,,,210309000811,,High,,N,,N,,,9,2018,,,,1297,134,223,,,19,19,,,,,,,,,KY,7663,403.315789474,1431,75.315789474,KY@1020@10193,10193,Kenton County Board of Education,1020,Dixie Heights High School,9/1/2018,571,79,1588,6748,915,5910,3010 DIXIE HWY,,Crestview Hills,41017-2334,KENTON COUNTY
SY18-19,,654,0.419499679,High,,,,,,,,,210309000811,,High,,N,,N,,,8,2018,,,,662,40,83,,,13,13,,,,,,,,,KY,5104,392.615384615,702,54,KY@1020@10193,10193,Kenton County Board of Education,1020,Dixie Heights High School,8/1/2018,588,66,1559,4591,513,3962,3010 DIXIE HWY,,Crestview Hills,41017-2334,KENTON COUNTY
SY18-19,,365,0.720652491,Primary,,,,,,,,,210309000815,,Primary,,Y,,N,,,5,2019,,,,3281,0,1272,,,19,19,,,,,,,,,KY,4948,260.421052632,3281,172.684210526,KY@1002@10193,10193,Kenton County Board of Education,1002,Ft Wright Elementary School,5/1/2019,365,0,507,4948,0,1918,501 FARRELL DR,,Ft. Wright,41011-3775,KENTON COUNTY
SY18-19,,363,0.720593493,Primary,,,,,,,,,210309000815,,Primary,,Y,,N,,,4,2019,,,,2852,0,1106,,,16,16,,,,,,,,,KY,4031,251.9375,2852,178.25,KY@1002@10193,10193,Kenton County Board of Education,1002,Ft Wright Elementary School,4/1/2019,363,0,504,4031,0,1563,501 FARRELL DR,,Ft. Wright,41011-3775,KENTON COUNTY
SY18-19,,360,0.720538721,Primary,,,,,,,,,210309000815,,Primary,,Y,,N,,,3,2019,,,,3307,0,1282,,,19,19,,,,,,,,,KY,4922,259.052631579,3307,174.052631579,KY@1002@10193,10193,Kenton County Board of Education,1002,Ft Wright Elementary School,3/1/2019,360,0,500,4922,0,1909,501 FARRELL DR,,Ft. Wright,41011-3775,KENTON COUNTY
SY18-19,,368,0.720576953,Primary,,,,,,,,,210309000815,,Primary,,Y,,N,,,2,2019,,,,3190,0,1237,,,18,18,,,,,,,,,KY,4696,260.888888889,3190,177.222222222,KY@1002@10193,10193,Kenton County Board of Education,1002,Ft Wright Elementary School,2/1/2019,368,0,511,4696,0,1821,501 FARRELL DR,,Ft. Wright,41011-3775,KENTON COUNTY
SY18-19,,358,0.720628045,Primary,,,,,,,,,210309000815,,Primary,,Y,,N,,,1,2019,,,,2601,0,1009,,,16,16,,,,,,,,,KY,3993,249.5625,2601,162.5625,KY@1002@10193,10193,Kenton County Board of Education,1002,Ft Wright Elementary School,1/1/2019,358,0,497,3993,0,1548,501 FARRELL DR,,Ft. Wright,41011-3775,KENTON COUNTY
SY18-19,,357,0.720529801,Primary,,,,,,,,,210309000815,,Primary,,Y,,N,,,12,2018,,,,2138,0,829,,,13,13,,,,,,,,,KY,3264,251.076923077,2138,164.461538462,KY@1002@10193,10193,Kenton County Board of Education,1002,Ft Wright Elementary School,12/1/2018,357,0,496,3264,0,1266,501 FARRELL DR,,Ft. Wright,41011-3775,KENTON COUNTY
SY18-19,,360,0.720619746,Primary,,,,,,,,,210309000815,,Primary,,Y,,N,,,11,2018,,,,2958,0,1147,,,17,17,,,,,,,,,KY,4372,257.176470588,2958,174,KY@1002@10193,10193,Kenton County Board of Education,1002,Ft Wright Elementary School,11/1/2018,360,0,500,4372,0,1695,501 FARRELL DR,,Ft. Wright,41011-3775,KENTON COUNTY
SY18-19,,355,0.720558063,Primary,,,,,,,,,210309000815,,Primary,,Y,,N,,,10,2018,,,,3511,0,1362,,,21,21,,,,,,,,,KY,5268,250.857142857,3511,167.190476190,KY@1002@10193,10193,Kenton County Board of Education,1002,Ft Wright Elementary School,10/1/2018,355,0,492,5268,0,2043,501 FARRELL DR,,Ft. Wright,41011-3775,KENTON COUNTY
SY18-19,,380,0.720658683,Primary,,,,,,,,,210309000815,,Primary,,Y,,N,,,9,2018,,,,3270,0,1268,,,19,19,,,,,,,,,KY,4814,253.368421053,3270,172.105263158,KY@1002@10193,10193,Kenton County Board of Education,1002,Ft Wright Elementary School,9/1/2018,380,0,528,4814,0,1866,501 FARRELL DR,,Ft. Wright,41011-3775,KENTON COUNTY
SY18-19,,367,0.720643701,Primary,,,,,,,,,210309000815,,Primary,,Y,,N,,,8,2018,,,,1953,0,757,,,13,13,,,,,,,,,KY,2866,220.461538462,1953,150.230769231,KY@1002@10193,10193,Kenton County Board of Education,1002,Ft Wright Elementary School,8/1/2018,367,0,509,2866,0,1111,501 FARRELL DR,,Ft. Wright,41011-3775,KENTON COUNTY
SY18-19,,512,0.821037335,Primary,,,,,,,,,210309000809,,Primary,,Y,,N,,,5,2019,,,,5355,0,1167,,,19,19,,,,,,,,,KY,7345,386.578947368,5355,281.842105263,KY@1008@10193,10193,Kenton County Board of Education,1008,James A Caywood Elementary School,5/1/2019,512,0,624,7345,0,1601,3300 TURKEYFOOT RD,,EDGEWOOD,41017-2647,KENTON COUNTY
SY18-19,,515,0.820998954,Primary,,,,,,,,,210309000809,,Primary,,Y,,N,,,4,2019,,,,4525,0,986,,,16,16,,,,,,,,,KY,6279,392.4375,4525,282.8125,KY@1008@10193,10193,Kenton County Board of Education,1008,James A Caywood Elementary School,4/1/2019,515,0,627,6279,0,1369,3300 TURKEYFOOT RD,,EDGEWOOD,41017-2647,KENTON COUNTY
SY18-19,,516,0.821038556,Primary,,,,,,,,,210309000809,,Primary,,Y,,N,,,3,2019,,,,5424,0,1183,,,19,19,,,,,,,,,KY,7368,387.789473684,5424,285.473684211,KY@1008@10193,10193,Kenton County Board of Education,1008,James A Caywood Elementary School,3/1/2019,516,0,628,7368,0,1606,3300 TURKEYFOOT RD,,EDGEWOOD,41017-2647,KENTON COUNTY
SY18-19,,518,0.820995496,Primary,,,,,,,,,210309000809,,Primary,,Y,,N,,,2,2019,,,,4964,0,1082,,,18,18,,,,,,,,,KY,7109,394.944444444,4964,275.777777778,KY@1008@10193,10193,Kenton County Board of Education,1008,James A Caywood Elementary School,2/1/2019,518,0,631,7109,0,1550,3300 TURKEYFOOT RD,,EDGEWOOD,41017-2647,KENTON COUNTY
SY18-19,,518,0.821014782,Primary,,,,,,,,,210309000809,,Primary,,Y,,N,,,1,2019,,,,4508,0,983,,,16,16,,,,,,,,,KY,6165,385.3125,4508,281.75,KY@1008@10193,10193,Kenton County Board of Education,1008,James A Caywood Elementary School,1/1/2019,518,0,631,6165,0,1344,3300 TURKEYFOOT RD,,EDGEWOOD,41017-2647,KENTON COUNTY
SY18-19,,515,0.820975610,Primary,,,,,,,,,210309000809,,Primary,,Y,,N,,,12,2018,,,,3774,0,823,,,13,13,,,,,,,,,KY,5049,388.384615385,3774,290.307692308,KY@1008@10193,10193,Kenton County Board of Education,1008,James A Caywood Elementary School,12/1/2018,515,0,627,5049,0,1101,3300 TURKEYFOOT RD,,EDGEWOOD,41017-2647,KENTON COUNTY
SY18-19,,510,0.820976721,Primary,,,,,,,,,210309000809,,Primary,,Y,,N,,,11,2018,,,,4960,0,1082,,,17,17,,,,,,,,,KY,6489,381.705882353,4960,291.764705882,KY@1008@10193,10193,Kenton County Board of Education,1008,James A Caywood Elementary School,11/1/2018,510,0,621,6489,0,1415,3300 TURKEYFOOT RD,,EDGEWOOD,41017-2647,KENTON COUNTY
SY18-19,,516,0.821010474,Primary,,,,,,,,,210309000809,,Primary,,Y,,N,,,10,2018,,,,6425,0,1401,,,21,21,,,,,,,,,KY,7995,380.714285714,6425,305.952380952,KY@1008@10193,10193,Kenton County Board of Education,1008,James A Caywood Elementary School,10/1/2018,516,0,628,7995,0,1743,3300 TURKEYFOOT RD,,EDGEWOOD,41017-2647,KENTON COUNTY
SY18-19,,571,0.820989781,Primary,,,,,,,,,210309000809,,Primary,,Y,,N,,,9,2018,,,,5662,0,1234,,,19,19,,,,,,,,,KY,7150,376.315789474,5662,298,KY@1008@10193,10193,Kenton County Board of Education,1008,James A Caywood Elementary School,9/1/2018,571,0,696,7150,0,1559,3300 TURKEYFOOT RD,,EDGEWOOD,41017-2647,KENTON COUNTY
SY18-19,,521,0.821010249,Primary,,,,,,,,,210309000809,,Primary,,Y,,N,,,8,2018,,,,2902,0,633,,,13,13,,,,,,,,,KY,4486,345.076923077,2902,223.230769231,KY@1008@10193,10193,Kenton County Board of Education,1008,James A Caywood Elementary School,8/1/2018,521,0,634,4486,0,978,3300 TURKEYFOOT RD,,EDGEWOOD,41017-2647,KENTON COUNTY
SY18-19,,280,0.445151033,Primary,,,,,,,,,210309000813,,Primary,,N,,N,,,5,2019,,,,1872,132,509,,,19,19,,,,,,,,,KY,3911,205.842105263,2004,105.473684211,KY@1014@10193,10193,Kenton County Board of Education,1014,Kenton Elementary School,5/1/2019,251,29,629,3466,445,2538,11246 MADISON PIKE,,INDEPENDENCE,41051-7516,KENTON COUNTY
SY18-19,,279,0.442155309,Primary,,,,,,,,,210309000813,,Primary,,N,,N,,,4,2019,,,,1485,103,454,,,16,16,,,,,,,,,KY,3190,199.375,1588,99.25,KY@1014@10193,10193,Kenton County Board of Education,1014,Kenton Elementary School,4/1/2019,250,29,631,2826,364,2199,11246 MADISON PIKE,,INDEPENDENCE,41051-7516,KENTON COUNTY
SY18-19,,275,0.437898089,Primary,,,,,,,,,210309000813,,Primary,,N,,N,,,3,2019,,,,1742,128,536,,,19,19,,,,,,,,,KY,3591,189,1870,98.421052632,KY@1014@10193,10193,Kenton County Board of Education,1014,Kenton Elementary School,3/1/2019,246,29,628,3159,432,2608,11246 MADISON PIKE,,INDEPENDENCE,41051-7516,KENTON COUNTY
SY18-19,,272,0.434504792,Primary,,,,,,,,,210309000813,,Primary,,N,,N,,,2,2019,,,,1649,103,438,,,18,18,,,,,,,,,KY,3395,188.611111111,1752,97.333333333,KY@1014@10193,10193,Kenton County Board of Education,1014,Kenton Elementary School,2/1/2019,243,29,626,2982,413,2330,11246 MADISON PIKE,,INDEPENDENCE,41051-7516,KENTON COUNTY
SY18-19,,267,0.429260450,Primary,,,,,,,,,210309000813,,Primary,,N,,N,,,1,2019,,,,1412,90,397,,,16,16,,,,,,,,,KY,3017,188.5625,1502,93.875,KY@1014@10193,10193,Kenton County Board of Education,1014,Kenton Elementary School,1/1/2019,238,29,622,2681,336,2155,11246 MADISON PIKE,,INDEPENDENCE,41051-7516,KENTON COUNTY
SY18-19,,267,0.428571429,Primary,,,,,,,,,210309000813,,Primary,,N,,N,,,12,2018,,,,1118,101,390,,,13,13,,,,,,,,,KY,2513,193.307692308,1219,93.769230769,KY@1014@10193,10193,Kenton County Board of Education,1014,Kenton Elementary School,12/1/2018,238,29,623,2199,314,1876,11246 MADISON PIKE,,INDEPENDENCE,41051-7516,KENTON COUNTY
SY18-19,,265,0.424,Primary,,,,,,,,,210309000813,,Primary,,N,,N,,,11,2018,,,,1455,103,567,,,17,17,,,,,,,,,KY,3173,186.647058824,1558,91.647058824,KY@1014@10193,10193,Kenton County Board of Education,1014,Kenton Elementary School,11/1/2018,237,28,625,2793,380,2496,11246 MADISON PIKE,,INDEPENDENCE,41051-7516,KENTON COUNTY
SY18-19,,259,0.407874016,Primary,,,,,,,,,210309000813,,Primary,,N,,N,,,10,2018,,,,1784,144,632,,,21,21,,,,,,,,,KY,3650,173.809523810,1928,91.809523810,KY@1014@10193,10193,Kenton County Board of Education,1014,Kenton Elementary School,10/1/2018,230,29,635,3213,437,2853,11246 MADISON PIKE,,INDEPENDENCE,41051-7516,KENTON COUNTY
SY18-19,,262,0.408099688,Primary,,,,,,,,,210309000813,,Primary,,N,,N,,,9,2018,,,,1695,105,616,,,19,19,,,,,,,,,KY,3178,167.263157895,1800,94.736842105,KY@1014@10193,10193,Kenton County Board of Education,1014,Kenton Elementary School,9/1/2018,232,30,642,2803,375,2342,11246 MADISON PIKE,,INDEPENDENCE,41051-7516,KENTON COUNTY
SY18-19,,241,0.378335950,Primary,,,,,,,,,210309000813,,Primary,,N,,N,,,8,2018,,,,805,68,332,,,13,13,,,,,,,,,KY,1956,150.461538462,873,67.153846154,KY@1014@10193,10193,Kenton County Board of Education,1014,Kenton Elementary School,8/1/2018,212,29,637,1695,261,1375,11246 MADISON PIKE,,INDEPENDENCE,41051-7516,KENTON COUNTY
SY18-19,,161,0.479166667,Primary,,,,,,,,,210309000816,,Primary,,N,,N,,,5,2019,,,,1780,182,806,,,19,19,,,,,,,,,KY,2762,145.368421053,1962,103.263157895,KY@1019@10193,10193,Kenton County Board of Education,1019,Piner Elementary School,5/1/2019,143,18,336,2492,270,1683,2845 PINER RIDGE RD,,MORNING VIEW,41063-9716,KENTON COUNTY
SY18-19,,161,0.479166667,Primary,,,,,,,,,210309000816,,Primary,,N,,N,,,4,2019,,,,1387,159,650,,,16,16,,,,,,,,,KY,2354,147.125,1546,96.625,KY@1019@10193,10193,Kenton County Board of Education,1019,Piner Elementary School,4/1/2019,143,18,336,2126,228,1477,2845 PINER RIDGE RD,,MORNING VIEW,41063-9716,KENTON COUNTY
SY18-19,,162,0.476470588,Primary,,,,,,,,,210309000816,,Primary,,N,,N,,,3,2019,,,,1764,174,789,,,19,19,,,,,,,,,KY,2710,142.631578947,1938,102,KY@1019@10193,10193,Kenton County Board of Education,1019,Piner Elementary School,3/1/2019,144,18,340,2446,264,1703,2845 PINER RIDGE RD,,MORNING VIEW,41063-9716,KENTON COUNTY
SY18-19,,159,0.466275660,Primary,,,,,,,,,210309000816,,Primary,,N,,N,,,2,2019,,,,1590,163,771,,,18,18,,,,,,,,,KY,2464,136.888888889,1753,97.388888889,KY@1019@10193,10193,Kenton County Board of Education,1019,Piner Elementary School,2/1/2019,142,17,341,2217,247,1574,2845 PINER RIDGE RD,,MORNING VIEW,41063-9716,KENTON COUNTY
SY18-19,,158,0.463343109,Primary,,,,,,,,,210309000816,,Primary,,N,,N,,,1,2019,,,,1401,139,687,,,16,16,,,,,,,,,KY,2142,133.875,1540,96.25,KY@1019@10193,10193,Kenton County Board of Education,1019,Piner Elementary School,1/1/2019,141,17,341,1955,187,1430,2845 PINER RIDGE RD,,MORNING VIEW,41063-9716,KENTON COUNTY
SY18-19,,158,0.463343109,Primary,,,,,,,,,210309000816,,Primary,,N,,N,,,12,2018,,,,1271,107,547,,,13,13,,,,,,,,,KY,1809,139.153846154,1378,106,KY@1019@10193,10193,Kenton County Board of Education,1019,Piner Elementary School,12/1/2018,142,16,341,1654,155,1246,2845 PINER RIDGE RD,,MORNING VIEW,41063-9716,KENTON COUNTY
SY18-19,,155,0.458579882,Primary,,,,,,,,,210309000816,,Primary,,N,,N,,,11,2018,,,,1490,103,729,,,17,17,,,,,,,,,KY,2265,133.235294118,1593,93.705882353,KY@1019@10193,10193,Kenton County Board of Education,1019,Piner Elementary School,11/1/2018,139,16,338,2097,168,1622,2845 PINER RIDGE RD,,MORNING VIEW,41063-9716,KENTON COUNTY
SY18-19,,152,0.449704142,Primary,,,,,,,,,210309000816,,Primary,,N,,N,,,10,2018,,,,1849,181,955,,,21,21,,,,,,,,,KY,2735,130.238095238,2030,96.666666667,KY@1019@10193,10193,Kenton County Board of Education,1019,Piner Elementary School,10/1/2018,136,16,338,2500,235,1916,2845 PINER RIDGE RD,,MORNING VIEW,41063-9716,KENTON COUNTY
SY18-19,,159,0.463556851,Primary,,,,,,,,,210309000816,,Primary,,N,,N,,,9,2018,,,,1685,147,709,,,19,19,,,,,,,,,KY,2494,131.263157895,1832,96.421052632,KY@1019@10193,10193,Kenton County Board of Education,1019,Piner Elementary School,9/1/2018,140,19,343,2246,248,1612,2845 PINER RIDGE RD,,MORNING VIEW,41063-9716,KENTON COUNTY
SY18-19,,156,0.462908012,Primary,,,,,,,,,210309000816,,Primary,,N,,N,,,8,2018,,,,1013,86,337,,,13,13,,,,,,,,,KY,1682,129.384615385,1099,84.538461538,KY@1019@10193,10193,Kenton County Board of Education,1019,Piner Elementary School,8/1/2018,138,18,337,1515,167,914,2845 PINER RIDGE RD,,MORNING VIEW,41063-9716,KENTON COUNTY
SY18-19,,124,0.203278689,Primary,,,,,,,,,210309000812,,Primary,,N,,N,,,5,2019,,,,467,70,480,,,19,19,,,,,,,,,KY,1383,72.789473684,537,28.263157895,KY@1021@10193,10193,Kenton County Board of Education,1021,R C Hinsdale Elementary School,5/1/2019,111,13,610,1221,162,3135,440 DUDLEY PIKE,,EDGEWOOD,41017-3305,KENTON COUNTY
SY18-19,,125,0.204248366,Primary,,,,,,,,,210309000812,,Primary,,N,,N,,,4,2019,,,,397,70,441,,,16,16,,,,,,,,,KY,1159,72.4375,467,29.1875,KY@1021@10193,10193,Kenton County Board of Education,1021,R C Hinsdale Elementary School,4/1/2019,112,13,612,1018,141,2758,440 DUDLEY PIKE,,EDGEWOOD,41017-3305,KENTON COUNTY
SY18-19,,124,0.201298701,Primary,,,,,,,,,210309000812,,Primary,,N,,N,,,3,2019,,,,508,80,492,,,19,19,,,,,,,,,KY,1359,71.526315789,588,30.947368421,KY@1021@10193,10193,Kenton County Board of Education,1021,R C Hinsdale Elementary School,3/1/2019,111,13,616,1207,152,3193,440 DUDLEY PIKE,,EDGEWOOD,41017-3305,KENTON COUNTY
SY18-19,,122,0.197411003,Primary,,,,,,,,,210309000812,,Primary,,N,,N,,,2,2019,,,,494,59,439,,,18,18,,,,,,,,,KY,1280,71.111111111,553,30.722222222,KY@1021@10193,10193,Kenton County Board of Education,1021,R C Hinsdale Elementary School,2/1/2019,109,13,618,1144,136,2849,440 DUDLEY PIKE,,EDGEWOOD,41017-3305,KENTON COUNTY
SY18-19,,122,0.197411003,Primary,,,,,,,,,210309000812,,Primary,,N,,N,,,1,2019,,,,427,76,347,,,16,16,,,,,,,,,KY,1088,68,503,31.4375,KY@1021@10193,10193,Kenton County Board of Education,1021,R C Hinsdale Elementary School,1/1/2019,108,14,618,958,130,2446,440 DUDLEY PIKE,,EDGEWOOD,41017-3305,KENTON COUNTY
SY18-19,,123,0.199351702,Primary,,,,,,,,,210309000812,,Primary,,N,,N,,,12,2018,,,,337,64,247,,,13,13,,,,,,,,,KY,875,67.307692308,401,30.846153846,KY@1021@10193,10193,Kenton County Board of Education,1021,R C Hinsdale Elementary School,12/1/2018,109,14,617,758,117,2128,440 DUDLEY PIKE,,EDGEWOOD,41017-3305,KENTON COUNTY
SY18-19,,122,0.199346405,Primary,,,,,,,,,210309000812,,Primary,,N,,N,,,11,2018,,,,420,80,362,,,17,17,,,,,,,,,KY,1270,74.705882353,500,29.411764706,KY@1021@10193,10193,Kenton County Board of Education,1021,R C Hinsdale Elementary School,11/1/2018,108,14,612,1097,173,2923,440 DUDLEY PIKE,,EDGEWOOD,41017-3305,KENTON COUNTY
SY18-19,,117,0.193388430,Primary,,,,,,,,,210309000812,,Primary,,N,,N,,,10,2018,,,,515,110,400,,,21,21,,,,,,,,,KY,1406,66.952380952,625,29.761904762,KY@1021@10193,10193,Kenton County Board of Education,1021,R C Hinsdale Elementary School,10/1/2018,103,14,605,1220,186,3239,440 DUDLEY PIKE,,EDGEWOOD,41017-3305,KENTON COUNTY
SY18-19,,135,0.217391304,Primary,,,,,,,,,210309000812,,Primary,,N,,N,,,9,2018,,,,443,104,289,,,19,19,,,,,,,,,KY,1283,67.526315789,547,28.789473684,KY@1021@10193,10193,Kenton County Board of Education,1021,R C Hinsdale Elementary School,9/1/2018,121,14,621,1130,153,2727,440 DUDLEY PIKE,,EDGEWOOD,41017-3305,KENTON COUNTY
SY18-19,,132,0.211538462,Primary,,,,,,,,,210309000812,,Primary,,N,,N,,,8,2018,,,,229,22,136,,,13,13,,,,,,,,,KY,769,59.153846154,251,19.307692308,KY@1021@10193,10193,Kenton County Board of Education,1021,R C Hinsdale Elementary School,8/1/2018,120,12,624,709,60,1526,440 DUDLEY PIKE,,EDGEWOOD,41017-3305,KENTON COUNTY
SY18-19,,724,0.716829323,Primary,,,,,,,,,210309001512,,Primary,,Y,,N,,,5,2019,,,,5701,0,2253,,,19,19,,,,,,,,,KY,9622,506.421052632,5701,300.052631579,KY@1015@10193,10193,Kenton County Board of Education,1015,River Ridge Elementary School,5/1/2019,724,0,1010,9622,0,3801,2772 AMSTERDAM RD,,VILLA HILLS,41017-4401,KENTON COUNTY
SY18-19,,720,0.716761973,Primary,,,,,,,,,210309001512,,Primary,,Y,,N,,,4,2019,,,,4573,0,1807,,,16,16,,,,,,,,,KY,8022,501.375,4573,285.8125,KY@1015@10193,10193,Kenton County Board of Education,1015,River Ridge Elementary School,4/1/2019,720,0,1004,8022,0,3170,2772 AMSTERDAM RD,,VILLA HILLS,41017-4401,KENTON COUNTY
SY18-19,,712,0.716823161,Primary,,,,,,,,,210309001512,,Primary,,Y,,N,,,3,2019,,,,5970,0,2358,,,19,19,,,,,,,,,KY,9161,482.157894737,5970,314.210526316,KY@1015@10193,10193,Kenton County Board of Education,1015,River Ridge Elementary School,3/1/2019,712,0,993,9161,0,3619,2772 AMSTERDAM RD,,VILLA HILLS,41017-4401,KENTON COUNTY
SY18-19,,715,0.716809022,Primary,,,,,,,,,210309001512,,Primary,,Y,,N,,,2,2019,,,,5771,0,2280,,,18,18,,,,,,,,,KY,8644,480.222222222,5771,320.611111111,KY@1015@10193,10193,Kenton County Board of Education,1015,River Ridge Elementary School,2/1/2019,715,0,997,8644,0,3415,2772 AMSTERDAM RD,,VILLA HILLS,41017-4401,KENTON COUNTY
SY18-19,,710,0.716793893,Primary,,,,,,,,,210309001512,,Primary,,Y,,N,,,1,2019,,,,5017,0,1982,,,16,16,,,,,,,,,KY,7512,469.5,5017,313.5625,KY@1015@10193,10193,Kenton County Board of Education,1015,River Ridge Elementary School,1/1/2019,710,0,991,7512,0,2968,2772 AMSTERDAM RD,,VILLA HILLS,41017-4401,KENTON COUNTY
SY18-19,,702,0.716810150,Primary,,,,,,,,,210309001512,,Primary,,Y,,N,,,12,2018,,,,3965,0,1566,,,13,13,,,,,,,,,KY,6328,486.769230769,3965,305,KY@1015@10193,10193,Kenton County Board of Education,1015,River Ridge Elementary School,12/1/2018,702,0,979,6328,0,2500,2772 AMSTERDAM RD,,VILLA HILLS,41017-4401,KENTON COUNTY
SY18-19,,710,0.716840139,Primary,,,,,,,,,210309001512,,Primary,,Y,,N,,,11,2018,,,,5340,0,2110,,,17,17,,,,,,,,,KY,8058,474,5340,314.117647059,KY@1015@10193,10193,Kenton County Board of Education,1015,River Ridge Elementary School,11/1/2018,710,0,990,8058,0,3183,2772 AMSTERDAM RD,,VILLA HILLS,41017-4401,KENTON COUNTY
SY18-19,,720,0.716802657,Primary,,,,,,,,,210309001512,,Primary,,Y,,N,,,10,2018,,,,7069,0,2793,,,21,21,,,,,,,,,KY,9927,472.714285714,7069,336.619047619,KY@1015@10193,10193,Kenton County Board of Education,1015,River Ridge Elementary School,10/1/2018,720,0,1004,9927,0,3922,2772 AMSTERDAM RD,,VILLA HILLS,41017-4401,KENTON COUNTY
