School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,ISP,NCES ID,State-Physical,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Paid,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,District ID,District Name,School ID,School Name,Claim Date,Enrollment-Free,Enrollment-Reduced,Enrollment-Total,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Street Address-Line 1,Street Address-Line 2,City,Zip Code,County
SY18-19,,607,0.972601279,Primary,,,,,,,,,210003002021,,Primary,,Y,,N,,,5,2019,,,,5844,0,165,,,17,17,,,,,,,,,KY,9123,536.647058824,5844,343.764705882,KY@1008@10121,10121,Adair County Board of Education,1008,Adair County Elementary School,5/1/2019,607,0,624,9123,0,257,870 INDIAN DR,,COLUMBIA,42728-1813,ADAIR COUNTY
SY18-19,,602,0.972610039,Primary,,,,,,,,,210003002021,,Primary,,Y,,N,,,4,2019,,,,5768,0,162,,,17,17,,,,,,,,,KY,9126,536.823529412,5768,339.294117647,KY@1008@10121,10121,Adair County Board of Education,1008,Adair County Elementary School,4/1/2019,602,0,619,9126,0,257,870 INDIAN DR,,COLUMBIA,42728-1813,ADAIR COUNTY
SY18-19,,599,0.972625649,Primary,,,,,,,,,210003002021,,Primary,,Y,,N,,,3,2019,,,,7071,0,199,,,21,21,,,,,,,,,KY,11050,526.190476190,7071,336.714285714,KY@1008@10121,10121,Adair County Board of Education,1008,Adair County Elementary School,3/1/2019,599,0,616,11050,0,311,870 INDIAN DR,,COLUMBIA,42728-1813,ADAIR COUNTY
SY18-19,,601,0.972595140,Primary,,,,,,,,,210003002021,,Primary,,Y,,N,,,2,2019,,,,5532,0,156,,,17,17,,,,,,,,,KY,8766,515.647058824,5532,325.411764706,KY@1008@10121,10121,Adair County Board of Education,1008,Adair County Elementary School,2/1/2019,601,0,618,8766,0,247,870 INDIAN DR,,COLUMBIA,42728-1813,ADAIR COUNTY
SY18-19,,605,0.972596483,Primary,,,,,,,,,210003002021,,Primary,,Y,,N,,,1,2019,,,,5331,0,150,,,16,16,,,,,,,,,KY,8518,532.375,5331,333.1875,KY@1008@10121,10121,Adair County Board of Education,1008,Adair County Elementary School,1/1/2019,605,0,622,8518,0,240,870 INDIAN DR,,COLUMBIA,42728-1813,ADAIR COUNTY
SY18-19,,596,0.972627737,Primary,,,,,,,,,210003002021,,Primary,,Y,,N,,,12,2018,,,,3994,0,113,,,12,12,,,,,,,,,KY,6396,533,3994,332.833333333,KY@1008@10121,10121,Adair County Board of Education,1008,Adair County Elementary School,12/1/2018,596,0,613,6396,0,180,870 INDIAN DR,,COLUMBIA,42728-1813,ADAIR COUNTY
SY18-19,,599,0.972592970,Primary,,,,,,,,,210003002021,,Primary,,Y,,N,,,11,2018,,,,6241,0,176,,,18,18,,,,,,,,,KY,9546,530.333333333,6241,346.722222222,KY@1008@10121,10121,Adair County Board of Education,1008,Adair County Elementary School,11/1/2018,599,0,616,9546,0,269,870 INDIAN DR,,COLUMBIA,42728-1813,ADAIR COUNTY
SY18-19,,598,0.972623497,Primary,,,,,,,,,210003002021,,Primary,,Y,,N,,,10,2018,,,,6177,0,174,,,18,18,,,,,,,,,KY,9628,534.888888889,6177,343.166666667,KY@1008@10121,10121,Adair County Board of Education,1008,Adair County Elementary School,10/1/2018,598,0,615,9628,0,271,870 INDIAN DR,,COLUMBIA,42728-1813,ADAIR COUNTY
SY18-19,,596,0.972601432,Primary,,,,,,,,,210003002021,,Primary,,Y,,N,,,9,2018,,,,6614,0,186,,,19,19,,,,,,,,,KY,10188,536.210526316,6614,348.105263158,KY@1008@10121,10121,Adair County Board of Education,1008,Adair County Elementary School,9/1/2018,596,0,613,10188,0,287,870 INDIAN DR,,COLUMBIA,42728-1813,ADAIR COUNTY
SY18-19,,602,0.972590914,Primary,,,,,,,,,210003002021,,Primary,,Y,,N,,,8,2018,,,,5811,0,164,,,17,17,,,,,,,,,KY,9013,530.176470588,5811,341.823529412,KY@1008@10121,10121,Adair County Board of Education,1008,Adair County Elementary School,8/1/2018,602,0,619,9013,0,254,870 INDIAN DR,,COLUMBIA,42728-1813,ADAIR COUNTY
SY18-19,,758,0.972558314,High,,,,,,,,,210003000001,,High,,Y,,N,,,5,2019,,,,4814,0,136,,,17,17,,,,,,,,,KY,7797,458.647058824,4814,283.176470588,KY@1007@10121,10121,Adair County Board of Education,1007,Adair County High School,5/1/2019,758,0,779,7797,0,220,526 INDIAN DRIVE,,COLUMBIA,42728-1879,ADAIR COUNTY
SY18-19,,760,0.972578557,High,,,,,,,,,210003000001,,High,,Y,,N,,,4,2019,,,,4904,0,138,,,17,17,,,,,,,,,KY,8264,486.117647059,4904,288.470588235,KY@1007@10121,10121,Adair County Board of Education,1007,Adair County High School,4/1/2019,760,0,781,8264,0,233,526 INDIAN DRIVE,,COLUMBIA,42728-1879,ADAIR COUNTY
SY18-19,,762,0.972575251,High,,,,,,,,,210003000001,,High,,Y,,N,,,3,2019,,,,6091,0,172,,,21,21,,,,,,,,,KY,10178,484.666666667,6091,290.047619048,KY@1007@10121,10121,Adair County Board of Education,1007,Adair County High School,3/1/2019,762,0,783,10178,0,287,526 INDIAN DRIVE,,COLUMBIA,42728-1879,ADAIR COUNTY
SY18-19,,760,0.972586553,High,,,,,,,,,210003000001,,High,,Y,,N,,,2,2019,,,,4895,0,138,,,17,17,,,,,,,,,KY,8231,484.176470588,4895,287.941176471,KY@1007@10121,10121,Adair County Board of Education,1007,Adair County High School,2/1/2019,760,0,781,8231,0,232,526 INDIAN DRIVE,,COLUMBIA,42728-1879,ADAIR COUNTY
SY18-19,,763,0.972546070,High,,,,,,,,,210003000001,,High,,Y,,N,,,1,2019,,,,4429,0,125,,,16,16,,,,,,,,,KY,7758,484.875,4429,276.8125,KY@1007@10121,10121,Adair County Board of Education,1007,Adair County High School,1/1/2019,763,0,784,7758,0,219,526 INDIAN DRIVE,,COLUMBIA,42728-1879,ADAIR COUNTY
SY18-19,,762,0.972630512,High,,,,,,,,,210003000001,,High,,Y,,N,,,12,2018,,,,3351,0,94,,,12,12,,,,,,,,,KY,5757,479.75,3351,279.25,KY@1007@10121,10121,Adair County Board of Education,1007,Adair County High School,12/1/2018,762,0,783,5757,0,162,526 INDIAN DRIVE,,COLUMBIA,42728-1879,ADAIR COUNTY
SY18-19,,762,0.972573388,High,,,,,,,,,210003000001,,High,,Y,,N,,,11,2018,,,,5332,0,150,,,18,18,,,,,,,,,KY,9078,504.333333333,5332,296.222222222,KY@1007@10121,10121,Adair County Board of Education,1007,Adair County High School,11/1/2018,762,0,783,9078,0,256,526 INDIAN DRIVE,,COLUMBIA,42728-1879,ADAIR COUNTY
SY18-19,,763,0.972601291,High,,,,,,,,,210003000001,,High,,Y,,N,,,10,2018,,,,5129,0,145,,,18,18,,,,,,,,,KY,9194,510.777777778,5129,284.944444444,KY@1007@10121,10121,Adair County Board of Education,1007,Adair County High School,10/1/2018,763,0,784,9194,0,259,526 INDIAN DRIVE,,COLUMBIA,42728-1879,ADAIR COUNTY
SY18-19,,765,0.972633424,High,,,,,,,,,210003000001,,High,,Y,,N,,,9,2018,,,,5336,0,150,,,19,19,,,,,,,,,KY,9987,525.631578947,5336,280.842105263,KY@1007@10121,10121,Adair County Board of Education,1007,Adair County High School,9/1/2018,765,0,787,9987,0,281,526 INDIAN DRIVE,,COLUMBIA,42728-1879,ADAIR COUNTY
SY18-19,,766,0.972620321,High,,,,,,,,,210003000001,,High,,Y,,N,,,8,2018,,,,4146,0,117,,,17,17,,,,,,,,,KY,9094,534.941176471,4146,243.882352941,KY@1007@10121,10121,Adair County Board of Education,1007,Adair County High School,8/1/2018,766,0,788,9094,0,256,526 INDIAN DRIVE,,COLUMBIA,42728-1879,ADAIR COUNTY
SY18-19,,591,0.972619444,Middle,,,,,,,,,210003001919,,Middle,,Y,,N,,,5,2019,,,,3134,0,88,,,17,17,,,,,,,,,KY,8774,516.117647059,3134,184.352941176,KY@1002@10121,10121,Adair County Board of Education,1002,Adair County Middle School,5/1/2019,591,0,608,8774,0,247,322 GENERAL JOHN ADAIR DR,,COLUMBIA,42728,ADAIR COUNTY
SY18-19,,591,0.972626176,Middle,,,,,,,,,210003001919,,Middle,,Y,,N,,,4,2019,,,,3287,0,93,,,17,17,,,,,,,,,KY,9096,535.058823529,3287,193.352941176,KY@1002@10121,10121,Adair County Board of Education,1002,Adair County Middle School,4/1/2019,591,0,608,9096,0,256,322 GENERAL JOHN ADAIR DR,,COLUMBIA,42728,ADAIR COUNTY
SY18-19,,586,0.972594123,Middle,,,,,,,,,210003001919,,Middle,,Y,,N,,,3,2019,,,,3954,0,111,,,21,21,,,,,,,,,KY,10824,515.428571429,3954,188.285714286,KY@1002@10121,10121,Adair County Board of Education,1002,Adair County Middle School,3/1/2019,586,0,603,10824,0,305,322 GENERAL JOHN ADAIR DR,,COLUMBIA,42728,ADAIR COUNTY
SY18-19,,585,0.972557265,Middle,,,,,,,,,210003001919,,Middle,,Y,,N,,,2,2019,,,,3184,0,90,,,17,17,,,,,,,,,KY,8789,517,3184,187.294117647,KY@1002@10121,10121,Adair County Board of Education,1002,Adair County Middle School,2/1/2019,585,0,601,8789,0,248,322 GENERAL JOHN ADAIR DR,,COLUMBIA,42728,ADAIR COUNTY
SY18-19,,586,0.972612278,Middle,,,,,,,,,210003001919,,Middle,,Y,,N,,,1,2019,,,,3141,0,89,,,16,16,,,,,,,,,KY,8381,523.8125,3141,196.3125,KY@1002@10121,10121,Adair County Board of Education,1002,Adair County Middle School,1/1/2019,586,0,602,8381,0,236,322 GENERAL JOHN ADAIR DR,,COLUMBIA,42728,ADAIR COUNTY
SY18-19,,583,0.972647702,Middle,,,,,,,,,210003001919,,Middle,,Y,,N,,,12,2018,,,,2400,0,68,,,12,12,,,,,,,,,KY,6223,518.583333333,2400,200,KY@1002@10121,10121,Adair County Board of Education,1002,Adair County Middle School,12/1/2018,583,0,599,6223,0,175,322 GENERAL JOHN ADAIR DR,,COLUMBIA,42728,ADAIR COUNTY
SY18-19,,583,0.972645922,Middle,,,,,,,,,210003001919,,Middle,,Y,,N,,,11,2018,,,,3591,0,101,,,18,18,,,,,,,,,KY,9565,531.388888889,3591,199.5,KY@1002@10121,10121,Adair County Board of Education,1002,Adair County Middle School,11/1/2018,583,0,599,9565,0,269,322 GENERAL JOHN ADAIR DR,,COLUMBIA,42728,ADAIR COUNTY
SY18-19,,581,0.972618193,Middle,,,,,,,,,210003001919,,Middle,,Y,,N,,,10,2018,,,,3472,0,98,,,18,18,,,,,,,,,KY,9484,526.888888889,3472,192.888888889,KY@1002@10121,10121,Adair County Board of Education,1002,Adair County Middle School,10/1/2018,581,0,597,9484,0,267,322 GENERAL JOHN ADAIR DR,,COLUMBIA,42728,ADAIR COUNTY
SY18-19,,583,0.972572630,Middle,,,,,,,,,210003001919,,Middle,,Y,,N,,,9,2018,,,,3640,0,103,,,19,19,,,,,,,,,KY,10177,535.631578947,3640,191.578947368,KY@1002@10121,10121,Adair County Board of Education,1002,Adair County Middle School,9/1/2018,583,0,599,10177,0,287,322 GENERAL JOHN ADAIR DR,,COLUMBIA,42728,ADAIR COUNTY
SY18-19,,587,0.972578084,Middle,,,,,,,,,210003001919,,Middle,,Y,,N,,,8,2018,,,,3369,0,95,,,17,17,,,,,,,,,KY,9186,540.352941176,3369,198.176470588,KY@1002@10121,10121,Adair County Board of Education,1002,Adair County Middle School,8/1/2018,587,0,604,9186,0,259,322 GENERAL JOHN ADAIR DR,,COLUMBIA,42728,ADAIR COUNTY
SY18-19,,612,0.972611306,Primary,,,,,,,,,210003002345,,Primary,,Y,,N,,,5,2019,,,,4831,0,136,,,17,17,,,,,,,,,KY,7777,457.470588235,4831,284.176470588,KY@1009@10121,10121,Adair County Board of Education,1009,Adair County Primary Center,5/1/2019,612,0,629,7777,0,219,158 Colonel Casey Drive,,Columbia,42728,ADAIR COUNTY
SY18-19,,610,0.972599612,Primary,,,,,,,,,210003002345,,Primary,,Y,,N,,,4,2019,,,,5151,0,145,,,17,17,,,,,,,,,KY,8519,501.117647059,5151,303,KY@1009@10121,10121,Adair County Board of Education,1009,Adair County Primary Center,4/1/2019,610,0,627,8519,0,240,158 Colonel Casey Drive,,Columbia,42728,ADAIR COUNTY
SY18-19,,622,0.972584356,Primary,,,,,,,,,210003002345,,Primary,,Y,,N,,,3,2019,,,,6186,0,174,,,21,21,,,,,,,,,KY,10146,483.142857143,6186,294.571428571,KY@1009@10121,10121,Adair County Board of Education,1009,Adair County Primary Center,3/1/2019,622,0,640,10146,0,286,158 Colonel Casey Drive,,Columbia,42728,ADAIR COUNTY
SY18-19,,618,0.972588480,Primary,,,,,,,,,210003002345,,Primary,,Y,,N,,,2,2019,,,,5120,0,144,,,17,17,,,,,,,,,KY,8409,494.647058824,5120,301.176470588,KY@1009@10121,10121,Adair County Board of Education,1009,Adair County Primary Center,2/1/2019,618,0,635,8409,0,237,158 Colonel Casey Drive,,Columbia,42728,ADAIR COUNTY
SY18-19,,619,0.972587719,Primary,,,,,,,,,210003002345,,Primary,,Y,,N,,,1,2019,,,,4923,0,139,,,16,16,,,,,,,,,KY,7983,498.9375,4923,307.6875,KY@1009@10121,10121,Adair County Board of Education,1009,Adair County Primary Center,1/1/2019,619,0,636,7983,0,225,158 Colonel Casey Drive,,Columbia,42728,ADAIR COUNTY
SY18-19,,608,0.972638866,Primary,,,,,,,,,210003002345,,Primary,,Y,,N,,,12,2018,,,,3712,0,105,,,12,12,,,,,,,,,KY,5901,491.75,3712,309.333333333,KY@1009@10121,10121,Adair County Board of Education,1009,Adair County Primary Center,12/1/2018,608,0,625,5901,0,166,158 Colonel Casey Drive,,Columbia,42728,ADAIR COUNTY
SY18-19,,612,0.972550721,Primary,,,,,,,,,210003002345,,Primary,,Y,,N,,,11,2018,,,,5734,0,162,,,18,18,,,,,,,,,KY,8964,498,5734,318.555555556,KY@1009@10121,10121,Adair County Board of Education,1009,Adair County Primary Center,11/1/2018,612,0,629,8964,0,253,158 Colonel Casey Drive,,Columbia,42728,ADAIR COUNTY
SY18-19,,610,0.972598289,Primary,,,,,,,,,210003002345,,Primary,,Y,,N,,,10,2018,,,,5552,0,156,,,18,18,,,,,,,,,KY,8980,498.888888889,5552,308.444444444,KY@1009@10121,10121,Adair County Board of Education,1009,Adair County Primary Center,10/1/2018,610,0,627,8980,0,253,158 Colonel Casey Drive,,Columbia,42728,ADAIR COUNTY
SY18-19,,605,0.972570700,Primary,,,,,,,,,210003002345,,Primary,,Y,,N,,,9,2018,,,,6130,0,173,,,19,19,,,,,,,,,KY,9148,481.473684211,6130,322.631578947,KY@1009@10121,10121,Adair County Board of Education,1009,Adair County Primary Center,9/1/2018,605,0,622,9148,0,258,158 Colonel Casey Drive,,Columbia,42728,ADAIR COUNTY
SY18-19,,548,0.972567666,Primary,,,,,,,,,210003002345,,Primary,,Y,,N,,,8,2018,,,,5337,0,150,,,17,17,,,,,,,,,KY,7977,469.235294118,5337,313.941176471,KY@1009@10121,10121,Adair County Board of Education,1009,Adair County Primary Center,8/1/2018,548,0,563,7977,0,225,158 Colonel Casey Drive,,Columbia,42728,ADAIR COUNTY
SY18-19,,582,0.822605812,Primary,,,,,,,,,210007000013,,Primary,,Y,,N,,,5,2019,,,,5057,0,1091,,,17,17,,,,,,,,,KY,8435,496.176470588,5057,297.470588235,KY@1003@10001,10001,Allen County Board of Education,1003,Allen County Intermediate Center,5/1/2019,582,0,707,8435,0,1819,720 OLIVER ST,,SCOTTSVILLE,42164-8818,ALLEN COUNTY
SY18-19,,582,0.822615220,Primary,,,,,,,,,210007000013,,Primary,,Y,,N,,,4,2019,,,,3703,0,799,,,16,16,,,,,,,,,KY,7675,479.6875,3703,231.4375,KY@1003@10001,10001,Allen County Board of Education,1003,Allen County Intermediate Center,4/1/2019,582,0,708,7675,0,1655,720 OLIVER ST,,SCOTTSVILLE,42164-8818,ALLEN COUNTY
SY18-19,,589,0.822585670,Primary,,,,,,,,,210007000013,,Primary,,Y,,N,,,3,2019,,,,5157,0,1112,,,21,21,,,,,,,,,KY,10562,502.952380952,5157,245.571428571,KY@1003@10001,10001,Allen County Board of Education,1003,Allen County Intermediate Center,3/1/2019,589,0,716,10562,0,2278,720 OLIVER ST,,SCOTTSVILLE,42164-8818,ALLEN COUNTY
SY18-19,,588,0.822560336,Primary,,,,,,,,,210007000013,,Primary,,Y,,N,,,2,2019,,,,3788,0,817,,,16,16,,,,,,,,,KY,7839,489.9375,3788,236.75,KY@1003@10001,10001,Allen County Board of Education,1003,Allen County Intermediate Center,2/1/2019,588,0,715,7839,0,1691,720 OLIVER ST,,SCOTTSVILLE,42164-8818,ALLEN COUNTY
SY18-19,,590,0.822634851,Primary,,,,,,,,,210007000013,,Primary,,Y,,N,,,1,2019,,,,4778,0,1030,,,20,20,,,,,,,,,KY,9791,489.55,4778,238.9,KY@1003@10001,10001,Allen County Board of Education,1003,Allen County Intermediate Center,1/1/2019,590,0,717,9791,0,2111,720 OLIVER ST,,SCOTTSVILLE,42164-8818,ALLEN COUNTY
SY18-19,,592,0.822627502,Primary,,,,,,,,,210007000013,,Primary,,Y,,N,,,12,2018,,,,2565,0,553,,,10,10,,,,,,,,,KY,5097,509.7,2565,256.5,KY@1003@10001,10001,Allen County Board of Education,1003,Allen County Intermediate Center,12/1/2018,592,0,720,5097,0,1099,720 OLIVER ST,,SCOTTSVILLE,42164-8818,ALLEN COUNTY
SY18-19,,591,0.822604243,Primary,,,,,,,,,210007000013,,Primary,,Y,,N,,,11,2018,,,,4796,0,1034,,,18,18,,,,,,,,,KY,8996,499.777777778,4796,266.444444444,KY@1003@10001,10001,Allen County Board of Education,1003,Allen County Intermediate Center,11/1/2018,591,0,719,8996,0,1940,720 OLIVER ST,,SCOTTSVILLE,42164-8818,ALLEN COUNTY
SY18-19,,594,0.822580645,Primary,,,,,,,,,210007000013,,Primary,,Y,,N,,,10,2018,,,,4481,0,966,,,17,17,,,,,,,,,KY,8517,501,4481,263.588235294,KY@1003@10001,10001,Allen County Board of Education,1003,Allen County Intermediate Center,10/1/2018,594,0,722,8517,0,1837,720 OLIVER ST,,SCOTTSVILLE,42164-8818,ALLEN COUNTY
SY18-19,,591,0.822640485,Primary,,,,,,,,,210007000013,,Primary,,Y,,N,,,9,2018,,,,4846,0,1045,,,18,18,,,,,,,,,KY,9091,505.055555556,4846,269.222222222,KY@1003@10001,10001,Allen County Board of Education,1003,Allen County Intermediate Center,9/1/2018,591,0,718,9091,0,1960,720 OLIVER ST,,SCOTTSVILLE,42164-8818,ALLEN COUNTY
SY18-19,,591,0.822629081,Primary,,,,,,,,,210007000013,,Primary,,Y,,N,,,8,2018,,,,4199,0,906,,,17,17,,,,,,,,,KY,8492,499.529411765,4199,247,KY@1003@10001,10001,Allen County Board of Education,1003,Allen County Intermediate Center,8/1/2018,591,0,719,8492,0,1831,720 OLIVER ST,,SCOTTSVILLE,42164-8818,ALLEN COUNTY
SY18-19,,1015,0.991190053,Primary,,,,,,,,,210007000008,,Primary,,Y,,N,,,5,2019,,,,15026,0,133,,,17,17,,,,,,,,,KY,13951,820.647058824,15026,883.882352941,KY@1000@10001,10001,Allen County Board of Education,1000,Allen County Primary Center,5/1/2019,1015,0,1024,13951,0,124,721 NEW GALLATIN RD,,SCOTTSVILLE,42164-8877,ALLEN COUNTY
SY18-19,,1015,0.991177517,Primary,,,,,,,,,210007000008,,Primary,,Y,,N,,,4,2019,,,,14561,0,129,,,16,16,,,,,,,,,KY,13931,870.6875,14561,910.0625,KY@1000@10001,10001,Allen County Board of Education,1000,Allen County Primary Center,4/1/2019,1015,0,1024,13931,0,124,721 NEW GALLATIN RD,,SCOTTSVILLE,42164-8877,ALLEN COUNTY
SY18-19,,1021,0.991224148,Primary,,,,,,,,,210007000008,,Primary,,Y,,N,,,3,2019,,,,18808,0,167,,,21,21,,,,,,,,,KY,17733,844.428571429,18808,895.619047619,KY@1000@10001,10001,Allen County Board of Education,1000,Allen County Primary Center,3/1/2019,1021,0,1030,17733,0,157,721 NEW GALLATIN RD,,SCOTTSVILLE,42164-8877,ALLEN COUNTY
SY18-19,,1021,0.991228070,Primary,,,,,,,,,210007000008,,Primary,,Y,,N,,,2,2019,,,,14004,0,124,,,16,16,,,,,,,,,KY,13108,819.25,14004,875.25,KY@1000@10001,10001,Allen County Board of Education,1000,Allen County Primary Center,2/1/2019,1021,0,1030,13108,0,116,721 NEW GALLATIN RD,,SCOTTSVILLE,42164-8877,ALLEN COUNTY
SY18-19,,1028,0.991212967,Primary,,,,,,,,,210007000008,,Primary,,Y,,N,,,1,2019,,,,17789,0,158,,,20,20,,,,,,,,,KY,16695,834.75,17789,889.45,KY@1000@10001,10001,Allen County Board of Education,1000,Allen County Primary Center,1/1/2019,1028,0,1037,16695,0,148,721 NEW GALLATIN RD,,SCOTTSVILLE,42164-8877,ALLEN COUNTY
SY18-19,,1016,0.991233197,Primary,,,,,,,,,210007000008,,Primary,,Y,,N,,,12,2018,,,,8968,0,80,,,10,10,,,,,,,,,KY,8480,848,8968,896.8,KY@1000@10001,10001,Allen County Board of Education,1000,Allen County Primary Center,12/1/2018,1016,0,1025,8480,0,75,721 NEW GALLATIN RD,,SCOTTSVILLE,42164-8877,ALLEN COUNTY
SY18-19,,1017,0.991189140,Primary,,,,,,,,,210007000008,,Primary,,Y,,N,,,11,2018,,,,16204,0,144,,,18,18,,,,,,,,,KY,15187,843.722222222,16204,900.222222222,KY@1000@10001,10001,Allen County Board of Education,1000,Allen County Primary Center,11/1/2018,1017,0,1026,15187,0,135,721 NEW GALLATIN RD,,SCOTTSVILLE,42164-8877,ALLEN COUNTY
SY18-19,,1020,0.991170906,Primary,,,,,,,,,210007000008,,Primary,,Y,,N,,,10,2018,,,,15305,0,136,,,17,17,,,,,,,,,KY,14145,832.058823529,15305,900.294117647,KY@1000@10001,10001,Allen County Board of Education,1000,Allen County Primary Center,10/1/2018,1020,0,1029,14145,0,126,721 NEW GALLATIN RD,,SCOTTSVILLE,42164-8877,ALLEN COUNTY
SY18-19,,1005,0.991205520,Primary,,,,,,,,,210007000008,,Primary,,Y,,N,,,9,2018,,,,16347,0,145,,,18,18,,,,,,,,,KY,14652,814,16347,908.166666667,KY@1000@10001,10001,Allen County Board of Education,1000,Allen County Primary Center,9/1/2018,1005,0,1014,14652,0,130,721 NEW GALLATIN RD,,SCOTTSVILLE,42164-8877,ALLEN COUNTY
SY18-19,,1003,0.991234699,Primary,,,,,,,,,210007000008,,Primary,,Y,,N,,,8,2018,,,,14991,0,133,,,17,17,,,,,,,,,KY,13118,771.647058824,14991,881.823529412,KY@1000@10001,10001,Allen County Board of Education,1000,Allen County Primary Center,8/1/2018,1003,0,1012,13118,0,116,721 NEW GALLATIN RD,,SCOTTSVILLE,42164-8877,ALLEN COUNTY
SY18-19,,707,0.822582310,High,,,,,,,,,210007000010,,High,,Y,,N,,,5,2019,,,,7311,0,1577,,,17,17,,,,,,,,,KY,7970,468.823529412,7311,430.058823529,KY@1001@10001,10001,Allen County Board of Education,1001,Allen County-Scottsville High School,5/1/2019,707,0,860,7970,0,1719,1545 BOWLING GREEN RD,,SCOTTSVILLE,42164-9647,ALLEN COUNTY
SY18-19,,710,0.822651357,High,,,,,,,,,210007000010,,High,,Y,,N,,,4,2019,,,,7286,0,1571,,,16,16,,,,,,,,,KY,7881,492.5625,7286,455.375,KY@1001@10001,10001,Allen County Board of Education,1001,Allen County-Scottsville High School,4/1/2019,710,0,863,7881,0,1699,1545 BOWLING GREEN RD,,SCOTTSVILLE,42164-9647,ALLEN COUNTY
SY18-19,,711,0.822611200,High,,,,,,,,,210007000010,,High,,Y,,N,,,3,2019,,,,9324,0,2011,,,21,21,,,,,,,,,KY,10856,516.952380952,9324,444,KY@1001@10001,10001,Allen County Board of Education,1001,Allen County-Scottsville High School,3/1/2019,711,0,864,10856,0,2341,1545 BOWLING GREEN RD,,SCOTTSVILLE,42164-9647,ALLEN COUNTY
SY18-19,,708,0.822629969,High,,,,,,,,,210007000010,,High,,Y,,N,,,2,2019,,,,7301,0,1574,,,16,16,,,,,,,,,KY,8339,521.1875,7301,456.3125,KY@1001@10001,10001,Allen County Board of Education,1001,Allen County-Scottsville High School,2/1/2019,708,0,861,8339,0,1798,1545 BOWLING GREEN RD,,SCOTTSVILLE,42164-9647,ALLEN COUNTY
SY18-19,,710,0.822578125,High,,,,,,,,,210007000010,,High,,Y,,N,,,1,2019,,,,8317,0,1794,,,20,20,,,,,,,,,KY,10529,526.45,8317,415.85,KY@1001@10001,10001,Allen County Board of Education,1001,Allen County-Scottsville High School,1/1/2019,710,0,863,10529,0,2271,1545 BOWLING GREEN RD,,SCOTTSVILLE,42164-9647,ALLEN COUNTY
SY18-19,,716,0.822562806,High,,,,,,,,,210007000010,,High,,Y,,N,,,12,2018,,,,4088,0,882,,,10,10,,,,,,,,,KY,5206,520.6,4088,408.8,KY@1001@10001,10001,Allen County Board of Education,1001,Allen County-Scottsville High School,12/1/2018,716,0,871,5206,0,1123,1545 BOWLING GREEN RD,,SCOTTSVILLE,42164-9647,ALLEN COUNTY
SY18-19,,716,0.822625456,High,,,,,,,,,210007000010,,High,,Y,,N,,,11,2018,,,,7960,0,1717,,,18,18,,,,,,,,,KY,9475,526.388888889,7960,442.222222222,KY@1001@10001,10001,Allen County Board of Education,1001,Allen County-Scottsville High School,11/1/2018,716,0,870,9475,0,2043,1545 BOWLING GREEN RD,,SCOTTSVILLE,42164-9647,ALLEN COUNTY
SY18-19,,721,0.822577663,High,,,,,,,,,210007000010,,High,,Y,,N,,,10,2018,,,,7797,0,1682,,,17,17,,,,,,,,,KY,8897,523.352941176,7797,458.647058824,KY@1001@10001,10001,Allen County Board of Education,1001,Allen County-Scottsville High School,10/1/2018,721,0,876,8897,0,1919,1545 BOWLING GREEN RD,,SCOTTSVILLE,42164-9647,ALLEN COUNTY
SY18-19,,725,0.822565423,High,,,,,,,,,210007000010,,High,,Y,,N,,,9,2018,,,,8116,0,1750,,,18,18,,,,,,,,,KY,9587,532.611111111,8116,450.888888889,KY@1001@10001,10001,Allen County Board of Education,1001,Allen County-Scottsville High School,9/1/2018,725,0,881,9587,0,2068,1545 BOWLING GREEN RD,,SCOTTSVILLE,42164-9647,ALLEN COUNTY
SY18-19,,724,0.822618735,High,,,,,,,,,210007000010,,High,,Y,,N,,,8,2018,,,,4859,0,1048,,,17,17,,,,,,,,,KY,9405,553.235294118,4859,285.823529412,KY@1001@10001,10001,Allen County Board of Education,1001,Allen County-Scottsville High School,8/1/2018,724,0,880,9405,0,2028,1545 BOWLING GREEN RD,,SCOTTSVILLE,42164-9647,ALLEN COUNTY
