School Name,District ID,School ID,District Name,State-Physical,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data
Mount Sterling Elementary School,10215,1010,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-8200,6601 INDIAN MOUND RD,,,,Y,,,,,11/1/2016,11,2016,614,,499,0,,7036,0,1618,,4392,0,1010,,,17,17,,,,,,,,,KY,7036,413.882352941,4392,258.352941176,KY@1010@10215,210425001060,SY16-17,,499,0.813034435,,,,,,,,
Montgomery County Intermediate School,10215,1012,Montgomery County,KY,MONTGOMERY COUNTY,Mt. Sterling,40353,1040 Maysville Road,,,,Y,,,,,11/1/2016,11,2016,688,,559,0,,7550,0,1737,,4350,0,1001,,,17,17,,,,,,,,,KY,7550,444.117647059,4350,255.882352941,KY@1012@10215,210425002326,SY16-17,,559,0.812964359,,,,,,,,
Montgomery County Early Learning Center,10215,1002,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-1150,212 N MAYSVILLE ST,,,,Y,,,,,12/1/2016,12,2016,164,,133,0,,1002,0,230,,995,0,229,,,14,14,,,,,,,,,KY,1002,71.571428571,995,71.071428571,KY@1002@10215,210425002053,SY16-17,,133,0.813311688,,,,,,,,
Camargo Elementary School,10215,1004,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-8866,4307 CAMARGO RD,,,,Y,,,,,12/1/2016,12,2016,584,,475,0,,5206,0,1198,,4306,0,991,,,14,14,,,,,,,,,KY,5206,371.857142857,4306,307.571428571,KY@1004@10215,210425001057,SY16-17,,475,0.812929419,,,,,,,,
Montgomery County High School,10215,1006,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-9505,724 WOODFORD DR,,,,N,,,,,12/1/2016,12,2016,1431,,742,84,,6910,767,3957,,2671,125,263,,,14,14,,,,,,,,,KY,7677,548.357142857,2796,199.714285714,KY@1006@10215,210425001059,SY16-17,,826,0.577218728,,,,,,,,
Mapleton Elementary School,10215,1007,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-1151,809 INDIAN MOUND DR,,,,Y,,,,,12/1/2016,12,2016,716,,582,0,,6184,0,1422,,3553,0,817,,,14,14,,,,,,,,,KY,6184,441.714285714,3553,253.785714286,KY@1007@10215,210425001058,SY16-17,,582,0.813042335,,,,,,,,
McNabb Middle School,10215,1009,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-1633,3570 INDIAN MOUND DR,,,,Y,,,,,12/1/2016,12,2016,684,,556,0,,5764,0,1326,,2299,0,529,,,14,14,,,,,,,,,KY,5764,411.714285714,2299,164.214285714,KY@1009@10215,210425001538,SY16-17,,556,0.812976023,,,,,,,,
Mount Sterling Elementary School,10215,1010,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-8200,6601 INDIAN MOUND RD,,,,Y,,,,,12/1/2016,12,2016,611,,497,0,,5654,0,1300,,3464,0,797,,,14,14,,,,,,,,,KY,5654,403.857142857,3464,247.428571429,KY@1010@10215,210425001060,SY16-17,,497,0.813057233,,,,,,,,
Montgomery County Intermediate School,10215,1012,Montgomery County,KY,MONTGOMERY COUNTY,Mt. Sterling,40353,1040 Maysville Road,,,,Y,,,,,12/1/2016,12,2016,688,,559,0,,6277,0,1444,,3639,0,837,,,14,14,,,,,,,,,KY,6277,448.357142857,3639,259.928571429,KY@1012@10215,210425002326,SY16-17,,559,0.812977594,,,,,,,,
Montgomery County Early Learning Center,10215,1002,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-1150,212 N MAYSVILLE ST,,,,Y,,,,,1/1/2017,1,2017,179,,146,0,,1291,0,297,,1414,0,325,,,18,18,,,,,,,,,KY,1291,71.722222222,1414,78.555555556,KY@1002@10215,210425002053,SY16-17,,146,0.812972292,,,,,,,,
Camargo Elementary School,10215,1004,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-8866,4307 CAMARGO RD,,,,Y,,,,,1/1/2017,1,2017,589,,479,0,,6823,0,1569,,5577,0,1283,,,18,18,,,,,,,,,KY,6823,379.055555556,5577,309.833333333,KY@1004@10215,210425001057,SY16-17,,479,0.813036225,,,,,,,,
Montgomery County High School,10215,1006,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-9505,724 WOODFORD DR,,,,N,,,,,1/1/2017,1,2017,1417,,733,80,,8878,980,5105,,3318,183,253,,,18,18,,,,,,,,,KY,9858,547.666666667,3501,194.5,KY@1006@10215,210425001059,SY16-17,,813,0.573747354,,,,,,,,
Mapleton Elementary School,10215,1007,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-1151,809 INDIAN MOUND DR,,,,Y,,,,,1/1/2017,1,2017,712,,579,0,,7884,0,1813,,4731,0,1088,,,18,18,,,,,,,,,KY,7884,438,4731,262.833333333,KY@1007@10215,210425001058,SY16-17,,579,0.813034959,,,,,,,,
McNabb Middle School,10215,1009,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-1633,3570 INDIAN MOUND DR,,,,Y,,,,,1/1/2017,1,2017,686,,558,0,,8024,0,1846,,2998,0,690,,,18,18,,,,,,,,,KY,8024,445.777777778,2998,166.555555556,KY@1009@10215,210425001538,SY16-17,,558,0.812968592,,,,,,,,
Mount Sterling Elementary School,10215,1010,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-8200,6601 INDIAN MOUND RD,,,,Y,,,,,1/1/2017,1,2017,612,,498,0,,7232,0,1664,,4264,0,981,,,18,18,,,,,,,,,KY,7232,401.777777778,4264,236.888888889,KY@1010@10215,210425001060,SY16-17,,498,0.812949640,,,,,,,,
Montgomery County Intermediate School,10215,1012,Montgomery County,KY,MONTGOMERY COUNTY,Mt. Sterling,40353,1040 Maysville Road,,,,Y,,,,,1/1/2017,1,2017,682,,554,0,,7931,0,1824,,4495,0,1034,,,18,18,,,,,,,,,KY,7931,440.611111111,4495,249.722222222,KY@1012@10215,210425002326,SY16-17,,554,0.813018965,,,,,,,,
Montgomery County Early Learning Center,10215,1002,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-1150,212 N MAYSVILLE ST,,,,Y,,,,,2/1/2017,2,2017,186,,151,0,,1539,0,354,,1731,0,398,,,18,18,,,,,,,,,KY,1539,85.5,1731,96.166666667,KY@1002@10215,210425002053,SY16-17,,151,0.812995246,,,,,,,,
Camargo Elementary School,10215,1004,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-8866,4307 CAMARGO RD,,,,Y,,,,,2/1/2017,2,2017,580,,472,0,,6563,0,1509,,5110,0,1175,,,18,18,,,,,,,,,KY,6563,364.611111111,5110,283.888888889,KY@1004@10215,210425001057,SY16-17,,472,0.813057483,,,,,,,,
Montgomery County High School,10215,1006,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-9505,724 WOODFORD DR,,,,N,,,,,2/1/2017,2,2017,1405,,722,80,,8720,1011,5041,,3580,214,291,,,18,18,,,,,,,,,KY,9731,540.611111111,3794,210.777777778,KY@1006@10215,210425001059,SY16-17,,802,0.570818505,,,,,,,,
Mapleton Elementary School,10215,1007,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-1151,809 INDIAN MOUND DR,,,,Y,,,,,2/1/2017,2,2017,721,,586,0,,8020,0,1845,,4468,0,1028,,,18,18,,,,,,,,,KY,8020,445.555555556,4468,248.222222222,KY@1007@10215,210425001058,SY16-17,,586,0.812975165,,,,,,,,
McNabb Middle School,10215,1009,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-1633,3570 INDIAN MOUND DR,,,,Y,,,,,2/1/2017,2,2017,686,,558,0,,7874,0,1811,,2945,0,678,,,18,18,,,,,,,,,KY,7874,437.444444444,2945,163.611111111,KY@1009@10215,210425001538,SY16-17,,558,0.813009809,,,,,,,,
Mount Sterling Elementary School,10215,1010,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-8200,6601 INDIAN MOUND RD,,,,Y,,,,,2/1/2017,2,2017,607,,493,0,,7102,0,1634,,4102,0,944,,,18,18,,,,,,,,,KY,7102,394.555555556,4102,227.888888889,KY@1010@10215,210425001060,SY16-17,,493,0.812957875,,,,,,,,
Montgomery County Intermediate School,10215,1012,Montgomery County,KY,MONTGOMERY COUNTY,Mt. Sterling,40353,1040 Maysville Road,,,,Y,,,,,2/1/2017,2,2017,687,,559,0,,7879,0,1812,,4564,0,1050,,,18,18,,,,,,,,,KY,7879,437.722222222,4564,253.555555556,KY@1012@10215,210425002326,SY16-17,,559,0.813022392,,,,,,,,
Montgomery County Early Learning Center,10215,1002,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-1150,212 N MAYSVILLE ST,,,,Y,,,,,3/1/2017,3,2017,187,,152,0,,1801,0,414,,1698,0,390,,,21,21,,,,,,,,,KY,1801,85.761904762,1698,80.857142857,KY@1002@10215,210425002053,SY16-17,,152,0.813092551,,,,,,,,
Camargo Elementary School,10215,1004,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-8866,4307 CAMARGO RD,,,,Y,,,,,3/1/2017,3,2017,571,,464,0,,7637,0,1757,,5783,0,1330,,,21,21,,,,,,,,,KY,7637,363.666666667,5783,275.380952381,KY@1004@10215,210425001057,SY16-17,,464,0.812965723,,,,,,,,
Montgomery County High School,10215,1006,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-9505,724 WOODFORD DR,,,,N,,,,,3/1/2017,3,2017,1400,,725,77,,9588,1075,5749,,4159,232,364,,,21,21,,,,,,,,,KY,10663,507.761904762,4391,209.095238095,KY@1006@10215,210425001059,SY16-17,,802,0.572857143,,,,,,,,
Mapleton Elementary School,10215,1007,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-1151,809 INDIAN MOUND DR,,,,Y,,,,,3/1/2017,3,2017,724,,589,0,,9399,0,2162,,5458,0,1255,,,21,21,,,,,,,,,KY,9399,447.571428571,5458,259.904761905,KY@1007@10215,210425001058,SY16-17,,589,0.812991956,,,,,,,,
McNabb Middle School,10215,1009,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-1633,3570 INDIAN MOUND DR,,,,Y,,,,,3/1/2017,3,2017,680,,553,0,,9380,0,2158,,3376,0,776,,,21,21,,,,,,,,,KY,9380,446.666666667,3376,160.761904762,KY@1009@10215,210425001538,SY16-17,,553,0.812965852,,,,,,,,
Mount Sterling Elementary School,10215,1010,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-8200,6601 INDIAN MOUND RD,,,,Y,,,,,3/1/2017,3,2017,604,,491,0,,8201,0,1886,,4807,0,1106,,,21,21,,,,,,,,,KY,8201,390.523809524,4807,228.904761905,KY@1010@10215,210425001060,SY16-17,,491,0.813026668,,,,,,,,
Montgomery County Intermediate School,10215,1012,Montgomery County,KY,MONTGOMERY COUNTY,Mt. Sterling,40353,1040 Maysville Road,,,,Y,,,,,3/1/2017,3,2017,686,,558,0,,9250,0,2128,,5456,0,1255,,,21,21,,,,,,,,,KY,9250,440.476190476,5456,259.809523810,KY@1012@10215,210425002326,SY16-17,,558,0.812972403,,,,,,,,
Montgomery County Early Learning Center,10215,1002,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-1150,212 N MAYSVILLE ST,,,,Y,,,,,4/1/2017,4,2017,186,,151,0,,1415,0,325,,1243,0,286,,,15,15,,,,,,,,,KY,1415,94.333333333,1243,82.866666667,KY@1002@10215,210425002053,SY16-17,,151,0.813218391,,,,,,,,
Camargo Elementary School,10215,1004,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-8866,4307 CAMARGO RD,,,,Y,,,,,4/1/2017,4,2017,573,,466,0,,5398,0,1242,,3968,0,913,,,15,15,,,,,,,,,KY,5398,359.866666667,3968,264.533333333,KY@1004@10215,210425001057,SY16-17,,466,0.812951807,,,,,,,,
Montgomery County High School,10215,1006,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-9505,724 WOODFORD DR,,,,N,,,,,4/1/2017,4,2017,1375,,715,75,,6982,780,3886,,2973,167,286,,,15,15,,,,,,,,,KY,7762,517.466666667,3140,209.333333333,KY@1006@10215,210425001059,SY16-17,,790,0.574545455,,,,,,,,
Mapleton Elementary School,10215,1007,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-1151,809 INDIAN MOUND DR,,,,Y,,,,,4/1/2017,4,2017,715,,581,0,,6887,0,1584,,3750,0,863,,,15,15,,,,,,,,,KY,6887,459.133333333,3750,250,KY@1007@10215,210425001058,SY16-17,,581,0.813009090,,,,,,,,
McNabb Middle School,10215,1009,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-1633,3570 INDIAN MOUND DR,,,,Y,,,,,4/1/2017,4,2017,676,,550,0,,6692,0,1539,,2310,0,531,,,15,15,,,,,,,,,KY,6692,446.133333333,2310,154,KY@1009@10215,210425001538,SY16-17,,550,0.813023934,,,,,,,,
Mount Sterling Elementary School,10215,1010,Montgomery County,KY,MONTGOMERY COUNTY,MOUNT STERLING,40353-8200,6601 INDIAN MOUND RD,,,,Y,,,,,4/1/2017,4,2017,603,,490,0,,5967,0,1372,,3383,0,778,,,15,15,,,,,,,,,KY,5967,397.8,3383,225.533333333,KY@1010@10215,210425001060,SY16-17,,490,0.813053550,,,,,,,,
Montgomery County Intermediate School,10215,1012,Montgomery County,KY,MONTGOMERY COUNTY,Mt. Sterling,40353,1040 Maysville Road,,,,Y,,,,,4/1/2017,4,2017,688,,559,0,,6637,0,1526,,3780,0,870,,,15,15,,,,,,,,,KY,6637,442.466666667,3780,252,KY@1012@10215,210425002326,SY16-17,,559,0.813058924,,,,,,,,
Wrigley Elementary Sch,10095,1000,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-2052,7490 HWY 7,,,,Y,,,,,8/1/2016,8,2016,286,,279,0,,3606,0,96,,2651,0,71,,,15,15,,,,,,,,,KY,3606,240.4,2651,176.733333333,KY@1000@10095,,SY16-17,,279,0.974068071,,,,,,,,
Morgan Central Elementary School,10095,1003,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472,3201 HIGHWAY 460 WEST,,,,Y,,,,,8/1/2016,8,2016,342,,333,0,,4443,0,119,,2718,0,73,,,15,15,,,,,,,,,KY,4443,296.2,2718,181.2,KY@1003@10095,210429002194,SY16-17,,333,0.973914950,,,,,,,,
Ezel Elementary School,10095,1005,Morgan County,KY,MORGAN COUNTY,EZEL,41425,31 Walnut St,,,,Y,,,,,8/1/2016,8,2016,147,,143,0,,2031,0,54,,1903,0,51,,,15,15,,,,,,,,,KY,2031,135.4,1903,126.866666667,KY@1005@10095,210429001066,SY16-17,,143,0.974100719,,,,,,,,
Morgan County Middle School,10095,1006,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-2159,380 ROAD TO SUCCESS,,,,Y,,,,,8/1/2016,8,2016,470,,458,0,,5903,0,158,,3096,0,83,,,15,15,,,,,,,,,KY,5903,393.533333333,3096,206.4,KY@1006@10095,210429001067,SY16-17,,458,0.973931694,,,,,,,,
East Valley Elementary School,10095,1007,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-7403,7585 HIGHWAY 172,,,,Y,,,,,8/1/2016,8,2016,149,,145,0,,1977,0,53,,1744,0,47,,,15,15,,,,,,,,,KY,1977,131.8,1744,116.266666667,KY@1007@10095,210429001549,SY16-17,,145,0.973891626,,,,,,,,
Morgan County High School,10095,1010,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-2155,150 ROAD TO SUCCESS,,,,Y,,,,,8/1/2016,8,2016,603,,587,0,,6573,0,175,,2486,0,66,,,15,15,,,,,,,,,KY,6573,438.2,2486,165.733333333,KY@1010@10095,210429001068,SY16-17,,587,0.974066390,,,,,,,,
Wrigley Elementary Sch,10095,1000,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-2052,7490 HWY 7,,,,Y,,,,,9/1/2016,9,2016,287,,280,0,,4817,0,129,,3635,0,97,,,20,20,,,,,,,,,KY,4817,240.85,3635,181.75,KY@1000@10095,,SY16-17,,280,0.973918318,,,,,,,,
Morgan Central Elementary School,10095,1003,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472,3201 HIGHWAY 460 WEST,,,,Y,,,,,9/1/2016,9,2016,346,,337,0,,5906,0,158,,3578,0,95,,,20,20,,,,,,,,,KY,5906,295.3,3578,178.9,KY@1003@10095,210429002194,SY16-17,,337,0.973944591,,,,,,,,
Ezel Elementary School,10095,1005,Morgan County,KY,MORGAN COUNTY,EZEL,41425,31 Walnut St,,,,Y,,,,,9/1/2016,9,2016,148,,144,0,,2716,0,72,,2626,0,70,,,20,20,,,,,,,,,KY,2716,135.8,2626,131.3,KY@1005@10095,210429001066,SY16-17,,144,0.974175036,,,,,,,,
Morgan County Middle School,10095,1006,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-2159,380 ROAD TO SUCCESS,,,,Y,,,,,9/1/2016,9,2016,470,,458,0,,7649,0,204,,4564,0,122,,,20,20,,,,,,,,,KY,7649,382.45,4564,228.2,KY@1006@10095,210429001067,SY16-17,,458,0.974022666,,,,,,,,
East Valley Elementary School,10095,1007,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-7403,7585 HIGHWAY 172,,,,Y,,,,,9/1/2016,9,2016,150,,146,0,,2179,0,58,,1819,0,49,,,20,20,,,,,,,,,KY,2179,108.95,1819,90.95,KY@1007@10095,210429001549,SY16-17,,146,0.974072418,,,,,,,,
Morgan County High School,10095,1010,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-2155,150 ROAD TO SUCCESS,,,,Y,,,,,9/1/2016,9,2016,609,,593,0,,8773,0,234,,3540,0,95,,,20,20,,,,,,,,,KY,8773,438.65,3540,177,KY@1010@10095,210429001068,SY16-17,,593,0.974020207,,,,,,,,
Wrigley Elementary Sch,10095,1000,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-2052,7490 HWY 7,,,,Y,,,,,10/1/2016,10,2016,294,,286,0,,5120,0,137,,3706,0,99,,,21,21,,,,,,,,,KY,5120,243.809523810,3706,176.476190476,KY@1000@10095,,SY16-17,,286,0.973939509,,,,,,,,
Morgan Central Elementary School,10095,1003,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472,3201 HIGHWAY 460 WEST,,,,Y,,,,,10/1/2016,10,2016,344,,335,0,,6209,0,166,,3534,0,94,,,21,21,,,,,,,,,KY,6209,295.666666667,3534,168.285714286,KY@1003@10095,210429002194,SY16-17,,335,0.973960784,,,,,,,,
Ezel Elementary School,10095,1005,Morgan County,KY,MORGAN COUNTY,EZEL,41425,31 Walnut St,,,,Y,,,,,10/1/2016,10,2016,148,,144,0,,2773,0,74,,2652,0,71,,,21,21,,,,,,,,,KY,2773,132.047619048,2652,126.285714286,KY@1005@10095,210429001066,SY16-17,,144,0.974007727,,,,,,,,
Morgan County Middle School,10095,1006,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-2159,380 ROAD TO SUCCESS,,,,Y,,,,,10/1/2016,10,2016,473,,461,0,,7963,0,213,,4593,0,123,,,21,21,,,,,,,,,KY,7963,379.190476190,4593,218.714285714,KY@1006@10095,210429001067,SY16-17,,461,0.973948141,,,,,,,,
East Valley Elementary School,10095,1007,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-7403,7585 HIGHWAY 172,,,,Y,,,,,10/1/2016,10,2016,145,,141,0,,2702,0,72,,2145,0,57,,,21,21,,,,,,,,,KY,2702,128.666666667,2145,102.142857143,KY@1007@10095,210429001549,SY16-17,,141,0.974044701,,,,,,,,
Morgan County High School,10095,1010,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-2155,150 ROAD TO SUCCESS,,,,Y,,,,,10/1/2016,10,2016,611,,595,0,,9332,0,249,,3780,0,101,,,21,21,,,,,,,,,KY,9332,444.380952381,3780,180,KY@1010@10095,210429001068,SY16-17,,595,0.974011064,,,,,,,,
Wrigley Elementary Sch,10095,1000,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-2052,7490 HWY 7,,,,Y,,,,,11/1/2016,11,2016,295,,287,0,,3702,0,99,,2756,0,74,,,15,15,,,,,,,,,KY,3702,246.8,2756,183.733333333,KY@1000@10095,,SY16-17,,287,0.973954223,,,,,,,,
Morgan Central Elementary School,10095,1003,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472,3201 HIGHWAY 460 WEST,,,,Y,,,,,11/1/2016,11,2016,344,,335,0,,4521,0,121,,2649,0,71,,,15,15,,,,,,,,,KY,4521,301.4,2649,176.6,KY@1003@10095,210429002194,SY16-17,,335,0.973933649,,,,,,,,
Ezel Elementary School,10095,1005,Morgan County,KY,MORGAN COUNTY,EZEL,41425,31 Walnut St,,,,Y,,,,,11/1/2016,11,2016,145,,141,0,,1991,0,53,,1906,0,51,,,15,15,,,,,,,,,KY,1991,132.733333333,1906,127.066666667,KY@1005@10095,210429001066,SY16-17,,141,0.974070450,,,,,,,,
Morgan County Middle School,10095,1006,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-2159,380 ROAD TO SUCCESS,,,,Y,,,,,11/1/2016,11,2016,473,,461,0,,5705,0,152,,3278,0,87,,,15,15,,,,,,,,,KY,5705,380.333333333,3278,218.533333333,KY@1006@10095,210429001067,SY16-17,,461,0.974048148,,,,,,,,
East Valley Elementary School,10095,1007,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-7403,7585 HIGHWAY 172,,,,Y,,,,,11/1/2016,11,2016,154,,150,0,,1925,0,51,,1543,0,41,,,15,15,,,,,,,,,KY,1925,128.333333333,1543,102.866666667,KY@1007@10095,210429001549,SY16-17,,150,0.974190283,,,,,,,,
Morgan County High School,10095,1010,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-2155,150 ROAD TO SUCCESS,,,,Y,,,,,11/1/2016,11,2016,601,,585,0,,6705,0,179,,2839,0,76,,,15,15,,,,,,,,,KY,6705,447,2839,189.266666667,KY@1010@10095,210429001068,SY16-17,,585,0.973997676,,,,,,,,
Wrigley Elementary Sch,10095,1000,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-2052,7490 HWY 7,,,,Y,,,,,12/1/2016,12,2016,290,,282,0,,2918,0,78,,2118,0,57,,,12,12,,,,,,,,,KY,2918,243.166666667,2118,176.5,KY@1000@10095,,SY16-17,,282,0.973965287,,,,,,,,
Morgan Central Elementary School,10095,1003,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472,3201 HIGHWAY 460 WEST,,,,Y,,,,,12/1/2016,12,2016,341,,332,0,,3485,0,93,,1941,0,52,,,12,12,,,,,,,,,KY,3485,290.416666667,1941,161.75,KY@1003@10095,210429002194,SY16-17,,332,0.974007826,,,,,,,,
Ezel Elementary School,10095,1005,Morgan County,KY,MORGAN COUNTY,EZEL,41425,31 Walnut St,,,,Y,,,,,12/1/2016,12,2016,145,,141,0,,1592,0,43,,1496,0,40,,,12,12,,,,,,,,,KY,1592,132.666666667,1496,124.666666667,KY@1005@10095,210429001066,SY16-17,,141,0.973700306,,,,,,,,
Morgan County Middle School,10095,1006,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-2159,380 ROAD TO SUCCESS,,,,Y,,,,,12/1/2016,12,2016,474,,462,0,,4539,0,121,,2534,0,68,,,12,12,,,,,,,,,KY,4539,378.25,2534,211.166666667,KY@1006@10095,210429001067,SY16-17,,462,0.974034335,,,,,,,,
East Valley Elementary School,10095,1007,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-7403,7585 HIGHWAY 172,,,,Y,,,,,12/1/2016,12,2016,156,,152,0,,1519,0,41,,1286,0,34,,,12,12,,,,,,,,,KY,1519,126.583333333,1286,107.166666667,KY@1007@10095,210429001549,SY16-17,,152,0.973717949,,,,,,,,
Morgan County High School,10095,1010,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-2155,150 ROAD TO SUCCESS,,,,Y,,,,,12/1/2016,12,2016,604,,588,0,,5368,0,143,,2332,0,62,,,12,12,,,,,,,,,KY,5368,447.333333333,2332,194.333333333,KY@1010@10095,210429001068,SY16-17,,588,0.974051896,,,,,,,,
Wrigley Elementary Sch,10095,1000,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-2052,7490 HWY 7,,,,Y,,,,,1/1/2017,1,2017,290,,282,0,,4231,0,113,,2934,0,78,,,18,18,,,,,,,,,KY,4231,235.055555556,2934,163,KY@1000@10095,,SY16-17,,282,0.973987109,,,,,,,,
Morgan Central Elementary School,10095,1003,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472,3201 HIGHWAY 460 WEST,,,,Y,,,,,1/1/2017,1,2017,345,,336,0,,5253,0,140,,2865,0,76,,,18,18,,,,,,,,,KY,5253,291.833333333,2865,159.166666667,KY@1003@10095,210429002194,SY16-17,,336,0.974040423,,,,,,,,
Ezel Elementary School,10095,1005,Morgan County,KY,MORGAN COUNTY,EZEL,41425,31 Walnut St,,,,Y,,,,,1/1/2017,1,2017,146,,142,0,,2362,0,63,,2245,0,60,,,18,18,,,,,,,,,KY,2362,131.222222222,2245,124.722222222,KY@1005@10095,210429001066,SY16-17,,142,0.974020619,,,,,,,,
Morgan County Middle School,10095,1006,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-2159,380 ROAD TO SUCCESS,,,,Y,,,,,1/1/2017,1,2017,473,,461,0,,6425,0,172,,3615,0,96,,,18,18,,,,,,,,,KY,6425,356.944444444,3615,200.833333333,KY@1006@10095,210429001067,SY16-17,,461,0.973927543,,,,,,,,
East Valley Elementary School,10095,1007,Morgan County,KY,MORGAN COUNTY,WEST LIBERTY,41472-7403,7585 HIGHWAY 172,,,,Y,,,,,1/1/2017,1,2017,156,,152,0,,2397,0,64,,1880,0,50,,,18,18,,,,,,,,,KY,2397,133.166666667,1880,104.444444444,KY@1007@10095,210429001549,SY16-17,,152,0.973994311,,,,,,,,
