School Name,District ID,School ID,District Name,State-Physical,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data
Adair County Middle School,10121,1002,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728,322 GENERAL JOHN ADAIR DR,,,,Y,,,,,8/1/2016,8,2016,601,,562,0,,7711,0,536,,2519,0,175,,,15,15,,,,,,,,,KY,7711,514.066666667,2519,167.933333333,KY@1002@10121,210003001919,SY16-17,,562,0.935006669,,,,,,,,
Adair County High School,10121,1007,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728-1879,526 INDIAN DRIVE,,,,Y,,,,,8/1/2016,8,2016,780,,729,0,,8262,0,574,,2812,0,196,,,15,15,,,,,,,,,KY,8262,550.8,2812,187.466666667,KY@1007@10121,210003000001,SY16-17,,729,0.935038479,,,,,,,,
Adair County Elementary School,10121,1008,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728-1813,870 INDIAN DR,,,,Y,,,,,8/1/2016,8,2016,606,,567,0,,7750,0,539,,4480,0,311,,,15,15,,,,,,,,,KY,7750,516.666666667,4480,298.666666667,KY@1008@10121,210003002021,SY16-17,,567,0.934974062,,,,,,,,
Adair County Primary Center,10121,1009,Adair County,KY,ADAIR COUNTY,Columbia,42728,158 Colonel Casey Drive,,,,Y,,,,,8/1/2016,8,2016,576,,539,0,,7233,0,503,,4328,0,301,,,15,15,,,,,,,,,KY,7233,482.2,4328,288.533333333,KY@1009@10121,210003002345,SY16-17,,539,0.934979317,,,,,,,,
Adair County Middle School,10121,1002,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728,322 GENERAL JOHN ADAIR DR,,,,Y,,,,,9/1/2016,9,2016,599,,560,0,,10697,0,744,,4225,0,294,,,21,21,,,,,,,,,KY,10697,509.380952381,4225,201.190476190,KY@1002@10121,210003001919,SY16-17,,560,0.934970719,,,,,,,,
Adair County High School,10121,1007,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728-1879,526 INDIAN DRIVE,,,,Y,,,,,9/1/2016,9,2016,780,,729,0,,11363,0,790,,4641,0,323,,,21,21,,,,,,,,,KY,11363,541.095238095,4641,221,KY@1007@10121,210003000001,SY16-17,,729,0.934995474,,,,,,,,
Adair County Elementary School,10121,1008,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728-1813,870 INDIAN DR,,,,Y,,,,,9/1/2016,9,2016,683,,639,0,,11222,0,780,,6857,0,477,,,21,21,,,,,,,,,KY,11222,534.380952381,6857,326.523809524,KY@1008@10121,210003002021,SY16-17,,639,0.935010832,,,,,,,,
Adair County Primary Center,10121,1009,Adair County,KY,ADAIR COUNTY,Columbia,42728,158 Colonel Casey Drive,,,,Y,,,,,9/1/2016,9,2016,574,,537,0,,10098,0,702,,6382,0,444,,,21,21,,,,,,,,,KY,10098,480.857142857,6382,303.904761905,KY@1009@10121,210003002345,SY16-17,,537,0.935,,,,,,,,
Adair County Middle School,10121,1002,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728,322 GENERAL JOHN ADAIR DR,,,,Y,,,,,10/1/2016,10,2016,597,,558,0,,3129,0,217,,8136,0,566,,,16,16,,,,,,,,,KY,3129,195.5625,8136,508.5,KY@1002@10121,210003001919,SY16-17,,558,0.935146444,,,,,,,,
Adair County High School,10121,1007,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728-1879,526 INDIAN DRIVE,,,,Y,,,,,10/1/2016,10,2016,780,,729,0,,3486,0,242,,8468,0,589,,,16,16,,,,,,,,,KY,3486,217.875,8468,529.25,KY@1007@10121,210003000001,SY16-17,,729,0.935085837,,,,,,,,
Adair County Elementary School,10121,1008,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728-1813,870 INDIAN DR,,,,Y,,,,,10/1/2016,10,2016,689,,644,0,,5180,0,360,,8605,0,598,,,16,16,,,,,,,,,KY,5180,323.75,8605,537.8125,KY@1008@10121,210003002021,SY16-17,,644,0.935018051,,,,,,,,
Adair County Primary Center,10121,1009,Adair County,KY,ADAIR COUNTY,Columbia,42728,158 Colonel Casey Drive,,,,Y,,,,,10/1/2016,10,2016,574,,537,0,,4812,0,335,,7746,0,538,,,16,16,,,,,,,,,KY,4812,300.75,7746,484.125,KY@1009@10121,210003002345,SY16-17,,537,0.934913542,,,,,,,,
Adair County Middle School,10121,1002,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728,322 GENERAL JOHN ADAIR DR,,,,Y,,,,,11/1/2016,11,2016,591,,553,0,,7903,0,549,,3021,0,210,,,16,16,,,,,,,,,KY,7903,493.9375,3021,188.8125,KY@1002@10121,210003001919,SY16-17,,553,0.935044960,,,,,,,,
Adair County High School,10121,1007,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728-1879,526 INDIAN DRIVE,,,,Y,,,,,11/1/2016,11,2016,777,,726,0,,7962,0,554,,3554,0,247,,,16,16,,,,,,,,,KY,7962,497.625,3554,222.125,KY@1007@10121,210003000001,SY16-17,,726,0.934945984,,,,,,,,
Adair County Elementary School,10121,1008,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728-1813,870 INDIAN DR,,,,Y,,,,,11/1/2016,11,2016,694,,649,0,,8598,0,598,,5444,0,378,,,16,16,,,,,,,,,KY,8598,537.375,5444,340.25,KY@1008@10121,210003002021,SY16-17,,649,0.934971727,,,,,,,,
Adair County Primary Center,10121,1009,Adair County,KY,ADAIR COUNTY,Columbia,42728,158 Colonel Casey Drive,,,,Y,,,,,11/1/2016,11,2016,577,,539,0,,7636,0,531,,4844,0,337,,,16,16,,,,,,,,,KY,7636,477.25,4844,302.75,KY@1009@10121,210003002345,SY16-17,,539,0.934982246,,,,,,,,
Adair County Middle School,10121,1002,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728,322 GENERAL JOHN ADAIR DR,,,,Y,,,,,12/1/2016,12,2016,591,,553,0,,5850,0,407,,2280,0,158,,,12,12,,,,,,,,,KY,5850,487.5,2280,190,KY@1002@10121,210003001919,SY16-17,,553,0.934952853,,,,,,,,
Adair County High School,10121,1007,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728-1879,526 INDIAN DRIVE,,,,Y,,,,,12/1/2016,12,2016,779,,728,0,,6085,0,423,,2755,0,192,,,12,12,,,,,,,,,KY,6085,507.083333333,2755,229.583333333,KY@1007@10121,210003000001,SY16-17,,728,0.935003073,,,,,,,,
Adair County Elementary School,10121,1008,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728-1813,870 INDIAN DR,,,,Y,,,,,12/1/2016,12,2016,691,,646,0,,6498,0,452,,4035,0,281,,,12,12,,,,,,,,,KY,6498,541.5,4035,336.25,KY@1008@10121,210003002021,SY16-17,,646,0.934964029,,,,,,,,
Adair County Primary Center,10121,1009,Adair County,KY,ADAIR COUNTY,Columbia,42728,158 Colonel Casey Drive,,,,Y,,,,,12/1/2016,12,2016,577,,539,0,,5720,0,398,,3400,0,236,,,12,12,,,,,,,,,KY,5720,476.666666667,3400,283.333333333,KY@1009@10121,210003002345,SY16-17,,539,0.934946061,,,,,,,,
Adair County Middle School,10121,1002,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728,322 GENERAL JOHN ADAIR DR,,,,Y,,,,,1/1/2017,1,2017,591,,553,0,,9371,0,651,,3762,0,262,,,20,20,,,,,,,,,KY,9371,468.55,3762,188.1,KY@1002@10121,210003001919,SY16-17,,553,0.935042906,,,,,,,,
Adair County High School,10121,1007,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728-1879,526 INDIAN DRIVE,,,,Y,,,,,1/1/2017,1,2017,776,,726,0,,9769,0,679,,4365,0,303,,,20,20,,,,,,,,,KY,9769,488.45,4365,218.25,KY@1007@10121,210003000001,SY16-17,,726,0.935011485,,,,,,,,
Adair County Elementary School,10121,1008,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728-1813,870 INDIAN DR,,,,Y,,,,,1/1/2017,1,2017,687,,642,0,,10132,0,704,,6714,0,467,,,20,20,,,,,,,,,KY,10132,506.6,6714,335.7,KY@1008@10121,210003002021,SY16-17,,642,0.935031377,,,,,,,,
Adair County Primary Center,10121,1009,Adair County,KY,ADAIR COUNTY,Columbia,42728,158 Colonel Casey Drive,,,,Y,,,,,1/1/2017,1,2017,571,,534,0,,9143,0,636,,5632,0,392,,,20,20,,,,,,,,,KY,9143,457.15,5632,281.6,KY@1009@10121,210003002345,SY16-17,,534,0.934962675,,,,,,,,
Adair County Middle School,10121,1002,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728,322 GENERAL JOHN ADAIR DR,,,,Y,,,,,2/1/2017,2,2017,588,,550,0,,9197,0,639,,3673,0,255,,,19,19,,,,,,,,,KY,9197,484.052631579,3673,193.315789474,KY@1002@10121,210003001919,SY16-17,,550,0.935034567,,,,,,,,
Adair County High School,10121,1007,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728-1879,526 INDIAN DRIVE,,,,Y,,,,,2/1/2017,2,2017,772,,722,0,,9384,0,652,,4442,0,309,,,19,19,,,,,,,,,KY,9384,493.894736842,4442,233.789473684,KY@1007@10121,210003000001,SY16-17,,722,0.935033878,,,,,,,,
Adair County Elementary School,10121,1008,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728-1813,870 INDIAN DR,,,,Y,,,,,2/1/2017,2,2017,686,,641,0,,10134,0,704,,6538,0,455,,,19,19,,,,,,,,,KY,10134,533.368421053,6538,344.105263158,KY@1008@10121,210003002021,SY16-17,,641,0.935043366,,,,,,,,
Adair County Primary Center,10121,1009,Adair County,KY,ADAIR COUNTY,Columbia,42728,158 Colonel Casey Drive,,,,Y,,,,,2/1/2017,2,2017,572,,535,0,,9158,0,637,,5344,0,371,,,19,19,,,,,,,,,KY,9158,482,5344,281.263157895,KY@1009@10121,210003002345,SY16-17,,535,0.934966820,,,,,,,,
Adair County Middle School,10121,1002,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728,322 GENERAL JOHN ADAIR DR,,,,Y,,,,,3/1/2017,3,2017,590,,552,0,,11155,0,775,,4356,0,303,,,23,23,,,,,,,,,KY,11155,485,4356,189.391304348,KY@1002@10121,210003001919,SY16-17,,552,0.935037720,,,,,,,,
Adair County High School,10121,1007,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728-1879,526 INDIAN DRIVE,,,,Y,,,,,3/1/2017,3,2017,771,,721,0,,10921,0,759,,5113,0,355,,,23,23,,,,,,,,,KY,10921,474.826086957,5113,222.304347826,KY@1007@10121,210003000001,SY16-17,,721,0.935017123,,,,,,,,
Adair County Elementary School,10121,1008,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728-1813,870 INDIAN DR,,,,Y,,,,,3/1/2017,3,2017,682,,638,0,,12118,0,842,,7837,0,545,,,23,23,,,,,,,,,KY,12118,526.869565217,7837,340.739130435,KY@1008@10121,210003002021,SY16-17,,638,0.935030864,,,,,,,,
Adair County Primary Center,10121,1009,Adair County,KY,ADAIR COUNTY,Columbia,42728,158 Colonel Casey Drive,,,,Y,,,,,3/1/2017,3,2017,571,,534,0,,10895,0,757,,6483,0,451,,,23,23,,,,,,,,,KY,10895,473.695652174,6483,281.869565217,KY@1009@10121,210003002345,SY16-17,,534,0.935032612,,,,,,,,
Adair County Middle School,10121,1002,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728,322 GENERAL JOHN ADAIR DR,,,,Y,,,,,4/1/2017,4,2017,592,,554,0,,7002,0,487,,2828,0,197,,,15,15,,,,,,,,,KY,7002,466.8,2828,188.533333333,KY@1002@10121,210003001919,SY16-17,,554,0.934971291,,,,,,,,
Adair County High School,10121,1007,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728-1879,526 INDIAN DRIVE,,,,Y,,,,,4/1/2017,4,2017,770,,720,0,,7146,0,497,,3258,0,226,,,15,15,,,,,,,,,KY,7146,476.4,3258,217.2,KY@1007@10121,210003000001,SY16-17,,720,0.934973178,,,,,,,,
Adair County Elementary School,10121,1008,Adair County,KY,ADAIR COUNTY,COLUMBIA,42728-1813,870 INDIAN DR,,,,Y,,,,,4/1/2017,4,2017,676,,632,0,,7890,0,548,,5029,0,350,,,15,15,,,,,,,,,KY,7890,526,5029,335.266666667,KY@1008@10121,210003002021,SY16-17,,632,0.935055700,,,,,,,,
Adair County Primary Center,10121,1009,Adair County,KY,ADAIR COUNTY,Columbia,42728,158 Colonel Casey Drive,,,,Y,,,,,4/1/2017,4,2017,574,,537,0,,7296,0,507,,4331,0,301,,,15,15,,,,,,,,,KY,7296,486.4,4331,288.733333333,KY@1009@10121,210003002345,SY16-17,,537,0.935024990,,,,,,,,
Allen County Primary Center,10001,1000,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8877,721 NEW GALLATIN RD,,,,Y,,,,,8/1/2016,8,2016,1039,,884,0,,13765,0,2410,,15517,0,2717,,,20,20,,,,,,,,,KY,13765,688.25,15517,775.85,KY@1000@10001,210007000008,SY16-17,,884,0.851004637,,,,,,,,
Allen County-Scottsville High School,10001,1001,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-9647,1545 BOWLING GREEN RD,,,,N,,,,,8/1/2016,8,2016,925,,528,55,,7555,741,4869,,3370,341,744,,,20,20,,,,,,,,,KY,8296,414.8,3711,185.55,KY@1001@10001,210007000010,SY16-17,,583,0.630270270,,,,,,,,
James E Bazzell Middle School,10001,1002,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8836,201 NEW GALLATIN RD,,,,Y,,,,,8/1/2016,8,2016,435,,370,0,,6048,0,1059,,2051,0,359,,,20,20,,,,,,,,,KY,6048,302.4,2051,102.55,KY@1002@10001,210007000009,SY16-17,,370,0.850991980,,,,,,,,
Allen County Intermediate Center,10001,1003,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8818,720 OLIVER ST,,,,Y,,,,,8/1/2016,8,2016,700,,596,0,,10012,0,1753,,5006,0,877,,,20,20,,,,,,,,,KY,10012,500.6,5006,250.3,KY@1003@10001,210007000013,SY16-17,,596,0.850998725,,,,,,,,
Allen County Primary Center,10001,1000,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8877,721 NEW GALLATIN RD,,,,Y,,,,,9/1/2016,9,2016,1041,,886,0,,14443,0,2529,,15912,0,2786,,,20,20,,,,,,,,,KY,14443,722.15,15912,795.6,KY@1000@10001,210007000008,SY16-17,,886,0.850989866,,,,,,,,
Allen County-Scottsville High School,10001,1001,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-9647,1545 BOWLING GREEN RD,,,,N,,,,,9/1/2016,9,2016,920,,493,57,,7243,774,4864,,3553,370,933,,,20,20,,,,,,,,,KY,8017,400.85,3923,196.15,KY@1001@10001,210007000010,SY16-17,,550,0.597826087,,,,,,,,
James E Bazzell Middle School,10001,1002,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8836,201 NEW GALLATIN RD,,,,Y,,,,,9/1/2016,9,2016,435,,370,0,,6055,0,1060,,2350,0,411,,,20,20,,,,,,,,,KY,6055,302.75,2350,117.5,KY@1002@10001,210007000009,SY16-17,,370,0.851018974,,,,,,,,
Allen County Intermediate Center,10001,1003,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8818,720 OLIVER ST,,,,Y,,,,,9/1/2016,9,2016,701,,597,0,,10332,0,1809,,5224,0,915,,,20,20,,,,,,,,,KY,10332,516.6,5224,261.2,KY@1003@10001,210007000013,SY16-17,,597,0.851000741,,,,,,,,
Allen County Primary Center,10001,1000,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8877,721 NEW GALLATIN RD,,,,Y,,,,,10/1/2016,10,2016,1038,,883,0,,11003,0,1927,,12017,0,2104,,,15,15,,,,,,,,,KY,11003,733.533333333,12017,801.133333333,KY@1000@10001,210007000008,SY16-17,,883,0.850966744,,,,,,,,
Allen County-Scottsville High School,10001,1001,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-9647,1545 BOWLING GREEN RD,,,,N,,,,,10/1/2016,10,2016,917,,462,46,,5223,536,3680,,2697,291,766,,,15,15,,,,,,,,,KY,5759,383.933333333,2988,199.2,KY@1001@10001,210007000010,SY16-17,,508,0.553980371,,,,,,,,
James E Bazzell Middle School,10001,1002,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8836,201 NEW GALLATIN RD,,,,Y,,,,,10/1/2016,10,2016,433,,368,0,,4485,0,785,,1880,0,329,,,15,15,,,,,,,,,KY,4485,299,1880,125.333333333,KY@1002@10001,210007000009,SY16-17,,368,0.851043643,,,,,,,,
Allen County Intermediate Center,10001,1003,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8818,720 OLIVER ST,,,,Y,,,,,10/1/2016,10,2016,700,,596,0,,7797,0,1365,,3625,0,635,,,15,15,,,,,,,,,KY,7797,519.8,3625,241.666666667,KY@1003@10001,210007000013,SY16-17,,596,0.851015062,,,,,,,,
Allen County Primary Center,10001,1000,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8877,721 NEW GALLATIN RD,,,,Y,,,,,11/1/2016,11,2016,1041,,886,0,,12420,0,2175,,13341,0,2336,,,17,17,,,,,,,,,KY,12420,730.588235294,13341,784.764705882,KY@1000@10001,210007000008,SY16-17,,886,0.850976362,,,,,,,,
Allen County-Scottsville High School,10001,1001,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-9647,1545 BOWLING GREEN RD,,,,N,,,,,11/1/2016,11,2016,914,,467,46,,5833,595,4009,,3145,341,813,,,17,17,,,,,,,,,KY,6428,378.117647059,3486,205.058823529,KY@1001@10001,210007000010,SY16-17,,513,0.561269147,,,,,,,,
James E Bazzell Middle School,10001,1002,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8836,201 NEW GALLATIN RD,,,,Y,,,,,11/1/2016,11,2016,430,,366,0,,5061,0,886,,2305,0,404,,,17,17,,,,,,,,,KY,5061,297.705882353,2305,135.588235294,KY@1002@10001,210007000009,SY16-17,,366,0.851017320,,,,,,,,
Allen County Intermediate Center,10001,1003,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8818,720 OLIVER ST,,,,Y,,,,,11/1/2016,11,2016,705,,600,0,,8667,0,1517,,4252,0,744,,,17,17,,,,,,,,,KY,8667,509.823529412,4252,250.117647059,KY@1003@10001,210007000013,SY16-17,,600,0.851040848,,,,,,,,
Allen County Primary Center,10001,1000,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8877,721 NEW GALLATIN RD,,,,Y,,,,,12/1/2016,12,2016,1041,,886,0,,8758,0,1534,,9341,0,1635,,,12,12,,,,,,,,,KY,8758,729.833333333,9341,778.416666667,KY@1000@10001,210007000008,SY16-17,,886,0.850952196,,,,,,,,
Allen County-Scottsville High School,10001,1001,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-9647,1545 BOWLING GREEN RD,,,,N,,,,,12/1/2016,12,2016,911,,463,45,,4261,412,2903,,2460,232,687,,,12,12,,,,,,,,,KY,4673,389.416666667,2692,224.333333333,KY@1001@10001,210007000010,SY16-17,,508,0.557628979,,,,,,,,
James E Bazzell Middle School,10001,1002,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8836,201 NEW GALLATIN RD,,,,Y,,,,,12/1/2016,12,2016,429,,365,0,,3549,0,621,,1619,0,284,,,12,12,,,,,,,,,KY,3549,295.75,1619,134.916666667,KY@1002@10001,210007000009,SY16-17,,365,0.851079137,,,,,,,,
Allen County Intermediate Center,10001,1003,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8818,720 OLIVER ST,,,,Y,,,,,12/1/2016,12,2016,706,,601,0,,6240,0,1093,,2824,0,494,,,12,12,,,,,,,,,KY,6240,520,2824,235.333333333,KY@1003@10001,210007000013,SY16-17,,601,0.850947770,,,,,,,,
Allen County Primary Center,10001,1000,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8877,721 NEW GALLATIN RD,,,,Y,,,,,1/1/2017,1,2017,1052,,895,0,,13893,0,2432,,14936,0,2615,,,19,19,,,,,,,,,KY,13893,731.210526316,14936,786.105263158,KY@1000@10001,210007000008,SY16-17,,895,0.851026034,,,,,,,,
Allen County-Scottsville High School,10001,1001,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-9647,1545 BOWLING GREEN RD,,,,N,,,,,1/1/2017,1,2017,904,,466,44,,6615,660,4550,,3336,323,726,,,19,19,,,,,,,,,KY,7275,382.894736842,3659,192.578947368,KY@1001@10001,210007000010,SY16-17,,510,0.564159292,,,,,,,,
James E Bazzell Middle School,10001,1002,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8836,201 NEW GALLATIN RD,,,,Y,,,,,1/1/2017,1,2017,431,,367,0,,5598,0,980,,2373,0,416,,,19,19,,,,,,,,,KY,5598,294.631578947,2373,124.894736842,KY@1002@10001,210007000009,SY16-17,,367,0.851018547,,,,,,,,
Allen County Intermediate Center,10001,1003,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8818,720 OLIVER ST,,,,Y,,,,,1/1/2017,1,2017,708,,603,0,,9764,0,1709,,4192,0,734,,,19,19,,,,,,,,,KY,9764,513.894736842,4192,220.631578947,KY@1003@10001,210007000013,SY16-17,,603,0.851041576,,,,,,,,
Allen County Primary Center,10001,1000,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8877,721 NEW GALLATIN RD,,,,Y,,,,,2/1/2017,2,2017,1058,,900,0,,14028,0,2456,,15035,0,2632,,,19,19,,,,,,,,,KY,14028,738.315789474,15035,791.315789474,KY@1000@10001,210007000008,SY16-17,,900,0.851007037,,,,,,,,
Allen County-Scottsville High School,10001,1001,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-9647,1545 BOWLING GREEN RD,,,,N,,,,,2/1/2017,2,2017,898,,467,44,,6525,639,4430,,3659,309,813,,,19,19,,,,,,,,,KY,7164,377.052631579,3968,208.842105263,KY@1001@10001,210007000010,SY16-17,,511,0.569042316,,,,,,,,
James E Bazzell Middle School,10001,1002,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8836,201 NEW GALLATIN RD,,,,Y,,,,,2/1/2017,2,2017,432,,368,0,,5397,0,945,,2580,0,452,,,19,19,,,,,,,,,KY,5397,284.052631579,2580,135.789473684,KY@1002@10001,210007000009,SY16-17,,368,0.850993377,,,,,,,,
Allen County Intermediate Center,10001,1003,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8818,720 OLIVER ST,,,,Y,,,,,2/1/2017,2,2017,708,,603,0,,9673,0,1694,,4453,0,780,,,19,19,,,,,,,,,KY,9673,509.105263158,4453,234.368421053,KY@1003@10001,210007000013,SY16-17,,603,0.850972112,,,,,,,,
Allen County Primary Center,10001,1000,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8877,721 NEW GALLATIN RD,,,,Y,,,,,3/1/2017,3,2017,1057,,900,0,,17080,0,2991,,18302,0,3205,,,23,23,,,,,,,,,KY,17080,742.608695652,18302,795.739130435,KY@1000@10001,210007000008,SY16-17,,900,0.850979024,,,,,,,,
Allen County-Scottsville High School,10001,1001,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-9647,1545 BOWLING GREEN RD,,,,N,,,,,3/1/2017,3,2017,899,,475,44,,8379,771,5468,,4573,358,1186,,,23,23,,,,,,,,,KY,9150,397.826086957,4931,214.391304348,KY@1001@10001,210007000010,SY16-17,,519,0.577308120,,,,,,,,
James E Bazzell Middle School,10001,1002,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8836,201 NEW GALLATIN RD,,,,Y,,,,,3/1/2017,3,2017,434,,369,0,,6974,0,1221,,3410,0,597,,,23,23,,,,,,,,,KY,6974,303.217391304,3410,148.260869565,KY@1002@10001,210007000009,SY16-17,,369,0.851006711,,,,,,,,
Allen County Intermediate Center,10001,1003,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8818,720 OLIVER ST,,,,Y,,,,,3/1/2017,3,2017,709,,603,0,,12029,0,2106,,5610,0,982,,,23,23,,,,,,,,,KY,12029,523,5610,243.913043478,KY@1003@10001,210007000013,SY16-17,,603,0.851008136,,,,,,,,
Allen County Primary Center,10001,1000,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8877,721 NEW GALLATIN RD,,,,Y,,,,,4/1/2017,4,2017,1057,,900,0,,10652,0,1865,,11311,0,1980,,,14,14,,,,,,,,,KY,10652,760.857142857,11311,807.928571429,KY@1000@10001,210007000008,SY16-17,,900,0.851002636,,,,,,,,
Allen County-Scottsville High School,10001,1001,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-9647,1545 BOWLING GREEN RD,,,,N,,,,,4/1/2017,4,2017,896,,481,44,,4943,444,3034,,2689,230,669,,,14,14,,,,,,,,,KY,5387,384.785714286,2919,208.5,KY@1001@10001,210007000010,SY16-17,,525,0.5859375,,,,,,,,
James E Bazzell Middle School,10001,1002,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8836,201 NEW GALLATIN RD,,,,Y,,,,,4/1/2017,4,2017,435,,370,0,,4166,0,729,,2088,0,365,,,14,14,,,,,,,,,KY,4166,297.571428571,2088,149.142857143,KY@1002@10001,210007000009,SY16-17,,370,0.851072523,,,,,,,,
Allen County Intermediate Center,10001,1003,Allen County,KY,ALLEN COUNTY,SCOTTSVILLE,42164-8818,720 OLIVER ST,,,,Y,,,,,4/1/2017,4,2017,709,,603,0,,7133,0,1249,,3413,0,598,,,14,14,,,,,,,,,KY,7133,509.5,3413,243.785714286,KY@1003@10001,210007000013,SY16-17,,603,0.850990217,,,,,,,,
Anchorage Independent Public School,10058,1000,Anchorage Independent,KY,JEFFERSON COUNTY,ANCHORAGE,40223-2444,11400 RIDGE RD,,,,N,,,,,8/1/2016,8,2016,368,,15,0,,98,0,2444,,0,0,0,,,0,14,,,,,,,,,KY,98,7,0,,KY@1000@10058,210009000014,SY16-17,,15,0.040760870,,,,,,,,
Anchorage Independent Public School,10058,1000,Anchorage Independent,KY,JEFFERSON COUNTY,ANCHORAGE,40223-2444,11400 RIDGE RD,,,,N,,,,,9/1/2016,9,2016,368,,15,0,,252,0,3715,,0,0,0,,,0,21,,,,,,,,,KY,252,12,0,,KY@1000@10058,210009000014,SY16-17,,15,0.040760870,,,,,,,,
