Unique ID,District Name,School Name,State-Physical,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District ID,School ID
DE@SD112@GD329,Colonial,Southern,,,,,,,,,Y,,,,,10/1/2016,10,2016,870,,870,0,,,,,10840,,,,9841,,19,19,,GNG,,,,,,,DE,10840,570.526315789,9841,517.947368421,,SY16-17,,870,,,,,,,GNG,,,GD329,SD112
DE@SD110@GD329,Colonial,New Castle Middle,,,,,,,,,Y,,,,,10/1/2016,10,2016,576,,576,0,,,,,7910,,,,7232,,19,19,,GNG,,,,,,,DE,7910,416.315789474,7232,380.631578947,,SY16-17,,576,,,,,,,GNG,,,GD329,SD110
DE@SD104@GD329,Colonial,Eisenberg,,,,,,,,,Y,,,,,10/1/2016,10,2016,510,,510,0,,,,,7035,,,,5817,,19,19,,BIC,,,,,,,DE,7035,370.263157895,5817,306.157894737,,SY16-17,,510,,,,,,,BIC,,,GD329,SD104
DE@SD106@GD329,Colonial,Gunning Bedford,,,,,,,,,,,,,Y,10/1/2016,10,2016,1086,,401,84,,,,,9169,,,,7755,,19,19,,GNG,,,,,,,DE,9169,482.578947368,7755,408.157894737,,SY16-17,,485,,,,,,,GNG,,,GD329,SD106
DE@SD105@GD329,Colonial,George Read,,,,,,,,,Y,,,,,10/1/2016,10,2016,750,,750,0,,,,,9763,,,,6923,,19,19,,,,,,,,,DE,9763,513.842105263,6923,364.368421053,,SY16-17,,750,,,,,,,,,,GD329,SD105
DE@SD109@GD329,Colonial,McCullough,,,,,,,,,Y,,,,,10/1/2016,10,2016,791,,791,0,,,,,11916,,,,8154,,19,19,,GNG,,,,,,,DE,11916,627.157894737,8154,429.157894737,,SY16-17,,791,,,,,,,GNG,,,GD329,SD109
DE@SD114@GD329,Colonial,William Penn,,,,,,,,,,,,,Y,10/1/2016,10,2016,2087,,977,134,,,,,16037,,,,10664,,19,19,,GNG,,,,,,,DE,16037,844.052631579,10664,561.263157895,,SY16-17,,1111,,,,,,,GNG,,,GD329,SD114
DE@SD108@GD329,Colonial,Leach,,,,,,,,,Y,,,,,10/1/2016,10,2016,220,,220,0,,,,,1944,,,,1928,,19,19,,BIC,,,,,,,DE,1944,102.315789474,1928,101.473684211,,SY16-17,,220,,,,,,,BIC,,,GD329,SD108
DE@SD113@GD329,Colonial,The Wallin School,,,,,,,,,Y,,,,,10/1/2016,10,2016,146,,146,0,,,,,946,,,,852,,19,19,,GNG,,,,,,,DE,946,49.789473684,852,44.842105263,,SY16-17,,146,,,,,,,GNG,,,GD329,SD113
DE@SD119@GD331,DAPI,Dapi NCC County Site,,,,,,,,,,,,,,10/1/2016,10,2016,12,,12,0,,,,,164,,,,174,,19,18,,,,,,,,,DE,164,9.111111111,174,9.157894737,,SY16-17,,12,,,,,,,,,,GD331,SD119
DE@SD118@GD331,DAPI,Dapi Kent County Site,,,,,,,,,,,,,,10/1/2016,10,2016,8,,8,0,,,,,126,,,,91,,22,21,,,,,,,,,DE,126,6,91,4.136363636,,SY16-17,,8,,,,,,,,,,GD331,SD118
DE@SD120@GD331,DAPI,Dapi Sussex County Site,,,,,,,,,,,,,,10/1/2016,10,2016,22,,22,0,,,,,203,,,,150,,18,20,,,,,,,,,DE,203,10.15,150,8.333333333,,SY16-17,,22,,,,,,,,,,GD331,SD120
DE@SD121@GD332,DAPSS,DAPSS,,,,,,,,,,,,,,10/1/2016,10,2016,270,,155,18,,,,,2152,,,,729,,20,23,,BIC,,,,,,,DE,2152,93.565217391,729,36.45,,SY16-17,,173,,,,,,,BIC,,,GD332,SD121
DE@SD122@GD333,DE Design Lab,DE Design-Lab High School,,,,,,,,,,,,,,10/1/2016,10,2016,272,,149,28,,,,,2216,,,,911,,20,20,,,,,,,,,DE,2216,110.8,911,45.55,,SY16-17,,177,,,,,,,,,,GD333,SD122
DE@SD123@GD334,Delmar,Delmar School District,,,,,,,,,,,,,,10/1/2016,10,2016,1333,,445,65,,,,,7926,,,,4469,,19,20,,BIC,,,,,,,DE,7926,396.3,4469,235.210526316,,SY16-17,,510,,,,,,,BIC,,,GD334,SD123
DE@SD124@GD335,DOC,Baylor Women's Correctional Institution,,,,,,,,,,,,,,10/1/2016,10,2016,26,,26,0,,,,,519,,,,517,,30,30,,,,,,,,,DE,519,17.3,517,17.233333333,,SY16-17,,26,,,,,,,,,,GD335,SD124
DE@SD125@GD335,DOC,Central Violation of Probation,,,,,,,,,,,,,,10/1/2016,10,2016,10,,10,,,,,,269,,,,267,,29,29,,,,,,,,,DE,269,9.275862069,267,9.206896552,,SY16-17,,,,,,,,,,,,GD335,SD125
DE@SD126@GD335,DOC,Howard R. Young Correctional Institution,,,,,,,,,,,,,,10/1/2016,10,2016,158,,158,,,,,,4531,,,,4524,,30,30,,,,,,,,,DE,4531,151.033333333,4524,150.8,,SY16-17,,,,,,,,,,,,GD335,SD126
DE@SD127@GD335,DOC,James T. Vaughn Correctional Center,,,,,,,,,,,,,,10/1/2016,10,2016,35,,35,,,,,,968,,,,965,,30,30,,,,,,,,,DE,968,32.266666667,965,32.166666667,,SY16-17,,,,,,,,,,,,GD335,SD127
DE@SD128@GD335,DOC,Morris Community Correctional Center,,,,,,,,,,,,,,10/1/2016,10,2016,4,,4,,,,,,0,,,,11,,11,0,,,,,,,,,DE,0,,11,1,,SY16-17,,,,,,,,,,,,GD335,SD128
DE@SD129@GD335,DOC,Plummer Center,,,,,,,,,,,,,,10/1/2016,10,2016,14,,14,,,,,,249,,,,249,,27,27,,,,,,,,,DE,249,9.222222222,249,9.222222222,,SY16-17,,,,,,,,,,,,GD335,SD129
DE@SD130@GD335,DOC,Sussex Correctional Institution,,,,,,,,,,,,,,10/1/2016,10,2016,72,,72,,,,,,1961,,,,1959,,30,30,,,,,,,,,DE,1961,65.366666667,1959,65.3,,SY16-17,,,,,,,,,,,,GD335,SD130
DE@SD131@GD335,DOC,Sussex Release and Violation Center,,,,,,,,,,,,,,10/1/2016,10,2016,18,,18,,,,,,380,,,,377,,29,29,,,,,,,,,DE,380,13.103448276,377,13,,SY16-17,,,,,,,,,,,,GD335,SD131
DE@SD132@GD335,DOC,Webb Correction,,,,,,,,,,,,,,10/1/2016,10,2016,0,,0,,,,,,0,,,,0,,0,0,,,,,,,,,DE,0,,0,,,SY16-17,,,,,,,,,,,,GD335,SD132
DE@SD133@GD336,DYRS,Ferris school,,,,,,,,,,,,,,10/1/2016,10,2016,1079,,1079,0,,,,,1079,,,,1079,,1,1,,,,,,,,,DE,1079,1079,1079,1079,,SY16-17,,1079,,,,,,,,,,GD336,SD133
DE@SD138@GD336,DYRS,Stevenson House,,,,,,,,,,,,,,10/1/2016,10,2016,1199,,1199,0,,,,,1198,,,,1199,,0,0,,,,,,,,,DE,1198,,1199,,,SY16-17,,1199,,,,,,,,,,GD336,SD138
DE@SD136@GD336,DYRS,NCCDC,,,,,,,,,,,,,,10/1/2016,10,2016,2050,,2050,0,,,,,2036,,,,2040,,0,0,,,,,,,,,DE,2036,,2040,,,SY16-17,,2050,,,,,,,,,,GD336,SD136
DE@SD137@GD336,DYRS,Snowden Cottage,,,,,,,,,,,,,,10/1/2016,10,2016,282,,282,0,,,,,282,,,,282,,1,1,,,,,,,,,DE,282,282,282,282,,SY16-17,,282,,,,,,,,,,GD336,SD137
DE@SD134@GD336,DYRS,Grace Cottage,,,,,,,,,,,,,,10/1/2016,10,2016,191,,191,0,,,,,191,,,,191,,1,1,,,,,,,,,DE,191,191,191,191,,SY16-17,,191,,,,,,,,,,GD336,SD134
DE@SD135@GD336,DYRS,Mowlds Cottage,,,,,,,,,,,,,,10/1/2016,10,2016,211,,211,0,,,,,211,,,,211,,1,1,,,,,,,,,DE,211,211,211,211,,SY16-17,,211,,,,,,,,,,GD336,SD135
DE@SD139@GD337,East Side,East Side,,,,,,,,,,,,,,10/1/2016,10,2016,496,,496,0,,,,,8927,,,,6996,,20,21,,BIC,,,,,,,DE,8927,425.095238095,6996,349.8,,SY16-17,,496,,,,,,,BIC,,,GD337,SD139
DE@SD140@GD338,ECHS,Early College High School,,,,,,,,,,,,,,10/1/2016,10,2016,291,,157,37,,,,,1214,,,,335,,33,33,,,,,,,,,DE,1214,36.787878788,335,10.151515152,,SY16-17,,194,,,,,,,,,,GD338,SD140
DE@SD141@GD339,Family Foundations,FFA ELEMENTARY,,,,,,,,,Y,,,,,10/1/2016,10,2016,465,,419,0,,,,,11620,,,,10861,,20,20,,,,,,,,,DE,11620,581,10861,543.05,,SY16-17,,419,,,,,,,,,,GD339,SD141
DE@SD142@GD339,Family Foundations,FFA MIDDLE,,,,,,,,,,,,,,10/1/2016,10,2016,292,,263,0,,,,,,,,,,,0,0,,,,,,,,,DE,,,,,,SY16-17,,263,,,,,,,,,,GD339,SD142
DE@SD143@GD340,First State Military,First State Military Academy,,,,,,,,,,,,,,10/1/2016,10,2016,291,,97,16,,,,,1476,,,,655,,20,20,,,,,,,,,DE,1476,73.8,655,32.75,,SY16-17,,113,,,,,,,,,,GD340,SD143
DE@SD144@GD341,First State Montessori,First State Montessori Academy,,,,,,,,,,,,,,10/1/2016,10,2016,428,,66,8,,,,,752,,,,596,,44,18,,BIC,,,,,,,DE,752,41.777777778,596,13.545454545,,SY16-17,,74,,,,,,,BIC,,,GD341,SD144
DE@SD145@GD342,Friere,Freire Charter School Wilmington,,,,,,,,,Y,,,,,10/1/2016,10,2016,320,,237,0,,,,,2887,,,,286,,19,19,,,,,,,,,DE,2887,151.947368421,286,15.052631579,,SY16-17,,237,,,,,,,,,,GD342,SD145
DE@SD146@GD343,Gateway Lab School,Gateway Lab School,,,,,,,,,,,,,,10/1/2016,10,2016,236,,123,14,,,,,1718,,,,1978,,19,19,,BIC,,,,,,,DE,1718,90.421052632,1978,104.105263158,100005200346,SY16-17,,137,,,,,,,BIC,,,GD343,SD146
DE@SD147@GD344,Harvest Christian,Harvest Christian Academy,,,,,,,,,,,,,,10/1/2016,10,2016,99,,89,1,,,,,1682,,,,1733,,20,21,,GNG,,,,,,,DE,1682,80.095238095,1733,86.65,,SY16-17,,90,,,,,,,GNG,,,GD344,SD147
DE@SD164@GD345,Indian River,TOTS Program,,,,,,,,,,,,,,10/1/2016,10,2016,58,,58,0,,,,,291,,,,284,,20,19,,BIC,,,,,,,DE,291,15.315789474,284,14.2,,SY16-17,,58,,,,,,,BIC,,,GD345,SD164
DE@SD149@GD345,Indian River,G.W. Carver,,,,,,,,,,,,,,10/1/2016,10,2016,82,,62,2,,,,,1148,,,,689,,19,19,,,,,,,,,DE,1148,60.421052632,689,36.263157895,,SY16-17,,64,,,,,,,,,,GD345,SD149
DE@SD156@GD345,Indian River,Long Neck Elementary,,,,,,,,,,,,,,10/1/2016,10,2016,819,,527,66,,,,,9182,,,,4259,,20,19,,,,,,,,,DE,9182,483.263157895,4259,212.95,,SY16-17,,593,,,,,,,,,,GD345,SD156
DE@SD159@GD345,Indian River,North Georgetown Elem.,,,,,,,,,,,,,,10/1/2016,10,2016,873,,695,39,,,,,13138,,,,8048,,19,19,,BIC,,,,,,,DE,13138,691.473684211,8048,423.578947368,,SY16-17,,734,,,,,,,BIC,,,GD345,SD159
DE@SD155@GD345,Indian River,John M. Clayton Elem.,,,,,,,,,,,,,,10/1/2016,10,2016,634,,454,32,,,,,8018,,,,3950,,20,20,,,,,,,,,DE,8018,400.9,3950,197.5,,SY16-17,,486,,,,,,,,,,GD345,SD155
DE@SD157@GD345,Indian River,Lord Baltimore Elem.,,,,,,,,,,,,,,10/1/2016,10,2016,657,,228,21,,,,,3349,,,,1447,,19,19,,,,,,,,,DE,3349,176.263157895,1447,76.157894737,,SY16-17,,249,,,,,,,,,,GD345,SD157
DE@SD148@GD345,Indian River,East Millsboro Elem.,,,,,,,,,,,,,,10/1/2016,10,2016,851,,437,50,,,,,7472,,,,4877,,20,20,,,,,,,,,DE,7472,373.6,4877,243.85,,SY16-17,,487,,,,,,,,,,GD345,SD148
DE@SD160@GD345,Indian River,Phillip C. Showell,,,,,,,,,,,,,,10/1/2016,10,2016,407,,263,24,,,,,4326,,,,2211,,20,19,,,,,,,,,DE,4326,227.684210526,2211,110.55,,SY16-17,,287,,,,,,,,,,GD345,SD160
DE@SD158@GD345,Indian River,Millsboro Middle,,,,,,,,,,,,,,10/1/2016,10,2016,696,,383,36,,,,,7020,,,,2648,,19,20,,GNG,,,,,,,DE,7020,351,2648,139.368421053,,SY16-17,,419,,,,,,,GNG,,,GD345,SD158
DE@SD161@GD345,Indian River,Selbyville Middle,,,,,,,,,,,,,,10/1/2016,10,2016,697,,351,40,,,,,6443,,,,1829,,20,20,,,,,,,,,DE,6443,322.15,1829,91.45,,SY16-17,,391,,,,,,,,,,GD345,SD161
DE@SD154@GD345,Indian River,Indian River High,,,,,,,,,,,,,,10/1/2016,10,2016,947,,372,53,,,,,6833,,,,2111,,20,20,,,,,,,,,DE,6833,341.65,2111,105.55,,SY16-17,,425,,,,,,,,,,GD345,SD154
DE@SD163@GD345,Indian River,Sussex Central High,,,,,,,,,,,,,,10/1/2016,10,2016,1620,,920,97,,,,,15272,,,,4746,,20,20,,,,,,,,,DE,15272,763.6,4746,237.3,,SY16-17,,1017,,,,,,,,,,GD345,SD163
DE@SD162@GD345,Indian River,Southern DE School of Arts,,,,,,,,,,,,,,10/1/2016,10,2016,459,,98,20,,,,,2367,,,,1099,,19,19,,,,,,,,,DE,2367,124.578947368,1099,57.842105263,,SY16-17,,118,,,,,,,,,,GD345,SD162
DE@SD153@GD345,Indian River,Howard T. Ennis,,,,,,,,,,,,,,10/1/2016,10,2016,164,,86,11,,,,,1322,,,,1309,,20,19,,,,,,,,,DE,1322,69.578947368,1309,65.45,,SY16-17,,97,,,,,,,,,,GD345,SD153
DE@SD152@GD345,Indian River,Georgetown Middle,,,,,,,,,,,,,,10/1/2016,10,2016,690,,475,34,,,,,13457,,,,12206,,19,19,,,,,,,,,DE,13457,708.263157895,12206,642.421052632,,SY16-17,,509,,,,,,,,,,GD345,SD152
DE@SD151@GD345,Indian River,Georgetown Kindergarten,,,,,,,,,,,,,,10/1/2016,10,2016,291,,218,11,,,,,3993,,,,4053,,19,20,,,,,,,,,DE,3993,199.65,4053,213.315789474,,SY16-17,,229,,,,,,,,,,GD345,SD151
DE@SD150@GD345,Indian River,Georgetown Elementary,,,,,,,,,,,,,,10/1/2016,10,2016,776,,561,33,,,,,6051,,,,442,,20,19,,,,,,,,,DE,6051,318.473684211,442,22.1,,SY16-17,,594,,,,,,,,,,GD345,SD150
DE@SD165@GD346,Islamic Academy,Islamic Academy of Delaware,,,,,,,,,,,,,,10/1/2016,10,2016,131,,82,7,,,,,1420,,,,1010,,20,20,,,,,,,,,DE,1420,71,1010,50.5,,SY16-17,,89,,,,,,,,,,GD346,SD165
DE@SD166@GD347,Kingswood Academy,KINGSWOOD ACADEMY,,,,,,,,,,,,,,10/1/2016,10,2016,64,,0,0,,,,,397,,,,392,,16,17,,,,,,,,,DE,397,23.352941176,392,24.5,,SY16-17,,0,,,,,,,,,,GD347,SD166
DE@SD169@GD348,Lake Forest,High School,,,,,,,,,Y,,,,,10/1/2016,10,2016,959,,677,0,,,,,10649,,,,2706,,18,20,,,,,,,,,DE,10649,532.45,2706,150.333333333,,SY16-17,,677,,,,,,,,,,GD348,SD169
DE@SD172@GD348,Lake Forest,W. T. Chipman Middle,,,,,,,,,Y,,,,,10/1/2016,10,2016,876,,638,0,,,,,10710,,,,3733,,20,19,,,,,,,,,DE,10710,563.684210526,3733,186.65,,SY16-17,,638,,,,,,,,,,GD348,SD172
DE@SD167@GD348,Lake Forest,Central Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,607,,439,0,,,,,7027,,,,3327,,19,19,,,,,,,,,DE,7027,369.842105263,3327,175.105263158,,SY16-17,,439,,,,,,,,,,GD348,SD167
DE@SD168@GD348,Lake Forest,East Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,295,,216,0,,,,,3378,,,,3014,,18,20,,BIC,,,,,,,DE,3378,168.9,3014,167.444444444,,SY16-17,,216,,,,,,,BIC,,,GD348,SD168
DE@SD170@GD348,Lake Forest,North Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,517,,376,0,,,,,5204,,,,2740,,19,19,,,,,,,,,DE,5204,273.894736842,2740,144.210526316,,SY16-17,,376,,,,,,,,,,GD348,SD170
DE@SD171@GD348,Lake Forest,South Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,493,,358,0,,,,,5623,,,,3050,,19,20,,,,,,,,,DE,5623,281.15,3050,160.526315789,,SY16-17,,358,,,,,,,,,,GD348,SD171
DE@SD173@GD349,Laurel,Dunbar Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,477,,446,,,,,,6242,,,,6234,,20,19,,BIC,,,,,,,DE,6242,328.526315789,6234,311.7,,SY16-17,,,,,,,,,BIC,,,GD349,SD173
DE@SD176@GD349,Laurel,North Laurel Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,680,,635,,,,,,10023,,,,8332,,19,20,,BIC,,,,,,,DE,10023,501.15,8332,438.526315789,,SY16-17,,,,,,,,,BIC,,,GD349,SD176
DE@SD175@GD349,Laurel,Laurel Middle School,,,,,,,,,Y,,,,,10/1/2016,10,2016,732,,683,,,,,,11674,,,,4471,,19,19,,,,,,,,,DE,11674,614.421052632,4471,235.315789474,,SY16-17,,,,,,,,,,,,GD349,SD175
DE@SD174@GD349,Laurel,Laurel High School,,,,,,,,,Y,,,,,10/1/2016,10,2016,539,,503,,,,,,7947,,,,1165,,20,19,,,,,,,,,DE,7947,418.263157895,1165,58.25,,SY16-17,,,,,,,,,,,,GD349,SD174
DE@SD179@GD350,Milford,E.I. Morris,,,,,,,,,Y,,,,,10/1/2016,10,2016,409,,302,0,,,,,3590,,,,3805,,20,20,,,,,,,,,DE,3590,179.5,3805,190.25,,SY16-17,,302,,,,,,,,,,GD350,SD179
DE@SD180@GD350,Milford,Lulu Ross Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,641,,474,0,,,,,7444,,,,4920,,20,20,,,,,,,,,DE,7444,372.2,4920,246,,SY16-17,,474,,,,,,,,,,GD350,SD180
DE@SD177@GD350,Milford,Benjamin Bannker Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,523,,387,0,,,,,6089,,,,4410,,20,20,,,,,,,,,DE,6089,304.45,4410,220.5,,SY16-17,,387,,,,,,,,,,GD350,SD177
DE@SD182@GD350,Milford,Mispillion Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,560,,414,0,,,,,6448,,,,4366,,20,20,,,,,,,,,DE,6448,322.4,4366,218.3,,SY16-17,,414,,,,,,,,,,GD350,SD182
DE@SD178@GD350,Milford,Central Academy,,,,,,,,,Y,,,,,10/1/2016,10,2016,969,,717,0,,,,,11380,,,,5344,,20,20,,,,,,,,,DE,11380,569,5344,267.2,,SY16-17,,717,,,,,,,,,,GD350,SD178
DE@SD181@GD350,Milford,Milford High School,,,,,,,,,Y,,,,,10/1/2016,10,2016,1020,,754,0,,,,,9588,,,,3457,,20,20,,,,,,,,,DE,9588,479.4,3457,172.85,,SY16-17,,754,,,,,,,,,,GD350,SD181
DE@SD184@GD351,MOT,MOT Charter K-8 Academy,,,,,,,,,,,,,,10/1/2016,10,2016,701,,49,7,,,,,783,,,,200,,18,18,,GNG,,,,,,,DE,783,43.5,200,11.111111111,,SY16-17,,56,,,,,,,GNG,,,GD351,SD184
DE@SD183@GD351,MOT,MOT Charter High School,,,,,,,,,,,,,,10/1/2016,10,2016,458,,64,12,,,,,1089,,,,387,,18,19,,GNG,,,,,,,DE,1089,57.315789474,387,21.5,,SY16-17,,76,,,,,,,GNG,,,GD351,SD183
DE@SD185@GD352,Murphey School,Bradford Cottage,,,,,,,,,,,,,,10/1/2016,10,2016,7,,7,0,,,,,70,,,,217,,31,10,,,,,,,,,DE,70,7,217,7,,SY16-17,,7,,,,,,,,,,GD352,SD185
DE@SD187@GD352,Murphey School,Florence Cottage,,,,,,,,,,,,,,10/1/2016,10,2016,11,,11,0,,,,,107,,,,316,,28,10,,,,,,,,,DE,107,10.7,316,11.285714286,,SY16-17,,11,,,,,,,,,,GD352,SD187
DE@SD186@GD352,Murphey School,Elizabeth Cottage,,,,,,,,,,,,,,10/1/2016,10,2016,7,,7,0,,,,,68,,,,210,,30,11,,,,,,,,,DE,68,6.181818182,210,7,,SY16-17,,7,,,,,,,,,,GD352,SD186
DE@SD188@GD352,Murphey School,Sanford Cottage,,,,,,,,,,,,,,10/1/2016,10,2016,5,,5,0,,,,,26,,,,147,,29,6,,,,,,,,,DE,26,4.333333333,147,5.068965517,,SY16-17,,5,,,,,,,,,,GD352,SD188
DE@SD189@GD353,NCCVT,Delcastle,,,,,,,,,,,,,,10/1/2016,10,2016,1587,,770,110,,,,,13405,,,,6118,,20,20,,,,,,,,,DE,13405,670.25,6118,305.9,,SY16-17,,880,,,,,,,,,,GD353,SD189
DE@SD190@GD353,NCCVT,Hodgson,,,,,,,,,,,,,,10/1/2016,10,2016,1123,,422,71,,,,,7372,,,,3379,,20,20,,,,,,,,,DE,7372,368.6,3379,168.95,,SY16-17,,493,,,,,,,,,,GD353,SD190
DE@SD191@GD353,NCCVT,Howard,,,,,,,,,,,,,,10/1/2016,10,2016,860,,549,69,,,,,8962,,,,4781,,20,20,,,,,,,,,DE,8962,448.1,4781,239.05,,SY16-17,,618,,,,,,,,,,GD353,SD191
DE@SD192@GD353,NCCVT,St.Georges,,,,,,,,,,,,,,10/1/2016,10,2016,1119,,228,53,,,,,4375,,,,2247,,20,19,,,,,,,,,DE,4375,230.263157895,2247,112.35,,SY16-17,,281,,,,,,,,,,GD353,SD192
DE@SD193@GD354,Newark Charter,Newark Charter,,,,,,,,,,,,,,10/1/2016,10,2016,1335,,175,35,,,,,2744,,,,457,,27,19,,GNG,,,,,,,DE,2744,144.421052632,457,16.925925926,,SY16-17,,210,,,,,,,GNG,,,GD354,SD193
DE@SD194@GD354,Newark Charter,Newark Charter Jr/Sr High,,,,,,,,,,,,,,10/1/2016,10,2016,988,,87,17,,,,,1135,,,,201,,18,19,,GNG,,,,,,,DE,1135,59.736842105,201,11.166666667,,SY16-17,,104,,,,,,,GNG,,,GD354,SD194
DE@SD195@GD355,Odyssey Charter,Odyssey Charter School Elementary,,,,,,,,,,,,,,10/1/2016,10,2016,646,,126,26,,,,,1749,,,,1690,,12,16,,GNG,,,,,,,DE,1749,109.3125,1690,140.833333333,,SY16-17,,152,,,,,,,GNG,,,GD355,SD195
DE@SD197@GD355,Odyssey Charter,Odyssey Charter School Middle,,,,,,,,,,,,,,10/1/2016,10,2016,728,,159,39,,,,,2554,,,,1775,,8,18,,GNG,,,,,,,DE,2554,141.888888889,1775,221.875,,SY16-17,,198,,,,,,,GNG,,,GD355,SD197
DE@SD196@GD355,Odyssey Charter,Odyssey Charter School High,,,,,,,,,,,,,,10/1/2016,10,2016,79,,25,3,,,,,389,,,,352,,11,16,,GNG,,,,,,,DE,389,24.3125,352,32,,SY16-17,,28,,,,,,,GNG,,,GD355,SD196
DE@SD198@GD356,Parkway Central,Parkway Academy Central,,,,,,,,,Y,,,,,10/1/2016,10,2016,111,,111,0,,,,,1017,,,,1009,,21,21,,,,,,,,,DE,1017,48.428571429,1009,48.047619048,,SY16-17,,111,,,,,,,,,,GD356,SD198
DE@SD199@GD357,Parkway North,Parkway North,,,,,,,,,Y,,,,,10/1/2016,10,2016,82,,82,0,,,,,527,,,,462,,17,18,,,,,,,,,DE,527,29.277777778,462,27.176470588,,SY16-17,,82,,,,,,,,,,GD357,SD199
DE@SD201@GD358,Polytech,POLYTECH,,,,,,,,,,,,,,10/1/2016,10,2016,1202,,269,60,,,,,5549,,,,1823,,2,15,,,,,,,,,DE,5549,369.933333333,1823,911.5,,SY16-17,,329,,,,,,,,,,GD358,SD201
DE@SD200@GD358,Polytech,DE GUIDANCE,,,,,,,,,,,,,,10/1/2016,10,2016,5,,5,,,,,,85,,,,90,,18,17,,,,,,,,,DE,85,5,90,5,,SY16-17,,,,,,,,,,,,GD358,SD200
DE@SD202@GD359,Positive Change,Positive Change,,,,,,,,,Y,,,,,10/1/2016,10,2016,24,,24,,,,,,444,,,,444,,20,20,,,,,,,,,DE,444,22.2,444,22.2,,SY16-17,,,,,,,,,,,,GD359,SD202
DE@SD203@GD360,Positive Outcomes,Positive Outcomes Charter School,,,,,,,,,,,,,,10/1/2016,10,2016,125,,56,8,,,,,848,,,,677,,19,19,,GNG,,,,,,,DE,848,44.631578947,677,35.631578947,,SY16-17,,64,,,,,,,GNG,,,GD360,SD203
DE@SD204@GD361,Prestige Academy,Prestige Academy,,,,,,,,,,,,,,10/1/2016,10,2016,145,,145,0,,,,,2608,,,,1365,,20,20,,,,,,,,,DE,2608,130.4,1365,68.25,100004800338,SY16-17,,145,,,,,,,,,,GD361,SD204
DE@SD205@GD362,Providence Creek,Providence creek Charter School,,,,,,,,,,,,,,10/1/2016,10,2016,687,,196,33,,,,,3467,,,,1417,,21,20,,BIC,,,,,,,DE,3467,173.35,1417,67.476190476,,SY16-17,,229,,,,,,,BIC,,,GD362,SD205
DE@SD214@GD363,Red Clay,Forest Oak Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,746,,632,0,,,,,7936,,,,6055,,17,17,,GNG,,,,,,,DE,7936,466.823529412,6055,356.176470588,,SY16-17,,632,,,,,,,GNG,,,GD363,SD214
DE@SD216@GD363,Red Clay,Heritage Elementary,,,,,,,,,,,,,,10/1/2016,10,2016,645,,153,12,,,,,2537,,,,1412,,18,19,,GNG,,,,,,,DE,2537,133.526315789,1412,78.444444444,,SY16-17,,165,,,,,,,GNG,,,GD363,SD216
DE@SD217@GD363,Red Clay,Highlands Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,311,,263,0,,,,,4210,,,,4051,,18,17,,GNG,,,,,,,DE,4210,247.647058824,4051,225.055555556,,SY16-17,,263,,,,,,,GNG,,,GD363,SD217
DE@SD218@GD363,Red Clay,Lewis Elementary,,,,,,,,,Y,,,,,10/1/2016,10,2016,465,,398,0,,,,,6350,,,,4207,,18,18,,GNG,,,,,,,DE,6350,352.777777778,4207,233.722222222,,SY16-17,,398,,,,,,,GNG,,,GD363,SD218
