ISP,State-Reporting,Enrollment-Free and Reduced,Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,BAB Implementation Date from Grants Data,Breakfast Delivery Model from Other Source-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Grants Data-Standardized,School Type-Standardized,School Level-Standardized,FR Enrollment Percentage,FR Enrollment,Target Area,NCES ID,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,"BAB Implementation Date Other Source, Note Source Here",BAB Implementation Date from Other Source,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Campaign Tracking Data,"Breakfast Delivery Model from Other Source, Note Source Here",Breakfast Delivery Model from Other Source-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Meals-Paid,Lunch Meals-Paid,Enrollment-Paid,Enrollment-Total,Claim Year,Claim Month,Claim Date,Universal Free (Y/N),Provision 3 (Y/N),Provision 2 (Y/N),Provision 1 (Y/N),CEP (Y/N),School Type-Original,School Level-Original,Street Address-Line 2,Street Address-Line 1,Zip Code,City,County,State-Physical,School Name,School ID,School Year,District ID,District Name,Operating Days-Breakfast Only,Operating Days-Lunch Only,Enrollment-Free,Enrollment-Reduced,Breakfast Meals-Free,Lunch Meals-Free,Breakfast Meals-Reduced,Lunch Meals-Reduced
,AR,,,,,,,,,,,,,,685,,,AR@000@4602-000,224.724719101,40001,290.634831461,51733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,4602-000,GENOA CENTRAL SD,178,178,534,151,34687,44589,5314,7144
,AR,,,,,,,,,,,,,,1136,,,AR@000@0403-000,379.893048128,71040,610.716577540,114204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,0403-000,GENTRY SD,187,187,834,302,53785,85751,17255,28453
,AR,,,,,,,,,,,,,,645,,,AR@000@3002-000,283.887640449,50532,373.674157303,66514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3002-000,GLEN ROSE SD,178,178,541,104,45809,60112,4723,6402
,AR,,,,,,,,,,,,,,1098,,,AR@000@4708-000,384.426966292,68428,658.853932584,117276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,4708-000,GOSNELL SD,178,178,901,197,58261,97594,10167,19682
,AR,,,,,,,,,,,,,,1238,,,AR@000@0404-000,630.865168539,112294,724.719101124,129000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,0404-000,GRAVETTE SD,178,178,857,381,90013,102088,22281,26912
,AR,,,,,,,,,,,,,,1217,,,AR@000@0803-000,707.971751412,125311,939.197740113,166238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,0803-000,GREEN FOREST SD,177,177,965,252,102323,133560,22988,32678
,AR,,,,,,,,,,,,,,1556,,,AR@000@2303-000,548.617977528,97654,944.398876404,168103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2303-000,GREENBRIER SD,178,178,1148,408,77716,130012,19938,38091
,AR,,,,,,,,,,,,,,2566,,,AR@000@2807-000,859.859550562,153055,1173.106741573,208813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2807-000,GREENE COUNTY TECH SD,178,178,1949,617,120094,163901,32961,44912
,AR,,,,,,,,,,,,,,708,,,AR@000@7204-000,312.615819209,55333,390.497175141,69118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7204-000,GREENLAND SD,177,177,589,119,48721,58989,6612,10129
,AR,,,,,,,,,,,,,,1525,,,AR@000@6602-000,505.365168539,89955,952.050561798,169465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6602-000,GREENWOOD SD,178,178,1140,385,71850,129189,18105,40276
,AR,,,,,,,,,,,,,,601,,,AR@000@1003-000,273.901734104,47385,409.277456647,70805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1003-000,GURDON SD,173,173,510,91,42026,60991,5359,9814
,AR,,,,,,,,,,,,,,291,,,AR@000@2304-000,137.179775281,24418,174.224719101,31012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2304-000,GUY-PERKINS SD,178,178,237,54,20657,24957,3761,6055
,AR,,,,,,,,,,,,,,567,,,AR@000@6603-000,209.322033898,37050,364.790960452,64568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6603-000,HACKETT SD,177,177,567,0,37050,64568,0,0
,AR,,,,,,,,,,,,,,1208,,,AR@000@0203-000,488.754285714,85532,915.382857143,160192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,0203-000,HAMBURG SD,175,175,989,219,72900,134298,12632,25894
,AR,,,,,,,,,,,,,,445,,,AR@000@0701-000,193.511235955,34445,309.926966292,55167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,0701-000,HAMPTON SD,178,178,376,69,30205,48193,4240,6974
,AR,,,,,,,,,,,,,,535,,,AR@000@6304-000,121.162921348,21567,290.516853933,51712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6304-000,HARMONY GROVE (SALINE),178,178,414,121,17581,41379,3986,10333
,AR,,,,,,,,,,,,,,664,,,AR@000@5205-000,260.550561798,46378,426.146067416,75854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,5205-000,HARMONY GROVE SD,178,178,513,151,37715,59773,8663,16081
,AR,,,,,,,,,,,,,,899,,,AR@000@5602-000,473.073863636,83261,627.198863636,110387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,5602-000,HARRISBURG SD,176,176,754,145,70059,92550,13202,17837
,AR,,,,,,,,,,,,,,18038,,,AR@000@0503-000,526.446327684,93181,929.112359551,165382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,0503-000,HARRISON SD,177,178,15351,2687,80408,141541,12773,23841
,AR,,,,,,,,,,,,,,477,,,AR@000@5903-000,244.6,42805,317.267045455,55839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,5903-000,HAZEN SD,175,176,384,93,36030,45754,6775,10085
,AR,,,,,,,,,,,,,,1185,,,AR@000@1202-000,387.005617978,68887,683.825842697,121721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1202-000,HEBER SPRINGS SD,178,178,957,228,57900,100501,10987,21220
,AR,,,,,,,,,,,,,,543,,,AR@000@5803-000,227.655367232,40295,280.028248588,49565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,5803-000,HECTOR SD,177,177,543,0,40295,49565,0,0
,AR,,,,,,,,,,,,,,1288,,,AR@000@5403-000,851.144444444,153206,1053.85,189693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,5403-000,HELENA-WEST HELENA SD,180,180,1288,0,153206,189693,0,0
,AR,,,,,,,,,,,,,,395,,,AR@000@0601-000,224.859550562,40025,324.247191011,57716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,0601-000,HERMITAGE SD,178,178,395,0,40025,57716,0,0
,AR,,,,,,,,,,,,,,1249,,,AR@000@6804-000,667.428571429,116800,909.068571429,159087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6804-000,HIGHLAND SD,175,175,1007,242,97700,130898,19100,28189
,AR,,,,,,,,,,,,,,342,,,AR@000@3809-000,196.868571429,34452,247.897142857,43382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3809-000,HILLCREST,175,175,265,77,27381,34522,7071,8860
,AR,,,,,,,,,,,,,,2385,,,AR@000@2903-000,980.792134831,174581,1540.966292135,274292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2903-000,HOPE SD,178,178,2385,0,174581,274292,0,0
,AR,,,,,,,,,,,,,,672,,,AR@000@6703-000,249.407821229,44644,474.407821229,84919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6703-000,HORATIO SD,179,179,548,124,38651,71594,5993,13325
,AR,,,,,,,,,,,,,,3538,,,AR@000@2603-000,1637.932203390,289914,2423.858757062,429023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2603-000,HOT SPRINGS SD,177,177,3538,0,289914,429023,0,0
,AR,,,,,,,,,,,,,,722,,,AR@000@3804-000,336.618497110,58235,560.803468208,97019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3804-000,HOXIE SD,173,173,722,0,58235,97019,0,0
,AR,,,,,,,,,,,,,,1561,,,AR@000@4401-000,518.209039548,91723,989.011299435,175055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,4401-000,HUNTSVILLE SD,177,177,1222,339,78109,144533,13614,30522
,AR,,,,,,,,,,,,,,57,,,AR@000@3840-000,30.752808989,5474,31.371428571,5490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3840-000,IMBODEN AREA CHARTER SD,178,175,46,11,3936,4409,1538,1081
,AR,,,,,,,,,,,,,,407,,,AR@000@3306-000,220.189944134,39414,303.603351955,54345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3306-000,IZARD COUNTY CONS SD,179,179,340,67,33606,45747,5808,8598
,AR,,,,,,,,,,,,,,701,,,AR@000@3405-000,351.222797927,67786,463.854922280,89524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3405-000,JACKSON COUNTY SD,193,193,538,163,54686,70535,13100,18989
,AR,,,,,,,,,,,,,,3520,,,AR@000@6004-000,2159.679775281,384423,2356.865168539,419522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6004-000,JACKSONVILLE N. PULASKI SD,178,178,3520,0,384423,419522,0,0
,AR,,,,,,,,,,,,,,656,,,AR@000@5102-000,377.849162011,67635,459.687150838,82284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,5102-000,JASPER SD,179,179,557,99,58697,72347,8938,9937
,AR,,,,,,,,,,,,,,635,,,AR@000@2604-000,389.147540984,71214,435.038251366,79612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2604-000,JESSIEVILLE SD,183,183,494,141,55313,61719,15901,17893
,AR,,,,,,,,,,,,,,5880,,,AR@000@1608-000,3616.471910112,643732,4503.685393258,801656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1608-000,JONESBORO SD,178,178,5880,0,643732,801656,0,0
,AR,,,,,,,,,,,,,,470,,,AR@000@7003-000,157.418079096,27863,323.146892655,57197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7003-000,JUNCTION CITY SD,177,177,404,66,26630,51948,1233,5249
,AR,,,,,,,,,,,,,,2538,,,AR@000@5440-000,1071.058823529,200288,1114.032085561,208324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,5440-000,KIPP DELTA SD,187,187,1269,1269,200288,208324,0,0
,AR,,,,,,,,,,,,,,326,,,AR@000@5503-000,94.101123596,16750,173.769662921,30931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,5503-000,KIRBY SD,178,178,275,51,15212,27524,1538,3407
,AR,,,,,,,,,,,,,,555,,,AR@000@3704-000,289.428571429,50650,400.028571429,70005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3704-000,LAFAYETTE COUNTY SD,175,175,530,25,48948,67293,1702,2712
,AR,,,,,,,,,,,,,,2858,,,AR@000@2605-000,944.533333333,170016,1839.85,331173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2605-000,LAKE HAMILTON SD,180,180,2332,526,140949,271478,29067,59695
,AR,,,,,,,,,,,,,,1053,,,AR@000@0903-000,773.668539326,137713,877.679775281,156227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,0903-000,LAKESIDE (CHICOT) SD,178,178,1053,0,137713,156227,0,0
,AR,,,,,,,,,,,,,,1227,,,AR@000@2606-000,568.432584270,101181,1015.775280899,180808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2606-000,LAKESIDE (GARLAND) SD,178,178,1036,191,87180,153596,14001,27212
,AR,,,,,,,,,,,,,,1071,,,AR@000@3604-000,334.103260870,61475,616.385869565,113415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3604-000,LAMAR SD,184,184,870,201,53457,96300,8018,17115
,AR,,,,,,,,,,,,,,518,,,AR@000@6605-000,245.168539326,43640,336.432584270,59885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6605-000,LAVACA SD,178,178,405,113,35963,49023,7677,10862
,AR,,,,,,,,,,,,,,640,,,AR@000@3810-000,272.448275862,47406,364.028735632,63341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3810-000,LAWRENCE COUNTY SD,174,174,490,150,38885,53837,8521,9504
,AR,,,,,,,,,,,,,,302,,,AR@000@0506-000,182.491329480,31571,249.890173410,43231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,0506-000,LEAD HILL SD,173,173,234,68,26574,34680,4997,8551
,AR,,,,,,,,,,,,,,716,,,AR@000@3904-000,474.254237288,83943,569.225988701,100753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3904-000,LEE COUNTY SD,177,177,716,0,83943,100753,0,0
,AR,,,,,,,,,,,,,,223,,,AR@000@6056-000,147.213903743,27529,166.823529412,31196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6056-000,LIGHTHOUSE ACAD OF CENT AR SD,187,187,223,0,27529,31196,0,0
,AR,,,,,,,,,,,,,,273,,,AR@000@3541-000,101.394736842,19265,205.515789474,39048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3541-000,LIGHTHOUSE ACAD SD OF PB,190,190,273,0,19265,39048,0,0
,AR,,,,,,,,,,,,,,529,,,AR@000@6050-000,138.042105263,26228,321.784210526,61139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6050-000,LIGHTHOUSE ACAD. SD JAX,190,190,450,79,23457,54832,2771,6307
,AR,,,,,,,,,,,,,,941,,,AR@000@7205-000,577.056497175,102139,618.672316384,109505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7205-000,LINCOLN CONS SD,177,177,726,215,77506,84521,24633,24984
,AR,,,,,,,,,,,,,,16846,,,AR@000@6001-000,8290.134831461,1475644,10957.483146067,1950432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6001-000,LITTLE ROCK,178,178,14750,2096,1322280,1732244,153364,218188
,AR,,,,,,,,,,,,,,1530,,,AR@000@6041-000,208.394444444,37511,707.284916201,126604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6041-000,LITTLE SCHOLARS OF AR SD,180,179,1203,327,31728,108710,5783,17894
,AR,,,,,,,,,,,,,,1210,,,AR@000@4301-000,523.461538462,95270,810.697802198,147547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,4301-000,LONOKE SD,182,182,1003,207,82696,126680,12574,20867
,AR,,,,,,,,,,,,,,519,,,AR@000@4202-000,229.219101124,40801,362.634831461,64549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,4202-000,MAGAZINE SD,178,178,404,115,33258,49786,7543,14763
,AR,,,,,,,,,,,,,,441,,,AR@000@3003-000,163.067415730,29026,251.162921348,44707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3003-000,MAGNET COVE SD,178,178,327,114,22703,33539,6323,11168
,AR,,,,,,,,,,,,,,2196,,,AR@000@1402-000,924.396551724,160845,1549.172413793,269556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1402-000,MAGNOLIA SD,174,174,2006,190,154318,252642,6527,16914
,AR,,,,,,,,,,,,,,1598,,,AR@000@3004-000,656.112359551,116788,1200.196629213,213635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3004-000,MALVERN SPECIAL SD,178,178,1353,245,105229,187001,11559,26634
,AR,,,,,,,,,,,,,,462,,,AR@000@2501-000,156.745664740,27117,260.482558140,44803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2501-000,MAMMOTH SPRING SD,173,172,462,0,27117,44803,0,0
,AR,,,,,,,,,,,,,,827,,,AR@000@4712-000,259.474285714,45408,457.714285714,80100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,4712-000,MANILA SD,175,175,654,173,39230,67499,6178,12601
,AR,,,,,,,,,,,,,,623,,,AR@000@6606-000,211.576271186,37449,339.926553672,60167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6606-000,MANSFIELD SD,177,177,477,146,31038,47933,6411,12234
,AR,,,,,,,,,,,,,,3246,,,AR@000@1804-000,1466.168539326,260978,2043.685393258,363776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1804-000,MARION SD,178,178,2664,582,220145,305664,40833,58112
,AR,,,,,,,,,,,,,,485,,,AR@000@5604-000,248.689265537,44018,295.864406780,52368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,5604-000,MARKED TREE SD,177,177,412,73,38988,46700,5030,5668
,AR,,,,,,,,,,,,,,542,,,AR@000@2803-000,241.480225989,42742,369.881355932,65469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2803-000,MARMADUKE SD,177,177,428,114,35906,54052,6836,11417
,AR,,,,,,,,,,,,,,381,,,AR@000@5404-000,232.977528090,41470,309.595505618,55108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,5404-000,MARVELL-ELAINE SD,178,178,381,0,41470,55108,0,0
,AR,,,,,,,,,,,,,,909,,,AR@000@2305-000,280.022471910,49844,446.943820225,79556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2305-000,MAYFLOWER SD,178,178,727,182,42190,64928,7654,14628
,AR,,,,,,,,,,,,,,382,,,AR@000@6102-000,172.721590909,30399,278.8125,49071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6102-000,MAYNARD SD,176,176,295,87,24185,37854,6214,11217
,AR,,,,,,,,,,,,,,451,,,AR@000@7403-000,167.892655367,29717,314.824858757,55724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7403-000,MCCRORY SD,177,177,354,97,24197,44581,5520,11143
,AR,,,,,,,,,,,,,,1250,,,AR@000@2105-000,571.662857143,100041,720.92,126161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2105-000,MCGEHEE SD,175,175,1250,0,100041,126161,0,0
,AR,,,,,,,,,,,,,,490,,,AR@000@3302-000,243,43011,329.079096045,58247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3302-000,MELBOURNE SD,177,177,383,107,35172,46641,7839,11606
,AR,,,,,,,,,,,,,,1320,,,AR@000@5703-000,547.735955056,97497,907.775280899,161584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,5703-000,MENA SD,178,178,1052,268,81677,130992,15820,30592
,AR,,,,,,,,,,,,,,562,,,AR@000@3211-000,244.134831461,43456,302.280898876,53806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3211-000,MIDLAND SD,178,178,562,0,43456,53806,0,0
,AR,,,,,,,,,,,,,,346,,,AR@000@3104-000,205.443181818,36158,269.068181818,47356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3104-000,MINERAL SPRINGS SD,176,176,346,0,36158,47356,0,0
,AR,,,,,,,,,,,,,,1168,,,AR@000@2203-000,589.189944134,105465,650.301675978,116404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2203-000,MONTICELLO SD,179,179,1033,135,96173,106546,9292,9858
,AR,,,,,,,,,,,,,,399,,,AR@000@4902-000,130.123595506,23162,238.573033708,42466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,4902-000,MOUNT IDA SD,178,178,312,87,19806,34000,3356,8466
,AR,,,,,,,,,,,,,,2086,,,AR@000@0303-000,701.777142857,122811,1314.925714286,230112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,0303-000,MOUNTAIN HOME SD,175,175,1641,445,103779,189108,19032,41004
,AR,,,,,,,,,,,,,,515,,,AR@000@2607-000,242.791907514,42003,330.398843931,57159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2607-000,MOUNTAIN PINE SD,173,173,435,80,36330,49477,5673,7682
,AR,,,,,,,,,,,,,,1161,,,AR@000@6901-000,370.814606742,66005,777.353932584,138369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6901-000,MOUNTAIN VIEW SD,178,178,919,242,57031,112036,8974,26333
,AR,,,,,,,,,,,,,,675,,,AR@000@1703-000,326.966292135,58200,380.505617978,67730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1703-000,MOUNTAINBURG SD,178,178,675,0,58200,67730,0,0
,AR,,,,,,,,,,,,,,308,,,AR@000@2306-000,154.676136364,27223,236.346590909,41597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2306-000,MT. VERNON-ENOLA SD,176,176,277,31,25514,38287,1709,3310
,AR,,,,,,,,,,,,,,450,,,AR@000@1704-000,340.314606742,60576,377.382022472,67174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1704-000,MULBERRY/PLEASANT VIEW SD,178,178,450,0,60576,67174,0,0
,AR,,,,,,,,,,,,,,1408,,,AR@000@3105-000,990.539325843,176316,1021.359550562,181802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3105-000,NASHVILLE SD,178,178,1149,259,146417,151584,29899,30218
,AR,,,,,,,,,,,,,,385,,,AR@000@1503-000,173.415730337,30868,260.724719101,46409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1503-000,NEMO VISTA SD,178,178,299,86,25415,38640,5453,7769
,AR,,,,,,,,,,,,,,2749,,,AR@000@1611-000,1131.904494382,201479,1841.949438202,327867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1611-000,NETTLETON SD,178,178,2259,490,172558,277303,28921,50564
,AR,,,,,,,,,,,,,,294,,,AR@000@5008-000,123.965909091,21818,225.068571429,39387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,5008-000,NEVADA SD,176,175,294,0,21818,39387,0,0
,AR,,,,,,,,,,,,,,1554,,,AR@000@3403-000,551.305084746,97581,935.960451977,165665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3403-000,NEWPORT SD,177,177,1554,0,97581,165665,0,0
,AR,,,,,,,,,,,,,,335,,,AR@000@0304-000,164.864406780,29181,225.073446328,39838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,0304-000,NORFORK SD,177,177,278,57,24686,34026,4495,5812
,AR,,,,,,,,,,,,,,7576,,,AR@000@6002-000,2775.535353535,549556,4465.949494949,884258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6002-000,NORTH LITTLE ROCK SD,198,198,7305,271,545134,867144,4422,17114
,AR,,,,,,,,,,,,,,331,,,AR@000@0504-000,161.392045455,28405,261.653409091,46051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,0504-000,OMAHA SD,176,176,273,58,25438,39560,2967,6491
,AR,,,,,,,,,,,,,,1099,,,AR@000@4713-000,661.387640449,117727,838.584269663,149268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,4713-000,OSCEOLA SD,178,178,966,133,103442,131045,14285,18223
,AR,,,,,,,,,,,,,,594,,,AR@000@5706-000,222.410112360,39589,383.522471910,68267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,5706-000,OUACHITA RIVER SD,178,178,465,129,32359,53618,7230,14649
,AR,,,,,,,,,,,,,,309,,,AR@000@3005-000,143.244318182,25211,192.965909091,33962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3005-000,OUACHITA SD,176,176,206,103,19091,24069,6120,9893
,AR,,,,,,,,,,,,,,114,,,AR@000@7241-000,34.346368715,6148,53.318435754,9544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7241-000,OZARK EDUCATION SD,179,179,85,29,5601,7905,547,1639
,AR,,,,,,,,,,,,,,515,,,AR@000@6505-000,222.937142857,39014,331.102857143,57943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6505-000,OZARK MOUNTAIN SD,175,175,384,131,31866,45337,7148,12606
,AR,,,,,,,,,,,,,,1293,,,AR@000@2404-000,507.926553672,89903,647.531073446,114613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2404-000,OZARK SD,177,177,1044,249,77657,98317,12246,16296
,AR,,,,,,,,,,,,,,744,,,AR@000@6205-000,138.926136364,24451,432.556818182,76130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6205-000,PALESTINE-WHEATLEY SD,176,176,615,129,22001,65849,2450,10281
,AR,,,,,,,,,,,,,,468,,,AR@000@7309-000,213.062146893,37712,294.384180791,52106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7309-000,PANGBURN SD,177,177,382,86,32534,44149,5178,7957
,AR,,,,,,,,,,,,,,3468,,,AR@000@2808-000,940.186440678,166413,1589.983050847,281427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,2808-000,PARAGOULD SD,177,177,3468,0,166413,281427,0,0
,AR,,,,,,,,,,,,,,1137,,,AR@000@4203-000,631.741573034,112450,616.539325843,109744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,4203-000,PARIS SD,178,178,1137,0,112450,109744,0,0
,AR,,,,,,,,,,,,,,415,,,AR@000@7007-000,110.276836158,19519,229.598870056,40639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,7007-000,PARKERS CHAPEL SD,177,177,307,108,15404,31957,4115,8682
,AR,,,,,,,,,,,,,,1032,,,AR@000@0407-000,353.775280899,62972,571.022471910,101642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,0407-000,PEA RIDGE SD,178,178,750,282,49228,78119,13744,23523
,AR,,,,,,,,,,,,,,606,,,AR@000@5303-000,185.297297297,34280,391.605405405,72447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,5303-000,PERRYVILLE SD,185,185,483,123,31493,59350,2787,13097
,AR,,,,,,,,,,,,,,586,,,AR@000@1104-000,247.294797688,42782,379.144508671,65592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,1104-000,PIGGOTT SD,173,173,461,125,36662,53911,6120,11681
,AR,,,,,,,,,,,,,,3648,,,AR@000@3505-000,1538.299435028,272279,2336.651685393,415924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,3505-000,PINE BLUFF SD,177,178,3648,0,272279,415924,0,0
,AR,,,,,,,,,,,,,,1346,,,AR@000@6103-000,583.474226804,113194,900.711340206,174738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY18-19,6103-000,POCAHONTAS SD,194,194,1080,266,94596,143583,18598,31155
