Unique ID,School ID,District ID,School Name,District Name,State-Physical,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data
ME@3@2,3,2,Acton Elementary School,Acton Public Schools,ME,York,Acton,04001,700 Milton Mills Road Acton,,PR-8,Public,,,,,,1/1/2018,1,2018,247,,88,13,,1318,190,951,,969,106,376,,,19,19,,,,,,,,,ME,1508,79.368421053,1075,56.578947368,230222000001,SY17-18,,101,,Primary/Middle,Public,,,,,,
ME@1039@1038,1039,1038,Airline Community School,Airline CSD,ME,Hancock,Aurora,04408,26 Great Pond Road Aurora,,PR-8,Public,,,,,,1/1/2018,1,2018,36,,9,10,,149,158,96,,119,153,98,,,18,19,,,,,,,,,ME,307,16.157894737,272,15.111111111,230250000007,SY17-18,,19,,Primary/Middle,Public,,,,,,
ME@5@4,5,4,Alexander Elementary,Alexander Public Schools,ME,Washington,Alexander,04694,1430 Airline Road Alexander,,PR-8,Public,,,,,,1/1/2018,1,2018,43,,14,7,,217,120,203,,183,103,121,,,16,18,,,,,,,,,ME,337,18.722222222,286,17.875,230228000975,SY17-18,,21,,Primary/Middle,Public,,,,,,
ME@790@1734,790,1734,Andover Elementary School,Andover Public Schools,ME,Oxford,Andover,04216,PO Box 70 Andover,,PR-5,Public,,,,,,1/1/2018,1,2018,21,,9,2,,152,0,140,,123,0,100,,,18,18,,,,,,,,,ME,152,8.444444444,123,6.833333333,231482300505,SY17-18,,11,,Primary,Public,,,,,,
ME@10@9,10,9,Appleton Village School,Appleton Public Schools,ME,Knox,Appleton,04862,737 Union Road Appleton,,KG-8,Public,,,,,,1/1/2018,1,2018,136,,34,11,,382,88,847,,,,,,,18,19,,,,,,,,,ME,470,24.736842105,,,230251000906,SY17-18,,45,,Primary/Middle,Public,,,,,,
ME@1070@1069,1070,1069,Arthur R. Gould Sch--LCYDC,Arthur R. Gould Sch--LCYDC,ME,Cumberland,Portland,04106,675 Westbrook Street South Portland,,7-12,Public,,,,,,1/1/2018,1,2018,88,,88,0,,2078,0,0,,2063,0,0,,,31,31,,,,,,,,,ME,2078,67.032258065,2063,66.548387097,230005000377,SY17-18,,88,,Middle/High,Public,,,,,,
ME@906@1629,906,1629,Athens Community School,Athens Public Schools,ME,Somerset,Athens,04912,8 Fox Hill Road Athens,,PR-8,Public,,,,,,1/1/2018,1,2018,132,,66,16,,926,142,475,,388,43,40,,,19,19,,,,,,,,,ME,1068,56.210526316,431,22.684210526,231481700742,SY17-18,,82,,Primary/Middle,Public,,,,,,
ME@25@14,25,14,Auburn Middle School,Auburn Public Schools,ME,Androscoggin,Auburn,04210,38 Falcon Drive Auburn,,7-8,Public,,,,,,1/1/2018,1,2018,509,,204,27,,2534,261,2163,,914,117,1031,,,17,17,,,,,,,,,ME,2795,164.411764706,1031,60.647058824,230261000907,SY17-18,,231,,Middle,Public,,,,,,
ME@15@14,15,14,East Auburn Community School,Auburn Public Schools,ME,Androscoggin,Auburn,04210,15 Andrew Drive Auburn,,PR-6,Public,,,,,,1/1/2018,1,2018,189,,63,11,,594,49,584,,271,11,264,,,17,17,,,,,,,,,ME,643,37.823529412,282,16.588235294,230261000012,SY17-18,,74,,Primary,Public,,,,,,
ME@23@14,23,14,Edward Little High School,Auburn Public Schools,ME,Androscoggin,Auburn,04210,77 Harris Street Auburn,,9-12,Public,,,,,,1/1/2018,1,2018,1060,,409,35,,3831,363,1845,,1674,87,826,,,17,17,,,,,,,,,ME,4194,246.705882353,1761,103.588235294,230261000013,SY17-18,,444,,High,Public,,,,,,
ME@16@14,16,14,Fairview School,Auburn Public Schools,ME,Androscoggin,Auburn,04210,397 Minot Avenue Auburn,,PR-6,Public,,,,,,1/1/2018,1,2018,568,,132,28,,1293,277,2445,,703,146,860,,,17,17,,,,,,,,,ME,1570,92.352941176,849,49.941176471,230261000014,SY17-18,,160,,Primary,Public,,,,,,
ME@27@14,27,14,Park Avenue Elementary School,Auburn Public Schools,ME,Androscoggin,Auburn,04210,161 Park Avenue Auburn,,PR-6,Public,Y,,,,,1/1/2018,1,2018,389,,272,0,,3899,0,602,,2049,0,316,,,17,17,,,,,,,,,ME,3899,229.352941176,2049,120.529411765,230261000626,SY17-18,,272,0.866251944,Primary,Public,,,,,,
ME@24@14,24,14,Sherwood Heights Elementary Sch,Auburn Public Schools,ME,Androscoggin,Auburn,04210,32 Sherwood Drive Auburn,,PR-6,Public,Y,,,,,1/1/2018,1,2018,424,,296,0,,3943,0,609,,1615,0,250,,,17,17,,,,,,,,,ME,3943,231.941176471,1615,95,230261000018,SY17-18,,296,0.866212654,Primary,Public,,,,,,
ME@21@14,21,14,Walton School,Auburn Public Schools,ME,Androscoggin,Auburn,04210,92 Mary Carroll Street Auburn,,PR-6,Public,Y,,,,,1/1/2018,1,2018,250,,214,0,,2473,0,382,,1485,0,229,,,17,17,,,,,,,,,ME,2473,145.470588235,1485,87.352941176,230261000020,SY17-18,,214,0.866199650,Primary,Public,,,,,,
ME@19@14,19,14,Washburn School,Auburn Public Schools,ME,Androscoggin,Auburn,04210,35 Lake Auburn Avenue Auburn,,PR-6,Public,Y,,,,,1/1/2018,1,2018,265,,241,0,,2347,0,362,,1420,0,220,,,17,17,,,,,,,,,ME,2347,138.058823529,1420,83.529411765,230261000021,SY17-18,,241,0.866371355,Primary,Public,,,,,,
ME@37@28,37,28,Cony,Augusta Public Schools,ME,Kennebec,Augusta,04330,60 Pierce Drive Augusta,,9-12,Public,,,,,,1/1/2018,1,2018,1016,,437,27,,4942,317,3459,,3391,169,1007,,,17,17,,,,,,,,,ME,5259,309.352941176,3560,209.411764706,230264023118,SY17-18,,464,,High,Public,,,,,,
ME@34@28,34,28,Farrington School,Augusta Public Schools,ME,Kennebec,Augusta,04330,249 Eastern Avenue Augusta,,KG-6,Public,,,,,,1/1/2018,1,2018,299,,197,11,,2920,161,702,,2305,108,510,,,17,17,,,,,,,,,ME,3081,181.235294118,2413,141.941176471,230264001002,SY17-18,,208,,Primary,Public,,,,,,
ME@31@28,31,28,Lillian Parks Hussey School,Augusta Public Schools,ME,Kennebec,Augusta,04330,12 Gedney Street Augusta,,KG-6,Public,,,,,,1/1/2018,1,2018,295,,125,5,,1767,144,1362,,877,97,476,,,17,17,,,,,,,,,ME,1911,112.411764706,974,57.294117647,230264000040,SY17-18,,130,,Primary,Public,,,,,,
ME@35@28,35,28,Lincoln School,Augusta Public Schools,ME,Kennebec,Augusta,04330,30 Lincoln Street Augusta,,KG-6,Public,,,,,,1/1/2018,1,2018,310,,179,14,,2324,225,894,,1253,110,163,,,17,17,,,,,,,,,ME,2549,149.941176471,1363,80.176470588,230264001003,SY17-18,,193,,Primary,Public,,,,,,
ME@33@28,33,28,Sylvio J Gilbert School,Augusta Public Schools,ME,Kennebec,Augusta,04330,16 Sunset Avenue Augusta,,PR-6,Public,,,,,,1/1/2018,1,2018,378,,207,16,,2582,142,914,,1436,100,226,,,17,17,,,,,,,,,ME,2724,160.235294118,1536,90.352941176,230264000042,SY17-18,,223,,Primary,Public,,,,,,
ME@40@38,40,38,Woodland Elementary School,Baileyville Public Schools,ME,Washington,Baileyville,04694,23 Fourth Avenue Baileyville,,PR-6,Public,,,,,,1/1/2018,1,2018,154,,83,15,,885,105,297,,732,119,197,,,17,17,,,,,,,,,ME,990,58.235294118,851,50.058823529,230273000044,SY17-18,,98,,Primary,Public,,,,,,
ME@39@38,39,38,Woodland Jr-Sr High School,Baileyville Public Schools,ME,Washington,Baileyville,04694,14 First Avenue Baileyville,,7-12,Public,,,,,,1/1/2018,1,2018,174,,87,28,,826,211,191,,249,41,21,,,17,17,,,,,,,,,ME,1037,61,290,17.058823529,230273000045,SY17-18,,115,,Middle/High,Public,,,,,,
ME@45@42,45,42,Abraham Lincoln School,Bangor Public Schools,ME,Penobscot,Bangor,04401,45 Forest Avenue Bangor,,PR-3,Public,,,,,,1/1/2018,1,2018,213,,95,15,,1424,131,599,,519,61,141,,,19,19,,,,,,,,,ME,1555,81.842105263,580,30.526315789,230282000046,SY17-18,,110,,Primary,Public,,,,,,
ME@52@42,52,42,Bangor High School,Bangor Public Schools,ME,Penobscot,Bangor,04401,885 Broadway Bangor,,9-12,Public,,,,,,1/1/2018,1,2018,1199,,436,78,,3991,654,1479,,1555,177,127,,,19,19,,,,,,,,,ME,4645,244.473684211,1732,91.157894737,230282000047,SY17-18,,514,,High,Public,,,,,,
ME@48@42,48,42,Downeast School,Bangor Public Schools,ME,Penobscot,Bangor,04401,100 Moosehead Blvd Bangor,,PR-3,Public,Y,,,,,1/1/2018,1,2018,308,,308,0,,4664,0,0,,2297,0,0,,,19,19,,,,,,,,,ME,4664,245.473684211,2297,120.894736842,230282000049,SY17-18,,308,1,Primary,Public,,,,,,
ME@43@42,43,42,Fairmount School,Bangor Public Schools,ME,Penobscot,Bangor,04401,58 Thirteenth Street Bangor,,4-5,Public,Y,,,,,1/1/2018,1,2018,291,,291,0,,3648,0,0,,1613,0,0,,,19,19,,,,,,,,,ME,3648,192,1613,84.894736842,230282000050,SY17-18,,291,1,Primary,Public,,,,,,
ME@49@42,49,42,Fourteenth Street School,Bangor Public Schools,ME,Penobscot,Bangor,04401,224 Fourteenth Street Bangor,,PR-3,Public,,,,,,1/1/2018,1,2018,132,,38,10,,472,119,661,,248,23,112,,,19,19,,,,,,,,,ME,591,31.105263158,271,14.263157895,230282001005,SY17-18,,48,,Primary,Public,,,,,,
ME@44@42,44,42,Fruit Street School,Bangor Public Schools,ME,Penobscot,Bangor,04401,175 Fruit Street Bangor,,PR-3,Public,,,,,,1/1/2018,1,2018,317,,89,17,,1288,139,1569,,621,82,319,,,19,19,,,,,,,,,ME,1427,75.105263158,703,37,230282000053,SY17-18,,106,,Primary,Public,,,,,,
ME@50@42,50,42,James F. Doughty School,Bangor Public Schools,ME,Penobscot,Bangor,04401,143 Fifth Street Bangor,,6-8,Public,,,,,,1/1/2018,1,2018,381,,261,21,,2455,114,393,,1060,77,63,,,19,19,,,,,,,,,ME,2569,135.210526316,1137,59.842105263,230282000051,SY17-18,,282,,Middle,Public,,,,,,
ME@46@42,46,42,Mary Snow School,Bangor Public Schools,ME,Penobscot,Bangor,04401,435 Broadway Bangor,,4-5,Public,,,,,,1/1/2018,1,2018,260,,91,18,,1137,126,980,,484,24,134,,,19,19,,,,,,,,,ME,1263,66.473684211,508,26.736842105,230282001004,SY17-18,,109,,Primary,Public,,,,,,
ME@47@42,47,42,Vine Street School,Bangor Public Schools,ME,Penobscot,Bangor,04401,66 Vine Street Bangor,,PR-3,Public,Y,,,,,1/1/2018,1,2018,183,,183,0,,2294,0,0,,836,0,0,,,19,19,,,,,,,,,ME,2294,120.736842105,836,44,230282000058,SY17-18,,183,1,Primary,Public,,,,,,
ME@51@42,51,42,William S. Cohen School,Bangor Public Schools,ME,Penobscot,Bangor,04401,304 Garland Street Bangor,,6-8,Public,,,,,,1/1/2018,1,2018,461,,147,32,,1282,191,339,,457,42,9,,,19,19,,,,,,,,,ME,1473,77.526315789,499,26.263157895,230282000054,SY17-18,,179,,Middle,Public,,,,,,
ME@54@53,54,53,Conners-Emerson School,Bar Harbor Public Schools,ME,Hancock,Harbor,04609,11 Eagle Lake Road Bar Harbor,,KG-8,Public,,,,,,1/1/2018,1,2018,350,,53,10,,666,122,1852,,214,24,269,,,19,19,,,,,,,,,ME,788,41.473684211,238,12.526315789,230285000060,SY17-18,,63,,Primary/Middle,Public,,,,,,
ME@63@62,63,62,Beals Elementary School,Beals Public Schools,ME,Washington,Beals,04611,PO Box 220 Beals,,PR-8,Public,,,,,,1/1/2018,1,2018,61,,24,8,,405,93,250,,340,64,97,,,19,19,,,,,,,,,ME,498,26.210526316,404,21.263157895,230295000070,SY17-18,,32,,Primary/Middle,Public,,,,,,
ME@66@65,66,65,Biddeford High School,Biddeford Public Schools,ME,York,Biddeford,04005,20 Maplewood Ave Biddeford,,9-12,Public,,,,,,1/1/2018,1,2018,771,,305,45,,2581,477,1182,,978,139,60,,,19,19,,,,,,,,,ME,3058,160.947368421,1117,58.789473684,230315000072,SY17-18,,350,,High,Public,,,,,,
ME@71@65,71,65,Biddeford Intermediate School,Biddeford Public Schools,ME,York,Biddeford,04005,335 Hill Street Biddeford,,4-5,Public,,,,,,1/1/2018,1,2018,342,,160,25,,2300,253,895,,1115,105,149,,,19,19,,,,,,,,,ME,2553,134.368421053,1220,64.210526316,230315000622,SY17-18,,185,,Primary,Public,,,,,,
ME@68@65,68,65,Biddeford Middle School,Biddeford Public Schools,ME,York,Biddeford,04005,25 Tiger Drive Biddeford,,6-8,Public,,,,,,1/1/2018,1,2018,591,,268,35,,3707,491,1802,,1097,121,49,,,19,19,,,,,,,,,ME,4198,220.947368421,1218,64.105263158,230315001017,SY17-18,,303,,Middle,Public,,,,,,
ME@69@65,69,65,Biddeford Primary School,Biddeford Public Schools,ME,York,Biddeford,04005,320 Hill Street Biddeford,,1-3,Public,,,,,,1/1/2018,1,2018,521,,253,42,,4040,582,1677,,2524,511,1646,,,18,19,,,,,,,,,ME,4622,243.263157895,3035,168.611111111,230315001042,SY17-18,,295,,Primary,Public,,,,,,
ME@67@65,67,65,John F Kennedy Memorial School,Biddeford Public Schools,ME,York,Biddeford,04005,64 West Street Biddeford,,,Public,,,,,,1/1/2018,1,2018,244,,125,13,,1591,184,656,,1222,129,742,,,19,19,,,,,,,,,ME,1775,93.421052632,1351,71.105263158,230315000076,SY17-18,,138,,,Public,,,,,,
ME@73@72,73,72,Blue Hill Consolidated School,Blue Hill Public Schools,ME,Hancock,Hill,04614,60 High Street Blue Hill,,PR-8,Public,,,,,,1/1/2018,1,2018,272,,73,15,,1190,218,1531,,598,87,308,,,17,18,,,,,,,,,ME,1408,78.222222222,685,40.294117647,230321000079,SY17-18,,88,,Primary/Middle,Public,,,,,,
ME@1033@1031,1033,1031,Boothbay Region Elem School,Boothbay-Boothbay Hbr CSD,ME,Lincoln,Harbor,04538,238 Townsend Avenue Boothbay Harbor,,PR-8,Public,,,,,,1/1/2018,1,2018,304,,112,36,,1469,413,994,,1070,23,585,,,19,19,,,,,,,,,ME,1882,99.052631579,1093,57.526315789,230329000080,SY17-18,,148,,Primary/Middle,Public,,,,,,
ME@1032@1031,1032,1031,Boothbay Region High School,Boothbay-Boothbay Hbr CSD,ME,Lincoln,Harbor,04538,236 Townsend Avenue Boothbay Harbor,,9-12,Public,,,,,,1/1/2018,1,2018,193,,48,12,,427,82,546,,462,123,796,,,19,19,,,,,,,,,ME,509,26.789473684,585,30.789473684,230329000081,SY17-18,,60,,High,Public,,,,,,
ME@85@78,85,78,Brewer Community School,Brewer Public Schools,ME,Penobscot,Brewer,04412,92 Pendleton Street Brewer,,PR-8,Public,,,,,,1/1/2018,1,2018,1007,,383,67,,4356,856,4757,,2087,276,1106,,,19,19,,,,,,,,,ME,5212,274.315789474,2363,124.368421053,230351023130,SY17-18,,450,,Primary/Middle,Public,,,,,,
ME@84@78,84,78,Brewer High School,Brewer Public Schools,ME,Penobscot,Brewer,04412,79 Parkway south Brewer,,9-12,Public,,,,,,1/1/2018,1,2018,689,,207,38,,2000,303,1890,,580,42,70,,,19,19,,,,,,,,,ME,2303,121.210526316,622,32.736842105,230351000084,SY17-18,,245,,High,Public,,,,,,
ME@89@88,89,88,Bristol Consolidated School,Bristol Public Schools,ME,Lincoln,Pemaquid,04558,2153 Bristol Road Pemaquid,,PR-8,Public,,,,,,1/1/2018,1,2018,183,,73,30,,991,366,649,,628,167,216,,,17,19,,,,,,,,,ME,1357,71.421052632,795,46.764705882,230360000090,SY17-18,,103,,Primary/Middle,Public,,,,,,
ME@91@90,91,90,Brooklin School,Brooklin Public Schools,ME,Hancock,Brooklin,04616,PO Box 120 Brooklin,,PR-8,Public,,,,,,1/1/2018,1,2018,62,,24,1,,469,35,541,,261,0,247,,,20,20,,,,,,,,,ME,504,25.2,261,13.05,230361000254,SY17-18,,25,,Primary/Middle,Public,,,,,,
ME@93@92,93,92,Brooksville Elementary School,Brooksville Public Schools,ME,Hancock,Brooksville,04617,1527 Coastal Road Brooksville,,PR-8,Public,,,,,,1/1/2018,1,2018,62,,23,3,,292,17,202,,171,5,109,,,16,18,,,,,,,,,ME,309,17.166666667,176,11,230364000094,SY17-18,,26,,Primary/Middle,Public,,,,,,
ME@100@94,100,94,Brunswick High School,Brunswick Public Schools,ME,Cumberland,Brunswick,04011,116 Maquoit Road Brunswick,,9-12,Public,,,,,,1/1/2018,1,2018,724,,146,28,,1091,377,1659,,559,145,172,,,19,19,,,,,,,,,ME,1468,77.263157895,704,37.052631579,230378000268,SY17-18,,174,,High,Public,,,,,,
ME@99@94,99,94,Brunswick Jr High School,Brunswick Public Schools,ME,Cumberland,Brunswick,04011,65 Columbia Avenue Brunswick,,6-8,Public,,,,,,1/1/2018,1,2018,556,,144,57,,1694,338,1560,,586,137,43,,,19,19,,,,,,,,,ME,2032,106.947368421,723,38.052631579,230378000096,SY17-18,,201,,Middle,Public,,,,,,
ME@95@94,95,94,Coffin School,Brunswick Public Schools,ME,Cumberland,Brunswick,04011,20 Barrows Street Brunswick,,KG-2,Public,,,,,,1/1/2018,1,2018,415,,112,15,,1674,193,2034,,719,119,526,,,19,19,,,,,,,,,ME,1867,98.263157895,838,44.105263158,230378000097,SY17-18,,127,,Primary,Public,,,,,,
ME@101@94,101,94,Harriet Beecher Stowe Elementary,Brunswick Public Schools,ME,Cumberland,Brunswick,04011,44 McKeen Street Brunswick,,2-5,Public,,,,,,1/1/2018,1,2018,659,,188,37,,2310,423,2909,,1049,128,745,,,19,19,,,,,,,,,ME,2733,143.842105263,1177,61.947368421,230378023129,SY17-18,,225,,Primary,Public,,,,,,
ME@109@108,109,108,Calais Elementary School,Calais Public Schools,ME,Washington,Calais,04619,53 Garfield Street Calais,,PR-6,Public,,,,,,1/1/2018,1,2018,269,,158,20,,1906,219,564,,1728,150,217,,,17,17,,,,,,,,,ME,2125,125,1878,110.470588235,230387000105,SY17-18,,178,,Primary,Public,,,,,,
ME@111@108,111,108,Calais Middle/High School,Calais Public Schools,ME,Washington,Calais,04619,34 Blue Devil Hill Suite 2 Calais,,7-12,Public,,,,,,1/1/2018,1,2018,279,,146,24,,1229,138,218,,789,75,96,,,17,17,,,,,,,,,ME,1367,80.411764706,864,50.823529412,230387000106,SY17-18,,170,,Middle/High,Public,,,,,,
ME@116@113,116,113,Cape Elizabeth High School,Cape Elizabeth Public Schools,ME,Cumberland,Elizabeth,04107,345 Ocean House Road Cape Elizabeth,,9-12,Public,,,,,,1/1/2018,1,2018,515,,29,2,,207,22,1402,,130,8,273,,,19,19,,,,,,,,,ME,229,12.052631579,138,7.263157895,230393000108,SY17-18,,31,,High,Public,,,,,,
ME@115@113,115,113,Cape Elizabeth Middle School,Cape Elizabeth Public Schools,ME,Cumberland,Elizabeth,04107,14 Scott Dyer Road Cape Elizabeth,,5-8,Public,,,,,,1/1/2018,1,2018,549,,29,3,,357,96,2426,,144,27,134,,,19,19,,,,,,,,,ME,453,23.842105263,171,9,230393000109,SY17-18,,32,,Middle,Public,,,,,,
ME@114@113,114,113,Pond Cove Elementary,Cape Elizabeth Public Schools,ME,Cumberland,Elizabeth,04107,12 Scott Dyer Road Cape Elizabeth,,KG-4,Public,,,,,,1/1/2018,1,2018,538,,28,4,,406,54,3487,,175,18,358,,,19,19,,,,,,,,,ME,460,24.210526316,193,10.157894737,230393000110,SY17-18,,32,,Primary,Public,,,,,,
ME@126@125,126,125,Adams School,Castine Public Schools,ME,Hancock,Castine,04421,PO Box 29 Castine,,PR-8,Public,,,,,,1/1/2018,1,2018,55,,11,2,,143,16,301,,,,,,,18,18,,,,,,,,,ME,159,8.833333333,,,230408000117,SY17-18,,13,,Primary/Middle,Public,,,,,,
ME@128@127,128,127,Dawn F Barnes Elementary Sch,Caswell Public Schools,ME,Aroostook,Caswell,04750,1025 Van Buren Rd Caswell,,PR-8,Public,Y,,,,,1/1/2018,1,2018,49,,49,0,,793,0,0,,811,0,0,,,20,20,,,,,,,,,ME,793,39.65,811,40.55,230411000118,SY17-18,,49,1,Primary/Middle,Public,,,,,,
ME@131@130,131,130,Charlotte Elementary School,Charlotte Public Schools,ME,Washington,Charlotte,04666,1006 Ayers Junction Road Charlotte,,PR-8,Public,,,,,,1/1/2018,1,2018,39,,20,8,,304,115,98,,238,111,461,,,15,18,,,,,,,,,ME,419,23.277777778,349,23.266666667,230416000119,SY17-18,,28,,Primary/Middle,Public,,,,,,
ME@755@1628,755,1628,Cherryfield Elementary,Cherryfield Public Schools,ME,Washington,Cherryfield,04622,PO Box 58 Cherryfield,,PR-8,Public,,,,,,1/1/2018,1,2018,125,,60,11,,799,179,318,,367,115,163,,,17,19,,,,,,,,,ME,978,51.473684211,482,28.352941176,231481400461,SY17-18,,71,,Primary/Middle,Public,,,,,,
ME@1828@1510,1828,1510,Cornville Downtown Campus,Cornville Regional Charter School,ME,Somerset,Skowhegan,04976,48 South Factory Street Skowhegan,,6-12,Charter,,,,,,1/1/2018,1,2018,46,,18,10,,154,39,35,,85,0,17,,,20,20,,,,,,,,,ME,193,9.65,85,4.25,,SY17-18,,28,,Middle/High,Charter,,,,,,
ME@1829@1510,1829,1510,Cornville Early Childhood Campus,Cornville Regional Charter School,ME,Somerset,Skowhegan,04976,48 South Factory Street Skowhegan,,,Charter,,,,,,1/1/2018,1,2018,32,,19,4,,215,24,14,,201,21,21,,,20,20,,,,,,,,,ME,239,11.95,222,11.1,,SY17-18,,23,,,Charter,,,,,,
ME@1511@1510,1511,1510,Cornville Regional Charter School,Cornville Regional Charter School,ME,Somerset,Skowhegan,04976,48 South Factory Street Skowhegan,,KG-8,Charter,,,,,,1/1/2018,1,2018,153,,77,23,,839,175,271,,428,60,122,,,20,20,,,,,,,,,ME,1014,50.7,488,24.4,231480723136,SY17-18,,100,,Primary/Middle,Charter,,,,,,
ME@997@1411,997,1411,Bay Ridge Elementary,Cutler Public Schools,ME,Washington,Cutler,04626,PO Box 240 Cutler,,PR-8,Public,,,,,,1/1/2018,1,2018,63,,22,4,,267,69,228,,151,40,45,,,19,19,,,,,,,,,ME,336,17.684210526,191,10.052631579,230006501020,SY17-18,,26,,Primary/Middle,Public,,,,,,
ME@146@1661,146,1661,Dayton Consolidated School,Dayton Public Schools,ME,York,Dayton,04005,21 Clarks Mills Road Dayton,,PK-5,Public,,,,,,1/1/2018,1,2018,127,,16,4,,212,45,797,,94,31,188,,,19,19,,,,,,,,,ME,257,13.526315789,125,6.578947368,230486000124,SY17-18,,20,,Primary,Public,,,,,,
ME@149@148,149,148,Dedham School,Dedham Public Schools,ME,Hancock,Dedham,04429,2065 Main Road Dedham,,PR-8,Public,,,,,,1/1/2018,1,2018,196,,28,8,,322,17,790,,207,1,361,,,19,19,,,,,,,,,ME,339,17.842105263,208,10.947368421,230489000125,SY17-18,,36,,Primary/Middle,Public,,,,,,
ME@1052@1049,1052,1049,Deer Isle-Stonington Elementary Sch,Deer Isle-Stonington CSD,ME,Hancock,Isle,04627,249 North Deer Isle Road Deer Isle,,KG-8,Public,,,,,,1/1/2018,1,2018,203,,90,32,,1258,413,1149,,764,265,254,,,17,18,,,,,,,,,ME,1671,92.833333333,1029,60.529411765,230489500509,SY17-18,,122,,Primary/Middle,Public,,,,,,
ME@1051@1049,1051,1049,Deer Isle-Stonington High Sch,Deer Isle-Stonington CSD,ME,Hancock,Isle,04627,251 North Deer Isle Road Deer Isle,,9-12,Public,,,,,,1/1/2018,1,2018,113,,38,12,,422,60,344,,349,50,152,,,17,18,,,,,,,,,ME,482,26.777777778,399,23.470588235,230489500127,SY17-18,,50,,High,Public,,,,,,
ME@999@1400,999,1400,Elm Street School-East Machias,East Machias Public Schools,ME,Washington,Machias,04630,PO Box 229 East Machias,,PR-8,Public,,,,,,1/1/2018,1,2018,204,,82,25,,1196,373,728,,600,158,197,,,16,19,,,,,,,,,ME,1569,82.578947368,758,47.375,230006200560,SY17-18,,107,,Primary/Middle,Public,,,,,,
ME@158@157,158,157,Opal Myrick Elementary School,East Millinocket Public Schools,ME,Penobscot,Millinocket,04430,45 North St Suite 1 East Millinocket,,PR-4,Public,,,,,,1/1/2018,1,2018,139,,82,18,,963,273,332,,1004,279,667,,,18,18,,,,,,,,,ME,1236,68.666666667,1283,71.277777778,230528000133,SY17-18,,100,,Primary,Public,,,,,,
ME@159@157,159,157,Schenck High School,East Millinocket Public Schools,ME,Penobscot,Millinocket,04430,45 North St Suite 1 East Millinocket,,9-12,Public,,,,,,1/1/2018,1,2018,118,,53,7,,559,75,309,,494,83,348,,,18,18,,,,,,,,,ME,634,35.222222222,577,32.055555556,230528000134,SY17-18,,60,,High,Public,,,,,,
ME@1048@1047,1048,1047,East Range II CSD School,East Range CSD,ME,Washington,Topsfield,04490,187 School Street Topsfield,,PR-8,Public,,,,,,1/1/2018,1,2018,28,,9,5,,121,59,198,,,,,,,18,17,,,,,,,,,ME,180,10.588235294,,,230538000139,SY17-18,,14,,Primary/Middle,Public,,,,,,
ME@162@160,162,160,Easton Elementary School,Easton Public Schools,ME,Aroostook,Easton,04740,33 Bangor Road Easton,,PR-6,Public,,,,,,1/1/2018,1,2018,175,,38,21,,655,250,1344,,272,93,169,,,20,20,,,,,,,,,ME,905,45.25,365,18.25,230531000135,SY17-18,,59,,Primary,Public,,,,,,
ME@161@160,161,160,Easton Junior-Senior High Sch,Easton Public Schools,ME,Aroostook,Easton,04740,173 Center Road Easton,,7-12,Public,,,,,,1/1/2018,1,2018,74,,4,10,,45,112,347,,24,26,33,,,20,20,,,,,,,,,ME,157,7.85,50,2.5,230531000136,SY17-18,,14,,Middle/High,Public,,,,,,
ME@164@163,164,163,Eastport Elementary School,Eastport Public Schools,ME,Washington,Eastport,04631,100 High Street Eastport,,PR-8,Public,,,,,,1/1/2018,1,2018,88,,51,7,,809,88,400,,333,31,134,,,16,19,,,,,,,,,ME,897,47.210526316,364,22.75,230536000912,SY17-18,,58,,Primary/Middle,Public,,,,,,
ME@165@163,165,163,Shead High School,Eastport Public Schools,ME,Washington,Eastport,04631,89 High Street Eastport,,9-12,Public,,,,,,1/1/2018,1,2018,92,,46,5,,265,20,94,,230,0,44,,,21,19,,,,,,,,,ME,285,15,230,10.952380952,230536000138,SY17-18,,51,,High,Public,,,,,,
