State-Physical,School Name,School ID,District Name,District ID,County,Claim Date,Unique ID,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free and Reduced,Operating Days,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Operating Days-Lunch Only,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Operating Days-Breakfast Only,Street Address-Line 1,City,Zip Code,ISP
,Biddeford Middle School,68,Biddeford Public Schools,65,York,9/1/2018,ME@68@65,,6-8,Public,,,,,,9,2018,549,,231,29,,,,,,,,,,,,,ME,4179,199,1154,54.952380952,230315001017,SY18-19,,260,,Middle,Public,,,,,,,3780,399,1888,21,1107,47,114,21,25 Tiger Drive,Biddeford,4005,0.311808118
,Biddeford Intermediate School,71,Biddeford Public Schools,65,York,9/1/2018,ME@71@65,,4-5,Public,,,,,,9,2018,317,,162,12,,,,,,,,,,,,,ME,2771,131.952380952,1425,67.857142857,230315000622,SY18-19,,174,,Primary,Public,,,,,,,2596,175,966,21,1348,77,304,21,335 Hill Street,Biddeford,4005,0.400630915
,Biddeford High School,66,Biddeford Public Schools,65,York,9/1/2018,ME@66@65,,9-12,Public,,,,,,9,2018,766,,293,56,,,,,,,,,,,,,ME,4322,205.809523810,1090,51.904761905,230315000072,SY18-19,,349,,High,Public,,,,,,,3775,547,1655,21,914,176,54,21,20 Maplewood Ave,Biddeford,4005,0.306258322
,John F Kennedy Memorial School,67,Biddeford Public Schools,65,York,6/1/2019,ME@67@65,,PK-KG,Public,,,,,,6,2019,266,,130,10,,,,,,,,,,,,,ME,884,98.222222222,807,89.666666667,230315000076,SY18-19,,140,,Primary,Public,,,,,,,810,74,397,9,746,61,750,9,64 West Street,Biddeford,4005,0.4
,Biddeford Primary School,69,Biddeford Public Schools,65,York,6/1/2019,ME@69@65,,1-3,Public,,,,,,6,2019,537,,261,41,,,,,,,,,,,,,ME,2265,251.666666667,1413,157,230315001042,SY18-19,,302,,Primary,Public,,,,,,,1957,308,887,9,1225,188,890,9,320 Hill Street,Biddeford,4005,0.383742911
,Biddeford Middle School,68,Biddeford Public Schools,65,York,6/1/2019,ME@68@65,,6-8,Public,,,,,,6,2019,549,,231,29,,,,,,,,,,,,,ME,1482,164.666666667,473,52.555555556,230315001017,SY18-19,,260,,Middle,Public,,,,,,,1338,144,668,9,451,22,31,9,25 Tiger Drive,Biddeford,4005,0.311808118
,Biddeford Intermediate School,71,Biddeford Public Schools,65,York,6/1/2019,ME@71@65,,4-5,Public,,,,,,6,2019,317,,162,12,,,,,,,,,,,,,ME,1013,112.555555556,526,58.444444444,230315000622,SY18-19,,174,,Primary,Public,,,,,,,930,83,390,9,490,36,116,9,335 Hill Street,Biddeford,4005,0.400630915
,Biddeford High School,66,Biddeford Public Schools,65,York,6/1/2019,ME@66@65,,9-12,Public,,,,,,6,2019,766,,293,56,,,,,,,,,,,,,ME,622,77.75,330,41.25,230315000072,SY18-19,,349,,High,Public,,,,,,,535,87,242,8,281,49,40,8,20 Maplewood Ave,Biddeford,4005,0.306258322
,John F Kennedy Memorial School,67,Biddeford Public Schools,65,York,5/1/2019,ME@67@65,,PK-KG,Public,,,,,,5,2019,266,,130,10,,,,,,,,,,,,,ME,2428,110.363636364,2228,101.272727273,230315000076,SY18-19,,140,,Primary,Public,,,,,,,2260,168,887,22,2099,129,1847,22,64 West Street,Biddeford,4005,0.4
,Biddeford Primary School,69,Biddeford Public Schools,65,York,5/1/2019,ME@69@65,,1-3,Public,,,,,,5,2019,537,,261,41,,,,,,,,,,,,,ME,5576,253.454545455,3682,167.363636364,230315001042,SY18-19,,302,,Primary,Public,,,,,,,4833,743,2182,22,3200,482,2354,22,320 Hill Street,Biddeford,4005,0.383742911
,Biddeford Middle School,68,Biddeford Public Schools,65,York,5/1/2019,ME@68@65,,6-8,Public,,,,,,5,2019,549,,231,29,,,,,,,,,,,,,ME,3805,172.954545455,1160,52.727272727,230315001017,SY18-19,,260,,Middle,Public,,,,,,,3366,439,1852,22,1121,39,106,22,25 Tiger Drive,Biddeford,4005,0.311808118
,Biddeford Intermediate School,71,Biddeford Public Schools,65,York,5/1/2019,ME@71@65,,4-5,Public,,,,,,5,2019,317,,162,12,,,,,,,,,,,,,ME,2682,121.909090909,1487,67.590909091,230315000622,SY18-19,,174,,Primary,Public,,,,,,,2486,196,1124,22,1395,92,407,22,335 Hill Street,Biddeford,4005,0.400630915
,Biddeford High School,66,Biddeford Public Schools,65,York,5/1/2019,ME@66@65,,9-12,Public,,,,,,5,2019,766,,293,56,,,,,,,,,,,,,ME,3475,157.954545455,1142,51.909090909,230315000072,SY18-19,,349,,High,Public,,,,,,,2909,566,1475,22,933,209,122,22,20 Maplewood Ave,Biddeford,4005,0.306258322
,John F Kennedy Memorial School,67,Biddeford Public Schools,65,York,4/1/2019,ME@67@65,,PK-KG,Public,,,,,,4,2019,266,,130,10,,,,,,,,,,,,,ME,1605,107,1479,98.6,230315000076,SY18-19,,140,,Primary,Public,,,,,,,1481,124,573,15,1385,94,1175,15,64 West Street,Biddeford,4005,0.4
,Biddeford Primary School,69,Biddeford Public Schools,65,York,4/1/2019,ME@69@65,,1-3,Public,,,,,,4,2019,537,,261,41,,,,,,,,,,,,,ME,3843,256.2,2448,163.2,230315001042,SY18-19,,302,,Primary,Public,,,,,,,3315,528,1482,15,2122,326,1531,15,320 Hill Street,Biddeford,4005,0.383742911
,Biddeford Middle School,68,Biddeford Public Schools,65,York,4/1/2019,ME@68@65,,6-8,Public,,,,,,4,2019,549,,231,29,,,,,,,,,,,,,ME,2621,174.733333333,807,53.8,230315001017,SY18-19,,260,,Middle,Public,,,,,,,2307,314,1178,15,771,36,36,15,25 Tiger Drive,Biddeford,4005,0.311808118
,Biddeford Intermediate School,71,Biddeford Public Schools,65,York,4/1/2019,ME@71@65,,4-5,Public,,,,,,4,2019,317,,162,12,,,,,,,,,,,,,ME,1956,130.4,1011,67.4,230315000622,SY18-19,,174,,Primary,Public,,,,,,,1809,147,802,15,956,55,223,15,335 Hill Street,Biddeford,4005,0.400630915
,Biddeford High School,66,Biddeford Public Schools,65,York,4/1/2019,ME@66@65,,9-12,Public,,,,,,4,2019,766,,293,56,,,,,,,,,,,,,ME,2610,174,771,51.4,230315000072,SY18-19,,349,,High,Public,,,,,,,2233,377,1053,15,652,119,75,15,20 Maplewood Ave,Biddeford,4005,0.306258322
,John F Kennedy Memorial School,67,Biddeford Public Schools,65,York,3/1/2019,ME@67@65,,PK-KG,Public,,,,,,3,2019,266,,130,10,,,,,,,,,,,,,ME,2015,100.75,1879,93.95,230315000076,SY18-19,,140,,Primary,Public,,,,,,,1841,174,720,20,1761,118,1576,20,64 West Street,Biddeford,4005,0.4
,Biddeford Primary School,69,Biddeford Public Schools,65,York,3/1/2019,ME@69@65,,1-3,Public,,,,,,3,2019,537,,261,41,,,,,,,,,,,,,ME,5147,257.35,3098,154.9,230315001042,SY18-19,,302,,Primary,Public,,,,,,,4455,692,1996,20,2717,381,2050,20,320 Hill Street,Biddeford,4005,0.383742911
,Biddeford Middle School,68,Biddeford Public Schools,65,York,3/1/2019,ME@68@65,,6-8,Public,,,,,,3,2019,549,,231,29,,,,,,,,,,,,,ME,3703,185.15,1186,59.3,230315001017,SY18-19,,260,,Middle,Public,,,,,,,3240,463,1610,20,1116,70,73,20,25 Tiger Drive,Biddeford,4005,0.311808118
,Biddeford Intermediate School,71,Biddeford Public Schools,65,York,3/1/2019,ME@71@65,,4-5,Public,,,,,,3,2019,317,,162,12,,,,,,,,,,,,,ME,2590,129.5,1336,66.8,230315000622,SY18-19,,174,,Primary,Public,,,,,,,2408,182,1057,20,1262,74,322,20,335 Hill Street,Biddeford,4005,0.400630915
,Biddeford High School,66,Biddeford Public Schools,65,York,3/1/2019,ME@66@65,,9-12,Public,,,,,,3,2019,766,,293,56,,,,,,,,,,,,,ME,3609,180.45,954,47.7,230315000072,SY18-19,,349,,High,Public,,,,,,,3071,538,1363,20,814,140,56,20,20 Maplewood Ave,Biddeford,4005,0.306258322
,John F Kennedy Memorial School,67,Biddeford Public Schools,65,York,2/1/2019,ME@67@65,,PK-KG,Public,,,,,,2,2019,266,,130,10,,,,,,,,,,,,,ME,1475,98.333333333,1271,84.733333333,230315000076,SY18-19,,140,,Primary,Public,,,,,,,1357,118,508,15,1206,65,1074,15,64 West Street,Biddeford,4005,0.4
,Biddeford Primary School,69,Biddeford Public Schools,65,York,2/1/2019,ME@69@65,,1-3,Public,,,,,,2,2019,537,,261,41,,,,,,,,,,,,,ME,3676,245.066666667,2134,142.266666667,230315001042,SY18-19,,302,,Primary,Public,,,,,,,3197,479,1536,15,1861,273,1387,15,320 Hill Street,Biddeford,4005,0.383742911
,Biddeford Middle School,68,Biddeford Public Schools,65,York,2/1/2019,ME@68@65,,6-8,Public,,,,,,2,2019,549,,231,29,,,,,,,,,,,,,ME,2804,186.933333333,806,53.733333333,230315001017,SY18-19,,260,,Middle,Public,,,,,,,2468,336,1250,15,752,54,43,15,25 Tiger Drive,Biddeford,4005,0.311808118
,Biddeford Intermediate School,71,Biddeford Public Schools,65,York,2/1/2019,ME@71@65,,4-5,Public,,,,,,2,2019,317,,162,12,,,,,,,,,,,,,ME,1935,129,949,63.266666667,230315000622,SY18-19,,174,,Primary,Public,,,,,,,1807,128,760,15,897,52,183,15,335 Hill Street,Biddeford,4005,0.400630915
,Biddeford High School,66,Biddeford Public Schools,65,York,2/1/2019,ME@66@65,,9-12,Public,,,,,,2,2019,766,,293,56,,,,,,,,,,,,,ME,2785,185.666666667,696,46.4,230315000072,SY18-19,,349,,High,Public,,,,,,,2341,444,1081,15,583,113,52,15,20 Maplewood Ave,Biddeford,4005,0.306258322
,John F Kennedy Memorial School,67,Biddeford Public Schools,65,York,1/1/2019,ME@67@65,,PK-KG,Public,,,,,,1,2019,266,,130,10,,,,,,,,,,,,,ME,2044,97.333333333,1634,90.777777778,230315000076,SY18-19,,140,,Primary,Public,,,,,,,1888,156,693,21,1548,86,1435,18,64 West Street,Biddeford,4005,0.4
,Biddeford Primary School,69,Biddeford Public Schools,65,York,1/1/2019,ME@69@65,,1-3,Public,,,,,,1,2019,537,,261,41,,,,,,,,,,,,,ME,4996,237.904761905,2971,165.055555556,230315001042,SY18-19,,302,,Primary,Public,,,,,,,4344,652,2115,21,2582,389,1856,18,320 Hill Street,Biddeford,4005,0.383742911
,Biddeford Middle School,68,Biddeford Public Schools,65,York,1/1/2019,ME@68@65,,6-8,Public,,,,,,1,2019,549,,231,29,,,,,,,,,,,,,ME,3996,190.285714286,1114,53.047619048,230315001017,SY18-19,,260,,Middle,Public,,,,,,,3512,484,1813,21,1058,56,98,21,25 Tiger Drive,Biddeford,4005,0.311808118
,Biddeford Intermediate School,71,Biddeford Public Schools,65,York,1/1/2019,ME@71@65,,4-5,Public,,,,,,1,2019,317,,162,12,,,,,,,,,,,,,ME,2695,128.333333333,1313,62.523809524,230315000622,SY18-19,,174,,Primary,Public,,,,,,,2516,179,1118,21,1258,55,261,21,335 Hill Street,Biddeford,4005,0.400630915
,Biddeford High School,66,Biddeford Public Schools,65,York,1/1/2019,ME@66@65,,9-12,Public,,,,,,1,2019,766,,293,56,,,,,,,,,,,,,ME,3473,165.380952381,935,44.523809524,230315000072,SY18-19,,349,,High,Public,,,,,,,2912,561,1324,21,791,144,72,21,20 Maplewood Ave,Biddeford,4005,0.306258322
,Wells Junior High School,1062,Wells-Ogunquit CSD,1060,York,12/1/2018,ME@1062@1060,,5-8,Public,,,,,,12,2018,411,,65,31,,,,,,,,,,,,,ME,905,60.333333333,270,18,231349000613,SY18-19,,96,,Middle,Public,,,,,,,679,226,2324,15,233,37,530,15,1470 Post Rd,Wells,4090,0.092457421
,Wells High School,1063,Wells-Ogunquit CSD,1060,York,12/1/2018,ME@1063@1060,,9-12,Public,,,,,,12,2018,427,,64,25,,,,,,,,,,,,,ME,458,30.533333333,262,17.466666667,231349000612,SY18-19,,89,,High,Public,,,,,,,374,84,2187,15,191,71,346,15,200 Sanford Rd,Wells,4090,0.049763033
,Wells Elementary School,1061,Wells-Ogunquit CSD,1060,York,12/1/2018,ME@1061@1060,,PK-4,Public,,,,,,12,2018,539,,101,23,,,,,,,,,,,,,ME,1055,70.333333333,241,16.066666667,231349000611,SY18-19,,124,,Primary,Public,,,,,,,949,106,3107,15,214,27,170,15,276 Sanford Rd,Wells,4090,0.111317254
,Wells Junior High School,1062,Wells-Ogunquit CSD,1060,York,11/1/2018,ME@1062@1060,,5-8,Public,,,,,,11,2018,411,,65,31,,,,,,,,,,,,,ME,942,58.875,276,17.25,231349000613,SY18-19,,96,,Middle,Public,,,,,,,693,249,2514,16,227,49,239,16,1470 Post Rd,Wells,4090,0.092457421
,Wells High School,1063,Wells-Ogunquit CSD,1060,York,11/1/2018,ME@1063@1060,,9-12,Public,,,,,,11,2018,427,,64,25,,,,,,,,,,,,,ME,487,30.4375,285,17.8125,231349000612,SY18-19,,89,,High,Public,,,,,,,384,103,2437,16,185,100,412,16,200 Sanford Rd,Wells,4090,0.049763033
,Wells Elementary School,1061,Wells-Ogunquit CSD,1060,York,11/1/2018,ME@1061@1060,,PK-4,Public,,,,,,11,2018,539,,101,23,,,,,,,,,,,,,ME,1091,68.1875,224,14,231349000611,SY18-19,,124,,Primary,Public,,,,,,,961,130,3097,16,216,8,196,16,276 Sanford Rd,Wells,4090,0.111317254
,Wells Junior High School,1062,Wells-Ogunquit CSD,1060,York,10/1/2018,ME@1062@1060,,5-8,Public,,,,,,10,2018,411,,65,31,,,,,,,,,,,,,ME,1305,62.142857143,374,17.809523810,231349000613,SY18-19,,96,,Middle,Public,,,,,,,881,424,4421,21,311,63,261,21,1470 Post Rd,Wells,4090,0.092457421
,Wells High School,1063,Wells-Ogunquit CSD,1060,York,10/1/2018,ME@1063@1060,,9-12,Public,,,,,,10,2018,427,,64,25,,,,,,,,,,,,,ME,823,39.190476190,394,18.761904762,231349000612,SY18-19,,89,,High,Public,,,,,,,627,196,2958,21,245,149,402,21,200 Sanford Rd,Wells,4090,0.049763033
,Wells Elementary School,1061,Wells-Ogunquit CSD,1060,York,10/1/2018,ME@1061@1060,,PK-4,Public,,,,,,10,2018,539,,101,23,,,,,,,,,,,,,ME,1572,74.857142857,233,11.095238095,231349000611,SY18-19,,124,,Primary,Public,,,,,,,1269,303,3958,21,206,27,216,21,276 Sanford Rd,Wells,4090,0.111317254
,Wells Junior High School,1062,Wells-Ogunquit CSD,1060,York,9/1/2018,ME@1062@1060,,5-8,Public,,,,,,9,2018,411,,65,31,,,,,,,,,,,,,ME,1116,58.736842105,234,12.315789474,231349000613,SY18-19,,96,,Middle,Public,,,,,,,857,259,2644,19,190,44,201,19,1470 Post Rd,Wells,4090,0.092457421
,Wells High School,1063,Wells-Ogunquit CSD,1060,York,9/1/2018,ME@1063@1060,,9-12,Public,,,,,,9,2018,427,,64,25,,,,,,,,,,,,,ME,734,38.631578947,291,15.315789474,231349000612,SY18-19,,89,,High,Public,,,,,,,521,213,2547,19,184,107,181,19,200 Sanford Rd,Wells,4090,0.049763033
,Wells Elementary School,1061,Wells-Ogunquit CSD,1060,York,9/1/2018,ME@1061@1060,,PK-4,Public,,,,,,9,2018,539,,101,23,,,,,,,,,,,,,ME,1245,65.526315789,146,7.684210526,231349000611,SY18-19,,124,,Primary,Public,,,,,,,1053,192,3240,19,131,15,127,19,276 Sanford Rd,Wells,4090,0.111317254
,Wells Junior High School,1062,Wells-Ogunquit CSD,1060,York,6/1/2019,ME@1062@1060,,5-8,Public,,,,,,6,2019,411,,65,31,,,,,,,,,,,,,ME,447,44.7,181,18.1,231349000613,SY18-19,,96,,Middle,Public,,,,,,,336,111,1229,10,155,26,419,10,1470 Post Rd,Wells,4090,0.092457421
,Wells High School,1063,Wells-Ogunquit CSD,1060,York,6/1/2019,ME@1063@1060,,9-12,Public,,,,,,6,2019,427,,64,25,,,,,,,,,,,,,ME,189,21,139,15.444444444,231349000612,SY18-19,,89,,High,Public,,,,,,,154,35,794,9,106,33,188,9,200 Sanford Rd,Wells,4090,0.049763033
,Wells Elementary School,1061,Wells-Ogunquit CSD,1060,York,6/1/2019,ME@1061@1060,,PK-4,Public,,,,,,6,2019,539,,101,23,,,,,,,,,,,,,ME,736,73.6,205,20.5,231349000611,SY18-19,,124,,Primary,Public,,,,,,,674,62,2240,10,192,13,276,10,276 Sanford Rd,Wells,4090,0.111317254
,Wells Junior High School,1062,Wells-Ogunquit CSD,1060,York,5/1/2019,ME@1062@1060,,5-8,Public,,,,,,5,2019,411,,65,31,,,,,,,,,,,,,ME,1236,56.181818182,409,18.590909091,231349000613,SY18-19,,96,,Middle,Public,,,,,,,891,345,3442,22,338,71,521,22,1470 Post Rd,Wells,4090,0.092457421
,Wells High School,1063,Wells-Ogunquit CSD,1060,York,5/1/2019,ME@1063@1060,,9-12,Public,,,,,,5,2019,427,,64,25,,,,,,,,,,,,,ME,827,37.590909091,529,24.045454545,231349000612,SY18-19,,89,,High,Public,,,,,,,669,158,2872,22,386,143,593,22,200 Sanford Rd,Wells,4090,0.049763033
,Wells Elementary School,1061,Wells-Ogunquit CSD,1060,York,5/1/2019,ME@1061@1060,,PK-4,Public,,,,,,5,2019,539,,101,23,,,,,,,,,,,,,ME,1649,74.954545455,487,22.136363636,231349000611,SY18-19,,124,,Primary,Public,,,,,,,1510,139,6395,22,460,27,589,22,276 Sanford Rd,Wells,4090,0.111317254
,Wells Junior High School,1062,Wells-Ogunquit CSD,1060,York,4/1/2019,ME@1062@1060,,5-8,Public,,,,,,4,2019,411,,65,31,,,,,,,,,,,,,ME,861,53.8125,269,16.8125,231349000613,SY18-19,,96,,Middle,Public,,,,,,,603,258,2225,16,227,42,368,16,1470 Post Rd,Wells,4090,0.092457421
,Wells High School,1063,Wells-Ogunquit CSD,1060,York,4/1/2019,ME@1063@1060,,9-12,Public,,,,,,4,2019,427,,64,25,,,,,,,,,,,,,ME,551,34.4375,371,23.1875,231349000612,SY18-19,,89,,High,Public,,,,,,,447,104,2095,16,266,105,444,16,200 Sanford Rd,Wells,4090,0.049763033
,Wells Elementary School,1061,Wells-Ogunquit CSD,1060,York,4/1/2019,ME@1061@1060,,PK-4,Public,,,,,,4,2019,539,,101,23,,,,,,,,,,,,,ME,1168,73,376,23.5,231349000611,SY18-19,,124,,Primary,Public,,,,,,,1083,85,3310,16,364,12,347,16,276 Sanford Rd,Wells,4090,0.111317254
,Wells Junior High School,1062,Wells-Ogunquit CSD,1060,York,3/1/2019,ME@1062@1060,,5-8,Public,,,,,,3,2019,411,,65,31,,,,,,,,,,,,,ME,1193,59.65,608,30.4,231349000613,SY18-19,,96,,Middle,Public,,,,,,,868,325,2963,20,468,140,1698,20,1470 Post Rd,Wells,4090,0.092457421
,Wells High School,1063,Wells-Ogunquit CSD,1060,York,3/1/2019,ME@1063@1060,,9-12,Public,,,,,,3,2019,427,,64,25,,,,,,,,,,,,,ME,712,35.6,434,21.7,231349000612,SY18-19,,89,,High,Public,,,,,,,571,141,2752,20,306,128,491,20,200 Sanford Rd,Wells,4090,0.049763033
,Wells Elementary School,1061,Wells-Ogunquit CSD,1060,York,3/1/2019,ME@1061@1060,,PK-4,Public,,,,,,3,2019,539,,101,23,,,,,,,,,,,,,ME,1440,72,370,18.5,231349000611,SY18-19,,124,,Primary,Public,,,,,,,1316,124,4089,20,351,19,404,20,276 Sanford Rd,Wells,4090,0.111317254
,Wells Junior High School,1062,Wells-Ogunquit CSD,1060,York,2/1/2019,ME@1062@1060,,5-8,Public,,,,,,2,2019,411,,65,31,,,,,,,,,,,,,ME,854,56.933333333,249,16.6,231349000613,SY18-19,,96,,Middle,Public,,,,,,,617,237,2159,15,200,49,303,15,1470 Post Rd,Wells,4090,0.092457421
,Wells High School,1063,Wells-Ogunquit CSD,1060,York,2/1/2019,ME@1063@1060,,9-12,Public,,,,,,2,2019,427,,64,25,,,,,,,,,,,,,ME,547,36.466666667,333,22.2,231349000612,SY18-19,,89,,High,Public,,,,,,,433,114,2086,15,236,97,699,15,200 Sanford Rd,Wells,4090,0.049763033
,Wells Elementary School,1061,Wells-Ogunquit CSD,1060,York,2/1/2019,ME@1061@1060,,PK-4,Public,,,,,,2,2019,539,,101,23,,,,,,,,,,,,,ME,1044,69.6,223,15.928571429,231349000611,SY18-19,,124,,Primary,Public,,,,,,,953,91,2948,15,214,9,236,14,276 Sanford Rd,Wells,4090,0.111317254
,Wells Junior High School,1062,Wells-Ogunquit CSD,1060,York,1/1/2019,ME@1062@1060,,5-8,Public,,,,,,1,2019,411,,65,31,,,,,,,,,,,,,ME,1220,58.095238095,379,18.047619048,231349000613,SY18-19,,96,,Middle,Public,,,,,,,924,296,3096,21,322,57,356,21,1470 Post Rd,Wells,4090,0.092457421
,Wells High School,1063,Wells-Ogunquit CSD,1060,York,1/1/2019,ME@1063@1060,,9-12,Public,,,,,,1,2019,427,,64,25,,,,,,,,,,,,,ME,694,33.047619048,371,17.666666667,231349000612,SY18-19,,89,,High,Public,,,,,,,575,119,2996,21,270,101,434,21,200 Sanford Rd,Wells,4090,0.049763033
,Wells Elementary School,1061,Wells-Ogunquit CSD,1060,York,1/1/2019,ME@1061@1060,,PK-4,Public,,,,,,1,2019,539,,101,23,,,,,,,,,,,,,ME,1542,73.428571429,286,16.823529412,231349000611,SY18-19,,124,,Primary,Public,,,,,,,1399,143,4168,21,277,9,237,17,276 Sanford Rd,Wells,4090,0.111317254
,North Berwick Elementary School,919,RSU 60/MSAD 60,913,York,12/1/2018,ME@919@913,,KG-5,Public,,,,,,12,2018,288,,74,13,,,,,,,,,,,,,ME,875,62.5,538,38.428571429,,SY18-19,,87,,Primary,Public,,,,,,,719,156,1262,14,457,81,523,14,25 Varney Road North,Berwick,3906,0.166089965
,Noble Middle School,915,RSU 60/MSAD 60,913,York,12/1/2018,ME@915@913,,6-7,Public,,,,,,12,2018,517,,137,44,,,,,,,,,,,,,ME,2013,143.785714286,1594,113.857142857,231470000783,SY18-19,,181,,Middle,Public,,,,,,,1520,493,2103,14,1182,412,1192,14,46 Cranberry Meadow Road,Berwick,3901,0.169590643
,Noble High School,920,RSU 60/MSAD 60,913,York,12/1/2018,ME@920@913,,8-12,Public,,,,,,12,2018,1190,,240,92,,,,,,,,,,,,,ME,2575,183.928571429,1506,107.571428571,231470000512,SY18-19,,332,,High,Public,,,,,,,1747,828,3034,14,1062,444,371,14,100 Noble Way North,Berwick,3906,0.119760479
,Lebanon Elementary School,918,RSU 60/MSAD 60,913,York,12/1/2018,ME@918@913,,KG-5,Public,,,,,,12,2018,480,,122,35,,,,,,,,,,,,,ME,1714,122.428571429,885,63.214285714,,SY18-19,,157,,Primary,Public,,,,,,,1274,440,2085,14,659,226,596,14,65 Upper Guinea Road,Lebanon,4027,0.162839248
,Eric L Knowlton School,921,RSU 60/MSAD 60,913,York,12/1/2018,ME@921@913,,KG-5,Public,,,,,,12,2018,618,,154,37,,,,,,,,,,,,,ME,2080,148.571428571,1183,84.5,,SY18-19,,191,,Primary,Public,,,,,,,1722,358,2410,14,961,222,620,14,8 Noble Lane,Berwick,3901,0.163961039
,Athens Community School,906,Athens Public Schools,1629,Somerset,12/1/2018,ME@906@1629,,PK-8,Public,,,,,,12,2018,123,,63,14,,,,,,,,,,,,,ME,720,51.428571429,199,14.214285714,231481700742,SY18-19,,77,,Primary/Middle,Public,,,,,,,621,99,260,14,187,12,48,14,8 Fox Hill Road,Athens,4912,0.354330709
,North Berwick Elementary School,919,RSU 60/MSAD 60,913,York,11/1/2018,ME@919@913,,KG-5,Public,,,,,,11,2018,288,,74,13,,,,,,,,,,,,,ME,905,60.333333333,560,37.333333333,,SY18-19,,87,,Primary,Public,,,,,,,743,162,1381,15,468,92,627,15,25 Varney Road North,Berwick,3906,0.166089965
,Noble Middle School,915,RSU 60/MSAD 60,913,York,11/1/2018,ME@915@913,,6-7,Public,,,,,,11,2018,517,,137,44,,,,,,,,,,,,,ME,2224,148.266666667,1755,117,231470000783,SY18-19,,181,,Middle,Public,,,,,,,1680,544,2317,15,1297,458,1399,15,46 Cranberry Meadow Road,Berwick,3901,0.169590643
,Noble High School,920,RSU 60/MSAD 60,913,York,11/1/2018,ME@920@913,,8-12,Public,,,,,,11,2018,1190,,240,92,,,,,,,,,,,,,ME,2830,188.666666667,1527,101.8,231470000512,SY18-19,,332,,High,Public,,,,,,,1953,877,3601,15,1106,421,420,15,100 Noble Way North,Berwick,3906,0.119760479
,Lebanon Elementary School,918,RSU 60/MSAD 60,913,York,11/1/2018,ME@918@913,,KG-5,Public,,,,,,11,2018,480,,122,35,,,,,,,,,,,,,ME,1727,115.133333333,985,65.666666667,,SY18-19,,157,,Primary,Public,,,,,,,1287,440,2133,15,730,255,638,15,65 Upper Guinea Road,Lebanon,4027,0.162839248
,Eric L Knowlton School,921,RSU 60/MSAD 60,913,York,11/1/2018,ME@921@913,,KG-5,Public,,,,,,11,2018,618,,154,37,,,,,,,,,,,,,ME,2159,143.933333333,1298,86.533333333,,SY18-19,,191,,Primary,Public,,,,,,,1758,401,2574,15,1046,252,746,15,8 Noble Lane,Berwick,3901,0.163961039
,Athens Community School,906,Athens Public Schools,1629,Somerset,11/1/2018,ME@906@1629,,PK-8,Public,,,,,,11,2018,123,,63,14,,,,,,,,,,,,,ME,866,54.125,204,12.75,231481700742,SY18-19,,77,,Primary/Middle,Public,,,,,,,744,122,335,16,196,8,26,16,8 Fox Hill Road,Athens,4912,0.354330709
,North Berwick Elementary School,919,RSU 60/MSAD 60,913,York,10/1/2018,ME@919@913,,KG-5,Public,,,,,,10,2018,288,,74,13,,,,,,,,,,,,,ME,1268,60.380952381,757,36.047619048,,SY18-19,,87,,Primary,Public,,,,,,,1044,224,1901,21,633,124,868,21,25 Varney Road North,Berwick,3906,0.166089965
,Noble Middle School,915,RSU 60/MSAD 60,913,York,10/1/2018,ME@915@913,,6-7,Public,,,,,,10,2018,517,,137,44,,,,,,,,,,,,,ME,3031,144.333333333,2433,115.857142857,231470000783,SY18-19,,181,,Middle,Public,,,,,,,2346,685,3151,21,1830,603,1922,21,46 Cranberry Meadow Road,Berwick,3901,0.169590643
,Noble High School,920,RSU 60/MSAD 60,913,York,10/1/2018,ME@920@913,,8-12,Public,,,,,,10,2018,1190,,240,92,,,,,,,,,,,,,ME,3966,188.857142857,2177,103.666666667,231470000512,SY18-19,,332,,High,Public,,,,,,,2803,1163,5002,21,1643,534,604,21,100 Noble Way North,Berwick,3906,0.119760479
