"School Year","Division Number","Division Name","School Number","School Name","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2018-2019","123","Richmond City","3106","Linwood Holton Elementary","597","","597"
"2018-2019","123","Richmond City","3105","Lucille M. Brown Middle","794","","794"
"2018-2019","123","Richmond City","771","Martin Luther King Jr. Early Learning Center","91","","91"
"2018-2019","123","Richmond City","770","Martin Luther King Jr. Middle","641","","641"
"2018-2019","123","Richmond City","580","Mary Munford Elementary","507","","507"
"2018-2019","123","Richmond City","690","Maymont Pre-K Center","961","","961"
"2018-2019","123","Richmond City","3107","Miles Jones Elementary","642","","642"
"2018-2019","123","Richmond City","330","Oak Grove/Bellemeade Elementary","730","","730"
"2018-2019","123","Richmond City","90","Open High","200","","200"
"2018-2019","123","Richmond City","130","Overby-Sheppard Elementary","407","","407"
"2018-2019","123","Richmond City","3119","Patrick Henry School Of Science And Arts","344","","344"
"2018-2019","123","Richmond City","3110","Richmond Alternative School","1,125","","1,125"
"2018-2019","123","Richmond City","3200","Richmond Career Education and Employment (Charter School)","35","","35"
"2018-2019","123","Richmond City","452","Richmond Community High","240","","240"
"2018-2019","123","Richmond City","1480","Southampton Elementary","435","","435"
"2018-2019","123","Richmond City","511","Summer Hill Preschool Center","214","","214"
"2018-2019","123","Richmond City","210","Swansboro Elementary","233","","233"
"2018-2019","123","Richmond City","480","Thomas C. Boushall Middle","763","","763"
"2018-2019","123","Richmond City","20","Thomas Jefferson High","765","","765"
"2018-2019","123","Richmond City","660","Westover Hills Elementary","411","","411"
"2018-2019","123","Richmond City","200","William Fox Elementary","477","","477"
"2018-2019","123","Richmond City","650","Woodville Elementary","413","","413"
"2018-2019","79","Richmond County","210","Rappahannock High","499","","499"
"2018-2019","79","Richmond County","20","Richmond County Elementary","815","","815"
"2018-2019","124","Roanoke City","280","Addison Aerospace Magnet Middle","593","","593"
"2018-2019","124","Roanoke City","210","Breckinridge Middle","674","","674"
"2018-2019","124","Roanoke City","20","Crystal Spring Elementary","360","","360"
"2018-2019","124","Roanoke City","410","Fairview Elementary","550","","550"
"2018-2019","124","Roanoke City","50","Fallon Park Elementary","611","","611"
"2018-2019","124","Roanoke City","380","Fishburn Park Elementary","297","","297"
"2018-2019","124","Roanoke City","300","Garden City Elementary","283","","283"
"2018-2019","124","Roanoke City","310","Grandin Court Elementary","345","","345"
"2018-2019","124","Roanoke City","110","Highland Park Elementary","399","","399"
"2018-2019","124","Roanoke City","420","Hurt Park Elementary","383","","383"
"2018-2019","124","Roanoke City","450","James Madison Middle","576","","576"
"2018-2019","124","Roanoke City","230","John P. Fishwick Middle","529","","529"
"2018-2019","124","Roanoke City","340","Lincoln Terrace Elementary","311","","311"
"2018-2019","124","Roanoke City","370","Monterey Elementary","533","","533"
"2018-2019","124","Roanoke City","60","Morningside Elementary","263","","263"
"2018-2019","124","Roanoke City","390","Patrick Henry High","1,943","","1,943"
"2018-2019","124","Roanoke City","240","Preston Park Elementary","498","","498"
"2018-2019","124","Roanoke City","220","Roanoke Academy For Mathematics & Science Elementary","420","","420"
"2018-2019","124","Roanoke City","320","Round Hill Elementary","708","","708"
"2018-2019","124","Roanoke City","70","Virginia Heights Elementary","310","","310"
"2018-2019","124","Roanoke City","90","Wasena Elementary","219","","219"
"2018-2019","124","Roanoke City","350","Westside Elementary","701","5","706"
"2018-2019","124","Roanoke City","400","William Fleming High","1,679","","1,679"
"2018-2019","124","Roanoke City","150","Woodrow Wilson Middle","564","","564"
"2018-2019","80","Roanoke County","420","Back Creek Elementary","303","","303"
"2018-2019","80","Roanoke County","752","Bonsack Elementary","367","","367"
"2018-2019","80","Roanoke County","180","Burlington Elementary","453","","453"
"2018-2019","80","Roanoke County","560","Cave Spring Elementary","512","","512"
"2018-2019","80","Roanoke County","470","Cave Spring High","1,027","","1,027"
"2018-2019","80","Roanoke County","620","Cave Spring Middle","769","","769"
"2018-2019","80","Roanoke County","330","Clearbrook Elementary","333","","333"
"2018-2019","80","Roanoke County","40","Fort Lewis Elementary","257","","257"
"2018-2019","80","Roanoke County","650","Glen Cove Elementary","471","","471"
"2018-2019","80","Roanoke County","490","Glenvar Elementary","367","","367"
"2018-2019","80","Roanoke County","610","Glenvar High","583","","583"
"2018-2019","80","Roanoke County","751","Glenvar Middle","454","","454"
"2018-2019","80","Roanoke County","600","Green Valley Elementary","538","","538"
"2018-2019","80","Roanoke County","540","Herman L. Horn Elementary","441","","441"
"2018-2019","80","Roanoke County","754","Hidden Valley High","833","","833"
"2018-2019","80","Roanoke County","10","Hidden Valley Middle","615","","615"
"2018-2019","80","Roanoke County","530","Mason's Cove Elementary","185","","185"
"2018-2019","80","Roanoke County","290","Mount Pleasant Elementary","320","","320"
"2018-2019","80","Roanoke County","500","Mountain View Elementary","334","","334"
"2018-2019","80","Roanoke County","520","Northside High","933","","933"
"2018-2019","80","Roanoke County","640","Northside Middle","716","","716"
"2018-2019","80","Roanoke County","480","Oak Grove Elementary","417","","417"
"2018-2019","80","Roanoke County","50","Penn Forest Elementary","474","","474"
"2018-2019","80","Roanoke County","60","W.E. Cundiff Elementary","531","","531"
"2018-2019","80","Roanoke County","630","William Byrd High","1,070","","1,070"
"2018-2019","80","Roanoke County","232","William Byrd Middle","818","","818"
"2018-2019","81","Rockbridge County","650","Central Elementary","529","","529"
"2018-2019","81","Rockbridge County","150","Fairfield Elementary","275","","275"
"2018-2019","81","Rockbridge County","678","Maury River Middle School","661","1","662"
"2018-2019","81","Rockbridge County","340","Mountain View Elementary","123","","123"
"2018-2019","81","Rockbridge County","641","Natural Bridge Elementary","257","","257"
"2018-2019","81","Rockbridge County","22","Rockbridge County High","997","","997"
"2018-2019","82","Rockingham County","870","Broadway High","1,010","2","1,012"
"2018-2019","82","Rockingham County","861","Cub Run Elementary","678","","678"
"2018-2019","82","Rockingham County","391","East Rockingham High","711","6","717"
"2018-2019","82","Rockingham County","400","Elkton Elementary","371","","371"
"2018-2019","82","Rockingham County","900","Elkton Middle","491","","491"
"2018-2019","82","Rockingham County","940","Fulks Run Elementary","162","","162"
"2018-2019","82","Rockingham County","960","J. Frank Hillyard Middle","711","","711"
"2018-2019","82","Rockingham County","1071","John C. Myers Elementary","511","","511"
"2018-2019","82","Rockingham County","970","John W. Wayland Elementary","590","","590"
"2018-2019","82","Rockingham County","500","Lacey Spring Elementary","222","","222"
"2018-2019","82","Rockingham County","360","Linville-Edom Elementary","206","","206"
"2018-2019","82","Rockingham County","600","McGaheysville Elementary","280","","280"
"2018-2019","82","Rockingham County","860","Montevideo Middle","778","","778"
"2018-2019","82","Rockingham County","520","Mountain View Elementary","461","","461"
"2018-2019","82","Rockingham County","920","Ottobine Elementary","185","","185"
"2018-2019","82","Rockingham County","1073","Peak View Elementary","485","","485"
"2018-2019","82","Rockingham County","10","Plains Elementary","440","","440"
"2018-2019","82","Rockingham County","950","Pleasant Valley Elementary","220","","220"
"2018-2019","82","Rockingham County","390","River Bend Elementary","389","","389"
"2018-2019","82","Rockingham County","830","South River Elementary","324","","324"
"2018-2019","82","Rockingham County","20","Spotswood High","967","1","968"
"2018-2019","82","Rockingham County","850","Turner Ashby High","1,001","8","1,009"
"2018-2019","82","Rockingham County","890","Wilbur S. Pence Middle","720","","720"
"2018-2019","83","Russell County","580","Belfast Elementary","106","","106"
"2018-2019","83","Russell County","792","Castlewood Elementary","418","","418"
"2018-2019","83","Russell County","791","Castlewood High","367","","367"
"2018-2019","83","Russell County","820","Copper Creek Elementary","110","","110"
"2018-2019","83","Russell County","890","Honaker Elementary","634","","634"
"2018-2019","83","Russell County","540","Honaker High","443","","443"
"2018-2019","83","Russell County","410","Lebanon Elementary","334","","334"
"2018-2019","83","Russell County","140","Lebanon High","600","","600"
"2018-2019","83","Russell County","902","Lebanon Middle","353","","353"
"2018-2019","83","Russell County","390","Lebanon Primary","280","","280"
"2018-2019","83","Russell County","710","Swords Creek Elementary","140","","140"
"2018-2019","139","Salem City","100","Andrew Lewis Middle","942","","942"
"2018-2019","139","Salem City","550","East Salem Elementary","454","","454"
"2018-2019","139","Salem City","90","G.W. Carver Elementary","439","","439"
"2018-2019","139","Salem City","70","Salem High","1,278","","1,278"
"2018-2019","139","Salem City","580","South Salem Elementary","419","","419"
"2018-2019","139","Salem City","460","West Salem Elementary","426","","426"
"2018-2019","84","Scott County","750","Duffield-Pattonsville Primary","293","","293"
"2018-2019","84","Scott County","42","Dungannon Intermediate","62","","62"
"2018-2019","84","Scott County","102","Fort Blackmore Primary","75","","75"
"2018-2019","84","Scott County","770","Gate City High","654","1","655"
"2018-2019","84","Scott County","771","Gate City Middle","330","","330"
"2018-2019","84","Scott County","670","Hilton Elementary","149","","149"
"2018-2019","84","Scott County","220","Nickelsville Elementary","245","","245"
"2018-2019","84","Scott County","260","Rye Cove High","245","","245"
"2018-2019","84","Scott County","20","Rye Cove Intermediate","164","","164"
"2018-2019","84","Scott County","641","Shoemaker Elementary","565","","565"
"2018-2019","84","Scott County","780","Twin Springs High","221","","221"
"2018-2019","84","Scott County","740","Weber City Elementary","354","","354"
"2018-2019","84","Scott County","790","Yuma Elementary","176","","176"
"2018-2019","85","Shenandoah County","820","Ashby Lee Elementary","636","","636"
"2018-2019","85","Shenandoah County","780","Central High","760","","760"
"2018-2019","85","Shenandoah County","40","North Fork Middle","363","","363"
"2018-2019","85","Shenandoah County","30","Peter Muhlenberg Middle","574","","574"
"2018-2019","85","Shenandoah County","810","Sandy Hook Elementary","908","","908"
"2018-2019","85","Shenandoah County","50","Signal Knob Middle","433","","433"
"2018-2019","85","Shenandoah County","790","Stonewall Jackson High","621","","621"
"2018-2019","85","Shenandoah County","770","Strasburg High","624","","624"
"2018-2019","85","Shenandoah County","20","W.W. Robinson Elementary","1,111","","1,111"
"2018-2019","86","Smyth County","290","Atkins Elementary","191","","191"
"2018-2019","86","Smyth County","730","Chilhowie Elementary","565","","565"
"2018-2019","86","Smyth County","460","Chilhowie High","414","","414"
"2018-2019","86","Smyth County","851","Chilhowie Middle","319","","319"
"2018-2019","86","Smyth County","710","Marion Elementary","313","","313"
"2018-2019","86","Smyth County","680","Marion Middle","539","","539"
"2018-2019","86","Smyth County","700","Marion Senior High","635","","635"
"2018-2019","86","Smyth County","250","Northwood High","279","","279"
"2018-2019","86","Smyth County","120","Northwood Middle","188","","188"
"2018-2019","86","Smyth County","690","Oak Point Elementary","414","","414"
"2018-2019","86","Smyth County","720","Rich Valley Elementary","154","","154"
"2018-2019","86","Smyth County","740","Saltville Elementary","209","","209"
"2018-2019","86","Smyth County","555","Sugar Grove Elementary","112","","112"
"2018-2019","87","Southampton County","710","Capron Elementary","197","","197"
"2018-2019","87","Southampton County","20","Meherrin Elementary","312","","312"
"2018-2019","87","Southampton County","10","Nottoway Elementary","303","","303"
"2018-2019","87","Southampton County","780","Riverdale Elementary","597","","597"
"2018-2019","87","Southampton County","690","Southampton High","833","","833"
"2018-2019","87","Southampton County","700","Southampton Middle","627","","627"
"2018-2019","88","Spotsylvania County","10","Battlefield Elementary","655","","655"
"2018-2019","88","Spotsylvania County","50","Battlefield Middle","837","","837"
"2018-2019","88","Spotsylvania County","340","Berkeley Elementary","300","","300"
"2018-2019","88","Spotsylvania County","400","Brock Road Elementary","660","1","661"
"2018-2019","88","Spotsylvania County","511","Cedar Forest Elementary","740","","740"
"2018-2019","88","Spotsylvania County","40","Chancellor Elementary","462","","462"
"2018-2019","88","Spotsylvania County","381","Chancellor High","1,292","1","1,293"
"2018-2019","88","Spotsylvania County","382","Chancellor Middle","834","","834"
"2018-2019","88","Spotsylvania County","501","Courthouse Road Elementary","809","","809"
"2018-2019","88","Spotsylvania County","22","Courtland Elementary","535","","535"
"2018-2019","88","Spotsylvania County","20","Courtland High","1,187","2","1,189"
"2018-2019","88","Spotsylvania County","509","Freedom Middle","815","","815"
"2018-2019","88","Spotsylvania County","507","Harrison Road Elementary","780","1","781"
"2018-2019","88","Spotsylvania County","30","Lee Hill Elementary","662","","662"
"2018-2019","88","Spotsylvania County","350","Livingston Elementary","405","","405"
"2018-2019","88","Spotsylvania County","506","Massaponax High","2,015","3","2,018"
"2018-2019","88","Spotsylvania County","505","Ni River Middle","704","","704"
"2018-2019","88","Spotsylvania County","508","Parkside Elementary","865","","865"
"2018-2019","88","Spotsylvania County","220","Post Oak Middle","689","","689"
"2018-2019","88","Spotsylvania County","510","Riverbend High","1,919","2","1,921"
"2018-2019","88","Spotsylvania County","503","Riverview Elementary","638","","638"
"2018-2019","88","Spotsylvania County","130","Robert E. Lee Elementary","507","","507"
"2018-2019","88","Spotsylvania County","60","Salem Elementary","663","","663"
"2018-2019","88","Spotsylvania County","390","Smith Station Elementary","640","","640"
"2018-2019","88","Spotsylvania County","360","Spotswood Elementary","562","","562"
"2018-2019","88","Spotsylvania County","370","Spotsylvania High","1,144","1","1,145"
"2018-2019","88","Spotsylvania County","330","Spotsylvania Middle","934","","934"
"2018-2019","88","Spotsylvania County","502","Thornburg Middle","730","","730"
"2018-2019","88","Spotsylvania County","504","Wilderness Elementary","685","4","689"
"2018-2019","89","Stafford County","40","Andrew G. Wright Middle","900","3","903"
"2018-2019","89","Stafford County","260","Anne E. Moncure Elementary","847","3","850"
"2018-2019","89","Stafford County","433","Anthony Burns Elementary","841","10","851"
"2018-2019","89","Stafford County","421","Brooke Point High","1,877","","1,877"
"2018-2019","89","Stafford County","424","Colonial Forge High","2,084","","2,084"
"2018-2019","89","Stafford County","431","Conway Elementary","807","15","822"
"2018-2019","89","Stafford County","432","Donald B. Dixon-Lyle R. Smith Middle","776","","776"
"2018-2019","89","Stafford County","10","Edward E. Drew Jr. Middle","605","2","607"
"2018-2019","89","Stafford County","280","Falmouth Elementary","685","2","687"
"2018-2019","89","Stafford County","230","Ferry Farm Elementary","637","4","641"
"2018-2019","89","Stafford County","41","Garrisonville Elementary","600","5","605"
"2018-2019","89","Stafford County","270","Grafton Village Elementary","659","25","684"
"2018-2019","89","Stafford County","422","H.H. Poole Middle","791","2","793"
"2018-2019","89","Stafford County","320","Hampton Oaks Elementary","758","7","765"
"2018-2019","89","Stafford County","250","Hartwood Elementary","561","3","564"
"2018-2019","89","Stafford County","427","Kate Waller Barrett Elementary","823","2","825"
"2018-2019","89","Stafford County","429","Margaret Brent Elementary","889","8","897"
"2018-2019","89","Stafford County","430","Mountain View High","1,843","10","1,853"
"2018-2019","89","Stafford County","30","North Stafford High","1,692","1","1,693"
"2018-2019","89","Stafford County","300","Park Ridge Elementary","709","28","737"
"2018-2019","89","Stafford County","60","Rockhill Elementary","596","54","650"
"2018-2019","89","Stafford County","425","Rocky Run Elementary","932","2","934"
"2018-2019","89","Stafford County","426","Rodney E. Thompson Middle","1,023","1","1,024"
"2018-2019","89","Stafford County","440","Shirley C. Heim Middle","982","1","983"
"2018-2019","89","Stafford County","111","Stafford Elementary","766","4","770"
"2018-2019","89","Stafford County","112","Stafford Middle","919","1","920"
"2018-2019","89","Stafford County","20","Stafford Senior High","1,980","4","1,984"
"2018-2019","89","Stafford County","162","T. Benton Gayle Middle","923","1","924"
"2018-2019","89","Stafford County","50","Widewater Elementary","793","17","810"
"2018-2019","89","Stafford County","423","Winding Creek Elementary","972","","972"
"2018-2019","126","Staunton City","40","Arthur R. Ware Elementary","432","","432"
"2018-2019","126","Staunton City","70","Bessie Weller Elementary","372","","372"
"2018-2019","126","Staunton City","30","Robert E. Lee High","771","1","772"
"2018-2019","126","Staunton City","110","Shelburne Middle","618","","618"
"2018-2019","126","Staunton City","41","Staunton City School PreSchool Programs","91","","91"
"2018-2019","126","Staunton City","90","Thomas C. McSwain Elementary","443","","443"
"2018-2019","127","Suffolk City","50","Booker T. Washington Elementary","382","","382"
"2018-2019","127","Suffolk City","397","Colonel Fred Cherry Middle School","759","","759"
"2018-2019","127","Suffolk City","440","Creekside Elementary","767","","767"
"2018-2019","127","Suffolk City","210","Elephant's Fork Elementary","579","","579"
"2018-2019","127","Suffolk City","90","Florence Bowser Elementary","770","","770"
"2018-2019","127","Suffolk City","390","Forest Glen Middle","461","","461"
"2018-2019","127","Suffolk City","450","Hillpoint Elementary","771","","771"
"2018-2019","127","Suffolk City","370","John F. Kennedy Middle","552","","552"
"2018-2019","127","Suffolk City","380","John Yeates Middle","512","","512"
"2018-2019","127","Suffolk City","230","Kilby Shores Elementary","534","","534"
"2018-2019","127","Suffolk City","395","King's Fork High","1,494","","1,494"
"2018-2019","127","Suffolk City","393","King's Fork Middle","1,005","","1,005"
"2018-2019","127","Suffolk City","300","Lakeland High","1,056","","1,056"
"2018-2019","127","Suffolk City","330","Mack Benn Jr. Elementary","614","","614"
"2018-2019","127","Suffolk City","220","Nansemond Parkway Elementary","497","","497"
"2018-2019","127","Suffolk City","240","Nansemond River High","1,569","","1,569"
"2018-2019","127","Suffolk City","391","Northern Shores Elementary","859","","859"
"2018-2019","127","Suffolk City","70","Oakland Elementary","457","","457"
"2018-2019","127","Suffolk City","47","Pioneer Elementary","627","","627"
"2018-2019","90","Surry County","30","Luther P. Jackson Middle","221","","221"
"2018-2019","90","Surry County","10","Surry County High","236","","236"
"2018-2019","90","Surry County","20","Surry Elementary","301","","301"
"2018-2019","91","Sussex County","483","Sussex Central Elementary","525","3","528"
"2018-2019","91","Sussex County","340","Sussex Central High","314","1","315"
"2018-2019","91","Sussex County","482","Sussex Central Middle","235","","235"
"2018-2019","92","Tazewell County","1020","Abb's Valley-Boissevain Elementary","172","","172"
"2018-2019","92","Tazewell County","830","Cedar Bluff Elementary","410","","410"
"2018-2019","92","Tazewell County","750","Dudley Primary","299","","299"
"2018-2019","92","Tazewell County","940","Graham High","519","","519"
"2018-2019","92","Tazewell County","960","Graham Intermediate","316","","316"
"2018-2019","92","Tazewell County","10","Graham Middle","397","","397"
"2018-2019","92","Tazewell County","450","North Tazewell Elementary","261","","261"
"2018-2019","92","Tazewell County","822","Richlands Elementary","664","","664"
"2018-2019","92","Tazewell County","821","Richlands High","721","","721"
"2018-2019","92","Tazewell County","823","Richlands Middle","543","","543"
"2018-2019","92","Tazewell County","1030","Tazewell Elementary","435","","435"
"2018-2019","92","Tazewell County","890","Tazewell High","505","","505"
"2018-2019","92","Tazewell County","100","Tazewell Middle","411","","411"
"2018-2019","128","Virginia Beach City","590","Alanton Elementary","634","","634"
"2018-2019","128","Virginia Beach City","550","Arrowhead Elementary","536","","536"
"2018-2019","128","Virginia Beach City","115","Bayside 6th Grade Campus","399","","399"
"2018-2019","128","Virginia Beach City","280","Bayside Elementary","515","","515"
"2018-2019","128","Virginia Beach City","530","Bayside High","1,944","","1,944"
"2018-2019","128","Virginia Beach City","700","Bayside Middle","752","","752"
"2018-2019","128","Virginia Beach City","60","Birdneck Elementary","638","","638"
"2018-2019","128","Virginia Beach City","790","Brandon Middle","1,242","","1,242"
"2018-2019","128","Virginia Beach City","630","Brookwood Elementary","633","","633"
"2018-2019","128","Virginia Beach City","40","Centerville Elementary","691","","691"
"2018-2019","128","Virginia Beach City","990","Christopher Farms Elementary","681","","681"
"2018-2019","128","Virginia Beach City","720","College Park Elementary","546","","546"
"2018-2019","128","Virginia Beach City","1041","Corporate Landing Elementary","451","","451"
"2018-2019","128","Virginia Beach City","980","Corporate Landing Middle","1,215","","1,215"
"2018-2019","128","Virginia Beach City","230","Creeds Elementary","335","","335"
"2018-2019","128","Virginia Beach City","106","Diamond Springs Elementary","571","","571"
"2018-2019","128","Virginia Beach City","780","Fairfield Elementary","550","","550"
"2018-2019","128","Virginia Beach City","610","First Colonial High","1,878","","1,878"
"2018-2019","128","Virginia Beach City","440","Floyd Kellam High","1,973","","1,973"
"2018-2019","128","Virginia Beach City","30","Frank W. Cox High","1,815","","1,815"
"2018-2019","128","Virginia Beach City","870","Glenwood Elementary","1,021","","1,021"
"2018-2019","128","Virginia Beach City","430","Great Neck Middle","1,149","","1,149"
"2018-2019","128","Virginia Beach City","1050","Green Run Collegiate","360","","360"
"2018-2019","128","Virginia Beach City","770","Green Run Elementary","372","","372"
"2018-2019","128","Virginia Beach City","10","Green Run High","1,392","","1,392"
"2018-2019","128","Virginia Beach City","540","Hermitage Elementary","644","","644"
"2018-2019","128","Virginia Beach City","600","Holland Elementary","592","","592"
"2018-2019","128","Virginia Beach City","740","Independence Middle","1,292","","1,292"
"2018-2019","128","Virginia Beach City","800","Indian Lakes Elementary","643","","643"
"2018-2019","128","Virginia Beach City","360","John B. Dey Elementary","789","","789"
"2018-2019","128","Virginia Beach City","450","Kempsville Elementary","488","","488"
"2018-2019","128","Virginia Beach City","620","Kempsville High","1,694","","1,694"
"2018-2019","128","Virginia Beach City","410","Kempsville Meadows Elementary","458","","458"
"2018-2019","128","Virginia Beach City","690","Kempsville Middle","775","","775"
"2018-2019","128","Virginia Beach City","420","King's Grant Elementary","558","","558"
"2018-2019","128","Virginia Beach City","580","Kingston Elementary","542","","542"
"2018-2019","128","Virginia Beach City","932","Landstown Elementary","798","","798"
"2018-2019","128","Virginia Beach City","1030","Landstown High","2,211","","2,211"
"2018-2019","128","Virginia Beach City","931","Landstown Middle","1,427","","1,427"
"2018-2019","128","Virginia Beach City","970","Larkspur Middle","1,582","","1,582"
"2018-2019","128","Virginia Beach City","330","Linkhorn Park Elementary","554","","554"
"2018-2019","128","Virginia Beach City","460","Luxford Elementary","521","","521"
"2018-2019","128","Virginia Beach City","520","Lynnhaven Elementary","426","","426"
"2018-2019","128","Virginia Beach City","730","Lynnhaven Middle","919","","919"
"2018-2019","128","Virginia Beach City","500","Malibu Elementary","426","","426"
"2018-2019","128","Virginia Beach City","1020","New Castle Elementary","745","","745"
"2018-2019","128","Virginia Beach City","710","Newtown Elementary","514","","514"
"2018-2019","128","Virginia Beach City","760","North Landing Elementary","447","","447"
"2018-2019","128","Virginia Beach City","880","Ocean Lakes Elementary","582","","582"
"2018-2019","128","Virginia Beach City","960","Ocean Lakes High","2,069","","2,069"
"2018-2019","128","Virginia Beach City","80","Old Donation School","1,255","","1,255"
"2018-2019","128","Virginia Beach City","820","Parkway Elementary","466","","466"
"2018-2019","128","Virginia Beach City","490","Pembroke Elementary","528","","528"
"2018-2019","128","Virginia Beach City","660","Pembroke Meadows Elementary","536","","536"
"2018-2019","128","Virginia Beach City","640","Plaza Middle","1,098","","1,098"
"2018-2019","128","Virginia Beach City","680","Point O' View Elementary","721","","721"
"2018-2019","128","Virginia Beach City","340","Princess Anne Elementary","642","","642"
"2018-2019","128","Virginia Beach City","321","Princess Anne High","1,779","","1,779"
"2018-2019","128","Virginia Beach City","750","Princess Anne Middle","1,448","","1,448"
"2018-2019","128","Virginia Beach City","692","Providence Elementary","561","","561"
"2018-2019","128","Virginia Beach City","900","Red Mill Elementary","647","","647"
"2018-2019","128","Virginia Beach City","810","Rosemont Elementary","444","","444"
"2018-2019","128","Virginia Beach City","840","Rosemont Forest Elementary","523","","523"
"2018-2019","128","Virginia Beach City","830","Salem Elementary","495","","495"
"2018-2019","128","Virginia Beach City","850","Salem High","1,757","","1,757"
"2018-2019","128","Virginia Beach City","50","Salem Middle","1,066","","1,066"
"2018-2019","128","Virginia Beach City","290","Seatack Elementary an Achievable Dream Academy","357","","357"
"2018-2019","128","Virginia Beach City","300","Shelton Park Elementary","432","","432"
"2018-2019","128","Virginia Beach City","940","Strawbridge Elementary","658","","658"
"2018-2019","128","Virginia Beach City","910","Tallwood Elementary","605","","605"
"2018-2019","128","Virginia Beach City","920","Tallwood High","1,889","","1,889"
"2018-2019","128","Virginia Beach City","350","Thalia Elementary","581","","581"
"2018-2019","128","Virginia Beach City","400","Thoroughgood Elementary","625","","625"
"2018-2019","128","Virginia Beach City","100","Three Oaks Elementary","756","","756"
"2018-2019","128","Virginia Beach City","510","Trantwood Elementary","530","","530"
"2018-2019","128","Virginia Beach City","140","Virginia Beach Middle","813","","813"
"2018-2019","128","Virginia Beach City","130","W.T. Cooke Elementary","534","","534"
"2018-2019","128","Virginia Beach City","20","White Oaks Elementary","640","","640"
"2018-2019","128","Virginia Beach City","470","Williams Elementary","538","","538"
"2018-2019","128","Virginia Beach City","670","Windsor Oaks Elementary","595","","595"
"2018-2019","128","Virginia Beach City","560","Windsor Woods Elementary","399","","399"
"2018-2019","128","Virginia Beach City","390","Woodstock Elementary","717","","717"
"2018-2019","93","Warren County","90","A.S. Rhodes Elementary","267","","267"
"2018-2019","93","Warren County","140","E. Wilson Morrison Elementary","476","","476"
"2018-2019","93","Warren County","371","Hilda J. Barbour Elementary","488","1","489"
"2018-2019","93","Warren County","20","Leslie Fox Keyser Elementary","562","","562"
"2018-2019","93","Warren County","240","Ressie Jeffries Elementary","572","","572"
"2018-2019","93","Warren County","250","Skyline High","862","1","863"
"2018-2019","93","Warren County","260","Skyline Middle School","661","","661"
"2018-2019","93","Warren County","230","Warren County High","810","1","811"
"2018-2019","93","Warren County","280","Warren County Middle School","600","1","601"
"2018-2019","94","Washington County","1080","Abingdon Elementary","462","","462"
"2018-2019","94","Washington County","1030","Abingdon High","896","","896"
"2018-2019","94","Washington County","40","Damascus Middle","217","","217"
"2018-2019","94","Washington County","1110","E.B. Stanley Middle","659","1","660"
"2018-2019","94","Washington County","1090","Glade Spring Middle","303","","303"
"2018-2019","94","Washington County","260","Greendale Elementary","296","","296"
"2018-2019","94","Washington County","1070","High Point Elementary","591","","591"
"2018-2019","94","Washington County","1060","Holston High","285","","285"
"2018-2019","94","Washington County","1040","John S. Battle High","622","","622"
"2018-2019","94","Washington County","20","Meadowview Elementary","587","","587"
"2018-2019","94","Washington County","1050","Patrick Henry High","430","1","431"
"2018-2019","94","Washington County","50","Rhea Valley Elementary","390","","390"
"2018-2019","94","Washington County","1020","Valley Institute Elementary","318","","318"
"2018-2019","94","Washington County","620","Wallace Middle","473","","473"
"2018-2019","94","Washington County","70","Watauga Elementary","561","1","562"
"2018-2019","130","Waynesboro City","650","Berkeley Glenn Elementary","272","","272"
"2018-2019","130","Waynesboro City","640","Kate Collins Middle","697","","697"
"2018-2019","130","Waynesboro City","620","Wayne Hills Center","93","1","94"
"2018-2019","130","Waynesboro City","600","Waynesboro High","844","1","845"
"2018-2019","130","Waynesboro City","580","Wenonah Elementary","248","","248"
"2018-2019","130","Waynesboro City","630","Westwood Hills Elementary","445","","445"
"2018-2019","130","Waynesboro City","751","William Perry Elementary","433","","433"
"2018-2019","207","West Point","280","West Point Elementary","345","","345"
"2018-2019","207","West Point","290","West Point High","271","","271"
"2018-2019","207","West Point","391","West Point Middle","197","","197"
"2018-2019","95","Westmoreland County","210","Cople Elementary","393","","393"
"2018-2019","95","Westmoreland County","300","Montross Middle","369","","369"
"2018-2019","95","Westmoreland County","120","Washington & Lee High","489","","489"
"2018-2019","95","Westmoreland County","310","Washington District Elementary","400","","400"
"2018-2019","131","Williamsburg-James City County","60","Berkeley Middle","597","","597"
"2018-2019","131","Williamsburg-James City County","40","Clara Byrd Baker Elementary","551","21","572"
"2018-2019","131","Williamsburg-James City County","80","D.J. Montague Elementary","506","","506"
"2018-2019","131","Williamsburg-James City County","190","J. Blaine Blayton Elementary","518","50","568"
"2018-2019","131","Williamsburg-James City County","25","James Blair Middle","550","","550"
"2018-2019","131","Williamsburg-James City County","201","James River Elementary","449","","449"
"2018-2019","131","Williamsburg-James City County","202","Jamestown High","1,308","","1,308"
"2018-2019","131","Williamsburg-James City County","90","Lafayette High","1,116","","1,116"
"2018-2019","131","Williamsburg-James City County","50","Laurel Lane Elementary","505","30","535"
"2018-2019","131","Williamsburg-James City County","191","Lois Hornsby Middle","795","","795"
"2018-2019","131","Williamsburg-James City County","205","Matoaka Elementary","745","","745"
"2018-2019","131","Williamsburg-James City County","10","Matthew Whaley Elementary","541","","541"
"2018-2019","131","Williamsburg-James City County","70","Norge Elementary","642","46","688"
