"School Year","Division Number","Division Name","School Number","School Name","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2018-2019","29","Fairfax County","2459","Bailey's Upper Elementary School for the Arts and Sciences","550","","550"
"2018-2019","29","Fairfax County","1730","Beech Tree Elementary","383","","383"
"2018-2019","29","Fairfax County","560","Belle View Elementary","534","","534"
"2018-2019","29","Fairfax County","720","Belvedere Elementary","659","","659"
"2018-2019","29","Fairfax County","2000","Bonnie Brae Elementary","807","","807"
"2018-2019","29","Fairfax County","1090","Braddock Elementary","851","","851"
"2018-2019","29","Fairfax County","940","Bren Mar Park Elementary","500","","500"
"2018-2019","29","Fairfax County","1790","Brookfield Elementary","833","","833"
"2018-2019","29","Fairfax County","2201","Bryant High","340","","340"
"2018-2019","29","Fairfax County","700","Bucknell Elementary","252","","252"
"2018-2019","29","Fairfax County","2251","Bull Run E.C. Resource Ctr.","238","","238"
"2018-2019","29","Fairfax County","2225","Bull Run Elementary","804","","804"
"2018-2019","29","Fairfax County","680","Bush Hill Elementary","541","","541"
"2018-2019","29","Fairfax County","1940","Camelot Elementary","610","","610"
"2018-2019","29","Fairfax County","620","Cameron Elementary","535","","535"
"2018-2019","29","Fairfax County","1590","Canterbury Woods Elementary","787","","787"
"2018-2019","29","Fairfax County","1690","Cardinal Forest Elementary","604","","604"
"2018-2019","29","Fairfax County","2222","Carson Middle","1,501","1","1,502"
"2018-2019","29","Fairfax County","2090","Centre Ridge Elementary","788","","788"
"2018-2019","29","Fairfax County","2205","Centreville Elementary","868","","868"
"2018-2019","29","Fairfax County","200","Centreville High","2,614","1","2,615"
"2018-2019","29","Fairfax County","131","Chantilly High","2,863","2","2,865"
"2018-2019","29","Fairfax County","480","Cherry Run Elementary","435","","435"
"2018-2019","29","Fairfax County","100","Chesterbrook Elementary","694","","694"
"2018-2019","29","Fairfax County","1050","Churchill Road Elementary","751","","751"
"2018-2019","29","Fairfax County","260","Clearview Elementary","705","","705"
"2018-2019","29","Fairfax County","1870","Clermont Elementary","625","","625"
"2018-2019","29","Fairfax County","2347","Coates Elementary","713","","713"
"2018-2019","29","Fairfax County","1510","Columbia Elementary","489","","489"
"2018-2019","29","Fairfax County","2234","Colvin Run Elementary","759","","759"
"2018-2019","29","Fairfax County","1190","Cooper Middle","1,032","","1,032"
"2018-2019","29","Fairfax County","870","Crestwood Elementary","612","","612"
"2018-2019","29","Fairfax County","2020","Crossfield Elementary","627","","627"
"2018-2019","29","Fairfax County","1600","Cub Run Elementary","571","","571"
"2018-2019","29","Fairfax County","1700","Cunningham Park Elementary","488","","488"
"2018-2019","29","Fairfax County","2229","Daniels Run Elementary","714","","714"
"2018-2019","29","Fairfax County","2204","Deer Park Elementary","585","","585"
"2018-2019","29","Fairfax County","220","Dogwood Elementary","729","","729"
"2018-2019","29","Fairfax County","2010","Dranesville Elementary","730","","730"
"2018-2019","29","Fairfax County","2238","Dunn Loring E.C. Resource Ctr.","282","","282"
"2018-2019","29","Fairfax County","2243","Eagle View Elementary","661","","661"
"2018-2019","29","Fairfax County","1270","Edison High","2,119","1","2,120"
"2018-2019","29","Fairfax County","190","Fairfax County Adult High","151","","151"
"2018-2019","29","Fairfax County","20","Fairfax High","2,325","2","2,327"
"2018-2019","29","Fairfax County","1480","Fairfax Villa Elementary","625","","625"
"2018-2019","29","Fairfax County","1630","Fairhill Elementary","567","","567"
"2018-2019","29","Fairfax County","290","Fairview Elementary","731","","731"
"2018-2019","29","Fairfax County","1100","Falls Church High","2,111","","2,111"
"2018-2019","29","Fairfax County","730","Flint Hill Elementary","688","","688"
"2018-2019","29","Fairfax County","740","Floris Elementary","826","","826"
"2018-2019","29","Fairfax County","70","Forest Edge Elementary","541","","541"
"2018-2019","29","Fairfax County","1450","Forestdale Elementary","513","","513"
"2018-2019","29","Fairfax County","370","Forestville Elementary","594","","594"
"2018-2019","29","Fairfax County","2224","Fort Belvoir Elementary","973","","973"
"2018-2019","29","Fairfax County","2458","Fort Belvoir Upper","550","","550"
"2018-2019","29","Fairfax County","1920","Fort Hunt Elementary","603","","603"
"2018-2019","29","Fairfax County","390","Fox Mill Elementary","555","","555"
"2018-2019","29","Fairfax County","320","Franconia Elementary","534","","534"
"2018-2019","29","Fairfax County","440","Franklin Middle","892","","892"
"2018-2019","29","Fairfax County","490","Freedom Hill Elementary","581","","581"
"2018-2019","29","Fairfax County","1410","Frost Middle","1,238","","1,238"
"2018-2019","29","Fairfax County","630","Garfield Elementary","357","","357"
"2018-2019","29","Fairfax County","1170","Glasgow Middle","1,817","","1,817"
"2018-2019","29","Fairfax County","970","Glen Forest Elementary","1,110","","1,110"
"2018-2019","29","Fairfax County","530","Graham Road Elementary","432","","432"
"2018-2019","29","Fairfax County","570","Great Falls Elementary","522","","522"
"2018-2019","29","Fairfax County","1840","Greenbriar East Elementary","922","","922"
"2018-2019","29","Fairfax County","1500","Greenbriar West Elementary","805","","805"
"2018-2019","29","Fairfax County","330","Groveton Elementary","759","","759"
"2018-2019","29","Fairfax County","690","Gunston Elementary","526","","526"
"2018-2019","29","Fairfax County","2210","Halley Elementary","613","","613"
"2018-2019","29","Fairfax County","750","Haycock Elementary","986","","986"
"2018-2019","29","Fairfax County","1740","Hayfield Elementary","779","","779"
"2018-2019","29","Fairfax County","1800","Hayfield Secondary","3,077","5","3,082"
"2018-2019","29","Fairfax County","1250","Herndon Elementary","859","","859"
"2018-2019","29","Fairfax County","32","Herndon High","2,353","","2,353"
"2018-2019","29","Fairfax County","33","Herndon Middle","1,126","","1,126"
"2018-2019","29","Fairfax County","1330","Hollin Meadows Elementary","682","","682"
"2018-2019","29","Fairfax County","1521","Holmes Middle","962","","962"
"2018-2019","29","Fairfax County","350","Hughes Middle","1,050","1","1,051"
"2018-2019","29","Fairfax County","1880","Hunt Valley Elementary","730","","730"
"2018-2019","29","Fairfax County","1950","Hunters Woods Elementary School for the Arts and Sciences","843","","843"
"2018-2019","29","Fairfax County","1980","Hutchison Elementary","1,067","","1,067"
"2018-2019","29","Fairfax County","1420","Hybla Valley Elementary","978","","978"
"2018-2019","29","Fairfax County","1120","Irving Middle","1,100","2","1,102"
"2018-2019","29","Fairfax County","2235","Island Creek Elementary","821","","821"
"2018-2019","29","Fairfax County","673","Jackson Middle","1,117","","1,117"
"2018-2019","29","Fairfax County","1070","Justice High","2,241","","2,241"
"2018-2019","29","Fairfax County","1240","Keene Mill Elementary","775","","775"
"2018-2019","29","Fairfax County","980","Kent Gardens Elementary","996","","996"
"2018-2019","29","Fairfax County","1901","Key Center","77","","77"
"2018-2019","29","Fairfax County","1900","Key Middle","799","","799"
"2018-2019","29","Fairfax County","1761","Kilmer Center","69","","69"
"2018-2019","29","Fairfax County","1760","Kilmer Middle","1,136","","1,136"
"2018-2019","29","Fairfax County","1890","Kings Glen Elementary","501","","501"
"2018-2019","29","Fairfax County","1440","Kings Park Elementary","670","","670"
"2018-2019","29","Fairfax County","1570","Lake Anne Elementary","609","","609"
"2018-2019","29","Fairfax County","90","Lake Braddock Secondary","4,287","1","4,288"
"2018-2019","29","Fairfax County","2209","Lane Elementary","746","","746"
"2018-2019","29","Fairfax County","1460","Langley High","1,943","1","1,944"
"2018-2019","29","Fairfax County","1110","Lanier Middle","1,012","","1,012"
"2018-2019","29","Fairfax County","2348","Laurel Hill Elementary","849","","849"
"2018-2019","29","Fairfax County","1970","Laurel Ridge Elementary","875","","875"
"2018-2019","29","Fairfax County","1020","Lee High","1,765","","1,765"
"2018-2019","29","Fairfax County","1850","Lees Corner Elementary","776","","776"
"2018-2019","29","Fairfax County","770","Lemon Road Elementary","601","","601"
"2018-2019","29","Fairfax County","2233","Liberty Middle","1,100","","1,100"
"2018-2019","29","Fairfax County","1400","Little Run Elementary","336","","336"
"2018-2019","29","Fairfax County","1830","London Towne Elementary","873","","873"
"2018-2019","29","Fairfax County","1150","Longfellow Middle","1,318","3","1,321"
"2018-2019","29","Fairfax County","2236","Lorton Station Elementary","900","","900"
"2018-2019","29","Fairfax County","890","Lynbrook Elementary","579","","579"
"2018-2019","29","Fairfax County","1060","Madison High","2,225","","2,225"
"2018-2019","29","Fairfax County","1210","Mantua Elementary","1,086","","1,086"
"2018-2019","29","Fairfax County","1290","Marshall High","2,254","","2,254"
"2018-2019","29","Fairfax County","1200","Marshall Road Elementary","756","","756"
"2018-2019","29","Fairfax County","2410","Mason Crest Elementary","581","","581"
"2018-2019","29","Fairfax County","790","McLean High","2,275","","2,275"
"2018-2019","29","Fairfax County","2231","McNair Elementary","1,317","","1,317"
"2018-2019","29","Fairfax County","1390","Mosby Woods Elementary","1,073","","1,073"
"2018-2019","29","Fairfax County","510","Mount Eagle Elementary","382","","382"
"2018-2019","29","Fairfax County","420","Mount Vernon High","2,022","","2,022"
"2018-2019","29","Fairfax County","1640","Mount Vernon Woods Elementary","686","","686"
"2018-2019","29","Fairfax County","2211","Mountain View High","238","","238"
"2018-2019","29","Fairfax County","800","Navy Elementary","997","","997"
"2018-2019","29","Fairfax County","470","Newington Forest Elementary","522","","522"
"2018-2019","29","Fairfax County","930","North Springfield Elementary","496","","496"
"2018-2019","29","Fairfax County","430","Oak Hill Elementary","859","","859"
"2018-2019","29","Fairfax County","1860","Oak View Elementary","827","","827"
"2018-2019","29","Fairfax County","140","Oakton Elementary","799","","799"
"2018-2019","29","Fairfax County","1710","Oakton High","2,749","1","2,750"
"2018-2019","29","Fairfax County","1650","Olde Creek Elementary","382","","382"
"2018-2019","29","Fairfax County","150","Orange Hunt Elementary","970","","970"
"2018-2019","29","Fairfax County","1030","Parklawn Elementary","679","","679"
"2018-2019","29","Fairfax County","2440","Pimmit E.C. Resouce Ctr.","38","","38"
"2018-2019","29","Fairfax County","820","Pine Spring Elementary","612","","612"
"2018-2019","29","Fairfax County","1130","Poe Middle","917","","917"
"2018-2019","29","Fairfax County","2080","Poplar Tree Elementary","736","","736"
"2018-2019","29","Fairfax County","2237","Powell Elementary","910","","910"
"2018-2019","29","Fairfax County","2230","Providence Elementary","909","","909"
"2018-2019","29","Fairfax County","1310","Ravensworth Elementary","576","","576"
"2018-2019","29","Fairfax County","1820","Riverside Elementary","836","","836"
"2018-2019","29","Fairfax County","1960","Robinson Secondary","3,818","7","3,825"
"2018-2019","29","Fairfax County","300","Rocky Run Middle","1,281","","1,281"
"2018-2019","29","Fairfax County","1770","Rolling Valley Elementary","584","","584"
"2018-2019","29","Fairfax County","950","Rose Hill Elementary","700","","700"
"2018-2019","29","Fairfax County","1300","Sandburg Middle","1,533","","1,533"
"2018-2019","29","Fairfax County","2030","Sangster Elementary","983","","983"
"2018-2019","29","Fairfax County","2040","Saratoga Elementary","652","","652"
"2018-2019","29","Fairfax County","80","Sherman Elementary","392","","392"
"2018-2019","29","Fairfax County","1660","Shrevewood Elementary","774","","774"
"2018-2019","29","Fairfax County","1680","Silverbrook Elementary","838","","838"
"2018-2019","29","Fairfax County","710","Sleepy Hollow Elementary","451","","451"
"2018-2019","29","Fairfax County","2241","South County High","2,251","","2,251"
"2018-2019","29","Fairfax County","2420","South County Middle","1,090","","1,090"
"2018-2019","29","Fairfax County","1990","South Lakes High","2,512","1","2,513"
"2018-2019","29","Fairfax County","1620","Spring Hill Elementary","1,031","","1,031"
"2018-2019","29","Fairfax County","960","Springfield Estates Elementary","821","","821"
"2018-2019","29","Fairfax County","1380","Stenwood Elementary","570","","570"
"2018-2019","29","Fairfax County","2070","Stone Middle","771","1","772"
"2018-2019","29","Fairfax County","1350","Stratford Landing Elementary","763","","763"
"2018-2019","29","Fairfax County","280","Sunrise Valley Elementary","598","","598"
"2018-2019","29","Fairfax County","170","Terra Centre Elementary","588","","588"
"2018-2019","29","Fairfax County","250","Terraset Elementary","602","","602"
"2018-2019","29","Fairfax County","1371","Thomas Jefferson High for Science and Technology","1,781","","1,781"
"2018-2019","29","Fairfax County","1140","Thoreau Middle","1,210","","1,210"
"2018-2019","29","Fairfax County","830","Timber Lane Elementary","635","","635"
"2018-2019","29","Fairfax County","1160","Twain Middle","1,058","1","1,059"
"2018-2019","29","Fairfax County","1540","Union Mill Elementary","973","","973"
"2018-2019","29","Fairfax County","120","Vienna Elementary","465","","465"
"2018-2019","29","Fairfax County","2252","Virginia Hills E.C. Resource Ctr.","277","","277"
"2018-2019","29","Fairfax County","2050","Virginia Run Elementary","681","","681"
"2018-2019","29","Fairfax County","850","Wakefield Forest Elementary","670","","670"
"2018-2019","29","Fairfax County","2100","Waples Mill Elementary","897","","897"
"2018-2019","29","Fairfax County","1320","Washington Mill Elementary","607","","607"
"2018-2019","29","Fairfax County","1080","Waynewood Elementary","745","","745"
"2018-2019","29","Fairfax County","900","West Potomac High","2,654","","2,654"
"2018-2019","29","Fairfax County","1430","West Springfield Elementary","520","","520"
"2018-2019","29","Fairfax County","1610","West Springfield High","2,310","","2,310"
"2018-2019","29","Fairfax County","1580","Westbriar Elementary","877","","877"
"2018-2019","29","Fairfax County","2228","Westfield High","2,706","1","2,707"
"2018-2019","29","Fairfax County","1670","Westgate Elementary","570","","570"
"2018-2019","29","Fairfax County","580","Westlawn Elementary","812","","812"
"2018-2019","29","Fairfax County","520","Weyanoke Elementary","553","","553"
"2018-2019","29","Fairfax County","400","White Oaks Elementary","813","","813"
"2018-2019","29","Fairfax County","1550","Whitman Middle","1,020","","1,020"
"2018-2019","29","Fairfax County","2060","Willow Springs Elementary","1,010","","1,010"
"2018-2019","29","Fairfax County","1810","Wolftrap Elementary","585","","585"
"2018-2019","29","Fairfax County","650","Woodburn Elementary","488","","488"
"2018-2019","29","Fairfax County","380","Woodlawn Elementary","521","","521"
"2018-2019","29","Fairfax County","590","Woodley Hills Elementary","628","","628"
"2018-2019","29","Fairfax County","1260","Woodson High","2,410","1","2,411"
"2018-2019","109","Falls Church City","251","George Mason High","825","","825"
"2018-2019","109","Falls Church City","270","Jessie Thackrey  Preschool","70","","70"
"2018-2019","109","Falls Church City","252","Mary Ellen Henderson Middle","599","","599"
"2018-2019","109","Falls Church City","240","Mount Daniel Elementary","345","","345"
"2018-2019","109","Falls Church City","260","Thomas Jefferson Elementary","781","1","782"
"2018-2019","30","Fauquier County","854","Auburn Middle","558","","558"
"2018-2019","30","Fauquier County","460","C. Hunter Ritchie Elementary","481","","481"
"2018-2019","30","Fauquier County","730","C.M. Bradley Elementary","404","","404"
"2018-2019","30","Fauquier County","520","Cedar Lee Middle","635","","635"
"2018-2019","30","Fauquier County","120","Claude Thompson Elementary","271","","271"
"2018-2019","30","Fauquier County","701","Fauquier High","1,313","","1,313"
"2018-2019","30","Fauquier County","450","Grace Miller Elementary","501","","501"
"2018-2019","30","Fauquier County","511","Greenville Elementary","545","","545"
"2018-2019","30","Fauquier County","750","H.M. Pearson Elementary","376","","376"
"2018-2019","30","Fauquier County","853","James G. Brumfield Elementary","535","","535"
"2018-2019","30","Fauquier County","510","Kettle Run High","1,211","3","1,214"
"2018-2019","30","Fauquier County","851","Liberty High","1,265","","1,265"
"2018-2019","30","Fauquier County","530","Margaret M. Pierce Elementary","564","","564"
"2018-2019","30","Fauquier County","10","Marshall Middle","488","","488"
"2018-2019","30","Fauquier County","20","Mary Walter Elementary","421","","421"
"2018-2019","30","Fauquier County","720","P.B. Smith Elementary","385","","385"
"2018-2019","30","Fauquier County","670","W.C. Taylor Middle","465","","465"
"2018-2019","30","Fauquier County","740","W.G. Coleman Elementary","354","","354"
"2018-2019","30","Fauquier County","660","Warrenton Middle","414","","414"
"2018-2019","31","Floyd County","90","Check Elementary","321","","321"
"2018-2019","31","Floyd County","660","Floyd County High","791","2","793"
"2018-2019","31","Floyd County","360","Floyd Elementary","512","5","517"
"2018-2019","31","Floyd County","650","Indian Valley Elementary","132","2","134"
"2018-2019","31","Floyd County","500","Willis Elementary","210","","210"
"2018-2019","32","Fluvanna County","300","Carysbrook Elementary","483","","483"
"2018-2019","32","Fluvanna County","310","Central Elementary","469","","469"
"2018-2019","32","Fluvanna County","260","Fluvanna County High","1,464","","1,464"
"2018-2019","32","Fluvanna County","320","Fluvanna Middle","873","","873"
"2018-2019","32","Fluvanna County","330","West Central Primary School","301","","301"
"2018-2019","135","Franklin City","20","Franklin High","304","","304"
"2018-2019","135","Franklin City","561","Joseph P. King Jr. Middle","223","","223"
"2018-2019","135","Franklin City","10","S.P. Morton Elementary","548","","548"
"2018-2019","33","Franklin County","32","Benjamin Franklin Middle-East","526","","526"
"2018-2019","33","Franklin County","31","Benjamin Franklin Middle-West","773","","773"
"2018-2019","33","Franklin County","1370","Boones Mill Elementary","329","","329"
"2018-2019","33","Franklin County","1320","Burnt Chimney Elementary","275","","275"
"2018-2019","33","Franklin County","350","Callaway Elementary","236","","236"
"2018-2019","33","Franklin County","20","Dudley Elementary","272","","272"
"2018-2019","33","Franklin County","1360","Ferrum Elementary","229","","229"
"2018-2019","33","Franklin County","1311","Franklin County High","2,083","","2,083"
"2018-2019","33","Franklin County","1481","Gereau Center for Applied Technology & Career Exploration","296","","296"
"2018-2019","33","Franklin County","690","Glade Hill Elementary","256","","256"
"2018-2019","33","Franklin County","10","Henry Elementary","193","","193"
"2018-2019","33","Franklin County","660","Lee M. Waid Elementary","395","","395"
"2018-2019","33","Franklin County","1380","Rocky Mount Elementary","354","","354"
"2018-2019","33","Franklin County","1170","Snow Creek Elementary","201","","201"
"2018-2019","33","Franklin County","960","Sontag Elementary","343","","343"
"2018-2019","33","Franklin County","980","Windy Gap Elementary","301","","301"
"2018-2019","34","Frederick County","586","Admiral Richard E. Byrd Middle","966","","966"
"2018-2019","34","Frederick County","10","Apple Pie Ridge Elementary","456","","456"
"2018-2019","34","Frederick County","320","Armel Elementary","635","","635"
"2018-2019","34","Frederick County","20","Bass-Hoover Elementary","622","","622"
"2018-2019","34","Frederick County","587","Evendale Elementary","534","","534"
"2018-2019","34","Frederick County","460","Frederick County Middle","711","","711"
"2018-2019","34","Frederick County","380","Gainesboro Elementary","460","","460"
"2018-2019","34","Frederick County","590","Greenwood Mill Elementary","626","","626"
"2018-2019","34","Frederick County","40","Indian Hollow Elementary","425","","425"
"2018-2019","34","Frederick County","30","James Wood High","1,330","","1,330"
"2018-2019","34","Frederick County","420","James Wood Middle","955","","955"
"2018-2019","34","Frederick County","340","Middletown Elementary","474","","474"
"2018-2019","34","Frederick County","584","Millbrook High","1,459","","1,459"
"2018-2019","34","Frederick County","583","Orchard View Elementary","484","","484"
"2018-2019","34","Frederick County","582","Redbud Run Elementary","717","","717"
"2018-2019","34","Frederick County","480","Robert E. Aylor Middle","611","","611"
"2018-2019","34","Frederick County","581","Sherando High","1,495","","1,495"
"2018-2019","34","Frederick County","410","Stonewall Elementary","667","","667"
"2018-2019","110","Fredericksburg City","50","Hugh Mercer Elementary","916","","916"
"2018-2019","110","Fredericksburg City","40","James Monroe High","1,011","","1,011"
"2018-2019","110","Fredericksburg City","272","Lafayette Upper Elementary","835","","835"
"2018-2019","110","Fredericksburg City","30","Walker-Grant Early Childhood Center","185","","185"
"2018-2019","110","Fredericksburg City","273","Walker-Grant Middle","763","","763"
"2018-2019","111","Galax City","10","Galax Elementary","578","","578"
"2018-2019","111","Galax City","31","Galax High","450","","450"
"2018-2019","111","Galax City","32","Galax Middle","293","","293"
"2018-2019","35","Giles County","10","Eastern Elementary/Middle","429","","429"
"2018-2019","35","Giles County","461","Giles High","630","3","633"
"2018-2019","35","Giles County","390","Macy Mcclaugherty Elementary/Middle","573","","573"
"2018-2019","35","Giles County","400","Narrows Elementary/Middle","481","","481"
"2018-2019","35","Giles County","470","Narrows High","332","","332"
"2018-2019","36","Gloucester County","250","Abingdon Elementary","606","","606"
"2018-2019","36","Gloucester County","240","Achilles Elementary","437","","437"
"2018-2019","36","Gloucester County","381","Bethel Elementary","514","","514"
"2018-2019","36","Gloucester County","100","Botetourt Elementary","619","","619"
"2018-2019","36","Gloucester County","260","Gloucester High","1,773","","1,773"
"2018-2019","36","Gloucester County","802","Page Middle","551","","551"
"2018-2019","36","Gloucester County","280","Peasley Middle","593","","593"
"2018-2019","36","Gloucester County","270","Petsworth Elementary","315","","315"
"2018-2019","37","Goochland County","120","Byrd Elementary","344","","344"
"2018-2019","37","Goochland County","360","Goochland Elementary","360","","360"
"2018-2019","37","Goochland County","220","Goochland High","854","1","855"
"2018-2019","37","Goochland County","340","Goochland Middle","631","","631"
"2018-2019","37","Goochland County","260","Randolph Elementary","487","","487"
"2018-2019","38","Grayson County","480","Fairview Elementary","122","","122"
"2018-2019","38","Grayson County","911","Fries Elementary","267","","267"
"2018-2019","38","Grayson County","421","Grayson County High","448","","448"
"2018-2019","38","Grayson County","430","Grayson Highlands","149","","149"
"2018-2019","38","Grayson County","422","Independence Elementary","280","","280"
"2018-2019","38","Grayson County","11","Independence Middle","276","","276"
"2018-2019","39","Greene County","20","Nathanael Greene Elementary","382","","382"
"2018-2019","39","Greene County","10","Nathanael Greene Primary School","397","","397"
"2018-2019","39","Greene County","30","Ruckersville Elementary","560","","560"
"2018-2019","39","Greene County","72","William Monroe High","931","","931"
"2018-2019","39","Greene County","71","William Monroe Middle","731","","731"
"2018-2019","40","Greensville County","260","Belfield Elementary","207","","207"
"2018-2019","40","Greensville County","190","Edward W. Wyatt Middle","480","","480"
"2018-2019","40","Greensville County","200","Greensville County High","665","","665"
"2018-2019","40","Greensville County","50","Greensville Elementary","891","","891"
"2018-2019","41","Halifax County","1560","Clays Mill Elementary","159","","159"
"2018-2019","41","Halifax County","20","Cluster Springs Elementary","590","","590"
"2018-2019","41","Halifax County","10","Halifax County High","1,487","","1,487"
"2018-2019","41","Halifax County","1480","Halifax County Middle","1,113","","1,113"
"2018-2019","41","Halifax County","1550","Meadville Elementary","175","","175"
"2018-2019","41","Halifax County","1510","Scottsburg Elementary","268","","268"
"2018-2019","41","Halifax County","1521","Sinai Elementary","220","","220"
"2018-2019","41","Halifax County","30","South Boston Elementary","645","","645"
"2018-2019","41","Halifax County","950","South Boston/Halifax Early Learning Center","106","","106"
"2018-2019","41","Halifax County","1490","Sydnor Jennings Elementary","197","","197"
"2018-2019","112","Hampton City","500","A.W.E. Bassette Elementary","456","","456"
"2018-2019","112","Hampton City","160","Aberdeen Elementary","465","","465"
"2018-2019","112","Hampton City","260","Alfred S. Forrest Elementary","463","","463"
"2018-2019","112","Hampton City","120","Armstrong Elementary","315","","315"
"2018-2019","112","Hampton City","330","Barron Elementary","361","","361"
"2018-2019","112","Hampton City","350","Benjamin Syms Middle","954","1","955"
"2018-2019","112","Hampton City","430","Bethel High","1,732","","1,732"
"2018-2019","112","Hampton City","470","Booker Elementary","371","","371"
"2018-2019","112","Hampton City","450","C. Alton Lindsay Middle","684","","684"
"2018-2019","112","Hampton City","460","Captain John Smith Elementary","414","","414"
"2018-2019","112","Hampton City","300","Cesar Tarrant Middle","618","","618"
"2018-2019","112","Hampton City","420","Christopher C. Kraft Elementary","428","","428"
"2018-2019","112","Hampton City","30","Francis Asbury Elementary","432","","432"
"2018-2019","112","Hampton City","70","Francis W. Jones Magnet Middle","647","","647"
"2018-2019","112","Hampton City","650","George P. Phenix Elementary","1,470","","1,470"
"2018-2019","112","Hampton City","280","Hampton High","1,524","","1,524"
"2018-2019","112","Hampton City","640","Hunter B. Andrews","1,095","","1,095"
"2018-2019","112","Hampton City","250","Jane H. Bryan Elementary","375","","375"
"2018-2019","112","Hampton City","270","John B. Cary Elementary","350","","350"
"2018-2019","112","Hampton City","440","John Tyler Elementary","418","","418"
"2018-2019","112","Hampton City","320","Kecoughtan High","1,660","2","1,662"
"2018-2019","112","Hampton City","490","Luther W. Machen Elementary","420","1","421"
"2018-2019","112","Hampton City","210","Moton Early Childhood Center","228","","228"
"2018-2019","112","Hampton City","410","Paul Burbank Elementary","395","","395"
"2018-2019","112","Hampton City","370","Phillips Elementary","417","1","418"
"2018-2019","112","Hampton City","50","Phoebus High","1,020","","1,020"
"2018-2019","112","Hampton City","180","Samuel P. Langley Elementary","563","","563"
"2018-2019","112","Hampton City","380","Thomas Eaton Middle","613","","613"
"2018-2019","112","Hampton City","360","Tucker-Capps Elementary","322","","322"
"2018-2019","112","Hampton City","80","William Mason Cooper Elementary","379","","379"
"2018-2019","42","Hanover County","62","Atlee High","1,615","","1,615"
"2018-2019","42","Hanover County","360","Battlefield Park Elementary","450","","450"
"2018-2019","42","Hanover County","20","Beaverdam Elementary","306","","306"
"2018-2019","42","Hanover County","61","Chickahominy Middle","1,166","","1,166"
"2018-2019","42","Hanover County","70","Cold Harbor Elementary","542","","542"
"2018-2019","42","Hanover County","551","Cool Spring Elementary","666","","666"
"2018-2019","42","Hanover County","430","Elmont Elementary","410","","410"
"2018-2019","42","Hanover County","554","Hanover High","1,405","","1,405"
"2018-2019","42","Hanover County","150","Henry Clay Elementary","375","","375"
"2018-2019","42","Hanover County","162","John M. Gandy Elementary","326","","326"
"2018-2019","42","Hanover County","200","Kersey Creek Elementary","729","","729"
"2018-2019","42","Hanover County","210","Laurel Meadow Elementary","561","","561"
"2018-2019","42","Hanover County","370","Lee Davis High","1,478","","1,478"
"2018-2019","42","Hanover County","450","Liberty Middle","1,088","","1,088"
"2018-2019","42","Hanover County","420","Mechanicsville Elementary","628","","628"
"2018-2019","42","Hanover County","553","Oak Knoll Middle","902","","902"
"2018-2019","42","Hanover County","400","Patrick Henry High","1,388","1","1,389"
"2018-2019","42","Hanover County","410","Pearson's Corner Elementary","584","","584"
"2018-2019","42","Hanover County","552","Pole Green Elementary","591","","591"
"2018-2019","42","Hanover County","30","Rural Point Elementary","513","","513"
"2018-2019","42","Hanover County","40","South Anna Elementary","552","","552"
"2018-2019","42","Hanover County","440","Stonewall Jackson Middle","1,045","","1,045"
"2018-2019","42","Hanover County","290","Washington-Henry Elementary","406","","406"
"2018-2019","113","Harrisonburg City","120","Bluestone Elementary","577","","577"
"2018-2019","113","Harrisonburg City","12","Harrisonburg High","1,869","3","1,872"
"2018-2019","113","Harrisonburg City","50","Keister Elementary","396","","396"
"2018-2019","113","Harrisonburg City","111","Skyline Middle","707","","707"
"2018-2019","113","Harrisonburg City","110","Smithland Elementary","738","","738"
"2018-2019","113","Harrisonburg City","60","Spotswood Elementary","411","","411"
"2018-2019","113","Harrisonburg City","191","Stone Spring Elementary","545","","545"
"2018-2019","113","Harrisonburg City","80","Thomas Harrison Middle","666","","666"
"2018-2019","113","Harrisonburg City","30","Waterman Elementary","528","","528"
"2018-2019","43","Henrico County","450","Anthony P. Mehfoud Elementary","302","","302"
"2018-2019","43","Henrico County","320","Arthur Ashe Jr. Elementary","493","","493"
"2018-2019","43","Henrico County","500","Brookland Middle","1,159","","1,159"
"2018-2019","43","Henrico County","120","Cashell Donahoe Elementary","522","","522"
"2018-2019","43","Henrico County","590","Chamberlayne Elementary","403","","403"
"2018-2019","43","Henrico County","530","Charles M. Johnson Elementary","557","","557"
"2018-2019","43","Henrico County","93","Colonial Trail Elementary","692","","692"
"2018-2019","43","Henrico County","400","Crestview Elementary","374","","374"
"2018-2019","43","Henrico County","82","David A. Kaechele Elementary","440","","440"
"2018-2019","43","Henrico County","160","Deep Run High","1,784","","1,784"
"2018-2019","43","Henrico County","410","Douglas S. Freeman High","1,836","","1,836"
"2018-2019","43","Henrico County","700","Dumbarton Elementary","629","","629"
"2018-2019","43","Henrico County","300","Echo Lake Elementary","546","","546"
"2018-2019","43","Henrico County","680","Elizabeth Holladay Elementary","604","","604"
"2018-2019","43","Henrico County","92","Elko Middle","795","","795"
"2018-2019","43","Henrico County","200","Fair Oaks Elementary","409","","409"
"2018-2019","43","Henrico County","510","Fairfield Middle","1,087","","1,087"
"2018-2019","43","Henrico County","150","Gayton Elementary","589","","589"
"2018-2019","43","Henrico County","470","George F. Baker Elementary","416","","416"
"2018-2019","43","Henrico County","390","George H. Moody Middle","1,092","","1,092"
