School ID,School Name,District ID,District Name,State-Physical,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,County
1131,Armstrong Middle School,347,Acadia Parish School Board,LA,Rayne,70578,700 Martin Luther King Dr,,[6-8],,Y,,,,,,,,368,,368,0,,53274,0,0,,44332,0,0,,,171,171,,,,,,,,,LA,53274,311.543859649,44332,259.251461988,LA@1131@347,,SY17-18,,368,1,Middle,,,,,,,,Acadia Parish
1132,Branch Elementary School,347,Acadia Parish School Board,LA,Branch,70516,PO Box 450,,[PK K 1-8],,Y,,,,,,,,317,,317,0,,42674,0,0,,10991,0,0,,,171,171,,,,,,,,,LA,42674,249.555555556,10991,64.274853801,LA@1132@347,,SY17-18,,317,1,Middle,,,,,,,,Acadia Parish
1133,Central Rayne Kindergarten School,347,Acadia Parish School Board,LA,Rayne,70578,507 N Polk St,,[PK K],,Y,,,,,,,,225,,225,0,,34849,0,0,,27808,0,0,,,171,171,,,,,,,,,LA,34849,203.795321637,27808,162.619883041,LA@1133@347,,SY17-18,,225,1,Primary,,,,,,,,Acadia Parish
1134,Church Point Elementary School,347,Acadia Parish School Board,LA,Church Point,70525,415 E Lougarre St,,[PK K 1-5],,Y,,,,,,,,610,,610,0,,94987,0,0,,61714,0,0,,,171,171,,,,,,,,,LA,94987,555.479532164,61714,360.900584795,LA@1134@347,,SY17-18,,610,1,Primary,,,,,,,,Acadia Parish
1135,Church Point High School,347,Acadia Parish School Board,LA,Church Point,70525,305 E Lougarre St,,[8-12],,Y,,,,,,,,532,,532,0,,40062,0,0,,24271,0,0,,,171,171,,,,,,,,,LA,40062,234.280701754,24271,141.935672515,LA@1135@347,,SY17-18,,532,1,High,,,,,,,,Acadia Parish
1136,Church Point Middle School,347,Acadia Parish School Board,LA,Church Point,70525,340 Martin Luther King Dr,,[6-8],,Y,,,,,,,,268,,268,0,,40066,0,0,,31533,0,0,,,171,171,,,,,,,,,LA,40066,234.304093567,31533,184.403508772,LA@1136@347,,SY17-18,,268,1,Middle,,,,,,,,Acadia Parish
1137,Crowley High School,347,Acadia Parish School Board,LA,Crowley,70526,263 Hensgens Rd,,[7-12],,Y,,,,,,,,655,,655,0,,68549,0,0,,31149,0,0,,,171,171,,,,,,,,,LA,68549,400.871345029,31149,182.157894737,LA@1137@347,,SY17-18,,655,1,Middle/High,,,,,,,,Acadia Parish
1138,Crowley Kindergarten School,347,Acadia Parish School Board,LA,Crowley,70526,1119 N Parkerson Ave,,[PK K],,Y,,,,,,,,273,,273,0,,38975,0,0,,28176,0,0,,,171,171,,,,,,,,,LA,38975,227.923976608,28176,164.771929825,LA@1138@347,,SY17-18,,273,1,Primary,,,,,,,,Acadia Parish
1139,Crowley Middle School,347,Acadia Parish School Board,LA,Crowley,70526,401 W Northern Ave,,[6-8],,Y,,,,,,,,489,,489,0,,73003,0,0,,43732,0,0,,,171,171,,,,,,,,,LA,73003,426.918128655,43732,255.742690058,LA@1139@347,,SY17-18,,489,1,Middle,,,,,,,,Acadia Parish
1140,Egan Elementary School,347,Acadia Parish School Board,LA,Egan,70531,PO Box 219,,[PK K 1-8],,Y,,,,,,,,220,,220,0,,30708,0,0,,11839,0,0,,,171,170,,,,,,,,,LA,30708,180.635294118,11839,69.233918129,LA@1140@347,,SY17-18,,220,1,Middle,,,,,,,,Acadia Parish
1141,Estherwood Elementary School,347,Acadia Parish School Board,LA,Estherwood,70534,General Delivery,,[PK K 1-7],,Y,,,,,,,,247,,247,0,,31666,0,0,,20733,0,0,,,147,147,,,,,,,,,LA,31666,215.414965986,20733,141.040816327,LA@1141@347,,SY17-18,,247,1,Middle,,,,,,,,Acadia Parish
1142,Evangeline Elementary School,347,Acadia Parish School Board,LA,Evangeline,70537,1448 Old Evangeline Hwy,,[PK K 1-8],,Y,,,,,,,,226,,226,0,,28707,0,0,,14793,0,0,,,171,171,,,,,,,,,LA,28707,167.877192982,14793,86.508771930,LA@1142@347,,SY17-18,,226,1,Middle,,,,,,,,Acadia Parish
1143,Iota Elementary School,347,Acadia Parish School Board,LA,Iota,70543,470 W Kennedy,,[PK K 1-5],,Y,,,,,,,,592,,592,0,,84089,0,0,,47423,0,0,,,171,171,,,,,,,,,LA,84089,491.748538012,47423,277.327485380,LA@1143@347,,SY17-18,,592,1,Primary,,,,,,,,Acadia Parish
1144,Iota High School,347,Acadia Parish School Board,LA,Iota,70543,456 S Fifth St,,[5-12],,Y,,,,,,,,564,,564,0,,36002,0,0,,18677,0,0,,,171,171,,,,,,,,,LA,36002,210.538011696,18677,109.222222222,LA@1144@347,,SY17-18,,564,1,Primary,,,,,,,,Acadia Parish
1145,Iota Middle School,347,Acadia Parish School Board,LA,Iota,70543,PO Box 770,,[6-8],,Y,,,,,,,,306,,306,0,,30341,0,0,,16073,0,0,,,171,171,,,,,,,,,LA,30341,177.432748538,16073,93.994152047,LA@1145@347,,SY17-18,,306,1,Middle,,,,,,,,Acadia Parish
1204,Martin Petitjean Elementary School,347,Acadia Parish School Board,LA,Rayne,70578,4039 Crowley-Rayne Hwy,,[1-3],,Y,,,,,,,,382,,382,0,,61229,0,0,,37894,0,0,,,171,171,,,,,,,,,LA,61229,358.064327485,37894,221.602339181,LA@1204@347,,SY17-18,,382,1,Primary,,,,,,,,Acadia Parish
1146,Mermentau Elementary School,347,Acadia Parish School Board,LA,Mermentau,70556,PO Box 250,,[PK K 1-7],,Y,,,,,,,,156,,156,0,,21211,0,0,,16008,0,0,,,147,147,,,,,,,,,LA,21211,144.292517007,16008,108.897959184,LA@1146@347,,SY17-18,,156,1,Middle,,,,,,,,Acadia Parish
1147,Midland High School,347,Acadia Parish School Board,LA,Midland,70559,735 S Crocker,,[7-12],,Y,,,,,,,,295,,295,0,,27496,0,0,,8574,0,0,,,147,146,,,,,,,,,LA,27496,188.328767123,8574,58.326530612,LA@1147@347,,SY17-18,,295,1,Middle/High,,,,,,,,Acadia Parish
1201,Mire Elementary School,347,Acadia Parish School Board,LA,Rayne,70578,5484 Mire Hwy,,[PK K 1-8],,Y,,,,,,,,594,,594,0,,86257,0,0,,25792,0,0,,,171,171,,,,,,,,,LA,86257,504.426900585,25792,150.830409357,LA@1201@347,,SY17-18,,594,1,Middle,,,,,,,,Acadia Parish
1202,Morse Elementary School,347,Acadia Parish School Board,LA,Morse,70559,PO Box 247,,[PK K 1-7],,Y,,,,,,,,197,,197,0,,25111,0,0,,20305,0,0,,,147,147,,,,,,,,,LA,25111,170.823129252,20305,138.129251701,LA@1202@347,,SY17-18,,197,1,Middle,,,,,,,,Acadia Parish
1203,North Crowley Elementary School,347,Acadia Parish School Board,LA,Crowley,70526,820 W 15th St,,[K 1-5],,Y,,,,,,,,318,,318,0,,47509,0,0,,27888,0,0,,,171,171,,,,,,,,,LA,47509,277.830409357,27888,163.087719298,LA@1203@347,,SY17-18,,318,1,Primary,,,,,,,,Acadia Parish
1205,Rayne High School,347,Acadia Parish School Board,LA,Rayne,70578,1016 N Polk St,,[8-12],,Y,,,,,,,,687,,687,0,,66533,0,0,,22439,0,0,,,171,171,,,,,,,,,LA,66533,389.081871345,22439,131.222222222,LA@1205@347,,SY17-18,,687,1,High,,,,,,,,Acadia Parish
1206,Richard Elementary School,347,Acadia Parish School Board,LA,Church Point,70525,1616 Charlene Hwy,,[PK K 1-8],,Y,,,,,,,,454,,454,0,,65897,0,0,,31980,0,0,,,171,171,,,,,,,,,LA,65897,385.362573099,31980,187.017543860,LA@1206@347,,SY17-18,,454,1,Middle,,,,,,,,Acadia Parish
845,Ross Elementary School,347,Acadia Parish School Board,LA,Crowley,70526,1809 W Hutchinson,,[K 1-6],,Y,,,,,,,,311,,311,0,,49004,0,0,,35564,0,0,,,171,171,,,,,,,,,LA,49004,286.573099415,35564,207.976608187,LA@845@347,,SY17-18,,311,1,Primary,,,,,,,,Acadia Parish
1208,South Crowley Elementary School,347,Acadia Parish School Board,LA,Crowley,70526,1102 S Parkerson Ave,,[K 1-5],,Y,,,,,,,,363,,363,0,,52626,0,0,,40185,0,0,,,171,171,,,,,,,,,LA,52626,307.754385965,40185,235,LA@1208@347,,SY17-18,,363,1,Primary,,,,,,,,Acadia Parish
1209,South Rayne Elementary School,347,Acadia Parish School Board,LA,Rayne,70578,101 E Branche St,,[4-6],,Y,,,,,,,,256,,256,0,,38402,0,0,,23676,0,0,,,171,171,,,,,,,,,LA,38402,224.573099415,23676,138.456140351,LA@1209@347,,SY17-18,,256,1,Primary,,,,,,,,Acadia Parish
7505,Celerity Crestworth Charter School,800923,Advocates for Science & Mathematics Ed Inc,LA,Baton Rouge,70807,10650 Avenue F,,[K 1-8],,Y,,,,,,,,153,,153,0,,20764,0,0,,17328,0,0,,,169,169,,,,,,,,,LA,20764,122.863905325,17328,102.532544379,LA@7505@800923,,SY17-18,,153,1,Other,,,,,,,,East Baton Rouge Parish
7506,Celerity Dalton Charter School,800923,Advocates for Science & Mathematics Ed Inc,LA,Sorrento,70778,7384 John LeBlanc Blvd,,[PK K 1-7],,Y,,,,,,,,418,,418,0,,55149,0,0,,51947,0,0,,,169,169,,,,,,,,,LA,55149,326.325443787,51947,307.378698225,LA@7506@800923,,SY17-18,,418,1,Middle,,,,,,,,Ascension Parish
7504,Celerity Lanier Charter School,800923,Advocates for Science & Mathematics Ed Inc,LA,Baton Rouge,70812,4705 Lanier Drive,,[PK K 1-7],,Y,,,,,,,,264,,264,0,,38225,0,0,,33337,0,0,,,169,169,,,,,,,,,LA,38225,226.183431953,33337,197.260355030,LA@7504@800923,,SY17-18,,264,1,Middle,,,,,,,,East Baton Rouge Parish
4587,New Orleans Charter Science and Mathematics HS,800923,Advocates for Science & Mathematics Ed Inc,LA,New Orleans,70115-5099,5625 Loyola Avenue,,[8-12],,Y,,,,,,,,471,,471,0,,53097,0,0,,30311,0,0,,,166,167,,,,,,,,,LA,53097,317.946107784,30311,182.596385542,LA@4587@800923,,SY17-18,,471,1,High,,,,,,,,Orleans Parish
3439,Holy Savior Menard Central High School (C),411,Alexandria Diocese,LA,Alexandria,71303,4603 Coliseum Boulevard,,[7-12],,N,,,,,,,,621,,56,15,,6002,1129,14812,,1772,262,1108,,,165,169,,,,,,,,,LA,7131,42.195266272,2034,12.327272727,LA@3439@411,,SY17-18,,71,0.114331723,Middle/High,,,,,,,,Rapides Parish
3493,Our Lady of Prompt Succor School (C),411,Alexandria Diocese,LA,Alexandria,71301,420 Twenty-First Street,,[PK K 1-6],,N,,,,,,,,477,,44,24,,7557,3693,57061,,983,1073,3592,,,167,167,,,,,,,,,LA,11250,67.365269461,2056,12.311377246,LA@3493@411,,SY17-18,,68,0.142557652,Middle,,,,,,,,Rapides Parish
3517,Sacred Heart School (C),411,Alexandria Diocese,LA,Moreauville,71355,9986 Bayou Des Glaises,,[PK K 1-8],,N,,,,,,,,422,,113,45,,17504,6475,30443,,3364,1227,1964,,,160,164,,,,,,,,,LA,23979,146.213414634,4591,28.69375,LA@3517@411,,SY17-18,,158,0.374407583,Middle,,,,,,,,Avoyelles Parish
3526,St. Anthony of Padua School (C),411,Alexandria Diocese,LA,Bunkie,71322-1899,116 South Knoll Street,,[PK K 1-8],,N,,,,,,,,188,,51,21,,7993,3200,15885,,2887,295,2701,,,167,168,,,,,,,,,LA,11193,66.625,3182,19.053892216,LA@3526@411,,SY17-18,,72,0.382978723,Middle,,,,,,,,Avoyelles Parish
3547,St. Frances Cabrini School (C),411,Alexandria Diocese,LA,Alexandria,71301,2215 East Texas Avenue,,[PK K 1-6],,N,,,,,,,,264,,110,28,,17318,4316,17967,,5448,1060,1402,,,167,170,,,,,,,,,LA,21634,127.258823529,6508,38.970059880,LA@3547@411,,SY17-18,,138,0.522727273,Middle,,,,,,,,Rapides Parish
3576,St. Joseph Elementary & High School (C),411,Alexandria Diocese,LA,Plaucheville,71362,3406 Hwy.107 South,,[PK K 1-12],,N,,,,,,,,240,,71,28,,8810,3670,14518,,2466,1096,2947,,,165,166,,,,,,,,,LA,12480,75.180722892,3562,21.587878788,LA@3576@411,,SY17-18,,99,0.4125,Other,,,,,,,,Avoyelles Parish
3599,St. Mary's Assumption School (C),411,Alexandria Diocese,LA,Cottonport,71327,850 Front Street,,[PK K 1-8],,N,,,,,,,,252,,84,41,,12664,6358,18052,,3117,1986,1523,,,162,165,,,,,,,,,LA,19022,115.284848485,5103,31.5,LA@3599@411,,SY17-18,,125,0.496031746,Middle,,,,,,,,Avoyelles Parish
3600,St. Mary's Elementary & High School (C),411,Alexandria Diocese,LA,Natchitoches,71457,1101 East Fifth Street,,[PK K 1-12],,N,,,,,,,,392,,9,3,,1304,193,30472,,6,2,401,,,66,151,,,,,,,,,LA,1497,9.913907285,8,0.121212121,LA@3600@411,,SY17-18,,12,0.030612245,Other,,,,,,,,Natchitoches Parish
4318,Dwight D. Eisenhower Elementary School,800818,"Algiers Charter School Association, Inc.",LA,New Orleans,70131,3700 Tall Pines Drive,,[PK K 1-8],,Y,,,,,,,,685,,685,0,,92117,0,0,,68535,0,0,,,161,161,,,,,,,,,LA,92117,572.155279503,68535,425.683229814,LA@4318@800818,,SY17-18,,685,1,Middle,,,,,,,,Orleans Parish
4314,Lord Beaconsfield Landry-Oliver Perry Walker High,800818,"Algiers Charter School Association, Inc.",LA,New Orleans,70114,2932 General Meyer Avenue,,[9-12],,Y,,,,,,,,1157,,1157,0,,117050,0,0,,54677,0,0,,,161,161,,,,,,,,,LA,117050,727.018633540,54677,339.608695652,LA@4314@800818,,SY17-18,,1157,1,High,,,,,,,,Orleans Parish
4319,Martin Behrman Elementary School,800818,"Algiers Charter School Association, Inc.",LA,New Orleans,70114,715 Opelousas Avenue,,[PK K 1-8],,Y,,,,,,,,746,,746,0,,105991,0,0,,61651,0,0,,,161,161,,,,,,,,,LA,105991,658.329192547,61651,382.925465839,LA@4319@800818,,SY17-18,,746,1,Middle,,,,,,,,Orleans Parish
4315,McDonogh #32 Elementary School,800818,"Algiers Charter School Association, Inc.",LA,New Orleans,70114,800 DeArmas Street,,[PK K 1-8],,Y,,,,,,,,381,,381,0,,50492,0,0,,29745,0,0,,,161,161,,,,,,,,,LA,50492,313.614906832,29745,184.751552795,LA@4315@800818,,SY17-18,,381,1,Middle,,,,,,,,Orleans Parish
4317,William J. Fischer Elementary School,800818,"Algiers Charter School Association, Inc.",LA,New Orleans,70114,1801 L.B. Landry Avenue,,[PK K 1-8],,Y,,,,,,,,372,,372,0,,54386,0,0,,49770,0,0,,,161,161,,,,,,,,,LA,54386,337.801242236,49770,309.130434783,LA@4317@800818,,SY17-18,,372,1,Middle,,,,,,,,Orleans Parish
1211,Elizabeth High School,348,Allen Parish School Board,LA,Elizabeth,70638,440 Live Oak Street,,[PK K 1-12],,N,,,,,,,,428,,155,26,,16343,1866,11267,,7767,1116,3000,,,171,172,,,,,,,,,LA,18209,105.866279070,8883,51.947368421,LA@1211@348,,SY17-18,,181,0.422897196,Other,,,,,,,,Allen Parish
1212,Fairview High School,348,Allen Parish School Board,LA,Grant,70644,4239 Highway 377,,[PK K 1-12],,N,,,,,,,,426,,177,52,,24038,5126,15796,,14870,2218,5743,,,170,171,,,,,,,,,LA,29164,170.549707602,17088,100.517647059,LA@1212@348,,SY17-18,,229,0.537558685,Other,,,,,,,,Allen Parish
1213,Kinder Elementary School,348,Allen Parish School Board,LA,Kinder,70648,412 N. 12th Street,,[PK K 1-4],,N,,,,,,,,606,,319,34,,42309,4688,17655,,27877,1873,8872,,,168,169,,,,,,,,,LA,46997,278.088757396,29750,177.083333333,LA@1213@348,,SY17-18,,353,0.582508251,Primary,,,,,,,,Allen Parish
1215,Kinder High School,348,Allen Parish School Board,LA,Kinder,70648,145 Hwy 383,,[9-12],,N,,,,,,,,360,,134,32,,12217,2416,9298,,3743,521,1006,,,166,167,,,,,,,,,LA,14633,87.622754491,4264,25.686746988,LA@1215@348,,SY17-18,,166,0.461111111,High,,,,,,,,Allen Parish
1214,Kinder Middle School,348,Allen Parish School Board,LA,Kinder,70648,414 N. 12th Street,,[5-8],,N,,,,,,,,444,,199,53,,20876,5282,9722,,16239,3206,4629,,,168,169,,,,,,,,,LA,26158,154.781065089,19445,115.744047619,LA@1214@348,,SY17-18,,252,0.567567568,Middle,,,,,,,,Allen Parish
1095,Oakdale Elementary School,348,Allen Parish School Board,LA,Oakdale,71463,1515 Highway 1153,,[PK K 1-4],,Y,,,,,,,,628,,602,0,,68450,0,2970,,43529,0,1889,,,171,172,,,,,,,,,LA,68450,397.965116279,43529,254.555555556,LA@1095@348,,SY17-18,,602,0.958415010,Primary,,,,,,,,Allen Parish
1216,Oakdale High School,348,Allen Parish School Board,LA,Oakdale,71463,101 S 13th St,,[9-12],,N,,,,,,,,295,,154,16,,11273,1079,3786,,4271,236,261,,,171,172,,,,,,,,,LA,12352,71.813953488,4507,26.356725146,LA@1216@348,,SY17-18,,170,0.576271186,High,,,,,,,,Allen Parish
1096,Oakdale Middle School,348,Allen Parish School Board,LA,Oakdale,71463,124 South 13th Street,,[5-8],,Y,,,,,,,,351,,336,0,,40827,0,1771,,18419,0,798,,,171,172,,,,,,,,,LA,40827,237.366279070,18419,107.713450292,LA@1096@348,,SY17-18,,336,0.958425278,Middle,,,,,,,,Allen Parish
1097,Oberlin Elementary School,348,Allen Parish School Board,LA,Oberlin,70655,110 South 4th Street,,[PK K 1-6],,Y,,,,,,,,302,,289,0,,37811,0,1642,,21218,0,923,,,170,171,,,,,,,,,LA,37811,221.116959064,21218,124.811764706,LA@1097@348,,SY17-18,,289,0.958380858,Middle,,,,,,,,Allen Parish
1102,Oberlin High School,348,Allen Parish School Board,LA,Oberlin,70655,#1 Tiger Lane,,[7-12],,N,,,,,,,,266,,132,32,,8680,2545,3081,,2867,940,476,,,170,171,,,,,,,,,LA,11225,65.643274854,3807,22.394117647,LA@1102@348,,SY17-18,,164,0.616541353,Middle/High,,,,,,,,Allen Parish
1103,Reeves High School,348,Allen Parish School Board,LA,Reeves,70658,13770 Highway 113,,[PK K 1-12],,N,,,,,,,,311,,128,39,,15085,3844,11201,,9228,2352,5119,,,171,172,,,,,,,,,LA,18929,110.052325581,11580,67.719298246,LA@1103@348,,SY17-18,,167,0.536977492,Other,,,,,,,,Allen Parish
10757,Appex Collegiate Academy Charter School,801528,Apex Collegiate Academy Charter School,LA,Baton Rouge,70807,9700 Scenic Highway,,[6-7],,Y,,,,,,,,127,,127,0,,11041,0,0,,11016,0,0,,,103,103,,,,,,,,,LA,11041,107.194174757,11016,106.951456311,LA@10757@801528,,SY17-18,,127,1,Middle,,,,,,,,East Baton Rouge Parish
3378,Ascension Head Start,349,Ascension Parish School Board,LA,Donaldsonville,70346,603 Lee Avenue,,[PK],,Y,,,,,,,,115,,115,0,,15139,0,0,,15101,0,0,,,156,156,,,,,,,,,LA,15139,97.044871795,15101,96.801282051,LA@3378@349,,SY17-18,,115,1,Primary,,,,,,,,Ascension Parish
1106,Central Middle School,349,Ascension Parish School Board,LA,Gonzales,70737,14101 Roddy Rd,,[6-8],,N,,,,,,,,654,,298,63,,44580,9320,34673,,27530,4359,12428,,,173,173,,,,,,,,,LA,53900,311.560693642,31889,184.329479769,LA@1106@349,,SY17-18,,361,0.551987768,Middle,,,,,,,,Ascension Parish
5004,Central Primary School,349,Ascension Parish School Board,LA,Gonzales,70737,41469 LA Hwy 621,,[PK K 1-5],,Y,,,,,,,,815,,815,0,,98900,0,0,,46538,0,0,,,171,171,,,,,,,,,LA,98900,578.362573099,46538,272.152046784,LA@5004@349,,SY17-18,,815,1,Primary,,,,,,,,Ascension Parish
644,Donaldsonville High School,349,Ascension Parish School Board,LA,Donaldsonville,70346,100 Tiger Dr,,[9-12],,Y,,,,,,,,457,,457,0,,51086,0,0,,30606,0,0,,,172,172,,,,,,,,,LA,51086,297.011627907,30606,177.941860465,LA@644@349,,SY17-18,,457,1,High,,,,,,,,Ascension Parish
647,Donaldsonville Primary School,349,Ascension Parish School Board,LA,Donaldsonville,70346,38210 Hwy 3089,,[PK K 1-2],,Y,,,,,,,,468,,468,0,,68443,0,0,,49410,0,0,,,171,171,,,,,,,,,LA,68443,400.251461988,49410,288.947368421,LA@647@349,,SY17-18,,468,1,Primary,,,,,,,,Ascension Parish
3668,Duplessis Primary School,349,Ascension Parish School Board,LA,Gonzales,70737,38101 Hwy 621,,[PK K 1-5],,Y,,,,,,,,747,,747,0,,96758,0,0,,39459,0,0,,,171,171,,,,,,,,,LA,96758,565.836257310,39459,230.754385965,LA@3668@349,,SY17-18,,747,1,Primary,,,,,,,,Ascension Parish
3239,Dutchtown High School,349,Ascension Parish School Board,LA,Geismar,70734,13165 Hwy 73,,[9-12],,N,,,,,,,,2341,,431,88,,43211,8662,125105,,11938,1525,9086,,,172,172,,,,,,,,,LA,51873,301.587209302,13463,78.273255814,LA@3239@349,,SY17-18,,519,0.221700128,High,,,,,,,,Ascension Parish
646,Dutchtown Middle School,349,Ascension Parish School Board,LA,Geismar,70734,13078 Hwy 73,,[6-8],,N,,,,,,,,904,,203,50,,26105,5008,46166,,11782,2170,10073,,,173,173,,,,,,,,,LA,31113,179.843930636,13952,80.647398844,LA@646@349,,SY17-18,,253,0.279867257,Middle,,,,,,,,Ascension Parish
1112,Dutchtown Primary School,349,Ascension Parish School Board,LA,Geismar,70734,13046 Hwy 73,,[PK K 1-5],,N,,,,,,,,842,,207,41,,27908,5221,44384,,14275,2120,7593,,,171,171,,,,,,,,,LA,33129,193.736842105,16395,95.877192982,LA@1112@349,,SY17-18,,248,0.294536817,Primary,,,,,,,,Ascension Parish
1113,East Ascension High School,349,Ascension Parish School Board,LA,Gonzales,70737,612 E Worthy Rd,,[9-12],,Y,,,,,,,,1806,,1806,0,,153896,0,0,,43021,0,0,,,172,172,,,,,,,,,LA,153896,894.744186047,43021,250.122093023,LA@1113@349,,SY17-18,,1806,1,High,,,,,,,,Ascension Parish
1105,G.W. Carver Primary School,349,Ascension Parish School Board,LA,Gonzales,70737,11310 Legacy Oaks Lane,,[PK K 1-5],,Y,,,,,,,,594,,594,0,,82948,0,0,,47332,0,0,,,171,171,,,,,,,,,LA,82948,485.076023392,47332,276.795321637,LA@1105@349,,SY17-18,,594,1,Primary,,,,,,,,Ascension Parish
1114,Galvez Middle School,349,Ascension Parish School Board,LA,Prairieville,70769,42018 Hwy 933,,[6-8],,N,,,,,,,,630,,214,37,,26024,3947,28430,,13222,1371,6288,,,173,173,,,,,,,,,LA,29971,173.242774566,14593,84.352601156,LA@1114@349,,SY17-18,,251,0.398412698,Middle,,,,,,,,Ascension Parish
1115,Galvez Primary School,349,Ascension Parish School Board,LA,Prairieville,70769,16093 Henderson Byu Rd,,[PK K 1-5],,N,,,,,,,,730,,231,56,,33376,6799,35520,,17991,3313,11407,,,171,171,,,,,,,,,LA,40175,234.941520468,21304,124.584795322,LA@1115@349,,SY17-18,,287,0.393150685,Primary,,,,,,,,Ascension Parish
1118,Gonzales Middle School,349,Ascension Parish School Board,LA,Gonzales,70737,1502 West Orice Roth Street,,[6-8],,Y,,,,,,,,711,,711,0,,88854,0,0,,50608,0,0,,,173,173,,,,,,,,,LA,88854,513.606936416,50608,292.531791908,LA@1118@349,,SY17-18,,711,1,Middle,,,,,,,,Ascension Parish
642,Gonzales Primary School,349,Ascension Parish School Board,LA,Gonzales,70737,521 N Burnside Ave,,[PK K 1-5],,Y,,,,,,,,485,,485,0,,67141,0,0,,33920,0,0,,,171,171,,,,,,,,,LA,67141,392.637426901,33920,198.362573099,LA@642@349,,SY17-18,,485,1,Primary,,,,,,,,Ascension Parish
1120,Lake Elementary School,349,Ascension Parish School Board,LA,St Amant,70774,14185 Hwy 431,,[PK K 1-8],,Y,,,,,,,,902,,902,0,,90370,0,0,,39052,0,0,,,173,173,,,,,,,,,LA,90370,522.369942197,39052,225.734104046,LA@1120@349,,SY17-18,,902,1,Middle,,,,,,,,Ascension Parish
5005,Lakeside Primary School,349,Ascension Parish School Board,LA,Prairieville,70769,16500 LA Hwy 431,,[PK K 1-5],,Y,,,,,,,,696,,696,0,,81750,0,0,,43478,0,0,,,171,171,,,,,,,,,LA,81750,478.070175439,43478,254.257309942,LA@5005@349,,SY17-18,,696,1,Primary,,,,,,,,Ascension Parish
641,Lowery Elementary School,349,Ascension Parish School Board,LA,Donaldsonville,70346,2389-B Hwy. 1 South,,[3-5],,Y,,,,,,,,339,,339,0,,49359,0,0,,35902,0,0,,,172,171,,,,,,,,,LA,49359,288.649122807,35902,208.732558140,LA@641@349,,SY17-18,,339,1,Primary,,,,,,,,Ascension Parish
643,Lowery Middle School,349,Ascension Parish School Board,LA,Donaldsonville,70346,2389-A Hwy 1 South,,[6-8],,Y,,,,,,,,340,,340,0,,44170,0,0,,22670,0,0,,,173,173,,,,,,,,,LA,44170,255.317919075,22670,131.040462428,LA@643@349,,SY17-18,,340,1,Middle,,,,,,,,Ascension Parish
1122,Oak Grove Primary School,349,Ascension Parish School Board,LA,Prairieville,70769,17550 Old Jefferson Hwy,,[PK K 1-5],,N,,,,,,,,1009,,186,58,,24026,7172,56762,,10867,2942,11262,,,171,171,,,,,,,,,LA,31198,182.444444444,13809,80.754385965,LA@1122@349,,SY17-18,,244,0.241823588,Primary,,,,,,,,Ascension Parish
4798,Pecan Grove Primary School,349,Ascension Parish School Board,LA,Gonzales,70737,1712 South Pecan Grove Avenue,,[PK K 1-5],,Y,,,,,,,,546,,546,0,,75052,0,0,,44637,0,0,,,171,171,,,,,,,,,LA,75052,438.900584795,44637,261.035087719,LA@4798@349,,SY17-18,,546,1,Primary,,,,,,,,Ascension Parish
1124,Prairieville Middle School,349,Ascension Parish School Board,LA,Prairieville,70769,16200 Hwy 930,,[6-8],,N,,,,,,,,961,,184,59,,24311,7519,54025,,11642,3558,15888,,,173,173,,,,,,,,,LA,31830,183.988439306,15200,87.861271676,LA@1124@349,,SY17-18,,243,0.252861602,Middle,,,,,,,,Ascension Parish
4799,Prairieville Primary School,349,Ascension Parish School Board,LA,Prairieville,70769,40228 Parker Road,,[PK K 1-5],,N,,,,,,,,948,,233,55,,30926,7045,49021,,16934,2323,12511,,,171,171,,,,,,,,,LA,37971,222.052631579,19257,112.614035088,LA@4799@349,,SY17-18,,288,0.303797468,Primary,,,,,,,,Ascension Parish
