BAB Implementation Date from Grants Data,Breakfast Delivery Model from Other Source-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Grants Data-Standardized,School Type-Standardized,School Level-Standardized,FR Enrollment Percentage,FR Enrollment,Target Area,School Year,District ID,District Name,School ID,School Name,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,State-Reporting,"BAB Implementation Date Other Source, Note Source Here",BAB Implementation Date from Other Source,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Campaign Tracking Data,"Breakfast Delivery Model from Other Source, Note Source Here",Breakfast Delivery Model from Other Source-Original,Breakfast Delivery Model from Campaign Tracking Data-Original,Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,Enrollment-Free and Reduced,Claim Year,Claim Month,Universal Free (Y/N),Provision 3 (Y/N),Provision 2 (Y/N),Provision 1 (Y/N),School Type-Original,Street Address-Line 2,School Level-Original,Breakfast Delivery Model from State Agency Tracking-Original,Street Address-Line 1,City,State-Physical,Zip Code,County,CEP (Y/N),Claim Date,Enrollment-Free,Enrollment-Reduced,Enrollment-Total,Enrollment-Paid,Operating Days-Lunch Only,Operating Days-Breakfast Only,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,NCES ID
,,Cafeteria,,,,,Primary,0.135026738,101,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-104,ALPINE ELEMENTARY,UT@ 01-104@1,24.125,193,52.875,423,UT,,,,,,,,,,,,2017,8,,,,,,,Elementary,Traditional,400 E 300 N,ALPINE,UT,84004,Utah,N,8/1/2017,75,26,748,647,8,8,328,95,1423,139,54,100,490003000001
,,Cafeteria,,,,,Primary,0.136729223,102,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-104,ALPINE ELEMENTARY,UT@ 01-104@1,22.9,458,54.65,1093,UT,,,,,,,,,,,,2017,9,,,,,,,Elementary,Traditional,400 E 300 N,ALPINE,UT,84004,Utah,N,9/1/2017,75,27,746,644,20,20,817,276,4334,333,125,300,490003000001
,,Cafeteria,,,,,Primary,0.095302013,71,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-104,ALPINE ELEMENTARY,UT@ 01-104@1,17.263157895,328,41.736842105,793,UT,,,,,,,,,,,,2017,10,,,,,,,Elementary,Traditional,400 E 300 N,ALPINE,UT,84004,Utah,N,10/1/2017,59,12,745,674,19,19,620,173,4579,226,102,331,490003000001
,,Cafeteria,,,,,Primary,0.101740295,76,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-104,ALPINE ELEMENTARY,UT@ 01-104@1,18.210526316,346,43.368421053,824,UT,,,,,,,,,,,,2017,11,,,,,,,Elementary,Traditional,400 E 300 N,ALPINE,UT,84004,Utah,N,11/1/2017,63,13,747,671,19,19,631,193,4843,207,139,326,490003000001
,,Cafeteria,,,,,Primary,0.110225764,83,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-104,ALPINE ELEMENTARY,UT@ 01-104@1,20.928571429,293,46.357142857,649,UT,,,,,,,,,,,,2017,12,,,,,,,Elementary,Traditional,400 E 300 N,ALPINE,UT,84004,Utah,N,12/1/2017,66,17,753,670,14,14,492,157,3593,163,130,240,490003000001
,,Cafeteria,,,,,Primary,0.113333333,85,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-104,ALPINE ELEMENTARY,UT@ 01-104@1,24.3,486,48.95,979,UT,,,,,,,,,,,,2018,1,,,,,,,Elementary,Traditional,400 E 300 N,ALPINE,UT,84004,Utah,N,1/1/2018,68,17,750,665,20,20,722,257,4711,261,225,395,490003000001
,,Cafeteria,,,,,Primary,0.121495327,91,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-104,ALPINE ELEMENTARY,UT@ 01-104@1,19.789473684,376,48.789473684,927,UT,,,,,,,,,,,,2018,2,,,,,,,Elementary,Traditional,400 E 300 N,ALPINE,UT,84004,Utah,N,2/1/2018,74,17,749,658,19,19,694,233,4581,223,153,356,490003000001
,,Cafeteria,,,,,Primary,0.119565217,88,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-104,ALPINE ELEMENTARY,UT@ 01-104@1,19,399,50.761904762,1066,UT,,,,,,,,,,,,2018,3,,,,,,,Elementary,Traditional,400 E 300 N,ALPINE,UT,84004,Utah,N,3/1/2018,75,13,736,648,21,21,853,213,5178,260,139,374,490003000001
,,Cafeteria,,,,,Primary,0.119565217,88,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-104,ALPINE ELEMENTARY,UT@ 01-104@1,18.3125,293,51.25,820,UT,,,,,,,,,,,,2018,4,,,,,,,Elementary,Traditional,400 E 300 N,ALPINE,UT,84004,Utah,N,4/1/2018,75,13,736,648,16,16,657,163,3996,198,95,305,490003000001
,,Cafeteria,,,,,Primary,0.119565217,88,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-104,ALPINE ELEMENTARY,UT@ 01-104@1,17.761904762,373,50.809523810,1067,UT,,,,,,,,,,,,2018,5,,,,,,,Elementary,Traditional,400 E 300 N,ALPINE,UT,84004,Utah,N,5/1/2018,75,13,736,648,21,21,849,218,5294,253,120,406,490003000001
,,Cafeteria,,,,,High,0.179508891,424,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-704,AMERICAN FORK HIGH,UT@ 01-704@1,24.5,196,133.5,1068,UT,,,,,,,,,,,,2017,8,,,,,,,High,Traditional,510 N 600 E,AMERICAN FORK,UT,84003,Utah,N,8/1/2017,334,90,2362,1938,8,8,802,266,2243,159,37,137,490003000002
,,Cafeteria,,,,,High,0.182089552,427,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-704,AMERICAN FORK HIGH,UT@ 01-704@1,32.45,649,156.8,3136,UT,,,,,,,,,,,,2017,9,,,,,,,High,Traditional,510 N 600 E,AMERICAN FORK,UT,84003,Utah,N,9/1/2017,337,90,2345,1918,20,20,2423,713,5943,527,122,433,490003000002
,,Cafeteria,,,,,High,0.160804020,384,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-704,AMERICAN FORK HIGH,UT@ 01-704@1,31.736842105,603,138.631578947,2634,UT,,,,,,,,,,,,2017,10,,,,,,,High,Traditional,510 N 600 E,AMERICAN FORK,UT,84003,Utah,N,10/1/2017,317,67,2388,2004,19,19,2066,568,5603,473,130,424,490003000002
,,Cafeteria,,,,,High,0.164594942,384,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-704,AMERICAN FORK HIGH,UT@ 01-704@1,33.368421053,634,139.105263158,2643,UT,,,,,,,,,,,,2017,11,,,,,,,High,Traditional,510 N 600 E,AMERICAN FORK,UT,84003,Utah,N,11/1/2017,317,67,2333,1949,19,19,2118,525,5607,511,123,454,490003000002
,,Cafeteria,,,,,High,0.163955479,383,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-704,AMERICAN FORK HIGH,UT@ 01-704@1,33.785714286,473,139,1946,UT,,,,,,,,,,,,2017,12,,,,,,,High,Traditional,510 N 600 E,AMERICAN FORK,UT,84003,Utah,N,12/1/2017,314,69,2336,1953,14,14,1557,389,3994,378,95,244,490003000002
,,Cafeteria,,,,,High,0.165531915,389,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-704,AMERICAN FORK HIGH,UT@ 01-704@1,34.05,681,140,2800,UT,,,,,,,,,,,,2018,1,,,,,,,High,Traditional,510 N 600 E,AMERICAN FORK,UT,84003,Utah,N,1/1/2018,319,70,2350,1961,20,20,2214,586,5905,527,154,481,490003000002
,,Cafeteria,,,,,High,0.165320867,389,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-704,AMERICAN FORK HIGH,UT@ 01-704@1,31.684210526,602,135.421052632,2573,UT,,,,,,,,,,,,2018,2,,,,,,,High,Traditional,510 N 600 E,AMERICAN FORK,UT,84003,Utah,N,2/1/2018,320,69,2353,1964,19,19,2037,536,5170,467,135,379,490003000002
,,Cafeteria,,,,,High,0.165562914,375,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-704,AMERICAN FORK HIGH,UT@ 01-704@1,34.095238095,716,140.285714286,2946,UT,,,,,,,,,,,,2018,3,,,,,,,High,Traditional,510 N 600 E,AMERICAN FORK,UT,84003,Utah,N,3/1/2018,306,69,2265,1890,21,21,2344,602,5876,577,139,486,490003000002
,,Cafeteria,,,,,High,0.166298098,376,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-704,AMERICAN FORK HIGH,UT@ 01-704@1,34.875,558,131.6875,2107,UT,,,,,,,,,,,,2018,4,,,,,,,High,Traditional,510 N 600 E,AMERICAN FORK,UT,84003,Utah,N,4/1/2018,306,70,2261,1885,16,16,1679,428,4233,452,106,405,490003000002
,,Cafeteria,,,,,High,0.166298098,376,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-704,AMERICAN FORK HIGH,UT@ 01-704@1,34.476190476,724,121.333333333,2548,UT,,,,,,,,,,,,2018,5,,,,,,,High,Traditional,510 N 600 E,AMERICAN FORK,UT,84003,Utah,N,5/1/2018,306,70,2261,1885,21,21,2067,481,4700,581,143,398,490003000002
,,Cafeteria,,,,,Middle/Jr,0.241446725,494,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-404,AMERICAN FORK JR HIGH,UT@ 01-404@1,32.777777778,295,233,1864,UT,,,,,,,,,,,,2017,8,,,,,,,Middle/Jr,Traditional,20 W 1120 N,AMERICAN FORK,UT,84003,Utah,N,8/1/2017,404,90,2046,1552,8,9,1422,442,2914,279,16,50,490003000003
,,Cafeteria,,,,,Middle/Jr,0.243296922,490,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-404,AMERICAN FORK JR HIGH,UT@ 01-404@1,51.75,1035,253.5,5070,UT,,,,,,,,,,,,2017,9,,,,,,,Middle/Jr,Traditional,20 W 1120 N,AMERICAN FORK,UT,84003,Utah,N,9/1/2017,406,84,2014,1524,20,20,4144,926,7927,961,74,243,490003000003
,,Cafeteria,,,,,Middle/Jr,0.222222222,460,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-404,AMERICAN FORK JR HIGH,UT@ 01-404@1,46.473684211,883,226.210526316,4298,UT,,,,,,,,,,,,2017,10,,,,,,,Middle/Jr,Traditional,20 W 1120 N,AMERICAN FORK,UT,84003,Utah,N,10/1/2017,399,61,2070,1610,19,19,3604,694,8049,841,42,357,490003000003
,,Cafeteria,,,,,Middle/Jr,0.227408143,458,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-404,AMERICAN FORK JR HIGH,UT@ 01-404@1,46.263157895,879,237.105263158,4505,UT,,,,,,,,,,,,2017,11,,,,,,,Middle/Jr,Traditional,20 W 1120 N,AMERICAN FORK,UT,84003,Utah,N,11/1/2017,398,60,2014,1556,19,19,3859,646,7663,821,58,342,490003000003
,,Cafeteria,,,,,Middle/Jr,0.228444004,461,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-404,AMERICAN FORK JR HIGH,UT@ 01-404@1,42.071428571,589,221.642857143,3103,UT,,,,,,,,,,,,2017,12,,,,,,,Middle/Jr,Traditional,20 W 1120 N,AMERICAN FORK,UT,84003,Utah,N,12/1/2017,399,62,2018,1557,14,14,2657,446,5341,546,43,251,490003000003
,,Cafeteria,,,,,Middle/Jr,0.233708966,477,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-404,AMERICAN FORK JR HIGH,UT@ 01-404@1,43.15,863,237.6,4752,UT,,,,,,,,,,,,2018,1,,,,,,,Middle/Jr,Traditional,20 W 1120 N,AMERICAN FORK,UT,84003,Utah,N,1/1/2018,411,66,2041,1564,20,20,4047,705,7889,787,76,273,490003000003
,,Cafeteria,,,,,Middle/Jr,0.235438081,481,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-404,AMERICAN FORK JR HIGH,UT@ 01-404@1,46.368421053,881,243.421052632,4625,UT,,,,,,,,,,,,2018,2,,,,,,,Middle/Jr,Traditional,20 W 1120 N,AMERICAN FORK,UT,84003,Utah,N,2/1/2018,414,67,2043,1562,19,19,3975,650,7246,810,71,267,490003000003
,,Cafeteria,,,,,Middle/Jr,0.232169954,459,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-404,AMERICAN FORK JR HIGH,UT@ 01-404@1,53.809523810,1130,243.047619048,5104,UT,,,,,,,,,,,,2018,3,,,,,,,Middle/Jr,Traditional,20 W 1120 N,AMERICAN FORK,UT,84003,Utah,N,3/1/2018,396,63,1977,1518,21,21,4400,704,8213,1055,75,309,490003000003
,,Cafeteria,,,,,Middle/Jr,0.232487310,458,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-404,AMERICAN FORK JR HIGH,UT@ 01-404@1,49.25,788,241.5625,3865,UT,,,,,,,,,,,,2018,4,,,,,,,Middle/Jr,Traditional,20 W 1120 N,AMERICAN FORK,UT,84003,Utah,N,4/1/2018,394,64,1970,1512,16,16,3322,543,6252,714,74,232,490003000003
,,Cafeteria,,,,,Middle/Jr,0.232333503,457,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-404,AMERICAN FORK JR HIGH,UT@ 01-404@1,48.047619048,1009,215.523809524,4526,UT,,,,,,,,,,,,2018,5,,,,,,,Middle/Jr,Traditional,20 W 1120 N,AMERICAN FORK,UT,84003,Utah,N,5/1/2018,394,63,1967,1510,21,21,3915,611,7409,944,65,256,490003000003
,,Cafeteria,,,,,Primary,0.363083164,179,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-105,ASPEN ELEMENTARY,UT@ 01-105@1,53.375,427,124.875,999,UT,,,,,,,,,,,,2017,8,,,,,,,Elementary,Traditional,945 W 2000 N,OREM,UT,84057,Utah,N,8/1/2017,149,30,493,314,8,8,844,155,844,368,59,84,490003000740
,,Cafeteria,,,,,Primary,0.372670807,180,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-105,ASPEN ELEMENTARY,UT@ 01-105@1,56.4,1128,129.6,2592,UT,,,,,,,,,,,,2017,9,,,,,,,Elementary,Traditional,945 W 2000 N,OREM,UT,84057,Utah,N,9/1/2017,149,31,483,303,20,20,2181,411,2272,971,157,236,490003000740
,,Cafeteria,,,,,Primary,0.338,169,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-105,ASPEN ELEMENTARY,UT@ 01-105@1,57.421052632,1091,118.736842105,2256,UT,,,,,,,,,,,,2017,10,,,,,,,Elementary,Traditional,945 W 2000 N,OREM,UT,84057,Utah,N,10/1/2017,140,29,500,331,19,19,1906,350,2605,949,142,298,490003000740
,,Cafeteria,,,,,Primary,0.353535354,175,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-105,ASPEN ELEMENTARY,UT@ 01-105@1,59.631578947,1133,127.578947368,2424,UT,,,,,,,,,,,,2017,11,,,,,,,Elementary,Traditional,945 W 2000 N,OREM,UT,84057,Utah,N,11/1/2017,146,29,495,320,19,19,2062,362,2435,973,160,245,490003000740
,,Cafeteria,,,,,Primary,0.357723577,176,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-105,ASPEN ELEMENTARY,UT@ 01-105@1,60.571428571,848,128.214285714,1795,UT,,,,,,,,,,,,2017,12,,,,,,,Elementary,Traditional,945 W 2000 N,OREM,UT,84057,Utah,N,12/1/2017,147,29,492,316,14,14,1536,259,1877,724,124,175,490003000740
,,Cafeteria,,,,,Primary,0.357575758,177,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-105,ASPEN ELEMENTARY,UT@ 01-105@1,62.15,1243,124.2,2484,UT,,,,,,,,,,,,2018,1,,,,,,,Elementary,Traditional,945 W 2000 N,OREM,UT,84057,Utah,N,1/1/2018,148,29,495,318,20,20,2113,371,2603,1098,145,280,490003000740
,,Cafeteria,,,,,Primary,0.362725451,181,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-105,ASPEN ELEMENTARY,UT@ 01-105@1,63.263157895,1202,125,2375,UT,,,,,,,,,,,,2018,2,,,,,,,Elementary,Traditional,945 W 2000 N,OREM,UT,84057,Utah,N,2/1/2018,148,33,499,318,19,19,1978,397,2452,1031,171,213,490003000740
,,Cafeteria,,,,,Primary,0.363057325,171,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-105,ASPEN ELEMENTARY,UT@ 01-105@1,61.952380952,1301,131.476190476,2761,UT,,,,,,,,,,,,2018,3,,,,,,,Elementary,Traditional,945 W 2000 N,OREM,UT,84057,Utah,N,3/1/2018,138,33,471,300,21,21,2306,455,2705,1112,189,265,490003000740
,,Cafeteria,,,,,Primary,0.362473348,170,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-105,ASPEN ELEMENTARY,UT@ 01-105@1,58.375,934,126.9375,2031,UT,,,,,,,,,,,,2018,4,,,,,,,Elementary,Traditional,945 W 2000 N,OREM,UT,84057,Utah,N,4/1/2018,137,33,469,299,16,16,1675,356,2147,774,160,231,490003000740
,,Cafeteria,,,,,Primary,0.362473348,170,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-105,ASPEN ELEMENTARY,UT@ 01-105@1,52.761904762,1108,121.857142857,2559,UT,,,,,,,,,,,,2018,5,,,,,,,Elementary,Traditional,945 W 2000 N,OREM,UT,84057,Utah,N,5/1/2018,138,32,469,299,21,21,2106,453,2690,934,174,285,490003000740
,,Cafeteria,,,,,Primary,0.179533214,100,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-106,BARRATT ELEMENTARY,UT@ 01-106@1,16.125,129,59.125,473,UT,,,,,,,,,,,,2017,8,,,,,,,Elementary,Traditional,168 N 900 E,AMERICAN FORK,UT,84003,Utah,N,8/1/2017,56,44,557,457,8,8,234,239,1296,62,67,88,490003000004
,,Cafeteria,,,,,Primary,0.188612100,106,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-106,BARRATT ELEMENTARY,UT@ 01-106@1,18.4,368,63.3,1266,UT,,,,,,,,,,,,2017,9,,,,,,,Elementary,Traditional,168 N 900 E,AMERICAN FORK,UT,84003,Utah,N,9/1/2017,60,46,562,456,20,20,637,629,3642,160,208,254,490003000004
,,Cafeteria,,,,,Primary,0.170474517,97,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-106,BARRATT ELEMENTARY,UT@ 01-106@1,15.105263158,287,55.684210526,1058,UT,,,,,,,,,,,,2017,10,,,,,,,Elementary,Traditional,168 N 900 E,AMERICAN FORK,UT,84003,Utah,N,10/1/2017,59,38,569,472,19,19,580,478,3875,124,163,275,490003000004
,,Cafeteria,,,,,Primary,0.168761221,94,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-106,BARRATT ELEMENTARY,UT@ 01-106@1,12.052631579,229,59.315789474,1127,UT,,,,,,,,,,,,2017,11,,,,,,,Elementary,Traditional,168 N 900 E,AMERICAN FORK,UT,84003,Utah,N,11/1/2017,59,35,557,463,19,19,654,473,3736,99,130,286,490003000004
,,Cafeteria,,,,,Primary,0.168458781,94,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-106,BARRATT ELEMENTARY,UT@ 01-106@1,14.428571429,202,62.285714286,872,UT,,,,,,,,,,,,2017,12,,,,,,,Elementary,Traditional,168 N 900 E,AMERICAN FORK,UT,84003,Utah,N,12/1/2017,58,36,558,464,14,14,512,360,2819,93,109,184,490003000004
,,Cafeteria,,,,,Primary,0.166368515,93,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-106,BARRATT ELEMENTARY,UT@ 01-106@1,11.55,231,60.95,1219,UT,,,,,,,,,,,,2018,1,,,,,,,Elementary,Traditional,168 N 900 E,AMERICAN FORK,UT,84003,Utah,N,1/1/2018,57,36,559,466,20,20,684,535,3859,114,117,240,490003000004
,,Cafeteria,,,,,Primary,0.166965889,93,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-106,BARRATT ELEMENTARY,UT@ 01-106@1,10.210526316,194,58.631578947,1114,UT,,,,,,,,,,,,2018,2,,,,,,,Elementary,Traditional,168 N 900 E,AMERICAN FORK,UT,84003,Utah,N,2/1/2018,57,36,557,464,19,19,631,483,3580,105,89,241,490003000004
,,Cafeteria,,,,,Primary,0.165427509,89,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-106,BARRATT ELEMENTARY,UT@ 01-106@1,11.619047619,244,59.761904762,1255,UT,,,,,,,,,,,,2018,3,,,,,,,Elementary,Traditional,168 N 900 E,AMERICAN FORK,UT,84003,Utah,N,3/1/2018,56,33,538,449,21,21,800,455,4039,133,111,265,490003000004
,,Cafeteria,,,,,Primary,0.172541744,93,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-106,BARRATT ELEMENTARY,UT@ 01-106@1,11.6875,187,61.5,984,UT,,,,,,,,,,,,2018,4,,,,,,,Elementary,Traditional,168 N 900 E,AMERICAN FORK,UT,84003,Utah,N,4/1/2018,60,33,539,446,16,16,606,378,3041,109,78,142,490003000004
,,Cafeteria,,,,,Primary,0.172541744,93,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-106,BARRATT ELEMENTARY,UT@ 01-106@1,10.666666667,224,63.142857143,1326,UT,,,,,,,,,,,,2018,5,,,,,,,Elementary,Traditional,168 N 900 E,AMERICAN FORK,UT,84003,Utah,N,5/1/2018,60,33,539,446,21,21,806,520,4032,136,88,194,490003000004
,,Cafeteria,,,,,Primary,0.177283193,231,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-115,BLACK RIDGE ELEMENTARY,UT@ 01-115@1,13.625,109,125.75,1006,UT,,,,,,,,,,,,2017,8,,,,,,,Elementary,Traditional,9358 N SUNSET DRIVE,EAGLE MOUNTAIN,UT,84005,Utah,N,8/1/2017,160,71,1303,1072,8,8,684,322,2864,79,30,219,490003001461
,,Cafeteria,,,,,Primary,0.178598342,237,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-115,BLACK RIDGE ELEMENTARY,UT@ 01-115@1,26.9,538,141.95,2839,UT,,,,,,,,,,,,2017,9,,,,,,,Elementary,Traditional,9358 N SUNSET DRIVE,EAGLE MOUNTAIN,UT,84005,Utah,N,9/1/2017,163,74,1327,1090,20,20,1921,918,8244,401,137,858,490003001461
,,Cafeteria,,,,,Primary,0.158321060,215,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-115,BLACK RIDGE ELEMENTARY,UT@ 01-115@1,31.315789474,595,133.157894737,2530,UT,,,,,,,,,,,,2017,10,,,,,,,Elementary,Traditional,9358 N SUNSET DRIVE,EAGLE MOUNTAIN,UT,84005,Utah,N,10/1/2017,150,65,1358,1143,19,19,1724,806,8746,440,155,1000,490003001461
,,Cafeteria,,,,,Primary,0.163690476,220,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-115,BLACK RIDGE ELEMENTARY,UT@ 01-115@1,33.473684211,636,146.157894737,2777,UT,,,,,,,,,,,,2017,11,,,,,,,Elementary,Traditional,9358 N SUNSET DRIVE,EAGLE MOUNTAIN,UT,84005,Utah,N,11/1/2017,155,65,1344,1124,19,19,1921,856,8645,486,150,1014,490003001461
,,Cafeteria,,,,,Primary,0.165178571,222,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-115,BLACK RIDGE ELEMENTARY,UT@ 01-115@1,37,518,142.642857143,1997,UT,,,,,,,,,,,,2017,12,,,,,,,Elementary,Traditional,9358 N SUNSET DRIVE,EAGLE MOUNTAIN,UT,84005,Utah,N,12/1/2017,160,62,1344,1122,14,14,1397,600,6400,381,137,741,490003001461
,,Cafeteria,,,,,Primary,0.166789126,227,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-115,BLACK RIDGE ELEMENTARY,UT@ 01-115@1,42.55,851,147.05,2941,UT,,,,,,,,,,,,2018,1,,,,,,,Elementary,Traditional,9358 N SUNSET DRIVE,EAGLE MOUNTAIN,UT,84005,Utah,N,1/1/2018,165,62,1361,1134,20,20,2119,822,9193,654,197,1132,490003001461
,,Cafeteria,,,,,Primary,0.166789126,227,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-115,BLACK RIDGE ELEMENTARY,UT@ 01-115@1,43.526315789,827,152.052631579,2889,UT,,,,,,,,,,,,2018,2,,,,,,,Elementary,Traditional,9358 N SUNSET DRIVE,EAGLE MOUNTAIN,UT,84005,Utah,N,2/1/2018,165,62,1361,1134,19,19,2049,840,8816,620,207,1082,490003001461
,,Cafeteria,,,,,Primary,0.170637971,222,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-115,BLACK RIDGE ELEMENTARY,UT@ 01-115@1,42.285714286,888,151.380952381,3179,UT,,,,,,,,,,,,2018,3,,,,,,,Elementary,Traditional,9358 N SUNSET DRIVE,EAGLE MOUNTAIN,UT,84005,Utah,N,3/1/2018,161,61,1301,1079,21,21,2248,931,9690,669,219,1275,490003001461
,,Cafeteria,,,,,Primary,0.171755725,225,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-115,BLACK RIDGE ELEMENTARY,UT@ 01-115@1,43.25,692,153.0625,2449,UT,,,,,,,,,,,,2018,4,,,,,,,Elementary,Traditional,9358 N SUNSET DRIVE,EAGLE MOUNTAIN,UT,84005,Utah,N,4/1/2018,166,59,1310,1085,16,16,1764,685,7779,521,171,995,490003001461
,,Cafeteria,,,,,Primary,0.169854629,222,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-115,BLACK RIDGE ELEMENTARY,UT@ 01-115@1,41.142857143,864,148.809523810,3125,UT,,,,,,,,,,,,2018,5,,,,,,,Elementary,Traditional,9358 N SUNSET DRIVE,EAGLE MOUNTAIN,UT,84005,Utah,N,5/1/2018,166,56,1307,1085,21,21,2220,905,9929,651,213,1038,490003001461
,,Cafeteria,,,,,Primary,0.468986384,310,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-107,BONNEVILLE ELEMENTARY,UT@ 01-107@1,49.375,395,209.75,1678,UT,,,,,,,,,,,,2017,8,,,,,,,Elementary,Traditional,1245 N 800 W,OREM,UT,84057,Utah,N,8/1/2017,250,60,661,351,8,8,1372,306,1072,369,26,80,490003000005
,,Cafeteria,,,,,Primary,0.478518519,323,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-107,BONNEVILLE ELEMENTARY,UT@ 01-107@1,60.75,1215,230.45,4609,UT,,,,,,,,,,,,2017,9,,,,,,,Elementary,Traditional,1245 N 800 W,OREM,UT,84057,Utah,N,9/1/2017,257,66,675,352,20,20,3782,827,2793,1118,97,222,490003000005
,,Cafeteria,,,,,Primary,0.476793249,339,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-107,BONNEVILLE ELEMENTARY,UT@ 01-107@1,55.578947368,1056,223.789473684,4252,UT,,,,,,,,,,,,2017,10,,,,,,,Elementary,Traditional,1245 N 800 W,OREM,UT,84057,Utah,N,10/1/2017,281,58,711,372,19,19,3503,749,2771,957,99,247,490003000005
,,Cafeteria,,,,,Primary,0.505050505,350,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-107,BONNEVILLE ELEMENTARY,UT@ 01-107@1,56.263157895,1069,235.842105263,4481,UT,,,,,,,,,,,,2017,11,,,,,,,Elementary,Traditional,1245 N 800 W,OREM,UT,84057,Utah,N,11/1/2017,289,61,693,343,19,19,3711,770,2635,962,107,223,490003000005
,,Cafeteria,,,,,Primary,0.513669065,357,,SY17-18,01,ALPINE SCHOOL DISTRICT,01-107,BONNEVILLE ELEMENTARY,UT@ 01-107@1,55.214285714,773,238.857142857,3344,UT,,,,,,,,,,,,2017,12,,,,,,,Elementary,Traditional,1245 N 800 W,OREM,UT,84057,Utah,N,12/1/2017,292,65,695,338,14,14,2708,636,2001,707,66,164,490003000005
