BAB Implementation Date from Grants Data,Breakfast Delivery Model from Other Source-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Grants Data-Standardized,School Type-Standardized,School Level-Standardized,FR Enrollment Percentage,FR Enrollment,Target Area,School Year,District ID,District Name,School ID,School Name,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,State-Reporting,"BAB Implementation Date Other Source, Note Source Here",BAB Implementation Date from Other Source,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Campaign Tracking Data,"Breakfast Delivery Model from Other Source, Note Source Here",Breakfast Delivery Model from Other Source-Original,Breakfast Delivery Model from Campaign Tracking Data-Original,Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,Enrollment-Free and Reduced,Claim Year,Claim Month,Universal Free (Y/N),Provision 3 (Y/N),Provision 2 (Y/N),Provision 1 (Y/N),School Type-Original,Street Address-Line 2,School Level-Original,Breakfast Delivery Model from State Agency Tracking-Original,Street Address-Line 1,City,State-Physical,Zip Code,County,CEP (Y/N),Claim Date,Enrollment-Free,Enrollment-Reduced,Enrollment-Total,Enrollment-Paid,Operating Days-Lunch Only,Operating Days-Breakfast Only,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,NCES ID
,,Other,,,,,Primary,0.186180422,97,,SY17-18,1G,JEFFERSON ACADEMY,1G-100,JEFFERSON ACADEMY,UT@ 1G-100@1G,,0,66.8,1336,UT,,,,,,,,,,,,2018,5,,,,,,,Elementary,We are not a neighborhood school with a need,1425 S. ANGEL ST.,KAYSVILLE,UT,84037,Davis,N,5/1/2018,69,28,521,424,20,0,900,436,3745,0,0,0,490013901289
,,,,,,,Primary,0.311973019,185,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-173,BASTIAN ELEMENTARY,UT@ 14-173@14,,0,103.428571429,724,UT,,,,,,,,,,,,2017,8,,,,,,,Elementary,,5692 WEST AMERICAN PARK DRIVE,HERRIMAN,UT,84096,Salt Lake,N,8/1/2017,152,33,593,408,7,0,594,130,1038,0,0,0,490042001498
,,,,,,,Primary,0.318840580,176,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-173,BASTIAN ELEMENTARY,UT@ 14-173@14,,0,117.25,2345,UT,,,,,,,,,,,,2017,9,,,,,,,Elementary,,5692 WEST AMERICAN PARK DRIVE,HERRIMAN,UT,84096,Salt Lake,N,9/1/2017,135,41,552,376,20,0,1826,519,3313,0,0,0,490042001498
,,,,,,,Primary,0.308098592,175,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-173,BASTIAN ELEMENTARY,UT@ 14-173@14,,0,107.85,2157,UT,,,,,,,,,,,,2017,10,,,,,,,Elementary,,5692 WEST AMERICAN PARK DRIVE,HERRIMAN,UT,84096,Salt Lake,N,10/1/2017,137,38,568,393,20,0,1744,413,3774,0,0,0,490042001498
,,,,,,,Primary,0.282051282,154,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-173,BASTIAN ELEMENTARY,UT@ 14-173@14,,0,107.352941176,1825,UT,,,,,,,,,,,,2017,11,,,,,,,Elementary,,5692 WEST AMERICAN PARK DRIVE,HERRIMAN,UT,84096,Salt Lake,N,11/1/2017,123,31,546,392,17,0,1473,352,3205,0,0,0,490042001498
,,,,,,,Primary,0.293040293,160,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-173,BASTIAN ELEMENTARY,UT@ 14-173@14,,0,115.2,1728,UT,,,,,,,,,,,,2017,12,,,,,,,Elementary,,5692 WEST AMERICAN PARK DRIVE,HERRIMAN,UT,84096,Salt Lake,N,12/1/2017,126,34,546,386,15,0,1342,386,2827,0,0,0,490042001498
,,,,,,,Primary,0.296703297,162,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-173,BASTIAN ELEMENTARY,UT@ 14-173@14,,0,113.7,2274,UT,,,,,,,,,,,,2018,1,,,,,,,Elementary,,5692 WEST AMERICAN PARK DRIVE,HERRIMAN,UT,84096,Salt Lake,N,1/1/2018,126,36,546,384,20,0,1773,501,3656,0,0,0,490042001498
,,,,,,,Primary,0.293795620,161,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-173,BASTIAN ELEMENTARY,UT@ 14-173@14,,0,112.157894737,2131,UT,,,,,,,,,,,,2018,2,,,,,,,Elementary,,5692 WEST AMERICAN PARK DRIVE,HERRIMAN,UT,84096,Salt Lake,N,2/1/2018,122,39,548,387,19,0,1604,527,3466,0,0,0,490042001498
,,,,,,,Primary,0.290843806,162,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-173,BASTIAN ELEMENTARY,UT@ 14-173@14,,0,115.65,2313,UT,,,,,,,,,,,,2018,3,,,,,,,Elementary,,5692 WEST AMERICAN PARK DRIVE,HERRIMAN,UT,84096,Salt Lake,N,3/1/2018,120,42,557,395,20,0,1686,627,3705,0,0,0,490042001498
,,,,,,,Primary,0.291666667,161,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-173,BASTIAN ELEMENTARY,UT@ 14-173@14,,0,118.5625,1897,UT,,,,,,,,,,,,2018,4,,,,,,,Elementary,,5692 WEST AMERICAN PARK DRIVE,HERRIMAN,UT,84096,Salt Lake,N,4/1/2018,119,42,552,391,16,0,1386,511,3124,0,0,0,490042001498
,,,,,,,Primary,0.300359712,167,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-173,BASTIAN ELEMENTARY,UT@ 14-173@14,,0,118.409090909,2605,UT,,,,,,,,,,,,2018,5,,,,,,,Elementary,,5692 WEST AMERICAN PARK DRIVE,HERRIMAN,UT,84096,Salt Lake,N,5/1/2018,125,42,556,389,22,0,1954,651,4081,0,0,0,490042001498
,,,,,,,Primary,,0,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-173,BASTIAN ELEMENTARY,UT@ 14-173@14,,0,,0,UT,,,,,,,,,,,,2018,6,,,,,,,Elementary,,5692 WEST AMERICAN PARK DRIVE,HERRIMAN,UT,84096,Salt Lake,N,6/1/2018,0,0,0,0,0,0,0,0,0,0,0,0,490042001498
,,Cafeteria,,,,,High,0.130880121,345,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-704,BINGHAM HIGH,UT@ 14-704@14,24.125,193,165.25,1322,UT,,,,,,,,,,,,2017,8,,,,,,,High,Traditional,2160 W 10400 S,SOUTH JORDAN,UT,84095,Salt Lake,N,8/1/2017,256,89,2636,2291,8,8,947,375,5894,140,53,326,490042000289
,,Cafeteria,,,,,High,0.133879781,343,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-704,BINGHAM HIGH,UT@ 14-704@14,33,627,172.105263158,3270,UT,,,,,,,,,,,,2017,9,,,,,,,High,Traditional,2160 W 10400 S,SOUTH JORDAN,UT,84095,Salt Lake,N,9/1/2017,252,91,2562,2219,19,19,2333,937,13185,479,148,1136,490042000289
,,Cafeteria,,,,,High,0.129007634,338,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-704,BINGHAM HIGH,UT@ 14-704@14,38.210526316,726,149.263157895,2836,UT,,,,,,,,,,,,2017,10,,,,,,,High,Traditional,2160 W 10400 S,SOUTH JORDAN,UT,84095,Salt Lake,N,10/1/2017,247,91,2620,2282,19,19,1998,838,13676,566,160,1212,490042000289
,,Cafeteria,,,,,High,0.106096595,268,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-704,BINGHAM HIGH,UT@ 14-704@14,39.789473684,756,135,2565,UT,,,,,,,,,,,,2017,11,,,,,,,High,Traditional,2160 W 10400 S,SOUTH JORDAN,UT,84095,Salt Lake,N,11/1/2017,197,71,2526,2258,19,19,1806,759,12599,573,183,1127,490042000289
,,Cafeteria,,,,,High,0.102952913,258,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-704,BINGHAM HIGH,UT@ 14-704@14,37.733333333,566,134.733333333,2021,UT,,,,,,,,,,,,2017,12,,,,,,,High,Traditional,2160 W 10400 S,SOUTH JORDAN,UT,84095,Salt Lake,N,12/1/2017,189,69,2506,2248,15,15,1442,579,10197,420,146,853,490042000289
,,Cafeteria,,,,,High,0.102318145,256,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-704,BINGHAM HIGH,UT@ 14-704@14,38.7,774,136.15,2723,UT,,,,,,,,,,,,2018,1,,,,,,,High,Traditional,2160 W 10400 S,SOUTH JORDAN,UT,84095,Salt Lake,N,1/1/2018,187,69,2502,2246,20,20,1919,804,14127,590,184,1252,490042000289
,,Cafeteria,,,,,High,0.108195398,268,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-704,BINGHAM HIGH,UT@ 14-704@14,36.722222222,661,130.277777778,2345,UT,,,,,,,,,,,,2018,2,,,,,,,High,Traditional,2160 W 10400 S,SOUTH JORDAN,UT,84095,Salt Lake,N,2/1/2018,194,74,2477,2209,18,18,1626,719,11998,493,168,1109,490042000289
,,Cafeteria,,,,,High,0.110028421,271,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-704,BINGHAM HIGH,UT@ 14-704@14,37.904761905,796,140.619047619,2953,UT,,,,,,,,,,,,2018,3,,,,,,,High,Traditional,2160 W 10400 S,SOUTH JORDAN,UT,84095,Salt Lake,N,3/1/2018,198,73,2463,2192,21,21,2078,875,14170,605,191,1425,490042000289
,,Cafeteria,,,,,High,0.110429448,270,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-704,BINGHAM HIGH,UT@ 14-704@14,36.125,578,141.9375,2271,UT,,,,,,,,,,,,2018,4,,,,,,,High,Traditional,2160 W 10400 S,SOUTH JORDAN,UT,84095,Salt Lake,N,4/1/2018,199,71,2445,2175,16,16,1605,666,10772,428,150,1064,490042000289
,,Cafeteria,,,,,High,0.110016420,268,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-704,BINGHAM HIGH,UT@ 14-704@14,36.181818182,796,126,2772,UT,,,,,,,,,,,,2018,5,,,,,,,High,Traditional,2160 W 10400 S,SOUTH JORDAN,UT,84095,Salt Lake,N,5/1/2018,198,70,2436,2168,22,22,1970,802,12890,619,177,1362,490042000289
,,Cafeteria,,,,,High,0.110099338,266,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-704,BINGHAM HIGH,UT@ 14-704@14,1,1,,0,UT,,,,,,,,,,,,2018,6,,,,,,,High,Traditional,2160 W 10400 S,SOUTH JORDAN,UT,84095,Salt Lake,N,6/1/2018,196,70,2416,2150,0,1,0,0,0,1,0,0,490042000289
,,,,,,,Primary,0.079234973,58,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-127,BLACKRIDGE ELEMENTARY,UT@ 14-127@14,,0,33.25,133,UT,,,,,,,,,,,,2017,7,,,,,,,Elementary,,14131 ROSECREST ROAD,HERRIMAN,UT,84096,Salt Lake,N,7/1/2017,41,17,732,674,4,0,102,31,1174,0,0,0,490042001480
,,,,,,,Primary,0.082266910,90,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-127,BLACKRIDGE ELEMENTARY,UT@ 14-127@14,,0,38.217391304,879,UT,,,,,,,,,,,,2017,8,,,,,,,Elementary,,14131 ROSECREST ROAD,HERRIMAN,UT,84096,Salt Lake,N,8/1/2017,66,24,1094,1004,23,0,651,228,8026,0,0,0,490042001480
,,,,,,,Primary,0.084973166,95,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-127,BLACKRIDGE ELEMENTARY,UT@ 14-127@14,,0,39.65,793,UT,,,,,,,,,,,,2017,9,,,,,,,Elementary,,14131 ROSECREST ROAD,HERRIMAN,UT,84096,Salt Lake,N,9/1/2017,70,25,1118,1023,20,0,601,192,7828,0,0,0,490042001480
,,,,,,,Primary,0.070909091,78,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-127,BLACKRIDGE ELEMENTARY,UT@ 14-127@14,,0,29.45,589,UT,,,,,,,,,,,,2017,10,,,,,,,Elementary,,14131 ROSECREST ROAD,HERRIMAN,UT,84096,Salt Lake,N,10/1/2017,62,16,1100,1022,20,0,430,159,6807,0,0,0,490042001480
,,,,,,,Primary,0.069494585,77,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-127,BLACKRIDGE ELEMENTARY,UT@ 14-127@14,,0,38.95,779,UT,,,,,,,,,,,,2017,11,,,,,,,Elementary,,14131 ROSECREST ROAD,HERRIMAN,UT,84096,Salt Lake,N,11/1/2017,62,15,1108,1031,20,0,667,112,8406,0,0,0,490042001480
,,,,,,,Primary,0.069557362,77,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-127,BLACKRIDGE ELEMENTARY,UT@ 14-127@14,,0,43.875,702,UT,,,,,,,,,,,,2017,12,,,,,,,Elementary,,14131 ROSECREST ROAD,HERRIMAN,UT,84096,Salt Lake,N,12/1/2017,62,15,1107,1030,16,0,561,141,7037,0,0,0,490042001480
,,,,,,,Primary,0.069936421,77,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-127,BLACKRIDGE ELEMENTARY,UT@ 14-127@14,,0,32.476190476,682,UT,,,,,,,,,,,,2018,1,,,,,,,Elementary,,14131 ROSECREST ROAD,HERRIMAN,UT,84096,Salt Lake,N,1/1/2018,62,15,1101,1024,21,0,533,149,7129,0,0,0,490042001480
,,,,,,,Primary,0.074007220,82,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-127,BLACKRIDGE ELEMENTARY,UT@ 14-127@14,,0,46.526315789,884,UT,,,,,,,,,,,,2018,2,,,,,,,Elementary,,14131 ROSECREST ROAD,HERRIMAN,UT,84096,Salt Lake,N,2/1/2018,67,15,1108,1026,19,0,755,129,7790,0,0,0,490042001480
,,,,,,,Primary,0.077617329,86,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-127,BLACKRIDGE ELEMENTARY,UT@ 14-127@14,,0,41.590909091,915,UT,,,,,,,,,,,,2018,3,,,,,,,Elementary,,14131 ROSECREST ROAD,HERRIMAN,UT,84096,Salt Lake,N,3/1/2018,69,17,1108,1022,22,0,733,182,8142,0,0,0,490042001480
,,,,,,,Primary,0.077407741,86,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-127,BLACKRIDGE ELEMENTARY,UT@ 14-127@14,,0,38,608,UT,,,,,,,,,,,,2018,4,,,,,,,Elementary,,14131 ROSECREST ROAD,HERRIMAN,UT,84096,Salt Lake,N,4/1/2018,69,17,1111,1025,16,0,489,119,5516,0,0,0,490042001480
,,,,,,,Primary,0.077407741,86,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-127,BLACKRIDGE ELEMENTARY,UT@ 14-127@14,,0,49.772727273,1095,UT,,,,,,,,,,,,2018,5,,,,,,,Elementary,,14131 ROSECREST ROAD,HERRIMAN,UT,84096,Salt Lake,N,5/1/2018,69,17,1111,1025,22,0,933,162,9052,0,0,0,490042001480
,,,,,,,Primary,0.077477477,86,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-127,BLACKRIDGE ELEMENTARY,UT@ 14-127@14,,0,33.142857143,696,UT,,,,,,,,,,,,2018,6,,,,,,,Elementary,,14131 ROSECREST ROAD,HERRIMAN,UT,84096,Salt Lake,N,6/1/2018,69,17,1110,1024,21,0,553,143,7011,0,0,0,490042001480
,,,,,,,Primary,0.226209048,290,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-109,BLUFFDALE ELEMENTARY,UT@ 14-109@14,,0,184.714285714,1293,UT,,,,,,,,,,,,2017,8,,,,,,,Elementary,,14323 S 2700 W,BLUFFDALE,UT,84065,Salt Lake,N,8/1/2017,222,68,1282,992,7,0,927,366,2382,0,0,0,490042000338
,,,,,,,Primary,0.230445753,274,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-109,BLUFFDALE ELEMENTARY,UT@ 14-109@14,,0,198.4,3968,UT,,,,,,,,,,,,2017,9,,,,,,,Elementary,,14323 S 2700 W,BLUFFDALE,UT,84065,Salt Lake,N,9/1/2017,202,72,1189,915,20,0,2862,1106,7679,0,0,0,490042000338
,,,,,,,Primary,0.223395613,275,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-109,BLUFFDALE ELEMENTARY,UT@ 14-109@14,,0,172.15,3443,UT,,,,,,,,,,,,2017,10,,,,,,,Elementary,,14323 S 2700 W,BLUFFDALE,UT,84065,Salt Lake,N,10/1/2017,205,70,1231,956,20,0,2636,807,8724,0,0,0,490042000338
,,,,,,,Primary,0.198312236,235,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-109,BLUFFDALE ELEMENTARY,UT@ 14-109@14,,0,170.411764706,2897,UT,,,,,,,,,,,,2017,11,,,,,,,Elementary,,14323 S 2700 W,BLUFFDALE,UT,84065,Salt Lake,N,11/1/2017,181,54,1185,950,17,0,2227,670,7430,0,0,0,490042000338
,,,,,,,Primary,0.198653199,236,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-109,BLUFFDALE ELEMENTARY,UT@ 14-109@14,,0,168.533333333,2528,UT,,,,,,,,,,,,2017,12,,,,,,,Elementary,,14323 S 2700 W,BLUFFDALE,UT,84065,Salt Lake,N,12/1/2017,184,52,1188,952,15,0,1969,559,6743,0,0,0,490042000338
,,,,,,,Primary,0.195850622,236,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-109,BLUFFDALE ELEMENTARY,UT@ 14-109@14,,0,165.75,3315,UT,,,,,,,,,,,,2018,1,,,,,,,Elementary,,14323 S 2700 W,BLUFFDALE,UT,84065,Salt Lake,N,1/1/2018,184,52,1205,969,20,0,2523,792,8809,0,0,0,490042000338
,,,,,,,Primary,0.203473945,246,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-109,BLUFFDALE ELEMENTARY,UT@ 14-109@14,,0,164.842105263,3132,UT,,,,,,,,,,,,2018,2,,,,,,,Elementary,,14323 S 2700 W,BLUFFDALE,UT,84065,Salt Lake,N,2/1/2018,195,51,1209,963,19,0,2451,681,8125,0,0,0,490042000338
,,,,,,,Primary,0.200499168,241,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-109,BLUFFDALE ELEMENTARY,UT@ 14-109@14,,0,168.7,3374,UT,,,,,,,,,,,,2018,3,,,,,,,Elementary,,14323 S 2700 W,BLUFFDALE,UT,84065,Salt Lake,N,3/1/2018,189,52,1202,961,20,0,2611,763,8838,0,0,0,490042000338
,,,,,,,Primary,0.199667221,240,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-109,BLUFFDALE ELEMENTARY,UT@ 14-109@14,,0,171.1875,2739,UT,,,,,,,,,,,,2018,4,,,,,,,Elementary,,14323 S 2700 W,BLUFFDALE,UT,84065,Salt Lake,N,4/1/2018,189,51,1202,962,16,0,2136,603,7387,0,0,0,490042000338
,,,,,,,Primary,0.200829876,242,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-109,BLUFFDALE ELEMENTARY,UT@ 14-109@14,,0,165.090909091,3632,UT,,,,,,,,,,,,2018,5,,,,,,,Elementary,,14323 S 2700 W,BLUFFDALE,UT,84065,Salt Lake,N,5/1/2018,190,52,1205,963,22,0,2837,795,9662,0,0,0,490042000338
,,,,,,,Primary,,0,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-109,BLUFFDALE ELEMENTARY,UT@ 14-109@14,,0,,0,UT,,,,,,,,,,,,2018,6,,,,,,,Elementary,,14323 S 2700 W,BLUFFDALE,UT,84065,Salt Lake,N,6/1/2018,0,0,0,0,0,0,0,0,0,0,0,0,490042000338
,,,,,,,Primary,0.098146129,90,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-177,BUTTERFIELD CANYON ELEMENTARY,UT@ 14-177@14,,0,53.428571429,374,UT,,,,,,,,,,,,2017,8,,,,,,,Elementary,,6860 W. MARY LEIZAN LANE (13825 S),HERRIMAN,UT,84096,Salt Lake,N,8/1/2017,68,22,917,827,7,0,302,72,2429,0,0,0,490042001123
,,,,,,,Primary,0.104461371,96,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-177,BUTTERFIELD CANYON ELEMENTARY,UT@ 14-177@14,,0,58.75,1175,UT,,,,,,,,,,,,2017,9,,,,,,,Elementary,,6860 W. MARY LEIZAN LANE (13825 S),HERRIMAN,UT,84096,Salt Lake,N,9/1/2017,71,25,919,823,20,0,940,235,7134,0,0,0,490042001123
,,,,,,,Primary,0.095801938,89,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-177,BUTTERFIELD CANYON ELEMENTARY,UT@ 14-177@14,,0,52,1040,UT,,,,,,,,,,,,2017,10,,,,,,,Elementary,,6860 W. MARY LEIZAN LANE (13825 S),HERRIMAN,UT,84096,Salt Lake,N,10/1/2017,64,25,929,840,20,0,768,272,7764,0,0,0,490042001123
,,,,,,,Primary,0.078947368,72,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-177,BUTTERFIELD CANYON ELEMENTARY,UT@ 14-177@14,,0,49.294117647,838,UT,,,,,,,,,,,,2017,11,,,,,,,Elementary,,6860 W. MARY LEIZAN LANE (13825 S),HERRIMAN,UT,84096,Salt Lake,N,11/1/2017,52,20,912,840,17,0,598,240,6717,0,0,0,490042001123
,,,,,,,Primary,0.077177508,70,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-177,BUTTERFIELD CANYON ELEMENTARY,UT@ 14-177@14,,0,47.4,711,UT,,,,,,,,,,,,2017,12,,,,,,,Elementary,,6860 W. MARY LEIZAN LANE (13825 S),HERRIMAN,UT,84096,Salt Lake,N,12/1/2017,50,20,907,837,15,0,505,206,6064,0,0,0,490042001123
,,,,,,,Primary,0.079089924,73,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-177,BUTTERFIELD CANYON ELEMENTARY,UT@ 14-177@14,,0,47.35,947,UT,,,,,,,,,,,,2018,1,,,,,,,Elementary,,6860 W. MARY LEIZAN LANE (13825 S),HERRIMAN,UT,84096,Salt Lake,N,1/1/2018,53,20,923,850,20,0,689,258,7814,0,0,0,490042001123
,,,,,,,Primary,0.084051724,78,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-177,BUTTERFIELD CANYON ELEMENTARY,UT@ 14-177@14,,0,45.894736842,872,UT,,,,,,,,,,,,2018,2,,,,,,,Elementary,,6860 W. MARY LEIZAN LANE (13825 S),HERRIMAN,UT,84096,Salt Lake,N,2/1/2018,59,19,928,850,19,0,658,214,7354,0,0,0,490042001123
,,,,,,,Primary,0.084598698,78,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-177,BUTTERFIELD CANYON ELEMENTARY,UT@ 14-177@14,,0,49.3,986,UT,,,,,,,,,,,,2018,3,,,,,,,Elementary,,6860 W. MARY LEIZAN LANE (13825 S),HERRIMAN,UT,84096,Salt Lake,N,3/1/2018,59,19,922,844,20,0,735,251,8056,0,0,0,490042001123
,,,,,,,Primary,0.080786026,74,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-177,BUTTERFIELD CANYON ELEMENTARY,UT@ 14-177@14,,0,50.875,814,UT,,,,,,,,,,,,2018,4,,,,,,,Elementary,,6860 W. MARY LEIZAN LANE (13825 S),HERRIMAN,UT,84096,Salt Lake,N,4/1/2018,55,19,916,842,16,0,601,213,6543,0,0,0,490042001123
,,,,,,,Primary,0.080697928,74,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-177,BUTTERFIELD CANYON ELEMENTARY,UT@ 14-177@14,,0,48.181818182,1060,UT,,,,,,,,,,,,2018,5,,,,,,,Elementary,,6860 W. MARY LEIZAN LANE (13825 S),HERRIMAN,UT,84096,Salt Lake,N,5/1/2018,55,19,917,843,22,0,785,275,9264,0,0,0,490042001123
,,,,,,,Primary,,0,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-177,BUTTERFIELD CANYON ELEMENTARY,UT@ 14-177@14,,0,,0,UT,,,,,,,,,,,,2018,6,,,,,,,Elementary,,6860 W. MARY LEIZAN LANE (13825 S),HERRIMAN,UT,84096,Salt Lake,N,6/1/2018,0,0,0,0,0,0,0,0,0,0,0,0,490042001123
,,Cafeteria,,,,,Primary,,0,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-111,COLUMBIA ELEMENTARY,UT@ 14-111@14,,0,,0,UT,,,,,,,,,,,,2017,7,,,,,,,Elementary,Traditional,3505 W 7800 S,WEST JORDAN,UT,84088,Salt Lake,N,7/1/2017,0,0,0,0,0,0,0,0,0,0,0,0,490042000813
,,Cafeteria,,,,,Primary,0.597325409,402,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-111,COLUMBIA ELEMENTARY,UT@ 14-111@14,90.285714286,632,308,2156,UT,,,,,,,,,,,,2017,8,,,,,,,Elementary,Traditional,3505 W 7800 S,WEST JORDAN,UT,84088,Salt Lake,N,8/1/2017,311,91,673,271,7,7,1674,482,831,516,116,103,490042000813
,,Cafeteria,,,,,Primary,0.644615385,419,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-111,COLUMBIA ELEMENTARY,UT@ 14-111@14,115.25,2305,339.45,6789,UT,,,,,,,,,,,,2017,9,,,,,,,Elementary,Traditional,3505 W 7800 S,WEST JORDAN,UT,84088,Salt Lake,N,9/1/2017,302,117,650,231,20,20,4935,1854,2498,1775,530,253,490042000813
,,Cafeteria,,,,,Primary,0.619402985,415,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-111,COLUMBIA ELEMENTARY,UT@ 14-111@14,109.25,2185,331.6,6632,UT,,,,,,,,,,,,2017,10,,,,,,,Elementary,Traditional,3505 W 7800 S,WEST JORDAN,UT,84088,Salt Lake,N,10/1/2017,300,115,670,255,20,20,4954,1678,3028,1686,499,392,490042000813
,,Cafeteria,,,,,Primary,0.621069182,395,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-111,COLUMBIA ELEMENTARY,UT@ 14-111@14,111.058823529,1888,340,5780,UT,,,,,,,,,,,,2017,11,,,,,,,Elementary,Traditional,3505 W 7800 S,WEST JORDAN,UT,84088,Salt Lake,N,11/1/2017,299,96,636,241,17,17,4343,1437,2436,1453,435,339,490042000813
,,Cafeteria,,,,,Primary,0.624213836,397,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-111,COLUMBIA ELEMENTARY,UT@ 14-111@14,115.4,1731,337.333333333,5060,UT,,,,,,,,,,,,2017,12,,,,,,,Elementary,Traditional,3505 W 7800 S,WEST JORDAN,UT,84088,Salt Lake,N,12/1/2017,302,95,636,239,15,15,3800,1260,2211,1323,408,367,490042000813
,,Cafeteria,,,,,Primary,0.631083203,402,,SY17-18,14,JORDAN DISTRICT NUTRITION SERVICES,14-111,COLUMBIA ELEMENTARY,UT@ 14-111@14,112.5,2250,335.55,6711,UT,,,,,,,,,,,,2018,1,,,,,,,Elementary,Traditional,3505 W 7800 S,WEST JORDAN,UT,84088,Salt Lake,N,1/1/2018,307,95,637,235,20,20,5122,1589,2865,1747,503,475,490042000813
