Unique ID,District Name,School ID,District ID,School Name,BAB Implementation Date from Grants Data,Breakfast Delivery Model from Other Source-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Grants Data-Standardized,School Type-Standardized,School Level-Standardized,FR Enrollment Percentage,FR Enrollment,Target Area,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,State-Reporting,"BAB Implementation Date Other Source, Note Source Here",BAB Implementation Date from Other Source,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Campaign Tracking Data,"Breakfast Delivery Model from Other Source, Note Source Here",Breakfast Delivery Model from Other Source-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Campaign Tracking Data-Original,Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,Enrollment-Free and Reduced,Enrollment-Paid,Claim Year,Claim Month,Claim Date,Universal Free (Y/N),School Type-Original,Street Address-Line 2,State-Physical,Enrollment-Reduced,Enrollment-Free,Enrollment-Total,School Year,School Level-Original,Street Address-Line 1,City,Zip Code,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Operating Days-Lunch Only,Operating Days-Breakfast Only,Breakfast Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,NCES ID,County
GA@3050@659,Franklin County,3050,659,Franklin County High School,,,,,,,,High,0.492132867,563,,95.896341463,15727,350.646341463,57506,GA,,,,,,,,,,,,,,,,,,,,,92,471,1144,SY16-17,High,6570 Highway 145,Carnesville,30521-4170,N,,N,,164,164,2038,13970,1757,27460,49076,8430,130225000961,Franklin County
GA@5050@659,Franklin County,5050,659,Lavonia Elementary School,,,,,,,,Primary,0.733333333,396,,190.506097561,31243,339.530487805,55683,GA,,,,,,,,,,,,,,,,,,,,,47,349,540,SY16-17,Elementary,818 Hartwell Rd,Lavonia,30553-1420,N,,N,,164,164,2083,28799,2444,9901,49883,5800,130225000964,Franklin County
GA@0100@660,Fulton County,0100,660,Summit Hill Elementary,,,,,,,,Primary,0.026685393,19,,1.64,287,11.794285714,2064,GA,,,,,,,,,,,,,,,,,,,,,2,17,712,SY16-17,Elementary,13855 Providence Rd,Alpharetta,30004-0848,N,,N,,175,175,2886,232,55,31529,1763,301,130228002321,Fulton County
GA@0101@660,Fulton County,0101,660,Abbotts Hill Elementary School,,,,,,,,Primary,0.100286533,70,,19.033519553,3407,59.139664804,10586,GA,,,,,,,,,,,,,,,,,,,,,7,63,698,SY16-17,Elementary,5575 Abbotts Bridge Rd,Duluth,30097-8418,N,,N,,179,179,5995,3189,218,40089,9217,1369,130228002378,Fulton County
GA@0102@660,Fulton County,0102,660,Creek View Elementary School,,,,,,,,Primary,0.091011236,81,,17.348571429,3036,57.457142857,10055,GA,,,,,,,,,,,,,,,,,,,,,15,66,890,SY16-17,Elementary,3995 Webb Bridge Rd,Alpharetta,30005-4142,N,,N,,175,175,3394,2773,263,43434,8100,1955,130228002489,Fulton County
GA@0103@660,Fulton County,0103,660,Hembree Springs Elementary School,,,,,,,,Primary,0.458684654,272,,100.372881356,17766,239.254237288,42348,GA,,,,,,,,,,,,,,,,,,,,,27,245,593,SY16-17,Elementary,815 Hembree Rd,Roswell,30076-1116,N,,N,,177,177,2786,16484,1282,23806,38837,3511,130228002490,Fulton County
GA@0104@660,Fulton County,0104,660,Spalding Drive Elementary,,,,,,,,Primary,0.275675676,102,,49.164772727,8653,93,16368,GA,,,,,,,,,,,,,,,,,,,,,13,89,370,SY16-17,Elementary,130 W Spalding Dr,Atlanta,30328-1913,N,,N,,176,176,3896,8085,568,18293,14722,1646,130228001032,Fulton County
GA@0105@660,Fulton County,0105,660,Hopewell Middle School,,,,,,,,Middle,0.133958473,200,,20.369318182,3585,113.806818182,20030,GA,,,,,,,,,,,,,,,,,,,,,33,167,1493,SY16-17,Middle,13060 Cogburn Rd,Alpharetta,30004-3605,N,,N,,176,176,2181,3093,492,34207,16649,3381,130228003360,Fulton County
GA@0106@660,Fulton County,0106,660,Milton High School,,,,,,,,High,0.124020888,285,,81.877094972,14656,188.815642458,33798,GA,,,,,,,,,,,,,,,,,,,,,38,247,2298,SY16-17,High,13025 Birmingham Hwy,Alpharetta,30004-7306,N,,N,,179,179,5019,13720,936,58850,30527,3271,130228001005,Fulton County
GA@0107@660,Fulton County,0107,660,Renaissance Middle School,,,,,,,,Middle,0.784628378,929,,277.396648045,49654,629.145251397,112617,GA,,,,,,,,,,,,,,,,,,,,,97,832,1184,SY16-17,Middle,7155 Hall Rd,Fairburn,30213-2031,N,,N,,179,179,7986,44869,4785,13119,103298,9319,130228003563,Fulton County
GA@0109@660,Fulton County,0109,660,Renaissance ES,,,,,,,,Primary,1,642,,338.586592179,60607,512.949720670,91818,GA,,,,,,,,,,,,,,,,,,,,,0,642,642,SY16-17,Elementary,7250 Hall Rd,Fairburn,30213-1946,Y,N,N,N,179,179,0,60607,0,0,91818,0,130228003363,Fulton County
GA@0114@660,Fulton County,0114,660,Feldwood Elementary School,,,,,,,,Primary,1,752,,416.224852071,70342,674.224852071,113944,GA,,,,,,,,,,,,,,,,,,,,,0,752,752,SY16-17,Elementary,5790 Feldwood Rd,College Park,30349-2867,Y,N,N,N,169,169,0,70342,0,0,113944,0,130228004002,Fulton County
GA@0119@660,Fulton County,0119,660,Cambridge High School,,,,,,,,High,0.056366381,112,,20.348571429,3561,70.245714286,12293,GA,,,,,,,,,,,,,,,,,,,,,16,96,1987,SY16-17,High,2845 Bethany Bnd,Milton,30004-3411,N,,N,,175,175,5813,3102,459,67792,10623,1670,130228004099,Fulton County
GA@0175@660,Fulton County,0175,660,Jackson Elementary School,,,,,,,,Primary,0.739482201,457,,317.139664804,56768,499.508379888,89412,GA,,,,,,,,,,,,,,,,,,,,,25,432,618,SY16-17,Elementary,1400 Martin Rd,Roswell,30076-3177,N,,N,,179,179,12391,54544,2224,15940,85589,3823,130228000968,Fulton County
GA@0176@660,Fulton County,0176,660,Banneker High School,,,,,,,,High,1,1467,,502.152542373,88881,942.807909605,166877,GA,,,,,,,,,,,,,,,,,,,,,0,1467,1467,SY16-17,High,6015 Feldwood Rd,College Park,30349-3651,Y,N,N,N,177,177,0,88881,0,0,166877,0,130228000967,Fulton County
GA@0180@660,Fulton County,0180,660,Dolvin Elementary School,,,,,,,,Primary,0.124852768,106,,31.016949153,5490,78.920903955,13969,GA,,,,,,,,,,,,,,,,,,,,,18,88,849,SY16-17,Elementary,10495 Jones Bridge Rd,Alpharetta,30022-6589,N,,N,,177,177,6072,4680,810,47330,11419,2550,130228000965,Fulton County
GA@0184@660,Fulton County,0184,660,Crabapple Middle School,,,,,,,,Middle,0.155260470,152,,36.056818182,6346,100.068181818,17612,GA,,,,,,,,,,,,,,,,,,,,,23,129,979,SY16-17,Middle,10700 Crabapple Rd,Roswell,30075-3029,N,,N,,176,176,2015,5835,511,25291,15669,1943,130228001928,Fulton County
GA@0186@660,Fulton County,0186,660,Camp Creek Middle School,,,,,,,,Middle,1,529,,283.720670391,50786,427.363128492,76498,GA,,,,,,,,,,,,,,,,,,,,,0,529,529,SY16-17,Middle,4345 Welcome All Rd Atlanta,Atlanta,30349-1828,Y,N,N,N,179,179,0,50786,0,0,76498,0,130228001956,Fulton County
GA@0187@660,Fulton County,0187,660,Barnwell Elementary School,,,,,,,,Primary,0.098143236,74,,29.272727273,5152,59.5625,10483,GA,,,,,,,,,,,,,,,,,,,,,16,58,754,SY16-17,Elementary,9425 Barnwell Rd,Alpharetta,30022-6147,N,,N,,176,176,8484,4446,706,45752,8197,2286,130228001979,Fulton County
GA@0189@660,Fulton County,0189,660,McNair Middle School,,,,,,,,Middle,1,811,,307.893491124,52034,627.603550296,106065,GA,,,,,,,,,,,,,,,,,,,,,0,811,811,SY16-17,Middle,2800 Burdett Rd,College Park,30349-4214,Y,N,N,N,169,169,0,52034,0,0,106065,0,130228002035,Fulton County
GA@0190@660,Fulton County,0190,660,Lake Windward Elementary School,,,,,,,,Primary,0.053175775,36,,7.531428571,1318,26.04,4557,GA,,,,,,,,,,,,,,,,,,,,,9,27,677,SY16-17,Elementary,11770 E Fox Ct,Alpharetta,30005-7800,N,,N,,175,175,3148,1110,208,37741,3415,1142,130228002078,Fulton County
GA@0191@660,Fulton County,0191,660,Roswell High School,,,,,,,,High,0.245967742,549,,146.010928962,26720,326.617486339,59771,GA,,,,,,,,,,,,,,,,,,,,,62,487,2232,SY16-17,High,11595 King Rd,Roswell,30075-2207,N,,N,,183,183,3895,25375,1345,42913,54497,5274,130228002119,Fulton County
GA@0192@660,Fulton County,0192,660,Hapeville Elementary School,,,,,,,,Primary,1,625,,301.242937853,53320,611.881355932,108303,GA,,,,,,,,,,,,,,,,,,,,,0,625,625,SY16-17,Elementary,3440 N Fulton Ave,Hapeville,30354-1408,Y,N,N,N,177,177,0,53320,0,0,108303,0,130228002170,Fulton County
GA@0193@660,Fulton County,0193,660,Crabapple Crossing Elementary School,,,,,,,,Primary,0.028571429,22,,4.727272727,832,17.693181818,3114,GA,,,,,,,,,,,,,,,,,,,,,6,16,770,SY16-17,Elementary,12775 Birmingham Hwy,Alpharetta,30004-3760,N,,N,,176,176,2118,658,174,29657,2412,702,130228000035,Fulton County
GA@0195@660,Fulton County,0195,660,New Prospect Elementary School,,,,,,,,Primary,0.193140794,107,,24.571428571,4300,86.074285714,15063,GA,,,,,,,,,,,,,,,,,,,,,24,83,554,SY16-17,Elementary,3055 Kimball Bridge Rd,Alpharetta,30022-4417,N,,N,,175,175,2115,3207,1093,30905,11938,3125,130228000927,Fulton County
GA@0197@660,Fulton County,0197,660,Northwood Elementary School,,,,,,,,Primary,0.249295775,177,,56.282485876,9962,140.254237288,24825,GA,,,,,,,,,,,,,,,,,,,,,37,140,710,SY16-17,Elementary,10200 Wooten Rd,Roswell,30076-2256,N,,N,,177,177,8828,9226,736,38749,20585,4240,130228001615,Fulton County
GA@0198@660,Fulton County,0198,660,Centennial High School,,,,,,,,High,0.339679359,678,,201.743016760,36112,426.430167598,76331,GA,,,,,,,,,,,,,,,,,,,,,109,569,1996,SY16-17,High,9310 Scott Rd,Roswell,30076-3417,N,,N,,179,179,7295,32368,3744,39436,65842,10489,130228002181,Fulton County
GA@0199@660,Fulton County,0199,660,Stonewall Tell Elementary School,,,,,,,,Primary,0.550660793,375,,156.846590909,27605,299.710227273,52749,GA,,,,,,,,,,,,,,,,,,,,,58,317,681,SY16-17,Elementary,3310 Stonewall Tell Rd,College Park,30349-1154,N,,N,,176,176,12060,23578,4027,28877,44799,7950,130228002264,Fulton County
GA@0202@660,Fulton County,0202,660,Hillside Elementary School,,,,,,,,Primary,0.396145610,185,,78.159090909,13756,163.880681818,28843,GA,,,,,,,,,,,,,,,,,,,,,27,158,467,SY16-17,Elementary,9250 Scott Rd,Roswell,30076-3415,N,,N,,176,176,6154,12274,1482,21540,24635,4208,130228002491,Fulton County
GA@0203@660,Fulton County,0203,660,Northview High School,,,,,,,,High,0.071350165,130,,29.251396648,5236,80.240223464,14363,GA,,,,,,,,,,,,,,,,,,,,,43,87,1822,SY16-17,High,10625 Parsons Rd,Duluth,30097-1717,N,,N,,179,179,8158,4118,1118,71942,10871,3492,130228002560,Fulton County
GA@0205@660,Fulton County,0205,660,Alpharetta High School,,,,,,,,High,0.116635688,251,,46.118644068,8163,127.028248588,22484,GA,,,,,,,,,,,,,,,,,,,,,45,206,2152,SY16-17,High,3595 Webb Bridge Rd,Alpharetta,30005-4140,N,,N,,177,177,5152,7205,958,43024,18984,3500,130228003364,Fulton County
GA@0206@660,Fulton County,0206,660,Oakley Elementary School,,,,,,,,Other,1,784,,369.789772727,65083,680.994318182,119855,GA,,,,,,,,,,,,,,,,,,,,,0,784,784,SY16-17,PreK 12 / Other,7220 Oakley Ter,Union City,30291-5175,Y,N,N,N,176,176,0,65083,0,0,119855,0,130228003561,Fulton County
GA@0207@660,Fulton County,0207,660,Dunwoody Springs Elementary School,,,,,,,,Primary,0.654545455,360,,170.531428571,29843,309.577142857,54176,GA,,,,,,,,,,,,,,,,,,,,,41,319,550,SY16-17,Elementary,8100 Roberts Dr,Atlanta,30350-4120,N,,N,,175,175,10983,26460,3383,16003,48024,6152,130228002380,Fulton County
GA@0273@660,Fulton County,0273,660,S. L. Lewis Elementary School,,,,,,,,Primary,1,584,,418.914772727,73729,541.647727273,95330,GA,,,,,,,,,,,,,,,,,,,,,0,584,584,SY16-17,Elementary,6201 Connell Rd,College Park,30349-4425,Y,N,N,N,176,176,0,73729,0,0,95330,0,130228000971,Fulton County
GA@0275@660,Fulton County,0275,660,Nolan Elementary School,,,,,,,,Primary,1,744,,537.952662722,90914,686.431952663,116007,GA,,,,,,,,,,,,,,,,,,,,,0,744,744,SY16-17,Elementary,2725 Creel Rd,College Park,30349-4810,Y,N,N,N,169,169,0,90914,0,0,116007,0,130228000970,Fulton County
GA@0276@660,Fulton County,0276,660,Gullatt Elementary School,,,,,,,,Primary,1,498,,434.418994413,77761,474.351955307,84909,GA,,,,,,,,,,,,,,,,,,,,,0,498,498,SY16-17,Elementary,6110 Dodson Rd,Union City,30291-1212,Y,N,N,N,179,179,0,77761,0,0,84909,0,130228000969,Fulton County
GA@0284@660,Fulton County,0284,660,Holcomb Bridge Middle School,,,,,,,,Middle,0.550326797,421,,93.312849162,16703,307.603351955,55061,GA,,,,,,,,,,,,,,,,,,,,,51,370,765,SY16-17,Middle,2700 Holcomb Bridge Rd,Alpharetta,30022-5307,N,,N,,179,179,2169,15048,1655,15343,49762,5299,130228001930,Fulton County
GA@0286@660,Fulton County,0286,660,Ridgeview Charter School,,,,,,,,Middle,0.532808399,609,,166.154285714,29077,431.502857143,75513,GA,,,,,,,,,,,,,,,,,,,,,43,566,1143,SY16-17,Middle,5340 S Trimble Rd,Atlanta,30342-1413,N,,N,,175,175,2409,27848,1229,16070,70841,4672,130228001957,Fulton County
GA@0289@660,Fulton County,0289,660,Woodland Middle School,,,,,,,,Middle,1,932,,241.668571429,42292,685.708571429,119999,GA,,,,,,,,,,,,,,,,,,,,,0,932,932,SY16-17,Middle,2745 Stone Rd,East Point,30344-5629,Y,N,N,N,175,175,0,42292,0,0,119999,0,130228002036,Fulton County
GA@0291@660,Fulton County,0291,660,Creekside High School,,,,,,,,High,0.736872146,1291,,410.136363636,72184,738.477272727,129972,GA,,,,,,,,,,,,,,,,,,,,,119,1172,1752,SY16-17,High,7405 Herndon Rd,Fairburn,30213-2781,N,,N,,176,176,13098,65586,6598,10841,119809,10163,130228002120,Fulton County
GA@0292@660,Fulton County,0292,660,Palmetto Elementary School,,,,,,,,Primary,1,501,,385.882681564,69073,489.502793296,87621,GA,,,,,,,,,,,,,,,,,,,,,0,501,501,SY16-17,Elementary,505 Carlton Rd,Palmetto,30268-1041,Y,N,N,N,179,179,0,69073,0,0,87621,0,130228001013,Fulton County
GA@0295@660,Fulton County,0295,660,Findley Oaks Elementary School,,,,,,,,Primary,0.070351759,42,,9.16,1603,33.148571429,5801,GA,,,,,,,,,,,,,,,,,,,,,8,34,597,SY16-17,Elementary,5880 Findley Chase Dr,Duluth,30097-1421,N,,N,,175,175,4111,1324,279,46986,4662,1139,130228000948,Fulton County
GA@0297@660,Fulton County,0297,660,State Bridge Crossing Elementary School,,,,,,,,Primary,0.131061599,100,,25.175141243,4456,84.327683616,14926,GA,,,,,,,,,,,,,,,,,,,,,13,87,763,SY16-17,Elementary,5530 State Bridge Rd,Alpharetta,30022-8151,N,,N,,177,177,5554,4250,206,55414,13213,1713,130228001620,Fulton County
GA@0298@660,Fulton County,0298,660,Sweet Apple Elementary School,,,,,,,,Primary,0.043708609,33,,17.517045455,3083,30.426136364,5355,GA,,,,,,,,,,,,,,,,,,,,,2,31,755,SY16-17,Elementary,12025 Etris Rd,Roswell,30075-1401,N,,N,,176,176,7947,2799,284,39469,5051,304,130228002189,Fulton County
GA@0299@660,Fulton County,0299,660,Manning Oaks Elementary School,,,,,,,,Primary,0.3125,260,,82.244318182,14475,211.670454545,37254,GA,,,,,,,,,,,,,,,,,,,,,34,226,832,SY16-17,Elementary,405 Cumming St,Alpharetta,30004-3856,N,,N,,176,176,6427,12732,1743,37629,32365,4889,130228002265,Fulton County
GA@0301@660,Fulton County,0301,660,Heritage Elementary School,,,,,,,,Primary,1,635,,358.278106509,60549,550.177514793,92980,GA,,,,,,,,,,,,,,,,,,,,,0,635,635,SY16-17,Elementary,2600 Jolly Rd,Atlanta,30349-3184,Y,N,N,N,169,169,0,60549,0,0,92980,0,130228002379,Fulton County
GA@0302@660,Fulton County,0302,660,Elkins Pointe Middle School,,,,,,,,Middle,0.469465649,492,,114.648044693,20522,361.988826816,64796,GA,,,,,,,,,,,,,,,,,,,,,48,444,1048,SY16-17,Middle,11290 Elkins Rd,Roswell,30076-1201,N,,N,,179,179,1501,18916,1606,17923,59961,4835,130228002492,Fulton County
GA@0303@660,Fulton County,0303,660,Cogburn Woods Elementary School,,,,,,,,Primary,0.114810563,100,,22.446927374,4018,78.134078212,13986,GA,,,,,,,,,,,,,,,,,,,,,23,77,871,SY16-17,Elementary,13080 Cogburn Rd,Alpharetta,30004-3605,N,,N,,179,179,5459,3150,868,45269,11380,2606,130228003365,Fulton County
GA@0305@660,Fulton County,0305,660,Autrey Mill Middle School,,,,,,,,Middle,0.109905020,162,,24.022598870,4252,102.406779661,18126,GA,,,,,,,,,,,,,,,,,,,,,36,126,1474,SY16-17,Middle,4110 Old Alabama Rd,Alpharetta,30022-8615,N,,N,,177,177,2308,3735,517,56866,14239,3887,130228002886,Fulton County
GA@0373@660,Fulton County,0373,660,Mountain Park Elementary School,,,,,,,,Primary,0.061946903,49,,14.519553073,2599,34.078212291,6100,GA,,,,,,,,,,,,,,,,,,,,,4,45,791,SY16-17,Elementary,11895 Mountain Park Rd,Roswell,30075-1818,N,,N,,179,179,3431,2308,291,41487,5601,499,130228000976,Fulton County
GA@0383@660,Fulton County,0383,660,McClarin High School,,,,,,,,High,1,163,,44.867052023,7762,96.913294798,16766,GA,,,,,,,,,,,,,,,,,,,,,0,163,163,SY16-17,High,3605 Main St,College Park,30337-2614,Y,N,N,N,173,173,0,7762,0,0,16766,0,130228002037,Fulton County
GA@0384@660,Fulton County,0384,660,Haynes Bridge Middle School,,,,,,,,Middle,0.315653299,244,,85.462311558,17007,174.256281407,34677,GA,,,,,,,,,,,,,,,,,,,,,46,198,773,SY16-17,Middle,10665 Haynes Bridge Rd,Alpharetta,30022-4803,N,,N,,199,199,6089,15010,1997,25849,29678,4999,130228001929,Fulton County
GA@0386@660,Fulton County,0386,660,Independence High School,,,,,,,,High,0.617142857,108,,31.971590909,5627,54.8125,9647,GA,,,,,,,,,,,,,,,,,,,,,13,95,175,SY16-17,High,791 Mimosa Blvd,Roswell,30075-4407,N,,N,,176,176,981,4911,716,3494,8347,1300,130228001958,Fulton County
GA@0390@660,Fulton County,0390,660,Randolph Elementary School,,,,,,,,Primary,0.697508897,392,,268.193181818,47202,338.392045455,59557,GA,,,,,,,,,,,,,,,,,,,,,30,362,562,SY16-17,Elementary,5320 Campbellton Rd Atlanta,Atlanta,30331-7714,N,,N,,176,176,17076,43519,3683,16685,55058,4499,130228000986,Fulton County
GA@0391@660,Fulton County,0391,660,Bear Creek Middle School,,,,,,,,Middle,0.841129744,953,,349.916201117,62635,707.932960894,126720,GA,,,,,,,,,,,,,,,,,,,,,99,854,1133,SY16-17,Middle,7415 Herndon Rd,Fairburn,30213-2781,N,,N,,179,179,7803,57041,5594,9828,115872,10848,130228002121,Fulton County
GA@0392@660,Fulton County,0392,660,Chattahoochee High School,,,,,,,,High,0.106632653,209,,32.312849162,5784,122.407821229,21911,GA,,,,,,,,,,,,,,,,,,,,,43,166,1960,SY16-17,High,5230 Taylor Rd,Alpharetta,30022-6015,N,,N,,179,179,8044,4959,825,75589,17802,4109,130228002172,Fulton County
GA@0397@660,Fulton County,0397,660,River Eves Elementary School,,,,,,,,Primary,0.351132686,217,,60.683615819,10741,168.774011299,29873,GA,,,,,,,,,,,,,,,,,,,,,32,185,618,SY16-17,Elementary,9000 Eves Rd,Roswell,30076-3335,N,,N,,177,177,3867,9526,1215,24563,26051,3822,130228001623,Fulton County
GA@0398@660,Fulton County,0398,660,Shakerag  Elementary School,,,,,,,,Primary,0.068214804,47,,8.588571429,1503,40.714285714,7125,GA,,,,,,,,,,,,,,,,,,,,,15,32,689,SY16-17,Elementary,10885 Rogers Cir,Johns Creek,30097-1927,N,,N,,175,175,4835,1096,407,50509,5006,2119,130228002190,Fulton County
GA@0402@660,Fulton County,0402,660,River Trail Middle School,,,,,,,,Middle,0.078947368,93,,17.170454545,3022,66.909090909,11776,GA,,,,,,,,,,,,,,,,,,,,,38,55,1178,SY16-17,Middle,10795 Rogers Cir,Duluth,30097-1979,N,,N,,176,176,3642,1766,1256,63753,6720,5056,130228002493,Fulton County
GA@0405@660,Fulton County,0405,660,Wilson Creek Elementary School,,,,,,,,Primary,0.091136080,73,,17.602272727,3098,59.198863636,10419,GA,,,,,,,,,,,,,,,,,,,,,24,49,801,SY16-17,Elementary,6115 Wilson Rd,Duluth,30097-2021,N,,N,,176,176,4580,2269,829,58641,7425,2994,130228003367,Fulton County
GA@0491@660,Fulton County,0491,660,Medlock Bridge Elementary School,,,,,,,,Primary,0.119496855,76,,25.107344633,4444,60.751412429,10753,GA,,,,,,,,,,,,,,,,,,,,,11,65,636,SY16-17,Elementary,10215 Medlock Bridge Pkwy,Alpharetta,30022-7318,N,,N,,177,177,7000,3536,908,42066,8820,1933,130228002122,Fulton County
GA@0497@660,Fulton County,0497,660,Webb Bridge Middle School,,,,,,,,Middle,0.078369906,100,,11.222857143,1964,61.285714286,10725,GA,,,,,,,,,,,,,,,,,,,,,24,76,1276,SY16-17,Middle,4455 Webb Bridge Rd,Alpharetta,30005-9008,N,,N,,175,175,1922,1420,544,39421,8350,2375,130228001627,Fulton County
GA@0501@660,Fulton County,0501,660,Hamilton E. Holmes Elementary,,,,,,,,Primary,1,702,,444.145251397,79502,662.603351955,118606,GA,,,,,,,,,,,,,,,,,,,,,0,702,702,SY16-17,Elementary,2301 Connally Dr,East Point,30344-1009,Y,N,N,N,179,179,0,79502,0,0,118606,0,130228002887,Fulton County
GA@0503@660,Fulton County,0503,660,Liberty Point Elementary School,,,,,,,,Primary,1,711,,509.173184358,91142,655.921787709,117410,GA,,,,,,,,,,,,,,,,,,,,,0,711,711,SY16-17,Elementary,9000 Highpoint Rd,Union City,30291-1094,Y,N,N,N,179,179,0,91142,0,0,117410,0,130228002561,Fulton County
GA@0505@660,Fulton County,0505,660,Sandtown Middle School,,,,,,,,Middle,0.635933806,538,,211.971590909,37307,371.619318182,65405,GA,,,,,,,,,,,,,,,,,,,,,78,460,846,SY16-17,Middle,5400 Campbellton Rd Atlanta,Atlanta,30331-7716,N,,N,,176,176,14565,31953,5354,18209,55392,10013,130228003368,Fulton County
GA@0591@660,Fulton County,0591,660,Taylor Road Middle School,,,,,,,,Middle,0.105459985,141,,26.659217877,4772,96.541899441,17281,GA,,,,,,,,,,,,,,,,,,,,,36,105,1337,SY16-17,Middle,5150 Taylor Rd,Alpharetta,30022-4547,N,,N,,179,179,5251,3822,950,61251,13013,4268,130228002123,Fulton County
GA@0597@660,Fulton County,0597,660,Northwestern Middle School,,,,,,,,Middle,0.078966790,107,,32.661016949,5781,72.598870056,12850,GA,,,,,,,,,,,,,,,,,,,,,15,92,1355,SY16-17,Middle,12805 Birmingham Hwy,Alpharetta,30004-3792,N,,N,,177,177,1439,5497,284,30885,11650,1200,130228001631,Fulton County
GA@0603@660,Fulton County,0603,660,Sandy Springs Middle School,,,,,,,,Middle,0.649942987,570,,224.6,39305,450.08,78764,GA,,,,,,,,,,,,,,,,,,,,,86,484,877,SY16-17,Middle,8750 Pride Pl,Atlanta,30350-2510,N,,N,,175,175,11330,33277,6028,16918,68306,10458,130228000975,Fulton County
GA@0691@660,Fulton County,0691,660,Tri-Cities High School,,,,,,,,High,1,1739,,557.011363636,98034,1096.375,192962,GA,,,,,,,,,,,,,,,,,,,,,0,1739,1739,SY16-17,High,2575 Harris St,East Point,30344-2623,Y,N,N,N,176,176,0,98034,0,0,192962,0,130228002124,Fulton County
GA@0701@660,Fulton County,0701,660,Ocee Elementary School,,,,,,,,Primary,0.147058824,110,,26.863636364,4728,84.965909091,14954,GA,,,,,,,,,,,,,,,,,,,,,24,86,748,SY16-17,Elementary,4375 Kimball Bridge Rd,Alpharetta,30022-4409,N,,N,,176,176,2894,3933,795,38434,12078,2876,130228002382,Fulton County
GA@0702@660,Fulton County,0702,660,Woodland Elementary School,,,,,,,,Primary,0.464902186,404,,197.182857143,34507,352.857142857,61750,GA,,,,,,,,,,,,,,,,,,,,,46,358,869,SY16-17,Elementary,1130 Spalding Dr,Atlanta,30350-5013,N,,N,,175,175,8747,31951,2556,30220,55247,6503,130228001015,Fulton County
GA@0803@660,Fulton County,0803,660,Paul D. West Middle School,,,,,,,,Middle,1,897,,359.162011173,64290,691.167597765,123719,GA,,,,,,,,,,,,,,,,,,,,,0,897,897,SY16-17,Middle,2376 Headland Dr,East Point,30344-2074,Y,N,N,N,179,179,0,64290,0,0,123719,0,130228002564,Fulton County
GA@0909@660,Fulton County,0909,660,Lake Forest Elementary,,,,,,,,Primary,1,858,,622.102857143,108868,846.537142857,148144,GA,,,,,,,,,,,,,,,,,,,,,0,858,858,SY16-17,Elementary,5920 Sandy Springs Cir,Atlanta,30328-5937,Y,N,N,N,175,175,0,108868,0,0,148144,0,130228003816,Fulton County
GA@0910@660,Fulton County,0910,660,Johns Creek High School,,,,,,,,High,0.077511962,162,,45.333333333,8024,105.994350282,18761,GA,,,,,,,,,,,,,,,,,,,,,33,129,2090,SY16-17,High,5575 State Bridge Rd,Johns Creek,30022-8165,N,,N,,177,177,12371,6735,1289,90617,15236,3525,130228003935,Fulton County
GA@1010@660,Fulton County,1010,660,Cliftondale Elementary School,,,,,,,,Primary,0.659913169,456,,203.068181818,35740,372.545454545,65568,GA,,,,,,,,,,,,,,,,,,,,,49,407,691,SY16-17,Elementary,3340 W Stubbs Rd,College Park,30349-1021,N,,N,,176,176,14770,31654,4086,21664,57862,7706,130228003940,Fulton County
GA@1050@660,Fulton County,1050,660,Alpharetta Elementary School,,,,,,,,Primary,0.169491525,90,,30.192090395,5344,74.073446328,13111,GA,,,,,,,,,,,,,,,,,,,,,15,75,531,SY16-17,Elementary,192 Mayfield Rd,Alpharetta,30009-1595,N,,N,,177,177,3755,4701,643,23494,11153,1958,130228000974,Fulton County
GA@1067@660,Fulton County,1067,660,Roswell North Elementary School,,,,,,,,Primary,0.183257919,162,,67.551136364,11889,124.028409091,21829,GA,,,,,,,,,,,,,,,,,,,,,30,132,884,SY16-17,Elementary,10525 Woodstock Rd,Roswell,30075-2939,N,,N,,176,176,3959,11096,793,36056,18226,3603,130228000978,Fulton County
GA@1110@660,Fulton County,1110,660,Langston Hughes High School,,,,,,,,High,0.726618705,1414,,585.774011299,103682,932.067796610,164976,GA,,,,,,,,,,,,,,,,,,,,,156,1258,1946,SY16-17,High,7501 Hall Rd,Fairburn,30213-1939,N,,N,,177,177,23029,94220,9462,16923,151388,13588,130228003913,Fulton County
GA@1210@660,Fulton County,1210,660,Birmingham Falls Elementary School,,,,,,,,Primary,0.031207598,23,,6.392045455,1125,17.534090909,3086,GA,,,,,,,,,,,,,,,,,,,,,2,21,737,SY16-17,Elementary,14865 Birmingham Hwy,Milton,30004-8285,N,,N,,176,176,1065,911,214,26114,2782,304,130228003874,Fulton County
