Claim Year,Claim Month,Street Address-Line 1,Zip Code,Operating Days-Lunch Only,Claim Date,County,ISP,School Level-Original,State-Physical,City,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free,Enrollment-Total,Enrollment-Free,Operating Days,School Name,School ID,District ID,District Name,CEP (Y/N),Lunch Meals-Reduced,Lunch Meals-Free,Lunch Meals-Paid,School Type-Original,Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free and Reduced,Operating Days-Breakfast Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,Street Address-Line 2,NCES ID,Enrollment-Reduced,Enrollment-Paid
2019,03,,,18.5,3/1/2019,,,,TN,,,,,,,,Spring Hill Baptist Church,0013,00400,Henry County,,,,,,,,,,,,,18.5,,,,,,,,,TN,,,,,TN@0013@00400,SY18-19,,,,,,,,,,,,,,,
2019,03,,,18.5,3/1/2019,,,,TN,,,,,,,,Harrison Meadows Housing,0014,00400,Henry County,,,,,,,,,,,,,18.5,,,,,,,,,TN,,,,,TN@0014@00400,SY18-19,,,,,,,,,,,,,,,
2019,03,215  Grove  BLVD,38242,16,3/1/2019,,,9,TN,Paris,248,1070,1441,346,149,16,Grove School,0015,00400,Henry County,,360,2174,2044,,,,,,,,,16,,,,,,,,,TN,2534,158.375,1689,105.5625,TN@0015@00400,SY18-19,,174,,High,,,,,,,,,470183000615,25,172
2019,03,,,18.5,3/1/2019,,,,TN,,,,,,,,TN Cares Early Head Start Minor Street,0016,00400,Henry County,,,,,,,,,,,,,18.5,,,,,,,,,TN,,,,,TN@0016@00400,SY18-19,,,,,,,,,,,,,,,
2019,03,,,18.5,3/1/2019,,,,TN,,,,,,,,Paris First Church of the Nazarene,0017,00400,Henry County,,,,,,,,,,,,,18.5,,,,,,,,,TN,,,,,TN@0017@00400,SY18-19,,,,,,,,,,,,,,,
2019,03,,,18.5,3/1/2019,,,,TN,,,,,,,,Henry County Medical Center Camp,0018,00400,Henry County,,,,,,,,,,,,,18.5,,,,,,,,,TN,,,,,TN@0018@00400,SY18-19,,,,,,,,,,,,,,,
2019,03,937 Pioneer RD,38231,16,3/1/2019,,,"PK,K,1,2,3,4,5,6,7,8",TN,Henry,363,395,2500,356,276,16,Henry Elementary,0020,00400,Henry County,,508,3712,401,,,,,,,,,16,,,,,,,,,TN,4220,263.75,2863,178.9375,TN@0020@00400,SY18-19,,316,,Other,,,,,,,,,470183000616,40,40
2019,03,315 South Wilson ST,38242,16,3/1/2019,,,"10,11,12",TN,Paris,590,2576,3398,941,398,16,Henry County High School,0025,00400,Henry County,,884,4898,4109,,,,,,,,,16,,,,,,,,,TN,5782,361.375,3988,249.25,TN@0025@00400,SY18-19,,482,,High,,,,,,,,,470183000617,84,459
2019,03,6745 Highway 79 North,38222,16,3/1/2019,,,"PK,K,1,2,3,4,5",TN,Buchanan,438,1986,2309,484,245,16,Lakewood Elementary,0033,00400,Henry County,,566,2948,2150,,,,,,,,,16,,,,,,,,,TN,3514,219.625,2747,171.6875,TN@0033@00400,SY18-19,,285,,Primary,,,,,,,,,470183000466,40,199
2019,03,6745 Highway 79 North,38024,16,3/1/2019,,,"6,7,8",TN,Buchanan,236,1069,1244,291,112,16,Lakewood Middle  School,0034,00400,Henry County,,304,1587,1158,,,,,,,,,16,,,,,,,,,TN,1891,118.1875,1480,92.5,TN@0034@00400,SY18-19,,144,,Middle,,,,,,,,,470183002064,32,147
2019,03,,,18.5,3/1/2019,,,,TN,,,,,,,,Church of the Living God,1008,00400,Henry County,,,,,,,,,,,,,18.5,,,,,,,,,TN,,,,,TN@1008@00400,SY18-19,,,,,,,,,,,,,,,
2019,03,400  Harrison  ST,38242,16,3/1/2019,,,"6,7,8",TN,Paris,263,925,2548,581,301,16,W. O. Inman Middle,0010,00401,Paris SSD,,523,4047,2396,,,,,,,,,16,,,,,,,,,TN,4570,285.625,2811,175.6875,TN@0010@00401,SY18-19,,336,,Middle,,,,,,,,,470336001429,35,245
2019,03,115 South Wilson ST,38242,16,3/1/2019,,,"PK,K,1,2",TN,Paris,248,615,2946,596,352,16,W. G. Rhea Elementary,0015,00401,Paris SSD,,336,4269,1579,,,,,,,,,16,,,,,,,,,TN,4605,287.8125,3194,199.625,TN@0015@00401,SY18-19,,380,,Primary,,,,,,,,,470336001428,28,216
2019,03,650 B Volunteer DR,38242,16,3/1/2019,,,"3,4,5",TN,Paris,289,594,2668,524,299,16,Paris Elementary,0020,00401,Paris SSD,,449,4049,1966,,,,,,,,,16,,,,,,,,,TN,4498,281.125,2957,184.8125,TN@0020@00401,SY18-19,,333,,Primary,,,,,,,,,470336001110,34,191
2019,03,104 Mary Field AVE,37033,16,3/1/2019,,,"PK,K,1,2",TN,Centerville,0,828,2639,382,291,16,Centerville Elementary,0005,00410,Hickman County,Y,0,3618,1136,,,,,,,,,16,,,,,,,,,TN,3618,226.125,2639,164.9375,TN@0005@00410,SY18-19,,291,0.761043332,Primary,,,,,,,,,470186000621,0,91
2019,03,110 Mary Field AVE,37033,16,3/1/2019,,,"3,4,5",TN,Centerville,0,758,2414,351,267,16,Centerville Intermediate,0007,00410,Hickman County,Y,0,3759,1180,,,,,,,,,16,,,,,,,,,TN,3759,234.9375,2414,150.875,TN@0007@00410,SY18-19,,267,0.761085240,Primary,,,,,,,,,470186001295,0,84
2019,03,5191  Hwy  100,37098,16,3/1/2019,,,"PK,K,1,2",TN,Lyles,0,1147,3656,442,336,16,East Hickman Elementary,0015,00410,Hickman County,Y,0,4389,1378,,,,,,,,,16,,,,,,,,,TN,4389,274.3125,3656,228.5,TN@0015@00410,SY18-19,,336,0.761054274,Primary,,,,,,,,,470186000622,0,106
2019,03,5198 East Eagle DR,37098,16,3/1/2019,,,"3,4,5",TN,Lyles,0,792,2525,375,285,16,East Hickman Intermediate,0016,00410,Hickman County,Y,0,3971,1246,,,,,,,,,16,,,,,,,,,TN,3971,248.1875,2525,157.8125,TN@0016@00410,SY18-19,,285,0.761165421,Primary,,,,,,,,,470186001296,0,90
2019,03,9414 East  Eagle DR,37098,16,3/1/2019,,,"6,7,8",TN,Lyles,0,844,2688,400,304,16,East Middle School,0017,00410,Hickman County,Y,0,3955,1242,,,,,,,,,16,,,,,,,,,TN,3955,247.1875,2688,168,TN@0017@00410,SY18-19,,304,0.761015971,Middle,,,,,,,,,470186000024,0,96
2019,03,7700 Highway 7,37098,16,3/1/2019,,,"9,10,11,12",TN,Lyles,0,1268,4040,482,367,16,East Hickman High School,0018,00410,Hickman County,Y,0,4606,1446,,,,,,,,,16,,,,,,,,,TN,4606,287.875,4040,252.5,TN@0018@00410,SY18-19,,367,0.761070720,High,,,,,,,,,470186002104,0,115
2019,03,1639  Bulldog  BLVD,37033,16,3/1/2019,,,"6,7,8",TN,Centerville,0,526,1675,356,271,16,Hickman County Middle School,0020,00410,Hickman County,Y,0,3920,1231,,,,,,,,,16,,,,,,,,,TN,3920,245,1675,104.6875,TN@0020@00410,SY18-19,,271,0.761017278,Middle,,,,,,,,,470186000623,0,85
2019,03,1645  Bulldog  BLVD,37033,16,3/1/2019,,,"9,10,11,12",TN,Centerville,0,1340,4268,474,361,16,Hickman County Senior High,0030,00410,Hickman County,Y,0,4717,1481,,,,,,,,,16,,,,,,,,,TN,4717,294.8125,4268,266.75,TN@0030@00410,SY18-19,,361,0.761051952,High,,,,,,,,,470186000625,0,113
2019,03,6500 State Route 13 S.,37061,15,3/1/2019,,,"PK,K,1,2,3,4,5",TN,Erin,438,1083,1976,424,204,15,Erin Elementary,0005,00420,Houston County,,522,2513,1612,,,,,,,,,15,,,,,,,,,TN,3035,202.333333333,2414,160.933333333,TN@0005@00420,SY18-19,,245,,Primary,,,,,,,,,470192000630,41,179
2019,03,3460 West Main,37061,15,3/1/2019,,,"6,7,8",TN,Erin,177,348,876,289,142,15,Houston County Middle School,0010,00420,Houston County,,246,1592,1023,,,,,,,,,15,,,,,,,,,TN,1838,122.533333333,1053,70.2,TN@0010@00420,SY18-19,,167,,Middle,,,,,,,,,470192000631,25,122
2019,03,2500 State Route 149,37061,15,3/1/2019,,,"9,10,11,12",TN,Erin,262,592,737,419,152,15,Houston County High School,0013,00420,Houston County,,462,1615,1594,,,,,,,,,15,,,,,,,,,TN,2077,138.466666667,999,66.6,TN@0013@00420,SY18-19,,201,,High,,,,,,,,,470192001441,49,218
2019,03,135 School ST,37178,15,3/1/2019,,,"PK,K,1,2,3,4,5",TN,Tenn Ridge,168,546,1383,261,146,15,Tennessee Ridge Elementary,0015,00420,Houston County,,189,1842,879,,,,,,,,,15,,,,,,,,,TN,2031,135.4,1551,103.4,TN@0015@00420,SY18-19,,164,,Primary,,,,,,,,,470192000632,18,97
2019,03,802  Long  ST,37134,16,3/1/2019,,,"PK,K,1,2,3,4,5,6,7,8",TN,New Johnsonville,82,206,1201,344,158,16,Lakeview Elementary,0005,00430,Humphreys County,,371,2127,1428,,,,,,,,,16,,,,,,,,,TN,2498,156.125,1283,80.1875,TN@0005@00430,SY18-19,,189,,Other,,,,,,,,,470198000639,31,155
2019,03,220 Swift Street East,37101,18.5,3/1/2019,,,,TN,Mc Ewen,,,,,,,McEwen Elementary School,0009,00430,Humphreys County,,,,,,,,,,,,,18.5,,,,,,,,,TN,,,,,TN@0009@00430,SY18-19,,,,,,,,,,,,,470198001442,,
2019,03,365 Melrose ST,37101,18.5,3/1/2019,,,,TN,Mc Ewen,,,,,,,McEwen Middle School,0013,00430,Humphreys County,,,,,,,,,,,,,18.5,,,,,,,,,TN,,,,,TN@0013@00430,SY18-19,,,,,,,,,,,,,470198001450,,
2019,03,335  Melrose  ST,37101,16,3/1/2019,,,"9,10,11,12",TN,McEwen,339,596,2103,973,427,16,Mcewen  High School,0015,00430,Humphreys County,,1223,5413,4167,,,,,,,,,16,,,,,,,,,TN,6636,414.75,2442,152.625,TN@0015@00430,SY18-19,,533,,High,,,,,,,,,470198000641,106,440
2019,03,1325  Hwy  70 W,37185,16,3/1/2019,,,"9,10,11,12",TN,Waverly,98,61,465,538,208,16,Waverly Central High,0020,00430,Humphreys County,,591,2478,2335,,,,,,,,,16,,,,,,,,,TN,3069,191.8125,563,35.1875,TN@0020@00430,SY18-19,,260,,High,,,,,,,,,470198000642,52,278
2019,03,612  E  Main ST,37185,15,3/1/2019,,,"PK,K,1,2,3",TN,Waverly,864,1961,3492,519,306,15,Waverly Elementary,0025,00430,Humphreys County,,780,3662,1460,,,,,,,,,15,,,,,,,,,TN,4442,296.133333333,4356,290.4,TN@0025@00430,SY18-19,,372,,Primary,,,,,,,,,470198000643,66,147
2019,03,520  E  Main ST,37185,15,3/1/2019,,,"4,5,6,7,8",TN,Waverly,285,406,2180,585,320,15,Waverly Jr. High,0030,00430,Humphreys County,,617,3684,2175,,,,,,,,,15,,,,,,,,,TN,4301,286.733333333,2465,164.333333333,TN@0030@00430,SY18-19,,371,,Middle,,,,,,,,,470198000644,51,214
2019,03,190  Blue  Devil Ln,38562,16,3/1/2019,,,"9,10,11,12",TN,Gainesboro,0,1251,3226,430,310,16,Jackson County High School,0005,00440,Jackson County,Y,0,3792,1471,,,,,,,,,16,,,,,,,,,TN,3792,237,3226,201.625,TN@0005@00440,SY18-19,,310,0.720501615,High,,,,,,,,,470207000661,0,120
2019,03,16221  Dodson  Branch HWY,38501,16,3/1/2019,,,"PK,K,1,2,3,4,5,6,7,8",TN,Cookeville,0,640,2381,265,209,16,Dodsons Branch Elementary,0010,00440,Jackson County,Y,0,3054,821,,,,,,,,,16,,,,,,,,,TN,3054,190.875,2381,148.8125,TN@0010@00440,SY18-19,,209,0.788129032,Other,,,,,,,,,470207000662,0,56
2019,03,611  Main  ST,38562,16,3/1/2019,,,"PK,K,1,2,3",TN,Gainesboro,0,824,3065,345,272,16,Gainesboro Elementary,0025,00440,Jackson County,Y,0,3957,1063,,,,,,,,,16,,,,,,,,,TN,3957,247.3125,3065,191.5625,TN@0025@00440,SY18-19,,272,0.788247012,Primary,,,,,,,,,470207000665,0,73
2019,03,170 Blue Devil LN,38562,16,3/1/2019,,,"PK,4,5,6,7,8",TN,Gainesboro,0,778,2894,412,325,16,Jackson County Middle School,0050,00440,Jackson County,Y,0,4981,1338,,,,,,,,,16,,,,,,,,,TN,4981,311.3125,2894,180.875,TN@0050@00440,SY18-19,,325,0.788257636,Middle,,,,,,,,,470207001829,0,87
2019,03,780 S  Highway 92,37725,16,3/1/2019,,,"PK,K,1,2,3,4,5",TN,Dandridge,297,312,1852,576,297,16,Dandridge Elementary,0010,00450,Jefferson County,,617,3450,1157,,,,,,,,,16,,,,,,,,,TN,4067,254.1875,2149,134.3125,TN@0010@00450,SY18-19,,364,,Primary,,,,,,,,,470210000671,67,212
2019,03,201 Dumplin Valley W,37760,18.5,3/1/2019,,,,TN,Jefferson City,,,,,,,Adult High School,0013,00450,Jefferson County,,,,,,,,,,,,,18.5,,,,,,,,,TN,,,,,TN@0013@00450,SY18-19,,,,,,,,,,,,,470210002105,,
2019,03,321  W  Broadway BLVD,37760,16,3/1/2019,,,"PK,K,1,2,3,4,5",TN,Jefferson City,284,206,1985,464,278,16,Jefferson Elementary,0015,00450,Jefferson County,,603,3269,944,,,,,,,,,16,,,,,,,,,TN,3872,242,2269,141.8125,TN@0015@00450,SY18-19,,337,,Primary,,,,,,,,,470210000676,59,127
2019,03,361 West  Broadway BLVD,37760,16,3/1/2019,,,"6,7,8",TN,Jefferson City,238,244,1925,629,364,16,Jefferson Middle,0017,00450,Jefferson County,,534,4511,1546,,,,,,,,,16,,,,,,,,,TN,5045,315.3125,2163,135.1875,TN@0017@00450,SY18-19,,420,,Middle,,,,,,,,,470210000677,56,209
2019,03,115  W  Dumplin Valley RD,37725,16,3/1/2019,,,"9,10,11,12",TN,Dandridge,326,424,3250,1916,822,16,Jefferson County High School,0020,00450,Jefferson County,,1389,8286,4510,,,,,,,,,16,,,,,,,,,TN,9675,604.6875,3576,223.5,TN@0020@00450,SY18-19,,992,,High,,,,,,,,,470210000675,170,924
2019,03,965 Maury CIR,37725,16,3/1/2019,,,"6,7,8",TN,Dandridge,226,267,1559,593,293,16,Maury Middle,0022,00450,Jefferson County,,632,3263,1213,,,,,,,,,16,,,,,,,,,TN,3895,243.4375,1785,111.5625,TN@0022@00450,SY18-19,,355,,Middle,,,,,,,,,470210000681,62,238
2019,03,1559  W  Old A Johnson HWY,37820,16,3/1/2019,,,"PK,K,1,2,3,4,5",TN,New Market,144,470,1281,288,158,16,New Market Elementary,0030,00450,Jefferson County,,278,1942,979,,,,,,,,,16,,,,,,,,,TN,2220,138.75,1425,89.0625,TN@0030@00450,SY18-19,,180,,Primary,,,,,,,,,470210000682,22,108
2019,03,1100  W  Dumplin Valley RD,37725,16,3/1/2019,,,"PK,K,1,2,3,4,5",TN,Dandridge,422,408,1974,394,220,16,Piedmont Elementary,0035,00450,Jefferson County,,668,2792,861,,,,,,,,,16,,,,,,,,,TN,3460,216.25,2396,149.75,TN@0035@00450,SY18-19,,269,,Primary,,,,,,,,,470210000684,49,125
2019,03,3081 W Old Andrew Johnson HWY,37871,16,3/1/2019,,,"PK,K,1,2,3,4,5,6,7,8",TN,Strawberry Plains,217,305,1911,468,268,16,Rush Strong Elementary,0040,00450,Jefferson County,,616,3196,1152,,,,,,,,,16,,,,,,,,,TN,3812,238.25,2128,133,TN@0040@00450,SY18-19,,314,,Other,,,,,,,,,470210000685,46,154
2019,03,848 Talbott Kansas RD,37877,16,3/1/2019,,,"PK,K,1,2,3,4,5",TN,Talbott,128,172,1156,233,133,16,Talbott Elementary,0055,00450,Jefferson County,,244,1684,497,,,,,,,,,16,,,,,,,,,TN,1928,120.5,1284,80.25,TN@0055@00450,SY18-19,,155,,Primary,,,,,,,,,470210000689,22,78
2019,03,3060  Roy  Messer HWY,37890,16,3/1/2019,,,"PK,K,1,2,3,4,5,6,7,8",TN,White Pine,354,566,4021,812,529,16,White Pine Elementary,0060,00450,Jefferson County,,615,6688,1406,,,,,,,,,16,,,,,,,,,TN,7303,456.4375,4375,273.4375,TN@0060@00450,SY18-19,,596,,Other,,,,,,,,,470210000693,67,216
2019,03,500 East Dumplin Valley RD,37760,16,3/1/2019,,,"PK,K,1,2,3,4,5",TN,Jefferson City,246,611,2597,543,310,16,Mount Horeb Elementary,0070,00450,Jefferson County,,446,3756,1594,,,,,,,,,16,,,,,,,,,TN,4202,262.625,2843,177.6875,TN@0070@00450,SY18-19,,348,,Primary,,,,,,,,,470210002313,38,195
2019,03,7164  Highway  67 West,37683,20,3/1/2019,,,"PK,K,1,2,3,4,5,6",TN,Mountain City,0,346,1396,173,139,20,Doe Elementary,0005,00460,Johnson County,Y,0,2557,634,,,,,,,,,20,,,,,,,,,TN,2557,127.85,1396,69.8,TN@0005@00460,SY18-19,,139,0.801316202,Primary,,,,,,,,,470216000694,0,34
2019,03,,,18.5,3/1/2019,,,,TN,,,,,,,,Shady Meadows Subdivision,0010,00460,Johnson County,,,,,,,,,,,,,18.5,,,,,,,,,TN,,,,,TN@0010@00460,SY18-19,,,,,,,,,,,,,,,
2019,03,,,18.5,3/1/2019,,,,TN,,,,,,,,Stateline Baptist Church,0011,00460,Johnson County,,,,,,,,,,,,,18.5,,,,,,,,,TN,,,,,TN@0011@00460,SY18-19,,,,,,,,,,,,,,,
2019,03,290 Fairground Hill,37683,20,3/1/2019,,,"9,10,11,12",TN,Mountain City,0,700,2825,564,452,20,Johnson County High,0015,00460,Johnson County,Y,0,6037,1497,,,,,,,,,20,,,,,,,,,TN,6037,301.85,2825,141.25,TN@0015@00460,SY18-19,,452,0.801300770,High,,,,,,,,,470216000696,0,112
2019,03,278 Fairground Hill,37683,20,3/1/2019,,,"7,8",TN,Mountain City,0,739,2979,325,260,20,Johnson County Middle,0016,00460,Johnson County,Y,0,3949,979,,,,,,,,,20,,,,,,,,,TN,3949,197.45,2979,148.95,TN@0016@00460,SY18-19,,260,0.801339286,Middle,,,,,,,,,470216000697,0,65
2019,03,300 Gentry  Creek RD,37680,20,3/1/2019,,,"PK,K,1,2,3,4,5,6",TN,Laurel Bloomery,0,176,710,64,51,20,Laurel Elementary,0020,00460,Johnson County,Y,0,986,245,,,,,,,,,20,,,,,,,,,TN,986,49.3,710,35.5,TN@0020@00460,SY18-19,,51,0.800974817,Primary,,,,,,,,,470216000698,0,13
2019,03,301  Donnelly  ST,37683,20,3/1/2019,,,"HS,PK,K,1,2,3,4,5,6",TN,Mountain City,0,661,2664,484,388,20,Mountain City Elementary,0025,00460,Johnson County,Y,0,6740,1671,,,,,,,,,20,,,,,,,,,TN,6740,337,2664,133.2,TN@0025@00460,SY18-19,,388,0.801331590,Primary/Middle,,,,,,,,,470216000699,0,96
2019,03,2410 Roan Creek RD,37683,20,3/1/2019,,,"HS,PK,K,1,2,3,4,5,6",TN,Mountain City,0,712,2870,390,313,20,Roan Creek Elementary,0033,00460,Johnson County,Y,0,5548,1376,,,,,,,,,20,,,,,,,,,TN,5548,277.4,2870,143.5,TN@0033@00460,SY18-19,,313,0.801270942,Primary/Middle,,,,,,,,,470216001836,0,77
2019,03,423 Hwy  133,37683,20,3/1/2019,,,"PK,K,1,2,3,4,5,6",TN,Shady Valley,0,57,232,32,26,20,Shady Valley Elementary,0035,00460,Johnson County,Y,0,471,117,,,,,,,,,20,,,,,,,,,TN,471,23.55,232,11.6,TN@0035@00460,SY18-19,,26,0.801020408,Primary,,,,,,,,,470216000701,0,6
2019,03,,,18.5,3/1/2019,,,,TN,,,,,,,,Nana's Daycare,2530,00460,Johnson County,,,,,,,,,,,,,18.5,,,,,,,,,TN,,,,,TN@2530@00460,SY18-19,,,,,,,,,,,,,,,
2019,03,,,18.5,3/1/2019,,,,TN,,,,,,,,Shady Meadows,0361,00460,Johnson County,,,,,,,,,,,,,18.5,,,,,,,,,TN,,,,,TN@0361@00460,SY18-19,,,,,,,,,,,,,,,
2019,03,5101 Schaad RD,37931,16,3/1/2019,,,"PK,K,1,2,3,4,5",TN,Knoxville,292,481,2389,775,345,16,Amherst Elementary School,0002,00470,Knox County,,563,4421,2879,,,,,,,,,16,,,,,,,,,TN,4984,311.5,2681,167.5625,TN@0002@00470,SY18-19,,394,,Primary,,,,,,,,,470222002065,49,381
2019,03,4521 Brown Gap RD,37918,16,3/1/2019,,,"PK,K,1,2,3,4,5",TN,Knoxville,0,439,3931,512,461,16,Adrian Burnett Elementary,0003,00470,Knox County,Y,0,6165,689,,,,,,,,,16,,,,,,,,,TN,6165,385.3125,3931,245.6875,TN@0003@00470,SY18-19,,461,0.899474759,Primary,,,,,,,,,470222000717,0,51
2019,03,4415  Washington  PIKE,37917,16,3/1/2019,,,"9,10,11,12",TN,Knoxville,0,60,536,61,55,16,Richard Yoakley School,0008,00470,Knox County,Y,0,607,68,,,,,,,,,16,,,,,,,,,TN,607,37.9375,536,33.5,TN@0008@00470,SY18-19,,55,0.899259259,High,,,,,,,,,470222000314,0,6
2019,03,2800 M L King Jr AVE,37914,16,3/1/2019,,,"9,10,11,12",TN,Knoxville,0,251,2246,617,555,16,Austin East High School,0009,00470,Knox County,Y,0,5188,580,,,,,,,,,16,,,,,,,,,TN,5188,324.25,2246,140.375,TN@0009@00470,SY18-19,,555,0.899445215,High,,,,,,,,,470222000767,0,62
2019,03,9801  Middlebrook  PIKE,37931,16,3/1/2019,,,"PK,K,1,2,3,4,5",TN,Knoxville,122,521,657,525,149,16,Ball Camp Primary,0010,00470,Knox County,,207,1804,2335,,,,,,,,,16,,,,,,,,,TN,2011,125.6875,779,48.6875,TN@0010@00470,SY18-19,,169,,Primary,,,,,,,,,470222000719,20,356
2019,03,5717  Kingston  PIKE,37919,16,3/1/2019,,,"PK,K,1,2,3,4,5",TN,Knoxville,104,147,662,339,108,16,Bearden Elementary,0012,00470,Knox County,,252,1394,1736,,,,,,,,,16,,,,,,,,,TN,1646,102.875,766,47.875,TN@0012@00470,SY18-19,,125,,Primary,,,,,,,,,470222000768,17,214
2019,03,1000  Francis  RD,37909,16,3/1/2019,,,"6,7,8",TN,Knoxville,231,526,2902,1230,543,16,Bearden Middle,0014,00470,Knox County,,742,6083,2586,,,,,,,,,16,,,,,,,,,TN,6825,426.5625,3133,195.8125,TN@0014@00470,SY18-19,,617,,Middle,,,,,,,,,470222000770,74,613
2019,03,8901  Blue  Grass RD,37922,16,3/1/2019,,,"PK,K,1,2,3,4,5",TN,Knoxville,83,421,203,563,66,16,Blue Grass Elementary,0015,00470,Knox County,,320,684,3195,,,,,,,,,16,,,,,,,,,TN,1004,62.75,286,17.875,TN@0015@00470,SY18-19,,91,,Primary,,,,,,,,,470222000720,25,472
2019,03,8352  Kingston  PIKE,37919,16,3/1/2019,,,"9,10,11,12",TN,Knoxville,129,202,1095,1869,359,16,Bearden High School,0017,00470,Knox County,,585,3060,4341,,,,,,,,,16,,,,,,,,,TN,3645,227.8125,1224,76.5,TN@0017@00470,SY18-19,,440,,High,,,,,,,,,470222000769,81,1429
2019,03,7608 Martin Mill PIKE,37920,16,3/1/2019,,,"PK,K,1,2,3,4,5",TN,Knoxville,177,433,963,357,136,16,Bonny Kate Elementary,0020,00470,Knox County,,401,1705,1610,,,,,,,,,16,,,,,,,,,TN,2106,131.625,1140,71.25,TN@0020@00470,SY18-19,,168,,Primary,,,,,,,,,470222000721,32,189
2019,03,1211  Beaumont  AVE,37921,16,3/1/2019,,,"PK,K,1,2,3,4,5",TN,Knoxville,0,310,2778,530,477,16,Beaumont Elementary,0022,00470,Knox County,Y,0,6135,685,,,,,,,,,16,,,,,,,,,TN,6135,383.4375,2778,173.625,TN@0022@00470,SY18-19,,477,0.899560117,Primary,,,,,,,,,470222000772,0,53
2019,03,2308  Washington  PIKE,37917,16,3/1/2019,,,"PK,K,1,2,3,4,5",TN,Knoxville,0,437,3908,432,389,16,Belle Morris Elementary,0024,00470,Knox County,Y,0,5845,653,,,,,,,,,16,,,,,,,,,TN,5845,365.3125,3908,244.25,TN@0024@00470,SY18-19,,389,0.899507541,Primary,,,,,,,,,470222000773,0,43
2019,03,1810 Dry Gap PIKE,37918,16,3/1/2019,,,"PK,K,1,2,3,4,5",TN,Knoxville,317,1272,2207,1016,291,16,Brickey McCloud Elementary,0025,00470,Knox County,,674,3525,4304,,,,,,,,,16,,,,,,,,,TN,4199,262.4375,2524,157.75,TN@0025@00470,SY18-19,,352,,Primary,,,,,,,,,470222000722,61,664
2019,03,,,18.5,3/1/2019,,,,TN,,,,,,,,Byington Solway Career and Technical Education Center,0026,00470,Knox County,,,,,,,,,,,,,18.5,,,,,,,,,TN,,,,,TN@0026@00470,SY18-19,,,,,,,,,,,,,,,
2019,03,9304  College  LN,37871,16,3/1/2019,,,"PK,K,1,2,3,4,5",TN,Strawberry Plains,0,329,2941,544,489,16,Carter Elementary,0030,00470,Knox County,Y,0,6436,719,,,,,,,,,16,,,,,,,,,TN,6436,402.25,2941,183.8125,TN@0030@00470,SY18-19,,489,0.899510832,Primary,,,,,,,,,470222000724,0,55
2019,03,210 N Carter School RD,37871,16,3/1/2019,,,"9,10,11,12",TN,Strawberry Plains,0,323,2894,804,723,16,Carter High School,0035,00470,Knox County,Y,0,9879,1104,,,,,,,,,16,,,,,,,,,TN,9879,617.4375,2894,180.875,TN@0035@00470,SY18-19,,723,0.899481016,High,,,,,,,,,470222000725,0,81
2019,03,204 North Carter School RD,37871,16,3/1/2019,,,"6,7,8",TN,Strawberry Plains,0,263,2356,640,576,16,Carter Middle,0037,00470,Knox County,Y,0,6799,760,,,,,,,,,16,,,,,,,,,TN,6799,424.9375,2356,147.25,TN@0037@00470,SY18-19,,576,0.899457600,Middle,,,,,,,,,470222000726,0,64
2019,03,705 North Cedar Bluff RD,37923,16,3/1/2019,,,"PK,K,1,2,3,4,5",TN,Knoxville,438,685,2504,1233,529,16,Cedar Bluff Elementary,0040,00470,Knox County,,851,6108,3718,,,,,,,,,16,,,,,,,,,TN,6959,434.9375,2942,183.875,TN@0040@00470,SY18-19,,603,,Primary,,,,,,,,,470222000729,74,630
2019,03,,,18.5,3/1/2019,,,,TN,,,,,,,,Cedar Bluff Intermediate,0042,00470,Knox County,,,,,,,,,,,,,18.5,,,,,,,,,TN,,,,,TN@0042@00470,SY18-19,,,,,,,,,,,,,,,
2019,03,707 North Cedar Bluff RD,37923,16,3/1/2019,,,"6,7,8",TN,Knoxville,73,158,622,603,236,16,Cedar Bluff Middle,0045,00470,Knox County,,468,2442,2013,,,,,,,,,16,,,,,,,,,TN,2910,181.875,695,43.4375,TN@0045@00470,SY18-19,,277,,Middle,,,,,,,,,470222000728,41,326
2019,03,5321  Jacksboro  PIKE,37918,16,3/1/2019,,,"9,10,11,12",TN,Knoxville,0,335,2996,1038,934,16,Central High School,0047,00470,Knox County,Y,0,9550,1067,,,,,,,,,16,,,,,,,,,TN,9550,596.875,2996,187.25,TN@0047@00470,SY18-19,,934,0.899500801,High,,,,,,,,,470222000775,0,104
