Enrollment-Paid,Provision 2 (Y/N),BAB Implementation Date from Grants Data,Breakfast Delivery Model from Other Source-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Grants Data-Standardized,School Type-Standardized,School Type-Original,School Level-Standardized,FR Enrollment Percentage,Enrollment-Reduced,Enrollment-Free,FR Enrollment,Target Area,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,"BAB Implementation Date Other Source, Note Source Here",BAB Implementation Date from Other Source,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Campaign Tracking Data,"Breakfast Delivery Model from Other Source, Note Source Here",Breakfast Delivery Model from Other Source-Original,Breakfast Delivery Model from Campaign Tracking Data-Original,Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,Claim Date,Universal Free (Y/N),Provision 3 (Y/N),Provision 1 (Y/N),School Level-Original,Street Address-Line 2,Street Address-Line 1,Zip Code,City,State-Physical,Claim Year,School Year,State-Reporting,Enrollment-Free and Reduced,ISP,District ID,District Name,School ID,School Name,County,Claim Month,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from State Agency Tracking-Original,Enrollment-Total,CEP (Y/N),NCES ID
,,,,Cafeteria,,,,,,,,,,78.31,,NE@0001@250025,18.470588235,314,44.352941176,754,,,,,,,,,314,754,5/1/2018,,,,,,,,,,2018,SY17-18,NE,78.31,,250025,Creek Valley Schools,0001,Elementary/High School-Chappell,Deuel,5,278,36,355,640,114,1009,17,17,TRADITIONAL,191,,
,,,,Cafeteria,,,,,,,,,,90.73,,NE@0001@250025,19.315789474,367,51.315789474,975,,,,,,,,,367,975,9/1/2017,,,,,,,,,,2017,SY17-18,NE,90.73,,250025,Creek Valley Schools,0001,Elementary/High School-Chappell,Deuel,9,297,70,283,792,183,1008,19,19,TRADITIONAL,211,,
,,,,Cafeteria,,,,,,,,,,92.25,,NE@0001@250025,20.409090909,449,56.818181818,1250,,,,,,,,,449,1250,10/1/2017,,,,,,,,,,2017,SY17-18,NE,92.25,,250025,Creek Valley Schools,0001,Elementary/High School-Chappell,Deuel,10,399,50,354,1044,206,1318,22,22,TRADITIONAL,205,,
,,,,Cafeteria,,,,,,,,,,93.84,,NE@0001@250025,22.052631579,419,54.578947368,1037,,,,,,,,,419,1037,11/1/2017,,,,,,,,,,2017,SY17-18,NE,93.84,,250025,Creek Valley Schools,0001,Elementary/High School-Chappell,Deuel,11,378,41,332,878,159,1063,19,19,TRADITIONAL,204,,
,,,,Cafeteria,,,,,,,,,,89.76,,NE@0001@250025,22.466666667,337,57.866666667,868,,,,,,,,,337,868,12/1/2017,,,,,,,,,,2017,SY17-18,NE,89.76,,250025,Creek Valley Schools,0001,Elementary/High School-Chappell,Deuel,12,322,15,254,757,111,962,15,15,TRADITIONAL,204,,
,,,,,,,,,,,,,,,,NE@0002@250025,,,,,,,,,,,,,,,1/1/2018,,,,,,,,,,2018,SY17-18,NE,,,250025,Creek Valley Schools,0002,Middle School/Lodgepole,Deuel,1,,,,,,,18.5,18.5,,,,
,,,,,,,,,,,,,,,,NE@0002@250025,,,,,,,,,,,,,,,2/1/2018,,,,,,,,,,2018,SY17-18,NE,,,250025,Creek Valley Schools,0002,Middle School/Lodgepole,Deuel,2,,,,,,,18.5,18.5,,,,
,,,,,,,,,,,,,,,,NE@0002@250025,,,,,,,,,,,,,,,3/1/2018,,,,,,,,,,2018,SY17-18,NE,,,250025,Creek Valley Schools,0002,Middle School/Lodgepole,Deuel,3,,,,,,,18.5,18.5,,,,
,,,,,,,,,,,,,,,,NE@0002@250025,,,,,,,,,,,,,,,4/1/2018,,,,,,,,,,2018,SY17-18,NE,,,250025,Creek Valley Schools,0002,Middle School/Lodgepole,Deuel,4,,,,,,,18.5,18.5,,,,
,,,,,,,,,,,,,,,,NE@0002@250025,,,,,,,,,,,,,,,5/1/2018,,,,,,,,,,2018,SY17-18,NE,,,250025,Creek Valley Schools,0002,Middle School/Lodgepole,Deuel,5,,,,,,,18.5,18.5,,,,
,,,,,,,,,,,,,,,,NE@0002@250025,,,,,,,,,,,,,,,9/1/2017,,,,,,,,,,2017,SY17-18,NE,,,250025,Creek Valley Schools,0002,Middle School/Lodgepole,Deuel,9,,,,,,,18.5,18.5,,,,
,,,,,,,,,,,,,,,,NE@0002@250025,,,,,,,,,,,,,,,10/1/2017,,,,,,,,,,2017,SY17-18,NE,,,250025,Creek Valley Schools,0002,Middle School/Lodgepole,Deuel,10,,,,,,,18.5,18.5,,,,
,,,,,,,,,,,,,,,,NE@0002@250025,,,,,,,,,,,,,,,11/1/2017,,,,,,,,,,2017,SY17-18,NE,,,250025,Creek Valley Schools,0002,Middle School/Lodgepole,Deuel,11,,,,,,,18.5,18.5,,,,
,,,,,,,,,,,,,,,,NE@0002@250025,,,,,,,,,,,,,,,12/1/2017,,,,,,,,,,2017,SY17-18,NE,,,250025,Creek Valley Schools,0002,Middle School/Lodgepole,Deuel,12,,,,,,,18.5,18.5,,,,
,,,,,,,,,,,,,,117.18,,NE@0001@250095,,,100.789473684,1915,,,,,,,,,,1915,1/1/2018,,,,,,,,,,2018,SY17-18,NE,117.18,,250095,South Platte Public Schools,0001,Big Springs School,Deuel,1,,,,1653,262,930,18.5,19,,186,,
,,,,,,,,,,,,,,117.76,,NE@0001@250095,,,99.444444444,1790,,,,,,,,,,1790,2/1/2018,,,,,,,,,,2018,SY17-18,NE,117.76,,250095,South Platte Public Schools,0001,Big Springs School,Deuel,2,,,,1521,269,867,18.5,18,,184,,
,,,,,,,,,,,,,,119.6,,NE@0001@250095,,,100.722222222,1813,,,,,,,,,,1813,3/1/2018,,,,,,,,,,2018,SY17-18,NE,119.6,,250095,South Platte Public Schools,0001,Big Springs School,Deuel,3,,,,1536,277,898,18.5,18,,184,,
,,,,,,,,,,,,,,121.6,,NE@0001@250095,,,101,1919,,,,,,,,,,1919,4/1/2018,,,,,,,,,,2018,SY17-18,NE,121.6,,250095,South Platte Public Schools,0001,Big Springs School,Deuel,4,,,,1637,282,958,18.5,19,,190,,
,,,,,,,,,,,,,,117.76,,NE@0001@250095,,,90.454545455,995,,,,,,,,,,995,5/1/2018,,,,,,,,,,2018,SY17-18,NE,117.76,,250095,South Platte Public Schools,0001,Big Springs School,Deuel,5,,,,846,149,537,18.5,11,,184,,
,,,,,,,,,,,,,,123.76,,NE@0001@250095,,,101.666666667,1830,,,,,,,,,,1830,9/1/2017,,,,,,,,,,2017,SY17-18,NE,123.76,,250095,South Platte Public Schools,0001,Big Springs School,Deuel,9,,,,1532,298,884,18.5,18,,182,,
,,,,,,,,,,,,,,112.77,,NE@0001@250095,,,101.666666667,2135,,,,,,,,,,2135,10/1/2017,,,,,,,,,,2017,SY17-18,NE,112.77,,250095,South Platte Public Schools,0001,Big Springs School,Deuel,10,,,,1820,315,1148,18.5,21,,179,,
,,,,,,,,,,,,,,115.84,,NE@0001@250095,,,96.947368421,1842,,,,,,,,,,1842,11/1/2017,,,,,,,,,,2017,SY17-18,NE,115.84,,250095,South Platte Public Schools,0001,Big Springs School,Deuel,11,,,,1595,247,951,18.5,19,,181,,
,,,,,,,,,,,,,,117.65,,NE@0001@250095,,,106.785714286,1495,,,,,,,,,,1495,12/1/2017,,,,,,,,,,2017,SY17-18,NE,117.65,,250095,South Platte Public Schools,0001,Big Springs School,Deuel,12,,,,1299,196,752,18.5,14,,181,,
,,,,,,,,,,,,,,73.71,,NE@0001@260001,,,67.375,1078,,,,,,,,,,1078,1/1/2018,,,,,,,,,,2018,SY17-18,NE,73.71,,260001,Ponca Public School,0001,Ponca Public School,Dixon,1,,,,694,384,3425,18.5,16,,351,,
,,,,,,,,,,,,,,77.66,,NE@0001@260001,,,66.8,1336,,,,,,,,,,1336,2/1/2018,,,,,,,,,,2018,SY17-18,NE,77.66,,260001,Ponca Public School,0001,Ponca Public School,Dixon,2,,,,858,478,4239,18.5,20,,353,,
,,,,,,,,,,,,,,77.88,,NE@0001@260001,,,67.684210526,1286,,,,,,,,,,1286,3/1/2018,,,,,,,,,,2018,SY17-18,NE,77.88,,260001,Ponca Public School,0001,Ponca Public School,Dixon,3,,,,797,489,4063,18.5,19,,354,,
,,,,,,,,,,,,,,77.66,,NE@0001@260001,,,67.166666667,1209,,,,,,,,,,1209,4/1/2018,,,,,,,,,,2018,SY17-18,NE,77.66,,260001,Ponca Public School,0001,Ponca Public School,Dixon,4,,,,775,434,3792,18.5,18,,353,,
,,,,,,,,,,,,,,77.66,,NE@0001@260001,,,62,868,,,,,,,,,,868,5/1/2018,,,,,,,,,,2018,SY17-18,NE,77.66,,260001,Ponca Public School,0001,Ponca Public School,Dixon,5,,,,562,306,2597,18.5,14,,353,,
,,,,,,,,,,,,,,74.55,,NE@0001@260001,,,65.2,1304,,,,,,,,,,1304,9/1/2017,,,,,,,,,,2017,SY17-18,NE,74.55,,260001,Ponca Public School,0001,Ponca Public School,Dixon,9,,,,760,544,4390,18.5,20,,355,,
,,,,,,,,,,,,,,75.18,,NE@0001@260001,,,65.333333333,1372,,,,,,,,,,1372,10/1/2017,,,,,,,,,,2017,SY17-18,NE,75.18,,260001,Ponca Public School,0001,Ponca Public School,Dixon,10,,,,923,449,4665,18.5,21,,358,,
,,,,,,,,,,,,,,74.55,,NE@0001@260001,,,68.052631579,1293,,,,,,,,,,1293,11/1/2017,,,,,,,,,,2017,SY17-18,NE,74.55,,260001,Ponca Public School,0001,Ponca Public School,Dixon,11,,,,891,402,4080,18.5,19,,355,,
,,,,,,,,,,,,,,78.54,,NE@0001@260001,,,68.066666667,1021,,,,,,,,,,1021,12/1/2017,,,,,,,,,,2017,SY17-18,NE,78.54,,260001,Ponca Public School,0001,Ponca Public School,Dixon,12,,,,669,352,3197,18.5,15,,357,,
,,,,,,,,,,,,,,32.13,,NE@0002@260001,,,21.5625,345,,,,,,,,,,345,1/1/2018,,,,,,,,,,2018,SY17-18,NE,32.13,,260001,Ponca Public School,0002,Jackson Elementary,Dixon,1,,,,178,167,965,18.5,16,,119,,317577001097
,,,,,,,,,,,,,,32.13,,NE@0002@260001,,,21.45,429,,,,,,,,,,429,2/1/2018,,,,,,,,,,2018,SY17-18,NE,32.13,,260001,Ponca Public School,0002,Jackson Elementary,Dixon,2,,,,195,234,1216,18.5,20,,119,,317577001097
,,,,,,,,,,,,,,30.42,,NE@0002@260001,,,21.894736842,416,,,,,,,,,,416,3/1/2018,,,,,,,,,,2018,SY17-18,NE,30.42,,260001,Ponca Public School,0002,Jackson Elementary,Dixon,3,,,,192,224,1163,18.5,19,,117,,317577001097
,,,,,,,,,,,,,,30.42,,NE@0002@260001,,,22.277777778,401,,,,,,,,,,401,4/1/2018,,,,,,,,,,2018,SY17-18,NE,30.42,,260001,Ponca Public School,0002,Jackson Elementary,Dixon,4,,,,186,215,1108,18.5,18,,117,,317577001097
,,,,,,,,,,,,,,32.13,,NE@0002@260001,,,19.714285714,276,,,,,,,,,,276,5/1/2018,,,,,,,,,,2018,SY17-18,NE,32.13,,260001,Ponca Public School,0002,Jackson Elementary,Dixon,5,,,,132,144,762,18.5,14,,119,,317577001097
,,,,,,,,,,,,,,27.6,,NE@0002@260001,,,17.1,342,,,,,,,,,,342,9/1/2017,,,,,,,,,,2017,SY17-18,NE,27.6,,260001,Ponca Public School,0002,Jackson Elementary,Dixon,9,,,,148,194,1175,18.5,20,,120,,317577001097
,,,,,,,,,,,,,,30,,NE@0002@260001,,,19.476190476,409,,,,,,,,,,409,10/1/2017,,,,,,,,,,2017,SY17-18,NE,30,,260001,Ponca Public School,0002,Jackson Elementary,Dixon,10,,,,210,199,1274,18.5,21,,120,,317577001097
,,,,,,,,,,,,,,32.4,,NE@0002@260001,,,21.736842105,413,,,,,,,,,,413,11/1/2017,,,,,,,,,,2017,SY17-18,NE,32.4,,260001,Ponca Public School,0002,Jackson Elementary,Dixon,11,,,,206,207,1124,18.5,19,,120,,317577001097
,,,,,,,,,,,,,,32.4,,NE@0002@260001,,,20.333333333,305,,,,,,,,,,305,12/1/2017,,,,,,,,,,2017,SY17-18,NE,32.4,,260001,Ponca Public School,0002,Jackson Elementary,Dixon,12,,,,164,141,874,18.5,15,,120,,317577001097
,,,,Cafeteria,,,,,,,,,,71.6,,NE@0001@260070,25.444444444,458,59.944444444,1079,,,,,,,,,458,1079,1/1/2018,,,,,,,,,,2018,SY17-18,NE,71.6,,260070,Allen Consolidated Schools,0001,Allen Consolidated Schools,Dixon,1,324,134,292,725,354,1397,18,18,TRADITIONAL,179,,
,,,,Cafeteria,,,,,,,,,,70.8,,NE@0001@260070,25.157894737,478,59.894736842,1138,,,,,,,,,478,1138,2/1/2018,,,,,,,,,,2018,SY17-18,NE,70.8,,260070,Allen Consolidated Schools,0001,Allen Consolidated Schools,Dixon,2,336,142,321,752,386,1483,19,19,TRADITIONAL,177,,
,,,,Cafeteria,,,,,,,,,,73.8,,NE@0001@260070,26.3,526,60.8,1216,,,,,,,,,526,1216,3/1/2018,,,,,,,,,,2018,SY17-18,NE,73.8,,260070,Allen Consolidated Schools,0001,Allen Consolidated Schools,Dixon,3,368,158,328,802,414,1567,20,20,TRADITIONAL,180,,
,,,,Cafeteria,,,,,,,,,,71.6,,NE@0001@260070,26.666666667,480,58.444444444,1052,,,,,,,,,480,1052,4/1/2018,,,,,,,,,,2018,SY17-18,NE,71.6,,260070,Allen Consolidated Schools,0001,Allen Consolidated Schools,Dixon,4,326,154,308,696,356,1318,18,18,TRADITIONAL,179,,
,,,,Cafeteria,,,,,,,,,,72.57,,NE@0001@260070,25.642857143,359,45.785714286,641,,,,,,,,,359,641,5/1/2018,,,,,,,,,,2018,SY17-18,NE,72.57,,260070,Allen Consolidated Schools,0001,Allen Consolidated Schools,Dixon,5,253,106,231,432,209,815,14,14,TRADITIONAL,177,,
,,,,Cafeteria,,,,,,,,,,72,,NE@0001@260070,33.157894737,630,60.894736842,1157,,,,,,,,,630,1157,9/1/2017,,,,,,,,,,2017,SY17-18,NE,72,,260070,Allen Consolidated Schools,0001,Allen Consolidated Schools,Dixon,9,438,192,335,764,393,1537,19,19,TRADITIONAL,180,,
,,,,Cafeteria,,,,,,,,,,71.2,,NE@0001@260070,32.952380952,692,61.333333333,1288,,,,,,,,,692,1288,10/1/2017,,,,,,,,,,2017,SY17-18,NE,71.2,,260070,Allen Consolidated Schools,0001,Allen Consolidated Schools,Dixon,10,489,203,405,852,436,1705,21,21,TRADITIONAL,178,,
,,,,Cafeteria,,,,,,,,,,74.62,,NE@0001@260070,33.6,672,61.2,1224,,,,,,,,,672,1224,11/1/2017,,,,,,,,,,2017,SY17-18,NE,74.62,,260070,Allen Consolidated Schools,0001,Allen Consolidated Schools,Dixon,11,479,193,360,822,402,1542,20,20,TRADITIONAL,182,,
,,,,Cafeteria,,,,,,,,,,74.62,,NE@0001@260070,32.692307692,425,63.769230769,829,,,,,,,,,425,829,12/1/2017,,,,,,,,,,2017,SY17-18,NE,74.62,,260070,Allen Consolidated Schools,0001,Allen Consolidated Schools,Dixon,12,304,121,275,563,266,1054,13,13,TRADITIONAL,182,,
,,,,Cafeteria,,,,,,,,,,42.14,,NE@0001@260561,9.875,158,34.470588235,586,,,,,,,,,158,586,1/1/2018,,,,,,,,,,2018,SY17-18,NE,42.14,,260561,Emerson-Hubbard Schools,0001,Emerson-Hubbard High School,Dixon,1,116,42,143,373,213,746,16,17,TRADITIONAL,98,,310014101425
,,,,Cafeteria,,,,,,,,,,41.71,,NE@0001@260561,10.5,168,35.611111111,641,,,,,,,,,168,641,2/1/2018,,,,,,,,,,2018,SY17-18,NE,41.71,,260561,Emerson-Hubbard Schools,0001,Emerson-Hubbard High School,Dixon,2,131,37,132,416,225,775,16,18,TRADITIONAL,97,,310014101425
,,,,Cafeteria,,,,,,,,,,41.71,,NE@0001@260561,8.555555556,154,34.5,621,,,,,,,,,154,621,3/1/2018,,,,,,,,,,2018,SY17-18,NE,41.71,,260561,Emerson-Hubbard Schools,0001,Emerson-Hubbard High School,Dixon,3,125,29,144,417,204,782,18,18,TRADITIONAL,97,,310014101425
,,,,Cafeteria,,,,,,,,,,41.71,,NE@0001@260561,11,209,32.15,643,,,,,,,,,209,643,4/1/2018,,,,,,,,,,2018,SY17-18,NE,41.71,,260561,Emerson-Hubbard Schools,0001,Emerson-Hubbard High School,Dixon,4,171,38,139,417,226,792,19,20,TRADITIONAL,97,,310014101425
,,,,Cafeteria,,,,,,,,,,41.71,,NE@0001@260561,9.555555556,172,29.823529412,507,,,,,,,,,172,507,5/1/2018,,,,,,,,,,2018,SY17-18,NE,41.71,,260561,Emerson-Hubbard Schools,0001,Emerson-Hubbard High School,Dixon,5,143,29,147,334,173,640,18,17,TRADITIONAL,97,,310014101425
,,,,Cafeteria,,,,,,,,,,56.16,,NE@0001@260561,12.95,259,45.2,904,,,,,,,,,259,904,9/1/2017,,,,,,,,,,2017,SY17-18,NE,56.16,,260561,Emerson-Hubbard Schools,0001,Emerson-Hubbard High School,Dixon,9,222,37,226,682,222,876,20,20,TRADITIONAL,104,,310014101425
,,,,Cafeteria,,,,,,,,,,45.9,,NE@0001@260561,13.857142857,291,39.809523810,836,,,,,,,,,291,836,10/1/2017,,,,,,,,,,2017,SY17-18,NE,45.9,,260561,Emerson-Hubbard Schools,0001,Emerson-Hubbard High School,Dixon,10,208,83,246,531,305,933,21,21,TRADITIONAL,102,,310014101425
,,,,Cafeteria,,,,,,,,,,44.1,,NE@0001@260561,11.368421053,216,36.736842105,698,,,,,,,,,216,698,11/1/2017,,,,,,,,,,2017,SY17-18,NE,44.1,,260561,Emerson-Hubbard Schools,0001,Emerson-Hubbard High School,Dixon,11,149,67,197,437,261,876,19,19,TRADITIONAL,98,,310014101425
,,,,Cafeteria,,,,,,,,,,42.14,,NE@0001@260561,11.666666667,175,35.133333333,527,,,,,,,,,175,527,12/1/2017,,,,,,,,,,2017,SY17-18,NE,42.14,,260561,Emerson-Hubbard Schools,0001,Emerson-Hubbard High School,Dixon,12,141,34,153,333,194,662,15,15,TRADITIONAL,98,,310014101425
,,,,Cafeteria,,,,,,,,,,87.88,,NE@0002@260561,48.875,782,75.176470588,1278,,,,,,,,,782,1278,1/1/2018,,,,,,,,,,2018,SY17-18,NE,87.88,,260561,Emerson-Hubbard Schools,0002,Emerson-Hubbard Elementary School,Dixon,1,564,218,472,882,396,1061,16,17,TRADITIONAL,169,,
,,,,Cafeteria,,,,,,,,,,87.36,,NE@0002@260561,51.8125,829,74.555555556,1342,,,,,,,,,829,1342,2/1/2018,,,,,,,,,,2018,SY17-18,NE,87.36,,260561,Emerson-Hubbard Schools,0002,Emerson-Hubbard Elementary School,Dixon,2,632,197,477,954,388,1056,16,18,TRADITIONAL,168,,
,,,,Cafeteria,,,,,,,,,,88.51,,NE@0002@260561,51.222222222,922,75.555555556,1360,,,,,,,,,922,1360,3/1/2018,,,,,,,,,,2018,SY17-18,NE,88.51,,260561,Emerson-Hubbard Schools,0002,Emerson-Hubbard Elementary School,Dixon,3,696,226,565,999,361,1120,18,18,TRADITIONAL,167,,
,,,,Cafeteria,,,,,,,,,,85.8,,NE@0002@260561,47.842105263,909,75.7,1514,,,,,,,,,909,1514,4/1/2018,,,,,,,,,,2018,SY17-18,NE,85.8,,260561,Emerson-Hubbard Schools,0002,Emerson-Hubbard Elementary School,Dixon,4,667,242,600,1074,440,1316,19,20,TRADITIONAL,165,,
,,,,Cafeteria,,,,,,,,,,84.15,,NE@0002@260561,47.555555556,856,71.941176471,1223,,,,,,,,,856,1223,5/1/2018,,,,,,,,,,2018,SY17-18,NE,84.15,,260561,Emerson-Hubbard Schools,0002,Emerson-Hubbard Elementary School,Dixon,5,641,215,566,875,348,1056,18,17,TRADITIONAL,165,,
,,,,Cafeteria,,,,,,,,,,105,,NE@0002@260561,49.5,990,80.05,1601,,,,,,,,,990,1601,9/1/2017,,,,,,,,,,2017,SY17-18,NE,105,,260561,Emerson-Hubbard Schools,0002,Emerson-Hubbard Elementary School,Dixon,9,836,154,470,1240,361,1118,20,20,TRADITIONAL,175,,
,,,,Cafeteria,,,,,,,,,,88.4,,NE@0002@260561,48.476190476,1018,77.142857143,1620,,,,,,,,,1018,1620,10/1/2017,,,,,,,,,,2017,SY17-18,NE,88.4,,260561,Emerson-Hubbard Schools,0002,Emerson-Hubbard Elementary School,Dixon,10,697,321,556,1095,525,1349,21,21,TRADITIONAL,170,,
,,,,Cafeteria,,,,,,,,,,87.36,,NE@0002@260561,54.578947368,1037,78.736842105,1496,,,,,,,,,1037,1496,11/1/2017,,,,,,,,,,2017,SY17-18,NE,87.36,,260561,Emerson-Hubbard Schools,0002,Emerson-Hubbard Elementary School,Dixon,11,749,288,580,1042,454,1217,19,19,TRADITIONAL,168,,
,,,,Cafeteria,,,,,,,,,,87.36,,NE@0002@260561,52.733333333,791,79.266666667,1189,,,,,,,,,791,1189,12/1/2017,,,,,,,,,,2017,SY17-18,NE,87.36,,260561,Emerson-Hubbard Schools,0002,Emerson-Hubbard Elementary School,Dixon,12,561,230,452,826,363,969,15,15,TRADITIONAL,168,,
,,,,Cafeteria,,,,,,,,,,272.09,,NE@0001@270001,110.333333333,1655,225.666666667,3385,,,,,,,,,1655,3385,1/1/2018,,,,,,,,,,2018,SY17-18,NE,272.09,,270001,Fremont Public School,0001,Washington Elementary,Dodge,1,1527,128,117,3183,202,303,15,15,TRADITIONAL,299,,
,,,,Cafeteria,,,,,,,,,,267.3,,NE@0001@270001,114.722222222,2065,226.722222222,4081,,,,,,,,,2065,4081,2/1/2018,,,,,,,,,,2018,SY17-18,NE,267.3,,270001,Fremont Public School,0001,Washington Elementary,Dodge,2,1881,184,108,3805,276,360,18,18,TRADITIONAL,297,,
,,,,Cafeteria,,,,,,,,,,270.27,,NE@0001@270001,119.733333333,1796,229.666666667,3445,,,,,,,,,1796,3445,3/1/2018,,,,,,,,,,2018,SY17-18,NE,270.27,,270001,Fremont Public School,0001,Washington Elementary,Dodge,3,1652,144,105,3225,220,304,15,15,TRADITIONAL,297,,
,,,,Cafeteria,,,,,,,,,,270,,NE@0001@270001,128.2,2564,230.5,4610,,,,,,,,,2564,4610,4/1/2018,,,,,,,,,,2018,SY17-18,NE,270,,270001,Fremont Public School,0001,Washington Elementary,Dodge,4,2409,155,140,4352,258,437,20,20,TRADITIONAL,300,,
,,,,Cafeteria,,,,,,,,,,270,,NE@0001@270001,127.1875,2035,226.4375,3623,,,,,,,,,2035,3623,5/1/2018,,,,,,,,,,2018,SY17-18,NE,270,,270001,Fremont Public School,0001,Washington Elementary,Dodge,5,1917,118,101,3424,199,350,16,16,TRADITIONAL,300,,
,,,,Cafeteria,,,,,,,,,,270.9,,NE@0001@270001,149.631578947,2843,231.105263158,4391,,,,,,,,,2843,4391,9/1/2017,,,,,,,,,,2017,SY17-18,NE,270.9,,270001,Fremont Public School,0001,Washington Elementary,Dodge,9,2642,201,258,4085,306,413,19,19,TRADITIONAL,301,,
,,,,Cafeteria,,,,,,,,,,260.48,,NE@0001@270001,128.315789474,2438,223.947368421,4255,,,,,,,,,2438,4255,10/1/2017,,,,,,,,,,2017,SY17-18,NE,260.48,,270001,Fremont Public School,0001,Washington Elementary,Dodge,10,2255,183,196,3972,283,420,19,19,TRADITIONAL,296,,
,,,,Cafeteria,,,,,,,,,,272.09,,NE@0001@270001,135.684210526,2578,231.578947368,4400,,,,,,,,,2578,4400,11/1/2017,,,,,,,,,,2017,SY17-18,NE,272.09,,270001,Fremont Public School,0001,Washington Elementary,Dodge,11,2406,172,159,4123,277,393,19,19,TRADITIONAL,299,,
,,,,Cafeteria,,,,,,,,,,269.1,,NE@0001@270001,125.285714286,1754,227.642857143,3187,,,,,,,,,1754,3187,12/1/2017,,,,,,,,,,2017,SY17-18,NE,269.1,,270001,Fremont Public School,0001,Washington Elementary,Dodge,12,1639,115,89,2997,190,283,14,14,TRADITIONAL,299,,
,,,,Cafeteria,,,,,,,,,,92.4,,NE@0003@270001,29.266666667,439,80.666666667,1210,,,,,,,,,439,1210,1/1/2018,,,,,,,,,,2018,SY17-18,NE,92.4,,270001,Fremont Public School,0003,Clarmar Elementary,Dodge,1,388,51,188,1035,175,995,15,15,TRADITIONAL,210,,
,,,,Cafeteria,,,,,,,,,,92.84,,NE@0003@270001,30.5,549,81.444444444,1466,,,,,,,,,549,1466,2/1/2018,,,,,,,,,,2018,SY17-18,NE,92.84,,270001,Fremont Public School,0003,Clarmar Elementary,Dodge,2,473,76,242,1241,225,1204,18,18,TRADITIONAL,211,,
,,,,Cafeteria,,,,,,,,,,92.84,,NE@0003@270001,30.533333333,458,82.733333333,1241,,,,,,,,,458,1241,3/1/2018,,,,,,,,,,2018,SY17-18,NE,92.84,,270001,Fremont Public School,0003,Clarmar Elementary,Dodge,3,390,68,190,1059,182,1009,15,15,TRADITIONAL,211,,
,,,,Cafeteria,,,,,,,,,,95.4,,NE@0003@270001,29.4,588,84.05,1681,,,,,,,,,588,1681,4/1/2018,,,,,,,,,,2018,SY17-18,NE,95.4,,270001,Fremont Public School,0003,Clarmar Elementary,Dodge,4,495,93,226,1440,241,1373,20,20,TRADITIONAL,212,,
,,,,Cafeteria,,,,,,,,,,94.5,,NE@0003@270001,32.941176471,560,83.625,1338,,,,,,,,,560,1338,5/1/2018,,,,,,,,,,2018,SY17-18,NE,94.5,,270001,Fremont Public School,0003,Clarmar Elementary,Dodge,5,459,101,227,1154,184,994,17,16,TRADITIONAL,210,,
,,,,Cafeteria,,,,,,,,,,103.2,,NE@0003@270001,37.842105263,719,87.894736842,1670,,,,,,,,,719,1670,9/1/2017,,,,,,,,,,2017,SY17-18,NE,103.2,,270001,Fremont Public School,0003,Clarmar Elementary,Dodge,9,594,125,263,1381,289,1211,19,19,TRADITIONAL,215,,
,,,,Cafeteria,,,,,,,,,,94.95,,NE@0003@270001,33,627,81.947368421,1557,,,,,,,,,627,1557,10/1/2017,,,,,,,,,,2017,SY17-18,NE,94.95,,270001,Fremont Public School,0003,Clarmar Elementary,Dodge,10,526,101,317,1329,228,1285,19,19,TRADITIONAL,211,,
,,,,Cafeteria,,,,,,,,,,92.84,,NE@0003@270001,34.105263158,648,82.526315789,1568,,,,,,,,,648,1568,11/1/2017,,,,,,,,,,2017,SY17-18,NE,92.84,,270001,Fremont Public School,0003,Clarmar Elementary,Dodge,11,555,93,290,1343,225,1381,19,19,TRADITIONAL,211,,
,,,,Cafeteria,,,,,,,,,,91.96,,NE@0003@270001,34.571428571,484,81.357142857,1139,,,,,,,,,484,1139,12/1/2017,,,,,,,,,,2017,SY17-18,NE,91.96,,270001,Fremont Public School,0003,Clarmar Elementary,Dodge,12,428,56,200,969,170,987,14,14,TRADITIONAL,209,,
,,,,GNG,,,,,,,,,,120.84,,NE@0005@270001,35.4,531,92.933333333,1394,,,,,,,,,531,1394,1/1/2018,,,,,,,,,,2018,SY17-18,NE,120.84,,270001,Fremont Public School,0005,Grant Elementary,Dodge,1,436,95,69,1088,306,243,15,15,GRABANDGO,159,,
,,,,GNG,,,,,,,,,,120.84,,NE@0005@270001,37.277777778,671,94.388888889,1699,,,,,,,,,671,1699,2/1/2018,,,,,,,,,,2018,SY17-18,NE,120.84,,270001,Fremont Public School,0005,Grant Elementary,Dodge,2,567,104,122,1339,360,321,18,18,GRABANDGO,159,,
