Street Address-Line 1,State-Physical,Street Address-Line 2,School Type-Original,Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Paid,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free and Reduced,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District Name,District ID,School Name,School Level-Original,School ID,City,Zip Code,County,CEP (Y/N),Claim Date,Enrollment-Total,Enrollment-Free,Enrollment-Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Operating Days,Breakfast Delivery Model from State Agency Tracking-Original
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,4994,249.7,2614,130.7,HI@251@1434-6,150003000135,SY16-17,,320,0.600375235,Primary,,,,,,,Hawaii DOE,1434-6,Barbers Point Elementary,Elementary,251,Kapolei,96707,Honolulu,N,5/1/2017,533,289,31,2455,159,525,4491,503,2390,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,21,21,,Cafeteria,,,,,,,HI,4056,193.142857143,2090,99.523809524,HI@323@1434-6,150003000021,SY16-17,,253,0.695054945,Primary,,,,,,,Hawaii DOE,1434-6,Benjamin Parker Elementary,Elementary,323,Kaneohe,96744,Honolulu,N,8/1/2016,364,203,50,1818,272,456,3439,617,1848,21,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,21,21,,Cafeteria,,,,,,,HI,3941,187.666666667,2161,102.904761905,HI@323@1434-6,150003000021,SY16-17,,236,0.648351648,Primary,,,,,,,Hawaii DOE,1434-6,Benjamin Parker Elementary,Elementary,323,Kaneohe,96744,Honolulu,N,9/1/2016,364,197,39,1903,258,529,3392,549,1791,21,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,16,16,,Cafeteria,,,,,,,HI,3137,196.0625,1534,95.875,HI@323@1434-6,150003000021,SY16-17,,227,0.623626374,Primary,,,,,,,Hawaii DOE,1434-6,Benjamin Parker Elementary,Elementary,323,Kaneohe,96744,Honolulu,N,10/1/2016,364,194,33,1346,188,367,2688,449,1463,16,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,17,17,,Cafeteria,,,,,,,HI,3372,198.352941176,1727,101.588235294,HI@323@1434-6,150003000021,SY16-17,,230,0.631868132,Primary,,,,,,,Hawaii DOE,1434-6,Benjamin Parker Elementary,Elementary,323,Kaneohe,96744,Honolulu,N,11/1/2016,364,196,34,1483,244,353,2883,489,1564,17,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,2884,192.266666667,1470,98,HI@323@1434-6,150003000021,SY16-17,,229,0.629120879,Primary,,,,,,,Hawaii DOE,1434-6,Benjamin Parker Elementary,Elementary,323,Kaneohe,96744,Honolulu,N,12/1/2016,364,196,33,1262,208,373,2491,393,1383,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,15,15,,Cafeteria,,,,,,,HI,2993,199.533333333,1445,96.333333333,HI@323@1434-6,150003000021,SY16-17,,231,0.634615385,Primary,,,,,,,Hawaii DOE,1434-6,Benjamin Parker Elementary,Elementary,323,Kaneohe,96744,Honolulu,N,1/1/2017,364,198,33,1262,183,409,2578,415,1381,15,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,3537,196.5,1740,96.666666667,HI@323@1434-6,150003000021,SY16-17,,225,0.618131868,Primary,,,,,,,Hawaii DOE,1434-6,Benjamin Parker Elementary,Elementary,323,Kaneohe,96744,Honolulu,N,2/1/2017,364,192,33,1530,210,445,3011,526,1655,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,3269,192.294117647,1683,99,HI@323@1434-6,150003000021,SY16-17,,226,0.620879121,Primary,,,,,,,Hawaii DOE,1434-6,Benjamin Parker Elementary,Elementary,323,Kaneohe,96744,Honolulu,N,3/1/2017,364,196,30,1508,175,354,2827,442,1459,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,3586,188.736842105,1940,102.105263158,HI@323@1434-6,150003000021,SY16-17,,221,0.607142857,Primary,,,,,,,Hawaii DOE,1434-6,Benjamin Parker Elementary,Elementary,323,Kaneohe,96744,Honolulu,N,4/1/2017,364,191,30,1726,214,401,3113,473,1594,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,3388,169.4,1847,92.35,HI@323@1434-6,150003000021,SY16-17,,208,0.571428571,Primary,,,,,,,Hawaii DOE,1434-6,Benjamin Parker Elementary,Elementary,323,Kaneohe,96744,Honolulu,N,5/1/2017,364,179,29,1641,206,408,2926,462,1554,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,22,22,,Cafeteria,,,,,,,HI,4942,224.636363636,2537,115.318181818,HI@104@1434-6,150003000223,SY16-17,,423,0.94,Middle,,,,,,,Hawaii DOE,1434-6,Central Middle,Middle,104,Honolulu,96813,Honolulu,N,8/1/2016,450,375,48,2401,136,120,4615,327,413,22,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,21,21,,Cafeteria,,,,,,,HI,4432,211.047619048,2086,99.333333333,HI@104@1434-6,150003000223,SY16-17,,401,0.891111111,Middle,,,,,,,Hawaii DOE,1434-6,Central Middle,Middle,104,Honolulu,96813,Honolulu,N,9/1/2016,450,364,37,1931,155,138,4096,336,519,21,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,16,16,,Cafeteria,,,,,,,HI,3243,202.6875,1510,94.375,HI@104@1434-6,150003000223,SY16-17,,375,0.833333333,Middle,,,,,,,Hawaii DOE,1434-6,Central Middle,Middle,104,Honolulu,96813,Honolulu,N,10/1/2016,450,344,31,1433,77,102,3018,225,348,16,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,17,17,,Cafeteria,,,,,,,HI,3428,201.647058824,1434,84.352941176,HI@104@1434-6,150003000223,SY16-17,,374,0.831111111,Middle,,,,,,,Hawaii DOE,1434-6,Central Middle,Middle,104,Honolulu,96813,Honolulu,N,11/1/2016,450,343,31,1356,78,90,3223,205,338,17,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,2758,183.866666667,1073,71.533333333,HI@104@1434-6,150003000223,SY16-17,,365,0.811111111,Middle,,,,,,,Hawaii DOE,1434-6,Central Middle,Middle,104,Honolulu,96813,Honolulu,N,12/1/2016,450,336,29,1001,72,74,2590,168,251,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,16,16,,Cafeteria,,,,,,,HI,2921,182.5625,1040,65,HI@104@1434-6,150003000223,SY16-17,,365,0.811111111,Middle,,,,,,,Hawaii DOE,1434-6,Central Middle,Middle,104,Honolulu,96813,Honolulu,N,1/1/2017,450,336,29,953,87,68,2742,179,251,16,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,3358,186.555555556,1165,64.722222222,HI@104@1434-6,150003000223,SY16-17,,368,0.817777778,Middle,,,,,,,Hawaii DOE,1434-6,Central Middle,Middle,104,Honolulu,96813,Honolulu,N,2/1/2017,450,339,29,1067,98,84,3153,205,305,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,3182,187.176470588,1211,71.235294118,HI@104@1434-6,150003000223,SY16-17,,370,0.822222222,Middle,,,,,,,Hawaii DOE,1434-6,Central Middle,Middle,104,Honolulu,96813,Honolulu,N,3/1/2017,450,343,27,1140,71,65,3003,179,313,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,3496,184,1605,84.473684211,HI@104@1434-6,150003000223,SY16-17,,364,0.808888889,Middle,,,,,,,Hawaii DOE,1434-6,Central Middle,Middle,104,Honolulu,96813,Honolulu,N,4/1/2017,450,335,29,1505,100,66,3289,207,282,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,2920,146,1388,69.4,HI@104@1434-6,150003000223,SY16-17,,365,0.811111111,Middle,,,,,,,Hawaii DOE,1434-6,Central Middle,Middle,104,Honolulu,96813,Honolulu,N,5/1/2017,450,336,29,1287,101,46,2731,189,221,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,22,22,,Cafeteria,,,,,,,HI,2590,117.727272727,703,31.954545455,HI@221@1434-6,150003000154,SY16-17,,273,0.362068966,Primary,,,,,,,Hawaii DOE,1434-6,Chester W. Nimitz Elementary,Elementary,221,Honolulu,96818,Honolulu,N,8/1/2016,754,81,192,317,386,710,879,1711,3730,22,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,21,21,,Cafeteria,,,,,,,HI,2934,139.714285714,832,39.619047619,HI@221@1434-6,150003000154,SY16-17,,250,0.331564987,Primary,,,,,,,Hawaii DOE,1434-6,Chester W. Nimitz Elementary,Elementary,221,Honolulu,96818,Honolulu,N,9/1/2016,754,67,183,324,508,835,1018,1916,4184,21,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,15,15,,Cafeteria,,,,,,,HI,2131,142.066666667,561,37.4,HI@221@1434-6,150003000154,SY16-17,,221,0.293103448,Primary,,,,,,,Hawaii DOE,1434-6,Chester W. Nimitz Elementary,Elementary,221,Honolulu,96818,Honolulu,N,10/1/2016,754,68,153,218,343,607,725,1406,2854,15,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,2631,146.166666667,669,37.166666667,HI@221@1434-6,150003000154,SY16-17,,216,0.286472149,Primary,,,,,,,Hawaii DOE,1434-6,Chester W. Nimitz Elementary,Elementary,221,Honolulu,96818,Honolulu,N,11/1/2016,754,66,150,244,425,688,899,1732,3630,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,2080,138.666666667,495,33,HI@221@1434-6,150003000154,SY16-17,,210,0.278514589,Primary,,,,,,,Hawaii DOE,1434-6,Chester W. Nimitz Elementary,Elementary,221,Honolulu,96818,Honolulu,N,12/1/2016,754,65,145,187,308,545,696,1384,3124,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,16,16,,Cafeteria,,,,,,,HI,2328,145.5,557,34.8125,HI@221@1434-6,150003000154,SY16-17,,213,0.282493369,Primary,,,,,,,Hawaii DOE,1434-6,Chester W. Nimitz Elementary,Elementary,221,Honolulu,96818,Honolulu,N,1/1/2017,754,66,147,247,310,582,801,1527,3282,16,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,2578,143.222222222,608,33.777777778,HI@221@1434-6,150003000154,SY16-17,,212,0.281167109,Primary,,,,,,,Hawaii DOE,1434-6,Chester W. Nimitz Elementary,Elementary,221,Honolulu,96818,Honolulu,N,2/1/2017,754,68,144,249,359,745,934,1644,3747,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,2414,142,656,38.588235294,HI@221@1434-6,150003000154,SY16-17,,205,0.271883289,Primary,,,,,,,Hawaii DOE,1434-6,Chester W. Nimitz Elementary,Elementary,221,Honolulu,96818,Honolulu,N,3/1/2017,754,69,136,297,359,711,908,1506,3507,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,2583,135.947368421,647,34.052631579,HI@221@1434-6,150003000154,SY16-17,,201,0.266578249,Primary,,,,,,,Hawaii DOE,1434-6,Chester W. Nimitz Elementary,Elementary,221,Honolulu,96818,Honolulu,N,4/1/2017,754,64,137,296,351,727,959,1624,3542,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,2552,127.6,645,32.25,HI@221@1434-6,150003000154,SY16-17,,192,0.254641910,Primary,,,,,,,Hawaii DOE,1434-6,Chester W. Nimitz Elementary,Elementary,221,Honolulu,96818,Honolulu,N,5/1/2017,754,62,130,313,332,652,932,1620,3489,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,22,22,,Cafeteria,,,,,,,HI,6445,292.954545455,2355,107.045454545,HI@448@1434-6,150003000266,SY16-17,,543,0.545180723,Middle,,,,,,,Hawaii DOE,1434-6,Chiefess Kamakahelei Middle,Middle,448,Lihue,96766,Kauai,N,8/1/2016,996,404,139,1889,466,1207,4923,1522,5502,22,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,21,21,,Cafeteria,,,,,,,HI,6508,309.904761905,2964,141.142857143,HI@448@1434-6,150003000266,SY16-17,,513,0.515060241,Middle,,,,,,,Hawaii DOE,1434-6,Chiefess Kamakahelei Middle,Middle,448,Lihue,96766,Kauai,N,9/1/2016,996,385,128,2429,535,1546,5086,1422,5542,21,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,15,15,,Cafeteria,,,,,,,HI,4163,277.533333333,1911,127.4,HI@448@1434-6,150003000266,SY16-17,,472,0.473895582,Middle,,,,,,,Hawaii DOE,1434-6,Chiefess Kamakahelei Middle,Middle,448,Lihue,96766,Kauai,N,10/1/2016,996,371,101,1604,307,1038,3277,886,3337,15,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,4739,263.277777778,2316,128.666666667,HI@448@1434-6,150003000266,SY16-17,,460,0.461847390,Middle,,,,,,,Hawaii DOE,1434-6,Chiefess Kamakahelei Middle,Middle,448,Lihue,96766,Kauai,N,11/1/2016,996,366,94,1971,345,1110,3798,941,3727,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,3630,242,1685,112.333333333,HI@448@1434-6,150003000266,SY16-17,,455,0.456827309,Middle,,,,,,,Hawaii DOE,1434-6,Chiefess Kamakahelei Middle,Middle,448,Lihue,96766,Kauai,N,12/1/2016,996,362,93,1452,233,738,2926,704,2721,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,15,15,,Cafeteria,,,,,,,HI,4024,268.266666667,1639,109.266666667,HI@448@1434-6,150003000266,SY16-17,,455,0.456827309,Middle,,,,,,,Hawaii DOE,1434-6,Chiefess Kamakahelei Middle,Middle,448,Lihue,96766,Kauai,N,1/1/2017,996,361,94,1416,223,783,3252,772,2959,15,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,4950,275,2070,115,HI@448@1434-6,150003000266,SY16-17,,458,0.459839357,Middle,,,,,,,Hawaii DOE,1434-6,Chiefess Kamakahelei Middle,Middle,448,Lihue,96766,Kauai,N,2/1/2017,996,364,94,1777,293,958,4016,934,3575,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,4193,246.647058824,1912,112.470588235,HI@448@1434-6,150003000266,SY16-17,,461,0.462851406,Middle,,,,,,,Hawaii DOE,1434-6,Chiefess Kamakahelei Middle,Middle,448,Lihue,96766,Kauai,N,3/1/2017,996,368,93,1657,255,945,3383,810,3100,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,4570,240.526315789,2203,115.947368421,HI@448@1434-6,150003000266,SY16-17,,464,0.465863454,Middle,,,,,,,Hawaii DOE,1434-6,Chiefess Kamakahelei Middle,Middle,448,Lihue,96766,Kauai,N,4/1/2017,996,372,92,1937,266,1101,3703,867,3445,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,4045,202.25,2081,104.05,HI@448@1434-6,150003000266,SY16-17,,466,0.467871486,Middle,,,,,,,Hawaii DOE,1434-6,Chiefess Kamakahelei Middle,Middle,448,Lihue,96766,Kauai,N,5/1/2017,996,374,92,1853,228,970,3295,750,3007,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,21,21,,Cafeteria,,,,,,,HI,5291,251.952380952,2490,118.571428571,HI@367@1434-6,150003000037,SY16-17,,329,0.882037534,Primary,,,,,,,Hawaii DOE,1434-6,Chiefess Kapiolani Elementary,Elementary,367,Hilo,96720,Hawaii,N,8/1/2016,373,302,27,2413,77,132,4946,345,950,21,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,20,20,,Cafeteria,,,,,,,HI,5088,254.4,2452,122.6,HI@367@1434-6,150003000037,SY16-17,,298,0.798927614,Primary,,,,,,,Hawaii DOE,1434-6,Chiefess Kapiolani Elementary,Elementary,367,Hilo,96720,Hawaii,N,9/1/2016,373,277,21,2334,118,126,4704,384,969,20,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,15,15,,Cafeteria,,,,,,,HI,3927,261.8,1855,123.666666667,HI@367@1434-6,150003000037,SY16-17,,296,0.793565684,Primary,,,,,,,Hawaii DOE,1434-6,Chiefess Kapiolani Elementary,Elementary,367,Hilo,96720,Hawaii,N,10/1/2016,373,272,24,1767,88,107,3622,305,725,15,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,4712,261.777777778,2181,121.166666667,HI@367@1434-6,150003000037,SY16-17,,306,0.820375335,Primary,,,,,,,Hawaii DOE,1434-6,Chiefess Kapiolani Elementary,Elementary,367,Hilo,96720,Hawaii,N,11/1/2016,373,279,27,2062,119,100,4300,412,835,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,3894,259.6,1703,113.533333333,HI@367@1434-6,150003000037,SY16-17,,302,0.809651475,Primary,,,,,,,Hawaii DOE,1434-6,Chiefess Kapiolani Elementary,Elementary,367,Hilo,96720,Hawaii,N,12/1/2016,373,275,27,1609,94,103,3558,336,726,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,15,15,,Cafeteria,,,,,,,HI,3953,263.533333333,1754,116.933333333,HI@367@1434-6,150003000037,SY16-17,,304,0.815013405,Primary,,,,,,,Hawaii DOE,1434-6,Chiefess Kapiolani Elementary,Elementary,367,Hilo,96720,Hawaii,N,1/1/2017,373,277,27,1662,92,112,3618,335,744,15,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,4767,264.833333333,1953,108.5,HI@367@1434-6,150003000037,SY16-17,,300,0.804289544,Primary,,,,,,,Hawaii DOE,1434-6,Chiefess Kapiolani Elementary,Elementary,367,Hilo,96720,Hawaii,N,2/1/2017,373,274,26,1851,102,101,4344,423,848,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,4554,267.882352941,1788,105.176470588,HI@367@1434-6,150003000037,SY16-17,,300,0.804289544,Primary,,,,,,,Hawaii DOE,1434-6,Chiefess Kapiolani Elementary,Elementary,367,Hilo,96720,Hawaii,N,3/1/2017,373,274,26,1693,95,84,4144,410,819,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,5161,271.631578947,1925,101.315789474,HI@367@1434-6,150003000037,SY16-17,,305,0.817694370,Primary,,,,,,,Hawaii DOE,1434-6,Chiefess Kapiolani Elementary,Elementary,367,Hilo,96720,Hawaii,N,4/1/2017,373,278,27,1841,84,88,4692,469,924,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,5222,261.1,2108,105.4,HI@367@1434-6,150003000037,SY16-17,,302,0.809651475,Primary,,,,,,,Hawaii DOE,1434-6,Chiefess Kapiolani Elementary,Elementary,367,Hilo,96720,Hawaii,N,5/1/2017,373,276,26,2015,93,102,4777,445,909,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,22,22,,Cafeteria,,,,,,,HI,3852,175.090909091,1483,67.409090909,HI@207@1434-6,150003000173,SY16-17,,343,0.415757576,Primary,,,,,,,Hawaii DOE,1434-6,Danie K. Inouye Elementary,Elementary,207,Wahiawa,96786,Honolulu,N,8/1/2016,825,164,179,1036,447,502,2013,1839,3603,22,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,21,21,,Cafeteria,,,,,,,HI,4107,195.571428571,1574,74.952380952,HI@207@1434-6,150003000173,SY16-17,,324,0.392727273,Primary,,,,,,,Hawaii DOE,1434-6,Danie K. Inouye Elementary,Elementary,207,Wahiawa,96786,Honolulu,N,9/1/2016,825,154,170,1131,443,592,2135,1972,4023,21,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,15,15,,Cafeteria,,,,,,,HI,2856,190.4,1012,67.466666667,HI@207@1434-6,150003000173,SY16-17,,291,0.352727273,Primary,,,,,,,Hawaii DOE,1434-6,Danie K. Inouye Elementary,Elementary,207,Wahiawa,96786,Honolulu,N,10/1/2016,825,148,143,780,232,430,1490,1366,2826,15,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,3546,197,1288,71.555555556,HI@207@1434-6,150003000173,SY16-17,,287,0.347878788,Primary,,,,,,,Hawaii DOE,1434-6,Danie K. Inouye Elementary,Elementary,207,Wahiawa,96786,Honolulu,N,11/1/2016,825,145,142,983,305,525,1885,1661,3746,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,2709,180.6,1061,70.733333333,HI@207@1434-6,150003000173,SY16-17,,277,0.335757576,Primary,,,,,,,Hawaii DOE,1434-6,Danie K. Inouye Elementary,Elementary,207,Wahiawa,96786,Honolulu,N,12/1/2016,825,140,137,800,261,474,1428,1281,2995,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,15,15,,Cafeteria,,,,,,,HI,2987,199.133333333,1048,69.866666667,HI@207@1434-6,150003000173,SY16-17,,278,0.336969697,Primary,,,,,,,Hawaii DOE,1434-6,Danie K. Inouye Elementary,Elementary,207,Wahiawa,96786,Honolulu,N,1/1/2017,825,141,137,779,269,493,1565,1422,3127,15,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,3326,184.777777778,1277,70.944444444,HI@207@1434-6,150003000173,SY16-17,,283,0.343030303,Primary,,,,,,,Hawaii DOE,1434-6,Danie K. Inouye Elementary,Elementary,207,Wahiawa,96786,Honolulu,N,2/1/2017,825,141,142,921,356,581,1723,1603,3415,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,3143,184.882352941,1189,69.941176471,HI@207@1434-6,150003000173,SY16-17,,264,0.32,Primary,,,,,,,Hawaii DOE,1434-6,Danie K. Inouye Elementary,Elementary,207,Wahiawa,96786,Honolulu,N,3/1/2017,825,135,129,847,342,598,1618,1525,3362,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,3314,174.421052632,1254,66,HI@207@1434-6,150003000173,SY16-17,,236,0.286060606,Primary,,,,,,,Hawaii DOE,1434-6,Danie K. Inouye Elementary,Elementary,207,Wahiawa,96786,Honolulu,N,4/1/2017,825,124,112,905,349,715,1780,1534,3708,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,2999,149.95,1199,59.95,HI@207@1434-6,150003000173,SY16-17,,219,0.265454545,Primary,,,,,,,Hawaii DOE,1434-6,Danie K. Inouye Elementary,Elementary,207,Wahiawa,96786,Honolulu,N,5/1/2017,825,115,104,846,353,675,1626,1373,3679,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,22,22,,Cafeteria,,,,,,,HI,4769,216.772727273,1927,87.590909091,HI@451@1434-6,150003000081,SY16-17,,324,0.392727273,Primary,,,,,,,Hawaii DOE,1434-6,Eleele Elementary,Elementary,451,Eleele,96705,Kauai,N,8/1/2016,825,239,85,1684,243,411,3687,1082,3443,22,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,21,21,,Cafeteria,,,,,,,HI,5203,247.761904762,1997,95.095238095,HI@451@1434-6,150003000081,SY16-17,,297,0.36,Primary,,,,,,,Hawaii DOE,1434-6,Eleele Elementary,Elementary,451,Eleele,96705,Kauai,N,9/1/2016,825,220,77,1769,228,456,3872,1331,3266,21,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,15,15,,Cafeteria,,,,,,,HI,3748,249.866666667,1398,93.2,HI@451@1434-6,150003000081,SY16-17,,288,0.349090909,Primary,,,,,,,Hawaii DOE,1434-6,Eleele Elementary,Elementary,451,Eleele,96705,Kauai,N,10/1/2016,825,215,73,1252,146,327,2804,944,2426,15,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,4216,234.222222222,1551,86.166666667,HI@451@1434-6,150003000081,SY16-17,,289,0.350303030,Primary,,,,,,,Hawaii DOE,1434-6,Eleele Elementary,Elementary,451,Eleele,96705,Kauai,N,11/1/2016,825,218,71,1400,151,335,3188,1028,2717,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,3528,235.2,1204,80.266666667,HI@451@1434-6,150003000081,SY16-17,,282,0.341818182,Primary,,,,,,,Hawaii DOE,1434-6,Eleele Elementary,Elementary,451,Eleele,96705,Kauai,N,12/1/2016,825,216,66,1116,88,254,2732,796,2414,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,15,15,,Cafeteria,,,,,,,HI,3618,241.2,1229,81.933333333,HI@451@1434-6,150003000081,SY16-17,,281,0.340606061,Primary,,,,,,,Hawaii DOE,1434-6,Eleele Elementary,Elementary,451,Eleele,96705,Kauai,N,1/1/2017,825,217,64,1107,122,232,2779,839,2499,15,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,4005,222.5,1421,78.944444444,HI@451@1434-6,150003000081,SY16-17,,281,0.340606061,Primary,,,,,,,Hawaii DOE,1434-6,Eleele Elementary,Elementary,451,Eleele,96705,Kauai,N,2/1/2017,825,217,64,1297,124,301,3129,876,2971,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,3920,230.588235294,1345,79.117647059,HI@451@1434-6,150003000081,SY16-17,,280,0.339393939,Primary,,,,,,,Hawaii DOE,1434-6,Eleele Elementary,Elementary,451,Eleele,96705,Kauai,N,3/1/2017,825,216,64,1237,108,238,3028,892,2749,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,4262,224.315789474,1647,86.684210526,HI@451@1434-6,150003000081,SY16-17,,281,0.340606061,Primary,,,,,,,Hawaii DOE,1434-6,Eleele Elementary,Elementary,451,Eleele,96705,Kauai,N,4/1/2017,825,215,66,1490,157,387,3325,937,2912,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,4024,201.2,1647,82.35,HI@451@1434-6,150003000081,SY16-17,,282,0.341818182,Primary,,,,,,,Hawaii DOE,1434-6,Eleele Elementary,Elementary,451,Eleele,96705,Kauai,N,5/1/2017,825,215,67,1471,176,336,3103,921,2712,20,Cafeteria Breakfast
