Street Address-Line 1,State-Physical,Street Address-Line 2,School Type-Original,Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Paid,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free and Reduced,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District Name,District ID,School Name,School Level-Original,School ID,City,Zip Code,County,CEP (Y/N),Claim Date,Enrollment-Total,Enrollment-Free,Enrollment-Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Operating Days,Breakfast Delivery Model from State Agency Tracking-Original
,,,,,,,,8,2016,,,,,22,22,,Cafeteria,,,,,,,HI,4683,212.863636364,3009,136.772727273,HI@324@1434-6,150003000022,SY16-17,,252,1,Primary,,,,,,,Hawaii DOE,1434-6,Blanche Pope Elementary,Elementary,324,Waimanalo,96795,Honolulu,Y,8/1/2016,245,252,0,3009,0,0,4683,0,0,22,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,20,20,,Cafeteria,,,,,,,HI,4064,203.2,2658,132.9,HI@324@1434-6,150003000022,SY16-17,,293,1,Primary,,,,,,,Hawaii DOE,1434-6,Blanche Pope Elementary,Elementary,324,Waimanalo,96795,Honolulu,Y,9/1/2016,245,293,0,2658,0,0,4064,0,0,20,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,16,16,,Cafeteria,,,,,,,HI,3178,198.625,2056,128.5,HI@324@1434-6,150003000022,SY16-17,,245,1,Primary,,,,,,,Hawaii DOE,1434-6,Blanche Pope Elementary,Elementary,324,Waimanalo,96795,Honolulu,Y,10/1/2016,245,245,0,2056,0,0,3178,0,0,16,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,3736,207.555555556,2463,136.833333333,HI@324@1434-6,150003000022,SY16-17,,241,1,Primary,,,,,,,Hawaii DOE,1434-6,Blanche Pope Elementary,Elementary,324,Waimanalo,96795,Honolulu,Y,11/1/2016,245,241,0,2463,0,0,3736,0,0,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,2718,181.2,1856,123.733333333,HI@324@1434-6,150003000022,SY16-17,,241,1,Primary,,,,,,,Hawaii DOE,1434-6,Blanche Pope Elementary,Elementary,324,Waimanalo,96795,Honolulu,Y,12/1/2016,245,241,0,1856,0,0,2718,0,0,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,15,15,,Cafeteria,,,,,,,HI,2405,160.333333333,1915,127.666666667,HI@324@1434-6,150003000022,SY16-17,,237,1,Primary,,,,,,,Hawaii DOE,1434-6,Blanche Pope Elementary,Elementary,324,Waimanalo,96795,Honolulu,Y,1/1/2017,245,237,0,1915,0,0,2405,0,0,15,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,3318,184.333333333,2113,117.388888889,HI@324@1434-6,150003000022,SY16-17,,232,1,Primary,,,,,,,Hawaii DOE,1434-6,Blanche Pope Elementary,Elementary,324,Waimanalo,96795,Honolulu,Y,2/1/2017,245,232,0,2113,0,0,3318,0,0,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,3231,190.058823529,2154,126.705882353,HI@324@1434-6,150003000022,SY16-17,,236,1,Primary,,,,,,,Hawaii DOE,1434-6,Blanche Pope Elementary,Elementary,324,Waimanalo,96795,Honolulu,Y,3/1/2017,245,236,0,2154,0,0,3231,0,0,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,3694,194.421052632,2474,130.210526316,HI@324@1434-6,150003000022,SY16-17,,236,1,Primary,,,,,,,Hawaii DOE,1434-6,Blanche Pope Elementary,Elementary,324,Waimanalo,96795,Honolulu,Y,4/1/2017,245,236,0,2474,0,0,3694,0,0,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,3587,179.35,2479,123.95,HI@324@1434-6,150003000022,SY16-17,,235,1,Primary,,,,,,,Hawaii DOE,1434-6,Blanche Pope Elementary,Elementary,324,Waimanalo,96795,Honolulu,Y,5/1/2017,245,235,0,2479,0,0,3587,0,0,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,16,16,,Cafeteria,,,,,,,HI,3147,196.6875,1131,70.6875,HI@396@2406-6,150003000262,SY16-17,,376,1,Other,,,,,,,Hawaii DOE,2406-6,Connections PCS,"Elementary, Middle, HS",396,Hilo,96720,Hawaii,Y,8/1/2016,378,376,0,1131,0,0,3147,0,0,16,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,20,20,,Cafeteria,,,,,,,HI,3902,195.1,1676,83.8,HI@396@2406-6,150003000262,SY16-17,,383,1,Other,,,,,,,Hawaii DOE,2406-6,Connections PCS,"Elementary, Middle, HS",396,Hilo,96720,Hawaii,Y,9/1/2016,378,383,0,1676,0,0,3902,0,0,20,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,16,16,,Cafeteria,,,,,,,HI,3122,195.125,1431,89.4375,HI@396@2406-6,150003000262,SY16-17,,383,1,Other,,,,,,,Hawaii DOE,2406-6,Connections PCS,"Elementary, Middle, HS",396,Hilo,96720,Hawaii,Y,10/1/2016,378,383,0,1431,0,0,3122,0,0,16,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,3641,202.277777778,1571,87.277777778,HI@396@2406-6,150003000262,SY16-17,,379,1,Other,,,,,,,Hawaii DOE,2406-6,Connections PCS,"Elementary, Middle, HS",396,Hilo,96720,Hawaii,Y,11/1/2016,378,379,0,1571,0,0,3641,0,0,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,12,12,,Cafeteria,,,,,,,HI,2039,169.916666667,982,81.833333333,HI@396@2406-6,150003000262,SY16-17,,379,1,Other,,,,,,,Hawaii DOE,2406-6,Connections PCS,"Elementary, Middle, HS",396,Hilo,96720,Hawaii,Y,12/1/2016,378,379,0,982,0,0,2039,0,0,12,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,16,16,,Cafeteria,,,,,,,HI,3065,191.5625,1337,83.5625,HI@396@2406-6,150003000262,SY16-17,,378,1,Other,,,,,,,Hawaii DOE,2406-6,Connections PCS,"Elementary, Middle, HS",396,Hilo,96720,Hawaii,Y,1/1/2017,378,378,0,1337,0,0,3065,0,0,16,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,3410,189.444444444,1484,82.444444444,HI@396@2406-6,150003000262,SY16-17,,375,1,Other,,,,,,,Hawaii DOE,2406-6,Connections PCS,"Elementary, Middle, HS",396,Hilo,96720,Hawaii,Y,2/1/2017,378,375,0,1484,0,0,3410,0,0,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,3190,187.647058824,1451,85.352941176,HI@396@2406-6,150003000262,SY16-17,,379,1,Other,,,,,,,Hawaii DOE,2406-6,Connections PCS,"Elementary, Middle, HS",396,Hilo,96720,Hawaii,Y,3/1/2017,378,379,0,1451,0,0,3190,0,0,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,3438,180.947368421,1698,89.368421053,HI@396@2406-6,150003000262,SY16-17,,379,1,Other,,,,,,,Hawaii DOE,2406-6,Connections PCS,"Elementary, Middle, HS",396,Hilo,96720,Hawaii,Y,4/1/2017,378,379,0,1698,0,0,3438,0,0,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,22,22,,Cafeteria,,,,,,,HI,3852,175.090909091,2039,92.681818182,HI@396@2406-6,150003000262,SY16-17,,371,1,Other,,,,,,,Hawaii DOE,2406-6,Connections PCS,"Elementary, Middle, HS",396,Hilo,96720,Hawaii,Y,5/1/2017,378,371,0,2039,0,0,3852,0,0,22,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,22,22,,Cafeteria,,,,,,,HI,6024,273.818181818,2852,129.636363636,HI@402@1434-6,150003000058,SY16-17,,369,1,Other,,,,,,,Hawaii DOE,1434-6,Hana High and Elementary,"Elementary, Middle, HS",402,Hana,96713,Maui,Y,8/1/2016,376,369,0,2852,0,0,6024,0,0,22,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,19,19,,Cafeteria,,,,,,,HI,5209,274.157894737,2394,126,HI@402@1434-6,150003000058,SY16-17,,508,1,Other,,,,,,,Hawaii DOE,1434-6,Hana High and Elementary,"Elementary, Middle, HS",402,Hana,96713,Maui,Y,9/1/2016,376,508,0,2394,0,0,5209,0,0,19,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,16,16,,Cafeteria,,,,,,,HI,4387,274.1875,1898,118.625,HI@402@1434-6,150003000058,SY16-17,,365,1,Other,,,,,,,Hawaii DOE,1434-6,Hana High and Elementary,"Elementary, Middle, HS",402,Hana,96713,Maui,Y,10/1/2016,376,365,0,1898,0,0,4387,0,0,16,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,4914,273,2111,117.277777778,HI@402@1434-6,150003000058,SY16-17,,368,1,Other,,,,,,,Hawaii DOE,1434-6,Hana High and Elementary,"Elementary, Middle, HS",402,Hana,96713,Maui,Y,11/1/2016,376,368,0,2111,0,0,4914,0,0,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,14,14,,Cafeteria,,,,,,,HI,3707,264.785714286,1549,110.642857143,HI@402@1434-6,150003000058,SY16-17,,361,1,Other,,,,,,,Hawaii DOE,1434-6,Hana High and Elementary,"Elementary, Middle, HS",402,Hana,96713,Maui,Y,12/1/2016,376,361,0,1549,0,0,3707,0,0,14,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,16,16,,Cafeteria,,,,,,,HI,4224,264,1692,105.75,HI@402@1434-6,150003000058,SY16-17,,359,1,Other,,,,,,,Hawaii DOE,1434-6,Hana High and Elementary,"Elementary, Middle, HS",402,Hana,96713,Maui,Y,1/1/2017,376,359,0,1692,0,0,4224,0,0,16,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,4679,259.944444444,1991,110.611111111,HI@402@1434-6,150003000058,SY16-17,,358,1,Other,,,,,,,Hawaii DOE,1434-6,Hana High and Elementary,"Elementary, Middle, HS",402,Hana,96713,Maui,Y,2/1/2017,376,358,0,1991,0,0,4679,0,0,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,4310,253.529411765,1891,111.235294118,HI@402@1434-6,150003000058,SY16-17,,359,1,Other,,,,,,,Hawaii DOE,1434-6,Hana High and Elementary,"Elementary, Middle, HS",402,Hana,96713,Maui,Y,3/1/2017,376,359,0,1891,0,0,4310,0,0,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,4804,252.842105263,2114,111.263157895,HI@402@1434-6,150003000058,SY16-17,,360,1,Other,,,,,,,Hawaii DOE,1434-6,Hana High and Elementary,"Elementary, Middle, HS",402,Hana,96713,Maui,Y,4/1/2017,376,360,0,2114,0,0,4804,0,0,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,4905,245.25,1955,97.75,HI@402@1434-6,150003000058,SY16-17,,354,1,Other,,,,,,,Hawaii DOE,1434-6,Hana High and Elementary,"Elementary, Middle, HS",402,Hana,96713,Maui,Y,5/1/2017,376,354,0,1955,0,0,4905,0,0,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,19,19,,Cafeteria,,,,,,,HI,5653,297.526315789,1838,96.736842105,HI@561@2413-9,150003000282,SY16-17,,656,1,Other,,,,,,,Hawaii DOE,2413-9,Hawai'I Academy of Arts & Science,"Elementary, Middle, HS",561,Pahoa,96778,Hawaii,Y,8/1/2016,658,656,0,1838,0,0,5653,0,0,19,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,20,20,,Cafeteria,,,,,,,HI,6161,308.05,1960,98,HI@561@2413-9,150003000282,SY16-17,,669,1,Other,,,,,,,Hawaii DOE,2413-9,Hawai'I Academy of Arts & Science,"Elementary, Middle, HS",561,Pahoa,96778,Hawaii,Y,9/1/2016,658,669,0,1960,0,0,6161,0,0,20,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,15,15,,Cafeteria,,,,,,,HI,5006,333.733333333,1568,104.533333333,HI@561@2413-9,150003000282,SY16-17,,674,1,Other,,,,,,,Hawaii DOE,2413-9,Hawai'I Academy of Arts & Science,"Elementary, Middle, HS",561,Pahoa,96778,Hawaii,Y,10/1/2016,658,674,0,1568,0,0,5006,0,0,15,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,5973,331.833333333,1834,101.888888889,HI@561@2413-9,150003000282,SY16-17,,670,1,Other,,,,,,,Hawaii DOE,2413-9,Hawai'I Academy of Arts & Science,"Elementary, Middle, HS",561,Pahoa,96778,Hawaii,Y,11/1/2016,658,670,0,1834,0,0,5973,0,0,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,4807,320.466666667,1525,101.666666667,HI@561@2413-9,150003000282,SY16-17,,666,1,Other,,,,,,,Hawaii DOE,2413-9,Hawai'I Academy of Arts & Science,"Elementary, Middle, HS",561,Pahoa,96778,Hawaii,Y,12/1/2016,658,666,0,1525,0,0,4807,0,0,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,16,16,,Cafeteria,,,,,,,HI,4997,312.3125,1656,103.5,HI@561@2413-9,150003000282,SY16-17,,660,1,Other,,,,,,,Hawaii DOE,2413-9,Hawai'I Academy of Arts & Science,"Elementary, Middle, HS",561,Pahoa,96778,Hawaii,Y,1/1/2017,658,660,0,1656,0,0,4997,0,0,16,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,5537,307.611111111,1842,102.333333333,HI@561@2413-9,150003000282,SY16-17,,651,1,Other,,,,,,,Hawaii DOE,2413-9,Hawai'I Academy of Arts & Science,"Elementary, Middle, HS",561,Pahoa,96778,Hawaii,Y,2/1/2017,658,651,0,1842,0,0,5537,0,0,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,16,16,,Cafeteria,,,,,,,HI,4784,299,1623,101.4375,HI@561@2413-9,150003000282,SY16-17,,647,1,Other,,,,,,,Hawaii DOE,2413-9,Hawai'I Academy of Arts & Science,"Elementary, Middle, HS",561,Pahoa,96778,Hawaii,Y,3/1/2017,658,647,0,1623,0,0,4784,0,0,16,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,5454,287.052631579,1951,102.684210526,HI@561@2413-9,150003000282,SY16-17,,642,1,Other,,,,,,,Hawaii DOE,2413-9,Hawai'I Academy of Arts & Science,"Elementary, Middle, HS",561,Pahoa,96778,Hawaii,Y,4/1/2017,658,642,0,1951,0,0,5454,0,0,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,22,22,,Cafeteria,,,,,,,HI,6016,273.454545455,2182,99.181818182,HI@561@2413-9,150003000282,SY16-17,,640,1,Other,,,,,,,Hawaii DOE,2413-9,Hawai'I Academy of Arts & Science,"Elementary, Middle, HS",561,Pahoa,96778,Hawaii,Y,5/1/2017,658,640,0,2182,0,0,6016,0,0,22,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,21,21,,Cafeteria,,,,,,,HI,1732,82.476190476,1465,69.761904762,HI@552@2419-8,150003000301,SY16-17,,111,1,Primary,,,,,,,Hawaii DOE,2419-8,Ka'u Learning Academy,Elementary,552,Naalehu,96772,Hawaii,Y,8/1/2016,101,111,0,1465,0,0,1732,0,0,21,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,20,20,,Cafeteria,,,,,,,HI,1645,82.25,1252,62.6,HI@552@2419-8,150003000301,SY16-17,,111,1,Primary,,,,,,,Hawaii DOE,2419-8,Ka'u Learning Academy,Elementary,552,Naalehu,96772,Hawaii,Y,9/1/2016,101,111,0,1252,0,0,1645,0,0,20,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,16,16,,Cafeteria,,,,,,,HI,1241,77.5625,1007,62.9375,HI@552@2419-8,150003000301,SY16-17,,107,1,Primary,,,,,,,Hawaii DOE,2419-8,Ka'u Learning Academy,Elementary,552,Naalehu,96772,Hawaii,Y,10/1/2016,101,107,0,1007,0,0,1241,0,0,16,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,1397,77.611111111,1051,58.388888889,HI@552@2419-8,150003000301,SY16-17,,108,1,Primary,,,,,,,Hawaii DOE,2419-8,Ka'u Learning Academy,Elementary,552,Naalehu,96772,Hawaii,Y,11/1/2016,101,108,0,1051,0,0,1397,0,0,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,1064,70.933333333,759,50.6,HI@552@2419-8,150003000301,SY16-17,,107,1,Primary,,,,,,,Hawaii DOE,2419-8,Ka'u Learning Academy,Elementary,552,Naalehu,96772,Hawaii,Y,12/1/2016,101,107,0,759,0,0,1064,0,0,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,16,16,,Cafeteria,,,,,,,HI,1132,70.75,835,52.1875,HI@552@2419-8,150003000301,SY16-17,,101,1,Primary,,,,,,,Hawaii DOE,2419-8,Ka'u Learning Academy,Elementary,552,Naalehu,96772,Hawaii,Y,1/1/2017,101,101,0,835,0,0,1132,0,0,16,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,1250,69.444444444,830,46.111111111,HI@552@2419-8,150003000301,SY16-17,,98,1,Primary,,,,,,,Hawaii DOE,2419-8,Ka'u Learning Academy,Elementary,552,Naalehu,96772,Hawaii,Y,2/1/2017,101,98,0,830,0,0,1250,0,0,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,1088,64,751,44.176470588,HI@552@2419-8,150003000301,SY16-17,,96,1,Primary,,,,,,,Hawaii DOE,2419-8,Ka'u Learning Academy,Elementary,552,Naalehu,96772,Hawaii,Y,3/1/2017,101,96,0,751,0,0,1088,0,0,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,1099,57.842105263,792,41.684210526,HI@552@2419-8,150003000301,SY16-17,,86,1,Primary,,,,,,,Hawaii DOE,2419-8,Ka'u Learning Academy,Elementary,552,Naalehu,96772,Hawaii,Y,4/1/2017,101,86,0,792,0,0,1099,0,0,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,1119,55.95,775,38.75,HI@552@2419-8,150003000301,SY16-17,,85,1,Primary,,,,,,,Hawaii DOE,2419-8,Ka'u Learning Academy,Elementary,552,Naalehu,96772,Hawaii,Y,5/1/2017,101,85,0,775,0,0,1119,0,0,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,18.5,18.5,,Cafeteria,,,,,,,HI,15641,845.459459459,6702,362.270270270,HI@275@1443-5,150003000240,SY16-17,,870,1,Other,,,,,,,Hawaii DOE,1443-5,Kamaile Academy PCS,"Elementary, Middle, HS",275,Waianae,96792,Honolulu,Y,8/1/2016,897,870,0,6702,0,0,15641,0,0,,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,18.5,18.5,,Cafeteria,,,,,,,HI,15688,848,6736,364.108108108,HI@275@1443-5,150003000240,SY16-17,,872,1,Other,,,,,,,Hawaii DOE,1443-5,Kamaile Academy PCS,"Elementary, Middle, HS",275,Waianae,96792,Honolulu,Y,9/1/2016,897,872,0,6736,0,0,15688,0,0,,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,18.5,18.5,,Cafeteria,,,,,,,HI,11872,641.729729730,5153,278.540540541,HI@275@1443-5,150003000240,SY16-17,,929,1,Other,,,,,,,Hawaii DOE,1443-5,Kamaile Academy PCS,"Elementary, Middle, HS",275,Waianae,96792,Honolulu,Y,10/1/2016,897,929,0,5153,0,0,11872,0,0,,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18.5,18.5,,Cafeteria,,,,,,,HI,12014,649.405405405,5312,287.135135135,HI@275@1443-5,150003000240,SY16-17,,929,1,Other,,,,,,,Hawaii DOE,1443-5,Kamaile Academy PCS,"Elementary, Middle, HS",275,Waianae,96792,Honolulu,Y,11/1/2016,897,929,0,5312,0,0,12014,0,0,,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,18.5,18.5,,Cafeteria,,,,,,,HI,10058,543.675675676,4164,225.081081081,HI@275@1443-5,150003000240,SY16-17,,910,1,Other,,,,,,,Hawaii DOE,1443-5,Kamaile Academy PCS,"Elementary, Middle, HS",275,Waianae,96792,Honolulu,Y,12/1/2016,897,910,0,4164,0,0,10058,0,0,,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,18.5,18.5,,Cafeteria,,,,,,,HI,11719,633.459459459,4575,247.297297297,HI@275@1443-5,150003000240,SY16-17,,907,1,Other,,,,,,,Hawaii DOE,1443-5,Kamaile Academy PCS,"Elementary, Middle, HS",275,Waianae,96792,Honolulu,Y,1/1/2017,897,907,0,4575,0,0,11719,0,0,,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18.5,18.5,,Cafeteria,,,,,,,HI,12941,699.513513514,4985,269.459459459,HI@275@1443-5,150003000240,SY16-17,,900,1,Other,,,,,,,Hawaii DOE,1443-5,Kamaile Academy PCS,"Elementary, Middle, HS",275,Waianae,96792,Honolulu,Y,2/1/2017,897,900,0,4985,0,0,12941,0,0,,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,18.5,18.5,,Cafeteria,,,,,,,HI,12044,651.027027027,4972,268.756756757,HI@275@1443-5,150003000240,SY16-17,,898,1,Other,,,,,,,Hawaii DOE,1443-5,Kamaile Academy PCS,"Elementary, Middle, HS",275,Waianae,96792,Honolulu,Y,3/1/2017,897,898,0,4972,0,0,12044,0,0,,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,18.5,18.5,,Cafeteria,,,,,,,HI,12946,699.783783784,5795,313.243243243,HI@275@1443-5,150003000240,SY16-17,,883,1,Other,,,,,,,Hawaii DOE,1443-5,Kamaile Academy PCS,"Elementary, Middle, HS",275,Waianae,96792,Honolulu,Y,4/1/2017,897,883,0,5795,0,0,12946,0,0,,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,18.5,18.5,,Cafeteria,,,,,,,HI,12778,690.702702703,5842,315.783783784,HI@275@1443-5,150003000240,SY16-17,,874,1,Other,,,,,,,Hawaii DOE,1443-5,Kamaile Academy PCS,"Elementary, Middle, HS",275,Waianae,96792,Honolulu,Y,5/1/2017,897,874,0,5842,0,0,12778,0,0,,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,19,19,,Cafeteria,,,,,,,HI,6289,331,3354,176.526315789,HI@368@1434-6,150003000038,SY16-17,,550,1,Other,,,,,,,Hawaii DOE,1434-6,Kau High and Pahala Elementary,"Elementary, Middle, HS",368,Pahala,96777,Hawaii,Y,8/1/2016,511,550,0,3354,0,0,6289,0,0,19,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,20,20,,Cafeteria,,,,,,,HI,6407,320.35,3603,180.15,HI@368@1434-6,150003000038,SY16-17,,559,1,Other,,,,,,,Hawaii DOE,1434-6,Kau High and Pahala Elementary,"Elementary, Middle, HS",368,Pahala,96777,Hawaii,Y,9/1/2016,511,559,0,3603,0,0,6407,0,0,20,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,16,16,,Cafeteria,,,,,,,HI,4757,297.3125,2678,167.375,HI@368@1434-6,150003000038,SY16-17,,508,1,Other,,,,,,,Hawaii DOE,1434-6,Kau High and Pahala Elementary,"Elementary, Middle, HS",368,Pahala,96777,Hawaii,Y,10/1/2016,511,508,0,2678,0,0,4757,0,0,16,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,5263,292.388888889,2673,148.5,HI@368@1434-6,150003000038,SY16-17,,506,1,Other,,,,,,,Hawaii DOE,1434-6,Kau High and Pahala Elementary,"Elementary, Middle, HS",368,Pahala,96777,Hawaii,Y,11/1/2016,511,506,0,2673,0,0,5263,0,0,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,4179,278.6,2038,135.866666667,HI@368@1434-6,150003000038,SY16-17,,500,1,Other,,,,,,,Hawaii DOE,1434-6,Kau High and Pahala Elementary,"Elementary, Middle, HS",368,Pahala,96777,Hawaii,Y,12/1/2016,511,500,0,2038,0,0,4179,0,0,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,16,16,,Cafeteria,,,,,,,HI,4602,287.625,2139,133.6875,HI@368@1434-6,150003000038,SY16-17,,501,1,Other,,,,,,,Hawaii DOE,1434-6,Kau High and Pahala Elementary,"Elementary, Middle, HS",368,Pahala,96777,Hawaii,Y,1/1/2017,511,501,0,2139,0,0,4602,0,0,16,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,4995,277.5,2482,137.888888889,HI@368@1434-6,150003000038,SY16-17,,500,1,Other,,,,,,,Hawaii DOE,1434-6,Kau High and Pahala Elementary,"Elementary, Middle, HS",368,Pahala,96777,Hawaii,Y,2/1/2017,511,500,0,2482,0,0,4995,0,0,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,4621,271.823529412,2163,127.235294118,HI@368@1434-6,150003000038,SY16-17,,501,1,Other,,,,,,,Hawaii DOE,1434-6,Kau High and Pahala Elementary,"Elementary, Middle, HS",368,Pahala,96777,Hawaii,Y,3/1/2017,511,501,0,2163,0,0,4621,0,0,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,5010,263.684210526,2275,119.736842105,HI@368@1434-6,150003000038,SY16-17,,492,1,Other,,,,,,,Hawaii DOE,1434-6,Kau High and Pahala Elementary,"Elementary, Middle, HS",368,Pahala,96777,Hawaii,Y,4/1/2017,511,492,0,2275,0,0,5010,0,0,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,5195,259.75,2217,110.85,HI@368@1434-6,150003000038,SY16-17,,493,1,Other,,,,,,,Hawaii DOE,1434-6,Kau High and Pahala Elementary,"Elementary, Middle, HS",368,Pahala,96777,Hawaii,Y,5/1/2017,511,493,0,2217,0,0,5195,0,0,20,Cafeteria Breakfast
