Claim Year,Claim Month,NCES ID,ISP,Breakfast Delivery Model from State Agency Tracking-Original,Enrollment-Total,CEP (Y/N),Enrollment-Free and Reduced,Operating Days-Lunch Only,Operating Days-Breakfast Only,School Name,School ID,District ID,State-Reporting,School Year,Claim Date,District Name,Enrollment-Paid,Provision 2 (Y/N),BAB Implementation Date from Grants Data,Breakfast Delivery Model from Other Source-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Grants Data-Standardized,School Type-Standardized,School Type-Original,School Level-Standardized,FR Enrollment Percentage,Enrollment-Reduced,Enrollment-Free,FR Enrollment,Target Area,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,"BAB Implementation Date Other Source, Note Source Here",BAB Implementation Date from Other Source,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Campaign Tracking Data,"Breakfast Delivery Model from Other Source, Note Source Here",Breakfast Delivery Model from Other Source-Original,Breakfast Delivery Model from Campaign Tracking Data-Original,Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,Universal Free (Y/N),Provision 3 (Y/N),Provision 1 (Y/N),School Level-Original,Street Address-Line 2,State-Physical,Street Address-Line 1,City,Zip Code,County,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid
2018,2,,,,,,,18.5,18.5,,,0089,NH,SY17-18,2/1/2018,Mason SAU Office,,,,,,,,,,,,,,,,,NH@000@0089,2.972972973,55,9.567567568,177,,,,,,,,18.5,,,,,,,,,13 Darling Hill Road,Mason,3048,Hillsborough,142,35,436,48,7,34
2017,8,,,,,,,18.5,18.5,,,0010,NH,SY17-18,8/1/2017,Derry Cooperative SAU Office,,,,,,,,,,,,,,,,,NH@000@0010,12,222,59.297297297,1097,,,,,,,,18.5,,,,,,,,,Derry Cooperative School District,Derry,3038,Rockingham,869,228,1937,189,33,176
2018,3,,,,,,,18.5,18.5,,,0081,NH,SY17-18,3/1/2018,Hudson SAU Office,,,,,,,,,,,,,,,,,NH@000@0081,117.513513514,2174,350.702702703,6488,,,,,,,,18.5,,,,,,,,,20 Library Street,Hudson,3051,Hillsborough,4785,1703,19820,1598,576,3099
2018,3,,,,,,,18.5,18.5,,,0042,NH,SY17-18,3/1/2018,Nashua SAU Office,,,,,,,,,,,,,,,,,NH@000@0042,1144.216216216,21168,3402.108108108,62939,,,,,,,,18.5,,,,,,,,,,,,,52700,10239,49606,18815,2353,3279
2017,11,,,,,,,18.5,18.5,,,0033,NH,SY17-18,11/1/2017,Raymond SAU Office,,,,,,,,,,,,,,,,,NH@000@0033,90.918918919,1682,223.675675676,4138,,,,,,,,18.5,,,,,,,,,43 Harriman Hill Road,Raymond,3077,Rockingham,3180,958,6602,1371,311,1001
2017,11,,,,,,,18.5,18.5,,,0021,NH,SY17-18,11/1/2017,Winnacunnet SAU Office,,,,,,,,,,,,,,,,,NH@000@0021,166.972972973,3089,316.216216216,5850,,,,,,,,18.5,,,,,,,,,2 Alumni Drive,Hampton,3844,Rockingham,4994,856,12073,2702,387,2266
2018,3,,,,,,,18.5,18.5,,,0082,NH,SY17-18,3/1/2018,Chester SAU Office,,,,,,,,,,,,,,,,,NH@000@0082,5.567567568,103,24.108108108,446,,,,,,,,18.5,,,,,,,,,22 Murphy Drive,Chester,3036,Rockingham,402,44,3248,103,0,30
2017,12,,,,,,,18.5,18.5,,,0044,NH,SY17-18,12/1/2017,Northwood SAU Office,,,,,,,,,,,,,,,,,NH@000@0044,38,703,98.972972973,1831,,,,,,,,18.5,,,,,,,,,23A Mountain Avenue,Northwood,3261,Rockingham,1470,361,6362,596,107,978
2018,3,,,,,,,18.5,18.5,,,0046,NH,SY17-18,3/1/2018,Merrimack Valley SAU Office,,,,,,,,,,,,,,,,,NH@000@0046,203.081081081,3757,461.567567568,8539,,,,,,,,18.5,,,,,,,,,105 Community Drive,Penacook,3216,Merrimack,6845,1694,12013,3170,587,1707
2017,9,,,,,,,18.5,18.5,,,0585,NH,SY17-18,9/1/2017,Orion House,,,,,,,,,,,,,,,,,NH@000@0585,32.540540541,602,23.459459459,434,,,,,,,,18.5,,,,,,,,,139 Elm St,Newport,3773,Sullivan,434,0,163,602,0,163
2018,4,,,,,,,18.5,18.5,,,0082,NH,SY17-18,4/1/2018,Chester SAU Office,,,,,,,,,,,,,,,,,NH@000@0082,6.486486486,120,24.648648649,456,,,,,,,,18.5,,,,,,,,,22 Murphy Drive,Chester,3036,Rockingham,431,25,3173,119,1,37
2017,9,,,,,,,18.5,18.5,,,0043,NH,SY17-18,9/1/2017,Newport SAU Office,,,,,,,,,,,,,,,,,NH@000@0043,115.513513514,2137,337.189189189,6238,,,,,,,,18.5,,,,,,,,,86 N. Main Street,Newport,3773,Sullivan,5613,625,1974,1981,156,365
2018,1,,,,,,,18.5,18.5,,,0773,NH,SY17-18,1/1/2018,NFI North Inc,,,,,,,,,,,,,,,,,NH@000@0773,23.675675676,438,22.756756757,421,,,,,,,,18.5,,,,,,,,,PO Box 417,Contoocook,3583,Coos,421,0,15,438,0,0
2018,3,,,,,,,18.5,18.5,,,0073,NH,SY17-18,3/1/2018,Gilford SAU Office,,,,,,,,,,,,,,,,,NH@000@0073,59.027027027,1092,122.594594595,2268,,,,,,,,18.5,,,,,,,,,2 Belknap Mountain Rd.,Gilford,3249,Belknap,1964,304,5807,944,148,806
2018,3,,,,,,,18.5,18.5,,,0049,NH,SY17-18,3/1/2018,Governor Wentworth Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0049,223.513513514,4135,539.459459459,9980,,,,,,,,18.5,,,,,,,,,PO Box 190,Wolfeboro,3894,Carroll,8231,1749,10195,3538,597,1604
2018,1,,,,,,,18.5,18.5,,,0007,NH,SY17-18,1/1/2018,Colebrook SAU Office,,,,,,,,,,,,,,,,,NH@000@0007,95.081081081,1759,157.891891892,2921,,,,,,,,18.5,,,,,,,,,21 Academy St.,Colebrook,3576,Coos,2408,513,2469,1467,292,877
2018,6,,,,,,,18.5,18.5,,,0059,NH,SY17-18,6/1/2018,Winnisquam Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0059,100.108108108,1852,248.270270270,4593,,,,,,,,18.5,,,,,,,,,433 West Main St,Tilton,3276,Belknap,3870,723,5531,1602,250,762
2017,8,,,,,,,18.5,18.5,,,0057,NH,SY17-18,8/1/2017,Salem SAU Office,,,,,,,,,,,,,,,,,NH@000@0057,5.675675676,105,39.405405405,729,,,,,,,,18.5,,,,,,,,,38 Geremonty Drive,Salem,3079,Rockingham,612,117,2034,87,18,104
2017,11,,,,,,,18.5,18.5,,,0067,NH,SY17-18,11/1/2017,Bow SAU Office,,,,,,,,,,,,,,,,,NH@000@0067,16.756756757,310,88.594594595,1639,,,,,,,,18.5,,,,,,,,,32 White Rock Hill Road,Bow,3304,Merrimack,1373,266,12458,262,48,734
2017,8,,,,,,,18.5,18.5,,,0507,NH,SY17-18,8/1/2017,Crotched Mtn Rehab Ctr,,,,,,,,,,,,,,,,,NH@000@0507,42.756756757,791,61.027027027,1129,,,,,,,,18.5,,,,,,,,,1 Verney Drive,Greenfield,3047,Hillsborough,1129,0,0,791,0,0
2018,1,,,,,,,18.5,18.5,,,0012,NH,SY17-18,1/1/2018,Londonderry SAU Office,,,,,,,,,,,,,,,,,NH@000@0012,3.243243243,60,217.621621622,4026,,,,,,,,18.5,,,,,,,,,6A Kitty Hawk Landing,Londonderry,3053,Rockingham,3405,621,18918,53,7,135
2018,1,,,,,,,18.5,18.5,,,0085,NH,SY17-18,1/1/2018,Sunapee SAU Office,,,,,,,,,,,,,,,,,NH@000@0085,27.081081081,501,47.621621622,881,,,,,,,,18.5,,,,,,,,,70 Lower Main Street,Sunapee,3782,Sullivan,861,20,1881,501,0,347
2018,1,,,,,,,18.5,18.5,,,0017,NH,SY17-18,1/1/2018,Sanborn Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0017,29.351351351,543,124.432432432,2302,,,,,,,,18.5,,,,,,,,,17 Danville Road,Kingston,3848,Rockingham,1899,403,8215,493,50,571
2018,1,,,,,,,18.5,18.5,,,0055,NH,SY17-18,1/1/2018,Timberlane Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0055,80.810810811,1495,308.594594595,5709,,,,,,,,18.5,,,,,,,,,30 Greenough Road,Plaistow,3865,Rockingham,4497,1212,24417,1231,264,2438
2017,12,,,,,,,18.5,18.5,,,0075,NH,SY17-18,12/1/2017,Grantham SAU Office,,,,,,,,,,,,,,,,,NH@000@0075,10.432432432,193,13.459459459,249,,,,,,,,18.5,,,,,,,,,300 RT 10S,Grantham,3753,Sullivan,167,82,777,149,44,501
2018,4,,,,,,,18.5,18.5,,,0014,NH,SY17-18,4/1/2018,Epping SAU Office,,,,,,,,,,,,,,,,,NH@000@0014,42.810810811,792,131.945945946,2441,,,,,,,,18.5,,,,,,,,,213 Main Street,Epping,3042,Rockingham,2023,418,4435,671,121,751
2018,3,,,,,,,18.5,18.5,,,0043,NH,SY17-18,3/1/2018,Newport SAU Office,,,,,,,,,,,,,,,,,NH@000@0043,125.675675676,2325,292.756756757,5416,,,,,,,,18.5,,,,,,,,,86 N. Main Street,Newport,3773,Sullivan,4536,880,2216,1949,376,520
2018,3,,,,,,,18.5,18.5,,,0506,NH,SY17-18,3/1/2018,Pine Haven Boys School,,,,,,,,,,,,,,,,,NH@000@0506,28.810810811,533,28.810810811,533,,,,,,,,18.5,,,,,,,,,PO Box 162,Allenstown,3275,Merrimack,533,0,0,533,0,0
2018,5,,,,,,,18.5,18.5,,,0058,NH,SY17-18,5/1/2018,Northumberland SAU Office,,,,,,,,,,,,,,,,,NH@000@0058,123.135135135,2278,195.513513514,3617,,,,,,,,18.5,,,,,,,,,15 Preble Street,Groveton,3582,Coos,3081,536,1661,2018,260,806
2017,11,,,,,,,18.5,18.5,,,0082,NH,SY17-18,11/1/2017,Chester SAU Office,,,,,,,,,,,,,,,,,NH@000@0082,5.135135135,95,21.945945946,406,,,,,,,,18.5,,,,,,,,,22 Murphy Drive,Chester,3036,Rockingham,337,69,3307,95,0,26
2017,11,,,,,,,18.5,18.5,,,0301,NH,SY17-18,11/1/2017,Prospect Mountain JMA,,,,,,,,,,,,,,,,,NH@000@0301,37.945945946,702,69.567567568,1287,,,,,,,,18.5,,,,,,,,,242 Suncook Valley Road,Alton,3809,Belknap,1030,257,3265,615,87,1010
2017,10,,,,,,,18.5,18.5,,,0202,NH,SY17-18,10/1/2017,Pinkerton Academy,,,,,,,,,,,,,,,,,NH@000@0202,57.675675676,1067,316.162162162,5849,,,,,,,,18.5,,,,,,,,,19 North Main Street,Derry,3038,Rockingham,4729,1120,16706,959,108,301
2017,9,,,,,,,18.5,18.5,,,0020,NH,SY17-18,9/1/2017,Gorham SAU Office,,,,,,,,,,,,,,,,,NH@000@0020,84.918918919,1571,129.729729730,2400,,,,,,,,18.5,,,,,,,,,123 Main Street,Gorham,3581,Coos,1990,410,3245,1411,160,369
2018,6,,,,,,,18.5,18.5,,,0045,NH,SY17-18,6/1/2018,Moultonborough SAU Office,,,,,,,,,,,,,,,,,NH@000@0045,32.864864865,608,63.783783784,1180,,,,,,,,18.5,,,,,,,,,P O Box 419,Moultonborough,3254,Carroll,1014,166,1542,538,70,334
2018,1,,,,,,,18.5,18.5,,,0069,NH,SY17-18,1/1/2018,Middleton SAU,,,,,,,,,,,,,,,,,NH@000@0069,16.972972973,314,34.054054054,630,,,,,,,,18.5,,,,,,,,,c/o Gov Wentworth School Dist,Wolfeboro,3894,Carroll,601,29,755,301,13,131
2018,1,,,,,,,18.5,18.5,,,0029,NH,SY17-18,1/1/2018,Keene SAU Office,,,,,,,,,,,,,,,,,NH@000@0029,557.243243243,10309,856.648648649,15848,,,,,,,,18.5,,,,,,,,,193 Maple Street,Keene,3431,Cheshire,12814,3034,12282,8661,1648,3989
2017,12,,,,,,,18.5,18.5,,,0029,NH,SY17-18,12/1/2017,Keene SAU Office,,,,,,,,,,,,,,,,,NH@000@0029,435.297297297,8053,645.351351351,11939,,,,,,,,18.5,,,,,,,,,193 Maple Street,Keene,3431,Cheshire,9644,2295,9290,6739,1314,3276
2018,5,,,,,,,18.5,18.5,,,0049,NH,SY17-18,5/1/2018,Governor Wentworth Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0049,302.378378378,5594,674.864864865,12485,,,,,,,,18.5,,,,,,,,,PO Box 190,Wolfeboro,3894,Carroll,10290,2195,12313,4724,870,2244
2017,9,,,,,,,18.5,18.5,,,0082,NH,SY17-18,9/1/2017,Chester SAU Office,,,,,,,,,,,,,,,,,NH@000@0082,6.216216216,115,28.432432432,526,,,,,,,,18.5,,,,,,,,,22 Murphy Drive,Chester,3036,Rockingham,509,17,3560,107,8,26
2018,1,,,,,,,18.5,18.5,,,0080,NH,SY17-18,1/1/2018,Shaker Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0080,113.027027027,2091,293.135135135,5423,,,,,,,,18.5,,,,,,,,,58 School Street,Belmont,3220,Belknap,4561,862,5851,1847,244,820
2018,1,,,,,,,18.5,18.5,,,0084,NH,SY17-18,1/1/2018,Littleton SAU Office,,,,,,,,,,,,,,,,,NH@000@0084,148.216216216,2742,239.297297297,4427,,,,,,,,18.5,,,,,,,,,65 Maple Street,Littleton,3561,Grafton,3817,610,2252,2346,396,610
2018,2,,,,,,,18.5,18.5,,,0086,NH,SY17-18,2/1/2018,Barnstead SAU Office,,,,,,,,,,,,,,,,,NH@000@0086,68.108108108,1260,100.918918919,1867,,,,,,,,18.5,,,,,,,,,PO BOX 250,Barnstead,3225,Belknap,1495,372,1884,1100,160,637
2018,2,,,,,,,18.5,18.5,,,0012,NH,SY17-18,2/1/2018,Londonderry SAU Office,,,,,,,,,,,,,,,,,NH@000@0012,4.594594595,85,194.702702703,3602,,,,,,,,18.5,,,,,,,,,6A Kitty Hawk Landing,Londonderry,3053,Rockingham,3069,533,17342,70,15,148
2018,2,,,,,,,18.5,18.5,,,0055,NH,SY17-18,2/1/2018,Timberlane Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0055,76.162162162,1409,300.216216216,5554,,,,,,,,18.5,,,,,,,,,30 Greenough Road,Plaistow,3865,Rockingham,4340,1214,23814,1145,264,2109
2017,8,,,,,,,18.5,18.5,,,0095,NH,SY17-18,8/1/2017,Windham SAU Office,,,,,,,,,,,,,,,,,NH@000@0095,0.378378378,7,6,111,,,,,,,,18.5,,,,,,,,,19 Haverhill Road,Windham,3087,Rockingham,83,28,1272,5,2,9
2017,10,,,,,,,18.5,18.5,,,0081,NH,SY17-18,10/1/2017,Hudson SAU Office,,,,,,,,,,,,,,,,,NH@000@0081,123.837837838,2291,397.567567568,7355,,,,,,,,18.5,,,,,,,,,20 Library Street,Hudson,3051,Hillsborough,5567,1788,23757,1729,562,3186
2017,10,,,,,,,18.5,18.5,,,0045,NH,SY17-18,10/1/2017,Moultonborough SAU Office,,,,,,,,,,,,,,,,,NH@000@0045,58.270270270,1078,96.162162162,1779,,,,,,,,18.5,,,,,,,,,P O Box 419,Moultonborough,3254,Carroll,1471,308,2091,998,80,648
2017,12,,,,,,,18.5,18.5,,,0039,NH,SY17-18,12/1/2017,Amherst SAU Office,,,,,,,,,,,,,,,,,NH@000@0039,6.756756757,125,74.594594595,1380,,,,,,,,18.5,,,,,,,,,1 School Street,Amherst,3031,Hillsborough,1106,274,7038,119,6,5
2017,11,,,,,,,18.5,18.5,,,0080,NH,SY17-18,11/1/2017,Shaker Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0080,112.216216216,2076,279.729729730,5175,,,,,,,,18.5,,,,,,,,,58 School Street,Belmont,3220,Belknap,4289,886,5559,1833,243,892
2017,12,,,,,,,18.5,18.5,,,0059,NH,SY17-18,12/1/2017,Winnisquam Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0059,106.810810811,1976,264.864864865,4900,,,,,,,,18.5,,,,,,,,,433 West Main St,Tilton,3276,Belknap,4042,858,6132,1688,288,936
2018,6,,,,,,,18.5,18.5,,,0007,NH,SY17-18,6/1/2018,Colebrook SAU Office,,,,,,,,,,,,,,,,,NH@000@0007,48.486486486,897,80.864864865,1496,,,,,,,,18.5,,,,,,,,,21 Academy St.,Colebrook,3576,Coos,1226,270,1303,736,161,432
2017,11,,,,,,,18.5,18.5,,,0011,NH,SY17-18,11/1/2017,Dover SAU Office,,,,,,,,,,,,,,,,,NH@000@0011,243.513513514,4505,644.432432432,11922,,,,,,,,18.5,,,,,,,,,McConnell Center,Dover,3820,Strafford,9927,1995,19083,4091,414,1674
2017,9,,,,,,,18.5,18.5,,,0023,NH,SY17-18,9/1/2017,Haverhill Cooperative SAU Office,,,,,,,,,,,,,,,,,NH@000@0023,44.378378378,821,193.945945946,3588,,,,,,,,18.5,,,,,,,,,2975 Dartmouth College Hwy,Haverhill,3785,Grafton,2954,634,2990,758,63,322
2018,4,,,,,,,18.5,18.5,,,0064,NH,SY17-18,4/1/2018,Milton SAU Office,,,,,,,,,,,,,,,,,NH@000@0064,37.405405405,692,103.837837838,1921,,,,,,,,18.5,,,,,,,,,20 School St.,Milton,3851,Strafford,1574,347,1966,575,117,335
2017,8,,,,,,,18.5,18.5,,,0094,NH,SY17-18,8/1/2017,Winchester SAU Office,,,,,,,,,,,,,,,,,NH@000@0094,21.081081081,390,36.270270270,671,,,,,,,,18.5,,,,,,,,,85 Parker St.,Winchester,3470,Cheshire,671,0,218,390,0,126
2018,5,,,,,,,18.5,18.5,,,0090,NH,SY17-18,5/1/2018,Hampton SAU Office,,,,,,,,,,,,,,,,,NH@000@0090,102.486486486,1896,177.351351351,3281,,,,,,,,18.5,,,,,,,,,7 Scott Road,Hampton,3842,Rockingham,2808,473,8508,1711,185,1725
2017,11,,,,,,,18.5,18.5,,,0528,NH,SY17-18,11/1/2017,Monarch School of New England,,,,,,,,,,,,,,,,,NH@000@0528,,,14.756756757,273,,,,,,,,18.5,,,,,,,,,PO Box 1921,Rochester,3866,Strafford,255,18,233,,,
2018,1,,,,,,,18.5,18.5,,,0008,NH,SY17-18,1/1/2018,Concord SAU Office,,,,,,,,,,,,,,,,,NH@000@0008,515.405405405,9535,1078.702702703,19956,,,,,,,,18.5,,,,,,,,,38 Liberty Street,Concord,3301,Merrimack,17802,2154,13609,8803,732,1438
2018,4,,,,,,,18.5,18.5,,,0090,NH,SY17-18,4/1/2018,Hampton SAU Office,,,,,,,,,,,,,,,,,NH@000@0090,71.405405405,1321,127.945945946,2367,,,,,,,,18.5,,,,,,,,,7 Scott Road,Hampton,3842,Rockingham,2021,346,5993,1194,127,1182
2017,11,,,,,,,18.5,18.5,,,0593,NH,SY17-18,11/1/2017,Webster House,,,,,,,,,,,,,,,,,NH@000@0593,20.918918919,387,8.810810811,163,,,,,,,,18.5,,,,,,,,,135 Webster Street,Manchester,3104,Hillsborough,163,0,0,387,0,0
2018,6,,,,,,,18.5,18.5,,,0063,NH,SY17-18,6/1/2018,Wilton SAU Office,,,,,,,,,,,,,,,,,NH@000@0063,28.216216216,522,59.567567568,1102,,,,,,,,18.5,,,,,,,,,57 School Road,Wilton,3086,Hillsborough,853,249,1298,395,127,339
2018,3,,,,,,,18.5,18.5,,,0086,NH,SY17-18,3/1/2018,Barnstead SAU Office,,,,,,,,,,,,,,,,,NH@000@0086,76.702702703,1419,103.405405405,1913,,,,,,,,18.5,,,,,,,,,PO BOX 250,Barnstead,3225,Belknap,1536,377,2010,1227,192,763
2017,9,,,,,,,18.5,18.5,,,0040,NH,SY17-18,9/1/2017,Milford SAU Office,,,,,,,,,,,,,,,,,NH@000@0040,118.432432432,2191,256.270270270,4741,,,,,,,,18.5,,,,,,,,,100 West Street,Milford,3055,Hillsborough,3827,914,8053,1797,394,1956
2017,9,,,,,,,18.5,18.5,,,0002,NH,SY17-18,9/1/2017,Inter-Lakes Cooperative SAU Office,,,,,,,,,,,,,,,,,NH@000@0002,132.486486486,2451,302.810810811,5602,,,,,,,,18.5,,,,,,,,,"103 Main St, Suite #2",Meredith,3217,Grafton,5027,575,4741,2249,202,605
2017,10,,,,,,,18.5,18.5,,,0055,NH,SY17-18,10/1/2017,Timberlane Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0055,107.675675676,1992,355.459459459,6576,,,,,,,,18.5,,,,,,,,,30 Greenough Road,Plaistow,3865,Rockingham,5186,1390,28001,1700,292,2868
2018,2,,,,,,,18.5,18.5,,,0049,NH,SY17-18,2/1/2018,Governor Wentworth Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0049,188.108108108,3480,470.864864865,8711,,,,,,,,18.5,,,,,,,,,PO Box 190,Wolfeboro,3894,Carroll,7131,1580,9143,2989,491,1343
2018,6,,,,,,,18.5,18.5,,,0075,NH,SY17-18,6/1/2018,Grantham SAU Office,,,,,,,,,,,,,,,,,NH@000@0075,7.783783784,144,8.432432432,156,,,,,,,,18.5,,,,,,,,,300 RT 10S,Grantham,3753,Sullivan,113,43,502,111,33,419
2018,2,,,,,,,18.5,18.5,,,0062,NH,SY17-18,2/1/2018,Mascoma Valley SAU Office,,,,,,,,,,,,,,,,,NH@000@0062,147.243243243,2724,216.378378378,4003,,,,,,,,18.5,,,,,,,,,PO Box 789,Enfield,3748,Grafton,3351,652,3699,2384,340,896
2017,9,,,,,,,18.5,18.5,,,0042,NH,SY17-18,9/1/2017,Nashua SAU Office,,,,,,,,,,,,,,,,,NH@000@0042,1181.783783784,21863,3792.918918919,70169,,,,,,,,18.5,,,,,,,,,,,,,61467,8702,51527,20397,1466,3089
2018,5,,,,,,,18.5,18.5,,,0055,NH,SY17-18,5/1/2018,Timberlane Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0055,125.621621622,2324,434.648648649,8041,,,,,,,,18.5,,,,,,,,,30 Greenough Road,Plaistow,3865,Rockingham,6325,1716,31751,1908,416,3802
2017,11,,,,,,,18.5,18.5,,,0095,NH,SY17-18,11/1/2017,Windham SAU Office,,,,,,,,,,,,,,,,,NH@000@0095,8.918918919,165,50.594594595,936,,,,,,,,18.5,,,,,,,,,19 Haverhill Road,Windham,3087,Rockingham,735,201,15955,149,16,590
2017,9,,,,,,,18.5,18.5,,,0085,NH,SY17-18,9/1/2017,Sunapee SAU Office,,,,,,,,,,,,,,,,,NH@000@0085,23.945945946,443,42.162162162,780,,,,,,,,18.5,,,,,,,,,70 Lower Main Street,Sunapee,3782,Sullivan,742,38,1886,402,41,374
2017,10,,,,,,,18.5,18.5,,,0071,NH,SY17-18,10/1/2017,Lempster SAU Office,,,,,,,,,,,,,,,,,NH@000@0071,14.486486486,268,22.756756757,421,,,,,,,,18.5,,,,,,,,,29 School Road,Lempster,3605,Sullivan,291,130,309,202,66,154
2017,10,,,,,,,18.5,18.5,,,0021,NH,SY17-18,10/1/2017,Winnacunnet SAU Office,,,,,,,,,,,,,,,,,NH@000@0021,185.243243243,3427,361.513513514,6688,,,,,,,,18.5,,,,,,,,,2 Alumni Drive,Hampton,3844,Rockingham,5722,966,12815,3005,422,2348
2018,6,,,,,,,18.5,18.5,,,0048,NH,SY17-18,6/1/2018,Plymouth SAU Office,,,,,,,,,,,,,,,,,NH@000@0048,149.243243243,2761,284.864864865,5270,,,,,,,,18.5,,,,,,,,,47 Old Ward Bridge Rd.,Plymouth,3264,Grafton,4647,623,4243,2460,301,869
2018,1,,,,,,,18.5,18.5,,,0047,NH,SY17-18,1/1/2018,Jaffrey-Rindge SAU Office,,,,,,,,,,,,,,,,,NH@000@0047,69.729729730,1290,255.945945946,4735,,,,,,,,18.5,,,,,,,,,"81 Fitzgerald Drive, Unit 2",Jaffrey,3452,Cheshire,3584,1151,6329,1110,180,470
2017,9,,,,,,,18.5,18.5,,,0037,NH,SY17-18,9/1/2017,Manchester SAU Office,,,,,,,,,,,,,,,,,NH@000@0037,1573.945945946,29118,5328.432432432,98576,,,,,,,,18.5,,,,,,,,,195 McGregor Street Suite 201,Manchester,3102,Hillsborough,92328,6248,24747,27904,1214,3019
2017,9,,,,,,,18.5,18.5,,,0045,NH,SY17-18,9/1/2017,Moultonborough SAU Office,,,,,,,,,,,,,,,,,NH@000@0045,48.378378378,895,89.729729730,1660,,,,,,,,18.5,,,,,,,,,P O Box 419,Moultonborough,3254,Carroll,1348,312,1988,800,95,590
2017,8,,,,,,,18.5,18.5,,,0050,NH,SY17-18,8/1/2017,Greenland SAU Office,,,,,,,,,,,,,,,,,NH@000@0050,,,5.405405405,100,,,,,,,,18.5,,,,,,,,,48 Post Rd,Greenland,3840,Rockingham,80,20,1007,,,
2018,4,,,,,,,18.5,18.5,,,0021,NH,SY17-18,4/1/2018,Winnacunnet SAU Office,,,,,,,,,,,,,,,,,NH@000@0021,153.783783784,2845,278.216216216,5147,,,,,,,,18.5,,,,,,,,,2 Alumni Drive,Hampton,3844,Rockingham,4435,712,10255,2508,337,1966
2017,10,,,,,,,18.5,18.5,,,0068,NH,SY17-18,10/1/2017,Lincoln-Woodstock SAU Office,,,,,,,,,,,,,,,,,NH@000@0068,55.459459459,1026,74.918918919,1386,,,,,,,,18.5,,,,,,,,,PO Box 846,Lincoln,3251,Grafton,1156,230,1479,930,96,556
2018,4,,,,,,,18.5,18.5,,,0092,NH,SY17-18,4/1/2018,Hinsdale SAU Office,,,,,,,,,,,,,,,,,NH@000@0092,80.918918919,1497,171.459459459,3172,,,,,,,,18.5,,,,,,,,,49 School Street,Hinsdale,3451,Cheshire,2725,447,2150,1254,243,519
2017,11,,,,,,,18.5,18.5,,,0089,NH,SY17-18,11/1/2017,Mason SAU Office,,,,,,,,,,,,,,,,,NH@000@0089,4.486486486,83,10.540540541,195,,,,,,,,18.5,,,,,,,,,13 Darling Hill Road,Mason,3048,Hillsborough,159,36,462,70,13,26
2017,10,,,,,,,18.5,18.5,,,0047,NH,SY17-18,10/1/2017,Jaffrey-Rindge SAU Office,,,,,,,,,,,,,,,,,NH@000@0047,104.216216216,1928,305.027027027,5643,,,,,,,,18.5,,,,,,,,,"81 Fitzgerald Drive, Unit 2",Jaffrey,3452,Cheshire,4113,1530,6951,1581,347,694
2018,1,,,,,,,18.5,18.5,,,0032,NH,SY17-18,1/1/2018,Plainfield SAU Office,,,,,,,,,,,,,,,,,NH@000@0032,,,7.459459459,138,,,,,,,,18.5,,,,,,,,,92 Bonner Road,Meriden,3745,Sullivan,121,17,806,,,
2018,3,,,,,,,18.5,18.5,,,0074,NH,SY17-18,3/1/2018,Barrington SAU Office,,,,,,,,,,,,,,,,,NH@000@0074,17.837837838,330,83.729729730,1549,,,,,,,,18.5,,,,,,,,,572 Calef HWY,Barrington,3825,Strafford,1310,239,4146,300,30,183
2018,4,,,,,,,18.5,18.5,,,0032,NH,SY17-18,4/1/2018,Plainfield SAU Office,,,,,,,,,,,,,,,,,NH@000@0032,,,7.675675676,142,,,,,,,,18.5,,,,,,,,,92 Bonner Road,Meriden,3745,Sullivan,142,0,670,,,
2017,9,,,,,,,18.5,18.5,,,0072,NH,SY17-18,9/1/2017,Alton SAU Office,,,,,,,,,,,,,,,,,NH@000@0072,38.432432432,711,89.027027027,1647,,,,,,,,18.5,,,,,,,,,252 Suncook Valley Road,Alton,3809,Belknap,1361,286,2324,625,86,267
2018,2,,,,,,,18.5,18.5,,,0030,NH,SY17-18,2/1/2018,Laconia SAU Office,,,,,,,,,,,,,,,,,NH@000@0030,359.729729730,6655,671.729729730,12427,,,,,,,,18.5,,,,,,,,,39 Harvard Street,Laconia,3246,Belknap,10835,1592,5294,6017,638,1137
