Claim Year,Claim Month,NCES ID,ISP,Breakfast Delivery Model from State Agency Tracking-Original,Enrollment-Total,CEP (Y/N),Enrollment-Free and Reduced,Operating Days-Lunch Only,Operating Days-Breakfast Only,School Name,School ID,District ID,State-Reporting,School Year,Claim Date,District Name,Enrollment-Paid,Provision 2 (Y/N),BAB Implementation Date from Grants Data,Breakfast Delivery Model from Other Source-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Grants Data-Standardized,School Type-Standardized,School Type-Original,School Level-Standardized,FR Enrollment Percentage,Enrollment-Reduced,Enrollment-Free,FR Enrollment,Target Area,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,"BAB Implementation Date Other Source, Note Source Here",BAB Implementation Date from Other Source,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Campaign Tracking Data,"Breakfast Delivery Model from Other Source, Note Source Here",Breakfast Delivery Model from Other Source-Original,Breakfast Delivery Model from Campaign Tracking Data-Original,Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,Universal Free (Y/N),Provision 3 (Y/N),Provision 1 (Y/N),School Level-Original,Street Address-Line 2,State-Physical,Street Address-Line 1,City,Zip Code,County,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid
2018,3,,,,,,,18.5,18.5,,,0063,NH,SY17-18,3/1/2018,Wilton SAU Office,,,,,,,,,,,,,,,,,NH@000@0063,40.108108108,742,78.378378378,1450,,,,,,,,18.5,,,,,,,,,57 School Road,Wilton,3086,Hillsborough,1122,328,1920,567,175,431
2017,11,,,,,,,18.5,18.5,,,0083,NH,SY17-18,11/1/2017,Fremont SAU Office,,,,,,,,,,,,,,,,,NH@000@0083,12.054054054,223,29.891891892,553,,,,,,,,18.5,,,,,,,,,432 Main Street,Fremont,3044,Rockingham,327,226,2122,136,87,321
2017,10,,,,,,,18.5,18.5,,,0008,NH,SY17-18,10/1/2017,Concord SAU Office,,,,,,,,,,,,,,,,,NH@000@0008,566.432432432,10479,1184.918918919,21921,,,,,,,,18.5,,,,,,,,,38 Liberty Street,Concord,3301,Merrimack,19365,2556,14029,9726,753,1227
2018,3,,,,,,,18.5,18.5,,,0072,NH,SY17-18,3/1/2018,Alton SAU Office,,,,,,,,,,,,,,,,,NH@000@0072,44.054054054,815,88.270270270,1633,,,,,,,,18.5,,,,,,,,,252 Suncook Valley Road,Alton,3809,Belknap,1552,81,2292,812,3,183
2018,6,,,,,,,18.5,18.5,,,0019,NH,SY17-18,6/1/2018,Goffstown SAU Office,,,,,,,,,,,,,,,,,NH@000@0019,74.756756757,1383,245.243243243,4537,,,,,,,,18.5,,,,,,,,,11 School Street,Goffstown,3045,Hillsborough,3331,1206,12902,1101,282,1509
2018,2,,,,,,,18.5,18.5,,,0027,NH,SY17-18,2/1/2018,Litchfield SAU Office,,,,,,,,,,,,,,,,,NH@000@0027,6.378378378,118,62.486486486,1156,,,,,,,,18.5,,,,,,,,,1 Highlander Court,Litchfield,3052,Hillsborough,970,186,5322,92,26,106
2017,10,,,,,,,18.5,18.5,,,0062,NH,SY17-18,10/1/2017,Mascoma Valley SAU Office,,,,,,,,,,,,,,,,,NH@000@0062,222,4107,306.486486486,5670,,,,,,,,18.5,,,,,,,,,PO Box 789,Enfield,3748,Grafton,4738,932,5092,3587,520,1285
2018,2,,,,,,,18.5,18.5,,,0046,NH,SY17-18,2/1/2018,Merrimack Valley SAU Office,,,,,,,,,,,,,,,,,NH@000@0046,179.351351351,3318,444.810810811,8229,,,,,,,,18.5,,,,,,,,,105 Community Drive,Penacook,3216,Merrimack,6630,1599,11394,2857,461,1272
2018,3,,,,,,,18.5,18.5,,,0029,NH,SY17-18,3/1/2018,Keene SAU Office,,,,,,,,,,,,,,,,,NH@000@0029,545.837837838,10098,817.891891892,15131,,,,,,,,18.5,,,,,,,,,193 Maple Street,Keene,3431,Cheshire,12348,2783,11548,8504,1594,4081
2017,9,,,,,,,18.5,18.5,,,0028,NH,SY17-18,9/1/2017,Pelham SAU Office,,,,,,,,,,,,,,,,,NH@000@0028,10.054054054,186,140,2590,,,,,,,,18.5,,,,,,,,,59a Marsh Road,Pelham,3076,Hillsborough,1830,760,13883,151,35,410
2017,11,,,,,,,18.5,18.5,,,0836,NH,SY17-18,11/1/2017,Cedarcrest Inc,,,,,,,,,,,,,,,,,NH@000@0836,30.270270270,560,30.270270270,560,,,,,,,,18.5,,,,,,,,,91 Maple Avenue,Keene,3431,Cheshire,560,0,52,560,0,32
2017,9,,,,,,,18.5,18.5,,,0035,NH,SY17-18,9/1/2017,SAU #35 Office,,,,,,,,,,,,,,,,,NH@000@0035,98.324324324,1819,208.162162162,3851,,,,,,,,18.5,,,,,,,,,"260 Cottage Street, Suite C",Littleton,3574,Grafton,3049,802,3607,1482,337,717
2018,4,,,,,,,18.5,18.5,,,0045,NH,SY17-18,4/1/2018,Moultonborough SAU Office,,,,,,,,,,,,,,,,,NH@000@0045,41.945945946,776,73.729729730,1364,,,,,,,,18.5,,,,,,,,,P O Box 419,Moultonborough,3254,Carroll,1105,259,1712,663,113,435
2018,4,,,,,,,18.5,18.5,,,0013,NH,SY17-18,4/1/2018,Tamworth SAU Office,,,,,,,,,,,,,,,,,NH@000@0013,43.783783784,810,109.945945946,2034,,,,,,,,18.5,,,,,,,,,881a Tamworth RD,Tamworth,3849,Carroll,1554,480,1085,632,178,158
2018,1,,,,,,,18.5,18.5,,,0090,NH,SY17-18,1/1/2018,Hampton SAU Office,,,,,,,,,,,,,,,,,NH@000@0090,75.135135135,1390,141.081081081,2610,,,,,,,,18.5,,,,,,,,,7 Scott Road,Hampton,3842,Rockingham,2249,361,6665,1239,151,1139
2017,10,,,,,,,18.5,18.5,,,0043,NH,SY17-18,10/1/2017,Newport SAU Office,,,,,,,,,,,,,,,,,NH@000@0043,136.702702703,2529,318.216216216,5887,,,,,,,,18.5,,,,,,,,,86 N. Main Street,Newport,3773,Sullivan,4942,945,2623,2144,385,597
2018,4,,,,,,,18.5,18.5,,,0593,NH,SY17-18,4/1/2018,Webster House,,,,,,,,,,,,,,,,,NH@000@0593,22.648648649,419,11.297297297,209,,,,,,,,18.5,,,,,,,,,135 Webster Street,Manchester,3104,Hillsborough,209,0,0,419,0,0
2018,5,,,,,,,18.5,18.5,,,0528,NH,SY17-18,5/1/2018,Monarch School of New England,,,,,,,,,,,,,,,,,NH@000@0528,,,21.027027027,389,,,,,,,,18.5,,,,,,,,,PO Box 1921,Rochester,3866,Strafford,351,38,349,,,
2017,9,,,,,,,18.5,18.5,,,0013,NH,SY17-18,9/1/2017,Tamworth SAU Office,,,,,,,,,,,,,,,,,NH@000@0013,33.567567568,621,124.864864865,2310,,,,,,,,18.5,,,,,,,,,881a Tamworth RD,Tamworth,3849,Carroll,1877,433,1214,515,106,335
2018,6,,,,,,,18.5,18.5,,,0057,NH,SY17-18,6/1/2018,Salem SAU Office,,,,,,,,,,,,,,,,,NH@000@0057,146.324324324,2707,224.648648649,4156,,,,,,,,18.5,,,,,,,,,38 Geremonty Drive,Salem,3079,Rockingham,3345,811,11654,2498,209,2088
2017,10,,,,,,,18.5,18.5,,,0593,NH,SY17-18,10/1/2017,Webster House,,,,,,,,,,,,,,,,,NH@000@0593,26.324324324,487,12.108108108,224,,,,,,,,18.5,,,,,,,,,135 Webster Street,Manchester,3104,Hillsborough,224,0,0,487,0,0
2017,8,,,,,,,18.5,18.5,,,0075,NH,SY17-18,8/1/2017,Grantham SAU Office,,,,,,,,,,,,,,,,,NH@000@0075,0.702702703,13,1.243243243,23,,,,,,,,18.5,,,,,,,,,300 RT 10S,Grantham,3753,Sullivan,23,0,87,13,0,42
2018,5,,,,,,,18.5,18.5,,,0009,NH,SY17-18,5/1/2018,Conway SAU Office,,,,,,,,,,,,,,,,,NH@000@0009,183.945945946,3403,509.891891892,9433,,,,,,,,18.5,,,,,,,,,176A Main Street,Conway,3860,Carroll,7668,1765,5474,2899,504,789
2018,4,,,,,,,18.5,18.5,,,0037,NH,SY17-18,4/1/2018,Manchester SAU Office,,,,,,,,,,,,,,,,,NH@000@0037,1899.081081081,35133,4686.270270270,86696,,,,,,,,18.5,,,,,,,,,195 McGregor Street Suite 201,Manchester,3102,Hillsborough,80644,6052,22531,33409,1724,3732
2018,2,,,,,,,18.5,18.5,,,0003,NH,SY17-18,2/1/2018,Berlin SAU Office,,,,,,,,,,,,,,,,,NH@000@0003,203.891891892,3772,410.054054054,7586,,,,,,,,18.5,,,,,,,,,183 Hillside Ave,Berlin,3570,Coos,7027,559,3837,3566,206,629
2018,4,,,,,,,18.5,18.5,,,0044,NH,SY17-18,4/1/2018,Northwood SAU Office,,,,,,,,,,,,,,,,,NH@000@0044,46.702702703,864,109.405405405,2024,,,,,,,,18.5,,,,,,,,,23A Mountain Avenue,Northwood,3261,Rockingham,1645,379,6473,786,78,1061
2018,2,,,,,,,18.5,18.5,,,0054,NH,SY17-18,2/1/2018,Rochester SAU Office,,,,,,,,,,,,,,,,,NH@000@0054,499.945945946,9249,1145.837837838,21198,,,,,,,,18.5,,,,,,,,,150 Wakefield Street   Suite 8,Rochester,3867,Strafford,19143,2055,13429,8448,801,4196
2017,11,,,,,,,18.5,18.5,,,0062,NH,SY17-18,11/1/2017,Mascoma Valley SAU Office,,,,,,,,,,,,,,,,,NH@000@0062,199.135135135,3684,265.891891892,4919,,,,,,,,18.5,,,,,,,,,PO Box 789,Enfield,3748,Grafton,4038,881,4861,3243,441,1242
2017,12,,,,,,,18.5,18.5,,,0065,NH,SY17-18,12/1/2017,Kearsarge Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0065,93.297297297,1726,168.864864865,3124,,,,,,,,18.5,,,,,,,,,114 Cougar Court,New London,3257,Merrimack,2660,464,5027,1592,134,1282
2017,12,,,,,,,18.5,18.5,,,0002,NH,SY17-18,12/1/2017,Inter-Lakes Cooperative SAU Office,,,,,,,,,,,,,,,,,NH@000@0002,108.918918919,2015,235.675675676,4360,,,,,,,,18.5,,,,,,,,,"103 Main St, Suite #2",Meredith,3217,Grafton,3847,513,4256,1819,196,632
2018,1,,,,,,,18.5,18.5,,,0003,NH,SY17-18,1/1/2018,Berlin SAU Office,,,,,,,,,,,,,,,,,NH@000@0003,233.351351351,4317,515.297297297,9533,,,,,,,,18.5,,,,,,,,,183 Hillside Ave,Berlin,3570,Coos,8773,760,4951,4049,268,724
2018,5,,,,,,,18.5,18.5,,,0585,NH,SY17-18,5/1/2018,Orion House,,,,,,,,,,,,,,,,,NH@000@0585,40.324324324,746,27.189189189,503,,,,,,,,18.5,,,,,,,,,139 Elm St,Newport,3773,Sullivan,503,0,213,746,0,211
2017,12,,,,,,,18.5,18.5,,,0068,NH,SY17-18,12/1/2017,Lincoln-Woodstock SAU Office,,,,,,,,,,,,,,,,,NH@000@0068,51.783783784,958,62.540540541,1157,,,,,,,,18.5,,,,,,,,,PO Box 846,Lincoln,3251,Grafton,927,230,1047,848,110,257
2018,2,,,,,,,18.5,18.5,,,0593,NH,SY17-18,2/1/2018,Webster House,,,,,,,,,,,,,,,,,NH@000@0593,17.729729730,328,8.540540541,158,,,,,,,,18.5,,,,,,,,,135 Webster Street,Manchester,3104,Hillsborough,158,0,0,328,0,0
2017,12,,,,,,,18.5,18.5,,,0069,NH,SY17-18,12/1/2017,Middleton SAU,,,,,,,,,,,,,,,,,NH@000@0069,18.270270270,338,31.459459459,582,,,,,,,,18.5,,,,,,,,,c/o Gov Wentworth School Dist,Wolfeboro,3894,Carroll,565,17,643,331,7,143
2018,6,,,,,,,18.5,18.5,,,0013,NH,SY17-18,6/1/2018,Tamworth SAU Office,,,,,,,,,,,,,,,,,NH@000@0013,41.837837838,774,94.810810811,1754,,,,,,,,18.5,,,,,,,,,881a Tamworth RD,Tamworth,3849,Carroll,1378,376,1007,621,153,214
2017,11,,,,,,,18.5,18.5,,,0024,NH,SY17-18,11/1/2017,Henniker SAU Office,,,,,,,,,,,,,,,,,NH@000@0024,119.675675676,2214,272.648648649,5044,,,,,,,,18.5,,,,,,,,,258 Western Ave,Henniker,3281,Hillsborough,4264,780,10710,2012,202,1709
2017,12,,,,,,,18.5,18.5,,,0046,NH,SY17-18,12/1/2017,Merrimack Valley SAU Office,,,,,,,,,,,,,,,,,NH@000@0046,179.513513514,3321,403.729729730,7469,,,,,,,,18.5,,,,,,,,,105 Community Drive,Penacook,3216,Merrimack,6042,1427,11113,2827,494,1601
2018,2,,,,,,,18.5,18.5,,,0025,NH,SY17-18,2/1/2018,Bedford SAU Office,,,,,,,,,,,,,,,,,NH@000@0025,12.864864865,238,120.918918919,2237,,,,,,,,18.5,,,,,,,,,103 County Road,Bedford,3110,Hillsborough,1882,355,29345,196,42,933
2018,1,,,,,,,18.5,18.5,,,0100,NH,SY17-18,1/1/2018,Cornish SAU Office,,,,,,,,,,,,,,,,,NH@000@0100,4.270270270,79,13.459459459,249,,,,,,,,18.5,,,,,,,,,PO BOX 358,Cornish,3745,Sullivan,222,27,436,70,9,111
2017,10,,,,,,,18.5,18.5,,,0080,NH,SY17-18,10/1/2017,Shaker Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0080,117.027027027,2165,297.243243243,5499,,,,,,,,18.5,,,,,,,,,58 School Street,Belmont,3220,Belknap,4598,901,5559,1931,234,909
2017,10,,,,,,,18.5,18.5,,,0095,NH,SY17-18,10/1/2017,Windham SAU Office,,,,,,,,,,,,,,,,,NH@000@0095,9.621621622,178,59.081081081,1093,,,,,,,,18.5,,,,,,,,,19 Haverhill Road,Windham,3087,Rockingham,847,246,14454,157,21,409
2018,3,,,,,,,18.5,18.5,,,0048,NH,SY17-18,3/1/2018,Plymouth SAU Office,,,,,,,,,,,,,,,,,NH@000@0048,200.108108108,3702,418.594594595,7744,,,,,,,,18.5,,,,,,,,,47 Old Ward Bridge Rd.,Plymouth,3264,Grafton,6635,1109,6973,3293,409,1235
2017,9,,,,,,,18.5,18.5,,,0092,NH,SY17-18,9/1/2017,Hinsdale SAU Office,,,,,,,,,,,,,,,,,NH@000@0092,85.135135135,1575,215.297297297,3983,,,,,,,,18.5,,,,,,,,,49 School Street,Hinsdale,3451,Cheshire,3440,543,2624,1371,204,541
2017,8,,,,,,,18.5,18.5,,,0081,NH,SY17-18,8/1/2017,Hudson SAU Office,,,,,,,,,,,,,,,,,NH@000@0081,8,148,60.162162162,1113,,,,,,,,18.5,,,,,,,,,20 Library Street,Hudson,3051,Hillsborough,903,210,3085,117,31,168
2018,3,,,,,,,18.5,18.5,,,0039,NH,SY17-18,3/1/2018,Amherst SAU Office,,,,,,,,,,,,,,,,,NH@000@0039,23.459459459,434,83.297297297,1541,,,,,,,,18.5,,,,,,,,,1 School Street,Amherst,3031,Hillsborough,1271,270,8281,384,50,1090
2018,3,,,,,,,18.5,18.5,,,0035,NH,SY17-18,3/1/2018,SAU #35 Office,,,,,,,,,,,,,,,,,NH@000@0035,115.837837838,2143,207.189189189,3833,,,,,,,,18.5,,,,,,,,,"260 Cottage Street, Suite C",Littleton,3574,Grafton,3144,689,3696,1832,311,1065
2018,6,,,,,,,18.5,18.5,,,0062,NH,SY17-18,6/1/2018,Mascoma Valley SAU Office,,,,,,,,,,,,,,,,,NH@000@0062,158.054054054,2924,201.837837838,3734,,,,,,,,18.5,,,,,,,,,PO Box 789,Enfield,3748,Grafton,3266,468,2702,2659,265,704
2018,1,,,,,,,18.5,18.5,,,0083,NH,SY17-18,1/1/2018,Fremont SAU Office,,,,,,,,,,,,,,,,,NH@000@0083,11.837837838,219,34.378378378,636,,,,,,,,18.5,,,,,,,,,432 Main Street,Fremont,3044,Rockingham,399,237,2340,148,71,406
2017,10,,,,,,,18.5,18.5,,,0092,NH,SY17-18,10/1/2017,Hinsdale SAU Office,,,,,,,,,,,,,,,,,NH@000@0092,97.729729730,1808,231.621621622,4285,,,,,,,,18.5,,,,,,,,,49 School Street,Hinsdale,3451,Cheshire,3683,602,2836,1551,257,674
2017,12,,,,,,,18.5,18.5,,,0023,NH,SY17-18,12/1/2017,Haverhill Cooperative SAU Office,,,,,,,,,,,,,,,,,NH@000@0023,50.486486486,934,182.054054054,3368,,,,,,,,18.5,,,,,,,,,2975 Dartmouth College Hwy,Haverhill,3785,Grafton,2711,657,2665,790,144,338
2018,1,,,,,,,18.5,18.5,,,0035,NH,SY17-18,1/1/2018,SAU #35 Office,,,,,,,,,,,,,,,,,NH@000@0035,109.783783784,2031,219.837837838,4067,,,,,,,,18.5,,,,,,,,,"260 Cottage Street, Suite C",Littleton,3574,Grafton,3333,734,4030,1706,325,1000
2017,9,,,,,,,18.5,18.5,,,0041,NH,SY17-18,9/1/2017,Hollis-Brookline SAU Office,,,,,,,,,,,,,,,,,NH@000@0041,12.054054054,223,67.675675676,1252,,,,,,,,18.5,,,,,,,,,4 Lund Lane,Hollis,3049,Hillsborough,883,369,13461,152,71,511
2018,3,,,,,,,18.5,18.5,,,0011,NH,SY17-18,3/1/2018,Dover SAU Office,,,,,,,,,,,,,,,,,NH@000@0011,223.405405405,4133,672.216216216,12436,,,,,,,,18.5,,,,,,,,,McConnell Center,Dover,3820,Strafford,10143,2293,18657,3689,444,1375
2017,8,,,,,,,18.5,18.5,,,0074,NH,SY17-18,8/1/2017,Barrington SAU Office,,,,,,,,,,,,,,,,,NH@000@0074,0.702702703,13,7.729729730,143,,,,,,,,18.5,,,,,,,,,572 Calef HWY,Barrington,3825,Strafford,123,20,330,12,1,1
2017,10,,,,,,,18.5,18.5,,,0075,NH,SY17-18,10/1/2017,Grantham SAU Office,,,,,,,,,,,,,,,,,NH@000@0075,10.810810811,200,14.702702703,272,,,,,,,,18.5,,,,,,,,,300 RT 10S,Grantham,3753,Sullivan,222,50,1023,177,23,613
2018,3,,,,,,,18.5,18.5,,,0061,NH,SY17-18,3/1/2018,Farmington SAU Office,,,,,,,,,,,,,,,,,NH@000@0061,213.729729730,3954,264.540540541,4894,,,,,,,,18.5,,,,,,,,,35 School Street,Farmington,3835,Strafford,4222,672,2333,3693,261,517
2017,9,,,,,,,18.5,18.5,,,0586,NH,SY17-18,9/1/2017,Pike School,,,,,,,,,,,,,,,,,NH@000@0586,105.513513514,1952,105.513513514,1952,,,,,,,,18.5,,,,,,,,,231 NH Rt 10,Orford,3264,Grafton,1952,0,46,1952,0,0
2017,10,,,,,,,18.5,18.5,,,0058,NH,SY17-18,10/1/2017,Northumberland SAU Office,,,,,,,,,,,,,,,,,NH@000@0058,102.432432432,1895,179.459459459,3320,,,,,,,,18.5,,,,,,,,,15 Preble Street,Groveton,3582,Coos,2841,479,1652,1647,248,728
2018,5,,,,,,,18.5,18.5,,,0010,NH,SY17-18,5/1/2018,Derry Cooperative SAU Office,,,,,,,,,,,,,,,,,NH@000@0010,299.621621622,5543,732.486486486,13551,,,,,,,,18.5,,,,,,,,,Derry Cooperative School District,Derry,3038,Rockingham,10666,2885,24842,4523,1020,5699
2018,4,,,,,,,18.5,18.5,,,0036,NH,SY17-18,4/1/2018,White Mountains Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0036,105.513513514,1952,276.216216216,5110,,,,,,,,18.5,,,,,,,,,14 King Square,Whitefield,3598,Coos,3871,1239,3557,1538,414,425
2018,1,,,,,,,18.5,18.5,,,0063,NH,SY17-18,1/1/2018,Wilton SAU Office,,,,,,,,,,,,,,,,,NH@000@0063,46.594594595,862,80.216216216,1484,,,,,,,,18.5,,,,,,,,,57 School Road,Wilton,3086,Hillsborough,1182,302,1945,732,130,347
2018,2,,,,,,,18.5,18.5,,,0048,NH,SY17-18,2/1/2018,Plymouth SAU Office,,,,,,,,,,,,,,,,,NH@000@0048,168.486486486,3117,358.702702703,6636,,,,,,,,18.5,,,,,,,,,47 Old Ward Bridge Rd.,Plymouth,3264,Grafton,5685,951,6243,2807,310,1065
2018,1,,,,,,,18.5,18.5,,,0005,NH,SY17-18,1/1/2018,Oyster River SAU Office,,,,,,,,,,,,,,,,,NH@000@0005,24.324324324,450,92.324324324,1708,,,,,,,,18.5,,,,,,,,,36 Coe Drive,Durham,3824,Strafford,1293,415,10575,365,85,1105
2018,2,,,,,,,18.5,18.5,,,0028,NH,SY17-18,2/1/2018,Pelham SAU Office,,,,,,,,,,,,,,,,,NH@000@0028,27.621621622,511,102.918918919,1904,,,,,,,,18.5,,,,,,,,,59a Marsh Road,Pelham,3076,Hillsborough,1390,514,13184,409,102,950
2017,8,,,,,,,18.5,18.5,,,0084,NH,SY17-18,8/1/2017,Littleton SAU Office,,,,,,,,,,,,,,,,,NH@000@0084,15.243243243,282,34.918918919,646,,,,,,,,18.5,,,,,,,,,65 Maple Street,Littleton,3561,Grafton,575,71,330,245,37,58
2017,11,,,,,,,18.5,18.5,,,0051,NH,SY17-18,11/1/2017,Pittsfield SAU Office,,,,,,,,,,,,,,,,,NH@000@0051,96.324324324,1782,183.351351351,3392,,,,,,,,18.5,,,,,,,,,23 Oneida Street  Unit 1,Pittsfield,3263,Merrimack,2866,526,1681,1605,177,559
2018,4,,,,,,,18.5,18.5,,,0087,NH,SY17-18,4/1/2018,Mascenic Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0087,169.081081081,3128,208.432432432,3856,,,,,,,,18.5,,,,,,,,,16 School Street,Greenville,3071,Hillsborough,3217,639,2856,2825,303,441
2018,2,,,,,,,18.5,18.5,,,0090,NH,SY17-18,2/1/2018,Hampton SAU Office,,,,,,,,,,,,,,,,,NH@000@0090,75.297297297,1393,136.648648649,2528,,,,,,,,18.5,,,,,,,,,7 Scott Road,Hampton,3842,Rockingham,2185,343,6067,1251,142,1072
2018,6,,,,,,,18.5,18.5,,,0064,NH,SY17-18,6/1/2018,Milton SAU Office,,,,,,,,,,,,,,,,,NH@000@0064,30.108108108,557,78.378378378,1450,,,,,,,,18.5,,,,,,,,,20 School St.,Milton,3851,Strafford,1210,240,1336,451,106,225
2018,6,,,,,,,18.5,18.5,,,0079,NH,SY17-18,6/1/2018,Gilmanton SAU Office,,,,,,,,,,,,,,,,,NH@000@0079,7.729729730,143,31.081081081,575,,,,,,,,18.5,,,,,,,,,1386 NH Rte 140,Gilmanton Iron Works,3837,Belknap,481,94,1485,119,24,200
2017,12,,,,,,,18.5,18.5,,,0081,NH,SY17-18,12/1/2017,Hudson SAU Office,,,,,,,,,,,,,,,,,NH@000@0081,102.162162162,1890,292.648648649,5414,,,,,,,,18.5,,,,,,,,,20 Library Street,Hudson,3051,Hillsborough,3993,1421,18055,1357,533,2914
2017,11,,,,,,,18.5,18.5,,,0054,NH,SY17-18,11/1/2017,Rochester SAU Office,,,,,,,,,,,,,,,,,NH@000@0054,488.216216216,9032,1173.891891892,21717,,,,,,,,18.5,,,,,,,,,150 Wakefield Street   Suite 8,Rochester,3867,Strafford,19764,1953,15044,8253,779,4271
2018,1,,,,,,,18.5,18.5,,,0018,NH,SY17-18,1/1/2018,Franklin SAU Office,,,,,,,,,,,,,,,,,NH@000@0018,163.081081081,3017,400.972972973,7418,,,,,,,,18.5,,,,,,,,,119 Central Street,Franklin,3235,Merrimack,6551,867,2797,2711,306,463
2017,11,,,,,,,18.5,18.5,,,0079,NH,SY17-18,11/1/2017,Gilmanton SAU Office,,,,,,,,,,,,,,,,,NH@000@0079,8.540540541,158,35.513513514,657,,,,,,,,18.5,,,,,,,,,1386 NH Rte 140,Gilmanton Iron Works,3837,Belknap,495,162,2062,132,26,236
2018,3,,,,,,,18.5,18.5,,,0027,NH,SY17-18,3/1/2018,Litchfield SAU Office,,,,,,,,,,,,,,,,,NH@000@0027,6.864864865,127,66.108108108,1223,,,,,,,,18.5,,,,,,,,,1 Highlander Court,Litchfield,3052,Hillsborough,1009,214,5895,107,20,130
2018,5,,,,,,,18.5,18.5,,,0064,NH,SY17-18,5/1/2018,Milton SAU Office,,,,,,,,,,,,,,,,,NH@000@0064,52.432432432,970,141.567567568,2619,,,,,,,,18.5,,,,,,,,,20 School St.,Milton,3851,Strafford,2174,445,2578,804,166,423
2017,12,,,,,,,18.5,18.5,,,0020,NH,SY17-18,12/1/2017,Gorham SAU Office,,,,,,,,,,,,,,,,,NH@000@0020,64.864864865,1200,93.405405405,1728,,,,,,,,18.5,,,,,,,,,123 Main Street,Gorham,3581,Coos,1491,237,2544,1105,95,395
2017,9,,,,,,,18.5,18.5,,,0773,NH,SY17-18,9/1/2017,NFI North Inc,,,,,,,,,,,,,,,,,NH@000@0773,21.783783784,403,19.243243243,356,,,,,,,,18.5,,,,,,,,,PO Box 417,Contoocook,3583,Coos,356,0,12,403,0,0
2017,10,,,,,,,18.5,18.5,,,0037,NH,SY17-18,10/1/2017,Manchester SAU Office,,,,,,,,,,,,,,,,,NH@000@0037,2274.702702703,42082,5861.459459459,108437,,,,,,,,18.5,,,,,,,,,195 McGregor Street Suite 201,Manchester,3102,Hillsborough,99704,8733,29231,39820,2262,4905
2018,5,,,,,,,18.5,18.5,,,0586,NH,SY17-18,5/1/2018,Pike School,,,,,,,,,,,,,,,,,NH@000@0586,116.918918919,2163,116.432432432,2154,,,,,,,,18.5,,,,,,,,,231 NH Rt 10,Orford,3264,Grafton,2154,0,69,2163,0,0
2018,2,,,,,,,18.5,18.5,,,0077,NH,SY17-18,2/1/2018,Monroe SAU Office,,,,,,,,,,,,,,,,,NH@000@0077,10.324324324,191,17.621621622,326,,,,,,,,18.5,,,,,,,,,PO Box 130,Monroe,3771,Grafton,264,62,649,158,33,48
2018,5,,,,,,,18.5,18.5,,,0506,NH,SY17-18,5/1/2018,Pine Haven Boys School,,,,,,,,,,,,,,,,,NH@000@0506,29.837837838,552,29.837837838,552,,,,,,,,18.5,,,,,,,,,PO Box 162,Allenstown,3275,Merrimack,552,0,0,552,0,0
2017,9,,,,,,,18.5,18.5,,,0073,NH,SY17-18,9/1/2017,Gilford SAU Office,,,,,,,,,,,,,,,,,NH@000@0073,60.216216216,1114,161.513513514,2988,,,,,,,,18.5,,,,,,,,,2 Belknap Mountain Rd.,Gilford,3249,Belknap,2490,498,6811,890,224,611
2018,5,,,,,,,18.5,18.5,,,0050,NH,SY17-18,5/1/2018,Greenland SAU Office,,,,,,,,,,,,,,,,,NH@000@0050,,,38.972972973,721,,,,,,,,18.5,,,,,,,,,48 Post Rd,Greenland,3840,Rockingham,666,55,6909,,,
2017,11,,,,,,,18.5,18.5,,,0075,NH,SY17-18,11/1/2017,Grantham SAU Office,,,,,,,,,,,,,,,,,NH@000@0075,12.216216216,226,14,259,,,,,,,,18.5,,,,,,,,,300 RT 10S,Grantham,3753,Sullivan,186,73,966,175,51,575
2017,8,,,,,,,18.5,18.5,,,0017,NH,SY17-18,8/1/2017,Sanborn Regional SAU Office,,,,,,,,,,,,,,,,,NH@000@0017,2.972972973,55,25.513513514,472,,,,,,,,18.5,,,,,,,,,17 Danville Road,Kingston,3848,Rockingham,405,67,1447,45,10,33
2018,2,,,,,,,18.5,18.5,,,0079,NH,SY17-18,2/1/2018,Gilmanton SAU Office,,,,,,,,,,,,,,,,,NH@000@0079,7.297297297,135,34.540540541,639,,,,,,,,18.5,,,,,,,,,1386 NH Rte 140,Gilmanton Iron Works,3837,Belknap,496,143,1946,103,32,178
2017,9,,,,,,,18.5,18.5,,,0836,NH,SY17-18,9/1/2017,Cedarcrest Inc,,,,,,,,,,,,,,,,,NH@000@0836,32.864864865,608,32.864864865,608,,,,,,,,18.5,,,,,,,,,91 Maple Avenue,Keene,3431,Cheshire,608,0,70,608,0,35
