Unique ID,School ID,District ID,County,School Name,District Name,State-Physical,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,School Level-Original,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Enrollment-Total,Claim Date,Operating Days-Lunch Only,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid
NV@002-321@002,002-321,002,Clark,Laughlin High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,4416,0,701,,,20,,,,,,,,,NV,5798,289.9,4416,220.8,,SY17-18,,257,0.862926031,Other,,,,,,,,6-12,,,257,386,9/1/2017,20,5798,0,921
NV@002-337@002,002-337,002,Clark,Lawrence Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,2334,577,190,,,20,,,,,,,,,NV,14557,727.85,2911,145.55,,SY17-18,,905,0.674366617,Middle,,,,,,,,6-8,704,201,905,1342,9/1/2017,20,11677,2880,2990
NV@002-341@002,002-341,002,Clark,Leavitt Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,2508,521,413,,,20,,,,,,,,,NV,9011,450.55,3029,151.45,,SY17-18,,709,0.432844933,Middle,,,,,,,,6-8,560,149,709,1638,9/1/2017,20,7448,1563,3657
NV@002-619@002,002-619,002,Clark,Legacy High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,5559,671,410,,,20,,,,,,,,,NV,15038,751.9,6230,311.5,,SY17-18,,1637,0.586528126,High,,,,,,,,9-12,1328,309,1637,2791,9/1/2017,20,12451,2587,1532
NV@002-428@002,002-428,002,Clark,Liberty High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,2193,572,232,,,20,,,,,,,,,NV,8387,419.35,2765,138.25,,SY17-18,,105,0.038057267,High,,,,,,,,9-12,798,252,105,2759,9/1/2017,20,6694,1693,1184
NV@002-331@002,002-331,002,Clark,Lied Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,1744,280,186,,,20,,,,,,,,,NV,8480,424,2024,101.2,,SY17-18,,535,0.589207048,Middle,,,,,,,,6-8,416,119,535,908,9/1/2017,20,6884,1596,1909
NV@002-222@002,002-222,002,Clark,Lincoln Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,6675,0,1123,,,20,,,,,,,,,NV,10639,531.95,6675,333.75,,SY17-18,,689,0.855981978,Primary,,,,,,,,PK-5,,,689,732,9/1/2017,20,10639,0,1790
NV@002-270@002,002-270,002,Clark,Long Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,11076,0,1894,,,20,,,,,,,,,NV,11285,564.25,11076,553.8,,SY17-18,,773,0.854018465,Primary,,,,,,,,PK-5,,,773,862,9/1/2017,20,11285,0,1929
NV@002-144@002,002-144,002,Clark,Lowman Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,13345,0,2282,,,20,,,,,,,,,NV,14070,703.5,13345,667.25,,SY17-18,,966,0.854021244,Primary,,,,,,,,PK-5,,,966,966,9/1/2017,20,14070,0,2405
NV@002-141@002,002-141,002,Clark,Lummis Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,293,114,149,,,20,,,,,,,,,NV,1552,77.6,407,20.35,,SY17-18,,119,0.234714004,Primary,,,,,,,,PK-5,100,19,119,507,9/1/2017,20,1224,328,1599
NV@002-103@002,002-103,002,Clark,Lundy Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,39,0,93,,,20,,,,,,,,,NV,16,0.8,39,1.95,,SY17-18,,3,0.1875,Primary,,,,,,,,PK-5,2,1,3,16,9/1/2017,20,16,0,126
NV@002-117@002,002-117,002,Clark,Lunt Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,8033,0,1373,,,20,,,,,,,,,NV,9663,483.15,8033,401.65,,SY17-18,,627,0.853999116,Primary,,,,,,,,PK-5,,,627,627,9/1/2017,20,9663,0,1652
NV@002-115@002,002-115,002,Clark,Lynch Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,10261,0,1796,,,20,,,,,,,,,NV,10062,503.1,10261,513.05,,SY17-18,,712,0.850981055,Primary,,,,,,,,PK-5,,,712,712,9/1/2017,20,10062,0,1762
NV@002-329@002,002-329,002,Clark,"Lyon, Mack Middle School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,707,122,48,,,20,,,,,,,,,NV,1472,73.6,829,41.45,,SY17-18,,125,0.307881773,Middle,,,,,,,,6-8,93,32,125,406,9/1/2017,20,1134,338,416
NV@002-277@002,002-277,002,Clark,Mack Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,1173,150,167,,,20,,,,,,,,,NV,3722,186.1,1323,66.15,,SY17-18,,291,0.492385787,Primary,,,,,,,,PK-5,237,54,291,591,9/1/2017,20,3088,634,1129
NV@002-356@002,002-356,002,Clark,"Mack, Jerome Middle School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,7455,0,1295,,,20,,,,,,,,,NV,15128,756.4,7455,372.75,,SY17-18,,1150,0.851993692,Middle,,,,,,,,6-8,,,1150,1238,9/1/2017,20,15128,0,2628
NV@002-217@002,002-217,002,Clark,Mackey Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,5467,1052,2190,,,20,,,,,,,,,NV,5474,273.7,6519,325.95,,SY17-18,,384,0.724528302,Primary,,,,,,,,PK-5,303,81,384,530,9/1/2017,20,4646,828,1010
NV@002-213@002,002-213,002,Clark,Manch Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,14566,0,2430,,,20,,,,,,,,,NV,14075,703.75,14566,728.3,,SY17-18,,1001,0.856977594,Primary,,,,,,,,PK-5,,,1001,1001,9/1/2017,20,14075,0,2349
NV@002-353@002,002-353,002,Clark,Mannion Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,1036,420,378,,,20,,,,,,,,,NV,6907,345.35,1456,72.8,,SY17-18,,487,0.312780989,Middle,,,,,,,,6-8,357,130,487,1557,9/1/2017,20,5003,1904,4578
NV@002-311@002,002-311,002,Clark,Martin Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,5635,328,468,,,20,,,,,,,,,NV,20309,1015.45,5963,298.15,,SY17-18,,1275,0.839920949,Middle,,,,,,,,6-8,1147,128,1275,1518,9/1/2017,20,18777,1532,912
NV@002-281@002,002-281,002,Clark,Martinez Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,5172,0,906,,,20,,,,,,,,,NV,9436,471.8,5172,258.6,,SY17-18,,689,0.851010101,Primary,,,,,,,,PK-5,,,689,689,9/1/2017,20,9436,0,1652
NV@002-073@002,002-073,002,Clark,Marzano Academy at Lomie Heard ES,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,8775,0,1335,,,20,,,,,,,,,NV,8972,448.6,8775,438.75,,SY17-18,,431,0.868034056,Primary,,,,,,,,PK-5,,,431,675,9/1/2017,20,8972,0,1364
NV@002-072@002,002-072,002,Clark,"Mathis, Dr. Berverly S ES",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,1551,293,420,,,20,,,,,,,,,NV,6176,308.8,1844,92.2,,SY17-18,,494,0.553191489,Primary,,,,,,,,PK-5,386,108,494,893,9/1/2017,20,4917,1259,2137
NV@002-132@002,002-132,002,Clark,May Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,1183,496,274,,,20,,,,,,,,,NV,4456,222.8,1679,83.95,,SY17-18,,313,0.515650741,Primary,,,,,,,,PK-5,236,77,313,607,9/1/2017,20,3427,1029,1698
NV@002-234@002,002-234,002,Clark,McCall Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,6406,0,1086,,,20,,,,,,,,,NV,6741,337.05,6406,320.3,,SY17-18,,386,0.855022831,Primary,,,,,,,,PK-5,,,386,386,9/1/2017,20,6741,0,1143
NV@002-249@002,002-249,002,Clark,McCaw Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,2292,580,487,,,20,,,,,,,,,NV,5555,277.75,2872,143.6,,SY17-18,,430,0.595567867,Primary,,,,,,,,PK-5,349,81,430,722,9/1/2017,20,4560,995,1187
NV@002-298@002,002-298,002,Clark,McDoniel Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,1186,0,196,,,20,,,,,,,,,NV,4467,223.35,1186,59.3,,SY17-18,,261,0.858048406,Primary,,,,,,,,PK-5,,,261,582,9/1/2017,20,4467,0,739
NV@002-113@002,002-113,002,Clark,McMillan Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,8703,0,1382,,,20,,,,,,,,,NV,7984,399.2,8703,435.15,,SY17-18,,511,0.862948552,Primary,,,,,,,,PK-5,,,511,615,9/1/2017,20,7984,0,1268
NV@002-218@002,002-218,002,Clark,McWilliams Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,10912,0,1881,,,20,,,,,,,,,NV,10300,515,10912,545.6,,SY17-18,,676,0.853002070,Primary,,,,,,,,PK-5,,,676,778,9/1/2017,20,10300,0,1775
NV@002-112@002,002-112,002,Clark,Mendoza Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,6947,978,1443,,,20,,,,,,,,,NV,9185,459.25,7925,396.25,,SY17-18,,667,0.817401961,Primary,,,,,,,,PK-5,580,87,667,816,9/1/2017,20,8041,1144,981
NV@002-917@002,002-917,002,Clark,Miley Achievement Center Elementary,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,352,0,53,,,20,,,,,,,,,NV,345,17.25,352,17.6,,SY17-18,,26,0.869017632,Primary,,,,,,,,PK-5,,,26,33,9/1/2017,20,345,0,52
NV@002-916@002,002-916,002,Clark,Miley Achievement Secondary,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,920,0,138,,,20,,,,,,,,,NV,898,44.9,920,46,,SY17-18,,77,0.870155039,Other,,,,,,,,6-12,,,77,83,9/1/2017,20,898,0,134
NV@002-338@002,002-338,002,Clark,"Miller, Bob Middle School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,582,197,180,,,20,,,,,,,,,NV,4525,226.25,779,38.95,,SY17-18,,326,0.193816885,Middle,,,,,,,,6-8,249,77,326,1682,9/1/2017,20,3509,1016,5677
NV@002-215@002,002-215,002,Clark,"Miller, John Elementary School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,359,0,54,,,20,,,,,,,,,NV,446,22.3,359,17.95,,SY17-18,,79,0.869395712,Primary,,,,,,,,PK-5,,,79,123,9/1/2017,20,446,0,67
NV@002-274@002,002-274,002,Clark,"Miller, Sandy Searles Elementary School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,2409,818,803,,,20,,,,,,,,,NV,7353,367.65,3227,161.35,,SY17-18,,507,0.724285714,Primary,,,,,,,,PK-5,395,112,507,700,9/1/2017,20,5889,1464,1180
NV@002-957@002,002-957,002,Clark,Mission High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,22,1,5,,,15,,,,,,,,,NV,71,4.176470588,23,1.533333333,,SY17-18,,19,0.863636364,Other,,,,,,,,6-12,14,5,19,22,9/1/2017,17,55,16,9
NV@002-250@002,002-250,002,Clark,Mitchell Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,682,0,115,,,20,,,,,,,,,NV,2703,135.15,682,34.1,,SY17-18,,169,0.855921469,Primary,,,,,,,,PK-5,,,169,337,9/1/2017,20,2703,0,455
NV@002-602@002,002-602,002,Clark,Moapa Valley High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,379,41,43,,,20,,,,,,,,,NV,627,31.35,420,21,,SY17-18,,112,0.218323587,High,,,,,,,,9-12,89,23,112,513,9/1/2017,20,560,67,139
NV@002-424@002,002-424,002,Clark,Mojave High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,10776,1381,1911,,,20,,,,,,,,,NV,22392,1119.6,12157,607.85,,SY17-18,,1898,0.7622,High,,,,,,,,9-12,1648,250,1898,2490.160062976,9/1/2017,20,19456,2936,1092
NV@002-333@002,002-333,002,Clark,Molasky Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,4415,575,972,,,20,,,,,,,,,NV,11283,564.15,4990,249.5,,SY17-18,,834,0.743978591,Middle,,,,,,,,6-8,709,125,834,1121,9/1/2017,20,9788,1495,1672
NV@002-343@002,002-343,002,Clark,Monaco Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,6047,0,1009,,,20,,,,,,,,,NV,18026,901.3,6047,302.35,,SY17-18,,1206,0.856993439,Middle,,,,,,,,6-8,,,1206,1264,9/1/2017,20,18026,0,3008
NV@002-282@002,002-282,002,Clark,Moore Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,9524,0,1615,,,20,,,,,,,,,NV,9825,491.25,9524,476.2,,SY17-18,,701,0.855016970,Primary,,,,,,,,PK-5,,,701,701,9/1/2017,20,9825,0,1666
NV@002-162@002,002-162,002,Clark,Morrow Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,1079,249,386,,,20,,,,,,,,,NV,3396,169.8,1328,66.4,,SY17-18,,302,0.446745562,Primary,,,,,,,,PK-5,231,71,302,676,9/1/2017,20,2619,777,1525
NV@002-228@002,002-228,002,Clark,Mountain View Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,7001,911,1084,,,20,,,,,,,,,NV,8107,405.35,7912,395.6,,SY17-18,,516,0.865771812,Primary,,,,,,,,PK-5,447,69,516,596,9/1/2017,20,7211,896,655
NV@002-170@002,002-170,002,Clark,Neal Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,2106,0,349,,,20,,,,,,,,,NV,6097,304.85,2106,105.3,,SY17-18,,336,0.858007318,Primary,,,,,,,,PK-5,,,336,708,9/1/2017,20,6097,0,1009
NV@002-625@002,002-625,002,Clark,Nevada Learning Academy at Clark County School District,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,0,0,0,,,0,,,,,,,,,NV,41,2.733333333,0,,,SY17-18,,37,0.255172414,Other,,,,,,,,6-12,28,9,37,145,9/1/2017,15,31,10,10
NV@002-146@002,002-146,002,Clark,Newton Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,1832,0,313,,,20,,,,,,,,,NV,5505,275.25,1832,91.6,,SY17-18,,277,0.854017996,Primary,,,,,,,,PK-5,,,277,721,9/1/2017,20,5505,0,941
NV@002-620@002,002-620,002,Clark,NW Career & Tech Ctr High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,898,280,125,,,20,,,,,,,,,NV,5784,289.2,1178,58.9,,SY17-18,,665,0.361216730,High,,,,,,,,9-12,417,248,665,1841,9/1/2017,20,3921,1863,1660
NV@002-322@002,002-322,002,Clark,O'Callaghan Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,5518,767,990,,,20,,,,,,,,,NV,16410,820.5,6285,314.25,,SY17-18,,112,0.080517613,Middle,,,,,,,,6-8,927,193,112,1391,9/1/2017,20,13813,2597,1241
NV@002-083@002,002-083,002,Clark,O'Roarke Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,617,73,384,,,20,,,,,,,,,NV,2276,113.8,690,34.5,,SY17-18,,225,0.274725275,Primary,,,,,,,,PK-5,178,47,225,819,9/1/2017,20,1817,459,2165
NV@002-283@002,002-283,002,Clark,Ober Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,850,95,395,,,20,,,,,,,,,NV,2818,140.9,945,47.25,,SY17-18,,278,0.358709677,Primary,,,,,,,,PK-5,229,49,278,775,9/1/2017,20,2389,429,1730
NV@002-312@002,002-312,002,Clark,Orr Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,7735,0,1344,,,20,,,,,,,,,NV,12591,629.55,7735,386.75,,SY17-18,,998,0.852009744,Middle,,,,,,,,6-8,,,998,998,9/1/2017,20,12591,0,2187
NV@002-425@002,002-425,002,Clark,Palo Verde High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,1540,329,320,,,20,,,,,,,,,NV,5280,264,1869,93.45,,SY17-18,,682,0.212726138,High,,,,,,,,9-12,557,125,682,3206,9/1/2017,20,4238,1042,2373
NV@002-232@002,002-232,002,Clark,Paradise Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,7378,0,1251,,,20,,,,,,,,,NV,7356,367.8,7378,368.9,,SY17-18,,538,0.854951185,Primary,,,,,,,,PK-5,,,538,538,9/1/2017,20,7356,0,1248
NV@002-216@002,002-216,002,Clark,Park Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,11494,0,1997,,,20,,,,,,,,,NV,10746,537.3,11494,574.7,,SY17-18,,800,0.851978118,Primary,,,,,,,,PK-5,,,800,801,9/1/2017,20,10746,0,1867
NV@002-110@002,002-110,002,Clark,Parson Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,Y,,,9,2017,,,3937,496,1274,,,20,,,,,,,,,NV,4185,209.25,4433,221.65,,SY17-18,,302,0.736585366,Primary,,,,,,,,PK-5,,,302,410,9/1/2017,20,3744,441,940
NV@002-091@002,002-091,002,Clark,Perkins Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,Y,,,9,2017,,,7373,1257,1784,,,20,,,,,,,,,NV,7841,392.05,8630,431.5,,SY17-18,,548,0.808259587,Primary,,,,,,,,PK-5,,,548,678,9/1/2017,20,6788,1053,876
NV@002-114@002,002-114,002,Clark,"Perkins, Ute Elementary School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,Y,,,9,2017,,,637,118,371,,,20,,,,,,,,,NV,1336,66.8,755,37.75,,SY17-18,,93,0.563636364,Primary,,,,,,,,PK-5,,,93,165,9/1/2017,20,1073,263,890
NV@002-289@002,002-289,002,Clark,"Petersen, Dean Elementary School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,13000,0,2258,,,20,,,,,,,,,NV,14048,702.4,13000,650,,SY17-18,,913,0.852013586,Primary,,,,,,,,PK-5,,,913,913,9/1/2017,20,14048,0,2440
NV@002-933@002,002-933,002,Clark,Peterson Behavior Center Jr/Sr High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,783,0,126,,,20,,,,,,,,,NV,917,45.85,783,39.15,,SY17-18,,86,0.861032864,Other,,,,,,,,6-12,,,86,86,9/1/2017,20,917,0,148
NV@002-145@002,002-145,002,Clark,Piggott Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,225,132,143,,,20,,,,,,,,,NV,2600,130,357,17.85,,SY17-18,,227,0.326149425,Primary,,,,,,,,PK-5,163,64,227,696,9/1/2017,20,1714,886,2022
NV@002-244@002,002-244,002,Clark,Pittman Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,Y,,,9,2017,,,7582,671,1062,,,20,,,,,,,,,NV,8346,417.3,8253,412.65,,SY17-18,,509,0.865646259,Primary,,,,,,,,PK-5,,,509,588,9/1/2017,20,7731,615,969
NV@002-253@002,002-253,002,Clark,Priest Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,Y,,,9,2017,,,8381,1507,2172,,,20,,,,,,,,,NV,8549,427.45,9888,494.4,,SY17-18,,565,0.759408602,Primary,,,,,,,,PK-5,,,565,744,9/1/2017,20,7240,1309,1532
NV@002-087@002,002-087,002,Clark,Rainbow Dreams Academy,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,2880,0,0,,,20,,,,,,,,,NV,3840,192,2880,144,,SY17-18,,275,1,Primary,,,,,,,,PK-5,,,275,275,9/1/2017,20,3840,0,0
NV@002-367@002,002-367,002,Clark,Rainbow Dreams Academy MS,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,517,0,0,,,20,,,,,,,,,NV,1271,63.55,517,25.85,,SY17-18,,78,1,Middle,,,,,,,,6-8,,,78,78,9/1/2017,20,1271,0,0
NV@002-403@002,002-403,002,Clark,Rancho High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,6862,837,1711,,,20,,,,,,,,,NV,22663,1133.15,7699,384.95,,SY17-18,,2198,0.672582619,High,,,,,,,,9-12,1963,235,2198,3268,9/1/2017,20,20467,2196,1180
NV@002-235@002,002-235,002,Clark,Red Rock Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,7032,0,932,,,20,,,,,,,,,NV,10837,541.85,7032,351.6,,SY17-18,,705,0.882995193,Primary,,,,,,,,PK-5,,,705,799,9/1/2017,20,10837,0,1436
NV@002-295@002,002-295,002,Clark,Reed Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,8615,0,1438,,,20,,,,,,,,,NV,8483,424.15,8615,430.75,,SY17-18,,613,0.856955248,Primary,,,,,,,,PK-5,,,613,631,9/1/2017,20,8483,0,1416
NV@002-084@002,002-084,002,Clark,Reedom Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,438,105,330,,,20,,,,,,,,,NV,2544,127.2,543,27.15,,SY17-18,,221,0.340523883,Primary,,,,,,,,PK-5,167,54,221,649,9/1/2017,20,1934,610,2206
NV@002-104@002,002-104,002,Clark,Reid Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,399,0,63,,,20,,,,,,,,,NV,403,20.15,399,19.95,,SY17-18,,25,0.862955032,Primary,,,,,,,,PK-5,,,25,25,9/1/2017,20,403,0,64
NV@002-160@002,002-160,002,Clark,Rhodes Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,703,148,304,,,20,,,,,,,,,NV,3171,158.55,851,42.55,,SY17-18,,259,0.409810127,Primary,,,,,,,,PK-5,213,46,259,632,9/1/2017,20,2700,471,2130
NV@002-194@002,002-194,002,Clark,Ries Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,1153,210,414,,,20,,,,,,,,,NV,5354,267.7,1363,68.15,,SY17-18,,405,0.444078947,Primary,,,,,,,,PK-5,312,93,405,912,9/1/2017,20,4129,1225,2667
NV@002-150@002,002-150,002,Clark,"Roberts, Aggie Elementary School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,Y,,N,,,9,2017,,,3342,0,571,,,20,,,,,,,,,NV,6540,327,3342,167.1,,SY17-18,,325,0.854008880,Primary,,,,,,,,PK-5,,,325,671,9/1/2017,20,6540,0,1118
NV@002-315@002,002-315,002,Clark,Robison Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,7309,670,575,,,20,,,,,,,,,NV,14962,748.1,7979,398.95,,SY17-18,,1002,0.888297872,Middle,,,,,,,,6-8,904,98,1002,1128,9/1/2017,20,13627,1335,457
NV@002-174@002,002-174,002,Clark,Rogers Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,1308,277,478,,,20,,,,,,,,,NV,5715,285.75,1585,79.25,,SY17-18,,452,0.477296727,Primary,,,,,,,,PK-5,352,100,452,947,9/1/2017,20,4550,1165,2704
NV@002-339@002,002-339,002,Clark,Rogich Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,N,,N,,,9,2017,,,337,122,231,,,20,,,,,,,,,NV,4045,202.25,459,22.95,,SY17-18,,324,0.176566757,Middle,,,,,,,,6-8,244,80,324,1835,9/1/2017,20,3000,1045,5352
