Unique ID,School ID,District ID,County,School Name,District Name,State-Physical,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,School Level-Original,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Enrollment-Total,Claim Date,Operating Days-Lunch Only,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid
NV@SD335@GD387,SD335,GD387,,Nellis Air Force Base Campus,Coral Academy of Science Las Vegas,,,,,,,,,,,,5,2018,,,34,134,4,,,18,,,,,,,,,NV,1094,60.777777778,168,9.333333333,,SY17-18,,,,,,,,,,,,,,,,,5/1/2018,18,467,627,145
NV@SD336@GD387,SD336,GD387,,Sandy Ridge Campus,Coral Academy of Science Las Vegas,,,,,,,,,,,,5,2018,,,0,0,0,,,0,,,,,,,,,NV,424,23.555555556,0,,,SY17-18,,,,,,,,,,,,,,,,,5/1/2018,18,318,106,228
NV@SD337@GD387,SD337,GD387,,Tamarus Campus,Coral Academy of Science Las Vegas,,,,,,,,,,,,5,2018,,,0,0,0,,,0,,,,,,,,,NV,411,22.833333333,0,,,SY17-18,,,,,,,,,,,,,,,,,5/1/2018,18,218,193,209
NV@SD338@GD387,SD338,GD387,,Windmill Campus,Coral Academy of Science Las Vegas,,,,,,,,,,,,5,2018,,,0,0,0,,,0,,,,,,,,,NV,186,10.333333333,0,,,SY17-18,,,,,,,,,,,,,,,,,5/1/2018,18,111,75,297
NV@SD339@GD388,SD339,GD388,,Democracy Prep at Agassi Elementary,Democracy Prep,,,,,,,,,,,,5,2018,,,3485,269,903,,,22,,,,,,,,,NV,6084,289.714285714,3754,170.636363636,,SY17-18,,,,,,,,,,,,,,,,,5/1/2018,21,5624,460,1524
NV@SD340@GD388,SD340,GD388,,Democracy Prep at Agassi High,Democracy Prep,,,,,,,,,,,,5,2018,,,1030,118,329,,,22,,,,,,,,,NV,1064,48.363636364,1148,52.181818182,,SY17-18,,,,,,,,,,,,,,,,,5/1/2018,22,935,129,381
NV@SD341@GD388,SD341,GD388,,Democracy Prep at Agassi Middle,Democracy Prep,,,,,,,,,,,,5,2018,,,2140,357,473,,,22,,,,,,,,,NV,2177,98.954545455,2497,113.5,,SY17-18,,,,,,,,,,,,,,,,,5/1/2018,22,1885,292,383
NV@SD342@GD389,SD342,GD389,,Fire Mesa,Doral Academy of Nevada,,,,,,,,,,,,5,2018,,,0,0,0,,,0,,,,,,,,,NV,1488,93,0,,,SY17-18,,,,,,,,,,,,,,,,,5/1/2018,16,1026,462,1315
NV@003-504@003,003-504,003,Douglas,Aspire Academy High School,DOUGLAS COUNTY SCHOOL DIST,,,,,,,N,,N,,,5,2018,,,142,48,53,,,22,,,,,,,,,NV,441,20.045454545,190,8.636363636,,SY17-18,,29,0.371794872,High,,,,,,,,9-12,23,6,29,78,5/1/2018,22,327,114,215
NV@003-301@003,003-301,003,Douglas,Carson Valley Middle School,DOUGLAS COUNTY SCHOOL DIST,,,,,,,N,,N,,,5,2018,,,1137,79,279,,,22,,,,,,,,,NV,3028,137.636363636,1216,55.272727273,,SY17-18,,215,0.304964539,Middle,,,,,,,,6-8,172,43,215,705,5/1/2018,22,2554,474,1796
NV@003-501@003,003-501,003,Douglas,Douglas High School,DOUGLAS COUNTY SCHOOL DIST,,,,,,,N,,N,,,5,2018,,,996,209,305,,,22,,,,,,,,,NV,3395,154.318181818,1205,54.772727273,,SY17-18,,370,0.219584570,High,,,,,,,,9-12,282,88,370,1685,5/1/2018,22,2514,881,1493
NV@003-201@003,003-201,003,Douglas,Gardnerville Elementary School,DOUGLAS COUNTY SCHOOL DIST,,,,,,,N,,N,,,5,2018,,,744,48,140,,,22,,,,,,,,,NV,2437,110.772727273,792,36,,SY17-18,,147,0.377892031,Primary,,,,,,,,PK-5,121,26,147,389,5/1/2018,22,2007,430,1269
NV@003-206@003,003-206,003,Douglas,Jacks Valley Elementary School,DOUGLAS COUNTY SCHOOL DIST,,,,,,,N,,N,,,5,2018,,,1092,197,272,,,22,,,,,,,,,NV,2985,135.681818182,1289,58.590909091,,SY17-18,,191,0.446261682,Primary,,,,,,,,PK-5,146,45,191,428,5/1/2018,22,2413,572,1339
NV@003-205@003,003-205,003,Douglas,"Meneley, C.C. Elementary School",DOUGLAS COUNTY SCHOOL DIST,,,,,,,N,,N,,,5,2018,,,1145,82,121,,,22,,,,,,,,,NV,3818,173.545454545,1227,55.772727273,,SY17-18,,262,0.521912351,Primary,,,,,,,,PK-5,216,46,262,502,5/1/2018,22,3199,619,1445
NV@003-210@003,003-210,003,Douglas,Minden Elementary School,DOUGLAS COUNTY SCHOOL DIST,,,,,,,N,,N,,,5,2018,,,938,140,240,,,22,,,,,,,,,NV,2145,97.5,1078,49,,SY17-18,,131,0.321078431,Primary,,,,,,,,PK-5,109,22,131,408,5/1/2018,22,1713,432,1381
NV@003-302@003,003-302,003,Douglas,Pau-Wa-Lu Middle School,DOUGLAS COUNTY SCHOOL DIST,,,,,,,N,,N,,,5,2018,,,1286,163,263,,,22,,,,,,,,,NV,2981,135.5,1449,65.863636364,,SY17-18,,243,0.416809605,Middle,,,,,,,,6-8,187,56,243,583,5/1/2018,22,2452,529,1132
NV@003-209@003,003-209,003,Douglas,Pinon Hills Elementary School,DOUGLAS COUNTY SCHOOL DIST,,,,,,,N,,N,,,5,2018,,,0,0,0,,,22,,,,,,,,,NV,1124,51.090909091,0,0,,SY17-18,,64,0.201892744,Primary,,,,,,,,PK-5,47,17,64,317,5/1/2018,22,876,248,1669
NV@003-207@003,003-207,003,Douglas,Scarselli Elementary School,DOUGLAS COUNTY SCHOOL DIST,,,,,,,N,,N,,,5,2018,,,837,127,319,,,22,,,,,,,,,NV,2703,122.863636364,964,43.818181818,,SY17-18,,152,0.354312354,Primary,,,,,,,,PK-5,124,28,152,429,5/1/2018,22,2357,346,1989
NV@003-502@003,003-502,003,Douglas,Whittel High School,DOUGLAS COUNTY SCHOOL DIST,,,,,,,N,,N,,,5,2018,,,280,37,340,,,18,,,,,,,,,NV,404,22.444444444,317,17.611111111,,SY17-18,,39,0.201030928,Other,,,,,,,,7-12,30,9,39,194,5/1/2018,18,372,32,451
NV@003-202@003,003-202,003,Douglas,Zephyr Cove Elementary School,DOUGLAS COUNTY SCHOOL DIST,,,,,,,N,,N,,,5,2018,,,306,75,93,,,22,,,,,,,,,NV,1081,49.136363636,381,17.318181818,,SY17-18,,63,0.351955307,Primary,,,,,,,,PK-6,52,11,63,179,5/1/2018,22,949,132,611
NV@SD343@GD390,SD343,GD390,,Duckwater Shosone Elementary,DUCKWATER SHOSHONE ELEMENTARY SCHOOL,,,,,,,,,,,,5,2018,,,74,0,22,,,12,,,,,,,,,NV,74,6.166666667,74,6.166666667,,SY17-18,,,,,,,,,,,,,,,,,5/1/2018,12,74,0,22
NV@004-503@004,004-503,004,Elko,Adobe Middle School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,994,162,254,,,22,,,,,,,,,NV,2879,130.863636364,1156,52.545454545,320012000326,SY17-18,,225,0.341945289,Middle,,,,,,,,5-8,165,60,225,658,5/1/2018,22,2393,486,3106
NV@004-205@004,004-205,004,Elko,Carlin Elementary(was Combined),ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,739,63,153,,,22,,,,,,,,,NV,1556,74.095238095,802,36.454545455,320012000125,SY17-18,,85,0.425,Primary,,,,,,,,PK-6,74,11,85,200,5/1/2018,21,1397,159,1219
NV@004-601@004,004-601,004,Elko,Carlin High School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,19,0,4,,,22,,,,,,,,,NV,213,10.142857143,19,0.863636364,320012000568,SY17-18,,29,0.386666667,High,,,,,,,,9-12,26,3,29,75,5/1/2018,21,189,24,69
NV@004-501@004,004-501,004,Elko,Carlin Junior High School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,22,0,12,,,22,,,,,,,,,NV,220,10.476190476,22,1,320012000674,SY17-18,,26,0.433333333,Middle,,,,,,,,7-8,25,1,26,60,5/1/2018,21,202,18,167
NV@004-603@004,004-603,004,Elko,Elko High School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,0,0,0,,,0,,,,,,,,,NV,1051,47.772727273,0,,320012000130,SY17-18,,284,0.226656026,High,,,,,,,,9-12,231,53,284,1253,5/1/2018,22,914,137,744
NV@004-213@004,004-213,004,Elko,Flag View Intermediate,ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,1097,179,238,,,22,,,,,,,,,NV,4596,208.909090909,1276,58,320012000750,SY17-18,,276,0.393162393,Middle,,,,,,,,5-8,193,83,276,702,5/1/2018,22,3394,1202,2798
NV@004-202@004,004-202,004,Elko,Grammar #2 Elementary School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,459,22,194,,,22,,,,,,,,,NV,2070,94.090909091,481,21.863636364,320012000129,SY17-18,,128,0.386706949,Primary,,,,,,,,K-6,99,29,128,331,5/1/2018,22,1715,355,1820
NV@004-105@004,004-105,004,Elko,Jackpot Elementary (was Combined),ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,699,128,121,,,22,,,,,,,,,NV,957,43.5,827,37.590909091,320012000132,SY17-18,,54,0.805970149,Primary,,,,,,,,K-6,45,9,54,67,5/1/2018,22,772,185,214
NV@004-605@004,004-605,004,Elko,Jackpot High School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,245,49,13,,,22,,,,,,,,,NV,366,16.636363636,294,13.363636364,320012000579,SY17-18,,36,0.734693878,High,,,,,,,,9-12,30,6,36,49,5/1/2018,22,286,80,56
NV@004-505@004,004-505,004,Elko,Jackpot Junior High School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,240,1,4,,,22,,,,,,,,,NV,231,10.5,241,10.954545455,320012000692,SY17-18,,17,0.772727273,Middle,,,,,,,,7-8,14,3,17,22,5/1/2018,22,213,18,6
NV@004-209@004,004-209,004,Elko,Mountain View Elementary School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,0,0,0,,,0,,,,,,,,,NV,1875,85.227272727,0,,320012000349,SY17-18,,111,0.193043478,Primary,,,,,,,,K-6,84,27,111,575,5/1/2018,22,1455,420,3708
NV@004-203@004,004-203,004,Elko,Northside Elementary School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,1370,229,400,,,22,,,,,,,,,NV,3340,151.818181818,1599,72.681818182,320012000135,SY17-18,,182,0.422273782,Primary,,,,,,,,PK-6,137,45,182,431,5/1/2018,22,2604,736,1887
NV@004-206@004,004-206,004,Elko,Owyhee Elementary (was Combined),ELKO COUNTY SCHOOL DISTRICT,,,,,,,Y,,N,,,5,2018,,,1565,0,747,,,22,,,,,,,,,NV,2271,103.227272727,1565,71.136363636,320012000727,SY17-18,,128,0.676900149,Primary,,,,,,,,K-6,,,128,181,5/1/2018,22,2271,0,1084
NV@004-604@004,004-604,004,Elko,Owyhee High School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,Y,,N,,,5,2018,,,272,0,130,,,22,,,,,,,,,NV,510,23.181818182,272,12.363636364,320012000610,SY17-18,,45,0.677290837,High,,,,,,,,9-12,,,45,74,5/1/2018,22,510,0,243
NV@004-506@004,004-506,004,Elko,Owyhee Junior High School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,Y,,N,,,5,2018,,,262,0,125,,,22,,,,,,,,,NV,433,19.681818182,262,11.909090909,320012000684,SY17-18,,31,0.677621283,Middle,,,,,,,,7-8,,,31,46,5/1/2018,22,433,0,206
NV@004-211@004,004-211,004,Elko,Sage Elementary School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,0,0,0,,,0,,,,,,,,,NV,3098,140.818181818,0,,320012000385,SY17-18,,169,0.307832423,Primary,,,,,,,,K-5,132,37,169,549,5/1/2018,22,2425,673,3783
NV@004-204@004,004-204,004,Elko,Southside Elementary School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,1420,130,172,,,22,,,,,,,,,NV,6818,309.909090909,1550,70.454545455,320012000140,SY17-18,,380,0.566318927,Primary,,,,,,,,PK-6,303,77,380,671,5/1/2018,22,5613,1205,2211
NV@004-210@004,004-210,004,Elko,Spring Creek Elementary School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,0,0,0,,,0,,,,,,,,,NV,2155,97.954545455,0,,320012000350,SY17-18,,122,0.140715110,Primary,,,,,,,,K-5,76,46,122,867,5/1/2018,22,1448,707,5895
NV@004-606@004,004-606,004,Elko,Spring Creek High School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,0,0,0,,,0,,,,,,,,,NV,1471,66.863636364,0,,320012000330,SY17-18,,130,0.148911798,High,,,,,,,,9-12,88,42,130,873,5/1/2018,22,1153,318,4714
NV@004-504@004,004-504,004,Elko,Spring Creek Middle School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,0,0,0,,,0,,,,,,,,,NV,1940,88.181818182,0,,320012000464,SY17-18,,126,0.186943620,Middle,,,,,,,,6-8,76,50,126,674,5/1/2018,22,1222,718,4941
NV@004-207@004,004-207,004,Elko,Wells Elementary (was Combined),ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,265,15,179,,,22,,,,,,,,,NV,1270,57.727272727,280,12.727272727,320012000141,SY17-18,,67,0.380681818,Primary,,,,,,,,PK-6,57,10,67,176,5/1/2018,22,1114,156,1055
NV@004-602@004,004-602,004,Elko,Wells High School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,0,0,1,,,22,,,,,,,,,NV,94,4.272727273,0,0,320012000622,SY17-18,,20,0.202020202,High,,,,,,,,9-12,19,1,20,99,5/1/2018,22,90,4,95
NV@004-502@004,004-502,004,Elko,Wells Junior High School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,11,1,1,,,22,,,,,,,,,NV,272,12.363636364,12,0.545454545,320012000685,SY17-18,,16,0.296296296,Middle,,,,,,,,7-8,9,7,16,54,5/1/2018,22,182,90,174
NV@004-208@004,004-208,004,Elko,West Wendover Elementary School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,6199,1546,1937,,,22,,,,,,,,,NV,8181,371.863636364,7745,352.045454545,320012000308,SY17-18,,424,0.716216216,Primary,,,,,,,,PK-6,345,79,424,592,5/1/2018,22,6595,1586,1616
NV@004-607@004,004-607,004,Elko,West Wendover High School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,659,84,96,,,22,,,,,,,,,NV,1179,53.590909091,743,33.772727273,320012000449,SY17-18,,187,0.625418060,High,,,,,,,,9-12,138,49,187,299,5/1/2018,22,962,217,499
NV@004-507@004,004-507,004,Elko,West Wendover Middle School,ELKO COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,168,14,15,,,22,,,,,,,,,NV,1907,86.681818182,182,8.272727273,320012000728,SY17-18,,124,0.704545455,Middle,,,,,,,,7-8,96,28,124,176,5/1/2018,22,1485,422,439
NV@SD344@GD391,SD344,GD391,,Equipo Academy,EQUIPO ACADEMY,,,,,,,,,,,,5,2018,,,905,166,261,,,22,,,,,,,,,NV,8867,403.045454545,1071,48.681818182,,SY17-18,,,,,,,,,,,,,,,,,5/1/2018,22,7555,1312,1702
NV@005-101@005,005-101,005,Esmeralda,Dyer Elementary School,ESMERALDA COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,354,73,288,,,16,,,,,,,,,NV,0,,427,26.6875,320015000143,SY17-18,,26,0.541666667,Other,,,,,,,,PK-8,21,5,26,48,5/1/2018,0,0,0,0
NV@005-102@005,005-102,005,Esmeralda,Goldfield Elementary School,ESMERALDA COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,251,7,76,,,16,,,,,,,,,NV,0,,258,16.125,320015000144,SY17-18,,16,0.666666667,Other,,,,,,,,PK-8,15,1,16,24,5/1/2018,0,0,0,0
NV@005-103@005,005-103,005,Esmeralda,Silver Peak Elementary School,ESMERALDA COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,31,0,13,,,16,,,,,,,,,NV,0,,31,1.9375,320015000145,SY17-18,,1,0.166666667,Other,,,,,,,,K-8,1,0,1,6,5/1/2018,0,0,0,0
NV@SD345@GD392,SD345,GD392,,Futuro Academy Elementary,Futuro Academy Charter School,,,,,,,,,,,,5,2018,,,820,210,169,,,18,,,,,,,,,NV,1113,61.833333333,1030,57.222222222,,SY17-18,,,,,,,,,,,,,,,,,5/1/2018,18,886,227,146
NV@SD346@GD393,SD346,GD393,,Hill & Dale CDC,HILL & DALE  CDC/COMMUNITY LUTHERAN CHURCH,,,,,,,,,,,,5,2018,,,0,0,0,,,0,,,,,,,,,NV,0,,0,,,SY17-18,,,,,,,,,,,,,,,,,5/1/2018,0,0,0,0
NV@007-206@007,007-206,007,Humboldt,French Ford Middle School,HUMBOLDT COUNTY SCHOOL DIST,,,,,,,N,,N,,,5,2018,,,814,137,142,,,22,,,,,,,,,NV,3324,151.090909091,951,43.227272727,,SY17-18,,213,0.444676409,Middle,,,,,,,,5-6,167,46,213,479,5/1/2018,22,2706,618,1279
NV@007-205@007,007-205,007,Humboldt,Grass Valley Elementary School,HUMBOLDT COUNTY SCHOOL DIST,,,,,,,N,,N,,,5,2018,,,970,150,272,,,22,,,,,,,,,NV,4285,194.772727273,1120,50.909090909,,SY17-18,,258,0.454225352,Primary,,,,,,,,PK-4,195,63,258,568,5/1/2018,22,3354,931,1716
NV@007-501@007,007-501,007,Humboldt,"Lowry, Albert High School",HUMBOLDT COUNTY SCHOOL DIST,,,,,,,N,,N,,,5,2018,,,0,0,0,,,0,,,,,,,,,NV,2155,97.954545455,0,,,SY17-18,,266,0.279411765,High,,,,,,,,9-12,209,57,266,952,5/1/2018,22,1670,485,1236
NV@007-203@007,007-203,007,Humboldt,McDermitt Elementary School,HUMBOLDT COUNTY SCHOOL DIST,,,,,,,Y,,N,,,5,2018,,,1283,0,0,,,22,,,,,,,,,NV,1330,60.454545455,1283,58.318181818,,SY17-18,,69,1,Primary,,,,,,,,PK-5,,,69,69,5/1/2018,22,1330,0,0
NV@007-601@007,007-601,007,Humboldt,McDermitt High School,HUMBOLDT COUNTY SCHOOL DIST,,,,,,,Y,,N,,,5,2018,,,507,0,0,,,22,,,,,,,,,NV,477,21.681818182,507,23.045454545,,SY17-18,,43,1,High,,,,,,,,9-12,,,43,43,5/1/2018,22,477,0,0
NV@007-302@007,007-302,007,Humboldt,McDermitt Junior High School,HUMBOLDT COUNTY SCHOOL DIST,,,,,,,Y,,N,,,5,2018,,,206,0,0,,,22,,,,,,,,,NV,299,13.590909091,206,9.363636364,,SY17-18,,19,1,Middle,,,,,,,,6-8,,,19,19,5/1/2018,22,299,0,0
NV@007-201@007,007-201,007,Humboldt,Sonoma Heights Elementary School,HUMBOLDT COUNTY SCHOOL DIST,,,,,,,N,,N,,,5,2018,,,1000,98,146,,,22,,,,,,,,,NV,4373,198.772727273,1098,49.909090909,,SY17-18,,249,0.478846154,Primary,,,,,,,,PK-6,199,50,249,520,5/1/2018,22,3579,794,1905
NV@007-202@007,007-202,007,Humboldt,Winnemucca Grammar School,HUMBOLDT COUNTY SCHOOL DIST,,,,,,,N,,N,,,5,2018,,,1532,384,199,,,22,,,,,,,,,NV,3707,168.5,1916,87.090909091,,SY17-18,,218,0.595628415,Primary,,,,,,,,PK-4,163,55,218,366,5/1/2018,22,2956,751,1193
NV@007-301@007,007-301,007,Humboldt,Winnemucca Jr. High School,HUMBOLDT COUNTY SCHOOL DIST,,,,,,,N,,N,,,5,2018,,,0,0,0,,,0,,,,,,,,,NV,2738,124.454545455,0,,,SY17-18,,193,0.414163090,Middle,,,,,,,,5-9,155,38,193,466,5/1/2018,22,2175,563,906
NV@SD347@GD394,SD347,GD394,,IMAGINE SCHOOL AT MOUNTAIN VIEW,IMAGINE SCHOOL AT MOUNTAIN VIEW,,,,,,,,,,,,5,2018,,,443,126,139,,,21,,,,,,,,,NV,1697,80.809523810,569,27.095238095,,SY17-18,,,,,,,,,,,,,,,,,5/1/2018,21,1386,311,616
NV@008-602@008,008-602,008,Lander,Austin Schools,LANDER COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,0,0,0,,,0,,,,,,,,,NV,38,2.375,0,,320024000162,SY17-18,,4,0.210526316,Other,,,,,,,,PK-12,4,0,4,19,5/1/2018,16,38,0,65
NV@008-201@008,008-201,008,Lander,Battle Mountain Elementary School,LANDER COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,893,119,363,,,20,,,,,,,,,NV,2533,126.65,1012,50.6,320024000165,SY17-18,,189,0.368421053,Primary,,,,,,,,PK-5,164,25,189,513,5/1/2018,20,2168,365,2571
NV@008-302@008,008-302,008,Lander,Battle Mt. Jr. High School,LANDER COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,167,54,78,,,20,,,,,,,,,NV,781,39.05,221,11.05,320024000866,SY17-18,,59,0.274418605,Middle,,,,,,,,6-8,47,12,59,215,5/1/2018,20,611,170,1162
NV@008-601@008,008-601,008,Lander,Battle Mtn High School,LANDER COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,4,0,0,,,20,,,,,,,,,NV,307,15.35,4,0.2,320024000163,SY17-18,,70,0.249110320,High,,,,,,,,9-12,61,9,70,281,5/1/2018,20,249,58,155
NV@009-201@009,009-201,009,Lincoln,Caliente Elementary School,LINCOLN COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,311,38,51,,,14,,,,,,,,,NV,546,39,349,24.928571429,320027000166,SY17-18,,71,0.633928571,Primary,,,,,,,,PK-6,52,19,71,112,5/1/2018,14,454,92,93
NV@009-501@009,009-501,009,Lincoln,Lincoln County High School,LINCOLN COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,237,86,345,,,14,,,,,,,,,NV,282,20.142857143,323,23.071428571,320027000168,SY17-18,,53,0.313609467,High,,,,,,,,9-12,40,13,53,169,5/1/2018,14,227,55,248
NV@009-301@009,009-301,009,Lincoln,Meadow Valley Middle School,LINCOLN COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,116,28,85,,,14,,,,,,,,,NV,257,18.357142857,144,10.285714286,320027000410,SY17-18,,30,0.389610390,Middle,,,,,,,,7-8,21,9,30,77,5/1/2018,14,194,63,110
NV@009-302@009,009-302,009,Lincoln,Pahranagat Valley Middle School,LINCOLN COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,193,34,84,,,14,,,,,,,,,NV,211,15.071428571,227,16.214285714,320027000423,SY17-18,,25,0.378787879,Middle,,,,,,,,6-8,20,5,25,66,5/1/2018,14,183,28,38
NV@009-102@009,009-102,009,Lincoln,Pahrangat Valley Elementary School,LINCOLN COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,184,74,22,,,14,,,,,,,,,NV,370,26.428571429,258,18.428571429,320027000170,SY17-18,,62,0.394904459,Primary,,,,,,,,PK-5,49,13,62,157,5/1/2018,14,281,89,187
NV@009-601@009,009-601,009,Lincoln,Pahrangat ValleyHigh School,LINCOLN COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,141,46,92,,,14,,,,,,,,,NV,182,13,187,13.357142857,320027000171,SY17-18,,26,0.230088496,High,,,,,,,,9-12,20,6,26,113,5/1/2018,14,146,36,52
NV@009-202@009,009-202,009,Lincoln,Panaca Elementary School,LINCOLN COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,39,58,88,,,14,,,,,,,,,NV,477,34.071428571,97,6.928571429,320027000172,SY17-18,,61,0.386075949,Primary,,,,,,,,PK-6,36,25,61,158,5/1/2018,14,327,150,219
NV@009-203@009,009-203,009,Lincoln,Pioche Elementary School,LINCOLN COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,147,71,66,,,14,,,,,,,,,NV,370,26.428571429,218,15.571428571,320027000173,SY17-18,,45,0.494505495,Primary,,,,,,,,PK-6,25,20,45,91,5/1/2018,14,235,135,256
NV@010-209@010,010-209,010,Lyon,Cottonwood Elementary School,LYON COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,2531,493,689,,,22,,,,,,,,,NV,6514,296.090909091,3024,137.454545455,320030000387,SY17-18,,297,0.434846266,Primary,,,,,,,,PK-4,238,59,297,683,5/1/2018,22,5655,859,1988
NV@010-201@010,010-201,010,Lyon,Dayton Elementary School,LYON COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,1860,372,476,,,22,,,,,,,,,NV,4695,213.409090909,2232,101.454545455,320030000174,SY17-18,,231,0.458333333,Primary,,,,,,,,PK-6,189,42,231,504,5/1/2018,22,3815,880,1730
NV@010-604@010,010-604,010,Lyon,Dayton High School,LYON COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,1025,162,256,,,22,,,,,,,,,NV,2271,103.227272727,1187,53.954545455,320030000310,SY17-18,,186,0.293375394,High,,,,,,,,9-12,144,42,186,634,5/1/2018,22,1935,336,895
NV@010-208@010,010-208,010,Lyon,Dayton Intermediate School,LYON COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,862,241,356,,,22,,,,,,,,,NV,2355,107.045454545,1103,50.136363636,320030000386,SY17-18,,142,0.362244898,Middle,,,,,,,,7-8,104,38,142,392,5/1/2018,22,1766,589,1428
NV@010-206@010,010-206,010,Lyon,East Valley Elementary,LYON COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,1980,298,767,,,22,,,,,,,,,NV,4596,208.909090909,2278,103.545454545,320030000704,SY17-18,,251,0.458029197,Primary,,,,,,,,PK-4,212,39,251,548,5/1/2018,22,3970,626,2058
NV@010-203@010,010-203,010,Lyon,Fernley Elementary School,LYON COUNTY SCHOOL DISTRICT,,,,,,,N,,N,,,5,2018,,,2994,323,282,,,22,,,,,,,,,NV,5188,235.818181818,3317,150.772727273,320030000175,SY17-18,,249,0.541304348,Primary,,,,,,,,PK-4,205,44,249,460,5/1/2018,22,4443,745,1199
