Unique ID,School ID,District ID,State-Reporting,County,School Name,District Name,State-Physical,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,Operating Days-Lunch Only,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Claim Date
NV@SD266@GD379,SD266,GD379,NV,,Board of Regents /TMCC/E.L. Cord,BOARD OF REGENTS/TMCC/E.L. CORD,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD267@GD380,SD267,GD380,NV,,"Board of Regents/UNLV,Grants&Contracts",BOARD OF REGENTS/UNLV/CSUN PRESCHOOL (GRANT/CT),,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD268@GD381,SD268,GD381,NV,,Board of Regents/WNC Family Svcs,BOARD OF REGENTS/WNC FAMILY SVCS,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD269@GD382,SD269,GD382,NV,,Caliente Youth Center,CALIENTE YOUTH TRAINING CENTER,,,,,,,,,,,,,4,2017,,,,,,,3536,0,0,,,30,,,,,,,,,3439,114.633333333,3536,117.866666667,,SY16-17,,,,,,,,,,,,30,3439,0,0,4/1/2017
NV@013-201@013,013-201,013,NV,Carson,Bordewich Elementary School,CARSON CITY SCHOOL DISTRICT,,,,,,K-5,,N,,N,,,4,2017,605,,275,41,316,,1687,195,237,,,18,,,,,,,,,4753,264.055555556,1882,104.555555556,320039000288,SY16-17,,316,0.522314050,Primary,,,,,,,,18,4306,447,1201,4/1/2017
NV@013-501@013,013-501,013,NV,Carson,Carson High School,CARSON CITY SCHOOL DISTRICT,,,,,,9-12,,N,,N,,,4,2017,2206,,663,124,787,,3791,359,435,,,18,,,,,,,,,6141,341.166666667,4150,230.555555556,320039000280,SY16-17,,787,0.356754306,High,,,,,,,,18,5396,745,2016,4/1/2017
NV@013-301@013,013-301,013,NV,Carson,Carson Middle School,CARSON CITY SCHOOL DISTRICT,,,,,,6-8,,N,,N,,,4,2017,1088,,410,80,490,,1730,208,341,,,18,,,,,,,,,5839,324.388888889,1938,107.666666667,320039000281,SY16-17,,490,0.450367647,Middle,,,,,,,,18,5003,836,1520,4/1/2017
NV@013-302@013,013-302,013,NV,Carson,Eagle Valley Middle School,CARSON CITY SCHOOL DISTRICT,,,,,,6-8,,N,,N,,,4,2017,676,,260,52,312,,1167,99,239,,,18,,,,,,,,,4230,235,1266,70.333333333,320039000315,SY16-17,,312,0.461538462,Middle,,,,,,,,18,3682,548,1713,4/1/2017
NV@013-209@013,013-209,013,NV,Carson,Empire Elementary School,CARSON CITY SCHOOL DISTRICT,,,,,,PK-5,,N,,Y,,,4,2017,656,,,,530,,7331,242,483,,,18,,,,,,,,,7341,407.833333333,7573,420.722222222,320039000364,SY16-17,,530,0.807926829,Primary,,,,,,,,18,6590,751,1001,4/1/2017
NV@013-204@013,013-204,013,NV,Carson,Fremont Elementary School,CARSON CITY SCHOOL DISTRICT,,,,,,K-5,,N,,N,,,4,2017,522,,253,53,306,,1285,334,254,,,18,,,,,,,,,4767,264.833333333,1619,89.944444444,320039000285,SY16-17,,306,0.586206897,Primary,,,,,,,,18,3979,788,1256,4/1/2017
NV@013-203@013,013-203,013,NV,Carson,Fritsch Elementary School,CARSON CITY SCHOOL DISTRICT,,,,,,K-5,,N,,N,,,4,2017,529,,171,35,206,,537,51,67,,,17,,,,,,,,,3100,182.352941176,588,34.588235294,320039000286,SY16-17,,206,0.389413989,Primary,,,,,,,,17,2637,463,1307,4/1/2017
NV@013-903@013,013-903,013,NV,Carson,Pioneer High School,CARSON CITY SCHOOL DISTRICT,,,,,,9-12,,Y,,N,,,4,2017,164,,,,125,,458,0,142,,,17,,,,,,,,,886,52.117647059,458,26.941176471,320039000480,SY16-17,,125,0.763135228,High,,,,,,,,17,886,0,275,4/1/2017
NV@013-207@013,013-207,013,NV,Carson,Seeliger Elementary School,CARSON CITY SCHOOL DISTRICT,,,,,,K-5,,N,,N,,,4,2017,605,,185,48,233,,911,144,227,,,18,,,,,,,,,3359,186.611111111,1055,58.611111111,320039000282,SY16-17,,233,0.385123967,Primary,,,,,,,,18,2690,669,1808,4/1/2017
NV@013-211@013,013-211,013,NV,Carson,"Twain, Mark Elementary School",CARSON CITY SCHOOL DISTRICT,,,,,,PK-5,,N,,Y,,,4,2017,662,,,,467,,4115,686,2057,,,18,,,,,,,,,5964,331.333333333,4801,266.722222222,320039000160,SY16-17,,467,0.705438066,Primary,,,,,,,,18,5101,863,1884,4/1/2017
NV@SD270@GD383,SD270,GD383,NV,,China Spring Youth Camp,CHINA SPRING YOUTH CAMP,,,,,,,,,,,,,4,2017,,,,,,,1486,0,0,,,30,,,,,,,,,1451,48.366666667,1486,49.533333333,,SY16-17,,,,,,,,,,,,30,1451,0,0,4/1/2017
NV@001-401@001,001-401,001,NV,Churchill,Churchill County High School,CHURCHILL COUNTY SCHOOL DISTRICT,,,,,,9-12,,N,,N,,,4,2017,1087,,311,80,391,,1677,452,210,,,15,,,,,,,,,2272,151.466666667,2129,141.933333333,320003000001,SY16-17,,391,0.359705612,High,,,,,,,,15,1775,497,371,4/1/2017
NV@001-301@001,001-301,001,NV,Churchill,Churchill County Middle School,CHURCHILL COUNTY SCHOOL DISTRICT,,,,,,6-8,,N,,N,,,4,2017,690,,298,69,367,,1040,201,104,,,15,,,,,,,,,2744,182.933333333,1241,82.733333333,320003000003,SY16-17,,367,0.531884058,Middle,,,,,,,,15,2158,586,782,4/1/2017
NV@001-205@001,001-205,001,NV,Churchill,E.C. Best Elementary School,CHURCHILL COUNTY SCHOOL DISTRICT,,,,,,2-3,,N,,N,,,4,2017,521,,245,54,299,,1411,335,746,,,15,,,,,,,,,3242,216.133333333,1746,116.4,320003000004,SY16-17,,299,0.573896353,Primary,,,,,,,,15,2660,582,743,4/1/2017
NV@001-206@001,001-206,001,NV,Churchill,Lahontan Elementary School,CHURCHILL COUNTY SCHOOL DISTRICT,,,,,,K-1,,N,,N,,,4,2017,486,,236,53,289,,1908,314,885,,,15,,,,,,,,,3541,236.066666667,2222,148.133333333,320003000021,SY16-17,,289,0.594650206,Primary,,,,,,,,15,2989,552,971,4/1/2017
NV@001-202@001,001-202,001,NV,Churchill,Northside Elementary School,CHURCHILL COUNTY SCHOOL DISTRICT,,,,,,PK-K,,N,,N,,,4,2017,180,,81,25,106,,786,260,610,,,15,,,,,,,,,866,57.733333333,1046,69.733333333,320003000005,SY16-17,,106,0.588888889,Primary,,,,,,,,15,665,201,229,4/1/2017
NV@001-207@001,001-207,001,NV,Churchill,Numa Elementary School,CHURCHILL COUNTY SCHOOL DISTRICT,,,,,,4-5,,N,,N,,,4,2017,510,,254,60,314,,1634,461,854,,,15,,,,,,,,,3667,244.466666667,2095,139.666666667,320003000431,SY16-17,,314,0.615686275,Primary,,,,,,,,15,2941,726,888,4/1/2017
NV@SD271@GD384,SD271,GD384,NV,,"Bartlett, Selma Elementary School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD272@GD384,SD272,GD384,NV,,"Cox, David Elementary School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD273@GD384,SD273,GD384,NV,,"Dooley, John Elementary School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD274@GD384,SD274,GD384,NV,,"Galloway, Fay Elementary School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD275@GD384,SD275,GD384,NV,,"Greenspun, Hank Middle School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD276@GD384,SD276,GD384,NV,,"Kesterson, Lorna Elementary School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD277@GD384,SD277,GD384,NV,,"Lamping, Frank Elementary School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD278@GD384,SD278,GD384,NV,,"Mack, Nate Elementary School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD279@GD384,SD279,GD384,NV,,"Mannion, Jack & Terry Middle School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD280@GD384,SD280,GD384,NV,,"McDoniel, Estes Elementary School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD281@GD384,SD281,GD384,NV,,"Miller,Bob Middle School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD282@GD384,SD282,GD384,NV,,"Morrow, Sue Elementary School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD283@GD384,SD283,GD384,NV,,"Newton, Ulis Elementary School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD284@GD384,SD284,GD384,NV,,"Roberts, Aggie Elementary School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD285@GD384,SD285,GD384,NV,,"Smalley, James E. & A. Rae Elementary School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD286@GD384,SD286,GD384,NV,,"Taylor, Glen Elementary School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD288@GD384,SD288,GD384,NV,,"Twitchell, Neil Elementary School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD289@GD384,SD289,GD384,NV,,"Vanderburg, John Elementary School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD290@GD384,SD290,GD384,NV,,"Walker, Marlan J Elementary School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD291@GD384,SD291,GD384,NV,,"Wallin, Shirley & Bill ES",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD292@GD384,SD292,GD384,NV,,"Webb, Del E Middle School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD293@GD384,SD293,GD384,NV,,"Wolff, Elise Elementary School",CITY OF HENDERSON PARKS & REC-YOUTH ENRICHMENT SECTION,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD294@GD385,SD294,GD385,NV,,Antonello Safekey,CITY OF N LAS VEGAS PRK & REC/FIN DEPT,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD295@GD385,SD295,GD385,NV,,Bruner Safekey,CITY OF N LAS VEGAS PRK & REC/FIN DEPT,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD296@GD385,SD296,GD385,NV,,Cozine Safekey,CITY OF N LAS VEGAS PRK & REC/FIN DEPT,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD297@GD385,SD297,GD385,NV,,Dickens Safekey,CITY OF N LAS VEGAS PRK & REC/FIN DEPT,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD298@GD385,SD298,GD385,NV,,Duncan ES Sitekey,CITY OF N LAS VEGAS PRK & REC/FIN DEPT,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD299@GD385,SD299,GD385,NV,,Elizondo Safekey,CITY OF N LAS VEGAS PRK & REC/FIN DEPT,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD300@GD385,SD300,GD385,NV,,Gilbert Safekey,CITY OF N LAS VEGAS PRK & REC/FIN DEPT,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD301@GD385,SD301,GD385,NV,,Goynes Safekey,CITY OF N LAS VEGAS PRK & REC/FIN DEPT,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD302@GD385,SD302,GD385,NV,,Guy Safekey,CITY OF N LAS VEGAS PRK & REC/FIN DEPT,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD303@GD385,SD303,GD385,NV,,Hayden Safekey,CITY OF N LAS VEGAS PRK & REC/FIN DEPT,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD304@GD385,SD304,GD385,NV,,Mackey Safekey,CITY OF N LAS VEGAS PRK & REC/FIN DEPT,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD305@GD385,SD305,GD385,NV,,Perkins Safekey,CITY OF N LAS VEGAS PRK & REC/FIN DEPT,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD306@GD385,SD306,GD385,NV,,Priest Safekey,CITY OF N LAS VEGAS PRK & REC/FIN DEPT,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD307@GD385,SD307,GD385,NV,,Scott Safekey,CITY OF N LAS VEGAS PRK & REC/FIN DEPT,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD308@GD385,SD308,GD385,NV,,Simmons Safekey,CITY OF N LAS VEGAS PRK & REC/FIN DEPT,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD309@GD385,SD309,GD385,NV,,Tartan Safekey,CITY OF N LAS VEGAS PRK & REC/FIN DEPT,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD310@GD385,SD310,GD385,NV,,Triggs ES Sitekey,CITY OF N LAS VEGAS PRK & REC/FIN DEPT,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD311@GD385,SD311,GD385,NV,,Watson Safekey,CITY OF N LAS VEGAS PRK & REC/FIN DEPT,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD312@GD385,SD312,GD385,NV,,Wilhelm Safekey,CITY OF N LAS VEGAS PRK & REC/FIN DEPT,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD313@GD385,SD313,GD385,NV,,Wolfe Safekey,CITY OF N LAS VEGAS PRK & REC/FIN DEPT,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD314@GD386,SD314,GD386,NV,,Batterman Elementary School,CLARK COUNTY PARKS & RECREATION - SAFEKEY,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD315@GD386,SD315,GD386,NV,,"Beatty, John Elementary School",CLARK COUNTY PARKS & RECREATION - SAFEKEY,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD318@GD386,SD318,GD386,NV,,"Fine, Mark L Elementary School",CLARK COUNTY PARKS & RECREATION - SAFEKEY,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD319@GD386,SD319,GD386,NV,,Forbuss Elementary School,CLARK COUNTY PARKS & RECREATION - SAFEKEY,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD321@GD386,SD321,GD386,NV,,Frias Elementary School,CLARK COUNTY PARKS & RECREATION - SAFEKEY,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD322@GD386,SD322,GD386,NV,,Goolsby Elementary School,CLARK COUNTY PARKS & RECREATION - SAFEKEY,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD324@GD386,SD324,GD386,NV,,Ober. D'Vorre Elementary School,CLARK COUNTY PARKS & RECREATION - SAFEKEY,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD325@GD386,SD325,GD386,NV,,"Reedom,Carolyn Elementary School",CLARK COUNTY PARKS & RECREATION - SAFEKEY,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD326@GD386,SD326,GD386,NV,,Ries Elementary School,CLARK COUNTY PARKS & RECREATION - SAFEKEY,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD328@GD386,SD328,GD386,NV,,Steele Elementary School,CLARK COUNTY PARKS & RECREATION - SAFEKEY,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@SD330@GD386,SD330,GD386,NV,,Wright Elementary School,CLARK COUNTY PARKS & RECREATION - SAFEKEY,,,,,,,,,,,,,4,2017,,,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,SY16-17,,,,,,,,,,,,0,0,0,0,4/1/2017
NV@002-093@002,002-093,002,NV,Clark,"100 Academy of Excellence ES, The (388)",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,4,2017,391,,316,17,333,,1665,104,97,,,15,,,,,,,,,3745,249.666666667,1769,117.933333333,,SY16-17,,333,0.851662404,Primary,,,,,,,,15,3573,172,161,4/1/2017
NV@002-364@002,002-364,002,NV,Clark,"100 Academy of Excellence, Imagine (475)",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,6-8,,N,,N,,,4,2017,117,,95,4,99,,353,17,23,,,15,,,,,,,,,1221,81.4,370,24.666666667,,SY16-17,,99,0.846153846,Middle,,,,,,,,15,1195,26,47,4/1/2017
NV@002-131@002,002-131,002,NV,Clark,Adams Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,4,2017,517,,303,31,334,,3814,523,1520,,,15,,,,,,,,,3711,247.4,4337,289.133333333,,SY16-17,,334,0.646034816,Primary,,,,,,,,15,3223,488,735,4/1/2017
NV@002-231@002,002-231,002,NV,Clark,Adcock Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,Y,,,4,2017,663,,,,576,,2538,278,310,,,15,,,,,,,,,6878,458.533333333,2816,187.733333333,,SY16-17,,576,0.868778281,Primary,,,,,,,,15,6079,799,664,4/1/2017
NV@002-420@002,002-420,002,NV,Clark,Advanced Technologies Academy High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,9-12,,N,,N,,,4,2017,1083,,350,133,483,,981,247,143,,,15,,,,,,,,,4682,312.133333333,1228,81.866666667,,SY16-17,,483,0.445983380,High,,,,,,,,15,3440,1242,1058,4/1/2017
NV@002-178@002,002-178,002,NV,Clark,Alamo Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,4,2017,1047,,355,130,485,,1331,416,554,,,15,,,,,,,,,5739,382.6,1747,116.466666667,,SY16-17,,485,0.463228271,Primary,,,,,,,,15,4257,1482,2840,4/1/2017
NV@002-151@002,002-151,002,NV,Clark,Allen Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,4,2017,633,,143,27,170,,298,75,170,,,15,,,,,,,,,1534,102.266666667,373,24.866666667,,SY16-17,,170,0.268562401,Primary,,,,,,,,15,1312,222,1180,4/1/2017
NV@SD331@002,SD331,002,NV,,Andre Agassi Elementary,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,,,,,,,4,2017,,,,,,,995,88,88,,,14,,,,,,,,,3698,264.142857143,1083,77.357142857,,SY16-17,,,,,,,,,,,,14,3352,346,276,4/1/2017
NV@SD332@002,SD332,002,NV,,Andre Agassi Preparatory Academy,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,,,,,,,,4,2017,,,,,,,2423,209,247,,,14,,,,,,,,,4175,298.214285714,2632,188,,SY16-17,,,,,,,,,,,,14,3814,361,254,4/1/2017
NV@002-140@002,002-140,002,NV,Clark,Antonello Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,4,2017,612,,276,92,368,,1257,301,158,,,15,,,,,,,,,4153,276.866666667,1558,103.866666667,,SY16-17,,368,0.601307190,Primary,,,,,,,,15,3189,964,953,4/1/2017
NV@002-618@002,002-618,002,NV,Clark,Arbor View High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,9-12,,N,,N,,,4,2017,3088,,678,183,861,,1487,424,193,,,15,,,,,,,,,4937,329.133333333,1911,127.4,,SY16-17,,861,0.278821244,High,,,,,,,,15,3753,1184,1050,4/1/2017
