Unique ID,School ID,District ID,State-Reporting,County,School Name,District Name,State-Physical,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,Operating Days-Lunch Only,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Claim Date
NV@002-310@002,002-310,002,NV,Clark,"Gibson, Robert Middle School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,6-8,,N,,N,,,2,2017,1239,,958,136,1094,,5821,696,685,,,19,,,,,,,,,14518,764.105263158,6517,343,,SY16-17,,1094,0.882970137,Middle,,,,,,,,19,12811,1707,769,2/1/2017
NV@002-206@002,002-206,002,NV,Clark,Gilbert Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,455,,230,51,281,,1488,322,445,,,19,,,,,,,,,4043,212.789473684,1810,95.263157895,,SY16-17,,281,0.617582418,Primary,,,,,,,,19,3310,733,1139,2/1/2017
NV@002-185@002,002-185,002,NV,Clark,Givens Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,1041,,80,36,116,,276,79,697,,,19,,,,,,,,,1344,70.736842105,355,18.684210526,,SY16-17,,116,0.111431316,Primary,,,,,,,,19,993,351,3837,2/1/2017
NV@002-923@002,002-923,002,NV,Clark,Global Community High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,8-12,,N,,N,,,2,2017,173,,110,11,121,,497,53,237,,,19,,,,,,,,,1615,85,550,28.947368421,,SY16-17,,121,0.699421965,High,,,,,,,,19,1488,127,715,2/1/2017
NV@002-153@002,002-153,002,NV,Clark,Goldfarb Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,893,,524,135,659,,4549,953,1127,,,19,,,,,,,,,10201,536.894736842,5502,289.578947368,,SY16-17,,659,0.737961926,Primary,,,,,,,,19,8190,2011,1421,2/1/2017
NV@002-102@002,002-102,002,NV,Clark,Goodsprings Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,18,,,,14,,152,0,25,,,15,,,,,,,,,164,10.933333333,152,10.133333333,,SY16-17,,14,0.858638743,Primary,,,,,,,,15,164,0,27,2/1/2017
NV@002-186@002,002-186,002,NV,Clark,Goolsby Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,785,,145,20,165,,375,21,366,,,19,,,,,,,,,1873,98.578947368,396,20.842105263,,SY16-17,,165,0.210191083,Primary,,,,,,,,19,1672,201,2008,2/1/2017
NV@002-197@002,002-197,002,NV,Clark,Goynes Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,844,,236,62,298,,971,219,382,,,19,,,,,,,,,4130,217.368421053,1190,62.631578947,,SY16-17,,298,0.353080569,Primary,,,,,,,,19,3294,836,3445,2/1/2017
NV@002-275@002,002-275,002,NV,Clark,Gragson Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,892,,,,841,,10935,0,1810,,,19,,,,,,,,,11853,623.842105263,10935,575.526315789,,SY16-17,,841,0.857980456,Primary,,,,,,,,19,11853,0,1962,2/1/2017
NV@002-278@002,002-278,002,NV,Clark,Gray Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,550,,,,472,,7427,0,1229,,,19,,,,,,,,,7152,376.421052632,7427,390.894736842,,SY16-17,,472,0.857965451,Primary,,,,,,,,19,7152,0,1184,2/1/2017
NV@002-416@002,002-416,002,NV,Clark,Green Valley High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,9-12,,N,,N,,,2,2017,3083,,770,194,964,,2018,368,296,,,19,,,,,,,,,8327,438.263157895,2386,125.578947368,,SY16-17,,964,0.312682452,High,,,,,,,,19,6740,1587,1349,2/1/2017
NV@002-324@002,002-324,002,NV,Clark,Greenspun Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,6-8,,N,,N,,,2,2017,1353,,365,103,468,,1313,229,190,,,19,,,,,,,,,6038,317.789473684,1542,81.157894737,,SY16-17,,468,0.345898004,Middle,,,,,,,,19,4797,1241,1467,2/1/2017
NV@002-208@002,002-208,002,NV,Clark,Griffith Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,607,,468,41,509,,6271,554,1084,,,19,,,,,,,,,7506,395.052631579,6825,359.210526316,,SY16-17,,509,0.838550247,Primary,,,,,,,,19,6880,626,696,2/1/2017
NV@002-317@002,002-317,002,NV,Clark,Guinn Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,6-8,,N,,N,,,2,2017,979,,580,129,709,,3702,726,1268,,,19,,,,,,,,,11374,598.631578947,4428,233.052631579,,SY16-17,,709,0.724208376,Middle,,,,,,,,19,9299,2075,1776,2/1/2017
NV@002-161@002,002-161,002,NV,Clark,Guy Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,Y,,,2,2017,680,,,,485,,6419,1457,2396,,,19,,,,,,,,,6841,360.052631579,7876,414.526315789,,SY16-17,,485,0.713235294,Primary,,,,,,,,19,5557,1284,1629,2/1/2017
NV@002-207@002,002-207,002,NV,Clark,Hancock Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,654,,489,41,530,,4409,261,649,,,19,,,,,,,,,8025,422.368421053,4670,245.789473684,,SY16-17,,530,0.810397554,Primary,,,,,,,,19,7509,516,691,2/1/2017
NV@002-261@002,002-261,002,NV,Clark,Harmon Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,810,,608,83,691,,4534,491,558,,,19,,,,,,,,,10430,548.947368421,5025,264.473684211,,SY16-17,,691,0.853086420,Primary,,,,,,,,19,9194,1236,873,2/1/2017
NV@002-346@002,002-346,002,NV,Clark,Harney Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,6-8,,N,,N,,,2,2017,1817,,1119,223,1342,,17178,3496,6110,,,19,,,,,,,,,17249,907.842105263,20674,1088.105263158,,SY16-17,,1342,0.738580077,Middle,,,,,,,,19,14486,2763,1218,2/1/2017
NV@002-262@002,002-262,002,NV,Clark,Harris Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,822,,582,60,642,,8508,964,1744,,,19,,,,,,,,,8686,457.157894737,9472,498.526315789,,SY16-17,,642,0.781021898,Primary,,,,,,,,19,7763,923,582,2/1/2017
NV@002-199@002,002-199,002,NV,Clark,"Hayden, Don Elementary School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,619,,345,76,421,,5760,1292,2834,,,19,,,,,,,,,6181,325.315789474,7052,371.157894737,,SY16-17,,421,0.680129241,Primary,,,,,,,,19,4994,1187,1409,2/1/2017
NV@002-168@002,002-168,002,NV,Clark,Hayes Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,703,,,,395,,1463,0,242,,,19,,,,,,,,,6688,352,1463,77,,SY16-17,,395,0.857985888,Primary,,,,,,,,19,6688,0,1107,2/1/2017
NV@002-173@002,002-173,002,NV,Clark,Heckethorn Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,695,,164,45,209,,808,197,409,,,19,,,,,,,,,2794,147.052631579,1005,52.894736842,,SY16-17,,209,0.300719424,Primary,,,,,,,,19,2103,691,1996,2/1/2017
NV@002-129@002,002-129,002,NV,Clark,Herr Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,719,,507,59,566,,5653,793,883,,,19,,,,,,,,,8047,423.526315789,6446,339.263157895,,SY16-17,,566,0.787204451,Primary,,,,,,,,19,7090,957,693,2/1/2017
NV@002-209@002,002-209,002,NV,Clark,Herron Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,932,,,,923,,7225,0,1196,,,19,,,,,,,,,12322,648.526315789,7225,380.263157895,,SY16-17,,923,0.858018244,Primary,,,,,,,,19,12322,0,2039,2/1/2017
NV@002-210@002,002-210,002,NV,Clark,Hewetson Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,1074,,,,1074,,11697,0,1936,,,19,,,,,,,,,14584,767.578947368,11697,615.631578947,,SY16-17,,1074,0.857983292,Primary,,,,,,,,19,14584,0,2414,2/1/2017
NV@002-195@002,002-195,002,NV,Clark,Hickey Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,776,,597,58,655,,5276,548,619,,,19,,,,,,,,,9903,521.210526316,5824,306.526315789,,SY16-17,,655,0.844072165,Primary,,,,,,,,19,9041,862,726,2/1/2017
NV@002-122@002,002-122,002,NV,Clark,Hill Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,733,,,,467,,2510,0,415,,,19,,,,,,,,,8201,431.631578947,2510,132.105263158,,SY16-17,,467,0.858024691,Primary,,,,,,,,19,8201,0,1357,2/1/2017
NV@002-297@002,002-297,002,NV,Clark,Hinman Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,658,,444,60,504,,6878,948,1936,,,19,,,,,,,,,6991,367.947368421,7826,411.894736842,,SY16-17,,504,0.765957447,Primary,,,,,,,,19,6167,824,929,2/1/2017
NV@002-202@002,002-202,002,NV,Clark,Hoggard Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,460,,240,69,309,,3599,1061,1800,,,19,,,,,,,,,4434,233.368421053,4660,245.263157895,,SY16-17,,309,0.671739130,Primary,,,,,,,,19,3448,986,1020,2/1/2017
NV@002-273@002,002-273,002,NV,Clark,Hollingsworth Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,661,,,,661,,8618,0,1426,,,19,,,,,,,,,9028,475.157894737,8618,453.578947368,,SY16-17,,661,0.858011785,Primary,,,,,,,,19,9028,0,1494,2/1/2017
NV@002-350@002,002-350,002,NV,Clark,Hughes Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,6-8,,N,,N,,,2,2017,616,,295,70,365,,1408,186,37,,,19,,,,,,,,,4147,218.263157895,1594,83.894736842,,SY16-17,,365,0.592532468,Middle,,,,,,,,19,3466,681,549,2/1/2017
NV@002-187@002,002-187,002,NV,Clark,Hummel Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,731,,,,466,,3104,0,514,,,19,,,,,,,,,8297,436.684210526,3104,163.368421053,,SY16-17,,466,0.858014478,Primary,,,,,,,,19,8297,0,1373,2/1/2017
NV@002-303@002,002-303,002,NV,Clark,Hyde Park Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,6-8,,N,,N,,,2,2017,1572,,731,140,871,,3018,459,258,,,19,,,,,,,,,11458,603.052631579,3477,183,,SY16-17,,871,0.554071247,Middle,,,,,,,,19,9576,1882,1450,2/1/2017
NV@002-252@002,002-252,002,NV,Clark,Indian Springs ES,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,96,,,,52,,353,0,59,,,19,,,,,,,,,958,50.421052632,353,18.578947368,,SY16-17,,52,0.858422939,Primary,,,,,,,,19,958,0,158,2/1/2017
NV@002-604@002,002-604,002,NV,Clark,Indian Springs High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,9-12,,N,,Y,,,2,2017,72,,,,30,,182,30,217,,,19,,,,,,,,,343,18.052631579,212,11.157894737,,SY16-17,,30,0.416666667,High,,,,,,,,19,302,41,362,2/1/2017
NV@002-336@002,002-336,002,NV,Clark,Indian Springs MS,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,6-8,,Y,,N,,,2,2017,45,,,,23,,257,0,42,,,19,,,,,,,,,394,20.736842105,257,13.526315789,,SY16-17,,23,0.858387800,Middle,,,,,,,,19,394,0,65,2/1/2017
NV@002-092@002,002-092,002,NV,Clark,Innovations  International Charter ES (386),CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,642,,438,55,493,,2938,366,562,,,18,,,,,,,,,6509,361.611111111,3304,183.555555556,,SY16-17,,493,0.767912773,Primary,,,,,,,,18,5802,707,774,2/1/2017
NV@002-363@002,002-363,002,NV,Clark,Innovations International Charter School of Nevada (387),CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,6-12,,N,,N,,,2,2017,346,,224,20,244,,841,86,236,,,18,,,,,,,,,2378,132.111111111,927,51.5,,SY16-17,,244,0.705202312,Other,,,,,,,,18,2214,164,123,2/1/2017
NV@002-182@002,002-182,002,NV,Clark,Iverson Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,934,,516,139,655,,7803,1880,3602,,,19,,,,,,,,,9473,498.578947368,9683,509.631578947,,SY16-17,,655,0.701284797,Primary,,,,,,,,19,7677,1796,2029,2/1/2017
NV@002-123@002,002-123,002,NV,Clark,Jacobson Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,625,,617,2,619,,1734,291,211,,,19,,,,,,,,,5548,292,2025,106.578947368,,SY16-17,,619,0.9904,Primary,,,,,,,,19,4778,770,1382,2/1/2017
NV@002-196@002,002-196,002,NV,Clark,Jeffers Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,939,,,,939,,10416,0,1724,,,19,,,,,,,,,12833,675.421052632,10416,548.210526316,,SY16-17,,939,0.857992913,Primary,,,,,,,,19,12833,0,2124,2/1/2017
NV@002-323@002,002-323,002,NV,Clark,Johnson Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,6-8,,N,,N,,,2,2017,1304,,665,166,831,,3001,473,947,,,19,,,,,,,,,12420,653.684210526,3474,182.842105263,,SY16-17,,831,0.637269939,Middle,,,,,,,,19,9905,2515,2395,2/1/2017
NV@002-359@002,002-359,002,NV,Clark,"Johnston, Carroll Middle School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,6-8,,N,,N,,,2,2017,1354,,929,154,1083,,8788,1289,1939,,,19,,,,,,,,,15201,800.052631579,10077,530.368421053,,SY16-17,,1083,0.799852290,Middle,,,,,,,,19,13103,2098,1246,2/1/2017
NV@002-135@002,002-135,002,NV,Clark,Jydstrup Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,732,,439,75,514,,5985,997,2177,,,19,,,,,,,,,6976,367.157894737,6982,367.473684211,,SY16-17,,514,0.702185792,Primary,,,,,,,,19,5975,1001,1235,2/1/2017
NV@002-133@002,002-133,002,NV,Clark,Kahre Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,515,,,,323,,2623,0,434,,,19,,,,,,,,,5499,289.421052632,2623,138.052631579,,SY16-17,,323,0.858012170,Primary,,,,,,,,19,5499,0,910,2/1/2017
NV@002-134@002,002-134,002,NV,Clark,Katz Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,745,,491,50,541,,6837,671,2055,,,19,,,,,,,,,7594,399.684210526,7508,395.157894737,,SY16-17,,541,0.726174497,Primary,,,,,,,,19,6915,679,1206,2/1/2017
NV@002-079@002,002-079,002,NV,Clark,Keller Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,768,,,,704,,9851,0,1630,,,19,,,,,,,,,9566,503.473684211,9851,518.473684211,,SY16-17,,704,0.858014172,Primary,,,,,,,,19,9566,0,1583,2/1/2017
NV@002-332@002,002-332,002,NV,Clark,Keller Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,6-8,,N,,N,,,2,2017,1134,,1134,,1134,,4753,559,590,,,19,,,,,,,,,11612,611.157894737,5312,279.578947368,,SY16-17,,1134,1,Middle,,,,,,,,19,10334,1278,544,2/1/2017
NV@002-226@002,002-226,002,NV,Clark,Kelly Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,389,,,,389,,4727,0,782,,,19,,,,,,,,,4829,254.157894737,4727,248.789473684,,SY16-17,,389,0.858031272,Primary,,,,,,,,19,4829,0,799,2/1/2017
NV@002-169@002,002-169,002,NV,Clark,Kesterson Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,688,,208,61,269,,619,145,371,,,19,,,,,,,,,3028,159.368421053,764,40.210526316,,SY16-17,,269,0.390988372,Primary,,,,,,,,19,2335,693,2406,2/1/2017
NV@002-107@002,002-107,002,NV,Clark,Kim Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,529,,316,40,356,,1475,155,227,,,19,,,,,,,,,5020,264.210526316,1630,85.789473684,,SY16-17,,356,0.672967864,Primary,,,,,,,,19,4535,485,1002,2/1/2017
NV@002-105@002,002-105,002,NV,Clark,"King, ML Elementary School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,569,,,,539,,7489,0,1239,,,19,,,,,,,,,7707,405.631578947,7489,394.157894737,,SY16-17,,539,0.857953913,Primary,,,,,,,,19,7707,0,1276,2/1/2017
NV@002-136@002,002-136,002,NV,Clark,"King, MP Elementary School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,413,,,,135,,1083,0,179,,,19,,,,,,,,,3418,179.894736842,1083,57,,SY16-17,,135,0.857931727,Primary,,,,,,,,19,3418,0,566,2/1/2017
NV@002-309@002,002-309,002,NV,Clark,Knudson Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,6-8,,N,,N,,,2,2017,1297,,837,145,982,,10221,1838,3442,,,19,,,,,,,,,11043,581.210526316,12059,634.684210526,,SY16-17,,982,0.757131843,Middle,,,,,,,,19,9468,1575,912,2/1/2017
NV@002-237@002,002-237,002,NV,Clark,Lake Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,942,,,,910,,8901,0,1473,,,19,,,,,,,,,9496,499.789473684,8901,468.473684211,,SY16-17,,910,0.857968919,Primary,,,,,,,,19,9496,0,1572,2/1/2017
NV@002-166@002,002-166,002,NV,Clark,Lamping Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,692,,98,16,114,,361,72,166,,,19,,,,,,,,,1299,68.368421053,433,22.789473684,,SY16-17,,114,0.164739884,Primary,,,,,,,,19,1162,137,1763,2/1/2017
NV@002-418@002,002-418,002,NV,Clark,Las Vegas Academy,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,9-12,,N,,N,,,2,2017,1709,,316,127,443,,1180,544,225,,,19,,,,,,,,,3450,181.578947368,1724,90.736842105,,SY16-17,,443,0.259215916,High,,,,,,,,19,2515,935,1004,2/1/2017
NV@002-402@002,002-402,002,NV,Clark,Las Vegas High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,9-12,,N,,N,,,2,2017,3060,,1620,296,1916,,4410,758,153,,,19,,,,,,,,,14838,780.947368421,5168,272,,SY16-17,,1916,0.626143791,High,,,,,,,,19,12701,2137,447,2/1/2017
NV@002-321@002,002-321,002,NV,Clark,Laughlin High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,6-12,,N,,N,,,2,2017,375,,207,48,255,,1210,317,13,,,19,,,,,,,,,3421,180.052631579,1527,80.368421053,,SY16-17,,255,0.68,Other,,,,,,,,19,2798,623,276,2/1/2017
NV@002-337@002,002-337,002,NV,Clark,Lawrence Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,6-8,,N,,N,,,2,2017,1280,,643,167,810,,2635,477,229,,,19,,,,,,,,,12108,637.263157895,3112,163.789473684,,SY16-17,,810,0.6328125,Middle,,,,,,,,19,9673,2435,2499,2/1/2017
NV@002-341@002,002-341,002,NV,Clark,Leavitt Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,6-8,,N,,N,,,2,2017,1621,,523,133,656,,2465,745,423,,,19,,,,,,,,,8028,422.526315789,3210,168.947368421,,SY16-17,,656,0.404688464,Middle,,,,,,,,19,6404,1624,2724,2/1/2017
NV@002-619@002,002-619,002,NV,Clark,Legacy High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,9-12,,N,,N,,,2,2017,2859,,1316,278,1594,,5291,838,441,,,19,,,,,,,,,13365,703.421052632,6129,322.578947368,,SY16-17,,1594,0.557537601,High,,,,,,,,19,10956,2409,1211,2/1/2017
NV@002-428@002,002-428,002,NV,Clark,Liberty High School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,9-12,,N,,N,,,2,2017,2686,,755,228,983,,2110,755,266,,,19,,,,,,,,,7366,387.684210526,2865,150.789473684,,SY16-17,,983,0.365971705,High,,,,,,,,19,5678,1688,689,2/1/2017
NV@002-331@002,002-331,002,NV,Clark,Lied Middle School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,6-8,,N,,N,,,2,2017,1019,,494,125,619,,2453,358,197,,,19,,,,,,,,,9008,474.105263158,2811,147.947368421,,SY16-17,,619,0.607458292,Middle,,,,,,,,19,7103,1905,1618,2/1/2017
NV@002-222@002,002-222,002,NV,Clark,Lincoln Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,760,,,,757,,7656,0,1267,,,19,,,,,,,,,10772,566.947368421,7656,402.947368421,,SY16-17,,757,0.857984867,Primary,,,,,,,,19,10772,0,1783,2/1/2017
NV@002-270@002,002-270,002,NV,Clark,Long Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,854,,,,781,,10616,0,1757,,,19,,,,,,,,,10767,566.684210526,10616,558.736842105,,SY16-17,,781,0.857996653,Primary,,,,,,,,19,10767,0,1782,2/1/2017
NV@002-144@002,002-144,002,NV,Clark,Lowman Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,945,,,,945,,11787,0,1951,,,19,,,,,,,,,13078,688.315789474,11787,620.368421053,,SY16-17,,945,0.858023881,Primary,,,,,,,,19,13078,0,2164,2/1/2017
NV@002-141@002,002-141,002,NV,Clark,Lummis Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,492,,82,19,101,,287,106,142,,,19,,,,,,,,,1313,69.105263158,393,20.684210526,,SY16-17,,101,0.205284553,Primary,,,,,,,,19,977,336,1517,2/1/2017
NV@002-103@002,002-103,002,NV,Clark,Lundy Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,17,,1,0,1,,19,0,78,,,19,,,,,,,,,18,0.947368421,19,1,,SY16-17,,1,0.058823529,Primary,,,,,,,,19,18,0,125,2/1/2017
NV@002-117@002,002-117,002,NV,Clark,Lunt Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,714,,,,714,,7226,0,1196,,,19,,,,,,,,,9175,482.894736842,7226,380.315789474,,SY16-17,,714,0.858037969,Primary,,,,,,,,19,9175,0,1518,2/1/2017
NV@002-115@002,002-115,002,NV,Clark,Lynch Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,Y,,N,,,2,2017,795,,,,795,,10256,0,1697,,,19,,,,,,,,,10552,555.368421053,10256,539.789473684,,SY16-17,,795,0.858025695,Primary,,,,,,,,19,10552,0,1746,2/1/2017
NV@002-329@002,002-329,002,NV,Clark,"Lyon, Mack Middle School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,6-8,,N,,N,,,2,2017,410,,89,25,114,,528,113,98,,,19,,,,,,,,,997,52.473684211,641,33.736842105,,SY16-17,,114,0.278048780,Middle,,,,,,,,19,814,183,387,2/1/2017
NV@002-277@002,002-277,002,NV,Clark,Mack Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,592,,220,46,266,,1001,143,320,,,19,,,,,,,,,3690,194.210526316,1144,60.210526316,,SY16-17,,266,0.449324324,Primary,,,,,,,,19,3121,569,1490,2/1/2017
NV@002-356@002,002-356,002,NV,Clark,"Mack, Jerome Middle School",CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,6-8,,N,,N,,,2,2017,1227,,1016,86,1102,,7450,612,464,,,19,,,,,,,,,14753,776.473684211,8062,424.315789474,,SY16-17,,1102,0.898125509,Middle,,,,,,,,19,13555,1198,353,2/1/2017
NV@002-217@002,002-217,002,NV,Clark,Mackey Elementary School,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,,,,,,PK-5,,N,,N,,,2,2017,553,,323,80,403,,5065,1107,2106,,,19,,,,,,,,,5950,313.157894737,6172,324.842105263,,SY16-17,,403,0.728752260,Primary,,,,,,,,19,4862,1088,1149,2/1/2017
