Provision 2 (Y/N),Claim Date,ISP,School Level-Original,Enrollment-Total,Enrollment-Free and Reduced,Enrollment-Free,Enrollment-Reduced,School Year,Claim Year,Unique ID,School ID,District ID,State-Physical,Street Address-Line 1,Street Address-Line 2,School Type-Original,Provision 1 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Enrollment-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,NCES ID,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District Name,School Name,City,Zip Code,County,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,CEP (Y/N),Claim Month,Operating Days-Lunch Only
,12/1/2013,,,,,,,SY13-14,2013,NV@2473@1084,2473,1084,,,,,,,,,,31,0,0,,,7,,,,,,,,,NV,31,4.428571429,31,4.428571429,,,,,,,,,,,,,ST JUDES RANCH FOR CHILDREN,St. Thomas Cottage,,,Clark,31,0,0,N,12,7
,12/1/2013,,,,,,,SY13-14,2013,NV@1251@1135,1251,1135,,,,,,,,,,0,0,0,,,0,,,,,,,,,NV,0,,0,,,,,,,,,,,,,,ST VIATOR SCHOOL,St. Viator School,,,Clark,0,0,0,N,12,0
,12/1/2013,,,,,,,SY13-14,2013,NV@1162@1055,1162,1055,,,,,,,,,,91,78,266,,,14,,,,,,,,,NV,159,12.230769231,169,12.071428571,,,,,,,,,,,,,STOREY COUNTY SCHOOL DISTRICT,Hillside Elementary School,,,Storey,87,72,117,N,12,13
,12/1/2013,,,,,,,SY13-14,2013,NV@1252@1136,1252,1136,,,,,,,,,,0,0,0,,,0,,,,,,,,,NV,0,,0,,,,,,,,,,,,,,TRINITY LUTHERAN CHILD CARE CTR,Trinity Lutheran Child Care Ctr,,,Douglas,0,0,0,N,12,0
,12/1/2013,,,,,,,SY13-14,2013,NV@1920@1088,1920,1088,,,,,,,,,,1061,0,0,,,31,,,,,,,,,NV,1071,34.548387097,1061,34.225806452,,,,,,,,,,,,,WASHOE COUNTY DEPT OF JUV SERV,Wittenberg Hall,,,Washoe,1071,0,0,N,12,31
,12/1/2013,,,,,,,SY13-14,2013,NV@3191@1056,3191,1056,,,,,,,,,,431,141,64,,,14,,,,,,,,,NV,1099,78.5,572,40.857142857,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Academy of Arts and Careers and Technology,,,Washoe,794,305,228,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1296@1056,1296,1056,,,,,,,,,,5427,1264,638,,,14,,,,,,,,,NV,7016,501.142857143,6691,477.928571429,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Allen Elementary School,,,Washoe,5711,1305,502,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1297@1056,1297,1056,,,,,,,,,,4017,1095,508,,,14,,,,,,,,,NV,5320,380,5112,365.142857143,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Anderson Elementary School,,,Washoe,4156,1164,557,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@2464@1056,2464,1056,,,,,,,,,,2618,342,515,,,15,,,,,,,,,NV,2888,192.533333333,2960,197.333333333,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Bailey Charter School,,,Washoe,2543,345,344,N,12,15
,12/1/2013,,,,,,,SY13-14,2013,NV@1298@1056,1298,1056,,,,,,,,,,0,0,0,,,0,,,,,,,,,NV,1717,122.642857143,0,,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Beasley Elementary School,,,Washoe,1408,309,2004,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1299@1056,1299,1056,,,,,,,,,,548,38,116,,,14,,,,,,,,,NV,1357,96.928571429,586,41.857142857,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Beck Elementary School,,,Washoe,1183,174,1311,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1927@1056,1927,1056,,,,,,,,,,1323,227,41,,,14,,,,,,,,,NV,4857,346.928571429,1550,110.714285714,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Bennett Elementary School,,,Washoe,4165,692,354,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1284@1056,1284,1056,,,,,,,,,,267,53,91,,,14,,,,,,,,,NV,1132,80.857142857,320,22.857142857,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Billinghurst Middle School,,,Washoe,903,229,565,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1300@1056,1300,1056,,,,,,,,,,3404,788,614,,,14,,,,,,,,,NV,4655,332.5,4192,299.428571429,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Booth Elementary School,,,Washoe,3763,892,608,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1301@1056,1301,1056,,,,,,,,,,0,0,0,,,0,,,,,,,,,NV,1138,81.285714286,0,,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Brown Elementary School,,,Washoe,1018,120,2512,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1302@1056,1302,1056,,,,,,,,,,5935,635,663,,,14,,,,,,,,,NV,8289,592.071428571,6570,469.285714286,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Cannan Elementary School,,,Washoe,7471,818,701,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1303@1056,1303,1056,,,,,,,,,,0,0,0,,,0,,,,,,,,,NV,369,26.357142857,0,,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Caughlin Ranch Elementary School,,,Washoe,348,21,1379,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1286@1056,1286,1056,,,,,,,,,,1454,211,88,,,14,,,,,,,,,NV,3310,236.428571429,1665,118.928571429,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Clayton Middle School,,,Washoe,2787,523,576,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@3153@1056,3153,1056,,,,,,,,,,888,317,184,,,14,,,,,,,,,NV,2380,170,1205,86.071428571,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Cold Springs Middle School,,,Washoe,1739,641,377,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1304@1056,1304,1056,,,,,,,,,,5153,636,589,,,14,,,,,,,,,NV,6077,434.071428571,5789,413.5,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Corbett Elementary School,,,Washoe,5418,659,582,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@2876@1056,2876,1056,,,,,,,,,,1307,248,241,,,14,,,,,,,,,NV,2214,201.272727273,1555,111.071428571,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Damonte Ranch High School,,,Washoe,1848,366,512,N,12,11
,12/1/2013,,,,,,,SY13-14,2013,NV@43@1056,43,1056,,,,,,,,,,668,85,206,,,14,,,,,,,,,NV,1649,117.785714286,753,53.785714286,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Depoali Middle School,,,Washoe,1239,410,973,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1305@1056,1305,1056,,,,,,,,,,4016,645,1063,,,14,,,,,,,,,NV,4911,350.785714286,4661,332.928571429,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Desert Heights Elementary School,,,Washoe,4271,640,814,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1306@1056,1306,1056,,,,,,,,,,610,231,235,,,14,,,,,,,,,NV,2060,147.142857143,841,60.071428571,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Diedrichsen Elementary School,,,Washoe,1518,542,1190,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1287@1056,1287,1056,,,,,,,,,,993,85,42,,,14,,,,,,,,,NV,3613,258.071428571,1078,77,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Dilworth Middle School,,,Washoe,3159,454,262,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1307@1056,1307,1056,,,,,,,,,,915,139,41,,,14,,,,,,,,,NV,2940,210,1054,75.285714286,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Dodson Elementary School,,,Washoe,2515,425,698,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1308@1056,1308,1056,,,,,,,,,,699,83,98,,,14,,,,,,,,,NV,4322,308.714285714,782,55.857142857,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Donner Springs Elementary School,,,Washoe,3630,692,974,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@2606@1056,2606,1056,,,,,,,,,,737,78,198,,,14,,,,,,,,,NV,2349,167.785714286,815,58.214285714,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Double Diamond Elementary School,,,Washoe,1940,409,1792,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1309@1056,1309,1056,,,,,,,,,,1119,194,54,,,14,,,,,,,,,NV,3212,229.428571429,1313,93.785714286,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Drake Elementary School,,,Washoe,2670,542,341,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1310@1056,1310,1056,,,,,,,,,,3786,962,382,,,14,,,,,,,,,NV,5041,360.071428571,4748,339.142857143,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Duncan Elementary School,,,Washoe,3985,1056,551,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1311@1056,1311,1056,,,,,,,,,,829,200,84,,,14,,,,,,,,,NV,3598,257,1029,73.5,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Dunn Elementary School,,,Washoe,3064,534,1091,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1312@1056,1312,1056,,,,,,,,,,712,118,40,,,14,,,,,,,,,NV,2972,212.285714286,830,59.285714286,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Elmcrest Elementary School,,,Washoe,2542,430,420,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1276@1056,1276,1056,,,,,,,,,,1948,255,148,,,14,,,,,,,,,NV,2202,200.181818182,2203,157.357142857,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Galena High School,,,Washoe,1945,257,204,N,12,11
,12/1/2013,,,,,,,SY13-14,2013,NV@1316@1056,1316,1056,,,,,,,,,,771,143,167,,,14,,,,,,,,,NV,2335,166.785714286,914,65.285714286,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Gomes Elementary School,,,Washoe,1826,509,1189,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1314@1056,1314,1056,,,,,,,,,,0,0,0,,,0,,,,,,,,,NV,170,12.142857143,0,,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Gomm Elementary School,,,Washoe,158,12,1066,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1317@1056,1317,1056,,,,,,,,,,2405,789,730,,,14,,,,,,,,,NV,4032,288,3194,228.142857143,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Greenbrae Elementary School,,,Washoe,3106,926,791,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@2483@1056,2483,1056,,,,,,,,,,700,89,93,,,14,,,,,,,,,NV,2007,143.357142857,789,56.357142857,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,"Hall, Jessie  Elementary School",,,Washoe,1768,239,1216,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1318@1056,1318,1056,,,,,,,,,,0,0,0,,,0,,,,,,,,,NV,2867,204.785714286,0,,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Hidden Valley Elementary School,,,Washoe,2294,573,1210,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1319@1056,1319,1056,,,,,,,,,,0,0,0,,,0,,,,,,,,,NV,1096,78.285714286,0,,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Huffaker Elementary School,,,Washoe,946,150,1150,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1278@1056,1278,1056,,,,,,,,,,3681,579,536,,,14,,,,,,,,,NV,10936,781.142857143,4260,304.285714286,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Hug High School,,,Washoe,9571,1365,1220,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1320@1056,1320,1056,,,,,,,,,,0,0,0,,,0,,,,,,,,,NV,214,15.285714286,0,,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Hunsberger Elementary School,,,Washoe,203,11,1805,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1321@1056,1321,1056,,,,,,,,,,763,198,97,,,14,,,,,,,,,NV,1759,125.642857143,961,68.642857143,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Hunter Lake Elementary School,,,Washoe,1472,287,703,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@3213@1056,3213,1056,,,,,,,,,,0,0,0,,,0,,,,,,,,,NV,222,20.181818182,0,,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,ICDA,,,Washoe,188,34,51,N,12,11
,12/1/2013,,,,,,,SY13-14,2013,NV@1322@1056,1322,1056,,,,,,,,,,0,0,0,,,0,,,,,,,,,NV,1729,115.266666667,0,,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Incline Elementary School,,,Washoe,1538,191,601,N,12,15
,12/1/2013,,,,,,,SY13-14,2013,NV@2214@1056,2214,1056,,,,,,,,,,204,30,13,,,15,,,,,,,,,NV,268,17.866666667,234,15.6,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Incline High School,,,Washoe,239,29,39,N,12,15
,12/1/2013,,,,,,,SY13-14,2013,NV@1288@1056,1288,1056,,,,,,,,,,96,12,56,,,15,,,,,,,,,NV,537,35.8,108,7.2,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Incline Middle School,,,Washoe,472,65,237,N,12,15
,12/1/2013,,,,,,,SY13-14,2013,NV@1324@1056,1324,1056,,,,,,,,,,688,110,148,,,14,,,,,,,,,NV,2866,204.714285714,798,57,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Juniper Elementary School,,,Washoe,2258,608,1078,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1340@1056,1340,1056,,,,,,,,,,3395,412,824,,,14,,,,,,,,,NV,4406,314.714285714,3807,271.928571429,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Lemelson Elementary School,,,Washoe,3916,490,864,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1325@1056,1325,1056,,,,,,,,,,1031,132,104,,,14,,,,,,,,,NV,4471,319.357142857,1163,83.071428571,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Lemmon Valley Elementary School,,,Washoe,3633,838,1168,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1326@1056,1326,1056,,,,,,,,,,0,0,0,,,0,,,,,,,,,NV,201,14.357142857,0,,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Lenz Elementary School,,,Washoe,188,13,1200,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1327@1056,1327,1056,,,,,,,,,,3831,642,482,,,14,,,,,,,,,NV,4745,338.928571429,4473,319.5,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Lincoln Park Elementary School,,,Washoe,4074,671,421,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1328@1056,1328,1056,,,,,,,,,,5324,1073,294,,,14,,,,,,,,,NV,7157,511.214285714,6397,456.928571429,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Loder Elementary School,,,Washoe,5643,1514,411,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@2639@1056,2639,1056,,,,,,,,,,675,303,235,,,10,,,,,,,,,NV,971,97.1,978,97.8,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Mariposa  Charter School,,,Washoe,666,305,202,N,12,10
,12/1/2013,,,,,,,SY13-14,2013,NV@1329@1056,1329,1056,,,,,,,,,,5199,848,960,,,14,,,,,,,,,NV,6946,496.142857143,6047,431.928571429,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Mathews Elementary School,,,Washoe,5951,995,1010,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1330@1056,1330,1056,,,,,,,,,,3511,741,1144,,,14,,,,,,,,,NV,5508,393.428571429,4252,303.714285714,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Maxwell Elementary School,,,Washoe,4517,991,1158,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1279@1056,1279,1056,,,,,,,,,,833,216,65,,,14,,,,,,,,,NV,1918,174.363636364,1049,74.928571429,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,McQueen High School,,,Washoe,1547,371,187,N,12,11
,12/1/2013,,,,,,,SY13-14,2013,NV@2607@1056,2607,1056,,,,,,,,,,0,0,0,,,0,,,,,,,,,NV,687,49.071428571,0,,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Melton Elementary School,,,Washoe,522,165,1620,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1289@1056,1289,1056,,,,,,,,,,564,236,266,,,14,,,,,,,,,NV,2230,159.285714286,800,57.142857143,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Mendive Middle School,,,Washoe,1676,554,563,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1331@1056,1331,1056,,,,,,,,,,3553,289,670,,,14,,,,,,,,,NV,4507,321.928571429,3842,274.428571429,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Mitchell Elementary School,,,Washoe,4210,297,782,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1332@1056,1332,1056,,,,,,,,,,648,111,58,,,14,,,,,,,,,NV,2336,166.857142857,759,54.214285714,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Moss Elementary School,,,Washoe,2046,290,1152,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1333@1056,1333,1056,,,,,,,,,,1042,52,64,,,14,,,,,,,,,NV,2718,194.142857143,1094,78.142857143,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Mount Rose Elementary School,,,Washoe,2401,317,880,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1334@1056,1334,1056,,,,,,,,,,1638,215,235,,,14,,,,,,,,,NV,1936,138.285714286,1853,132.357142857,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Natchez Elementary School,,,Washoe,1696,240,233,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@2465@1056,2465,1056,,,,,,,,,,1548,401,105,,,14,,,,,,,,,NV,3851,350.090909091,1949,139.214285714,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,North Valley High School,,,Washoe,3045,806,247,N,12,11
,12/1/2013,,,,,,,SY13-14,2013,NV@1290@1056,1290,1056,,,,,,,,,,2063,478,126,,,14,,,,,,,,,NV,4407,314.785714286,2541,181.5,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,O'Brien Middle School,,,Washoe,3550,857,364,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1335@1056,1335,1056,,,,,,,,,,1093,163,44,,,14,,,,,,,,,NV,4779,341.357142857,1256,89.714285714,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Palmer Elementary School,,,Washoe,3888,891,681,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1336@1056,1336,1056,,,,,,,,,,0,0,0,,,0,,,,,,,,,NV,1908,136.285714286,0,,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Peavine Elementary School,,,Washoe,1550,358,1011,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1337@1056,1337,1056,,,,,,,,,,478,133,49,,,14,,,,,,,,,NV,632,45.142857143,611,43.642857143,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Picollo Elementary School,,,Washoe,513,119,172,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1291@1056,1291,1056,,,,,,,,,,1897,226,81,,,14,,,,,,,,,NV,4019,287.071428571,2123,151.642857143,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Pine Middle School,,,Washoe,3622,397,410,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1338@1056,1338,1056,,,,,,,,,,0,0,0,,,0,,,,,,,,,NV,617,44.071428571,0,,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Pleasant Valley Elementary School,,,Washoe,491,126,1380,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1280@1056,1280,1056,,,,,,,,,,711,176,86,,,14,,,,,,,,,NV,1964,178.545454545,887,63.357142857,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Reed High School,,,Washoe,1490,474,282,N,12,11
,12/1/2013,,,,,,,SY13-14,2013,NV@1281@1056,1281,1056,,,,,,,,,,303,65,39,,,14,,,,,,,,,NV,725,65.909090909,368,26.285714286,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Reno High School,,,Washoe,628,97,82,N,12,11
,12/1/2013,,,,,,,SY13-14,2013,NV@1339@1056,1339,1056,,,,,,,,,,4292,602,721,,,14,,,,,,,,,NV,5541,395.785714286,4894,349.571428571,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Risley Elementary School,,,Washoe,4745,796,774,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@3152@1056,3152,1056,,,,,,,,,,0,0,0,,,0,,,,,,,,,NV,1812,129.428571429,0,,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,"Sepulveda, Miguel Elementary School",,,Washoe,1405,407,1960,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@2967@1056,2967,1056,,,,,,,,,,0,0,0,,,0,,,,,,,,,NV,1880,134.285714286,0,,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Shaw Middle School,,,Washoe,1444,436,1041,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@2226@1056,2226,1056,,,,,,,,,,996,227,131,,,13,,,,,,,,,NV,1204,92.615384615,1223,94.076923077,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Sierra Nevada Academy,,,Washoe,978,226,204,N,12,13
,12/1/2013,,,,,,,SY13-14,2013,NV@1341@1056,1341,1056,,,,,,,,,,733,168,143,,,14,,,,,,,,,NV,3247,231.928571429,901,64.357142857,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Silver Lake Elementary School,,,Washoe,2449,798,1555,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1342@1056,1342,1056,,,,,,,,,,1021,165,150,,,14,,,,,,,,,NV,5385,384.642857143,1186,84.714285714,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,"Smith, Alice Elementary School",,,Washoe,4719,666,1292,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1343@1056,1343,1056,,,,,,,,,,2685,384,487,,,14,,,,,,,,,NV,3494,249.571428571,3069,219.214285714,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,"Smith, Kate Elementary School",,,Washoe,3061,433,587,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1344@1056,1344,1056,,,,,,,,,,6137,601,620,,,14,,,,,,,,,NV,8202,585.857142857,6738,481.285714286,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Smithridge Elementary School,,,Washoe,7468,734,752,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1345@1056,1345,1056,,,,,,,,,,0,0,0,,,0,,,,,,,,,NV,1092,78,0,,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Spanish Springs Elementary School,,,Washoe,903,189,1963,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@2466@1056,2466,1056,,,,,,,,,,2088,412,178,,,14,,,,,,,,,NV,3802,345.636363636,2500,178.571428571,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Spanish Springs High School,,,Washoe,3030,772,540,N,12,11
,12/1/2013,,,,,,,SY13-14,2013,NV@1282@1056,1282,1056,,,,,,,,,,1832,323,60,,,14,,,,,,,,,NV,3666,333.272727273,2155,153.928571429,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Sparks High School,,,Washoe,3077,589,180,N,12,11
,12/1/2013,,,,,,,SY13-14,2013,NV@1292@1056,1292,1056,,,,,,,,,,1567,303,57,,,14,,,,,,,,,NV,3764,268.857142857,1870,133.571428571,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Sparks Middle School,,,Washoe,3098,666,132,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1346@1056,1346,1056,,,,,,,,,,1483,370,95,,,14,,,,,,,,,NV,6234,445.285714286,1853,132.357142857,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Stead Elementary School,,,Washoe,4887,1347,811,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1347@1056,1347,1056,,,,,,,,,,5944,862,1248,,,14,,,,,,,,,NV,7193,513.785714286,6806,486.142857143,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Sun Valley Elementary School,,,Washoe,6293,900,1066,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1293@1056,1293,1056,,,,,,,,,,637,62,83,,,14,,,,,,,,,NV,1272,90.857142857,699,49.928571429,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Swope Middle School,,,Washoe,1136,136,405,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1348@1056,1348,1056,,,,,,,,,,0,0,0,,,0,,,,,,,,,NV,1067,76.214285714,0,,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Taylor Elementary School,,,Washoe,924,143,1869,N,12,14
,12/1/2013,,,,,,,SY13-14,2013,NV@1349@1056,1349,1056,,,,,,,,,,551,59,170,,,14,,,,,,,,,NV,1823,130.214285714,610,43.571428571,,,,,,,,,,,,,WASHOE COUNTY SCHOOL DISTRICT,Towles Elementary School,,,Washoe,1629,194,876,N,12,14
