Provision 2 (Y/N),Claim Date,ISP,School Level-Original,Enrollment-Total,Enrollment-Free and Reduced,Enrollment-Free,Enrollment-Reduced,School Year,Claim Year,Unique ID,School ID,District ID,State-Physical,Street Address-Line 1,Street Address-Line 2,School Type-Original,Provision 1 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Enrollment-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,NCES ID,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District Name,School Name,City,Zip Code,County,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,CEP (Y/N),Claim Month,Operating Days-Lunch Only
,10/1/2013,,,,,,,SY13-14,2013,NV@1382@1043,1382,1043,,,,,,,,,,1391,201,209,,,22,,,,,,,,,NV,5946,270.272727273,1592,72.363636364,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,"Bryan, Roger M. Elementary School",,,Clark,4790,1156,2985,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1384@1043,1384,1043,,,,,,,,,,4959,481,349,,,22,,,,,,,,,NV,10806,491.181818182,5440,247.272727273,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Bunker Elementary School,,,Clark,9542,1264,1328,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2651@1043,2651,1043,,,,,,,,,,423,21,2,,,22,,,,,,,,,NV,948,43.090909091,444,20.181818182,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Burk Horizon SW,,,Clark,907,41,20,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1383@1043,1383,1043,,,,,,,,,,1772,286,103,,,22,,,,,,,,,NV,8191,372.318181818,2058,93.545454545,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Burkholder Middle School,,,Clark,6850,1341,1185,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2854@1043,2854,1043,,,,,,,,,,1537,409,368,,,22,,,,,,,,,NV,6390,290.454545455,1946,88.454545455,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Cadwaller Middle School,,,Clark,4538,1852,2197,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1385@1043,1385,1043,,,,,,,,,,14256,0,486,,,22,,,,,,,,,NV,16040,729.090909091,14256,648,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Cahlan Elementary School,,,Clark,16040,0,547,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1386@1043,1386,1043,,,,,,,,,,8929,0,54,,,22,,,,,,,,,NV,12178,553.545454545,8929,405.863636364,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Cambeiro Elementary School,,,Clark,12178,0,74,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2855@1043,2855,1043,,,,,,,,,,2005,337,260,,,22,,,,,,,,,NV,12073,548.772727273,2342,106.454545455,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Canarelli Middle School,,,Clark,9569,2504,4143,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1387@1043,1387,1043,,,,,,,,,,3484,400,326,,,22,,,,,,,,,NV,11895,540.681818182,3884,176.545454545,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Cannon Middle School,,,Clark,10414,1481,1587,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2954@1043,2954,1043,,,,,,,,,,7808,538,107,,,22,,,,,,,,,NV,19986,908.454545455,8346,379.363636364,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Canyon Springs High School,,,Clark,18291,1695,554,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2438@1043,2438,1043,,,,,,,,,,1325,200,315,,,22,,,,,,,,,NV,4579,208.136363636,1525,69.318181818,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Carl Elementary School,,,Clark,3863,716,2328,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1388@1043,1388,1043,,,,,,,,,,2660,433,163,,,22,,,,,,,,,NV,6418,291.727272727,3093,140.590909091,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Carson Elementary School,,,Clark,5627,791,791,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1389@1043,1389,1043,,,,,,,,,,920,312,171,,,22,,,,,,,,,NV,5428,246.727272727,1232,56,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Cartwright Elementary School,,,Clark,4046,1382,2508,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1390@1043,1390,1043,,,,,,,,,,5669,896,444,,,22,,,,,,,,,NV,18325,832.954545455,6565,298.409090909,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Cashman Middle School,,,Clark,16186,2139,1391,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@3027@1043,3027,1043,,,,,,,,,,3269,569,245,,,22,,,,,,,,,NV,8604,391.090909091,3838,174.454545455,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Centennial High School,,,Clark,6698,1906,1134,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2955@1043,2955,1043,,,,,,,,,,5673,516,167,,,22,,,,,,,,,NV,12473,566.954545455,6189,281.318181818,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Chaparral High School,,,Clark,11180,1293,408,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2956@1043,2956,1043,,,,,,,,,,5153,737,287,,,22,,,,,,,,,NV,15876,721.636363636,5890,267.727272727,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Cheyenne High School,,,Clark,13674,2202,1240,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1391@1043,1391,1043,,,,,,,,,,1178,231,292,,,22,,,,,,,,,NV,5226,237.545454545,1409,64.045454545,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Christensen Elementary School,,,Clark,4177,1049,2207,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2962@1043,2962,1043,,,,,,,,,,5155,832,293,,,22,,,,,,,,,NV,18110,823.181818182,5987,272.136363636,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Cimarron Memorial High School,,,Clark,15352,2758,1048,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2914@1043,2914,1043,,,,,,,,,,6400,847,411,,,22,,,,,,,,,NV,23167,1053.045454545,7247,329.409090909,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Clark High School,,,Clark,20620,2547,1235,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2957@1043,2957,1043,,,,,,,,,,1150,619,627,,,22,,,,,,,,,NV,4759,216.318181818,1769,80.409090909,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Conners Elementary School,,,Clark,3397,1362,3425,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@3028@1043,3028,1043,,,,,,,,,,454,200,129,,,22,,,,,,,,,NV,3316,150.727272727,654,29.727272727,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Coronado High School,,,Clark,2168,1148,2168,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1392@1043,1392,1043,,,,,,,,,,5684,311,342,,,22,,,,,,,,,NV,16827,764.863636364,5995,272.5,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Cortez Elementary School,,,Clark,15937,890,980,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1393@1043,1393,1043,,,,,,,,,,2826,239,131,,,22,,,,,,,,,NV,16380,744.545454545,3065,139.318181818,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Cortney Middle School,,,Clark,14231,2149,1361,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@4036@1043,4036,1043,,,,,,,,,,427,62,76,,,22,,,,,,,,,NV,547,24.863636364,489,22.227272727,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Cowan Behavioral School,,,Clark,483,64,57,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1394@1043,1394,1043,,,,,,,,,,9546,791,648,,,22,,,,,,,,,NV,11721,532.772727273,10337,469.863636364,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,"Cox, Clyde Elementary School",,,Clark,10781,940,488,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1395@1043,1395,1043,,,,,,,,,,647,170,281,,,22,,,,,,,,,NV,2780,126.363636364,817,37.136363636,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,"Cox, David Elementary School",,,Clark,2245,535,2617,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2624@1043,2624,1043,,,,,,,,,,2762,555,209,,,22,,,,,,,,,NV,10343,470.136363636,3317,150.772727273,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Cozine Elementary School,,,Clark,8457,1886,1848,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1396@1043,1396,1043,,,,,,,,,,8946,447,1247,,,22,,,,,,,,,NV,10858,493.545454545,9393,426.954545455,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Craig Elementary School,,,Clark,10379,479,1161,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2439@1043,2439,1043,,,,,,,,,,2605,514,229,,,22,,,,,,,,,NV,13239,601.772727273,3119,141.772727273,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Cram Middle School,,,Clark,10509,2730,2782,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1397@1043,1397,1043,,,,,,,,,,4159,303,768,,,22,,,,,,,,,NV,11154,507,4462,202.818181818,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Crestwood Elementary School,,,Clark,10223,931,1039,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1398@1043,1398,1043,,,,,,,,,,11589,1139,1965,,,22,,,,,,,,,NV,13929,633.136363636,12728,578.545454545,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Culley Elementary School,,,Clark,12673,1256,1306,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1400@1043,1400,1043,,,,,,,,,,3321,298,219,,,22,,,,,,,,,NV,11008,500.363636364,3619,164.5,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Cunningham Elementary School,,,Clark,9630,1378,1570,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1401@1043,1401,1043,,,,,,,,,,9879,862,1655,,,22,,,,,,,,,NV,12082,549.181818182,10741,488.227272727,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Dailey Elementary School,,,Clark,11068,1014,1409,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2458@1043,2458,1043,,,,,,,,,,837,257,464,,,22,,,,,,,,,NV,3565,162.045454545,1094,49.727272727,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Darnell Elementary School,,,Clark,2737,828,3503,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1402@1043,1402,1043,,,,,,,,,,7465,692,1701,,,22,,,,,,,,,NV,10205,463.863636364,8157,370.772727273,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Dearing Elementary School,,,Clark,9466,739,1574,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1403@1043,1403,1043,,,,,,,,,,2182,171,321,,,22,,,,,,,,,NV,9731,442.318181818,2353,106.954545455,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Decker Elementary School,,,Clark,8688,1043,1723,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2938@1043,2938,1043,,,,,,,,,,5699,845,168,,,22,,,,,,,,,NV,16780,762.727272727,6544,297.454545455,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Del Sol High School,,,Clark,14579,2201,737,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1404@1043,1404,1043,,,,,,,,,,2030,253,275,,,22,,,,,,,,,NV,6891,313.227272727,2283,103.772727273,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Derfelt Elementary School,,,Clark,5834,1057,2203,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@4@1043,4,1043,,,,,,,,,,2459,642,502,,,22,,,,,,,,,NV,9960,452.727272727,3101,140.954545455,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Desert Oasis High School,,,Clark,7746,2214,1696,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2641@1043,2641,1043,,,,,,,,,,5987,543,229,,,22,,,,,,,,,NV,19168,871.272727273,6530,296.818181818,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Desert Pines High School,,,Clark,17519,1649,698,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@31@1043,31,1043,,,,,,,,,,242,26,7,,,22,,,,,,,,,NV,795,41.842105263,268,12.181818182,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Desert Rose High School,,,Clark,749,46,40,N,10,19
,10/1/2013,,,,,,,SY13-14,2013,NV@1405@1043,1405,1043,,,,,,,,,,1910,205,429,,,22,,,,,,,,,NV,6339,288.136363636,2115,96.136363636,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Deskin Elementary School,,,Clark,5538,801,1858,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2237@1043,2237,1043,,,,,,,,,,11906,780,1206,,,22,,,,,,,,,NV,12487,567.590909091,12686,576.636363636,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Detwiler Elementary School,,,Clark,11784,703,828,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@3@1043,3,1043,,,,,,,,,,11008,949,1039,,,22,,,,,,,,,NV,14393,654.227272727,11957,543.5,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Diaz  Elementary School,,,Clark,13243,1150,1150,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@3194@1043,3194,1043,,,,,,,,,,3048,608,383,,,22,,,,,,,,,NV,10103,459.227272727,3656,166.181818182,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Dickens Elementary School,,,Clark,8156,1947,1992,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1406@1043,1406,1043,,,,,,,,,,3787,438,369,,,22,,,,,,,,,NV,9645,438.409090909,4225,192.045454545,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Diskin Elementary School,,,Clark,8607,1038,1526,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1407@1043,1407,1043,,,,,,,,,,1671,192,100,,,22,,,,,,,,,NV,9474,430.636363636,1863,84.681818182,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Dondero Elementary School,,,Clark,8351,1123,1154,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1408@1043,1408,1043,,,,,,,,,,559,164,300,,,22,,,,,,,,,NV,1815,82.5,723,32.863636364,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Dooley Elementary School,,,Clark,1430,385,1469,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@4025@1043,4025,1043,,,,,,,,,,2426,283,305,,,22,,,,,,,,,NV,7112,323.272727273,2709,123.136363636,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,"Duncan, Ruby ES",,,Clark,5804,1308,2073,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@3029@1043,3029,1043,,,,,,,,,,5476,1235,278,,,22,,,,,,,,,NV,16475,748.863636364,6711,305.045454545,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Durango High School,,,Clark,13519,2956,1338,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1409@1043,1409,1043,,,,,,,,,,12375,1068,912,,,22,,,,,,,,,NV,15285,694.772727273,13443,611.045454545,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,"Earl, Ira Elementary School",,,Clark,13920,1365,764,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1410@1043,1410,1043,,,,,,,,,,1944,376,399,,,22,,,,,,,,,NV,7017,318.954545455,2320,105.454545455,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,"Earl, Marion Elementary School",,,Clark,5839,1178,3002,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@5@1043,5,1043,,,,,,,,,,2571,634,77,,,22,,,,,,,,,NV,13265,602.954545455,3205,145.681818182,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,East Career & Tech High School,,,Clark,10030,3235,896,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1411@1043,1411,1043,,,,,,,,,,11086,852,1371,,,22,,,,,,,,,NV,12939,588.136363636,11938,542.636363636,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Edwards Elementary School,,,Clark,11527,1412,1327,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1412@1043,1412,1043,,,,,,,,,,1682,149,204,,,22,,,,,,,,,NV,5820,264.545454545,1831,83.227272727,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Eisenberg Elementary School,,,Clark,5034,786,1804,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2958@1043,2958,1043,,,,,,,,,,3739,343,126,,,22,,,,,,,,,NV,8054,366.090909091,4082,185.545454545,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Eldorado High School,,,Clark,7208,846,194,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@7028@1043,7028,1043,,,,,,,,,,1113,132,20,,,22,,,,,,,,,NV,2891,131.409090909,1245,56.590909091,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Eldorado Prep,,,Clark,2519,372,155,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1413@1043,1413,1043,,,,,,,,,,3616,439,488,,,22,,,,,,,,,NV,10492,476.909090909,4055,184.318181818,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Elizondo Elementary School,,,Clark,9039,1453,1971,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@3195@1043,3195,1043,,,,,,,,,,1967,401,407,,,22,,,,,,,,,NV,7357,334.409090909,2368,107.636363636,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,"Escobedo, E Middle School",,,Clark,5833,1524,2825,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@3196@1043,3196,1043,,,,,,,,,,2578,587,516,,,22,,,,,,,,,NV,11175,507.954545455,3165,143.863636364,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,"Faiss, W Middle School",,,Clark,8552,2623,2892,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1414@1043,1414,1043,,,,,,,,,,1836,148,364,,,21,,,,,,,,,NV,7340,333.636363636,1984,94.476190476,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Ferron Elementary School,,,Clark,6529,811,1936,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2627@1043,2627,1043,,,,,,,,,,1952,321,234,,,22,,,,,,,,,NV,10655,484.318181818,2273,103.318181818,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Fertitta Middle School,,,Clark,8043,2612,3161,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2939@1043,2939,1043,,,,,,,,,,4195,747,173,,,22,,,,,,,,,NV,18776,853.454545455,4942,224.636363636,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Findlay Middle School,,,Clark,15885,2891,2089,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@46@1043,46,1043,,,,,,,,,,1305,254,610,,,22,,,,,,,,,NV,5232,237.818181818,1559,70.863636364,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Fine Elementary School,,,Clark,3863,1369,3842,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1415@1043,1415,1043,,,,,,,,,,5501,374,1298,,,22,,,,,,,,,NV,7516,341.636363636,5875,267.045454545,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Fitzgerald Elementary School,,,Clark,7009,507,1368,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1416@1043,1416,1043,,,,,,,,,,11330,1297,2896,,,22,,,,,,,,,NV,12649,574.954545455,12627,573.954545455,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Fong Elementary School,,,Clark,11420,1229,2019,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@3076@1043,3076,1043,,,,,,,,,,1797,400,267,,,22,,,,,,,,,NV,7335,333.409090909,2197,99.863636364,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Foothills High School,,,Clark,5975,1360,1206,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@3197@1043,3197,1043,,,,,,,,,,1487,218,526,,,22,,,,,,,,,NV,5319,241.772727273,1705,77.5,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,"Forbuss, R Elementary School",,,Clark,4130,1189,4836,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1417@1043,1417,1043,,,,,,,,,,2585,181,52,,,22,,,,,,,,,NV,10419,473.590909091,2766,125.727272727,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Fremont Middle School,,,Clark,9660,759,470,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1418@1043,1418,1043,,,,,,,,,,1203,314,176,,,22,,,,,,,,,NV,4959,225.409090909,1517,68.954545455,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,French Elementary School,,,Clark,3906,1053,1185,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2856@1043,2856,1043,,,,,,,,,,611,45,254,,,22,,,,,,,,,NV,3188,144.909090909,656,29.818181818,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Frias Elementary School,,,Clark,2572,616,4659,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1419@1043,1419,1043,,,,,,,,,,1996,243,583,,,22,,,,,,,,,NV,7302,331.909090909,2239,101.772727273,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Fyfe Elementary School,,,Clark,6571,731,1549,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1420@1043,1420,1043,,,,,,,,,,1075,314,504,,,22,,,,,,,,,NV,4517,205.318181818,1389,63.136363636,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Galloway Elementary School,,,Clark,3584,933,2741,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1421@1043,1421,1043,,,,,,,,,,810,181,454,,,22,,,,,,,,,NV,3475,157.954545455,991,45.045454545,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Garehime Elementary School,,,Clark,2853,622,2786,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1422@1043,1422,1043,,,,,,,,,,791,180,132,,,22,,,,,,,,,NV,2569,116.772727273,971,44.136363636,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Garrett Middle School,,,Clark,2099,470,1257,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1423@1043,1423,1043,,,,,,,,,,5601,542,189,,,22,,,,,,,,,NV,18051,820.5,6143,279.227272727,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Garside Middle School,,,Clark,16260,1791,901,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2634@1043,2634,1043,,,,,,,,,,1472,257,252,,,22,,,,,,,,,NV,5786,263,1729,78.590909091,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Gehring Elementary School,,,Clark,4930,856,2094,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1424@1043,1424,1043,,,,,,,,,,764,135,211,,,22,,,,,,,,,NV,3045,138.409090909,899,40.863636364,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,"Gibson, James Elementary School",,,Clark,2344,701,1849,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1425@1043,1425,1043,,,,,,,,,,3751,348,119,,,22,,,,,,,,,NV,18752,852.363636364,4099,186.318181818,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,"Gibson, Robert Middle School",,,Clark,16944,1808,981,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@1426@1043,1426,1043,,,,,,,,,,1317,445,382,,,22,,,,,,,,,NV,4773,216.954545455,1762,80.090909091,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Gilbert Elementary School,,,Clark,3659,1114,1285,N,10,22
,10/1/2013,,,,,,,SY13-14,2013,NV@2940@1043,2940,1043,,,,,,,,,,270,189,648,,,22,,,,,,,,,NV,1477,67.136363636,459,20.863636364,,,,,,,,,,,,,CLARK COUNTY SCHOOL DISTRICT FOOD SERVICE,Givens Elementary School,,,Clark,1030,447,4494,N,10,22
